unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,due_date
58962888,2023-09-29T14:40:59.000,2023-10-20T16:40:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10035,340 PLEASANT AVENUE,PLEASANT AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,11 MANHATTAN,MANHATTAN,1003066,229492,ONLINE,Unspecified,MANHATTAN,40.796558525200524,-73.93204256499722,"{'latitude': '40.796558525200524', 'longitude': '-73.93204256499722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018150001,,,,,
58964323,2023-09-29T14:40:59.000,2023-10-06T19:45:25.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11221,945 JEFFERSON AVENUE,JEFFERSON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-06T00:00:00.000,03 BROOKLYN,BROOKLYN,1006121,189437,PHONE,Unspecified,BROOKLYN,40.686610553476065,-73.92113911569349,"{'latitude': '40.686610553476065', 'longitude': '-73.92113911569349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3014850044,,,,,
58964627,2023-09-29T14:40:59.000,2023-10-20T16:40:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10035,340 PLEASANT AVENUE,PLEASANT AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-20T00:00:00.000,11 MANHATTAN,MANHATTAN,1003066,229492,ONLINE,Unspecified,MANHATTAN,40.796558525200524,-73.93204256499722,"{'latitude': '40.796558525200524', 'longitude': '-73.93204256499722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018150001,,,,,
58961541,2023-09-29T14:40:59.000,2023-10-06T19:45:25.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11221,945 JEFFERSON AVENUE,JEFFERSON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,03 BROOKLYN,BROOKLYN,1006121,189437,PHONE,Unspecified,BROOKLYN,40.686610553476065,-73.92113911569349,"{'latitude': '40.686610553476065', 'longitude': '-73.92113911569349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3014850044,,,,,
59453370,2023-09-29T14:40:56.000,2023-09-29T21:20:00.000,DEP,Department of Environmental Protection,Water Maintenance,Water in Basement,N/A,11691,428 FERNSIDE PLACE,FERNSIDE PLACE,PLAINVIEW AVENUE,ELK DRIVE,PLAINVIEW AVENUE,ELK DRIVE,ADDRESS,FAR ROCKAWAY,FERNSIDE PLACE,Closed,,2023-09-29T21:20:00.000,14 QUEENS,QUEENS,1052049,157408,PHONE,Unspecified,QUEENS,40.59846552830664,-73.75585766835947,"{'latitude': '40.59846552830664', 'longitude': '-73.75585766835947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4157687501,,,,,
58966162,2023-09-29T14:40:49.000,2023-10-03T16:45:37.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10467,3475 KNOX PLACE,KNOX PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,07 BRONX,BRONX,1016658,260831,ONLINE,Unspecified,BRONX,40.88253548264862,-73.88280117494658,"{'latitude': '40.88253548264862', 'longitude': '-73.88280117494658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2033240063,,,,,
59459044,2023-09-29T14:40:40.000,,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11221,54 HOWARD AVENUE,HOWARD AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,ADDRESS,BROOKLYN,HOWARD AVENUE,In Progress,,,03 BROOKLYN,BROOKLYN,1006220,189511,PHONE,Unspecified,BROOKLYN,40.686813421256865,-73.9207819074823,"{'latitude': '40.686813421256865', 'longitude': '-73.9207819074823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59435706,2023-09-29T14:40:39.000,2023-10-20T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,10035,501 EAST  118 STREET,EAST  118 STREET,PLEASANT AVENUE,DEAD END,PLEASANT AVENUE,DEAD END,ADDRESS,NEW YORK,EAST  118 STREET,Closed,,2023-10-20T00:00:00.000,11 MANHATTAN,MANHATTAN,1003061,229400,ONLINE,Unspecified,MANHATTAN,40.79630602090033,-73.93206088111445,"{'latitude': '40.79630602090033', 'longitude': '-73.93206088111445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59452692,2023-09-29T14:40:39.000,2023-09-30T17:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11224,3716 NAUTILUS AVENUE,NAUTILUS AVENUE,TUDOR TERRACE,SEA GATE AVENUE,TUDOR TERRACE,SEA GATE AVENUE,ADDRESS,BROOKLYN,NAUTILUS AVENUE,Closed,,2023-09-30T17:30:00.000,13 BROOKLYN,BROOKLYN,983173,149165,ONLINE,Unspecified,BROOKLYN,40.576099403228845,-74.00387694364848,"{'latitude': '40.576099403228845', 'longitude': '-74.00387694364848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59441580,2023-09-29T14:40:39.000,,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11221,54 HOWARD AVENUE,HOWARD AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,ADDRESS,BROOKLYN,HOWARD AVENUE,In Progress,,,03 BROOKLYN,BROOKLYN,1006220,189511,PHONE,Unspecified,BROOKLYN,40.686813421256865,-73.9207819074823,"{'latitude': '40.686813421256865', 'longitude': '-73.9207819074823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58961146,2023-09-29T14:40:38.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10003,66 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,03 MANHATTAN,MANHATTAN,987143,203773,PHONE,Unspecified,MANHATTAN,40.725986039523846,-73.98956246591085,"{'latitude': '40.725986039523846', 'longitude': '-73.98956246591085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1004450007,,,,,
59460208,2023-09-29T14:40:38.000,2023-10-20T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,10035,501 EAST  118 STREET,EAST  118 STREET,PLEASANT AVENUE,DEAD END,PLEASANT AVENUE,DEAD END,ADDRESS,NEW YORK,EAST  118 STREET,Closed,,2023-10-20T00:00:00.000,11 MANHATTAN,MANHATTAN,1003061,229400,ONLINE,Unspecified,MANHATTAN,40.79630602090033,-73.93206088111445,"{'latitude': '40.79630602090033', 'longitude': '-73.93206088111445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58958502,2023-09-29T14:40:37.000,2023-10-12T19:56:25.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10460,1939 WEST FARMS ROAD,WEST FARMS ROAD,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-12T00:00:00.000,06 BRONX,BRONX,1017290,245029,PHONE,Unspecified,BRONX,40.83916144854979,-73.88059353846155,"{'latitude': '40.83916144854979', 'longitude': '-73.88059353846155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2030167502,,,,,
59446111,2023-09-29T14:40:37.000,2023-10-20T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10035,501 EAST  118 STREET,EAST  118 STREET,PLEASANT AVENUE,DEAD END,PLEASANT AVENUE,DEAD END,ADDRESS,NEW YORK,EAST  118 STREET,Closed,,2023-10-20T00:00:00.000,11 MANHATTAN,MANHATTAN,1003061,229400,ONLINE,Unspecified,MANHATTAN,40.79630602090033,-73.93206088111445,"{'latitude': '40.79630602090033', 'longitude': '-73.93206088111445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58967653,2023-09-29T14:40:37.000,2023-10-12T19:56:24.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10460,1939 WEST FARMS ROAD,WEST FARMS ROAD,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-12T00:00:00.000,06 BRONX,BRONX,1017290,245029,PHONE,Unspecified,BRONX,40.83916144854979,-73.88059353846155,"{'latitude': '40.83916144854979', 'longitude': '-73.88059353846155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2030167502,,,,,
59449646,2023-09-29T14:40:35.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11221,54 HOWARD AVENUE,HOWARD AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,ADDRESS,BROOKLYN,HOWARD AVENUE,Unspecified,,2023-10-06T00:00:00.000,03 BROOKLYN,BROOKLYN,1006220,189511,PHONE,Unspecified,BROOKLYN,40.686813421256865,-73.9207819074823,"{'latitude': '40.686813421256865', 'longitude': '-73.9207819074823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59438869,2023-09-29T14:40:34.000,2023-09-30T09:10:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11214,8614 23 AVENUE,23 AVENUE,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,23 AVENUE,Closed,,2023-09-30T09:10:00.000,11 BROOKLYN,BROOKLYN,986450,157922,PHONE,Unspecified,BROOKLYN,40.600135413486996,-73.99207767270582,"{'latitude': '40.600135413486996', 'longitude': '-73.99207767270582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3063830048,,,,,
58966127,2023-09-29T14:40:33.000,2023-10-11T13:43:00.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11238,523 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,08 BROOKLYN,BROOKLYN,995629,185419,ONLINE,Unspecified,BROOKLYN,40.67560176484405,-73.95897719406277,"{'latitude': '40.67560176484405', 'longitude': '-73.95897719406277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3011560090,,,,,
58967439,2023-09-29T14:40:32.000,,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11212,56 HEGEMAN AVENUE,HEGEMAN AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,16 BROOKLYN,BROOKLYN,1009228,178239,PHONE,Unspecified,BROOKLYN,40.655866344358955,-73.90997761994923,"{'latitude': '40.655866344358955', 'longitude': '-73.90997761994923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3036330001,,,,,
58958536,2023-09-29T14:40:31.000,2023-10-10T10:13:03.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11221,368 MONROE STREET,MONROE STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,03 BROOKLYN,BROOKLYN,999877,189304,PHONE,Unspecified,BROOKLYN,40.686258725651,-73.94365358441058,"{'latitude': '40.686258725651', 'longitude': '-73.94365358441058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3018200013,,,,,
58959409,2023-09-29T14:40:27.000,2023-09-29T15:19:32.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11206,29 JEFFERSON STREET,JEFFERSON STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,JEFFERSON STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T15:19:36.000,04 BROOKLYN,BROOKLYN,1002401,193476,PHONE,Unspecified,BROOKLYN,40.6977050830824,-73.93454153673808,"{'latitude': '40.6977050830824', 'longitude': '-73.93454153673808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59449259,2023-09-29T14:40:18.000,2023-09-30T13:05:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11224,2401 NEPTUNE AVENUE,NEPTUNE AVENUE,WEST   24 STREET,WEST   25 STREET,WEST   24 STREET,WEST   25 STREET,ADDRESS,BROOKLYN,NEPTUNE AVENUE,Closed,,2023-09-30T13:05:00.000,13 BROOKLYN,BROOKLYN,986464,149926,PHONE,Unspecified,BROOKLYN,40.57818798749955,-73.99202987775246,"{'latitude': '40.57818798749955', 'longitude': '-73.99202987775246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3069650140,,,,,
59446611,2023-09-29T14:40:18.000,2023-10-30T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door Frame,Apartment,11226,1829 CATON AVENUE,CATON AVENUE,BRIGHTON LINE,OCEAN AVENUE,BRIGHTON LINE,OCEAN AVENUE,ADDRESS,BROOKLYN,CATON AVENUE,Closed,,2023-10-30T00:00:00.000,14 BROOKLYN,BROOKLYN,994718,176760,PHONE,Unspecified,BROOKLYN,40.651835853839465,-73.96227491361473,"{'latitude': '40.651835853839465', 'longitude': '-73.96227491361473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050610049,,,,,
59449735,2023-09-29T14:40:08.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11238,523 PROSPECT PLACE,PROSPECT PLACE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,PROSPECT PLACE,In Progress,,,08 BROOKLYN,BROOKLYN,995629,185419,ONLINE,Unspecified,BROOKLYN,40.67560176484405,-73.95897719406277,"{'latitude': '40.67560176484405', 'longitude': '-73.95897719406277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58966478,2023-09-29T14:40:04.000,2023-10-04T09:42:42.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11372,34-51 82 STREET,82 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,JACKSON HEIGHTS,82 STREET,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-04T09:42:49.000,03 QUEENS,QUEENS,1016156,213536,ONLINE,Unspecified,QUEENS,40.752725960360806,-73.88484143240338,"{'latitude': '40.752725960360806', 'longitude': '-73.88484143240338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4014430047,,,,,
59449928,2023-09-29T14:40:00.000,,HPD,Department of Housing Preservation and Development,Appliance,Electric/Gas Range,Apartment,10003,94 EAST    4 STREET,EAST    4 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST    4 STREET,In Progress,,,03 MANHATTAN,MANHATTAN,987320,203766,PHONE,Unspecified,MANHATTAN,40.72596676656736,-73.98892387819006,"{'latitude': '40.72596676656736', 'longitude': '-73.98892387819006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1004450014,,,,,
58959445,2023-09-29T14:40:00.000,2023-09-29T18:31:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11230,,,,,EAST 15 STREET,AVENUE M,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T18:31:00.000,14 BROOKLYN,BROOKLYN,995343,164437,UNKNOWN,Unspecified,BROOKLYN,40.61801108088083,-73.96004276618872,"{'latitude': '40.61801108088083', 'longitude': '-73.96004276618872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,
59442678,2023-09-29T14:39:52.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10467,3477 KNOX PLACE,KNOX PLACE,WEST MOSHOLU PARKWAY NORTH,WEST GUN HILL ROAD,WEST MOSHOLU PARKWAY NORTH,WEST GUN HILL ROAD,ADDRESS,BRONX,KNOX PLACE,In Progress,,,07 BRONX,BRONX,1016666,260840,ONLINE,Unspecified,BRONX,40.882560155438654,-73.88277220058649,"{'latitude': '40.882560155438654', 'longitude': '-73.88277220058649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2033240063,,,,,
58959406,2023-09-29T14:39:08.000,2023-09-29T15:08:55.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11379,64-49 ADMIRAL AVENUE,ADMIRAL AVENUE,BEND,65 STREET,BEND,65 STREET,ADDRESS,MIDDLE VILLAGE,ADMIRAL AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T15:08:59.000,05 QUEENS,QUEENS,1012900,198638,PHONE,Unspecified,QUEENS,40.71184578610786,-73.89665676345129,"{'latitude': '40.71184578610786', 'longitude': '-73.89665676345129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59441921,2023-09-29T14:39:04.000,2023-09-30T02:20:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11422,259-52 148 DRIVE,148 DRIVE,259 STREET,HOOK CREEK BOULEVARD,259 STREET,HOOK CREEK BOULEVARD,ADDRESS,ROSEDALE,148 DRIVE,Closed,,2023-09-30T02:20:00.000,13 QUEENS,QUEENS,1059400,177506,PHONE,Unspecified,QUEENS,40.653570770448624,-73.72916331709028,"{'latitude': '40.653570770448624', 'longitude': '-73.72916331709028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58959365,2023-09-29T14:38:59.000,2023-10-06T00:00:00.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,11422,259-52 148 DRIVE,148 DRIVE,,,,,ADDRESS,ROSEDALE,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-10-06T00:00:00.000,13 QUEENS,QUEENS,1059400,177506,UNKNOWN,Unspecified,QUEENS,40.653570770448624,-73.72916331709028,"{'latitude': '40.653570770448624', 'longitude': '-73.72916331709028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4136890023,,,,,
59456516,2023-09-29T14:38:59.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10460,1939 WEST FARMS ROAD,WEST FARMS ROAD,RODMAN PLACE,EAST TREMONT AVENUE,RODMAN PLACE,EAST TREMONT AVENUE,ADDRESS,BRONX,WEST FARMS ROAD,In Progress,,,06 BRONX,BRONX,1017290,245029,PHONE,Unspecified,BRONX,40.83916144854979,-73.88059353846155,"{'latitude': '40.83916144854979', 'longitude': '-73.88059353846155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2030167502,,,,,
59460050,2023-09-29T14:38:59.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11221,368 MONROE STREET,MONROE STREET,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,MONROE STREET,In Progress,,,03 BROOKLYN,BROOKLYN,999877,189304,PHONE,Unspecified,BROOKLYN,40.686258725651,-73.94365358441058,"{'latitude': '40.686258725651', 'longitude': '-73.94365358441058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3018200013,,,,,
59442729,2023-09-29T14:38:54.000,,HPD,Department of Housing Preservation and Development,Water Leak,Damp Spot,Apartment,10460,1939 WEST FARMS ROAD,WEST FARMS ROAD,RODMAN PLACE,EAST TREMONT AVENUE,RODMAN PLACE,EAST TREMONT AVENUE,ADDRESS,BRONX,WEST FARMS ROAD,In Progress,,,06 BRONX,BRONX,1017290,245029,PHONE,Unspecified,BRONX,40.83916144854979,-73.88059353846155,"{'latitude': '40.83916144854979', 'longitude': '-73.88059353846155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2030167502,,,,,
58966991,2023-09-29T14:38:54.000,2023-09-29T18:21:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,74-26 88 AVENUE,88 AVENUE,ELDERT LANE,75 STREET,ELDERT LANE,75 STREET,ADDRESS,WOODHAVEN,88 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T18:21:42.000,09 QUEENS,QUEENS,1021110,190401,MOBILE,Unspecified,QUEENS,40.6892067792109,-73.86708764578201,"{'latitude': '40.6892067792109', 'longitude': '-73.86708764578201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59442193,2023-09-29T14:38:52.000,2023-10-02T09:15:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11379,84-28 63 AVENUE,63 AVENUE,84 PLACE,WOODHAVEN BOULEVARD,84 PLACE,WOODHAVEN BOULEVARD,ADDRESS,MIDDLE VILLAGE,63 AVENUE,Closed,,2023-10-02T09:15:00.000,05 QUEENS,QUEENS,1020175,203048,ONLINE,Unspecified,QUEENS,40.72392361556807,-73.87039165437368,"{'latitude': '40.72392361556807', 'longitude': '-73.87039165437368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4029980006,,,,,
58958782,2023-09-29T14:38:42.000,2023-10-03T11:06:46.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,10301,8 SUNNYSIDE TERRACE,SUNNYSIDE TERRACE,GRAND AVENUE,ALPINE AVENUE,GRAND AVENUE,ALPINE AVENUE,ADDRESS,STATEN ISLAND,SUNNYSIDE TERRACE,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-10-03T11:06:51.000,01 STATEN ISLAND,STATEN ISLAND,956934,163283,PHONE,Unspecified,STATEN ISLAND,40.614808427816506,-74.09838813887927,"{'latitude': '40.614808427816506', 'longitude': '-74.09838813887927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5006100049,,,,,
58959377,2023-09-29T14:38:39.000,2023-09-29T16:29:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11417,107-59 100 STREET,100 STREET,ROCKAWAY BOULEVARD,133 AVENUE,ROCKAWAY BOULEVARD,133 AVENUE,ADDRESS,OZONE PARK,100 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T16:29:21.000,10 QUEENS,QUEENS,1028830,186872,PHONE,Unspecified,QUEENS,40.679484977887206,-73.83927373781606,"{'latitude': '40.679484977887206', 'longitude': '-73.83927373781606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59452720,2023-09-29T14:38:36.000,2023-09-30T10:45:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11204,1649 66 STREET,66 STREET,CAMERON COURT,WALLASTON COURT,CAMERON COURT,WALLASTON COURT,ADDRESS,BROOKLYN,66 STREET,Closed,,2023-09-30T10:45:00.000,11 BROOKLYN,BROOKLYN,985853,165379,ONLINE,Unspecified,BROOKLYN,40.620603474336484,-73.99422573412984,"{'latitude': '40.620603474336484', 'longitude': '-73.99422573412984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58965434,2023-09-29T14:38:31.000,2023-09-29T15:14:47.000,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,10301,1 BAY STREET,BAY STREET,SI FERRY TRML PEDESTRIAN OVPS,DEAD END,SI FERRY TRML PEDESTRIAN OVPS,DEAD END,ADDRESS,STATEN ISLAND,BAY STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T15:14:51.000,01 STATEN ISLAND,STATEN ISLAND,964050,173814,PHONE,Unspecified,STATEN ISLAND,40.64373287259008,-74.07278890585648,"{'latitude': '40.64373287259008', 'longitude': '-74.07278890585648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59445438,2023-09-29T14:38:14.000,2023-09-29T20:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10301,21 YORK TERRACE,YORK TERRACE,FILLMORE STREET,EAST BUCHANAN STREET,FILLMORE STREET,EAST BUCHANAN STREET,ADDRESS,STATEN ISLAND,YORK TERRACE,Closed,,2023-09-29T20:00:00.000,01 STATEN ISLAND,STATEN ISLAND,959576,174162,PHONE,Unspecified,STATEN ISLAND,40.644676722926064,-74.08891183021723,"{'latitude': '40.644676722926064', 'longitude': '-74.08891183021723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5000590005,,,,,
59443325,2023-09-29T14:38:02.000,,HPD,Department of Housing Preservation and Development,General,Cabinet,Apartment,11212,56 HEGEMAN AVENUE,HEGEMAN AVENUE,THOMAS S BOYLAND STREET,BRISTOL STREET,THOMAS S BOYLAND STREET,BRISTOL STREET,ADDRESS,BROOKLYN,HEGEMAN AVENUE,In Progress,,,16 BROOKLYN,BROOKLYN,1009228,178239,PHONE,Unspecified,BROOKLYN,40.655866344358955,-73.90997761994923,"{'latitude': '40.655866344358955', 'longitude': '-73.90997761994923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3036330001,,,,,
