unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,due_date,road_ramp
58970892,2023-09-30T07:45:32.000,2023-09-30T14:02:02.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10452,135 MARCY PLACE,MARCY PLACE,WALTON AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T14:02:06.000,04 BRONX,2028410082,BRONX,1007513,244582,MOBILE,Unspecified,BRONX,40.837965731380805,-73.9159291114916,"{'latitude': '40.837965731380805', 'longitude': '-73.9159291114916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WALTON AVENUE,GRAND CONCOURSE,MARCY PLACE,,,,,,,
58974371,2023-09-30T07:45:00.000,2023-09-30T09:15:00.000,DOT,Department of Transportation,Street Light Condition,Lamppost Knocked Down,10471,H HUDSON PKWY,H HUDSON PKWY,MOSHOLU PKWY,254 ST W,INTERSECTION,BRONX,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-30T09:15:00.000,08 BRONX,,BRONX,1012715,267291,UNKNOWN,Unspecified,BRONX,40.90027972528665,-73.89703298705624,"{'latitude': '40.90027972528665', 'longitude': '-73.89703298705624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,BROADWAY,H HUDSON PARKWAY,,,,,,,,
58985611,2023-09-30T07:44:46.000,2023-10-01T02:50:00.000,DOT,Department of Transportation,Street Condition,Pothole,11375,YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD,POLICE OFFICER FRANK G MACRI WAY,DARTMOUTH STREET,BLOCKFACE,QUEENS,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-10-01T02:50:00.000,06 QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,N/A,,,,,,
59449678,2023-09-30T07:44:43.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11413,147-40 228 STREET,228 STREET,147 AVENUE,148 AVENUE,ADDRESS,SPRINGFIELD GARDENS,Closed,,2023-10-02T00:00:00.000,13 QUEENS,4137070024,QUEENS,1052419,178986,ONLINE,Unspecified,QUEENS,40.65768952251956,-73.75430737820022,"{'latitude': '40.65768952251956', 'longitude': '-73.75430737820022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,147 AVENUE,148 AVENUE,228 STREET,,,,,,,
58969795,2023-09-30T07:44:40.000,2023-09-30T07:53:50.000,NYPD,New York City Police Department,Graffiti,Police Report Not Requested,10312,867 HUGUENOT AVENUE,HUGUENOT AVENUE,WEST TERRACE,STATEN ISLAND RAILWAY LINE,ADDRESS,STATEN ISLAND,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-30T07:53:52.000,03 STATEN ISLAND,5063320056,STATEN ISLAND,930757,133592,ONLINE,Unspecified,STATEN ISLAND,40.53319328336373,-74.19243860392294,"{'latitude': '40.53319328336373', 'longitude': '-74.19243860392294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WEST TERRACE,STATEN ISLAND RAILWAY LINE,HUGUENOT AVENUE,,,,,,,
59439194,2023-09-30T07:44:19.000,2023-10-23T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10037,66 EAST  131 STREET,EAST  131 STREET,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,Closed,,2023-10-23T00:00:00.000,11 MANHATTAN,1017550043,MANHATTAN,1001629,234112,ONLINE,Unspecified,MANHATTAN,40.80924209757873,-73.9372205936573,"{'latitude': '40.80924209757873', 'longitude': '-73.9372205936573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,MADISON AVENUE,PARK AVENUE,EAST  131 STREET,,,,,,,
58970740,2023-09-30T07:44:00.000,2023-11-01T13:45:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10460,1932 BRYANT AVENUE,BRYANT AVENUE,BOSTON RD,E TREMONT AVE,ADDRESS,BRONX,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-01T13:45:00.000,06 BRONX,2030057501,BRONX,1016835,245328,ONLINE,Unspecified,BRONX,40.83998380642961,-73.88223645239954,"{'latitude': '40.83998380642961', 'longitude': '-73.88223645239954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,,,,,,
58970402,2023-09-30T07:43:58.000,2023-10-03T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,11101,40-03 29 STREET,29 STREET,,,ADDRESS,LONG ISLAND CITY,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T00:00:00.000,01 QUEENS,4004020025,QUEENS,1002062,213316,UNKNOWN,Unspecified,QUEENS,40.752161739826825,-73.93571157067903,"{'latitude': '40.752161739826825', 'longitude': '-73.93571157067903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59448573,2023-09-30T07:43:31.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,11225,236 MONTGOMERY STREET,MONTGOMERY STREET,BEDFORD AVENUE,STODDARD PLACE,ADDRESS,BROOKLYN,Closed,,2023-10-12T00:00:00.000,09 BROOKLYN,3013040018,BROOKLYN,996257,181813,PHONE,Unspecified,BROOKLYN,40.66570327319985,-73.95671959418155,"{'latitude': '40.66570327319985', 'longitude': '-73.95671959418155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,BEDFORD AVENUE,STODDARD PLACE,MONTGOMERY STREET,,,,,,,
59448482,2023-09-30T07:43:28.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,11225,236 MONTGOMERY STREET,MONTGOMERY STREET,BEDFORD AVENUE,STODDARD PLACE,ADDRESS,BROOKLYN,Closed,,2023-10-12T00:00:00.000,09 BROOKLYN,3013040018,BROOKLYN,996257,181813,PHONE,Unspecified,BROOKLYN,40.66570327319985,-73.95671959418155,"{'latitude': '40.66570327319985', 'longitude': '-73.95671959418155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,BEDFORD AVENUE,STODDARD PLACE,MONTGOMERY STREET,,,,,,,
58977810,2023-09-30T07:43:00.000,2023-10-02T11:35:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,10314,24 HODGES PLACE,HODGES PLACE,DONGAN AVENUE,VICTORY BOULEVARD,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-10-02T11:35:00.000,01 STATEN ISLAND,5003480046,STATEN ISLAND,951052,163077,PHONE,Unspecified,STATEN ISLAND,40.61422291480422,-74.11957318468566,"{'latitude': '40.61422291480422', 'longitude': '-74.11957318468566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,,,,,,,,,,
58986750,2023-09-30T07:42:58.000,2023-10-01T02:10:00.000,DOT,Department of Transportation,Street Condition,Pothole,11375,,,,,INTERSECTION,QUEENS,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-10-01T02:10:00.000,06 QUEENS,,QUEENS,1025094,204020,UNKNOWN,Unspecified,QUEENS,40.726570171449424,-73.852639274396,"{'latitude': '40.726570171449424', 'longitude': '-73.852639274396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,QUEENS BOULEVARD,67 ROAD,,N/A,,,,,,
58976889,2023-09-30T07:42:58.000,2023-09-30T08:47:14.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11418,120-15 ATLANTIC AVENUE,ATLANTIC AVENUE,120 STREET,121 STREET,ADDRESS,RICHMOND HILL,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T08:47:18.000,09 QUEENS,4093520028,QUEENS,1032302,192307,MOBILE,Unspecified,QUEENS,40.69438461170616,-73.82671725043534,"{'latitude': '40.69438461170616', 'longitude': '-73.82671725043534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,120 STREET,121 STREET,ATLANTIC AVENUE,,,,,,,
58977660,2023-09-30T07:42:05.000,2023-09-30T11:06:05.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,10465,834 VINCENT AVENUE,VINCENT AVENUE,PHILIP AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T11:06:09.000,10 BRONX,2054730051,BRONX,1034432,242174,ONLINE,Unspecified,BRONX,40.83124454271062,-73.81866390762977,"{'latitude': '40.83124454271062', 'longitude': '-73.81866390762977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,PHILIP AVENUE,LAFAYETTE AVENUE,VINCENT AVENUE,,,,,,,
58969196,2023-09-30T07:42:01.000,2023-10-27T08:28:23.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,11201,100 REMSEN STREET,REMSEN STREET,HENRY STREET,CLINTON STREET,ADDRESS,BROOKLYN,Closed,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-10-27T08:28:30.000,02 BROOKLYN,3002540062,BROOKLYN,985819,192132,UNKNOWN,Unspecified,BROOKLYN,40.6940345906204,-73.99434198306774,"{'latitude': '40.6940345906204', 'longitude': '-73.99434198306774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,HENRY STREET,CLINTON STREET,REMSEN STREET,,,,,,,
58986751,2023-09-30T07:41:59.000,2023-10-01T01:20:00.000,DOT,Department of Transportation,Street Condition,Pothole,11101,,,,,INTERSECTION,QUEENS,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-10-01T01:20:00.000,02 QUEENS,,QUEENS,999028,212345,UNKNOWN,Unspecified,QUEENS,40.74950218180409,-73.94666424583302,"{'latitude': '40.74950218180409', 'longitude': '-73.94666424583302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,21 STREET,44 AVENUE,,N/A,,,,,,
58972849,2023-09-30T07:41:04.000,2023-09-30T07:41:04.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11237,242 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,STARR STREET,WILLOUGHBY AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-30T07:41:04.000,04 BROOKLYN,3031970028,BROOKLYN,1004967,195313,MOBILE,Unspecified,BROOKLYN,40.702741581781304,-73.9252820519864,"{'latitude': '40.702741581781304', 'longitude': '-73.9252820519864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Commercial Building,STARR STREET,WILLOUGHBY AVENUE,KNICKERBOCKER AVENUE,,,,,,,
58976661,2023-09-30T07:40:44.000,2023-10-03T09:48:55.000,DSNY,Department of Sanitation,Dirty Condition,Trash,10312,1520 DRUMGOOLE ROAD WEST,DRUMGOOLE ROAD WEST,HUGUENOT AVENUE,CARLTON COURT,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-03T09:48:57.000,03 STATEN ISLAND,5068280040,STATEN ISLAND,930151,134472,ONLINE,Unspecified,STATEN ISLAND,40.535605038184244,-74.1946256876309,"{'latitude': '40.535605038184244', 'longitude': '-74.1946256876309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,HUGUENOT AVENUE,CARLTON COURT,DRUMGOOLE ROAD WEST,,,,,,,
58976540,2023-09-30T07:40:02.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,10463,HENRY HUDSON PARK,HENRY HUDSON PARK,PALISADE AVENUE,KAPPOCK STREET,UNRECOGNIZED,BRONX,In Progress,,,08 BRONX,2057440002,BRONX,1006122,260222,MOBILE,Henry Hudson Park,BRONX,40.8808963690593,-73.92090505159288,"{'latitude': '40.8808963690593', 'longitude': '-73.92090505159288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,PALISADE AVENUE,KAPPOCK STREET,PAULS PARK,,,,,,,
58975666,2023-09-30T07:38:59.000,2023-09-30T09:03:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11204,1773 73 STREET,73 STREET,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T09:03:17.000,11 BROOKLYN,3061930053,BROOKLYN,985476,163355,MOBILE,Unspecified,BROOKLYN,40.6150480746143,-73.99558411678143,"{'latitude': '40.6150480746143', 'longitude': '-73.99558411678143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,17 AVENUE,18 AVENUE,73 STREET,,,,,,,
58970456,2023-09-30T07:38:29.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11237,83 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,GRATTAN STREET,THAMES STREET,ADDRESS,BROOKLYN,In Progress,,,01 BROOKLYN,,BROOKLYN,1003620,196395,MOBILE,Unspecified,BROOKLYN,40.70571446746744,-73.93013702877963,"{'latitude': '40.70571446746744', 'longitude': '-73.93013702877963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Commercial Building,GRATTAN STREET,THAMES STREET,KNICKERBOCKER AVENUE,,,,,,,
58968462,2023-09-30T07:37:22.000,2023-09-30T08:13:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11419,95-32 111 STREET,111 STREET,95 AVENUE,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T08:12:14.000,09 QUEENS,4094120018,QUEENS,1030326,190765,ONLINE,Unspecified,QUEENS,40.69016269384224,-73.83385353358976,"{'latitude': '40.69016269384224', 'longitude': '-73.83385353358976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,95 AVENUE,101 AVENUE,111 STREET,,,,,,,
58970418,2023-09-30T07:37:07.000,2023-09-30T12:07:06.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11379,61-35 69 LANE,69 LANE,ELIOT AVENUE,62 AVENUE,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T12:07:10.000,05 QUEENS,4029260068,QUEENS,1015232,201536,ONLINE,Unspecified,QUEENS,40.719792237327084,-73.88823169177131,"{'latitude': '40.719792237327084', 'longitude': '-73.88823169177131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ELIOT AVENUE,62 AVENUE,69 LANE,,,,,,,
58976978,2023-09-30T07:36:52.000,2023-09-30T08:46:54.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11434,150-60 116 ROAD,116 ROAD,SUTPHIN BOULEVARD,155 STREET,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T08:45:49.000,12 QUEENS,4122020031,QUEENS,1041947,187836,MOBILE,Unspecified,QUEENS,40.68205515324834,-73.79197433659326,"{'latitude': '40.68205515324834', 'longitude': '-73.79197433659326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,SUTPHIN BOULEVARD,155 STREET,116 ROAD,,,,,,,
58968929,2023-09-30T07:36:45.000,2023-10-01T20:02:04.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,10467,3764 BRONX BOULEVARD,BRONX BOULEVARD,,,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,12 BRONX,2046490031,BRONX,1021249,261364,ONLINE,Unspecified,BRONX,40.883980346342426,-73.86619557019465,"{'latitude': '40.883980346342426', 'longitude': '-73.86619557019465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58974640,2023-09-30T07:36:41.000,2023-09-30T08:07:10.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,10003,35 FIFTH AVENUE,FIFTH AVENUE,EAST   10 STREET,EAST   11 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T08:07:18.000,02 MANHATTAN,1005680001,MANHATTAN,985521,206518,MOBILE,Unspecified,MANHATTAN,40.73352077507073,-73.99541389357502,"{'latitude': '40.73352077507073', 'longitude': '-73.99541389357502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,EAST   10 STREET,EAST   11 STREET,5 AVENUE,,,,,,,
58972695,2023-09-30T07:36:39.000,2023-10-21T18:12:01.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,11230,1558 EAST   19 STREET,EAST   19 STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-21T00:00:00.000,14 BROOKLYN,3067650028,BROOKLYN,996729,162290,ONLINE,Unspecified,BROOKLYN,40.61211616686902,-73.95505433209236,"{'latitude': '40.61211616686902', 'longitude': '-73.95505433209236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58977558,2023-09-30T07:36:29.000,2023-10-02T18:35:13.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,11230,1198 OCEAN AVENUE,OCEAN AVENUE,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,14 BROOKLYN,3052400001,BROOKLYN,995950,170032,ONLINE,Unspecified,BROOKLYN,40.6333673994245,-73.9578466408213,"{'latitude': '40.6333673994245', 'longitude': '-73.9578466408213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
59453835,2023-09-30T07:36:27.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,10467,3764 BRONX BOULEVARD,BRONX BOULEVARD,EAST  216 STREET,CARPENTER AVENUE,ADDRESS,BRONX,Closed,,2023-10-01T00:00:00.000,12 BRONX,2046490031,BRONX,1021249,261364,ONLINE,Unspecified,BRONX,40.883980346342426,-73.86619557019465,"{'latitude': '40.883980346342426', 'longitude': '-73.86619557019465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,EAST  216 STREET,CARPENTER AVENUE,BRONX BOULEVARD,,,,,,,
58974534,2023-09-30T07:36:26.000,2023-09-30T08:50:40.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11220,376 60 STREET,60 STREET,GOWANUS EXPWY EB EN    3 AVE,4 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T08:50:43.000,07 BROOKLYN,3057810034,BROOKLYN,978968,172881,MOBILE,Unspecified,BROOKLYN,40.64119344885226,-74.01903249147189,"{'latitude': '40.64119344885226', 'longitude': '-74.01903249147189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,GOWANUS EXPWY EB EN    3 AVE,4 AVENUE,60 STREET,,,,,,,
58972353,2023-09-30T07:36:25.000,2023-09-30T08:12:29.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10011,111 WEST   16 STREET,WEST   16 STREET,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T08:12:34.000,04 MANHATTAN,1007920028,MANHATTAN,985220,208499,ONLINE,Unspecified,MANHATTAN,40.73895816892903,-73.99649969609351,"{'latitude': '40.73895816892903', 'longitude': '-73.99649969609351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,AVENUE OF THE AMERICAS,7 AVENUE,WEST   16 STREET,,,,,,,
59448899,2023-09-30T07:36:17.000,2023-10-21T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Water Supply,11230,1558 EAST   19 STREET,EAST   19 STREET,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,Closed,,2023-10-21T00:00:00.000,14 BROOKLYN,3067650028,BROOKLYN,996729,162290,ONLINE,Unspecified,BROOKLYN,40.61211616686902,-73.95505433209236,"{'latitude': '40.61211616686902', 'longitude': '-73.95505433209236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Building-Wide,AVENUE O,AVENUE P,EAST   19 STREET,,,,,,,
58969399,2023-09-30T07:36:04.000,2023-10-02T15:39:55.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11377,40-51 72 STREET,72 STREET,ROOSEVELT AVENUE,41 AVENUE,ADDRESS,WOODSIDE,Closed,The Department of Sanitation cleaned the location.,2023-09-30T11:41:19.000,04 QUEENS,4013040001,QUEENS,1013787,211007,ONLINE,Unspecified,QUEENS,40.745792728710896,-73.89340298105401,"{'latitude': '40.745792728710896', 'longitude': '-73.89340298105401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,ROOSEVELT AVENUE,41 AVENUE,72 STREET,,,,,,,
58971896,2023-09-30T07:36:03.000,2023-09-30T11:05:35.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,10465,3220 MIDDLETOWN ROAD,MIDDLETOWN ROAD,DWIGHT PLACE,ROBERTSON PLACE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T11:05:39.000,10 BRONX,2054110331,BRONX,1033095,247878,ONLINE,Unspecified,BRONX,40.8469078280962,-73.8234536937747,"{'latitude': '40.8469078280962', 'longitude': '-73.8234536937747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,DWIGHT PLACE,ROBERTSON PLACE,MIDDLETOWN ROAD,,,,,,,
58972254,2023-09-30T07:36:00.000,2023-10-11T08:23:00.000,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Door Open,11230,,,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-11T08:23:00.000,12 BROOKLYN,,BROOKLYN,990968,166469,UNKNOWN,Unspecified,BROOKLYN,40.62359289466275,-73.97579959076177,"{'latitude': '40.62359289466275', 'longitude': '-73.97579959076177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,MC DONALD AVENUE,AVENUE J,,,,,,,,
58973399,2023-09-30T07:35:34.000,2023-09-30T08:59:16.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,10310,1335 CASTLETON AVENUE,CASTLETON AVENUE,CLOVE ROAD,RECTOR STREET,ADDRESS,STATEN ISLAND,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T08:59:20.000,01 STATEN ISLAND,5002050089,STATEN ISLAND,948856,170195,MOBILE,Unspecified,STATEN ISLAND,40.633751814179334,-74.12752009046861,"{'latitude': '40.633751814179334', 'longitude': '-74.12752009046861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CLOVE ROAD,RECTOR STREET,CASTLETON AVENUE,,,,,,,
58973320,2023-09-30T07:35:33.000,2023-09-30T09:07:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11229,2662 GRAVESEND NECK ROAD,GRAVESEND NECK ROAD,EAST   26 STREET,EAST   27 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T09:07:17.000,15 BROOKLYN,,BROOKLYN,999594,157521,ONLINE,Unspecified,BROOKLYN,40.599021739946764,-73.94474628620559,"{'latitude': '40.599021739946764', 'longitude': '-73.94474628620559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST   26 STREET,EAST   27 STREET,GRAVESEND NECK ROAD,,,,,,,
58971011,2023-09-30T07:35:00.000,2023-10-06T07:57:00.000,DOT,Department of Transportation,Street Light Condition,Lamppost Base Door/Cover Open,11230,,,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-06T07:57:00.000,12 BROOKLYN,,BROOKLYN,991552,166554,UNKNOWN,Unspecified,BROOKLYN,40.62382573977128,-73.97369574201528,"{'latitude': '40.62382573977128', 'longitude': '-73.97369574201528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,AVENUE J,EAST 3 STREET,,,,,,,,
59435793,2023-09-30T07:34:33.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Damp Spot,11230,1198 OCEAN AVENUE,OCEAN AVENUE,FARRAGUT ROAD,GLENWOOD ROAD,ADDRESS,BROOKLYN,Closed,,2023-10-02T00:00:00.000,14 BROOKLYN,3052400001,BROOKLYN,995950,170032,ONLINE,Unspecified,BROOKLYN,40.6333673994245,-73.9578466408213,"{'latitude': '40.6333673994245', 'longitude': '-73.9578466408213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,FARRAGUT ROAD,GLENWOOD ROAD,OCEAN AVENUE,,,,,,,
58976966,2023-09-30T07:34:26.000,2023-09-30T08:17:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11218,711 EAST    3 STREET,EAST    3 STREET,DITMAS AVENUE,AVENUE F,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T08:17:45.000,12 BROOKLYN,3053970069,BROOKLYN,990987,170480,PHONE,Unspecified,BROOKLYN,40.6346022292805,-73.9757271428787,"{'latitude': '40.6346022292805', 'longitude': '-73.9757271428787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,DITMAS AVENUE,AVENUE F,EAST    3 STREET,,,,,,,
