unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58938746,2023-09-27T12:24:21.000,2023-10-10T19:26:53.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10472,1535 WESTCHESTER AVENUE,WESTCHESTER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,09 BRONX,BRONX,1017891,241201,PHONE,Unspecified,BRONX,40.828652433270506,-73.87844072706842,"{'latitude': '40.828652433270506', 'longitude': '-73.87844072706842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2037730003,,,,,,,
58940135,2023-09-27T12:24:20.000,2023-10-10T19:26:52.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10472,1535 WESTCHESTER AVENUE,WESTCHESTER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,09 BRONX,BRONX,1017891,241201,PHONE,Unspecified,BRONX,40.828652433270506,-73.87844072706842,"{'latitude': '40.828652433270506', 'longitude': '-73.87844072706842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2037730003,,,,,,,
58937590,2023-09-27T12:24:20.000,2023-10-10T19:26:52.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10472,1535 WESTCHESTER AVENUE,WESTCHESTER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,09 BRONX,BRONX,1017891,241201,PHONE,Unspecified,BRONX,40.828652433270506,-73.87844072706842,"{'latitude': '40.828652433270506', 'longitude': '-73.87844072706842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2037730003,,,,,,,
58940189,2023-09-27T12:24:20.000,2023-10-10T19:26:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10472,1535 WESTCHESTER AVENUE,WESTCHESTER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,09 BRONX,BRONX,1017891,241201,PHONE,Unspecified,BRONX,40.828652433270506,-73.87844072706842,"{'latitude': '40.828652433270506', 'longitude': '-73.87844072706842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2037730003,,,,,,,
58945187,2023-09-27T12:24:20.000,2023-10-10T19:26:52.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10472,1535 WESTCHESTER AVENUE,WESTCHESTER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,09 BRONX,BRONX,1017891,241201,PHONE,Unspecified,BRONX,40.828652433270506,-73.87844072706842,"{'latitude': '40.828652433270506', 'longitude': '-73.87844072706842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2037730003,,,,,,,
58945275,2023-09-27T12:24:20.000,2023-10-10T19:26:50.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10472,1535 WESTCHESTER AVENUE,WESTCHESTER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,09 BRONX,BRONX,1017891,241201,PHONE,Unspecified,BRONX,40.828652433270506,-73.87844072706842,"{'latitude': '40.828652433270506', 'longitude': '-73.87844072706842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2037730003,,,,,,,
58942246,2023-09-27T12:24:10.000,2023-09-27T12:46:08.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10034,ISHAM STREET,ISHAM STREET,ISHAM STREET,PARK TERRACE WEST,ISHAM STREET,PARK TERRACE WEST,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T12:46:12.000,12 MANHATTAN,MANHATTAN,1006288,255888,PHONE,Unspecified,MANHATTAN,40.86900046610155,-73.92031900844592,"{'latitude': '40.86900046610155', 'longitude': '-73.92031900844592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943899,2023-09-27T12:24:07.000,2023-09-29T16:11:24.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10451,425 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,01 BRONX,BRONX,1004191,236992,MOBILE,Unspecified,BRONX,40.81714148057953,-73.92795714519056,"{'latitude': '40.81714148057953', 'longitude': '-73.92795714519056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023467501,,,,,,,
58942195,2023-09-27T12:23:59.000,2023-09-27T12:33:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11105,21-23 27 STREET,27 STREET,21 AVENUE,DITMARS BOULEVARD,21 AVENUE,DITMARS BOULEVARD,ADDRESS,ASTORIA,27 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T12:33:45.000,01 QUEENS,QUEENS,1008729,223094,ONLINE,Unspecified,QUEENS,40.778983864434615,-73.91161293003498,"{'latitude': '40.778983864434615', 'longitude': '-73.91161293003498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4008570024,,,,,,,
58937794,2023-09-27T12:23:58.000,2023-09-27T12:23:58.000,DOHMH,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,Public/Unfenced Area,10038,72 NASSAU STREET,NASSAU STREET,JOHN STREET,FULTON STREET,JOHN STREET,FULTON STREET,ADDRESS,NEW YORK,NASSAU STREET,Closed,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",2023-09-28T09:11:56.000,01 MANHATTAN,MANHATTAN,981946,197814,PHONE,Unspecified,MANHATTAN,40.7096301882787,-74.00831046589893,"{'latitude': '40.7096301882787', 'longitude': '-74.00831046589893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1000787505,,,,,,,
58938086,2023-09-27T12:23:56.000,2023-09-27T14:01:40.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10001,438 8 AVENUE,8 AVENUE,WEST   31 STREET,WEST   33 STREET,WEST   31 STREET,WEST   33 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,N/A,2023-09-27T14:01:43.000,05 MANHATTAN,MANHATTAN,985790,212825,ONLINE,Unspecified,MANHATTAN,40.75083187511251,-73.99444182596503,"{'latitude': '40.75083187511251', 'longitude': '-73.99444182596503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1007810001,,,,,,,
58939747,2023-09-27T12:23:55.000,2023-10-17T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11211,210 DEVOE STREET,DEVOE STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The cleaning crew was dispatched, but the owner refused to have the graffiti removed.",2023-10-18T06:53:52.000,01 BROOKLYN,BROOKLYN,1000203,199395,UNKNOWN,Unspecified,BROOKLYN,40.71395557447342,-73.94245422083621,"{'latitude': '40.71395557447342', 'longitude': '-73.94245422083621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3027720007,N/A,,2023-10-27T12:23:55.000,,,,
58939402,2023-09-27T12:23:50.000,2023-09-27T14:01:30.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10038,222 BROADWAY,BROADWAY,FULTON STREET,ANN STREET,FULTON STREET,ANN STREET,ADDRESS,NEW YORK,BROADWAY,Closed,N/A,2023-09-27T14:01:36.000,01 MANHATTAN,MANHATTAN,981849,198427,ONLINE,Unspecified,MANHATTAN,40.711312701951,-74.00866056088664,"{'latitude': '40.711312701951', 'longitude': '-74.00866056088664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1000890012,,,,,,,
58938040,2023-09-27T12:23:43.000,2023-09-27T20:38:39.000,DSNY,Department of Sanitation,Obstruction,Merchandise,Sidewalk,10011,363 WEST   23 STREET,WEST   23 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   23 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-27T20:38:42.000,04 MANHATTAN,MANHATTAN,984204,211069,ONLINE,Unspecified,MANHATTAN,40.74601223108109,-74.00016601136937,"{'latitude': '40.74601223108109', 'longitude': '-74.00016601136937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1007470001,,,,,,,
58938092,2023-09-27T12:23:29.000,2023-09-27T14:01:36.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11375,100-05 QUEENS BOULEVARD,QUEENS BOULEVARD,67 AVENUE,67 ROAD,67 AVENUE,67 ROAD,ADDRESS,FOREST HILLS,QUEENS BOULEVARD,Closed,N/A,2023-09-27T14:01:41.000,06 QUEENS,QUEENS,1024843,204142,ONLINE,Unspecified,QUEENS,40.72690618668813,-73.85354411758362,"{'latitude': '40.72690618668813', 'longitude': '-73.85354411758362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4021190011,,,,,,,
58951913,2023-09-27T12:23:11.000,2023-09-28T13:20:49.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10026,56 WEST  117 STREET,WEST  117 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  117 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-28T13:20:52.000,10 MANHATTAN,MANHATTAN,998619,231556,MOBILE,Unspecified,MANHATTAN,40.8022319913741,-73.9480993000287,"{'latitude': '40.8022319913741', 'longitude': '-73.9480993000287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1016007501,,,,,,,
58938475,2023-09-27T12:23:05.000,2023-09-27T12:43:36.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,137-28 KALMIA AVENUE,KALMIA AVENUE,COLDEN STREET,KISSENA BOULEVARD,COLDEN STREET,KISSENA BOULEVARD,ADDRESS,FLUSHING,KALMIA AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T12:43:18.000,07 QUEENS,QUEENS,1034081,212057,PHONE,Unspecified,QUEENS,40.74858363922482,-73.8201557028519,"{'latitude': '40.74858363922482', 'longitude': '-73.8201557028519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4051500014,,,,,,,
58941212,2023-09-27T12:22:51.000,2023-09-27T13:34:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,1048 MANHATTAN AVENUE,MANHATTAN AVENUE,FREEMAN STREET,EAGLE STREET,FREEMAN STREET,EAGLE STREET,ADDRESS,BROOKLYN,MANHATTAN AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T13:34:31.000,01 BROOKLYN,BROOKLYN,996727,206931,ONLINE,Unspecified,BROOKLYN,40.73464564918912,-73.95497889980928,"{'latitude': '40.73464564918912', 'longitude': '-73.95497889980928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3025050002,,,,,,,
58936883,2023-09-27T12:22:45.000,2023-09-28T13:02:40.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11356,20-11 121 STREET,121 STREET,20 AVENUE,22 AVENUE,20 AVENUE,22 AVENUE,ADDRESS,COLLEGE POINT,121 STREET,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-28T13:02:44.000,07 QUEENS,QUEENS,1026660,224014,ONLINE,Unspecified,QUEENS,40.78144116960584,-73.8468632196219,"{'latitude': '40.78144116960584', 'longitude': '-73.8468632196219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4041640015,,,,,,,
58940287,2023-09-27T12:22:41.000,2023-09-27T12:22:41.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10469,3467 EASTCHESTER ROAD,EASTCHESTER ROAD,,,,,ADDRESS,BRONX,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-27T00:00:00.000,12 BRONX,BRONX,1026576,259220,UNKNOWN,Unspecified,BRONX,40.878071801102074,-73.8469444123555,"{'latitude': '40.878071801102074', 'longitude': '-73.8469444123555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2047220012,,,,,,,
58937169,2023-09-27T12:22:40.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11211,207 DEVOE STREET,DEVOE STREET,,,,,ADDRESS,BROOKLYN,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:49:19.000,01 BROOKLYN,BROOKLYN,1000372,199414,UNKNOWN,Unspecified,BROOKLYN,40.7140074185836,-73.94184455746759,"{'latitude': '40.7140074185836', 'longitude': '-73.94184455746759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3027660020,N/A,,2023-11-14T07:49:19.000,,,,
58941893,2023-09-27T12:22:31.000,2023-09-28T04:58:10.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11419,95-25 129 STREET,129 STREET,95 AVENUE,97 AVENUE,95 AVENUE,97 AVENUE,ADDRESS,SOUTH RICHMOND HILL,129 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T04:58:13.000,09 QUEENS,QUEENS,1034354,192311,ONLINE,Unspecified,QUEENS,40.69438421125891,-73.8193174201701,"{'latitude': '40.69438421125891', 'longitude': '-73.8193174201701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4094710037,,,,,,,
58939330,2023-09-27T12:22:31.000,2023-09-29T03:09:28.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,10457,615 OAK TREE PLACE,OAK TREE PLACE,ARTHUR AVENUE,HUGHES AVENUE,ARTHUR AVENUE,HUGHES AVENUE,ADDRESS,BRONX,OAK TREE PLACE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T07:39:30.000,06 BRONX,BRONX,1014707,249352,ONLINE,Unspecified,BRONX,40.85103609142208,-73.88990884734127,"{'latitude': '40.85103609142208', 'longitude': '-73.88990884734127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2030700324,,,,,,,
58944132,2023-09-27T12:22:26.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11220,452 47 STREET,47 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,47 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-28T15:42:40.000,07 BROOKLYN,BROOKLYN,981578,175149,ONLINE,Unspecified,BROOKLYN,40.64741979234796,-74.00962884563783,"{'latitude': '40.64741979234796', 'longitude': '-74.00962884563783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3007650026,,,,,,,
58944413,2023-09-27T12:22:26.000,2023-10-07T13:48:22.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11236,10022 AVENUE L,AVENUE L,EAST  100 STREET,EAST  101 STREET,EAST  100 STREET,EAST  101 STREET,ADDRESS,BROOKLYN,AVENUE L,Closed,The Department of Sanitation removed the items.,2023-09-29T05:59:37.000,18 BROOKLYN,BROOKLYN,1014048,172604,PHONE,Unspecified,BROOKLYN,40.640384593206754,-73.89263092695377,"{'latitude': '40.640384593206754', 'longitude': '-73.89263092695377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3082650046,,,,,,,
58941515,2023-09-27T12:22:25.000,2023-09-27T12:30:27.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T12:30:30.000,08 QUEENS,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068290001,,,,,,,
58943568,2023-09-27T12:22:20.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal. Commercial Use In Resident Zone,,10306,40 GARIBALDI AVENUE,GARIBALDI AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-28T00:00:00.000,02 STATEN ISLAND,STATEN ISLAND,956070,144106,UNKNOWN,Unspecified,STATEN ISLAND,40.562168721626044,-74.10142016229003,"{'latitude': '40.562168721626044', 'longitude': '-74.10142016229003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5040870055,,,,,,,
58937148,2023-09-27T12:22:20.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11212,939 SARATOGA AVENUE,SARATOGA AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T00:00:00.000,16 BROOKLYN,BROOKLYN,1007979,178897,UNKNOWN,Unspecified,BROOKLYN,40.65767584430259,-73.91447678109614,"{'latitude': '40.65767584430259', 'longitude': '-73.91447678109614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3036080014,,,,,,,
58943580,2023-09-27T12:22:20.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Excessive,,11229,2372 EAST   23 STREET,EAST   23 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-28T00:00:00.000,15 BROOKLYN,BROOKLYN,998856,155611,UNKNOWN,Unspecified,BROOKLYN,40.59378042306682,-73.94740795148805,"{'latitude': '40.59378042306682', 'longitude': '-73.94740795148805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3074050226,,,,,,,
58937761,2023-09-27T12:22:18.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,195 NEPTUNE AVENUE,NEPTUNE AVENUE,CONEY ISLAND AVENUE,BRIGHTON    8 STREET,CONEY ISLAND AVENUE,BRIGHTON    8 STREET,ADDRESS,BROOKLYN,NEPTUNE AVENUE,In Progress,,,13 BROOKLYN,BROOKLYN,995201,151256,MOBILE,Unspecified,BROOKLYN,40.581832087305806,-73.96057562155401,"{'latitude': '40.581832087305806', 'longitude': '-73.96057562155401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3072640017,,,,,,,
58945326,2023-09-27T12:22:17.000,2023-09-27T12:31:19.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T12:31:25.000,08 QUEENS,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068290001,,,,,,,
58945428,2023-09-27T12:22:05.000,2023-10-24T12:45:45.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11206,123 UNION AVENUE,UNION AVENUE,MIDDLETON STREET,LYNCH STREET,MIDDLETON STREET,LYNCH STREET,ADDRESS,BROOKLYN,UNION AVENUE,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-10-24T12:45:49.000,01 BROOKLYN,BROOKLYN,998051,195792,ONLINE,Unspecified,BROOKLYN,40.70406981317954,-73.95022431449256,"{'latitude': '40.70406981317954', 'longitude': '-73.95022431449256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3022387501,,,,,,,
58942363,2023-09-27T12:21:48.000,2023-09-27T13:28:56.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10304,66 GARRETSON AVENUE,GARRETSON AVENUE,PLATTSBURG STREET,JEFFERSON STREET,PLATTSBURG STREET,JEFFERSON STREET,ADDRESS,STATEN ISLAND,GARRETSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T13:29:01.000,02 STATEN ISLAND,STATEN ISLAND,956783,154537,MOBILE,Unspecified,STATEN ISLAND,40.59080198526269,-74.09889645259071,"{'latitude': '40.59080198526269', 'longitude': '-74.09889645259071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938340,2023-09-27T12:21:43.000,2023-09-27T15:52:08.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11235,AVENUE X,AVENUE X,AVENUE X,CONEY ISLAND AVENUE,AVENUE X,CONEY ISLAND AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T15:52:12.000,15 BROOKLYN,BROOKLYN,995170,154814,PHONE,Unspecified,BROOKLYN,40.59159812606125,-73.9606814743252,"{'latitude': '40.59159812606125', 'longitude': '-73.9606814743252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942174,2023-09-27T12:21:35.000,2023-09-27T12:27:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,4923 8 AVENUE,8 AVENUE,49 STREET,50 STREET,49 STREET,50 STREET,ADDRESS,BROOKLYN,8 AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-27T12:27:49.000,12 BROOKLYN,BROOKLYN,983335,172991,PHONE,Unspecified,BROOKLYN,40.641496903004345,-74.00329701036749,"{'latitude': '40.641496903004345', 'longitude': '-74.00329701036749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3056370001,,,,,,,
58945704,2023-09-27T12:21:20.000,2023-09-28T06:38:28.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11207,12 SCHAEFER STREET,SCHAEFER STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,SCHAEFER STREET,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-28T06:38:32.000,04 BROOKLYN,BROOKLYN,1008489,188777,ONLINE,Unspecified,BROOKLYN,40.68479283717556,-73.9126031307342,"{'latitude': '40.68479283717556', 'longitude': '-73.9126031307342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3034260009,,,,,,,
58945277,2023-09-27T12:21:12.000,2023-10-06T11:04:06.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10014,315 WEST   14 STREET,WEST   14 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,04 MANHATTAN,MANHATTAN,983255,208956,ONLINE,Unspecified,MANHATTAN,40.74021251769407,-74.00359058552125,"{'latitude': '40.74021251769407', 'longitude': '-74.00359058552125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1007380026,,,,,,,
58941374,2023-09-27T12:21:08.000,2023-10-06T12:07:43.000,HPD,Department of Housing Preservation and Development,OUTSIDE BUILDING,ROOFING,RESIDENTIAL BUILDING,10027,2181 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,10 MANHATTAN,MANHATTAN,999084,234963,PHONE,Unspecified,MANHATTAN,40.811582495569425,-73.94641219632909,"{'latitude': '40.811582495569425', 'longitude': '-73.94641219632909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1019140001,,,,,,,
58942754,2023-09-27T12:21:08.000,2023-10-11T12:54:10.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10027,2181 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-11T00:00:00.000,10 MANHATTAN,MANHATTAN,999084,234963,PHONE,Unspecified,MANHATTAN,40.811582495569425,-73.94641219632909,"{'latitude': '40.811582495569425', 'longitude': '-73.94641219632909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1019140001,,,,,,,
