unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough,road_ramp,vehicle_type
58850356,2023-09-18T19:08:00.000,2023-09-18T19:45:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10301,62 CHESHIRE PLACE,CHESHIRE PLACE,ADDRESS,STATEN ISLAND,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-18T19:45:00.000,01 STATEN ISLAND,5002420026,STATEN ISLAND,955729,165200,PHONE,Unspecified,STATEN ISLAND,40.62006639468332,-74.10273646249725,"{'latitude': '40.62006639468332', 'longitude': '-74.10273646249725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",E CHESHIRE PL,MELROSE AVE,,,,,,,,,,,,
58848401,2023-09-18T19:07:50.000,2023-09-21T10:42:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11373,93-35 LAMONT AVENUE,LAMONT AVENUE,ADDRESS,ELMHURST,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,04 QUEENS,4015640034,QUEENS,1019636,211265,PHONE,Unspecified,QUEENS,40.74647940280815,-73.87229300887509,"{'latitude': '40.74647940280815', 'longitude': '-73.87229300887509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58852816,2023-09-18T19:07:39.000,2023-09-19T12:41:58.000,DSNY,Department of Sanitation,Obstruction,Cone,Sidewalk,11207,524 SNEDIKER AVENUE,SNEDIKER AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T12:42:02.000,05 BROOKLYN,3038330032,BROOKLYN,1012242,180456,PHONE,Unspecified,BROOKLYN,40.66194250305403,-73.89910576865783,"{'latitude': '40.66194250305403', 'longitude': '-73.89910576865783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIVERDALE AVENUE,NEWPORT STREET,RIVERDALE AVENUE,NEWPORT STREET,SNEDIKER AVENUE,,,,,,,,,
58850881,2023-09-18T19:07:28.000,2023-10-30T07:51:46.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11225,436 EASTERN PARKWAY,EASTERN PARKWAY,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-30T00:00:00.000,09 BROOKLYN,3012670021,BROOKLYN,996985,183396,ONLINE,Unspecified,BROOKLYN,40.670047237718656,-73.9540924570335,"{'latitude': '40.670047237718656', 'longitude': '-73.9540924570335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58849434,2023-09-18T19:07:14.000,2023-09-18T19:38:08.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10031,546 WEST  147 STREET,WEST  147 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T19:38:11.000,09 MANHATTAN,1020780061,MANHATTAN,998648,240607,ONLINE,Unspecified,MANHATTAN,40.82707440460368,-73.94797513613291,"{'latitude': '40.82707440460368', 'longitude': '-73.94797513613291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,WEST  147 STREET,,,,,,,,,
58846017,2023-09-18T19:07:14.000,2023-09-18T20:22:43.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10314,63 JAFFE STREET,JAFFE STREET,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T20:22:47.000,01 STATEN ISLAND,5014830028,STATEN ISLAND,943415,165214,PHONE,Unspecified,STATEN ISLAND,40.62005662340238,-74.1470931538767,"{'latitude': '40.62005662340238', 'longitude': '-74.1470931538767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WILLOWBROOK ROAD,LEVIT AVENUE,WILLOWBROOK ROAD,LEVIT AVENUE,JAFFE STREET,,,,,,,,,
58852248,2023-09-18T19:07:09.000,2023-09-19T12:45:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11422,MEMPHIS AVENUE,MEMPHIS AVENUE,BLOCKFACE,QUEENS,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-19T12:45:00.000,13 QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,145 AVENUE,147 AVENUE,,,,,N/A,,,,,,,
58853724,2023-09-18T19:07:05.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,11370,83-00 23 AVENUE,23 AVENUE,ADDRESS,EAST ELMHURST,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:24:34.000,03 QUEENS,,QUEENS,1015779,218610,ONLINE,Unspecified,QUEENS,40.76665413104535,-73.88617834356363,"{'latitude': '40.76665413104535', 'longitude': '-73.88617834356363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",83 STREET,PLANEVIEW PARK PATH,83 STREET,PLANEVIEW PARK PATH,23 AVENUE,"83-00 23 AVENUE, QUEENS (EAST ELMHURST), NY, 11370",,,,North/Westchester County Bound,E 155th St/W 153rd St (Exit 5) - Cross Bronx Expwy New Haven Trenton (Exit 7 N-S),,Roadway,
58852769,2023-09-18T19:06:58.000,2023-09-19T14:17:14.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,10019,333 WEST   56 STREET,WEST   56 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-19T14:17:19.000,04 MANHATTAN,1010477501,MANHATTAN,988562,218536,PHONE,Unspecified,MANHATTAN,40.76650619188321,-73.98443344994061,"{'latitude': '40.76650619188321', 'longitude': '-73.98443344994061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   56 STREET,,,,,,,,,
58850126,2023-09-18T19:06:57.000,2023-09-19T12:42:35.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10032,645 WEST  160 STREET,WEST  160 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation cleaned the location.,2023-09-19T12:42:39.000,12 MANHATTAN,1021360090,MANHATTAN,999363,244122,MOBILE,Unspecified,MANHATTAN,40.83672087313633,-73.9453836800344,"{'latitude': '40.83672087313633', 'longitude': '-73.9453836800344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,WEST  160 STREET,,,,,,,,,
58848130,2023-09-18T19:06:47.000,2023-09-18T20:27:11.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10463,49 WEST  225 STREET,WEST  225 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T20:27:15.000,08 BRONX,1022150116,BRONX,1009652,257603,ONLINE,Unspecified,BRONX,40.87369857353044,-73.90814957564673,"{'latitude': '40.87369857353044', 'longitude': '-73.90814957564673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EXTERIOR STREET,BROADWAY,EXTERIOR STREET,BROADWAY,WEST  225 STREET,,,,,,,,,
58846808,2023-09-18T19:06:39.000,2023-09-18T19:31:49.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11354,33-06 145 STREET,145 STREET,ADDRESS,FLUSHING,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T19:31:53.000,07 QUEENS,4049820021,QUEENS,1033265,219154,ONLINE,Unspecified,QUEENS,40.768067610866055,-73.82304896694572,"{'latitude': '40.768067610866055', 'longitude': '-73.82304896694572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33 AVENUE,34 AVENUE,33 AVENUE,34 AVENUE,145 STREET,,,,,,,,,
58848789,2023-09-18T19:06:32.000,2023-09-19T08:48:15.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,11435,148-23 84 AVENUE,84 AVENUE,ADDRESS,JAMAICA,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-19T08:48:18.000,08 QUEENS,4097420147,QUEENS,1036604,199234,UNKNOWN,Unspecified,QUEENS,40.71337315044892,-73.81114978285957,"{'latitude': '40.71337315044892', 'longitude': '-73.81114978285957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMEDLEY STREET,150 STREET,SMEDLEY STREET,150 STREET,84 AVENUE,,,,,,,,,
58846896,2023-09-18T19:06:23.000,2023-09-18T19:32:23.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11421,89-43 98 STREET,98 STREET,ADDRESS,WOODHAVEN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T19:32:26.000,09 QUEENS,4092910080,QUEENS,1026820,191523,ONLINE,Unspecified,QUEENS,40.692260783750385,-73.8464910795824,"{'latitude': '40.692260783750385', 'longitude': '-73.8464910795824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",89 AVENUE,91 AVENUE,89 AVENUE,91 AVENUE,98 STREET,,,,,,,,,
58851174,2023-09-18T19:06:13.000,2023-09-18T19:06:13.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11370,32-55 77 STREET,77 STREET,ADDRESS,EAST ELMHURST,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-18T19:06:13.000,03 QUEENS,4011730054,QUEENS,1014682,214692,ONLINE,Unspecified,QUEENS,40.755904080052176,-73.89015631408039,"{'latitude': '40.755904080052176', 'longitude': '-73.89015631408039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,77 STREET,,,,,,,,,
58846939,2023-09-18T19:06:06.000,2023-09-18T19:46:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1106 BOYNTON AVENUE,BOYNTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T19:46:10.000,09 BRONX,2037410005,BRONX,1018104,240342,ONLINE,Unspecified,BRONX,40.82629391181716,-73.87767540273677,"{'latitude': '40.82629391181716', 'longitude': '-73.87767540273677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WATSON AVENUE,WESTCHESTER AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,BOYNTON AVENUE,,,,,,,,,
58849347,2023-09-18T19:05:45.000,2023-09-18T19:33:05.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11377,49-02 30 AVENUE,30 AVENUE,ADDRESS,WOODSIDE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T19:33:09.000,01 QUEENS,4007400045,QUEENS,1009824,216345,ONLINE,Unspecified,QUEENS,40.760456525806426,-73.90768486438208,"{'latitude': '40.760456525806426', 'longitude': '-73.90768486438208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",49 STREET,50 STREET,49 STREET,50 STREET,30 AVENUE,,,,,,,,,
58845477,2023-09-18T19:05:45.000,2023-09-18T20:45:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11209,9511 SHORE ROAD,SHORE ROAD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T20:46:02.000,10 BROOKLYN,3061207502,BROOKLYN,973626,163839,PHONE,Unspecified,BROOKLYN,40.61637026983262,-74.03826694457253,"{'latitude': '40.61637026983262', 'longitude': '-74.03826694457253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",95 STREET,96 STREET,95 STREET,96 STREET,SHORE ROAD,,,,,,,,,
58854331,2023-09-18T19:05:41.000,2023-09-18T19:32:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11354,33-06 145 STREET,145 STREET,ADDRESS,FLUSHING,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T19:32:08.000,07 QUEENS,4049820021,QUEENS,1033265,219154,PHONE,Unspecified,QUEENS,40.768067610866055,-73.82304896694572,"{'latitude': '40.768067610866055', 'longitude': '-73.82304896694572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33 AVENUE,34 AVENUE,33 AVENUE,34 AVENUE,145 STREET,,,,,,,,,
58851697,2023-09-18T19:05:29.000,2023-09-18T20:22:27.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10303,AMADOR STREET,AMADOR STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T20:22:30.000,01 STATEN ISLAND,,STATEN ISLAND,939256,166386,PHONE,Unspecified,STATEN ISLAND,40.62325336816888,-74.16208220924763,"{'latitude': '40.62325336816888', 'longitude': '-74.16208220924763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMADOR STREET,AMITY PLACE,AMADOR STREET,AMITY PLACE,,,,,,,,,,
58854281,2023-09-18T19:05:21.000,2023-09-18T19:59:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10455,652 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T19:59:45.000,02 BRONX,2026030161,BRONX,1011752,235532,ONLINE,Unspecified,BRONX,40.81311388798001,-73.90064676338008,"{'latitude': '40.81311388798001', 'longitude': '-73.90064676338008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE ST JOHN,LEGGETT AVENUE,AVENUE ST JOHN,LEGGETT AVENUE,SOUTHERN BOULEVARD,,,,,,,,,
58852042,2023-09-18T19:05:15.000,2023-09-21T15:00:01.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10467,3435 OLINVILLE AVENUE,OLINVILLE AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,12 BRONX,2046270029,BRONX,1020724,258615,ONLINE,Unspecified,BRONX,40.876437389391874,-73.86810916351783,"{'latitude': '40.876437389391874', 'longitude': '-73.86810916351783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58848187,2023-09-18T19:05:05.000,2023-09-18T19:27:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11413,220-14 131 AVENUE,131 AVENUE,ADDRESS,SPRINGFIELD GARDENS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T19:27:46.000,13 QUEENS,4129300098,QUEENS,1054435,187976,ONLINE,Unspecified,QUEENS,40.682349210498856,-73.74694781095138,"{'latitude': '40.682349210498856', 'longitude': '-73.74694781095138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",220 STREET,221 STREET,220 STREET,221 STREET,131 AVENUE,,,,,,,,,
58849047,2023-09-18T19:05:00.000,2023-09-18T21:00:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11215,137 WINDSOR PLACE,WINDSOR PLACE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-18T21:00:00.000,07 BROOKLYN,3011100079,BROOKLYN,989641,179608,ONLINE,Unspecified,BROOKLYN,40.6596575362785,-73.98056937502112,"{'latitude': '40.6596575362785', 'longitude': '-73.98056937502112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PROSPECT PARK W,HOWARD PL,,,,,N/A,,,,,,,
58849087,2023-09-18T19:05:00.000,2023-09-18T19:15:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11212,109 EAST   96 STREET,EAST   96 STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-18T19:15:00.000,17 BROOKLYN,3046150067,BROOKLYN,1005355,180950,PHONE,Unspecified,BROOKLYN,40.663317517651485,-73.92392767779931,"{'latitude': '40.663317517651485', 'longitude': '-73.92392767779931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RUTLAND RD,WINTHROP ST,,,,,,,,,,,,
58849050,2023-09-18T19:05:00.000,2023-09-19T11:17:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10034,407 WEST  205 STREET,WEST  205 STREET,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-19T11:17:00.000,12 MANHATTAN,1022020031,MANHATTAN,1006830,253539,ONLINE,Unspecified,MANHATTAN,40.862551807019045,-73.91836725935097,"{'latitude': '40.862551807019045', 'longitude': '-73.91836725935097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9 AVE,10 AVE,,,,,N/A,,,,,,,
58847636,2023-09-18T19:04:57.000,2023-09-19T13:03:09.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,10128,212 EAST   87 STREET,EAST   87 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T13:02:55.000,08 MANHATTAN,1015320142,MANHATTAN,997364,223139,PHONE,Unspecified,MANHATTAN,40.779131546142004,-73.95264878197597,"{'latitude': '40.779131546142004', 'longitude': '-73.95264878197597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,EAST   87 STREET,,,,,,,,,
58849729,2023-09-18T19:04:52.000,2023-10-16T07:59:46.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11208,2 ELTON STREET,ELTON STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,05 BROOKLYN,3039080010,BROOKLYN,1015974,188350,ONLINE,Unspecified,BROOKLYN,40.683597158171494,-73.88561702648977,"{'latitude': '40.683597158171494', 'longitude': '-73.88561702648977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58847412,2023-09-18T19:04:47.000,2023-09-19T02:55:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461,1615 EDISON AVENUE,EDISON AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T02:55:35.000,10 BRONX,2041580054,BRONX,1030487,246808,MOBILE,Unspecified,BRONX,40.84398503941034,-73.83288745358294,"{'latitude': '40.84398503941034', 'longitude': '-73.83288745358294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MIDDLETOWN ROAD,ROBERTS AVENUE,MIDDLETOWN ROAD,ROBERTS AVENUE,EDISON AVENUE,,,,,,,,,
58851224,2023-09-18T19:04:20.000,2023-09-19T12:47:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,88-59 82 AVENUE,82 AVENUE,ADDRESS,RIDGEWOOD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T12:47:41.000,05 QUEENS,4038630127,QUEENS,1023844,195634,MOBILE,Unspecified,QUEENS,40.70355832045296,-73.85719845392487,"{'latitude': '40.70355832045296', 'longitude': '-73.85719845392487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MYRTLE AVENUE,WOODHAVEN BOULEVARD,MYRTLE AVENUE,WOODHAVEN BOULEVARD,82 AVENUE,,,,,,,,,
58853258,2023-09-18T19:03:48.000,2023-09-18T19:25:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11375,67-25 DARTMOUTH STREET,DARTMOUTH STREET,ADDRESS,FOREST HILLS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T19:25:34.000,06 QUEENS,4031640038,QUEENS,1024120,202143,ONLINE,Unspecified,QUEENS,40.72142271200957,-73.8561644741486,"{'latitude': '40.72142271200957', 'longitude': '-73.8561644741486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",67 AVENUE,YELLOWSTONE BOULEVARD,67 AVENUE,YELLOWSTONE BOULEVARD,DARTMOUTH STREET,,,,,,,,,
58848185,2023-09-18T19:03:44.000,2023-09-18T23:13:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10472,1147 MANOR AVENUE,MANOR AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T23:13:55.000,09 BRONX,2037420057,BRONX,1018537,240844,MOBILE,Unspecified,BRONX,40.82767008708146,-73.87610828126546,"{'latitude': '40.82767008708146', 'longitude': '-73.87610828126546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WATSON AVENUE,WESTCHESTER AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,MANOR AVENUE,,,,,,,,,
58850726,2023-09-18T19:03:43.000,2023-09-18T19:25:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11379,64-33 ADMIRAL AVENUE,ADMIRAL AVENUE,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T19:25:49.000,05 QUEENS,4036010038,QUEENS,1012852,198665,MOBILE,Unspecified,QUEENS,40.711920049933525,-73.89682978908638,"{'latitude': '40.711920049933525', 'longitude': '-73.89682978908638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,65 STREET,BEND,65 STREET,ADMIRAL AVENUE,,,,,,,,,
58846635,2023-09-18T19:03:00.000,2023-09-18T19:14:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,38-70 12 STREET,12 STREET,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T19:15:02.000,01 QUEENS,4004730618,QUEENS,1000526,215339,PHONE,Unspecified,QUEENS,40.757717319877486,-73.94125052032919,"{'latitude': '40.757717319877486', 'longitude': '-73.94125052032919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38 AVENUE,40 AVENUE,38 AVENUE,40 AVENUE,12 STREET,,,,,,,,,
58851722,2023-09-18T19:02:42.000,2023-09-18T19:18:16.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10023,WEST   59 STREET,WEST   59 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T19:18:19.000,04 MANHATTAN,,MANHATTAN,988470,219527,ONLINE,Unspecified,MANHATTAN,40.76922627408269,-73.98476495262703,"{'latitude': '40.76922627408269', 'longitude': '-73.98476495262703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   59 STREET,COLUMBUS AVENUE,WEST   59 STREET,COLUMBUS AVENUE,,,,,,,,,,
58849293,2023-09-18T19:02:09.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,10027,232 WEST  120 STREET,WEST  120 STREET,ADDRESS,NEW YORK,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T00:00:00.000,10 MANHATTAN,1019250047,MANHATTAN,997635,232999,UNKNOWN,Unspecified,MANHATTAN,40.80619417451184,-73.95165062168763,"{'latitude': '40.80619417451184', 'longitude': '-73.95165062168763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,,,,,
58849305,2023-09-18T19:02:08.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,Plumbing,Plumbing-Defective/Leaking/Not Maintained,,10022,1015 2 AVENUE,2 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-28T00:00:00.000,06 MANHATTAN,1013270023,MANHATTAN,993410,215102,UNKNOWN,Unspecified,MANHATTAN,40.757077051240785,-73.96693659170136,"{'latitude': '40.757077051240785', 'longitude': '-73.96693659170136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58850306,2023-09-18T19:01:59.000,2023-10-19T00:02:46.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,"Bodega, Deli, or Convenience Store",Business,11375,118-19 QUEENS BOULEVARD,QUEENS BOULEVARD,ADDRESS,FOREST HILLS,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-19T00:02:50.000,06 QUEENS,4022700013,QUEENS,1030820,199803,PHONE,Unspecified,QUEENS,40.714967252377484,-73.83200971214069,"{'latitude': '40.714967252377484', 'longitude': '-73.83200971214069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 CRESCENT,78 AVENUE,78 CRESCENT,QUEENS BOULEVARD,,,,,,,,,
58846409,2023-09-18T19:01:46.000,2023-09-19T13:52:13.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,10458,EAST  188 STREET,EAST  188 STREET,INTERSECTION,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T13:52:19.000,06 BRONX,,BRONX,1015315,251480,MOBILE,Unspecified,BRONX,40.85687469473286,-73.88770128636126,"{'latitude': '40.85687469473286', 'longitude': '-73.88770128636126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  188 STREET,HOFFMAN STREET,EAST  188 STREET,HOFFMAN STREET,,,,,,,,,,
