unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,taxi_pick_up_location,due_date,road_ramp,taxi_company_borough
58882856,2023-09-21T22:55:04.000,2023-09-21T23:00:29.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10010,272 3 AVENUE,3 AVENUE,EAST   21 STREET,EAST   22 STREET,EAST   21 STREET,EAST   22 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T23:00:34.000,06 MANHATTAN,MANHATTAN,988730,208115,ONLINE,Unspecified,MANHATTAN,40.73790310262504,-73.98383390384099,"{'latitude': '40.73790310262504', 'longitude': '-73.98383390384099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1008770047,,,,,,,,
58889682,2023-09-21T22:54:40.000,2023-09-21T23:20:31.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11230,1644 EAST    2 STREET,EAST    2 STREET,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,EAST    2 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T23:20:36.000,12 BROOKLYN,BROOKLYN,992002,161425,ONLINE,Unspecified,BROOKLYN,40.609747316199,-73.97208057977338,"{'latitude': '40.609747316199', 'longitude': '-73.97208057977338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3066080040,,,,,,,,
58885602,2023-09-21T22:54:40.000,2023-09-21T23:21:55.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11106,35-07 31 AVENUE,31 AVENUE,35 STREET,36 STREET,35 STREET,36 STREET,ADDRESS,ASTORIA,31 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T23:21:59.000,01 QUEENS,QUEENS,1006377,217180,MOBILE,Unspecified,QUEENS,40.76275768404637,-73.920124834447,"{'latitude': '40.76275768404637', 'longitude': '-73.920124834447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4006500006,,,,,,,,
58889390,2023-09-21T22:54:22.000,2023-09-22T00:25:22.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11213,520 CROWN STREET,CROWN STREET,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,CROWN STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T00:25:25.000,09 BROOKLYN,BROOKLYN,1000509,181839,PHONE,Unspecified,BROOKLYN,40.6657678500441,-73.94139278559638,"{'latitude': '40.6657678500441', 'longitude': '-73.94139278559638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3013000021,,,,,,,,
58888185,2023-09-21T22:54:14.000,2023-09-21T23:09:15.000,NYPD,New York City Police Department,Drinking,In Public,Store/Commercial,11230,1508 AVENUE J,AVENUE J,EAST   15 STREET,BRIGHTON LINE,EAST   15 STREET,BRIGHTON LINE,ADDRESS,BROOKLYN,AVENUE J,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T23:09:21.000,14 BROOKLYN,BROOKLYN,995062,167059,ONLINE,Unspecified,BROOKLYN,40.62520827050648,-73.9610507349241,"{'latitude': '40.62520827050648', 'longitude': '-73.9610507349241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3067170004,,,,,,,,
58889201,2023-09-21T22:53:59.000,2023-09-22T02:55:20.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11103,32-32 49 STREET,49 STREET,NEWTOWN ROAD,NORTHERN BOULEVARD,NEWTOWN ROAD,NORTHERN BOULEVARD,ADDRESS,ASTORIA,49 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T02:55:23.000,01 QUEENS,QUEENS,1008474,214236,MOBILE,Unspecified,QUEENS,40.75467166407535,-73.91256559006712,"{'latitude': '40.75467166407535', 'longitude': '-73.91256559006712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4007340047,,,,,,,,
58885588,2023-09-21T22:53:49.000,2023-09-21T23:22:19.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11385,1050 WYCKOFF AVENUE,WYCKOFF AVENUE,NORMAN STREET,SCHAEFER STREET,NORMAN STREET,SCHAEFER STREET,ADDRESS,RIDGEWOOD,WYCKOFF AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T23:22:24.000,05 QUEENS,QUEENS,1011117,192515,ONLINE,Unspecified,QUEENS,40.69504519364207,-73.90311263480845,"{'latitude': '40.69504519364207', 'longitude': '-73.90311263480845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4035400041,,,,,,,,
58887971,2023-09-21T22:53:44.000,2023-09-22T01:44:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,2676 EAST   24 STREET,EAST   24 STREET,AVENUE Z,VOORHIES AVENUE,AVENUE Z,VOORHIES AVENUE,ADDRESS,BROOKLYN,EAST   24 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T01:44:24.000,15 BROOKLYN,BROOKLYN,999457,153277,MOBILE,Unspecified,BROOKLYN,40.58737305063362,-73.94524917489879,"{'latitude': '40.58737305063362', 'longitude': '-73.94524917489879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3074687505,,,,,,,,
58883145,2023-09-21T22:53:39.000,2023-09-21T22:57:53.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11377,72-08 41 AVENUE,41 AVENUE,72 STREET,73 STREET,72 STREET,73 STREET,ADDRESS,WOODSIDE,41 AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T22:57:59.000,04 QUEENS,QUEENS,1013903,210718,ONLINE,Unspecified,QUEENS,40.74499910849145,-73.89298561955151,"{'latitude': '40.74499910849145', 'longitude': '-73.89298561955151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58889183,2023-09-21T22:53:33.000,2023-09-22T05:22:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11219,4123 14 AVENUE,14 AVENUE,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,BROOKLYN,14 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T05:22:19.000,12 BROOKLYN,BROOKLYN,988232,171637,MOBILE,Unspecified,BROOKLYN,40.63777961484809,-73.98565249837026,"{'latitude': '40.63777961484809', 'longitude': '-73.98565249837026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3053440001,,,,,,,,
58889596,2023-09-21T22:53:27.000,2023-09-21T23:12:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11435,88-14 146 STREET,146 STREET,88 AVENUE,89 AVENUE,88 AVENUE,89 AVENUE,ADDRESS,JAMAICA,146 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T23:12:11.000,12 QUEENS,QUEENS,1036912,195945,MOBILE,Unspecified,QUEENS,40.7043438176717,-73.8100644998684,"{'latitude': '40.7043438176717', 'longitude': '-73.8100644998684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4096870013,,,,,,,,
58886976,2023-09-21T22:53:23.000,2023-09-21T23:20:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11230,1642 EAST    2 STREET,EAST    2 STREET,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,EAST    2 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T23:20:09.000,12 BROOKLYN,BROOKLYN,992000,161438,MOBILE,Unspecified,BROOKLYN,40.609783000277865,-73.97208776800666,"{'latitude': '40.609783000277865', 'longitude': '-73.97208776800666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3066080038,,,,,,,,
58884061,2023-09-21T22:53:16.000,2023-09-21T23:14:51.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11375,YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD,62 AVENUE,YELLOWSTONE BOULEVARD,62 AVENUE,YELLOWSTONE BOULEVARD,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T23:14:56.000,06 QUEENS,QUEENS,1024736,207570,MOBILE,Unspecified,QUEENS,40.7363156833607,-73.85390953661874,"{'latitude': '40.7363156833607', 'longitude': '-73.85390953661874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58881686,2023-09-21T22:53:07.000,2023-09-21T22:56:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,1222 NOSTRAND AVENUE,NOSTRAND AVENUE,HAWTHORNE STREET,WINTHROP STREET,HAWTHORNE STREET,WINTHROP STREET,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T22:56:33.000,09 BROOKLYN,BROOKLYN,998042,178787,ONLINE,Unspecified,BROOKLYN,40.65739497185935,-73.95029157803418,"{'latitude': '40.65739497185935', 'longitude': '-73.95029157803418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050470045,,,,,,,,
58881543,2023-09-21T22:52:45.000,2023-09-21T23:20:19.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11230,1642 EAST    2 STREET,EAST    2 STREET,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,EAST    2 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T23:20:24.000,12 BROOKLYN,BROOKLYN,992000,161438,MOBILE,Unspecified,BROOKLYN,40.609783000277865,-73.97208776800666,"{'latitude': '40.609783000277865', 'longitude': '-73.97208776800666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3066080038,,,,,,,,
58889561,2023-09-21T22:52:29.000,2023-09-21T23:53:18.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10466,4340 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T23:53:22.000,12 BRONX,BRONX,1024188,266003,MOBILE,Unspecified,BRONX,40.89670010784821,-73.85553922303484,"{'latitude': '40.89670010784821', 'longitude': '-73.85553922303484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2050430028,,,,,,,,
58891387,2023-09-21T22:52:17.000,2023-09-22T03:44:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,72 PLACE,72 PLACE,72 PLACE,MYRTLE AVENUE,72 PLACE,MYRTLE AVENUE,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T03:44:57.000,05 QUEENS,QUEENS,1018261,195139,MOBILE,Unspecified,QUEENS,40.70222288301098,-73.87733683062822,"{'latitude': '40.70222288301098', 'longitude': '-73.87733683062822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58888836,2023-09-21T22:52:13.000,2023-09-23T16:44:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11414,156-11 80 STREET,80 STREET,156 AVENUE,157 AVENUE,156 AVENUE,157 AVENUE,ADDRESS,HOWARD BEACH,80 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T16:44:53.000,10 QUEENS,QUEENS,1024957,180525,ONLINE,Unspecified,QUEENS,40.66208256540389,-73.85327553903653,"{'latitude': '40.66208256540389', 'longitude': '-73.85327553903653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4139430001,,,,,,,,
58887057,2023-09-21T22:52:07.000,2023-09-21T23:10:47.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11208,198 LOGAN STREET,LOGAN STREET,FULTON STREET,DINSMORE PLACE,FULTON STREET,DINSMORE PLACE,ADDRESS,BROOKLYN,LOGAN STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T23:10:51.000,05 BROOKLYN,BROOKLYN,1018142,187675,ONLINE,Unspecified,BROOKLYN,40.681736402882805,-73.87780356441557,"{'latitude': '40.681736402882805', 'longitude': '-73.87780356441557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3041370027,,,,,,,,
58883468,2023-09-21T22:52:01.000,2023-09-22T08:27:09.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Other (Explain Below),10452,1136 OGDEN AVENUE,OGDEN AVENUE,WEST 166 STREET,WEST 167 STREET,WEST  166 STREET,WEST  167 STREET,ADDRESS,BRONX,OGDEN AVENUE,Closed,"The Department of Health and Mental Hygiene regulates restaurants and other establishments that mostly sell food which is prepared on the premises. New York State Agriculture and Markets regulates those establishments that mostly sell pre-packaged food, including supermarkets, bodegas, green markets, fish and meat markets, and delis. This Service Request was referred to the New York State Agriculture and Markets.",2023-09-22T08:27:02.000,04 BRONX,BRONX,1004330,243991,ONLINE,Unspecified,BRONX,40.836351419307235,-73.92743401911407,"{'latitude': '40.836351419307235', 'longitude': '-73.92743401911407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2025140040,,,,,,,,
58890945,2023-09-21T22:51:58.000,2023-09-21T23:12:24.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10458,3224 GRAND CONCOURSE,GRAND CONCOURSE,VAN CORTLANDT AVENUE EAST,EAST MOSHOLU PARKWAY SOUTH,VAN CORTLANDT AVENUE EAST,EAST MOSHOLU PARKWAY SOUTH,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T23:12:29.000,07 BRONX,BRONX,1016013,259063,ONLINE,Unspecified,BRONX,40.87768522100344,-73.88514210453008,"{'latitude': '40.87768522100344', 'longitude': '-73.88514210453008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2033230001,,,,,,,,
58887967,2023-09-21T22:51:55.000,2023-09-22T00:01:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11368,50-24 96 STREET,96 STREET,50 AVENUE,51 AVENUE,50 AVENUE,51 AVENUE,ADDRESS,CORONA,96 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T00:01:40.000,04 QUEENS,QUEENS,1021189,209351,ONLINE,Unspecified,QUEENS,40.74121960647319,-73.86669879946285,"{'latitude': '40.74121960647319', 'longitude': '-73.86669879946285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4018870044,,,,,,,,
58887486,2023-09-21T22:51:39.000,2023-09-22T06:43:08.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11214,8867 19 AVENUE,19 AVENUE,CROPSEY AVENUE,19 LANE,CROPSEY AVENUE,19 LANE,ADDRESS,BROOKLYN,19 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T06:43:10.000,11 BROOKLYN,BROOKLYN,982592,158096,ONLINE,Unspecified,BROOKLYN,40.60061312618447,-74.00597059664832,"{'latitude': '40.60061312618447', 'longitude': '-74.00597059664832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3064650083,,,,,,,,
58886825,2023-09-21T22:51:38.000,2023-09-21T23:28:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,25 ST PAULS PLACE,ST PAULS PLACE,WOODRUFF AVENUE,CROOKE AVENUE,WOODRUFF AVENUE,CROOKE AVENUE,ADDRESS,BROOKLYN,ST PAULS PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T23:28:47.000,14 BROOKLYN,BROOKLYN,994309,177237,ONLINE,Unspecified,BROOKLYN,40.653145588824096,-73.96374817607351,"{'latitude': '40.653145588824096', 'longitude': '-73.96374817607351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050597501,,,,,,,,
58884879,2023-09-21T22:51:33.000,2023-09-22T02:54:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11103,32-32 49 STREET,49 STREET,NEWTOWN ROAD,NORTHERN BOULEVARD,NEWTOWN ROAD,NORTHERN BOULEVARD,ADDRESS,ASTORIA,49 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T02:54:56.000,01 QUEENS,QUEENS,1008474,214236,MOBILE,Unspecified,QUEENS,40.75467166407535,-73.91256559006712,"{'latitude': '40.75467166407535', 'longitude': '-73.91256559006712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4007340047,,,,,,,,
58882728,2023-09-21T22:51:30.000,2023-09-21T23:17:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11225,1307 UNION STREET,UNION STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T23:17:42.000,09 BROOKLYN,BROOKLYN,998416,182966,MOBILE,Unspecified,BROOKLYN,40.66886480983897,-73.94893484633847,"{'latitude': '40.66886480983897', 'longitude': '-73.94893484633847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3012690057,,,,,,,,
58887032,2023-09-21T22:51:19.000,2023-09-21T23:21:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11219,944 43 STREET,43 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,43 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T23:21:04.000,12 BROOKLYN,BROOKLYN,985245,173569,ONLINE,Unspecified,BROOKLYN,40.643083380258574,-73.9964146411862,"{'latitude': '40.643083380258574', 'longitude': '-73.9964146411862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3056010024,,,,,,,,
58885641,2023-09-21T22:51:13.000,2023-09-21T23:12:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11435,88-14 146 STREET,146 STREET,88 AVENUE,89 AVENUE,88 AVENUE,89 AVENUE,ADDRESS,JAMAICA,146 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T23:12:41.000,12 QUEENS,QUEENS,1036912,195945,MOBILE,Unspecified,QUEENS,40.7043438176717,-73.8100644998684,"{'latitude': '40.7043438176717', 'longitude': '-73.8100644998684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4096870013,,,,,,,,
58885556,2023-09-21T22:51:00.000,2023-10-17T11:00:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11377,40-45 72 STREET,72 STREET,41 AVE,ROOSEVELT AVE,72 STREET,41 AVENUE,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-17T11:00:00.000,04 QUEENS,QUEENS,1013831,210711,UNKNOWN,Unspecified,QUEENS,40.744980136392726,-73.89324549007658,"{'latitude': '40.744980136392726', 'longitude': '-73.89324549007658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4013040006,,,,,,,,
58888993,2023-09-21T22:50:50.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-25T18:59:22.000,Unspecified QUEENS,QUEENS,999480,211485,MOBILE,Unspecified,QUEENS,40.74714093175865,-73.94503486613837,"{'latitude': '40.74714093175865', 'longitude': '-73.94503486613837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,G,,Mezzanine,,,,,
58884057,2023-09-21T22:50:48.000,2023-09-22T00:34:37.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11423,195-43 HILLSIDE AVENUE,HILLSIDE AVENUE,195 PLACE,196 STREET,195 PLACE,196 STREET,ADDRESS,HOLLIS,HILLSIDE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T00:34:40.000,08 QUEENS,QUEENS,1048807,200734,ONLINE,Unspecified,QUEENS,40.717409651480224,-73.76711718799622,"{'latitude': '40.717409651480224', 'longitude': '-73.76711718799622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4105090277,,,,,,,,
58889281,2023-09-21T22:50:28.000,2023-09-22T00:13:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10040,19 DONGAN PLACE,DONGAN PLACE,BROADWAY,ARDEN STREET,BROADWAY,ARDEN STREET,ADDRESS,NEW YORK,DONGAN PLACE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T00:13:38.000,12 MANHATTAN,MANHATTAN,1003847,253820,ONLINE,Unspecified,MANHATTAN,40.86333019283293,-73.92915077564976,"{'latitude': '40.86333019283293', 'longitude': '-73.92915077564976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021750113,,,,,,,,
58891038,2023-09-21T22:50:25.000,2023-09-22T16:50:37.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11221,26 WEIRFIELD STREET,WEIRFIELD STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,04 BROOKLYN,BROOKLYN,1007733,189505,PHONE,Unspecified,BROOKLYN,40.68679306772467,-73.91532644811588,"{'latitude': '40.68679306772467', 'longitude': '-73.91532644811588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3034010017,,,,,,,,
58884891,2023-09-21T22:50:20.000,2023-09-22T05:19:31.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11214,1761 80 STREET,80 STREET,NEW UTRECHT AVENUE,18 AVENUE,NEW UTRECHT AVENUE,18 AVENUE,ADDRESS,BROOKLYN,80 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T05:19:34.000,11 BROOKLYN,BROOKLYN,984305,161909,ONLINE,Unspecified,BROOKLYN,40.61107918743966,-73.99980190934953,"{'latitude': '40.61107918743966', 'longitude': '-73.99980190934953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3062720061,,,,,,,,
58885715,2023-09-21T22:50:15.000,2023-09-21T23:01:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1770 ANDREWS AVENUE SOUTH,ANDREWS AVENUE SOUTH,WEST  176 STREET,WEST TREMONT AVENUE,WEST  176 STREET,WEST TREMONT AVENUE,ADDRESS,BRONX,ANDREWS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T23:01:49.000,05 BRONX,BRONX,1007264,249205,MOBILE,Unspecified,BRONX,40.850655157705816,-73.91681311386506,"{'latitude': '40.850655157705816', 'longitude': '-73.91681311386506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2028780195,,,,,,,,
58889547,2023-09-21T22:50:05.000,2023-09-21T23:11:56.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10009,85 AVENUE A,AVENUE A,EAST    5 STREET,EAST    6 STREET,EAST    5 STREET,EAST    6 STREET,ADDRESS,NEW YORK,AVENUE A,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T23:12:01.000,03 MANHATTAN,MANHATTAN,988632,203477,ONLINE,Unspecified,MANHATTAN,40.725172979155765,-73.98419055772301,"{'latitude': '40.725172979155765', 'longitude': '-73.98419055772301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1004327501,,,,,,,,
58890661,2023-09-21T22:50:05.000,2023-09-21T22:53:13.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11213,520 CROWN STREET,CROWN STREET,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,CROWN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T22:53:18.000,09 BROOKLYN,BROOKLYN,1000509,181839,ONLINE,Unspecified,BROOKLYN,40.6657678500441,-73.94139278559638,"{'latitude': '40.6657678500441', 'longitude': '-73.94139278559638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3013000021,,,,,,,,
58881647,2023-09-21T22:50:03.000,2023-09-21T23:14:09.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11433,95-45 TUCKERTON STREET,TUCKERTON STREET,157 STREET,LIBERTY AVENUE,157 STREET,LIBERTY AVENUE,ADDRESS,JAMAICA,TUCKERTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T23:14:14.000,12 QUEENS,QUEENS,1039350,194375,MOBILE,Unspecified,QUEENS,40.700019701410056,-73.80128426500826,"{'latitude': '40.700019701410056', 'longitude': '-73.80128426500826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4101080321,,,,,,,,
58890464,2023-09-21T22:50:00.000,2023-09-22T23:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11216,760 PROSPECT PLACE,PROSPECT PLACE,ROGERS AVE,NOSTRAND AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T23:15:00.000,08 BROOKLYN,BROOKLYN,997719,184975,ONLINE,Unspecified,BROOKLYN,40.67438015176248,-73.95144335525379,"{'latitude': '40.67438015176248', 'longitude': '-73.95144335525379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3012330026,,,,N/A,,,,
