unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,resolution_description,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58976382,2023-09-30T20:55:41.000,2023-10-20T06:57:58.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11220,367 56 STREET,56 STREET,,,,,ADDRESS,BROOKLYN,,Closed,2023-10-20T00:00:00.000,07 BROOKLYN,3008300047,BROOKLYN,979591,173741,PHONE,Unspecified,BROOKLYN,40.64355431373813,-74.01678824593671,"{'latitude': '40.64355431373813', 'longitude': '-74.01678824593671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,,,,,
58970083,2023-09-30T20:55:22.000,2023-09-30T21:30:44.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,28 WADSWORTH AVENUE,WADSWORTH AVENUE,WEST  174 STREET,WEST  175 STREET,WEST  174 STREET,WEST  175 STREET,ADDRESS,NEW YORK,WADSWORTH AVENUE,Closed,2023-09-30T21:30:49.000,12 MANHATTAN,1021430029,MANHATTAN,1001387,247359,MOBILE,Unspecified,MANHATTAN,40.845601796086115,-73.9380609509037,"{'latitude': '40.845601796086115', 'longitude': '-73.9380609509037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
59438885,2023-09-30T20:55:17.000,2023-09-30T21:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,10460,1087 EAST TREMONT AVENUE,EAST TREMONT AVENUE,BRONX STREET,BRONX RIVER SHORELINE,BRONX STREET,BRONX RIVER SHORELINE,ADDRESS,BRONX,EAST TREMONT AVENUE,Closed,2023-09-30T21:00:00.000,06 BRONX,2031410001,BRONX,1017828,245346,PHONE,Unspecified,BRONX,40.840029491223575,-73.87864762343112,"{'latitude': '40.840029491223575', 'longitude': '-73.87864762343112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58973266,2023-09-30T20:55:01.000,2023-09-30T20:58:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,445 58 STREET,58 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,58 STREET,Closed,2023-09-30T20:58:52.000,07 BROOKLYN,3008470057,BROOKLYN,979769,172935,MOBILE,Unspecified,BROOKLYN,40.64134210874057,-74.01614630520673,"{'latitude': '40.64134210874057', 'longitude': '-74.01614630520673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58971750,2023-09-30T20:55:00.000,2023-10-17T12:06:42.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11356,120-02 14 ROAD,14 ROAD,120 STREET,121 STREET,120 STREET,121 STREET,ADDRESS,COLLEGE POINT,14 ROAD,Closed,2023-10-17T12:06:48.000,07 QUEENS,4040740001,QUEENS,1026469,225244,ONLINE,Unspecified,QUEENS,40.78481810194302,-73.84754516364883,"{'latitude': '40.78481810194302', 'longitude': '-73.84754516364883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Transportation has approved the sidewalk re-inspection request. The property owner will be notified by mail within 120 days with the date of re-inspection.,,,,,,
58972062,2023-09-30T20:54:46.000,2023-09-30T22:24:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11369,31-42 95 STREET,95 STREET,31 AVENUE,JACKSON MILL ROAD,31 AVENUE,JACKSON MILL ROAD,ADDRESS,EAST ELMHURST,95 STREET,Closed,2023-09-30T22:24:10.000,03 QUEENS,4014060024,QUEENS,1019263,216033,MOBILE,Unspecified,QUEENS,40.75956782510776,-73.87361432544697,"{'latitude': '40.75956782510776', 'longitude': '-73.87361432544697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58968585,2023-09-30T20:54:43.000,2023-09-30T22:42:19.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11237,41 WILSON AVENUE,WILSON AVENUE,GEORGE STREET,MELROSE STREET,GEORGE STREET,MELROSE STREET,ADDRESS,BROOKLYN,WILSON AVENUE,Closed,2023-09-30T22:42:22.000,04 BROOKLYN,3031580002,BROOKLYN,1003833,195330,MOBILE,Unspecified,BROOKLYN,40.70279082504312,-73.92937188599319,"{'latitude': '40.70279082504312', 'longitude': '-73.92937188599319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58974014,2023-09-30T20:54:42.000,2023-10-01T01:23:44.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11420,115-04 149 AVENUE,149 AVENUE,115 STREET,116 STREET,115 STREET,116 STREET,ADDRESS,SOUTH OZONE PARK,149 AVENUE,Closed,2023-10-01T01:23:48.000,10 QUEENS,,QUEENS,1032806,183189,MOBILE,Unspecified,QUEENS,40.66935507465059,-73.82496545698558,"{'latitude': '40.66935507465059', 'longitude': '-73.82496545698558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58975568,2023-09-30T20:54:40.000,2023-09-30T22:27:37.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11229,2301 PLUMB    1 STREET,PLUMB    1 STREET,AVENUE W,ALLEN AVENUE,AVENUE W,ALLEN AVENUE,ADDRESS,BROOKLYN,PLUMB    1 STREET,Closed,2023-09-30T22:27:40.000,15 BROOKLYN,3088310050,BROOKLYN,1003033,156665,MOBILE,Unspecified,BROOKLYN,40.596665572300935,-73.93236483845652,"{'latitude': '40.596665572300935', 'longitude': '-73.93236483845652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58970116,2023-09-30T20:54:28.000,2023-09-30T21:12:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,610 WEST  163 STREET,WEST  163 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  163 STREET,Closed,2023-09-30T21:12:54.000,12 MANHATTAN,1021370086,MANHATTAN,1000106,244598,ONLINE,Unspecified,MANHATTAN,40.83802605209907,-73.94269745487408,"{'latitude': '40.83802605209907', 'longitude': '-73.94269745487408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
59436619,2023-09-30T20:54:23.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,Apartment,10454,345 ST ANNS AVENUE,ST ANNS AVENUE,EAST  141 STREET,EAST  142 STREET,EAST  141 STREET,EAST  142 STREET,ADDRESS,BRONX,ST ANNS AVENUE,Closed,2023-10-02T00:00:00.000,01 BRONX,2022687501,BRONX,1007568,234210,ONLINE,Unspecified,BRONX,40.8094974015487,-73.91576638974254,"{'latitude': '40.8094974015487', 'longitude': '-73.91576638974254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58968568,2023-09-30T20:54:12.000,2023-09-30T20:57:14.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11375,1 TENNIS PLACE,TENNIS PLACE,DARTMOUTH STREET,BURNS STREET,DARTMOUTH STREET,BURNS STREET,ADDRESS,FOREST HILLS,TENNIS PLACE,Closed,2023-09-30T20:57:18.000,06 QUEENS,4032190001,QUEENS,1026762,201267,MOBILE,Unspecified,QUEENS,40.719006004974794,-73.84663871262093,"{'latitude': '40.719006004974794', 'longitude': '-73.84663871262093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58973553,2023-09-30T20:53:47.000,2023-09-30T21:19:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10013,111 WORTH STREET,WORTH STREET,BROADWAY,LAFAYETTE STREET,BROADWAY,LAFAYETTE STREET,ADDRESS,NEW YORK,WORTH STREET,Closed,2023-09-30T21:19:39.000,01 MANHATTAN,1001700020,MANHATTAN,983269,200072,ONLINE,Unspecified,MANHATTAN,40.7158281059634,-74.0035387695921,"{'latitude': '40.7158281059634', 'longitude': '-74.0035387695921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58968588,2023-09-30T20:53:42.000,2023-09-30T21:09:16.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11235,BRIGHAM STREET,BRIGHAM STREET,BRIGHAM STREET,EMMONS AVENUE,BRIGHAM STREET,EMMONS AVENUE,INTERSECTION,,,Closed,2023-09-30T21:09:18.000,15 BROOKLYN,,BROOKLYN,1003126,152136,ONLINE,Unspecified,BROOKLYN,40.58423417971213,-73.93204260949086,"{'latitude': '40.58423417971213', 'longitude': '-73.93204260949086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
59446121,2023-09-30T20:53:35.000,2023-10-20T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11220,367 56 STREET,56 STREET,GOWANUS EXPWY EB EN    3 AVE,4 AVENUE,GOWANUS EXPWY EB EN    3 AVE,4 AVENUE,ADDRESS,BROOKLYN,56 STREET,Closed,2023-10-20T00:00:00.000,07 BROOKLYN,3008300047,BROOKLYN,979591,173741,PHONE,Unspecified,BROOKLYN,40.64355431373813,-74.01678824593671,"{'latitude': '40.64355431373813', 'longitude': '-74.01678824593671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58974668,2023-09-30T20:53:32.000,2023-09-30T21:24:21.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10027,248 WEST  132 STREET,WEST  132 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  132 STREET,Closed,2023-09-30T21:24:25.000,10 MANHATTAN,1019370150,MANHATTAN,999046,235838,ONLINE,Unspecified,MANHATTAN,40.81398418999208,-73.94654754241463,"{'latitude': '40.81398418999208', 'longitude': '-73.94654754241463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58969050,2023-09-30T20:53:26.000,2023-10-05T09:00:18.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10035,112 EAST  128 STREET,EAST  128 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-05T00:00:00.000,11 MANHATTAN,1017750165,MANHATTAN,1001707,233177,PHONE,Unspecified,MANHATTAN,40.806675628037624,-73.93694126018204,"{'latitude': '40.806675628037624', 'longitude': '-73.93694126018204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,
58973087,2023-09-30T20:53:24.000,2023-09-30T21:42:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11355,45-15 COLDEN STREET,COLDEN STREET,45 AVENUE,GERANIUM AVENUE,45 AVENUE,GERANIUM AVENUE,ADDRESS,FLUSHING,COLDEN STREET,Closed,2023-09-30T21:42:30.000,07 QUEENS,4051460001,QUEENS,1033291,212754,MOBILE,Unspecified,QUEENS,40.75050114108838,-73.82300178904647,"{'latitude': '40.75050114108838', 'longitude': '-73.82300178904647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58968595,2023-09-30T20:53:06.000,2023-09-30T20:53:59.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10128,419 EAST   93 STREET,EAST   93 STREET,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,ADDRESS,NEW YORK,EAST   93 STREET,Closed,2023-09-30T20:54:03.000,08 MANHATTAN,1015730001,MANHATTAN,999518,223748,ONLINE,Unspecified,MANHATTAN,40.780799631416215,-73.94486987032776,"{'latitude': '40.780799631416215', 'longitude': '-73.94486987032776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",This complaint does not fall under the Police Department's jurisdiction.,,,,,,
58975003,2023-09-30T20:52:57.000,2023-09-30T20:53:42.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11374,99-10A 67 AVENUE,67 AVENUE,BOOTH STREET,SAUNDERS STREET,BOOTH STREET,SAUNDERS STREET,ADDRESS,REGO PARK,67 AVENUE,Closed,2023-09-30T20:53:47.000,06 QUEENS,4031700016,QUEENS,1024603,203813,ONLINE,Unspecified,QUEENS,40.726004261083496,-73.85441198715095,"{'latitude': '40.726004261083496', 'longitude': '-73.85441198715095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58976160,2023-09-30T20:52:46.000,2023-09-30T21:24:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11357,13 NORTH DRIVE,NORTH DRIVE,PARSONS BOULEVARD,MALBA DRIVE,PARSONS BOULEVARD,MALBA DRIVE,ADDRESS,WHITESTONE,NORTH DRIVE,Closed,2023-09-30T21:24:24.000,07 QUEENS,4044400061,QUEENS,1032405,227736,ONLINE,Unspecified,QUEENS,40.79162761126142,-73.82609217018363,"{'latitude': '40.79162761126142', 'longitude': '-73.82609217018363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,,,,,
58969100,2023-09-30T20:52:39.000,2023-10-12T18:47:56.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10463,3011 HEATH AVENUE,HEATH AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-12T00:00:00.000,08 BRONX,2032600064,BRONX,1011090,258495,PHONE,Unspecified,BRONX,40.876142581624165,-73.90294637982645,"{'latitude': '40.876142581624165', 'longitude': '-73.90294637982645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,
59456798,2023-09-30T20:52:17.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Appliance,Refrigerator,Apartment,10463,3011 HEATH AVENUE,HEATH AVENUE,WEST  230 STREET,ALBANY CRESCENT,WEST  230 STREET,ALBANY CRESCENT,ADDRESS,BRONX,HEATH AVENUE,Closed,2023-10-12T00:00:00.000,08 BRONX,2032600064,BRONX,1011090,258495,PHONE,Unspecified,BRONX,40.876142581624165,-73.90294637982645,"{'latitude': '40.876142581624165', 'longitude': '-73.90294637982645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58970160,2023-09-30T20:51:45.000,2023-09-30T22:11:13.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10454,BROOK AVENUE,BROOK AVENUE,BROOK AVENUE,EAST  138 STREET,BROOK AVENUE,EAST  138 STREET,INTERSECTION,,,Closed,2023-09-30T22:11:20.000,01 BRONX,,BRONX,1006614,233501,PHONE,Unspecified,BRONX,40.80755386003854,-73.91921496572999,"{'latitude': '40.80755386003854', 'longitude': '-73.91921496572999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58968798,2023-09-30T20:51:42.000,2023-09-30T21:06:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1088 BROOK AVENUE,BROOK AVENUE,EAST  166 STREET,EAST  167 STREET,EAST  166 STREET,EAST  167 STREET,ADDRESS,BRONX,BROOK AVENUE,Closed,2023-09-30T21:06:13.000,03 BRONX,2023920051,BRONX,1008944,241426,MOBILE,Unspecified,BRONX,40.82929953985468,-73.91076919725046,"{'latitude': '40.82929953985468', 'longitude': '-73.91076919725046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58973991,2023-09-30T20:51:42.000,2023-09-30T21:20:26.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,2023-09-30T21:20:29.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58977096,2023-09-30T20:51:27.000,2023-09-30T21:59:45.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214,8661 20 AVENUE,20 AVENUE,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,20 AVENUE,Closed,2023-09-30T21:59:50.000,11 BROOKLYN,3063750009,BROOKLYN,984412,159140,ONLINE,Unspecified,BROOKLYN,40.60347884768084,-73.99941659941344,"{'latitude': '40.60347884768084', 'longitude': '-73.99941659941344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58976081,2023-09-30T20:51:00.000,2023-09-30T21:10:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10023,342 WEST   71 STREET,WEST   71 STREET,WEST END AVENUE,RIVERSIDE BOULEVARD,WEST END AVENUE,RIVERSIDE BOULEVARD,ADDRESS,NEW YORK,WEST   71 STREET,Closed,2023-09-30T21:10:39.000,07 MANHATTAN,1011820049,MANHATTAN,988182,223256,ONLINE,Unspecified,MANHATTAN,40.77946153415141,-73.98580250848741,"{'latitude': '40.77946153415141', 'longitude': '-73.98580250848741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58968582,2023-09-30T20:50:29.000,2023-09-30T20:54:00.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10472,1528 WATSON AVENUE,WATSON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ADDRESS,BRONX,WATSON AVENUE,Closed,2023-09-30T20:54:04.000,09 BRONX,2037140030,BRONX,1017972,240263,ONLINE,Unspecified,BRONX,40.82607758447021,-73.87815275454255,"{'latitude': '40.82607758447021', 'longitude': '-73.87815275454255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58973464,2023-09-30T20:50:26.000,2023-09-30T21:20:42.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10472,1528 WATSON AVENUE,WATSON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ADDRESS,BRONX,WATSON AVENUE,Closed,2023-09-30T21:20:49.000,09 BRONX,2037140030,BRONX,1017972,240263,PHONE,Unspecified,BRONX,40.82607758447021,-73.87815275454255,"{'latitude': '40.82607758447021', 'longitude': '-73.87815275454255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58970152,2023-09-30T20:50:09.000,2023-09-30T21:24:11.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10040,4411 BROADWAY,BROADWAY,WEST  189 STREET,WEST  190 STREET,WEST  189 STREET,WEST  190 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,2023-09-30T21:24:14.000,12 MANHATTAN,1021800480,MANHATTAN,1002718,250971,ONLINE,Unspecified,MANHATTAN,40.85551298008172,-73.93324030853957,"{'latitude': '40.85551298008172', 'longitude': '-73.93324030853957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58974182,2023-09-30T20:50:00.000,2023-10-02T11:39:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10312,75 AMANDA COURT,AMANDA COURT,BEND,,,,ADDRESS,STATEN ISLAND,,Closed,2023-10-02T11:39:00.000,03 STATEN ISLAND,5057430236,STATEN ISLAND,932891,144732,PHONE,Unspecified,STATEN ISLAND,40.56378301094089,-74.18484622727632,"{'latitude': '40.56378301094089', 'longitude': '-74.18484622727632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation collected the E-waste.,,,,,,
58969922,2023-09-30T20:49:44.000,2023-09-30T22:43:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,18 STARR STREET,STARR STREET,CENTRAL AVENUE,WILSON AVENUE,CENTRAL AVENUE,WILSON AVENUE,ADDRESS,BROOKLYN,STARR STREET,Closed,2023-09-30T22:43:22.000,04 BROOKLYN,3031960013,BROOKLYN,1004292,194467,ONLINE,Unspecified,BROOKLYN,40.700421065299885,-73.92771902406629,"{'latitude': '40.700421065299885', 'longitude': '-73.92771902406629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58972519,2023-09-30T20:49:43.000,2023-09-30T21:19:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,351 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  174 STREET,WEST  175 STREET,WEST  174 STREET,WEST  175 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,Closed,2023-09-30T21:19:19.000,12 MANHATTAN,1021390404,MANHATTAN,1000823,247667,MOBILE,Unspecified,MANHATTAN,40.84644824191318,-73.94009868020876,"{'latitude': '40.84644824191318', 'longitude': '-73.94009868020876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58968545,2023-09-30T20:49:39.000,2023-09-30T20:50:22.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11375,1 TENNIS PLACE,TENNIS PLACE,DARTMOUTH STREET,BURNS STREET,DARTMOUTH STREET,BURNS STREET,ADDRESS,FOREST HILLS,TENNIS PLACE,Closed,2023-09-30T20:50:26.000,06 QUEENS,4032190001,QUEENS,1026762,201267,ONLINE,Unspecified,QUEENS,40.719006004974794,-73.84663871262093,"{'latitude': '40.719006004974794', 'longitude': '-73.84663871262093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58970354,2023-09-30T20:49:37.000,2023-10-04T14:02:06.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10451,421 EAST  157 STREET,EAST  157 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-04T00:00:00.000,01 BRONX,2023790032,BRONX,1007961,238553,ONLINE,Unspecified,BRONX,40.82141666928658,-73.91433137987768,"{'latitude': '40.82141666928658', 'longitude': '-73.91433137987768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,,,,,
59446124,2023-09-30T20:49:17.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10451,419 EAST  157 STREET,EAST  157 STREET,MELROSE AVENUE,ELTON AVENUE,MELROSE AVENUE,ELTON AVENUE,ADDRESS,BRONX,EAST  157 STREET,Closed,2023-10-04T00:00:00.000,01 BRONX,2023790032,BRONX,1007944,238560,ONLINE,Unspecified,BRONX,40.82143592791591,-73.91439277667905,"{'latitude': '40.82143592791591', 'longitude': '-73.91439277667905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58972306,2023-09-30T20:49:12.000,2023-09-30T20:52:38.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10472,1528 WATSON AVENUE,WATSON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ADDRESS,BRONX,WATSON AVENUE,Closed,2023-09-30T20:52:43.000,09 BRONX,2037140030,BRONX,1017972,240263,ONLINE,Unspecified,BRONX,40.82607758447021,-73.87815275454255,"{'latitude': '40.82607758447021', 'longitude': '-73.87815275454255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58974744,2023-09-30T20:49:10.000,2023-09-30T21:10:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,108-34 51 AVENUE,51 AVENUE,108 STREET,111 STREET,108 STREET,111 STREET,ADDRESS,CORONA,51 AVENUE,Closed,2023-09-30T21:10:44.000,04 QUEENS,4020070014,QUEENS,1024676,210470,MOBILE,Unspecified,QUEENS,40.744275726007025,-73.85410861312194,"{'latitude': '40.744275726007025', 'longitude': '-73.85410861312194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
