unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
58825279,2023-09-15T22:12:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10472,1000 ELDER AVENUE,ELDER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,09 BRONX,2037140002,BRONX,1017979,239566,ONLINE,Unspecified,BRONX,40.824164492722204,-73.87813096535862,"{'latitude': '40.824164492722204', 'longitude': '-73.87813096535862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:42:29.000,,,,,,,
58824367,2023-09-15T22:12:34.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10472,1000 ELDER AVENUE,ELDER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,09 BRONX,2037140002,BRONX,1017979,239566,ONLINE,Unspecified,BRONX,40.824164492722204,-73.87813096535862,"{'latitude': '40.824164492722204', 'longitude': '-73.87813096535862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:42:29.000,,,,,,,
58823445,2023-09-15T22:12:34.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10472,1000 ELDER AVENUE,ELDER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,09 BRONX,2037140002,BRONX,1017979,239566,ONLINE,Unspecified,BRONX,40.824164492722204,-73.87813096535862,"{'latitude': '40.824164492722204', 'longitude': '-73.87813096535862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:42:28.000,,,,,,,
58824325,2023-09-15T22:12:34.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10472,1000 ELDER AVENUE,ELDER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,09 BRONX,2037140002,BRONX,1017979,239566,ONLINE,Unspecified,BRONX,40.824164492722204,-73.87813096535862,"{'latitude': '40.824164492722204', 'longitude': '-73.87813096535862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:42:29.000,,,,,,,
58825114,2023-09-15T22:12:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,496 HENDRIX STREET,HENDRIX STREET,SUTTER AVENUE,BLAKE AVENUE,SUTTER AVENUE,BLAKE AVENUE,ADDRESS,BROOKLYN,HENDRIX STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:33:01.000,05 BROOKLYN,3040420029,BROOKLYN,1015155,183240,MOBILE,Unspecified,BROOKLYN,40.66957427011969,-73.88859341404066,"{'latitude': '40.66957427011969', 'longitude': '-73.88859341404066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:32:56.000,,,,,,,
58819860,2023-09-15T22:12:15.000,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,11004,81-14 256 STREET,256 STREET,81 AVENUE,82 AVENUE,81 AVENUE,82 AVENUE,ADDRESS,GLEN OAKS,256 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T22:43:08.000,13 QUEENS,,QUEENS,1063539,209645,PHONE,Hillside Playground,QUEENS,40.74174827087708,-73.71386833776103,"{'latitude': '40.74174827087708', 'longitude': '-73.71386833776103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:43:04.000,,,,,,,
58823260,2023-09-15T22:11:58.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11004,81-14 256 STREET,256 STREET,81 AVENUE,82 AVENUE,81 AVENUE,82 AVENUE,ADDRESS,GLEN OAKS,256 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:43:41.000,13 QUEENS,,QUEENS,1063539,209645,PHONE,Hillside Playground,QUEENS,40.74174827087708,-73.71386833776103,"{'latitude': '40.74174827087708', 'longitude': '-73.71386833776103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:43:36.000,,,,,,,
58822842,2023-09-15T22:11:50.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11374,63-50 WETHEROLE STREET,WETHEROLE STREET,63 AVENUE,63 DRIVE,63 AVENUE,63 DRIVE,ADDRESS,REGO PARK,WETHEROLE STREET,Closed,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",2023-09-15T22:11:50.000,06 QUEENS,4030940034,QUEENS,1021880,204614,MOBILE,Unspecified,QUEENS,40.728214811127245,-73.86423169711932,"{'latitude': '40.728214811127245', 'longitude': '-73.86423169711932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:11:50.000,,,,,,,
58822024,2023-09-15T22:11:45.000,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11103,30-93 38 STREET,38 STREET,30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,ADDRESS,ASTORIA,38 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T11:58:24.000,01 QUEENS,4006607503,QUEENS,1007111,216972,ONLINE,Unspecified,QUEENS,40.76218491030633,-73.91747591296894,"{'latitude': '40.76218491030633', 'longitude': '-73.91747591296894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58824209,2023-09-15T22:11:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11101,39-21 29 STREET,29 STREET,39 AVENUE,40 AVENUE,39 AVENUE,40 AVENUE,ADDRESS,LONG ISLAND CITY,29 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:31:06.000,01 QUEENS,4003990012,QUEENS,1002316,213678,ONLINE,Unspecified,QUEENS,40.75315482252709,-73.93479384225363,"{'latitude': '40.75315482252709', 'longitude': '-73.93479384225363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:31:01.000,,,,,,,
58825429,2023-09-15T22:11:30.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11220,541 51 STREET,51 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,51 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T23:09:08.000,07 BROOKLYN,3007920050,BROOKLYN,981493,173893,MOBILE,Unspecified,BROOKLYN,40.64397231733456,-74.00993463915515,"{'latitude': '40.64397231733456', 'longitude': '-74.00993463915515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:09:06.000,,,,,,,
58820718,2023-09-15T22:11:20.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10453,17 WEST  182 STREET,WEST  182 STREET,JEROME AVENUE,DAVIDSON AVENUE,JEROME AVENUE,DAVIDSON AVENUE,ADDRESS,BRONX,WEST  182 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-15T22:18:46.000,05 BRONX,2031960023,BRONX,1010407,251641,MOBILE,Unspecified,BRONX,40.857332496725945,-73.905442863751,"{'latitude': '40.857332496725945', 'longitude': '-73.905442863751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:18:43.000,,,,,,,
58821629,2023-09-15T22:11:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11219,1574 56 STREET,56 STREET,15 AVENUE,16 AVENUE,15 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,56 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:56:28.000,12 BROOKLYN,3054910037,BROOKLYN,986941,167905,MOBILE,Unspecified,BROOKLYN,40.62753655184747,-73.99030557477715,"{'latitude': '40.62753655184747', 'longitude': '-73.99030557477715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:56:25.000,,,,,,,
58825919,2023-09-15T22:11:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11233,354 KINGSBOROUGH    3 WALK,KINGSBOROUGH    3 WALK,PACIFIC STREET,BERGEN STREET,PACIFIC STREET,BERGEN STREET,ADDRESS,BROOKLYN,KINGSBOROUGH    3 WALK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:03:37.000,08 BROOKLYN,3013440001,BROOKLYN,1004819,185212,ONLINE,Unspecified,BROOKLYN,40.67501701353207,-73.92584666781006,"{'latitude': '40.67501701353207', 'longitude': '-73.92584666781006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:03:34.000,,,,,,,
58824563,2023-09-15T22:11:14.000,DOT,Department of Transportation,Street Sign - Damaged,Other/Unknown,Street,11101,38-25 VERNON BOULEVARD,VERNON BOULEVARD,38 AVENUE,40 AVENUE,38 AVENUE,40 AVENUE,ADDRESS,LONG ISLAND CITY,VERNON BOULEVARD,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-03T09:56:07.000,01 QUEENS,4004760001,QUEENS,999644,215826,MOBILE,Unspecified,QUEENS,40.759055589732675,-73.9444330515103,"{'latitude': '40.759055589732675', 'longitude': '-73.9444330515103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-03T09:56:02.000,,,,,,,
58823091,2023-09-15T22:11:10.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10304,44 PARK HILL COURT,PARK HILL COURT,PARK HILL AVENUE,FAIRWAY AVENUE,PARK HILL AVENUE,FAIRWAY AVENUE,ADDRESS,STATEN ISLAND,PARK HILL COURT,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T22:29:28.000,01 STATEN ISLAND,5028690001,STATEN ISLAND,962909,164746,ONLINE,Unspecified,STATEN ISLAND,40.61884046386419,-74.07687172108918,"{'latitude': '40.61884046386419', 'longitude': '-74.07687172108918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:29:24.000,,,,,,,
58825926,2023-09-15T22:10:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,107 POST AVENUE,POST AVENUE,WEST  204 STREET,WEST  207 STREET,WEST  204 STREET,WEST  207 STREET,ADDRESS,NEW YORK,POST AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:18:41.000,12 MANHATTAN,1022190001,MANHATTAN,1006208,254189,MOBILE,Unspecified,MANHATTAN,40.864337428793434,-73.92061382485133,"{'latitude': '40.864337428793434', 'longitude': '-73.92061382485133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:18:36.000,,,,,,,
58819914,2023-09-15T22:10:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11691,249 BEACH   15 STREET,BEACH   15 STREET,HEYSON ROAD,NEW HAVEN AVENUE,HEYSON ROAD,NEW HAVEN AVENUE,ADDRESS,FAR ROCKAWAY,BEACH   15 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:08:44.000,14 QUEENS,4156290062,QUEENS,1053933,156887,MOBILE,Unspecified,QUEENS,40.597020881541596,-73.74907884692875,"{'latitude': '40.597020881541596', 'longitude': '-73.74907884692875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T01:08:41.000,,,,,,,
58823427,2023-09-15T22:10:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10456,1378 COLLEGE AVENUE,COLLEGE AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,COLLEGE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:31:51.000,04 BRONX,2027830032,BRONX,1008898,244203,ONLINE,Unspecified,BRONX,40.83692172981092,-73.91092521249897,"{'latitude': '40.83692172981092', 'longitude': '-73.91092521249897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:31:48.000,,,,,,,
58822315,2023-09-15T22:10:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,112-22 38 AVENUE,38 AVENUE,112 STREET,114 STREET,112 STREET,114 STREET,ADDRESS,CORONA,38 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T22:57:36.000,03 QUEENS,4017850009,QUEENS,1024407,213888,PHONE,Unspecified,QUEENS,40.753658487708044,-73.85505898217787,"{'latitude': '40.753658487708044', 'longitude': '-73.85505898217787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:57:33.000,,,,,,,
58823225,2023-09-15T22:10:32.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10003,125 1 AVENUE,1 AVENUE,EAST    7 STREET,ST MARKS PLACE,EAST    7 STREET,ST MARKS PLACE,ADDRESS,NEW YORK,1 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T22:18:51.000,03 MANHATTAN,1004490033,MANHATTAN,988273,204267,ONLINE,Unspecified,MANHATTAN,40.72734150754721,-73.98548529076433,"{'latitude': '40.72734150754721', 'longitude': '-73.98548529076433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:18:46.000,,,,,,,
58825428,2023-09-15T22:10:24.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11220,574 51 STREET,51 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,51 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T23:08:57.000,07 BROOKLYN,3008000037,BROOKLYN,981638,173771,MOBILE,Unspecified,BROOKLYN,40.64363749754137,-74.00941209548625,"{'latitude': '40.64363749754137', 'longitude': '-74.00941209548625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:08:55.000,,,,,,,
58824045,2023-09-15T22:10:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11378,69-15 54 AVENUE,54 AVENUE,69 STREET,69 PLACE,69 STREET,69 PLACE,ADDRESS,MASPETH,54 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T22:51:11.000,05 QUEENS,4024980051,QUEENS,1013337,204903,PHONE,Unspecified,QUEENS,40.72904026270323,-73.89505339072592,"{'latitude': '40.72904026270323', 'longitude': '-73.89505339072592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:51:06.000,,,,,,,
58824174,2023-09-15T22:10:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,386 METROPOLITAN AVENUE,METROPOLITAN AVENUE,HAVEMEYER STREET,NORTH    5 STREET,HAVEMEYER STREET,NORTH    5 STREET,ADDRESS,BROOKLYN,METROPOLITAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:36:51.000,01 BROOKLYN,3023690015,BROOKLYN,996671,199433,MOBILE,Unspecified,BROOKLYN,40.714065539041826,-73.95519480461472,"{'latitude': '40.714065539041826', 'longitude': '-73.95519480461472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:36:46.000,,,,,,,
58821474,2023-09-15T22:10:05.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11223,1984 WEST    8 STREET,WEST    8 STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,WEST    8 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T23:54:58.000,11 BROOKLYN,3070800040,BROOKLYN,989811,157553,PHONE,Unspecified,BROOKLYN,40.59912111158917,-73.97997482129757,"{'latitude': '40.59912111158917', 'longitude': '-73.97997482129757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:54:54.000,,,,,,,
58819947,2023-09-15T22:10:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1460 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:13:26.000,03 BRONX,2029110001,BRONX,1010863,244145,ONLINE,Unspecified,BRONX,40.83675683376762,-73.90382418403077,"{'latitude': '40.83675683376762', 'longitude': '-73.90382418403077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:13:23.000,,,,,,,
58820209,2023-09-15T22:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Underground,,10458,,,,,MOSHOLU PARKWAY,EAST VAN CORTLANDT AVENUE,INTERSECTION,BRONX,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-16T17:45:00.000,07 BRONX,,BRONX,1016648,258585,UNKNOWN,Unspecified,BRONX,40.87637095180376,-73.88284820118412,"{'latitude': '40.87637095180376', 'longitude': '-73.88284820118412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:45:00.000,N/A,,,,,,
58824166,2023-09-15T22:09:59.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10462,1911 MATTHEWS AVENUE,MATTHEWS AVENUE,RHINELANDER AVENUE,BRONXDALE AVENUE,RHINELANDER AVENUE,BRONXDALE AVENUE,ADDRESS,BRONX,MATTHEWS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:32:48.000,11 BRONX,2042620028,BRONX,1022263,248483,MOBILE,Unspecified,BRONX,40.84862164876721,-73.86260157934821,"{'latitude': '40.84862164876721', 'longitude': '-73.86260157934821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:32:45.000,,,,,,,
58823303,2023-09-15T22:09:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10010,228 EAST   26 STREET,EAST   26 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   26 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T22:25:31.000,06 MANHATTAN,1009060040,MANHATTAN,989660,208945,ONLINE,Unspecified,MANHATTAN,40.74018072669994,-73.98047732808377,"{'latitude': '40.74018072669994', 'longitude': '-73.98047732808377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:25:29.000,,,,,,,
58823950,2023-09-15T22:09:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11231,273 SMITH STREET,SMITH STREET,DEGRAW STREET,SACKETT STREET,DEGRAW STREET,SACKETT STREET,ADDRESS,BROOKLYN,SMITH STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T22:40:38.000,06 BROOKLYN,3004220006,BROOKLYN,986125,187971,ONLINE,Unspecified,BROOKLYN,40.682613541568664,-73.99323966551619,"{'latitude': '40.682613541568664', 'longitude': '-73.99323966551619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:40:35.000,,,,,,,
58822495,2023-09-15T22:08:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,81-15 KNEELAND AVENUE,KNEELAND AVENUE,MANILLA STREET,CODWISE PLACE,MANILLA STREET,CODWISE PLACE,ADDRESS,ELMHURST,KNEELAND AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:29:16.000,04 QUEENS,4024720074,QUEENS,1016516,206812,ONLINE,Unspecified,QUEENS,40.73426896991235,-73.88357433913555,"{'latitude': '40.73426896991235', 'longitude': '-73.88357433913555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:29:11.000,,,,,,,
58820273,2023-09-15T22:08:26.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11237,1517 DEKALB AVENUE,DEKALB AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-15T22:08:26.000,04 BROOKLYN,3032360044,BROOKLYN,1006016,195050,MOBILE,Unspecified,BROOKLYN,40.702017190644426,-73.92149957979451,"{'latitude': '40.702017190644426', 'longitude': '-73.92149957979451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T10:08:15.000,,,,,,,
58823159,2023-09-15T22:08:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11238,407 VANDERBILT AVENUE,VANDERBILT AVENUE,GREENE AVENUE,GATES AVENUE,GREENE AVENUE,GATES AVENUE,ADDRESS,BROOKLYN,VANDERBILT AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T22:55:33.000,02 BROOKLYN,3019600031,BROOKLYN,993026,189130,ONLINE,Unspecified,BROOKLYN,40.68579057988303,-73.96835652087903,"{'latitude': '40.68579057988303', 'longitude': '-73.96835652087903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:55:29.000,,,,,,,
58822198,2023-09-15T22:08:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10003,,,,,3 AVENUE,EAST 16 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection investigated this complaint and repaired or replaced the hydrant.,2023-09-19T13:00:00.000,06 MANHATTAN,,MANHATTAN,988071,206918,ONLINE,Unspecified,MANHATTAN,40.734617942572335,-73.98621258752621,"{'latitude': '40.734617942572335', 'longitude': '-73.98621258752621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T13:00:00.000,,,,,,,
58823868,2023-09-15T22:08:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11238,475 CLERMONT AVENUE,CLERMONT AVENUE,FULTON ST,ATLANTIC AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-18T12:16:00.000,02 BROOKLYN,3020097501,BROOKLYN,992878,188224,ONLINE,Unspecified,BROOKLYN,40.68330396241382,-73.96889132213484,"{'latitude': '40.68330396241382', 'longitude': '-73.96889132213484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:16:00.000,N/A,,,,,,
58824696,2023-09-15T22:08:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10471,3902 MANHATTAN COLLEGE PARKWAY,MANHATTAN COLLEGE PARKWAY,HENRY HUDSON PKWY E,DELAFIELD AVE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-18T12:15:00.000,08 BRONX,2057811100,BRONX,1009694,263653,ONLINE,Unspecified,BRONX,40.890303808300075,-73.90797472720007,"{'latitude': '40.890303808300075', 'longitude': '-73.90797472720007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:15:00.000,N/A,,,,,,
58824758,2023-09-15T22:07:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,89-21 RUTLEDGE AVENUE,RUTLEDGE AVENUE,89 STREET,WOODHAVEN BOULEVARD,89 STREET,WOODHAVEN BOULEVARD,ADDRESS,RIDGEWOOD,RUTLEDGE AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T22:34:21.000,05 QUEENS,4038730028,QUEENS,1022737,198023,MOBILE,Unspecified,QUEENS,40.71012043723417,-73.86117734946446,"{'latitude': '40.71012043723417', 'longitude': '-73.86117734946446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:34:15.000,,,,,,,
58825079,2023-09-15T22:07:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10309,MAGUIRE AVENUE,MAGUIRE AVENUE,MAGUIRE AVENUE,MCBAINE AVENUE,MAGUIRE AVENUE,MCBAINE AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T22:40:56.000,03 STATEN ISLAND,,STATEN ISLAND,925337,137284,ONLINE,Unspecified,STATEN ISLAND,40.54329276296811,-74.21196887110979,"{'latitude': '40.54329276296811', 'longitude': '-74.21196887110979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:40:50.000,,,,,,,
