unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,vehicle_type,due_date,taxi_company_borough
58834575,2023-09-16T13:31:52.000,2023-09-16T13:48:11.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11363,208 ARLEIGH ROAD,ARLEIGH ROAD,CENTER DRIVE,EAST DRIVE,CENTER DRIVE,EAST DRIVE,ADDRESS,LITTLE NECK,ARLEIGH ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T13:48:13.000,11 QUEENS,4080500008,QUEENS,1053459,221769,MOBILE,Unspecified,QUEENS,40.775110043551386,-73.75011919886319,"{'latitude': '40.775110043551386', 'longitude': '-73.75011919886319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58835786,2023-09-16T13:31:50.000,2023-09-16T14:34:22.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10468,2751 JEROME AVENUE,JEROME AVENUE,EAST  196 STREET,PAUL AVENUE,EAST  196 STREET,PAUL AVENUE,ADDRESS,BRONX,JEROME AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T14:34:28.000,07 BRONX,2032470070,BRONX,1013036,256040,MOBILE,Unspecified,BRONX,40.869398232673014,-73.89592018483569,"{'latitude': '40.869398232673014', 'longitude': '-73.89592018483569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58830443,2023-09-16T13:31:43.000,2023-09-16T13:56:15.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10011,200 WEST   13 STREET,WEST   13 STREET,7 AVENUE,GREENWICH AVENUE,7 AVENUE,GREENWICH AVENUE,ADDRESS,NEW YORK,WEST   13 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T13:56:18.000,02 MANHATTAN,1006170055,MANHATTAN,984115,208144,MOBILE,Unspecified,MANHATTAN,40.737983834073944,-74.00048714857442,"{'latitude': '40.737983834073944', 'longitude': '-74.00048714857442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58831117,2023-09-16T13:31:42.000,2023-09-17T18:53:39.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11233,144 RALPH AVENUE,RALPH AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-17T00:00:00.000,03 BROOKLYN,3016630055,BROOKLYN,1005564,188867,ONLINE,Unspecified,BROOKLYN,40.685047393309745,-73.92314930845146,"{'latitude': '40.685047393309745', 'longitude': '-73.92314930845146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58836363,2023-09-16T13:31:42.000,2023-10-21T05:03:17.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10461,2935 WILKINSON AVENUE,WILKINSON AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-21T00:00:00.000,10 BRONX,2042450026,BRONX,1031086,249612,PHONE,Unspecified,BRONX,40.85167802151147,-73.83070293065111,"{'latitude': '40.85167802151147', 'longitude': '-73.83070293065111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58833242,2023-09-16T13:31:37.000,2023-09-16T21:55:27.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11379,66-20 75 STREET,75 STREET,JUNIPER VALLEY ROAD,66 DRIVE,JUNIPER VALLEY ROAD,66 DRIVE,ADDRESS,MIDDLE VILLAGE,75 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T21:55:32.000,05 QUEENS,4030590043,QUEENS,1017831,199766,PHONE,Unspecified,QUEENS,40.714924532798825,-73.87886457846194,"{'latitude': '40.714924532798825', 'longitude': '-73.87886457846194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58830395,2023-09-16T13:31:36.000,2023-09-16T14:00:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11238,798 PACIFIC STREET,PACIFIC STREET,CARLTON AVENUE,VANDERBILT AVENUE,CARLTON AVENUE,VANDERBILT AVENUE,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T14:00:40.000,08 BROOKLYN,,BROOKLYN,992927,187445,MOBILE,Unspecified,BROOKLYN,40.681165736910856,-73.96871565334571,"{'latitude': '40.681165736910856', 'longitude': '-73.96871565334571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58836645,2023-09-16T13:31:26.000,2023-09-26T15:26:26.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11374,87-29 62 ROAD,62 ROAD,WOODHAVEN BOULEVARD,ALDERTON STREET,WOODHAVEN BOULEVARD,ALDERTON STREET,ADDRESS,REGO PARK,62 ROAD,Closed,"The Department of Transportation inspected the condition and made the determination that the street meets resurfacing standards and will be planned for either the next or future resurfacing seasons (2 - 3 years). The Department of Transportation works with Community Boards and elected officials to determine resurfacing priority. For specific scheduling information regarding your street, contact your Community Board.",2023-09-26T15:26:29.000,06 QUEENS,4031060052,QUEENS,1020475,204101,PHONE,Unspecified,QUEENS,40.72681261818155,-73.86930366348675,"{'latitude': '40.72681261818155', 'longitude': '-73.86930366348675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58836730,2023-09-16T13:31:05.000,2023-09-23T11:26:18.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11212,968 RUTLAND ROAD,RUTLAND ROAD,EAST   92 STREET,EAST   93 STREET,EAST   92 STREET,EAST   93 STREET,ADDRESS,BROOKLYN,RUTLAND ROAD,Closed,The Department of Sanitation removed the items.,2023-09-23T11:26:22.000,17 BROOKLYN,3046110003,BROOKLYN,1004403,180480,ONLINE,Unspecified,BROOKLYN,40.662029690076444,-73.92736053567758,"{'latitude': '40.662029690076444', 'longitude': '-73.92736053567758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58827830,2023-09-16T13:30:48.000,2023-09-16T14:02:57.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10025,633 WEST  115 STREET,WEST  115 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  115 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T14:03:00.000,09 MANHATTAN,1018960052,MANHATTAN,993692,233646,MOBILE,Unspecified,MANHATTAN,40.80797510431966,-73.96589263851523,"{'latitude': '40.80797510431966', 'longitude': '-73.96589263851523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58834625,2023-09-16T13:30:44.000,2023-09-16T15:06:30.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10001,253 WEST   28 STREET,WEST   28 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   28 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T15:06:34.000,05 MANHATTAN,1007780007,MANHATTAN,985682,211746,ONLINE,Unspecified,MANHATTAN,40.74787031024551,-73.994831849749,"{'latitude': '40.74787031024551', 'longitude': '-73.994831849749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58827038,2023-09-16T13:30:36.000,2023-09-16T15:02:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,MYRTLE AVENUE,MYRTLE AVENUE,MYRTLE AVENUE,WYCKOFF AVENUE,MYRTLE AVENUE,WYCKOFF AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T15:02:40.000,0 Unspecified,,Unspecified,1008918,194147,MOBILE,Unspecified,Unspecified,40.69953105419444,-73.91103665226316,"{'latitude': '40.69953105419444', 'longitude': '-73.91103665226316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58835669,2023-09-16T13:30:28.000,2023-09-16T13:59:59.000,NYPD,New York City Police Department,Illegal Parking,Detached Trailer,Street/Sidewalk,11691,1380 DICKENS STREET,DICKENS STREET,MOTT AVENUE,ENRIGHT ROAD,MOTT AVENUE,ENRIGHT ROAD,ADDRESS,FAR ROCKAWAY,DICKENS STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T14:00:02.000,14 QUEENS,4156650052,QUEENS,1050797,160954,ONLINE,Unspecified,QUEENS,40.60820802955386,-73.76033112672347,"{'latitude': '40.60820802955386', 'longitude': '-73.76033112672347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58831074,2023-09-16T13:30:28.000,2023-09-16T14:20:17.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11433,112 ROAD,112 ROAD,112 ROAD,GUY BREWER BOULEVARD,112 ROAD,GUY BREWER BOULEVARD,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T14:20:24.000,12 QUEENS,,QUEENS,1043505,190676,ONLINE,Unspecified,QUEENS,40.68983998767087,-73.78633203665359,"{'latitude': '40.68983998767087', 'longitude': '-73.78633203665359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58830459,2023-09-16T13:30:10.000,2023-09-16T14:34:44.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10468,1 WEST KINGSBRIDGE ROAD,WEST KINGSBRIDGE ROAD,EAST KINGSBRIDGE ROAD,DAVIDSON AVENUE,EAST KINGSBRIDGE ROAD,DAVIDSON AVENUE,ADDRESS,BRONX,WEST KINGSBRIDGE ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T14:34:47.000,07 BRONX,2032470002,BRONX,1012580,255353,MOBILE,Unspecified,BRONX,40.86751410368155,-73.89757181969057,"{'latitude': '40.86751410368155', 'longitude': '-73.89757181969057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58829676,2023-09-16T13:30:08.000,2023-09-16T14:27:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11226,1046 FLATBUSH AVENUE,FLATBUSH AVENUE,REGENT PLACE,DURYEA PLACE,REGENT PLACE,DURYEA PLACE,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T14:27:15.000,14 BROOKLYN,3051250066,BROOKLYN,995887,174498,MOBILE,Unspecified,BROOKLYN,40.64562569574606,-73.9580659177342,"{'latitude': '40.64562569574606', 'longitude': '-73.9580659177342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58833699,2023-09-16T13:30:04.000,2023-09-16T13:59:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,501 WEST  141 STREET,WEST  141 STREET,AMSTERDAM AVENUE,HAMILTON PLACE,AMSTERDAM AVENUE,HAMILTON PLACE,ADDRESS,NEW YORK,WEST  141 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T13:59:32.000,09 MANHATTAN,1020730029,MANHATTAN,998196,239035,MOBILE,Unspecified,MANHATTAN,40.8227604372733,-73.9496116326672,"{'latitude': '40.8227604372733', 'longitude': '-73.9496116326672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826499,2023-09-16T13:30:01.000,2023-09-16T14:22:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,115 WASHINGTON STREET,WASHINGTON STREET,BROOKLYN QUEENS EP EB ET   28 B,PROSPECT STREET,BROOKLYN QUEENS EP EB ET   28 B,PROSPECT STREET,ADDRESS,BROOKLYN,WASHINGTON STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T14:22:17.000,02 BROOKLYN,3000620001,BROOKLYN,987103,194612,MOBILE,Unspecified,BROOKLYN,40.700841292512564,-73.9897106625446,"{'latitude': '40.700841292512564', 'longitude': '-73.9897106625446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58834592,2023-09-16T13:30:00.000,2023-09-16T17:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,10463,,,,,BAILEY AVENUE,WEST 234 STREET,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-16T17:00:00.000,08 BRONX,,BRONX,1011711,260087,UNKNOWN,Unspecified,BRONX,40.88051021542569,-73.90069431542804,"{'latitude': '40.88051021542569', 'longitude': '-73.90069431542804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58830410,2023-09-16T13:29:56.000,2023-09-16T14:39:10.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10310,204 DONGAN STREET,DONGAN STREET,WHITE PLACE,CARY AVENUE,WHITE PLACE,CARY AVENUE,ADDRESS,STATEN ISLAND,DONGAN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T14:39:13.000,01 STATEN ISLAND,5002140032,STATEN ISLAND,949843,169751,MOBILE,Unspecified,STATEN ISLAND,40.63253701832805,-74.12396179578205,"{'latitude': '40.63253701832805', 'longitude': '-74.12396179578205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58833173,2023-09-16T13:29:51.000,2023-09-16T15:20:37.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,10464,77 PILOT STREET,PILOT STREET,DEAD END,CITY ISLAND AVENUE,DEAD END,CITY ISLAND AVENUE,ADDRESS,BRONX,PILOT STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T15:20:41.000,10 BRONX,2056260080,BRONX,1043573,245743,MOBILE,Unspecified,BRONX,40.840983717520885,-73.78560083444351,"{'latitude': '40.840983717520885', 'longitude': '-73.78560083444351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58830351,2023-09-16T13:29:46.000,2023-09-16T13:55:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10016,119 EAST   30 STREET,EAST   30 STREET,PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   30 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T13:55:37.000,05 MANHATTAN,1008860014,MANHATTAN,989189,210391,MOBILE,Unspecified,MANHATTAN,40.744149911764055,-73.98217592957717,"{'latitude': '40.744149911764055', 'longitude': '-73.98217592957717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58827130,2023-09-16T13:29:40.000,2023-09-16T13:39:47.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,68-40 AUSTIN STREET,AUSTIN STREET,YELLOWSTONE BOULEVARD,BEND,YELLOWSTONE BOULEVARD,BEND,ADDRESS,FOREST HILLS,AUSTIN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T13:39:49.000,06 QUEENS,4032340022,QUEENS,1025547,202516,ONLINE,Unspecified,QUEENS,40.7224399589477,-73.8510141316442,"{'latitude': '40.7224399589477', 'longitude': '-73.8510141316442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58831812,2023-09-16T13:29:39.000,2023-09-16T14:12:13.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11232,41 STREET,41 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T14:12:17.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,
58831864,2023-09-16T13:29:22.000,2023-09-16T13:52:48.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11249,76 BERRY STREET,BERRY STREET,NORTH   10 STREET,NORTH    9 STREET,NORTH   10 STREET,NORTH    9 STREET,ADDRESS,BROOKLYN,BERRY STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T13:52:52.000,01 BROOKLYN,3023030024,BROOKLYN,995997,201572,MOBILE,Unspecified,BROOKLYN,40.71993750103475,-73.95762233318088,"{'latitude': '40.71993750103475', 'longitude': '-73.95762233318088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58835773,2023-09-16T13:29:12.000,2023-09-16T15:14:42.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10308,96 WILLOW WOOD LANE,WILLOW WOOD LANE,SANDALWOOD DRIVE,DEAD END,SANDALWOOD DRIVE,DEAD END,ADDRESS,STATEN ISLAND,WILLOWWOOD LANE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T15:14:46.000,03 STATEN ISLAND,5045000302,STATEN ISLAND,944526,143220,PHONE,Unspecified,STATEN ISLAND,40.55969262524379,-74.14296189134134,"{'latitude': '40.55969262524379', 'longitude': '-74.14296189134134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58827849,2023-09-16T13:29:09.000,2023-09-16T14:34:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10468,2727 JEROME AVENUE,JEROME AVENUE,EAST KINGSBRIDGE ROAD,WEST  195 STREET,EAST KINGSBRIDGE ROAD,WEST  195 STREET,ADDRESS,BRONX,JEROME AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T14:34:37.000,07 BRONX,2032470002,BRONX,1012822,255679,MOBILE,Unspecified,BRONX,40.868408093774754,-73.89669547038399,"{'latitude': '40.868408093774754', 'longitude': '-73.89669547038399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58829034,2023-09-16T13:29:09.000,2023-09-16T14:06:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,303 NEWKIRK AVENUE,NEWKIRK AVENUE,LAWRENCE AVENUE,EAST    8 STREET,LAWRENCE AVENUE,EAST    8 STREET,ADDRESS,BROOKLYN,NEWKIRK AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T14:06:27.000,14 BROOKLYN,3054210149,BROOKLYN,992696,169752,MOBILE,Unspecified,BROOKLYN,40.63260255915122,-73.96957066797395,"{'latitude': '40.63260255915122', 'longitude': '-73.96957066797395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826618,2023-09-16T13:29:08.000,2023-09-16T14:20:02.000,NYPD,New York City Police Department,Drinking,In Public,Street/Sidewalk,11433,112 ROAD,112 ROAD,112 ROAD,DILLON STREET,112 ROAD,DILLON STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T14:20:05.000,12 QUEENS,,QUEENS,1043186,190522,ONLINE,Unspecified,QUEENS,40.68941942432049,-73.78748366337253,"{'latitude': '40.68941942432049', 'longitude': '-73.78748366337253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58827717,2023-09-16T13:29:00.000,2023-09-16T14:00:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11237,261 HIMROD STREET,HIMROD STREET,KNICKERBOCKER AVE,IRVING AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-16T14:00:00.000,04 BROOKLYN,3032690038,BROOKLYN,1006673,194625,MOBILE,Unspecified,BROOKLYN,40.70084902523654,-73.91913148518553,"{'latitude': '40.70084902523654', 'longitude': '-73.91913148518553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58827707,2023-09-16T13:29:00.000,2023-09-16T13:55:00.000,DEP,Department of Environmental Protection,Sewer,Manhole Overflow (Use Comments) (SA1),,11217,,,,,BOND STREET,SCHERMERHORN STREET,INTERSECTION,BROOKLYN,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-16T13:55:00.000,02 BROOKLYN,,BROOKLYN,988691,189997,PHONE,Unspecified,BROOKLYN,40.688173532809955,-73.9839865872125,"{'latitude': '40.688173532809955', 'longitude': '-73.9839865872125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58831170,2023-09-16T13:28:55.000,2023-09-29T06:40:31.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11368,98-23 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,,,,,ADDRESS,CORONA,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,04 QUEENS,4019180085,QUEENS,1023063,207324,PHONE,Unspecified,QUEENS,40.73564797499322,-73.85994783080642,"{'latitude': '40.73564797499322', 'longitude': '-73.85994783080642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58833886,2023-09-16T13:28:36.000,2023-09-25T09:43:41.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,10306,20 PRIMROSE PLACE,PRIMROSE PLACE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,03 STATEN ISLAND,5040020001,STATEN ISLAND,952136,144295,PHONE,Unspecified,STATEN ISLAND,40.56267411500763,-74.11557955815077,"{'latitude': '40.56267411500763', 'longitude': '-74.11557955815077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58836834,2023-09-16T13:28:35.000,2023-09-21T05:22:49.000,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11420,132-16 133 AVENUE,133 AVENUE,132 STREET,133 STREET,132 STREET,133 STREET,ADDRESS,SOUTH OZONE PARK,133 AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-18T04:23:09.000,10 QUEENS,4117920038,QUEENS,1037914,183145,PHONE,Unspecified,QUEENS,40.6692048161853,-73.80655255910762,"{'latitude': '40.6692048161853', 'longitude': '-73.80655255910762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58831570,2023-09-16T13:28:29.000,2023-09-16T13:28:29.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11218,311 EAST    3 STREET,EAST    3 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-16T00:00:00.000,12 BROOKLYN,3053360050,BROOKLYN,990473,174027,UNKNOWN,Unspecified,BROOKLYN,40.644338361324316,-73.97757577106825,"{'latitude': '40.644338361324316', 'longitude': '-73.97757577106825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826521,2023-09-16T13:28:23.000,2023-09-16T14:35:18.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10468,10 WEST  195 STREET,WEST  195 STREET,JEROME AVENUE,RESERVOIR AVENUE,JEROME AVENUE,RESERVOIR AVENUE,ADDRESS,BRONX,WEST  195 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T14:35:23.000,07 BRONX,2032470002,BRONX,1012704,255827,MOBILE,Unspecified,BRONX,40.868814689528996,-73.89712148070981,"{'latitude': '40.868814689528996', 'longitude': '-73.89712148070981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58833119,2023-09-16T13:28:20.000,2023-09-16T20:29:49.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11414,158-14 CROSS BAY BOULEVARD,CROSS BAY BOULEVARD,158 AVENUE,159 AVENUE,158 AVENUE,159 AVENUE,ADDRESS,HOWARD BEACH,CROSS BAY BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T20:29:52.000,10 QUEENS,4139910012,QUEENS,1028587,179929,MOBILE,Unspecified,QUEENS,40.660429246699955,-73.84019550051126,"{'latitude': '40.660429246699955', 'longitude': '-73.84019550051126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58833923,2023-09-16T13:28:13.000,2023-11-17T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10467,3800 CARPENTER AVENUE,CARPENTER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-11-17T00:00:00.000,12 BRONX,2046540001,BRONX,1021416,261586,UNKNOWN,Unspecified,BRONX,40.88458896447199,-73.86559039482232,"{'latitude': '40.88458896447199', 'longitude': '-73.86559039482232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58827959,2023-09-16T13:28:00.000,2023-09-17T17:10:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10024,,,,,COLUMBUS AVENUE,WEST 83 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-17T17:10:00.000,07 MANHATTAN,,MANHATTAN,991562,225106,UNKNOWN,Unspecified,MANHATTAN,40.784537143135864,-73.97359614122578,"{'latitude': '40.784537143135864', 'longitude': '-73.97359614122578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
