unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58790303,2023-09-12T15:18:28.000,2023-09-27T00:00:00.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,10011,140 7 AVENUE,7 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-27T00:00:00.000,04 MANHATTAN,1007687502,MANHATTAN,984893,209361,UNKNOWN,Unspecified,MANHATTAN,40.74132417455931,-73.997679613054,"{'latitude': '40.74132417455931', 'longitude': '-73.997679613054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58797473,2023-09-12T15:18:19.000,2023-09-14T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,,10458,225 EAST  203 STREET,EAST  203 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-14T00:00:00.000,07 BRONX,2033090035,BRONX,1015865,257630,UNKNOWN,Unspecified,BRONX,40.87375261271786,-73.88568404778907,"{'latitude': '40.87375261271786', 'longitude': '-73.88568404778907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58798879,2023-09-12T15:18:19.000,2023-10-19T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11435,111-04 147 STREET,147 STREET,,,,,ADDRESS,JAMAICA,,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-19T00:00:00.000,12 QUEENS,,QUEENS,1040464,189826,UNKNOWN,Unspecified,QUEENS,40.68752677644756,-73.79730464904901,"{'latitude': '40.68752677644756', 'longitude': '-73.79730464904901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58790295,2023-09-12T15:18:18.000,2023-09-13T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Excavation Undermining Adjacent Building,,11225,435 BROOKLYN AVENUE,BROOKLYN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-13T00:00:00.000,09 BROOKLYN,3013110002,BROOKLYN,999387,181334,UNKNOWN,Unspecified,BROOKLYN,40.66438372671371,-73.94543828112451,"{'latitude': '40.66438372671371', 'longitude': '-73.94543828112451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58798731,2023-09-12T15:18:18.000,2023-09-12T15:40:49.000,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,11368,35 AVENUE,35 AVENUE,35 AVENUE,97 STREET,35 AVENUE,97 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T15:40:54.000,03 QUEENS,,QUEENS,1020075,213847,ONLINE,Unspecified,QUEENS,40.75356456599995,-73.87069491847777,"{'latitude': '40.75356456599995', 'longitude': '-73.87069491847777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58792717,2023-09-12T15:18:12.000,2023-09-14T08:01:34.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11231,410 SMITH STREET,SMITH STREET,4 PLACE,LUQUER STREET,4 PLACE,LUQUER STREET,ADDRESS,BROOKLYN,SMITH STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-13T13:58:38.000,06 BROOKLYN,,BROOKLYN,985185,185975,ONLINE,Unspecified,BROOKLYN,40.67713512338098,-73.99662912346871,"{'latitude': '40.67713512338098', 'longitude': '-73.99662912346871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58794551,2023-09-12T15:18:05.000,2023-09-12T15:21:01.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10019,112 CENTRAL PARK SOUTH,CENTRAL PARK SOUTH,AVENUE OF THE AMERICAS,CENTRAL PARK EXIT    7 AVENUE,AVENUE OF THE AMERICAS,CENTRAL PARK EXIT    7 AVENUE,ADDRESS,NEW YORK,CENTRAL PARK SOUTH,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T15:21:08.000,05 MANHATTAN,1010110038,MANHATTAN,990658,218328,ONLINE,Unspecified,MANHATTAN,40.76593401492696,-73.9768669767047,"{'latitude': '40.76593401492696', 'longitude': '-73.9768669767047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58792641,2023-09-12T15:17:30.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10023,36 CENTRAL PARK WEST,CENTRAL PARK WEST,WEST   63 STREET,WEST   64 STREET,WEST   63 STREET,WEST   64 STREET,ADDRESS,NEW YORK,CENTRAL PARK WEST,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T12:06:59.000,07 MANHATTAN,1011160029,MANHATTAN,989842,220157,ONLINE,Unspecified,MANHATTAN,40.77095469856518,-73.97981123309117,"{'latitude': '40.77095469856518', 'longitude': '-73.97981123309117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"36 CENTRAL PARK WEST, MANHATTAN (NEW YORK), NY, 10023",,,,,,,
58793845,2023-09-12T15:17:23.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11205,33 NORTH ELLIOTT PLACE,NORTH ELLIOTT PLACE,FLUSHING AVENUE,PARK AVENUE,FLUSHING AVENUE,PARK AVENUE,ADDRESS,BROOKLYN,NORTH ELLIOTT PLACE,In Progress,,,02 BROOKLYN,3020277501,BROOKLYN,990503,193298,UNKNOWN,Unspecified,BROOKLYN,40.69723291987981,-73.97744979128193,"{'latitude': '40.69723291987981', 'longitude': '-73.97744979128193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58799556,2023-09-12T15:17:22.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10002,198 DELANCEY STREET,DELANCEY STREET,RIDGE STREET,PITT STREET,RIDGE STREET,PITT STREET,ADDRESS,NEW YORK,DELANCEY STREET,In Progress,,,03 MANHATTAN,1003437501,MANHATTAN,988695,200558,UNKNOWN,Unspecified,MANHATTAN,40.71716099725299,-73.98396519318098,"{'latitude': '40.71716099725299', 'longitude': '-73.98396519318098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58790610,2023-09-12T15:17:20.000,,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,11222,148 GUERNSEY STREET,GUERNSEY STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,01 BROOKLYN,3026180053,BROOKLYN,997004,203724,ONLINE,Unspecified,BROOKLYN,40.725842825077265,-73.95398547200095,"{'latitude': '40.725842825077265', 'longitude': '-73.95398547200095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58789304,2023-09-12T15:17:20.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11222,148 GUERNSEY STREET,GUERNSEY STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,01 BROOKLYN,3026180053,BROOKLYN,997004,203724,ONLINE,Unspecified,BROOKLYN,40.725842825077265,-73.95398547200095,"{'latitude': '40.725842825077265', 'longitude': '-73.95398547200095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58792057,2023-09-12T15:17:20.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11222,148 GUERNSEY STREET,GUERNSEY STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,01 BROOKLYN,3026180053,BROOKLYN,997004,203724,ONLINE,Unspecified,BROOKLYN,40.725842825077265,-73.95398547200095,"{'latitude': '40.725842825077265', 'longitude': '-73.95398547200095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58797785,2023-09-12T15:17:20.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11222,148 GUERNSEY STREET,GUERNSEY STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,01 BROOKLYN,3026180053,BROOKLYN,997004,203724,ONLINE,Unspecified,BROOKLYN,40.725842825077265,-73.95398547200095,"{'latitude': '40.725842825077265', 'longitude': '-73.95398547200095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58797967,2023-09-12T15:17:19.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11237,227 STANHOPE STREET,STANHOPE STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,04 BROOKLYN,3032580054,BROOKLYN,1006314,194579,ONLINE,Unspecified,BROOKLYN,40.70072366844849,-73.92042636811526,"{'latitude': '40.70072366844849', 'longitude': '-73.92042636811526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58793082,2023-09-12T15:17:09.000,2023-09-12T16:49:45.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11422,145-44 243 STREET,243 STREET,MAYDA ROAD,NEWHALL AVENUE,MAYDA ROAD,NEWHALL AVENUE,ADDRESS,ROSEDALE,243 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T16:49:50.000,13 QUEENS,4135450030,QUEENS,1056265,179437,PHONE,Unspecified,QUEENS,40.65889696915352,-73.74044100533015,"{'latitude': '40.65889696915352', 'longitude': '-73.74044100533015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58791653,2023-09-12T15:17:09.000,2023-09-12T16:01:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11237,442 JOHNSON AVENUE,JOHNSON AVENUE,KNICKERBOCKER AVENUE,PORTER AVENUE,KNICKERBOCKER AVENUE,PORTER AVENUE,ADDRESS,BROOKLYN,JOHNSON AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T16:01:19.000,01 BROOKLYN,3029920017,BROOKLYN,1003483,197231,MOBILE,Unspecified,BROOKLYN,40.708009388205326,-73.93062876702375,"{'latitude': '40.708009388205326', 'longitude': '-73.93062876702375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58791490,2023-09-12T15:17:00.000,2023-09-13T01:10:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Locking Device Request (Use Comments) (WC5),,11206,,,,,LORIMER STREET,STAGG STREET,INTERSECTION,BROOKLYN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-13T01:10:00.000,01 BROOKLYN,,BROOKLYN,998517,197594,PHONE,Unspecified,BROOKLYN,40.70901513798962,-73.94853978748515,"{'latitude': '40.70901513798962', 'longitude': '-73.94853978748515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58792966,2023-09-12T15:17:00.000,2023-09-12T15:19:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10471,5731 POST ROAD,POST ROAD,MOSHOLU AVE,W 259 ST,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-12T15:19:00.000,08 BRONX,2058570353,BRONX,1012584,269375,PHONE,Unspecified,BRONX,40.90600005111754,-73.89749803436733,"{'latitude': '40.90600005111754', 'longitude': '-73.89749803436733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58790029,2023-09-12T15:17:00.000,2023-09-13T10:52:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10013,96 ELIZABETH STREET,ELIZABETH STREET,HESTER ST,GRAND ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-13T10:52:00.000,02 MANHATTAN,1002390012,MANHATTAN,985397,201001,PHONE,Unspecified,MANHATTAN,40.71837796820739,-73.99586225890886,"{'latitude': '40.71837796820739', 'longitude': '-73.99586225890886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58797256,2023-09-12T15:17:00.000,2023-09-12T15:26:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11206,,,,,LORIMER STREET,STAGG STREET,INTERSECTION,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-12T15:26:00.000,01 BROOKLYN,,BROOKLYN,998517,197594,PHONE,Unspecified,BROOKLYN,40.70901513798962,-73.94853978748515,"{'latitude': '40.70901513798962', 'longitude': '-73.94853978748515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58788896,2023-09-12T15:17:00.000,2023-09-12T15:54:51.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10023,36 CENTRAL PARK WEST,CENTRAL PARK WEST,WEST   63 STREET,WEST   64 STREET,WEST   63 STREET,WEST   64 STREET,ADDRESS,NEW YORK,CENTRAL PARK WEST,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T15:54:55.000,07 MANHATTAN,1011160029,MANHATTAN,989842,220157,ONLINE,Unspecified,MANHATTAN,40.77095469856518,-73.97981123309117,"{'latitude': '40.77095469856518', 'longitude': '-73.97981123309117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58792561,2023-09-12T15:16:56.000,2023-09-19T15:39:53.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11377,31-27 56 STREET,56 STREET,31 AVENUE,32 AVENUE,31 AVENUE,32 AVENUE,ADDRESS,WOODSIDE,56 STREET,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-19T15:39:58.000,01 QUEENS,4011340080,QUEENS,1010453,214861,PHONE,Unspecified,QUEENS,40.75638148578584,-73.90542013224099,"{'latitude': '40.75638148578584', 'longitude': '-73.90542013224099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58793079,2023-09-12T15:16:44.000,2023-09-13T01:56:02.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10471,HENRY HUDSON PARKWAY,HENRY HUDSON PARKWAY,HENRY HUDSON PARKWAY,WEST  249 STREET,HENRY HUDSON PARKWAY,WEST  249 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T01:56:04.000,08 BRONX,,BRONX,1009627,266218,PHONE,Unspecified,BRONX,40.89734410773782,-73.90820732972861,"{'latitude': '40.89734410773782', 'longitude': '-73.90820732972861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58797349,2023-09-12T15:16:38.000,2023-09-12T15:41:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T15:42:04.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58798869,2023-09-12T15:16:25.000,2023-09-12T17:20:33.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10462,2055 CRUGER AVENUE,CRUGER AVENUE,BRONXDALE AVENUE,BRADY AVENUE,BRONXDALE AVENUE,BRADY AVENUE,ADDRESS,BRONX,CRUGER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T17:20:37.000,11 BRONX,2042840020,BRONX,1021104,249669,PHONE,Unspecified,BRONX,40.85188177753733,-73.86678427219233,"{'latitude': '40.85188177753733', 'longitude': '-73.86678427219233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58789767,2023-09-12T15:16:24.000,2023-11-21T11:26:39.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10023,36 CENTRAL PARK WEST,CENTRAL PARK WEST,WEST   63 STREET,WEST   64 STREET,WEST   63 STREET,WEST   64 STREET,ADDRESS,NEW YORK,CENTRAL PARK WEST,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-21T11:26:44.000,07 MANHATTAN,1011160029,MANHATTAN,989842,220157,ONLINE,Unspecified,MANHATTAN,40.77095469856518,-73.97981123309117,"{'latitude': '40.77095469856518', 'longitude': '-73.97981123309117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"36 CENTRAL PARK WEST, MANHATTAN (NEW YORK), NY, 10023",,,,,,,
58796724,2023-09-12T15:16:16.000,2023-09-12T15:16:16.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Mixed Use Building,11213,325 KINGSTON AVENUE,KINGSTON AVENUE,UNION STREET,PRESIDENT STREET,UNION STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,KINGSTON AVENUE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-12T15:16:16.000,09 BROOKLYN,3012790007,BROOKLYN,1000253,182659,ONLINE,Unspecified,BROOKLYN,40.668019033548156,-73.9423136167916,"{'latitude': '40.668019033548156', 'longitude': '-73.9423136167916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58795644,2023-09-12T15:16:06.000,2023-09-13T14:08:05.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11226,213 EAST   32 STREET,EAST   32 STREET,TILDEN AVENUE,BEVERLEY ROAD,TILDEN AVENUE,BEVERLEY ROAD,ADDRESS,BROOKLYN,EAST   32 STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-13T10:34:54.000,17 BROOKLYN,3049170042,BROOKLYN,998931,174522,ONLINE,Unspecified,BROOKLYN,40.645687047713345,-73.94709677393344,"{'latitude': '40.645687047713345', 'longitude': '-73.94709677393344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58794084,2023-09-12T15:15:46.000,2023-10-19T09:19:05.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10023,64 CENTRAL PARK WEST,CENTRAL PARK WEST,WEST   66 STREET,CENTRAL PARK EXIT WEST   67 ST,WEST   66 STREET,CENTRAL PARK EXIT WEST   67 ST,ADDRESS,NEW YORK,CENTRAL PARK WEST,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-10-19T09:19:10.000,07 MANHATTAN,1011190029,MANHATTAN,990180,220765,ONLINE,Unspecified,MANHATTAN,40.77262327949065,-73.9785904171005,"{'latitude': '40.77262327949065', 'longitude': '-73.9785904171005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"64 CENTRAL PARK WEST, MANHATTAN (NEW YORK), NY, 10023",,,,,,,
58791808,2023-09-12T15:15:44.000,2023-09-12T15:46:28.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11236,1198 EAST   96 STREET,EAST   96 STREET,FLATLANDS AVENUE,AVENUE J,FLATLANDS AVENUE,AVENUE J,ADDRESS,BROOKLYN,EAST   96 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T15:46:34.000,18 BROOKLYN,3082030070,BROOKLYN,1011856,173295,PHONE,Unspecified,BROOKLYN,40.64228834214266,-73.90052637452884,"{'latitude': '40.64228834214266', 'longitude': '-73.90052637452884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58795274,2023-09-12T15:15:40.000,2023-09-13T10:40:22.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10002,227 CHERRY STREET,CHERRY STREET,PIKE SLIP,RUTGERS SLIP,PIKE SLIP,RUTGERS SLIP,ADDRESS,NEW YORK,CHERRY STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-12T15:15:40.000,03 MANHATTAN,1002487501,MANHATTAN,986777,198336,MOBILE,Unspecified,MANHATTAN,40.711062893490016,-73.99088498319651,"{'latitude': '40.711062893490016', 'longitude': '-73.99088498319651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58798046,2023-09-12T15:15:17.000,2023-11-06T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11230,1256 EAST   13 STREET,EAST   13 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-06T00:00:00.000,14 BROOKLYN,3067320028,BROOKLYN,994764,164805,UNKNOWN,Unspecified,BROOKLYN,40.61902187034261,-73.96212776376363,"{'latitude': '40.61902187034261', 'longitude': '-73.96212776376363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58799585,2023-09-12T15:15:15.000,2023-10-10T10:09:18.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11221,140 CENTRAL AVENUE,CENTRAL AVENUE,STARR STREET,WILLOUGHBY AVENUE,STARR STREET,WILLOUGHBY AVENUE,ADDRESS,BROOKLYN,CENTRAL AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-12T15:15:15.000,04 BROOKLYN,3031840038,BROOKLYN,1004207,194206,PHONE,Unspecified,BROOKLYN,40.699704873639575,-73.92802634772411,"{'latitude': '40.699704873639575', 'longitude': '-73.92802634772411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58799929,2023-09-12T15:15:13.000,2023-09-13T00:00:00.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11432,182-25 WEXFORD TERRACE,WEXFORD TERRACE,,,,,ADDRESS,JAMAICA,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-13T00:00:00.000,08 QUEENS,4099510011,QUEENS,1045022,199722,UNKNOWN,Unspecified,QUEENS,40.7146587723791,-73.78078026791634,"{'latitude': '40.7146587723791', 'longitude': '-73.78078026791634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58795479,2023-09-12T15:15:08.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10023,70 CENTRAL PARK WEST,CENTRAL PARK WEST,WEST   66 STREET,CENTRAL PARK EXIT WEST   67 ST,WEST   66 STREET,CENTRAL PARK EXIT WEST   67 ST,ADDRESS,NEW YORK,CENTRAL PARK WEST,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-06T09:32:54.000,07 MANHATTAN,1011190036,MANHATTAN,990244,220882,ONLINE,Unspecified,MANHATTAN,40.77294437071882,-73.97835924811453,"{'latitude': '40.77294437071882', 'longitude': '-73.97835924811453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"70 CENTRAL PARK WEST, MANHATTAN (NEW YORK), NY, 10023",,,,,,,
58796744,2023-09-12T15:15:07.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11360,29-14 201 STREET,201 STREET,29 AVENUE,32 AVENUE,29 AVENUE,32 AVENUE,ADDRESS,BAYSIDE,201 STREET,In Progress,,,11 QUEENS,4060230012,QUEENS,1042721,220192,ONLINE,Unspecified,QUEENS,40.770859156338744,-73.78890257000974,"{'latitude': '40.770859156338744', 'longitude': '-73.78890257000974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58792495,2023-09-12T15:15:07.000,2023-09-13T07:06:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11419,129-15 LIBERTY AVENUE,LIBERTY AVENUE,129 STREET,130 STREET,129 STREET,130 STREET,ADDRESS,SOUTH RICHMOND HILL,LIBERTY AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T07:06:19.000,10 QUEENS,4095660051,QUEENS,1035244,190488,ONLINE,Unspecified,QUEENS,40.689375424620565,-73.81612175500976,"{'latitude': '40.689375424620565', 'longitude': '-73.81612175500976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
