unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,taxi_pick_up_location,road_ramp
58834760,2023-09-16T02:48:15.000,2023-09-16T02:55:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10011,25 WEST    8 STREET,WEST    8 STREET,5 AVENUE,MAC DOUGAL STREET,5 AVENUE,MAC DOUGAL STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T02:55:28.000,02 MANHATTAN,MANHATTAN,984941,206238,MOBILE,Unspecified,MANHATTAN,40.73275230822365,-73.9975067167647,"{'latitude': '40.73275230822365', 'longitude': '-73.9975067167647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST    8 STREET,1005720054,,,,,,
58831072,2023-09-16T02:48:07.000,2023-09-16T03:02:40.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11416,97-36 91 STREET,91 STREET,97 AVENUE,101 AVENUE,97 AVENUE,101 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T03:02:47.000,09 QUEENS,QUEENS,1025817,188770,MOBILE,Unspecified,QUEENS,40.68470920974309,-73.85012491115253,"{'latitude': '40.68470920974309', 'longitude': '-73.85012491115253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OZONE PARK,91 STREET,4090640024,,,,,,
58826457,2023-09-16T02:47:17.000,2023-09-16T16:33:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11420,114-35 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,LINDEN BOULEVARD,115 AVENUE,LINDEN BOULEVARD,115 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T16:33:37.000,10 QUEENS,QUEENS,1034135,186365,PHONE,Unspecified,QUEENS,40.67806507391852,-73.82015118855318,"{'latitude': '40.67806507391852', 'longitude': '-73.82015118855318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH OZONE PARK,LEFFERTS BOULEVARD,4116460045,,,,,,
58826436,2023-09-16T02:47:12.000,2023-09-16T03:49:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11355,57-40 157 STREET,157 STREET,BOOTH MEMORIAL AVENUE,59 AVENUE,BOOTH MEMORIAL AVENUE,59 AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T03:49:13.000,07 QUEENS,QUEENS,1036588,209710,ONLINE,Unspecified,QUEENS,40.74212724432756,-73.81112601881495,"{'latitude': '40.74212724432756', 'longitude': '-73.81112601881495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING,157 STREET,4067230024,,,,,,
58834890,2023-09-16T02:47:07.000,2023-09-16T02:50:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11356,115-12 POPPENHUSEN AVENUE,POPPENHUSEN AVENUE,115 STREET,117 STREET,115 STREET,117 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T02:50:32.000,07 QUEENS,QUEENS,1025188,227579,ONLINE,Unspecified,QUEENS,40.79123306870589,-73.85215667638346,"{'latitude': '40.79123306870589', 'longitude': '-73.85215667638346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLLEGE POINT,POPPENHUSEN AVENUE,4039330046,,,,,,
58826344,2023-09-16T02:47:00.000,2023-09-27T01:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Manufacturing Noise (NK1),,11211,143 FROST STREET,FROST STREET,MANHATTAN AVE,GRAHAM AVE,,,ADDRESS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T01:00:00.000,01 BROOKLYN,BROOKLYN,999281,200867,ONLINE,Unspecified,BROOKLYN,40.71799747574254,-73.9457767783512,"{'latitude': '40.71799747574254', 'longitude': '-73.9457767783512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3027340032,,,,N/A,,
58834810,2023-09-16T02:47:00.000,2023-09-16T03:00:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11416,90-02A ATLANTIC AVENUE,ATLANTIC AVENUE,90 STREET,91 STREET,90 STREET,91 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T03:00:58.000,09 QUEENS,QUEENS,1025233,189669,ONLINE,Unspecified,QUEENS,40.687179478841585,-73.85222512490134,"{'latitude': '40.687179478841585', 'longitude': '-73.85222512490134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OZONE PARK,ATLANTIC AVENUE,,,,,,,
58827015,2023-09-16T02:45:53.000,2023-09-16T03:15:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,25 INDIAN ROAD,INDIAN ROAD,WEST  215 STREET,WEST  218 STREET,WEST  215 STREET,WEST  218 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T03:15:52.000,12 MANHATTAN,MANHATTAN,1006669,257208,MOBILE,Unspecified,MANHATTAN,40.87262250119706,-73.91893704212819,"{'latitude': '40.87262250119706', 'longitude': '-73.91893704212819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,INDIAN ROAD,1022500054,,,,,,
58827481,2023-09-16T02:45:51.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11216,111 HERKIMER STREET,HERKIMER STREET,BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-16T11:04:27.000,03 BROOKLYN,BROOKLYN,998083,186904,MOBILE,Unspecified,BROOKLYN,40.67967425903002,-73.95012715190991,"{'latitude': '40.67967425903002', 'longitude': '-73.95012715190991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,HERKIMER STREET,3018600056,,,,,,
58832172,2023-09-16T02:45:47.000,2023-09-16T06:10:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11417,90-39 DESARC ROAD,DESARC ROAD,LINDEN BOULEVARD,REDDING STREET,LINDEN BOULEVARD,REDDING STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T06:10:02.000,10 QUEENS,QUEENS,1027359,184654,ONLINE,Unspecified,QUEENS,40.67340436389539,-73.84459137546712,"{'latitude': '40.67340436389539', 'longitude': '-73.84459137546712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OZONE PARK,DESARC ROAD,4113730090,,,,,,
58829667,2023-09-16T02:45:24.000,2023-09-16T02:57:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11207,635 MILLER AVENUE,MILLER AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T02:57:12.000,05 BROOKLYN,BROOKLYN,1014979,181545,ONLINE,Unspecified,BROOKLYN,40.66492248875818,-73.8892355856607,"{'latitude': '40.66492248875818', 'longitude': '-73.8892355856607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,MILLER AVENUE,3040870017,,,,,,
58833711,2023-09-16T02:45:01.000,2023-09-16T16:28:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,107 AVENUE,107 AVENUE,107 AVENUE,123 STREET,107 AVENUE,123 STREET,INTERSECTION,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T16:28:57.000,10 QUEENS,QUEENS,1034247,189032,ONLINE,Unspecified,QUEENS,40.68538473513211,-73.81972761177677,"{'latitude': '40.68538473513211', 'longitude': '-73.81972761177677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826925,2023-09-16T02:44:02.000,2023-09-16T03:01:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11236,1284 EAST   93 STREET,EAST   93 STREET,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T03:01:08.000,18 BROOKLYN,BROOKLYN,1011679,172207,ONLINE,Unspecified,BROOKLYN,40.639302567111535,-73.90116858723339,"{'latitude': '40.639302567111535', 'longitude': '-73.90116858723339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EAST   93 STREET,3082190155,,,,,,
58829677,2023-09-16T02:43:59.000,2023-09-16T03:17:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10034,5009 BROADWAY,BROADWAY,WEST  213 STREET,WEST  214 STREET,WEST  213 STREET,WEST  214 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T03:17:27.000,12 MANHATTAN,MANHATTAN,1007186,255946,MOBILE,Unspecified,MANHATTAN,40.86915737065902,-73.91707198677175,"{'latitude': '40.86915737065902', 'longitude': '-73.91707198677175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,BROADWAY,1022430030,,,,,,
58833548,2023-09-16T02:43:46.000,2023-09-16T03:38:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,22 MARBLE HILL AVENUE,MARBLE HILL AVENUE,WEST  225 STREET,MARBLE HILL LANE,WEST  225 STREET,MARBLE HILL LANE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T03:38:04.000,08 BRONX,BRONX,1009022,258135,MOBILE,Unspecified,BRONX,40.87516053965538,-73.91042560742227,"{'latitude': '40.87516053965538', 'longitude': '-73.91042560742227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,MARBLE HILL AVENUE,1022150538,,,,,,
58831063,2023-09-16T02:43:24.000,2023-09-16T20:27:58.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11419,104-12 122 STREET,122 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T20:28:02.000,10 QUEENS,QUEENS,1033763,189584,MOBILE,Unspecified,QUEENS,40.686902566361475,-73.82146869188188,"{'latitude': '40.686902566361475', 'longitude': '-73.82146869188188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH RICHMOND HILL,122 STREET,4095750011,,,,,,
58829040,2023-09-16T02:43:02.000,2023-09-16T16:42:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419,103-21 117 STREET,117 STREET,103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T16:42:27.000,10 QUEENS,QUEENS,1032376,189626,MOBILE,Unspecified,QUEENS,40.68702549684454,-73.8264695484854,"{'latitude': '40.68702549684454', 'longitude': '-73.8264695484854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH RICHMOND HILL,117 STREET,4095550051,,,,,,
58830664,2023-09-16T02:41:20.000,2023-09-16T02:49:41.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,206 WEST  121 STREET,WEST  121 STREET,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T02:49:47.000,10 MANHATTAN,MANHATTAN,997870,233168,ONLINE,Unspecified,MANHATTAN,40.8066576736774,-73.95080141057335,"{'latitude': '40.8066576736774', 'longitude': '-73.95080141057335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  121 STREET,1019260037,,,,,,
58832641,2023-09-16T02:41:04.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11238,86 DOWNING STREET,DOWNING STREET,GATES AVENUE,PUTNAM AVENUE,GATES AVENUE,PUTNAM AVENUE,ADDRESS,In Progress,,,02 BROOKLYN,BROOKLYN,995107,188270,ONLINE,Unspecified,BROOKLYN,40.683427768519635,-73.96085447997403,"{'latitude': '40.683427768519635', 'longitude': '-73.96085447997403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,DOWNING STREET,3019820067,,,,,,
58832263,2023-09-16T02:40:51.000,2023-09-16T03:12:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10458,2881 VALENTINE AVENUE,VALENTINE AVENUE,EAST  198 STREET,EAST  199 STREET,EAST  198 STREET,EAST  199 STREET,ADDRESS,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-16T03:12:07.000,07 BRONX,BRONX,1014961,256289,MOBILE,Unspecified,BRONX,40.870075173458225,-73.88895894367457,"{'latitude': '40.870075173458225', 'longitude': '-73.88895894367457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,VALENTINE AVENUE,2033050058,,,,,,
58829595,2023-09-16T02:39:38.000,2023-09-16T03:16:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11377,45-07 48 AVENUE,48 AVENUE,45 STREET,46 STREET,45 STREET,46 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T03:17:02.000,02 QUEENS,QUEENS,1006360,208672,ONLINE,Unspecified,QUEENS,40.739405426796935,-73.92021417570602,"{'latitude': '40.739405426796935', 'longitude': '-73.92021417570602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODSIDE,48 AVENUE,4001707501,,,,,,
58836819,2023-09-16T02:39:35.000,2023-09-16T11:29:39.000,DSNY,Department of Sanitation,Dead Animal,Bird,Sidewalk,11234,EAST   49 STREET,EAST   49 STREET,EAST   49 STREET,KINGS HIGHWAY,EAST   49 STREET,KINGS HIGHWAY,INTERSECTION,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T05:44:06.000,18 BROOKLYN,BROOKLYN,1003845,169983,PHONE,Unspecified,BROOKLYN,40.63321895846856,-73.92940228261907,"{'latitude': '40.63321895846856', 'longitude': '-73.92940228261907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58834622,2023-09-16T02:39:23.000,2023-09-16T03:11:17.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11693,155 BEACH   95 STREET,BEACH   95 STREET,SHORE FRONT PARKWAY,ROCKAWAY BEACH BOULEVARD,SHORE FRONT PARKWAY,ROCKAWAY BEACH BOULEVARD,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T03:11:27.000,14 QUEENS,QUEENS,1035176,152338,ONLINE,Unspecified,QUEENS,40.58466244193748,-73.81665488229976,"{'latitude': '40.58466244193748', 'longitude': '-73.81665488229976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FAR ROCKAWAY,BEACH   95 STREET,4161680072,,,,,,
58831862,2023-09-16T02:39:20.000,2023-09-16T03:11:38.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11435,95 AVENUE,95 AVENUE,95 AVENUE,ATLANTIC AVENUE,95 AVENUE,ATLANTIC AVENUE,INTERSECTION,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T03:11:49.000,12 QUEENS,QUEENS,1036593,193237,ONLINE,Unspecified,QUEENS,40.696912901072196,-73.81123607712051,"{'latitude': '40.696912901072196', 'longitude': '-73.81123607712051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58827983,2023-09-16T02:39:15.000,2023-09-16T02:48:35.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11361,40-12 BELL BOULEVARD,BELL BOULEVARD,40 AVENUE,41 AVENUE,40 AVENUE,41 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T02:48:42.000,11 QUEENS,QUEENS,1047616,217744,ONLINE,Unspecified,QUEENS,40.764106321118824,-73.77125334303817,"{'latitude': '40.764106321118824', 'longitude': '-73.77125334303817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAYSIDE,BELL BOULEVARD,4062370032,,,,,,
58834633,2023-09-16T02:39:12.000,2023-09-16T03:08:56.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11373,92-02 CORONA AVENUE,CORONA AVENUE,92 STREET,93 STREET,92 STREET,93 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T03:09:02.000,04 QUEENS,QUEENS,1019659,209793,ONLINE,Unspecified,QUEENS,40.742439043264866,-73.87221775214613,"{'latitude': '40.742439043264866', 'longitude': '-73.87221775214613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELMHURST,CORONA AVENUE,4018620001,,,,,,
