unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location
58830492,2023-09-16T22:41:55.000,2023-09-16T23:41:09.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,11215,436 20 STREET,20 STREET,8 AVENUE,PROSPECT PARK WEST,8 AVENUE,PROSPECT PARK WEST,ADDRESS,BROOKLYN,20 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:41:15.000,07 BROOKLYN,,BROOKLYN,988190,178877,ONLINE,Unspecified,BROOKLYN,40.657651866536945,-73.98579959925364,"{'latitude': '40.657651866536945', 'longitude': '-73.98579959925364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58835818,2023-09-16T22:41:55.000,2023-09-16T23:04:05.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10036,450 WEST   42 STREET,WEST   42 STREET,DYER AVENUE,10 AVENUE,DYER AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   42 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T23:04:08.000,04 MANHATTAN,1010517502,MANHATTAN,985788,215868,ONLINE,Unspecified,MANHATTAN,40.759184136592694,-73.99444834831519,"{'latitude': '40.759184136592694', 'longitude': '-73.99444834831519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828367,2023-09-16T22:41:53.000,2023-09-16T22:43:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11373,40-35 DENMAN STREET,DENMAN STREET,DEAD END,ELMHURST AVENUE,DEAD END,ELMHURST AVENUE,ADDRESS,ELMHURST,DENMAN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:43:34.000,04 QUEENS,4015100020,QUEENS,1018322,211685,MOBILE,Unspecified,QUEENS,40.747637356577805,-73.87703306051736,"{'latitude': '40.747637356577805', 'longitude': '-73.87703306051736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58826867,2023-09-16T22:41:51.000,2023-09-16T23:19:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11229,1740 EAST   12 STREET,EAST   12 STREET,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,ADDRESS,BROOKLYN,EAST   12 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:19:25.000,15 BROOKLYN,3067940026,BROOKLYN,995119,160394,MOBILE,Unspecified,BROOKLYN,40.60691415764557,-73.96085612672448,"{'latitude': '40.60691415764557', 'longitude': '-73.96085612672448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834796,2023-09-16T22:41:50.000,2023-09-17T00:17:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11249,57 METROPOLITAN AVENUE,METROPOLITAN AVENUE,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,METROPOLITAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:17:16.000,01 BROOKLYN,3023577505,BROOKLYN,994121,200625,MOBILE,Unspecified,BROOKLYN,40.71734050603572,-73.96439144929596,"{'latitude': '40.71734050603572', 'longitude': '-73.96439144929596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58827963,2023-09-16T22:41:47.000,2023-09-17T00:17:11.000,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10309,BLOOMINGDALE ROAD,BLOOMINGDALE ROAD,BLOOMINGDALE ROAD,CORRELL AVENUE,BLOOMINGDALE ROAD,CORRELL AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:17:16.000,03 STATEN ISLAND,,STATEN ISLAND,923302,137930,ONLINE,Unspecified,STATEN ISLAND,40.54505215562192,-74.21929658628301,"{'latitude': '40.54505215562192', 'longitude': '-74.21929658628301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58832288,2023-09-16T22:41:30.000,2023-09-17T00:40:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,104-64 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,128 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:40:57.000,10 QUEENS,4095810038,QUEENS,1035040,190188,MOBILE,Unspecified,QUEENS,40.68855316839335,-73.81685961403421,"{'latitude': '40.68855316839335', 'longitude': '-73.81685961403421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58832164,2023-09-16T22:41:30.000,2023-09-16T23:03:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10026,311 WEST  117 STREET,WEST  117 STREET,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,ADDRESS,NEW YORK,WEST  117 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T23:03:50.000,10 MANHATTAN,1019440024,MANHATTAN,996626,232667,MOBILE,Unspecified,MANHATTAN,40.80528439709217,-73.95529594898062,"{'latitude': '40.80528439709217', 'longitude': '-73.95529594898062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58836554,2023-09-16T22:41:23.000,2023-09-17T08:37:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,1449 76 STREET,76 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,76 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T08:37:54.000,11 BROOKLYN,3062230059,BROOKLYN,982928,164329,ONLINE,Unspecified,BROOKLYN,40.6177214890517,-74.00476185271097,"{'latitude': '40.6177214890517', 'longitude': '-74.00476185271097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828114,2023-09-16T22:41:12.000,2023-09-16T23:24:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,111-20 169 STREET,169 STREET,111 AVENUE,SAYRES AVENUE,111 AVENUE,SAYRES AVENUE,ADDRESS,JAMAICA,169 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:24:15.000,12 QUEENS,4102060040,QUEENS,1044562,191986,ONLINE,Unspecified,QUEENS,40.69342848450424,-73.78250888115399,"{'latitude': '40.69342848450424', 'longitude': '-73.78250888115399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58835958,2023-09-16T22:41:09.000,2023-09-16T23:13:11.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10032,553 WEST  157 STREET,WEST  157 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  157 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:13:14.000,12 MANHATTAN,1021160001,MANHATTAN,999659,243070,MOBILE,Unspecified,MANHATTAN,40.83383292617465,-73.94431639341568,"{'latitude': '40.83383292617465', 'longitude': '-73.94431639341568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829478,2023-09-16T22:41:00.000,2023-09-16T23:40:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1332 BRONX RIVER AVENUE,BRONX RIVER AVENUE,WHEELER AVENUE,ELDER AVENUE,WHEELER AVENUE,ELDER AVENUE,ADDRESS,BRONX,BRONX RIVER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:40:25.000,09 BRONX,2038620021,BRONX,1017225,242571,ONLINE,Unspecified,BRONX,40.83241519854273,-73.88084053189056,"{'latitude': '40.83241519854273', 'longitude': '-73.88084053189056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828157,2023-09-16T22:40:59.000,2023-09-16T23:14:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2396 MORRIS AVENUE,MORRIS AVENUE,EAST  184 STREET,EAST FORDHAM ROAD,EAST  184 STREET,EAST FORDHAM ROAD,ADDRESS,BRONX,MORRIS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:14:54.000,05 BRONX,2031730005,BRONX,1011782,252825,MOBILE,Unspecified,BRONX,40.86057803832132,-73.90046740161462,"{'latitude': '40.86057803832132', 'longitude': '-73.90046740161462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828087,2023-09-16T22:40:58.000,2023-09-16T22:41:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:41:28.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829268,2023-09-16T22:40:45.000,2023-09-16T23:24:15.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10301,2 MINTHORNE STREET,MINTHORNE STREET,VICTORY BLVD FOOTBRIDGE,BAY STREET,VICTORY BLVD FOOTBRIDGE,BAY STREET,ADDRESS,STATEN ISLAND,MINTHORNE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:24:20.000,01 STATEN ISLAND,5004970009,STATEN ISLAND,963330,171546,MOBILE,Unspecified,STATEN ISLAND,40.637506029346554,-74.07537632828362,"{'latitude': '40.637506029346554', 'longitude': '-74.07537632828362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830585,2023-09-16T22:40:43.000,2023-09-16T22:44:22.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,199 PRINCE STREET,PRINCE STREET,SULLIVAN STREET,MAC DOUGAL STREET,SULLIVAN STREET,MAC DOUGAL STREET,ADDRESS,NEW YORK,PRINCE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:44:25.000,02 MANHATTAN,1005187502,MANHATTAN,983484,204037,ONLINE,Unspecified,MANHATTAN,40.72671109521736,-74.00276364952728,"{'latitude': '40.72671109521736', 'longitude': '-74.00276364952728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58826691,2023-09-16T22:40:34.000,2023-09-16T22:48:07.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11235,1781 SHEEPSHEAD BAY ROAD,SHEEPSHEAD BAY ROAD,SHORE PARKWAY,EMMONS AVENUE,SHORE PARKWAY,EMMONS AVENUE,ADDRESS,BROOKLYN,SHEEPSHEAD BAY ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:48:10.000,15 BROOKLYN,3087737501,BROOKLYN,997918,152112,MOBILE,Unspecified,BROOKLYN,40.584177864514785,-73.95079249915645,"{'latitude': '40.584177864514785', 'longitude': '-73.95079249915645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828233,2023-09-16T22:40:32.000,2023-09-17T00:21:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11249,22 NORTH    6 STREET,NORTH    6 STREET,NORTH    6 PLACE,KENT AVENUE,NORTH    6 PLACE,KENT AVENUE,ADDRESS,BROOKLYN,NORTH    6 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T00:21:55.000,01 BROOKLYN,3023327502,BROOKLYN,994558,201622,ONLINE,Unspecified,BROOKLYN,40.720076532727674,-73.96281349306962,"{'latitude': '40.720076532727674', 'longitude': '-73.96281349306962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58827056,2023-09-16T22:40:22.000,2023-09-16T22:50:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,NOSTRAND AVENUE,NOSTRAND AVENUE,NOSTRAND AVENUE,STERLING STREET,NOSTRAND AVENUE,STERLING STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:50:04.000,09 BROOKLYN,,BROOKLYN,997874,180875,ONLINE,Unspecified,BROOKLYN,40.663126330972496,-73.95089285614004,"{'latitude': '40.663126330972496', 'longitude': '-73.95089285614004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834977,2023-09-16T22:40:19.000,2023-09-16T23:13:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,20 WEST MOSHOLU PARKWAY SOUTH,WEST MOSHOLU PARKWAY SOUTH,,PAUL AVENUE,,PAUL AVENUE,ADDRESS,BRONX,WEST MOSHOLU PARKWAY SOUTH,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T23:13:06.000,07 BRONX,2032510490,BRONX,1015803,259982,ONLINE,Unspecified,BRONX,40.88020834219592,-73.88589715402658,"{'latitude': '40.88020834219592', 'longitude': '-73.88589715402658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829802,2023-09-16T22:40:16.000,2023-09-18T13:40:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11230,,,,,AVENUE I,CONEY ISLAND AVENUE,INTERSECTION,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-18T13:40:00.000,12 BROOKLYN,,BROOKLYN,993792,167768,UNKNOWN,Unspecified,BROOKLYN,40.62715578543678,-73.96562479378889,"{'latitude': '40.62715578543678', 'longitude': '-73.96562479378889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,
58828115,2023-09-16T22:40:11.000,2023-09-16T22:50:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,319 DUKE ELLINGTON BOULEVARD,DUKE ELLINGTON BOULEVARD,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,DUKE ELLINGTON BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:50:15.000,07 MANHATTAN,1018920005,MANHATTAN,992677,231493,ONLINE,Unspecified,MANHATTAN,40.802066738724314,-73.96956182781909,"{'latitude': '40.802066738724314', 'longitude': '-73.96956182781909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58828009,2023-09-16T22:40:09.000,2023-09-16T22:47:18.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10031,396 WEST  145 STREET,WEST  145 STREET,ST NICHOLAS AVENUE,CONVENT AVENUE,ST NICHOLAS AVENUE,CONVENT AVENUE,ADDRESS,NEW YORK,WEST  145 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:47:20.000,09 MANHATTAN,1020500131,MANHATTAN,999382,239583,ONLINE,Unspecified,MANHATTAN,40.824262589486636,-73.9453252549545,"{'latitude': '40.824262589486636', 'longitude': '-73.9453252549545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829606,2023-09-16T22:40:04.000,2023-09-16T22:55:26.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1881 GRAND CONCOURSE,GRAND CONCOURSE,MOUNT HOPE PLACE,EAST  177 STREET,MOUNT HOPE PLACE,EAST  177 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T22:55:30.000,05 BRONX,2028050056,BRONX,1010107,248547,ONLINE,Unspecified,BRONX,40.84884127531168,-73.90653929154836,"{'latitude': '40.84884127531168', 'longitude': '-73.90653929154836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58835841,2023-09-16T22:40:03.000,2023-09-17T01:10:56.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11232,4002 9 AVENUE,9 AVENUE,40 STREET,41 STREET,40 STREET,41 STREET,ADDRESS,BROOKLYN,9 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T01:11:01.000,12 BROOKLYN,3009200042,BROOKLYN,985419,174376,ONLINE,Unspecified,BROOKLYN,40.64529840023784,-73.99578751397672,"{'latitude': '40.64529840023784', 'longitude': '-73.99578751397672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833457,2023-09-16T22:40:02.000,2023-09-17T01:29:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,82 ELDERT STREET,ELDERT STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,ELDERT STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T01:29:21.000,04 BROOKLYN,3034150025,BROOKLYN,1008523,189694,ONLINE,Unspecified,BROOKLYN,40.68730969789801,-73.9124772358395,"{'latitude': '40.68730969789801', 'longitude': '-73.9124772358395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833214,2023-09-16T22:39:58.000,2023-09-16T23:31:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,111-70 147 STREET,147 STREET,111 AVENUE,LINDEN BOULEVARD,111 AVENUE,LINDEN BOULEVARD,ADDRESS,JAMAICA,147 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:31:21.000,12 QUEENS,4119630044,QUEENS,1040471,189808,MOBILE,Unspecified,QUEENS,40.68747732624641,-73.79727955887773,"{'latitude': '40.68747732624641', 'longitude': '-73.79727955887773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830679,2023-09-16T22:39:57.000,2023-09-16T22:56:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,908 LINDEN BOULEVARD,LINDEN BOULEVARD,EAST   56 STREET,EAST   57 STREET,EAST   56 STREET,EAST   57 STREET,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:56:21.000,17 BROOKLYN,3046820007,BROOKLYN,1005288,177626,ONLINE,Unspecified,BROOKLYN,40.654194031335265,-73.92417954757883,"{'latitude': '40.654194031335265', 'longitude': '-73.92417954757883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834852,2023-09-16T22:39:49.000,2023-09-16T22:56:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,51-40 66 STREET,66 STREET,51 ROAD,52 AVENUE,51 ROAD,52 AVENUE,ADDRESS,WOODSIDE,66 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:56:58.000,05 QUEENS,4023830013,QUEENS,1012222,206784,ONLINE,Unspecified,QUEENS,40.73420673927253,-73.89906851465965,"{'latitude': '40.73420673927253', 'longitude': '-73.89906851465965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830627,2023-09-16T22:39:39.000,2023-09-16T22:47:01.000,NYPD,New York City Police Department,Noise - House of Worship,Loud Music/Party,House of Worship,11372,34-43 93 STREET,93 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,JACKSON HEIGHTS,93 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:47:03.000,03 QUEENS,4014540055,QUEENS,1018994,213895,ONLINE,Unspecified,QUEENS,40.75370062739257,-73.87459637594573,"{'latitude': '40.75370062739257', 'longitude': '-73.87459637594573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834745,2023-09-16T22:39:34.000,2023-09-16T22:41:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:41:24.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58831322,2023-09-16T22:39:31.000,2023-09-17T14:00:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11379,61-56 ELIOT AVENUE,ELIOT AVENUE,FRESH POND ROAD,62 STREET,FRESH POND ROAD,62 STREET,ADDRESS,MIDDLE VILLAGE,ELIOT AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T14:00:57.000,05 QUEENS,4027630022,QUEENS,1011856,199776,MOBILE,Unspecified,QUEENS,40.714972641740545,-73.90041789955204,"{'latitude': '40.714972641740545', 'longitude': '-73.90041789955204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829960,2023-09-16T22:39:22.000,2023-09-17T20:50:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11417,90-21 DESARC ROAD,DESARC ROAD,SITKA STREET,LINDEN BOULEVARD,SITKA STREET,LINDEN BOULEVARD,ADDRESS,OZONE PARK,DESARC ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T20:50:27.000,10 QUEENS,4113730067,QUEENS,1027159,184757,MOBILE,Unspecified,QUEENS,40.67368804697225,-73.84531172140859,"{'latitude': '40.67368804697225', 'longitude': '-73.84531172140859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58831162,2023-09-16T22:39:22.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10467,3405 KOSSUTH AVENUE,KOSSUTH AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-16T00:00:00.000,07 BRONX,2033270060,BRONX,1016961,260022,PHONE,Unspecified,BRONX,40.8803139136269,-73.88170937152766,"{'latitude': '40.8803139136269', 'longitude': '-73.88170937152766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829466,2023-09-16T22:39:15.000,2023-09-16T23:14:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1240 MORRISON AVENUE,MORRISON AVENUE,WESTCHESTER AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,EAST  172 STREET,ADDRESS,BRONX,MORRISON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T23:14:55.000,09 BRONX,2037780010,BRONX,1018877,241935,PHONE,Unspecified,BRONX,40.83066324047387,-73.87487410501063,"{'latitude': '40.83066324047387', 'longitude': '-73.87487410501063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58836142,2023-09-16T22:38:58.000,2023-09-16T22:54:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2856 BRIGGS AVENUE,BRIGGS AVENUE,EAST  198 STREET,EAST  199 STREET,EAST  198 STREET,EAST  199 STREET,ADDRESS,BRONX,BRIGGS AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T22:54:54.000,07 BRONX,2032960014,BRONX,1015053,256024,MOBILE,Unspecified,BRONX,40.86934750941752,-73.88862751996032,"{'latitude': '40.86934750941752', 'longitude': '-73.88862751996032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829240,2023-09-16T22:38:51.000,2023-09-16T22:50:38.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10025,711 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   94 STREET,WEST   95 STREET,WEST   94 STREET,WEST   95 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:50:43.000,07 MANHATTAN,1012250001,MANHATTAN,992253,228201,ONLINE,Unspecified,MANHATTAN,40.79303148882421,-73.97109723139283,"{'latitude': '40.79303148882421', 'longitude': '-73.97109723139283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834797,2023-09-16T22:38:49.000,2023-09-16T22:44:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,171 EUCLID AVENUE,EUCLID AVENUE,RIDGEWOOD AVENUE,FULTON STREET,RIDGEWOOD AVENUE,FULTON STREET,ADDRESS,BROOKLYN,EUCLID AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T22:44:28.000,05 BROOKLYN,3041290021,BROOKLYN,1019087,188608,MOBILE,Unspecified,BROOKLYN,40.68429360394536,-73.8743915805593,"{'latitude': '40.68429360394536', 'longitude': '-73.8743915805593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833996,2023-09-16T22:38:34.000,2023-09-18T09:13:01.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10468,2820 MORRIS AVENUE,MORRIS AVENUE,EAST 196 STREET,BEND,EAST  196 STREET,BEND,ADDRESS,BRONX,MORRIS AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-16T22:38:34.000,07 BRONX,2033180098,BRONX,1013699,256362,ONLINE,Unspecified,BRONX,40.87027983660848,-73.89352160262047,"{'latitude': '40.87027983660848', 'longitude': '-73.89352160262047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
