unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,vehicle_type,bridge_highway_direction
58863449,2023-09-19T19:23:32.000,2023-09-19T20:18:42.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10026,1400 5 AVENUE,5 AVENUE,EAST  115 STREET,EAST  116 STREET,EAST  115 STREET,EAST  116 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T20:18:45.000,10 MANHATTAN,1015997501,MANHATTAN,998968,230801,ONLINE,Unspecified,MANHATTAN,40.80015914885864,-73.94684037039517,"{'latitude': '40.80015914885864', 'longitude': '-73.94684037039517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870279,2023-09-19T19:23:32.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10473,SOUNDVIEW PARK,SOUNDVIEW PARK,SEWARD AVENUE,LAFAYETTE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,UNRECOGNIZED,BRONX,SOUNDVIEW PARK,In Progress,,,09 BRONX,2035430105,BRONX,1018772,237244,MOBILE,Soundview Park,BRONX,40.81778820113692,-73.87527766095268,"{'latitude': '40.81778820113692', 'longitude': '-73.87527766095268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857367,2023-09-19T19:23:25.000,2023-09-19T21:38:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T21:38:34.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863217,2023-09-19T19:23:21.000,2023-09-19T19:39:41.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,10463,BAILEY AVENUE,BAILEY AVENUE,BAILEY AVENUE,WEST  193 STREET,BAILEY AVENUE,WEST  193 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T19:39:45.000,07 BRONX,,BRONX,1010012,256541,PHONE,Unspecified,BRONX,40.87078266748394,-73.90685194547186,"{'latitude': '40.87078266748394', 'longitude': '-73.90685194547186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869174,2023-09-19T19:23:16.000,2023-09-19T21:04:24.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11230,1916 BAY AVENUE,BAY AVENUE,EAST   19 STREET,OCEAN AVENUE,EAST   19 STREET,OCEAN AVENUE,ADDRESS,BROOKLYN,BAY AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T21:04:27.000,14 BROOKLYN,3067487501,BROOKLYN,996571,164255,MOBILE,Unspecified,BROOKLYN,40.61750990612276,-73.95561981561151,"{'latitude': '40.61750990612276', 'longitude': '-73.95561981561151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857913,2023-09-19T19:23:01.000,2023-09-19T20:56:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,107 AVENUE,107 AVENUE,107 AVENUE,128 STREET,107 AVENUE,128 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T20:56:56.000,10 QUEENS,,QUEENS,1035331,189423,ONLINE,Unspecified,QUEENS,40.68645174878546,-73.81581611898186,"{'latitude': '40.68645174878546', 'longitude': '-73.81581611898186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862160,2023-09-19T19:23:00.000,2023-09-19T19:27:15.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T19:27:19.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862124,2023-09-19T19:22:56.000,2023-09-20T19:53:21.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11212,530 HERZL STREET,HERZL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,16 BROOKLYN,3036200038,BROOKLYN,1008590,178514,PHONE,Unspecified,BROOKLYN,40.65662293540622,-73.91227602044573,"{'latitude': '40.65662293540622', 'longitude': '-73.91227602044573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862089,2023-09-19T19:22:56.000,2023-09-20T19:53:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,530 HERZL STREET,HERZL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,16 BROOKLYN,3036200038,BROOKLYN,1008590,178514,PHONE,Unspecified,BROOKLYN,40.65662293540622,-73.91227602044573,"{'latitude': '40.65662293540622', 'longitude': '-73.91227602044573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869767,2023-09-19T19:22:56.000,2023-09-20T19:53:21.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11212,530 HERZL STREET,HERZL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,16 BROOKLYN,3036200038,BROOKLYN,1008590,178514,PHONE,Unspecified,BROOKLYN,40.65662293540622,-73.91227602044573,"{'latitude': '40.65662293540622', 'longitude': '-73.91227602044573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869885,2023-09-19T19:22:56.000,2023-09-20T19:53:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,530 HERZL STREET,HERZL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,16 BROOKLYN,3036200038,BROOKLYN,1008590,178514,PHONE,Unspecified,BROOKLYN,40.65662293540622,-73.91227602044573,"{'latitude': '40.65662293540622', 'longitude': '-73.91227602044573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858188,2023-09-19T19:22:56.000,2023-09-20T19:53:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,530 HERZL STREET,HERZL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,16 BROOKLYN,3036200038,BROOKLYN,1008590,178514,PHONE,Unspecified,BROOKLYN,40.65662293540622,-73.91227602044573,"{'latitude': '40.65662293540622', 'longitude': '-73.91227602044573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865982,2023-09-19T19:22:56.000,2023-09-20T19:53:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11212,530 HERZL STREET,HERZL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,16 BROOKLYN,3036200038,BROOKLYN,1008590,178514,PHONE,Unspecified,BROOKLYN,40.65662293540622,-73.91227602044573,"{'latitude': '40.65662293540622', 'longitude': '-73.91227602044573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862039,2023-09-19T19:22:54.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10460,1715 LONGFELLOW AVENUE,LONGFELLOW AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,03 BRONX,2030020025,BRONX,1016149,243660,PHONE,Unspecified,BRONX,40.83540813886383,-73.88472361511413,"{'latitude': '40.83540813886383', 'longitude': '-73.88472361511413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865891,2023-09-19T19:22:54.000,2023-09-27T18:24:38.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10017,204 EAST   47 STREET,EAST   47 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,06 MANHATTAN,1013207503,MANHATTAN,992080,213896,PHONE,Unspecified,MANHATTAN,40.753768166148994,-73.97173868715373,"{'latitude': '40.753768166148994', 'longitude': '-73.97173868715373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862888,2023-09-19T19:22:31.000,2023-09-20T10:45:54.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,11234,1252 EAST   53 STREET,EAST   53 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,EAST   53 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T10:45:57.000,18 BROOKLYN,3077780001,BROOKLYN,1005064,168376,PHONE,Unspecified,BROOKLYN,40.62880530429012,-73.92501537467136,"{'latitude': '40.62880530429012', 'longitude': '-73.92501537467136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863132,2023-09-19T19:22:31.000,2023-09-19T19:55:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10032,564 WEST  161 STREET,WEST  161 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  161 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T19:55:10.000,12 MANHATTAN,1021190117,MANHATTAN,1000332,243879,MOBILE,Unspecified,MANHATTAN,40.83605219720035,-73.94188242987545,"{'latitude': '40.83605219720035', 'longitude': '-73.94188242987545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869089,2023-09-19T19:22:18.000,2023-09-19T20:19:48.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11204,1743 53 STREET,53 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,53 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T20:19:52.000,12 BROOKLYN,3054730061,BROOKLYN,988549,167636,PHONE,Unspecified,BROOKLYN,40.62679756901638,-73.98451286781433,"{'latitude': '40.62679756901638', 'longitude': '-73.98451286781433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858586,2023-09-19T19:22:09.000,2023-09-20T10:16:20.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463,104 TERRACE VIEW AVENUE,TERRACE VIEW AVENUE,ADRIAN AVENUE,TEUNISSEN PLACE,ADRIAN AVENUE,TEUNISSEN PLACE,ADDRESS,BRONX,TERRACE VIEW AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T10:16:27.000,08 BRONX,1022150237,BRONX,1008426,258732,PHONE,Unspecified,BRONX,40.87680077226638,-73.91257855968743,"{'latitude': '40.87680077226638', 'longitude': '-73.91257855968743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858594,2023-09-19T19:21:56.000,2023-10-23T13:42:38.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,10035,2 AVENUE,2 AVENUE,2 AVENUE,EAST  128 STREET,2 AVENUE,EAST  128 STREET,INTERSECTION,,,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-23T13:42:42.000,11 MANHATTAN,,MANHATTAN,1003021,232458,PHONE,Unspecified,MANHATTAN,40.804699477769546,-73.93219679904331,"{'latitude': '40.804699477769546', 'longitude': '-73.93219679904331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857160,2023-09-19T19:21:45.000,2023-10-20T00:01:08.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Used Car Dealer,Business,11212,874 ROCKAWAY AVENUE,ROCKAWAY AVENUE,NEWPORT STREET,LOTT AVENUE,NEWPORT STREET,LOTT AVENUE,ADDRESS,BROOKLYN,ROCKAWAY AVENUE,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-20T00:01:13.000,16 BROOKLYN,3036140001,BROOKLYN,1009811,179174,PHONE,Unspecified,BROOKLYN,40.6584310491489,-73.90787290648598,"{'latitude': '40.6584310491489', 'longitude': '-73.90787290648598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869608,2023-09-19T19:21:31.000,2023-09-19T20:21:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11356,13-17 123 STREET,123 STREET,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,ADDRESS,COLLEGE POINT,123 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T20:21:05.000,07 QUEENS,4039980015,QUEENS,1027244,225779,ONLINE,Unspecified,QUEENS,40.78628279575698,-73.8447431831378,"{'latitude': '40.78628279575698', 'longitude': '-73.8447431831378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869147,2023-09-19T19:21:28.000,2023-09-19T19:37:24.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10024,COLUMBUS AVENUE,COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   86 STREET,COLUMBUS AVENUE,WEST   86 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T19:37:27.000,07 MANHATTAN,,MANHATTAN,991956,225816,ONLINE,Unspecified,MANHATTAN,40.78648556883817,-73.97217258063515,"{'latitude': '40.78648556883817', 'longitude': '-73.97217258063515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869944,2023-09-19T19:21:23.000,2023-09-19T19:25:36.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T19:25:34.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859288,2023-09-19T19:21:09.000,2023-09-19T20:05:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11217,253 FLATBUSH AVENUE,FLATBUSH AVENUE,6 AVENUE,ST MARKS AVENUE,6 AVENUE,ST MARKS AVENUE,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T20:05:47.000,08 BROOKLYN,3011430008,BROOKLYN,991297,187074,MOBILE,Unspecified,BROOKLYN,40.68014887392878,-73.97459289758405,"{'latitude': '40.68014887392878', 'longitude': '-73.97459289758405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866315,2023-09-19T19:21:05.000,2023-10-17T15:38:53.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11208,156 AUTUMN AVENUE,AUTUMN AVENUE,DANFORTH STREET,O'BRIEN PLACE,DANFORTH STREET,O'BRIEN PLACE,ADDRESS,BROOKLYN,AUTUMN AVENUE,Closed,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",2023-10-17T15:39:04.000,05 BROOKLYN,3041200025,BROOKLYN,1020061,189448,PHONE,Unspecified,BROOKLYN,40.68659532231653,-73.8708752629468,"{'latitude': '40.68659532231653', 'longitude': '-73.8708752629468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866844,2023-09-19T19:20:35.000,2023-09-20T01:33:11.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10465,951 BRINSMADE AVENUE,BRINSMADE AVENUE,LAFAYETTE AVENUE,BARKLEY AVENUE,LAFAYETTE AVENUE,BARKLEY AVENUE,ADDRESS,BRONX,BRINSMADE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T01:33:17.000,10 BRONX,2055360073,BRONX,1031307,241116,ONLINE,Unspecified,BRONX,40.828357844158845,-73.82996370092769,"{'latitude': '40.828357844158845', 'longitude': '-73.82996370092769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58855452,2023-09-19T19:20:31.000,2023-09-19T21:12:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11362,58-22 256 STREET,256 STREET,58 AVENUE,60 AVENUE,58 AVENUE,60 AVENUE,ADDRESS,LITTLE NECK,256 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T21:12:46.000,11 QUEENS,4083510048,QUEENS,1060664,216815,PHONE,Unspecified,QUEENS,40.761453318230224,-73.72416185598082,"{'latitude': '40.761453318230224', 'longitude': '-73.72416185598082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860372,2023-09-19T19:20:26.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Park,11249,NORTH    5 STREET PIER,NORTH    5 STREET PIER,DEAD END,NORTH    4 PLACE,DEAD END,NORTH    4 PLACE,UNRECOGNIZED,BROOKLYN,NORTH    5 STREET PIER AND PARK,In Progress,,,01 BROOKLYN,3023320030,BROOKLYN,994237,201741,MOBILE,North 5th Street Pier and Park,BROOKLYN,40.72040352722904,-73.96397133622816,"{'latitude': '40.72040352722904', 'longitude': '-73.96397133622816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856155,2023-09-19T19:20:16.000,2023-09-19T19:27:33.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11360,204-10 29 AVENUE,29 AVENUE,203 PLACE,206 STREET,203 PLACE,206 STREET,ADDRESS,BAYSIDE,29 AVENUE,Closed,NYC Parks has reviewed the reported condition and corrected the problem.,2023-09-19T19:27:36.000,11 QUEENS,4060340001,QUEENS,1043374,220984,ONLINE,Unspecified,QUEENS,40.773028639694765,-73.78653809027868,"{'latitude': '40.773028639694765', 'longitude': '-73.78653809027868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865871,2023-09-19T19:20:15.000,2023-10-31T17:30:53.000,HPD,Department of Housing Preservation and Development,GENERAL,MAILBOX,RESIDENTIAL BUILDING,10461,2501 TRATMAN AVENUE,TRATMAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-31T00:00:00.000,10 BRONX,2039820001,BRONX,1027031,245098,PHONE,Unspecified,BRONX,40.83930901583743,-73.84538921814523,"{'latitude': '40.83930901583743', 'longitude': '-73.84538921814523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859653,2023-09-19T19:20:00.000,2023-09-19T20:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11223,,,,,CONEY ISLAND AVENUE,QUENTIN ROAD,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T20:45:00.000,15 BROOKLYN,,BROOKLYN,994811,160732,UNKNOWN,Unspecified,BROOKLYN,40.60784227081624,-73.9619648365069,"{'latitude': '40.60784227081624', 'longitude': '-73.9619648365069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58855820,2023-09-19T19:20:00.000,2023-09-19T21:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11367,,,,,73 AVENUE,147 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T21:05:00.000,08 QUEENS,,QUEENS,1034486,203562,UNKNOWN,Unspecified,QUEENS,40.72526472310211,-73.81875746281968,"{'latitude': '40.72526472310211', 'longitude': '-73.81875746281968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58861922,2023-09-19T19:19:57.000,2023-09-19T22:26:47.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11201,127 CLINTON STREET,CLINTON STREET,JORALEMON STREET,LIVINGSTON STREET,JORALEMON STREET,LIVINGSTON STREET,ADDRESS,BROOKLYN,CLINTON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T22:26:50.000,02 BROOKLYN,3002650017,BROOKLYN,986100,191519,ONLINE,Unspecified,BROOKLYN,40.6923519931295,-73.99332882907734,"{'latitude': '40.6923519931295', 'longitude': '-73.99332882907734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863921,2023-09-19T19:19:57.000,,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11237,300 TROUTMAN STREET,TROUTMAN STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,04 BROOKLYN,3031870019,BROOKLYN,1004947,195781,PHONE,Unspecified,BROOKLYN,40.70402617819825,-73.92535274560777,"{'latitude': '40.70402617819825', 'longitude': '-73.92535274560777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867863,2023-09-19T19:19:56.000,2023-09-21T09:29:28.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10306,351 GUYON AVENUE,GUYON AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,03 STATEN ISLAND,5040260008,STATEN ISLAND,951536,142958,PHONE,Unspecified,STATEN ISLAND,40.55900211773963,-74.11773251203019,"{'latitude': '40.55900211773963', 'longitude': '-74.11773251203019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865902,2023-09-19T19:19:56.000,2023-09-21T09:29:28.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10306,351 GUYON AVENUE,GUYON AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,03 STATEN ISLAND,5040260008,STATEN ISLAND,951536,142958,PHONE,Unspecified,STATEN ISLAND,40.55900211773963,-74.11773251203019,"{'latitude': '40.55900211773963', 'longitude': '-74.11773251203019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861715,2023-09-19T19:19:39.000,2023-09-19T19:34:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,112-01 LIBERTY AVENUE,LIBERTY AVENUE,112 STREET,113 STREET,112 STREET,113 STREET,ADDRESS,SOUTH RICHMOND HILL,LIBERTY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T19:34:59.000,10 QUEENS,4095170032,QUEENS,1031353,188933,ONLINE,Unspecified,QUEENS,40.68512887735199,-73.83016306882955,"{'latitude': '40.68512887735199', 'longitude': '-73.83016306882955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859616,2023-09-19T19:19:31.000,2023-09-19T19:41:29.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11212,365 THATFORD AVENUE,THATFORD AVENUE,THATFORD AVENUE,OSBORN STREET,THATFORD AVENUE,OSBORN STREET,ADDRESS,BROOKLYN,THATFORD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T19:41:35.000,16 BROOKLYN,3035900011,BROOKLYN,1010017,180240,ONLINE,Unspecified,BROOKLYN,40.661356385690354,-73.90712636722496,"{'latitude': '40.661356385690354', 'longitude': '-73.90712636722496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861889,2023-09-19T19:19:23.000,2023-09-19T19:24:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11209,402 82 STREET,82 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,82 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T19:24:21.000,10 BROOKLYN,3060080006,BROOKLYN,976824,167170,MOBILE,Unspecified,BROOKLYN,40.62551642756279,-74.02675162531,"{'latitude': '40.62551642756279', 'longitude': '-74.02675162531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
