unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location
58894741,2023-09-22T03:50:19.000,2023-09-22T04:19:38.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11354,38-25 PARSONS BOULEVARD,PARSONS BOULEVARD,38 AVENUE,ROOSEVELT AVENUE,38 AVENUE,ROOSEVELT AVENUE,ADDRESS,FLUSHING,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T04:19:42.000,07 QUEENS,4050240001,QUEENS,1033420,217153,ONLINE,Unspecified,QUEENS,40.7625745335469,-73.82250403426929,"{'latitude': '40.7625745335469', 'longitude': '-73.82250403426929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898400,2023-09-22T03:49:04.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-12T20:25:40.000,Unspecified BROOKLYN,,BROOKLYN,1000698,198655,MOBILE,Unspecified,BROOKLYN,40.71192354488168,-73.9406704616635,"{'latitude': '40.71192354488168', 'longitude': '-73.9406704616635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,L,L to Canarsie - Rockaway Parkway,Platform,,
58899535,2023-09-22T03:48:58.000,2023-09-22T03:57:01.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11213,712 CROWN STREET,CROWN STREET,SCHENECTADY AVENUE,UTICA AVENUE,SCHENECTADY AVENUE,UTICA AVENUE,ADDRESS,BROOKLYN,CROWN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T03:57:07.000,09 BROOKLYN,3014190006,BROOKLYN,1002613,181687,PHONE,Unspecified,BROOKLYN,40.665346530124594,-73.93380912094888,"{'latitude': '40.665346530124594', 'longitude': '-73.93380912094888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893827,2023-09-22T03:48:30.000,2023-09-22T12:18:54.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11208,765 LINCOLN AVENUE,LINCOLN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-22T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1021474,183447,MOBILE,Unspecified,BROOKLYN,40.67011812462209,-73.86581352291451,"{'latitude': '40.67011812462209', 'longitude': '-73.86581352291451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892210,2023-09-22T03:47:58.000,2023-09-22T04:16:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10465,4240 EAST TREMONT AVENUE,EAST TREMONT AVENUE,MILTON PLACE,HARDING AVENUE,MILTON PLACE,HARDING AVENUE,ADDRESS,BRONX,EAST TREMONT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T04:16:44.000,10 BRONX,2055890081,BRONX,1035207,236854,ONLINE,Unspecified,BRONX,40.816638246949644,-73.81590380215393,"{'latitude': '40.816638246949644', 'longitude': '-73.81590380215393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897773,2023-09-22T03:47:58.000,2023-09-22T04:23:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10019,1700 BROADWAY,BROADWAY,7 AVENUE,BROADWAY,7 AVENUE,BROADWAY,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T04:23:09.000,05 MANHATTAN,1010250025,MANHATTAN,989126,217383,MOBILE,Unspecified,MANHATTAN,40.763341211670465,-73.98239821629177,"{'latitude': '40.763341211670465', 'longitude': '-73.98239821629177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893646,2023-09-22T03:47:53.000,2023-09-22T04:16:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10029,3 AVENUE,3 AVENUE,3 AVENUE,EAST   98 STREET,3 AVENUE,EAST   98 STREET,INTERSECTION,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-22T04:17:04.000,11 MANHATTAN,,MANHATTAN,998540,225810,PHONE,Unspecified,MANHATTAN,40.786460907177165,-73.94839687363837,"{'latitude': '40.786460907177165', 'longitude': '-73.94839687363837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895334,2023-09-22T03:47:22.000,2023-09-22T05:56:32.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11101,37-40 12 STREET,12 STREET,37 AVENUE,38 AVENUE,37 AVENUE,38 AVENUE,ADDRESS,LONG ISLAND CITY,12 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-22T05:56:36.000,01 QUEENS,4003610001,QUEENS,1000767,215763,MOBILE,Unspecified,QUEENS,40.7588806442998,-73.94037957081139,"{'latitude': '40.7588806442998', 'longitude': '-73.94037957081139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896726,2023-09-22T03:46:08.000,2023-09-22T03:55:33.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11213,740 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,EMPIRE BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T03:55:37.000,09 BROOKLYN,3014260040,BROOKLYN,1001488,181117,PHONE,Unspecified,BROOKLYN,40.66378426870688,-73.93786572797629,"{'latitude': '40.66378426870688', 'longitude': '-73.93786572797629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897471,2023-09-22T03:46:05.000,2023-09-22T04:32:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10467,25 EAST MOSHOLU PARKWAY NORTH,EAST MOSHOLU PARKWAY NORTH,JEROME AVENUE,KOSSUTH AVENUE,JEROME AVENUE,KOSSUTH AVENUE,ADDRESS,BRONX,EAST MOSHOLU PARKWAY NORTH,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-22T04:32:33.000,07 BRONX,2033260113,BRONX,1016484,259832,ONLINE,Unspecified,BRONX,40.87979417816743,-73.88343522736254,"{'latitude': '40.87979417816743', 'longitude': '-73.88343522736254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897527,2023-09-22T03:44:15.000,2023-09-22T04:27:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,3123 AVENUE P,AVENUE P,EAST   31 STREET,EAST   32 STREET,EAST   31 STREET,EAST   32 STREET,ADDRESS,BROOKLYN,AVENUE P,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T04:27:03.000,18 BROOKLYN,3076930001,BROOKLYN,1000352,163013,PHONE,Unspecified,BROOKLYN,40.61409480924048,-73.94200363673573,"{'latitude': '40.61409480924048', 'longitude': '-73.94200363673573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899171,2023-09-22T03:44:00.000,2023-09-22T04:02:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11235,2449 EAST   22 STREET,EAST   22 STREET,AVENUE X,AVENUE Y,AVENUE X,AVENUE Y,ADDRESS,BROOKLYN,EAST   22 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T04:02:18.000,15 BROOKLYN,3074220361,BROOKLYN,998697,154935,ONLINE,Unspecified,BROOKLYN,40.59192519967903,-73.94798191053253,"{'latitude': '40.59192519967903', 'longitude': '-73.94798191053253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893152,2023-09-22T03:44:00.000,2023-09-28T21:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11222,,,,,JAVA STREET,WEST STREET,INTERSECTION,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T21:30:00.000,01 BROOKLYN,,BROOKLYN,995481,205654,ONLINE,Unspecified,BROOKLYN,40.73114226827491,-73.95947700660575,"{'latitude': '40.73114226827491', 'longitude': '-73.95947700660575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58901818,2023-09-22T03:43:23.000,2023-09-22T04:04:20.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10029,1637 PARK AVENUE,PARK AVENUE,EAST  115 STREET,EAST  116 STREET,EAST  115 STREET,EAST  116 STREET,ADDRESS,NEW YORK,PARK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T04:04:24.000,11 MANHATTAN,1016430071,MANHATTAN,999939,230434,ONLINE,Unspecified,MANHATTAN,40.799150163501075,-73.94333409469137,"{'latitude': '40.799150163501075', 'longitude': '-73.94333409469137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902255,2023-09-22T03:41:18.000,2023-09-22T08:43:23.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11379,69-42 78 STREET,78 STREET,69 ROAD,COOPER AVENUE,69 ROAD,COOPER AVENUE,ADDRESS,MIDDLE VILLAGE,78 STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-22T08:42:22.000,05 QUEENS,4037950031,QUEENS,1019096,197447,UNKNOWN,Unspecified,QUEENS,40.70855454403406,-73.87431340246165,"{'latitude': '40.70855454403406', 'longitude': '-73.87431340246165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892659,2023-09-22T03:40:51.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11225,24 LAMONT COURT,LAMONT COURT,EMPIRE BOULEVARD,LEFFERTS AVENUE,EMPIRE BOULEVARD,LEFFERTS AVENUE,ADDRESS,BROOKLYN,LAMONT COURT,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-11-27T15:11:05.000,09 BROOKLYN,3013240012,BROOKLYN,999744,181000,MOBILE,Unspecified,BROOKLYN,40.66346635334542,-73.94415223303535,"{'latitude': '40.66346635334542', 'longitude': '-73.94415223303535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901523,2023-09-22T03:40:00.000,2023-09-22T04:53:13.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11219,5621 15 AVENUE,15 AVENUE,56 STREET,57 STREET,56 STREET,57 STREET,ADDRESS,BROOKLYN,15 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T04:53:18.000,12 BROOKLYN,,BROOKLYN,986483,168174,MOBILE,Unspecified,BROOKLYN,40.6282750275192,-73.99195544740269,"{'latitude': '40.6282750275192', 'longitude': '-73.99195544740269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893736,2023-09-22T03:39:22.000,2023-09-22T03:45:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11101,40-15 35 AVENUE,35 AVENUE,STEINWAY STREET,41 STREET,STEINWAY STREET,41 STREET,ADDRESS,LONG ISLAND CITY,35 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T03:45:52.000,01 QUEENS,4006730042,QUEENS,1005884,214372,MOBILE,Unspecified,QUEENS,40.7550516656964,-73.92191352577387,"{'latitude': '40.7550516656964', 'longitude': '-73.92191352577387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894400,2023-09-22T03:39:14.000,2023-09-22T03:57:22.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11225,498 MAPLE STREET,MAPLE STREET,BROOKLYN AVENUE,KINGSTON AVENUE,BROOKLYN AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,MAPLE STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T03:57:27.000,09 BROOKLYN,,BROOKLYN,999729,180181,MOBILE,Unspecified,BROOKLYN,40.66121840603853,-73.94420818038559,"{'latitude': '40.66121840603853', 'longitude': '-73.94420818038559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892053,2023-09-22T03:38:05.000,2023-09-22T04:14:38.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11368,35-46 98 STREET,98 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,CORONA,98 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T04:14:42.000,03 QUEENS,4017380025,QUEENS,1020416,213584,MOBILE,Unspecified,QUEENS,40.752841310321266,-73.8694655453745,"{'latitude': '40.752841310321266', 'longitude': '-73.8694655453745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898160,2023-09-22T03:37:31.000,2023-11-06T15:29:32.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,11225,261 SULLIVAN PLACE,SULLIVAN PLACE,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,SULLIVAN PLACE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-06T15:29:37.000,09 BROOKLYN,3013050063,BROOKLYN,997463,181414,MOBILE,Dodger Playground,BROOKLYN,40.664606389247346,-73.95237323201954,"{'latitude': '40.664606389247346', 'longitude': '-73.95237323201954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900665,2023-09-22T03:37:20.000,2023-09-22T04:09:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10454,587 EAST  139 STREET,EAST  139 STREET,ST ANNS AVENUE,CYPRESS AVENUE,ST ANNS AVENUE,CYPRESS AVENUE,ADDRESS,BRONX,EAST  139 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T04:09:22.000,01 BRONX,2025520061,BRONX,1007462,233355,ONLINE,Unspecified,BRONX,40.8071509433428,-73.91615225878031,"{'latitude': '40.8071509433428', 'longitude': '-73.91615225878031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897865,2023-09-22T03:36:35.000,2023-09-22T04:00:53.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10128,214 EAST   88 STREET,EAST   88 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   88 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T04:00:57.000,08 MANHATTAN,1015330040,MANHATTAN,997505,223360,ONLINE,Unspecified,MANHATTAN,40.77973792232297,-73.95213923202893,"{'latitude': '40.77973792232297', 'longitude': '-73.95213923202893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895657,2023-09-22T03:35:16.000,2023-09-23T09:31:16.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11213,145 BROOKLYN AVENUE,BROOKLYN AVENUE,ST MARKS AVENUE,PROSPECT PLACE,ST MARKS AVENUE,PROSPECT PLACE,ADDRESS,BROOKLYN,BROOKLYN AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-23T09:31:20.000,08 BROOKLYN,3012290001,BROOKLYN,999655,185119,MOBILE,Unspecified,BROOKLYN,40.674772242012914,-73.94446361855267,"{'latitude': '40.674772242012914', 'longitude': '-73.94446361855267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894092,2023-09-22T03:33:55.000,2023-09-22T03:33:55.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10463,2762 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,WEST KINGSBRIDGE ROAD,WEST 229 STREET,WEST KINGSBRIDGE ROAD,WEST  229 STREET,ADDRESS,BRONX,KINGSBRIDGE TERRACE,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-22T03:33:55.000,08 BRONX,2032530090,BRONX,1010986,257066,MOBILE,Unspecified,BRONX,40.872220734310865,-73.90332814679292,"{'latitude': '40.872220734310865', 'longitude': '-73.90332814679292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898981,2023-09-22T03:33:37.000,2023-09-22T03:33:37.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11208,551 LINWOOD STREET,LINWOOD STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T00:00:00.000,05 BROOKLYN,3040350003,BROOKLYN,1016967,184067,UNKNOWN,Unspecified,BROOKLYN,40.67183768725504,-73.88205749602234,"{'latitude': '40.67183768725504', 'longitude': '-73.88205749602234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892099,2023-09-22T03:33:00.000,2023-09-22T04:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10012,,,,,BROADWAY,PRINCE STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T04:30:00.000,02 MANHATTAN,,MANHATTAN,984864,203135,UNKNOWN,Unspecified,MANHATTAN,40.7242353361815,-73.99778483319649,"{'latitude': '40.7242353361815', 'longitude': '-73.99778483319649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58894228,2023-09-22T03:32:59.000,2023-10-07T13:01:50.000,DOT,Department of Transportation,Street Sign - Damaged,St Name - Attached to Pole,Street,11203,790 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,EAST NEW YORK AVENUE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-07T13:01:53.000,09 BROOKLYN,3048060001,BROOKLYN,1001900,180630,MOBILE,Unspecified,BROOKLYN,40.662446750091455,-73.93638195172005,"{'latitude': '40.662446750091455', 'longitude': '-73.93638195172005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893694,2023-09-22T03:32:30.000,2023-09-22T04:15:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11372,90-11 35 AVENUE,35 AVENUE,90 STREET,91 STREET,90 STREET,91 STREET,ADDRESS,JACKSON HEIGHTS,35 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T04:15:39.000,03 QUEENS,4014510032,QUEENS,1018317,213492,ONLINE,Unspecified,QUEENS,40.75259712992811,-73.87704195156354,"{'latitude': '40.75259712992811', 'longitude': '-73.87704195156354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893536,2023-09-22T03:30:53.000,2023-09-22T04:13:57.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11374,62-62 WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD,62 ROAD,62 DRIVE,62 ROAD,62 DRIVE,ADDRESS,REGO PARK,WOODHAVEN BOULEVARD,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-22T04:14:02.000,05 QUEENS,4029740085,QUEENS,1020319,203608,ONLINE,Unspecified,QUEENS,40.72546009203048,-73.86986913809902,"{'latitude': '40.72546009203048', 'longitude': '-73.86986913809902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894070,2023-09-22T03:30:21.000,2023-09-22T10:43:11.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),Other (Explain Below),11217,30 3 AVENUE,3 AVENUE,STATE STREET,ATLANTIC AVENUE,STATE STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,3 AVENUE,Closed,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-22T10:43:11.000,02 BROOKLYN,3001797503,BROOKLYN,989690,189136,ONLINE,Unspecified,BROOKLYN,40.68580972753562,-73.98038507594089,"{'latitude': '40.68580972753562', 'longitude': '-73.98038507594089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892083,2023-09-22T03:30:00.000,2023-09-22T06:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11221,,,,,PATCHEN AVENUE,JEFFERSON AVENUE,INTERSECTION,BROOKLYN,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T06:30:00.000,03 BROOKLYN,,BROOKLYN,1004586,189203,UNKNOWN,Unspecified,BROOKLYN,40.68597193718884,-73.9266746122703,"{'latitude': '40.68597193718884', 'longitude': '-73.9266746122703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58893153,2023-09-22T03:29:00.000,2023-09-25T00:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11423,,,,,93 AVENUE,181 STREET,INTERSECTION,QUEENS,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T00:00:00.000,12 QUEENS,,QUEENS,1045418,197229,ONLINE,Unspecified,QUEENS,40.707813372640175,-73.77937445308466,"{'latitude': '40.707813372640175', 'longitude': '-73.77937445308466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58894839,2023-09-22T03:29:00.000,2023-09-22T04:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11693,,,,,BEACH 92 STREET,SHORE FRONT PARKWAY,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T04:40:00.000,14 QUEENS,,QUEENS,1035954,152180,UNKNOWN,Unspecified,QUEENS,40.5842242605398,-73.81385512349091,"{'latitude': '40.5842242605398', 'longitude': '-73.81385512349091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58892607,2023-09-22T03:28:10.000,2023-09-22T03:57:36.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11213,736 CROWN STREET,CROWN STREET,SCHENECTADY AVENUE,UTICA AVENUE,SCHENECTADY AVENUE,UTICA AVENUE,ADDRESS,BROOKLYN,CROWN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T03:57:42.000,09 BROOKLYN,3014190021,BROOKLYN,1002797,181675,MOBILE,Unspecified,BROOKLYN,40.66531320926436,-73.93314591173261,"{'latitude': '40.66531320926436', 'longitude': '-73.93314591173261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892190,2023-09-22T03:27:47.000,2023-09-22T06:18:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1095 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST  166 STREET,UNNAMED STREET,WEST  166 STREET,UNNAMED STREET,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T06:18:41.000,04 BRONX,2025270032,BRONX,1003927,244034,ONLINE,Unspecified,BRONX,40.83647034894006,-73.92889027131973,"{'latitude': '40.83647034894006', 'longitude': '-73.92889027131973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892674,2023-09-22T03:26:04.000,2023-09-22T10:46:40.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,1-2 Family Dwelling,11231,5 DELEVAN STREET,DELEVAN STREET,DWIGHT STREET,RICHARDS STREET,DWIGHT STREET,RICHARDS STREET,ADDRESS,BROOKLYN,DELAVAN STREET,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-22T10:46:40.000,06 BROOKLYN,3005230018,BROOKLYN,982469,186521,PHONE,Unspecified,BROOKLYN,40.67863364015007,-74.0064210331618,"{'latitude': '40.67863364015007', 'longitude': '-74.0064210331618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
