unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,resolution_description,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,facility_type,bridge_highway_direction,due_date,road_ramp
58969108,2023-09-30T11:50:57.000,2023-09-30T15:59:09.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11360,23-73 205 STREET,205 STREET,23 AVENUE,26 AVENUE,23 AVENUE,26 AVENUE,ADDRESS,BAYSIDE,205 STREET,Closed,2023-09-30T15:51:24.000,07 QUEENS,4058050054,QUEENS,1042897,222532,ONLINE,Unspecified,QUEENS,40.77728065850192,-73.78824673900118,"{'latitude': '40.77728065850192', 'longitude': '-73.78824673900118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NYC Parks visited the location but could not find the tree condition you reported.,,,,,,,
59459014,2023-09-30T11:50:57.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11412,117-32 200 STREET,200 STREET,LINDEN BOULEVARD,118 AVENUE,LINDEN BOULEVARD,118 AVENUE,ADDRESS,SAINT ALBANS,200 STREET,Closed,2023-10-01T00:00:00.000,12 QUEENS,4126200021,QUEENS,1052919,192209,ONLINE,Unspecified,QUEENS,40.693979668054624,-73.75237057878631,"{'latitude': '40.693979668054624', 'longitude': '-73.75237057878631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59452272,2023-09-30T11:50:56.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Steam Pipe/Riser,Apartment,11412,117-32 200 STREET,200 STREET,LINDEN BOULEVARD,118 AVENUE,LINDEN BOULEVARD,118 AVENUE,ADDRESS,SAINT ALBANS,200 STREET,Closed,2023-10-01T00:00:00.000,12 QUEENS,4126200021,QUEENS,1052919,192209,ONLINE,Unspecified,QUEENS,40.693979668054624,-73.75237057878631,"{'latitude': '40.693979668054624', 'longitude': '-73.75237057878631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58974228,2023-09-30T11:50:52.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11435,138-07 JAMAICA AVENUE,JAMAICA AVENUE,138 STREET,QUEENS BOULEVARD,138 STREET,QUEENS BOULEVARD,ADDRESS,JAMAICA,JAMAICA AVENUE,Closed,2023-09-30T16:29:54.000,12 QUEENS,,QUEENS,1035584,195275,ONLINE,Unspecified,QUEENS,40.70251263298508,-73.81485927685873,"{'latitude': '40.70251263298508', 'longitude': '-73.81485927685873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The mobile outreach response team went to the location provided but could not find the individual that you reported.,,,,,,,
58969445,2023-09-30T11:50:52.000,2023-10-03T13:05:42.000,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10314,165 BURKE AVENUE,BURKE AVENUE,MILDRED AVENUE,DEAD END,MILDRED AVENUE,DEAD END,ADDRESS,STATEN ISLAND,BURKE AVENUE,Closed,2023-10-02T10:30:33.000,02 STATEN ISLAND,,STATEN ISLAND,932697,155005,PHONE,Unspecified,STATEN ISLAND,40.59197918403834,-74.18562279944867,"{'latitude': '40.59197918403834', 'longitude': '-74.18562279944867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation found an open service request already exists for the same location.,,,,,,,
58972845,2023-09-30T11:50:50.000,2023-10-02T08:43:28.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11379,61-19 64 STREET,64 STREET,ELIOT AVENUE,62 AVENUE,ELIOT AVENUE,62 AVENUE,ADDRESS,MIDDLE VILLAGE,64 STREET,Closed,2023-10-02T04:42:16.000,05 QUEENS,4027660020,QUEENS,1012425,199909,PHONE,Unspecified,QUEENS,40.715335900950244,-73.89836481211732,"{'latitude': '40.715335900950244', 'longitude': '-73.89836481211732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",,,,,,,
58975483,2023-09-30T11:50:45.000,2023-10-02T10:46:05.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11385,59-19 69 AVENUE,69 AVENUE,FOREST AVENUE,60 STREET,FOREST AVENUE,60 STREET,ADDRESS,RIDGEWOOD,69 AVENUE,Closed,2023-10-02T10:46:04.000,05 QUEENS,4035060031,QUEENS,1011900,195013,ONLINE,Unspecified,QUEENS,40.70189920510677,-73.90027873952239,"{'latitude': '40.70189920510677', 'longitude': '-73.90027873952239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,,,,,,,
59445607,2023-09-30T11:50:42.000,2023-10-01T04:10:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11434,179-28 137 AVENUE,137 AVENUE,BENNETT STREET,BELKNAP STREET,BENNETT STREET,BELKNAP STREET,ADDRESS,JAMAICA,137 AVENUE,Closed,2023-10-01T04:10:00.000,12 QUEENS,4130260062,QUEENS,1051206,185586,ONLINE,Unspecified,QUEENS,40.67581424092665,-73.75861366367604,"{'latitude': '40.67581424092665', 'longitude': '-73.75861366367604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973242,2023-09-30T11:50:32.000,2023-09-30T12:35:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10016,115 EAST   30 STREET,EAST   30 STREET,PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   30 STREET,Closed,2023-09-30T12:35:15.000,05 MANHATTAN,1008860012,MANHATTAN,989146,210415,MOBILE,Unspecified,MANHATTAN,40.74421580967245,-73.98233109230684,"{'latitude': '40.74421580967245', 'longitude': '-73.98233109230684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,
58974109,2023-09-30T11:50:29.000,2023-09-30T12:29:41.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10011,161 9 AVENUE,9 AVENUE,WEST   19 STREET,WEST   20 STREET,WEST   19 STREET,WEST   20 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,2023-09-30T12:29:45.000,04 MANHATTAN,1007170040,MANHATTAN,983451,210471,PHONE,Unspecified,MANHATTAN,40.74437083486677,-74.00288347426546,"{'latitude': '40.74437083486677', 'longitude': '-74.00288347426546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,,
58971831,2023-09-30T11:50:10.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,10010,2430 FDR,FDR,EAST 23 STREET,EAST 25 STREET PEDESTRIAN OVPS,EAST   23 STREET,EAST   25 STREET PEDESTRIAN OVPS,ADDRESS,NEW YORK,FRANKLIN D ROOSEVELT DRIVE,Closed,2023-10-01T06:36:38.000,06 MANHATTAN,1009910050,MANHATTAN,991243,207312,PHONE,Unspecified,MANHATTAN,40.735697436244294,-73.97476656938484,"{'latitude': '40.735697436244294', 'longitude': '-73.97476656938484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The mobile outreach response team went to the location provided but could not find the individual that you reported.,,,,,,,
58968217,2023-09-30T11:50:00.000,2023-10-03T17:30:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11234,2028 KIMBALL STREET,KIMBALL STREET,AVENUE S,AVENUE T,,,ADDRESS,BROOKLYN,,Closed,2023-10-03T17:30:00.000,18 BROOKLYN,,BROOKLYN,1004288,161902,ONLINE,Unspecified,BROOKLYN,40.61103731721312,-73.92783021065966,"{'latitude': '40.61103731721312', 'longitude': '-73.92783021065966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",,,,N/A,,,
58968511,2023-09-30T11:50:00.000,2023-09-30T17:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11203,,,,,BROOKLYN AVENUE,CLARENDON ROAD,INTERSECTION,BROOKLYN,,Closed,2023-09-30T17:00:00.000,17 BROOKLYN,,BROOKLYN,1000069,173764,UNKNOWN,Unspecified,BROOKLYN,40.643604541919245,-73.94299775069646,"{'latitude': '40.643604541919245', 'longitude': '-73.94299775069646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,,,N/A,,,
58974417,2023-09-30T11:50:00.000,2023-09-30T13:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11362,252-20 THORNHILL AVENUE,THORNHILL AVENUE,252 ST,253 ST,,,ADDRESS,LITTLE NECK,,Closed,2023-09-30T13:55:00.000,11 QUEENS,4082540022,QUEENS,1059418,217902,PHONE,Unspecified,QUEENS,40.76444752040993,-73.72864746467208,"{'latitude': '40.76444752040993', 'longitude': '-73.72864746467208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,,,,,,,
58970653,2023-09-30T11:49:52.000,2023-09-30T12:04:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11238,493 FRANKLIN AVENUE,FRANKLIN AVENUE,HANCOCK STREET,FULTON STREET,HANCOCK STREET,FULTON STREET,ADDRESS,BROOKLYN,FRANKLIN AVENUE,Closed,2023-09-30T12:04:15.000,03 BROOKLYN,3019990006,BROOKLYN,996513,187663,MOBILE,Unspecified,BROOKLYN,40.6817598556788,-73.95578617389948,"{'latitude': '40.6817598556788', 'longitude': '-73.95578617389948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,,
58969715,2023-09-30T11:49:51.000,2023-09-30T13:06:12.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11218,512 EAST    5 STREET,EAST    5 STREET,AVENUE C,CORTELYOU ROAD,AVENUE C,CORTELYOU ROAD,ADDRESS,BROOKLYN,EAST    5 STREET,Closed,2023-09-30T13:06:16.000,12 BROOKLYN,3053730019,BROOKLYN,991238,172332,PHONE,Unspecified,BROOKLYN,40.639685379792816,-73.97482089257811,"{'latitude': '40.639685379792816', 'longitude': '-73.97482089257811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department issued a summons in response to the complaint.,,,,,,,
59451971,2023-09-30T11:49:48.000,,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Public Area,11216,218 NEW YORK AVENUE,NEW YORK AVENUE,PARK PLACE,STERLING PLACE,PARK PLACE,STERLING PLACE,ADDRESS,BROOKLYN,NEW YORK AVENUE,In Progress,,08 BROOKLYN,3012410037,BROOKLYN,998828,184410,PHONE,Unspecified,BROOKLYN,40.672827597197234,-73.9474465590977,"{'latitude': '40.672827597197234', 'longitude': '-73.9474465590977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59439916,2023-09-30T11:49:44.000,,HPD,Department of Housing Preservation and Development,General,Bell/Buzzer/Intercom,Public Area,11216,218 NEW YORK AVENUE,NEW YORK AVENUE,PARK PLACE,STERLING PLACE,PARK PLACE,STERLING PLACE,ADDRESS,BROOKLYN,NEW YORK AVENUE,In Progress,,08 BROOKLYN,3012410037,BROOKLYN,998828,184410,PHONE,Unspecified,BROOKLYN,40.672827597197234,-73.9474465590977,"{'latitude': '40.672827597197234', 'longitude': '-73.9474465590977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58975505,2023-09-30T11:49:43.000,2023-10-11T08:25:32.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,11426,80-21 252 STREET,252 STREET,80 AVENUE,81 AVENUE,80 AVENUE,81 AVENUE,ADDRESS,BELLEROSE,252 STREET,Closed,2023-10-02T13:12:00.000,13 QUEENS,4085660061,QUEENS,1062338,209993,ONLINE,Unspecified,QUEENS,40.74271412527842,-73.71819833823736,"{'latitude': '40.74271412527842', 'longitude': '-73.71819833823736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation collected the requested items.,,,,,,,
58972336,2023-09-30T11:49:21.000,2023-09-30T11:54:15.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,2023-09-30T11:54:18.000,03 BRONX,2029010001,BRONX,1010561,243449,ONLINE,Unspecified,BRONX,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,
59435349,2023-09-30T11:48:49.000,2023-09-30T13:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11362,252-20 THORNHILL AVENUE,THORNHILL AVENUE,252 STREET,253 STREET,252 STREET,253 STREET,ADDRESS,LITTLE NECK,THORNHILL AVENUE,Closed,2023-09-30T13:55:00.000,11 QUEENS,4082540022,QUEENS,1059418,217902,PHONE,Unspecified,QUEENS,40.76444752040993,-73.72864746467208,"{'latitude': '40.76444752040993', 'longitude': '-73.72864746467208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977458,2023-09-30T11:48:10.000,2023-10-01T09:41:42.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11105,21-47 33 STREET,33 STREET,,,,,ADDRESS,ASTORIA,,Closed,2023-10-01T00:00:00.000,01 QUEENS,4008307501,QUEENS,1009608,222123,ONLINE,Unspecified,QUEENS,40.776316248692595,-73.90844276478124,"{'latitude': '40.776316248692595', 'longitude': '-73.90844276478124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,,,,,,
58976675,2023-09-30T11:48:08.000,2023-10-03T11:35:12.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11217,278 HOYT STREET,HOYT STREET,DEGRAW STREET,SACKETT STREET,DEGRAW STREET,SACKETT STREET,ADDRESS,BROOKLYN,HOYT STREET,Closed,2023-10-02T10:14:25.000,06 BROOKLYN,3004220143,BROOKLYN,986712,187639,ONLINE,Unspecified,BROOKLYN,40.681702133303325,-73.99112335144734,"{'latitude': '40.681702133303325', 'longitude': '-73.99112335144734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation collected the requested items.,,,,,,,
58969645,2023-09-30T11:48:03.000,2023-09-30T12:14:04.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11226,1601 CHURCH AVENUE,CHURCH AVENUE,BUCKINGHAM ROAD,EAST   17 STREET,BUCKINGHAM ROAD,EAST   17 STREET,ADDRESS,BROOKLYN,CHURCH AVENUE,Closed,2023-09-30T12:14:08.000,14 BROOKLYN,3050770035,BROOKLYN,994026,175648,MOBILE,Unspecified,BROOKLYN,40.64878444658006,-73.96477038823424,"{'latitude': '40.64878444658006', 'longitude': '-73.96477038823424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,,
58976246,2023-09-30T11:48:02.000,2023-10-01T18:52:24.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10472,1126 WARD AVENUE,WARD AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-01T00:00:00.000,09 BRONX,2037420014,BRONX,1018316,240638,PHONE,Unspecified,BRONX,40.82710553155479,-73.87690788160623,"{'latitude': '40.82710553155479', 'longitude': '-73.87690788160623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58975656,2023-09-30T11:47:56.000,2023-10-12T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11206,166 MANHATTAN AVENUE,MANHATTAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,2023-10-13T08:07:33.000,01 BROOKLYN,3030430008,BROOKLYN,999472,197413,UNKNOWN,Unspecified,BROOKLYN,40.708516744518896,-73.94509556988905,"{'latitude': '40.708516744518896', 'longitude': '-73.94509556988905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The City has removed the graffiti from this property.,,,,N/A,,2023-10-30T11:47:56.000,
58974448,2023-09-30T11:47:53.000,2023-09-30T13:33:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,2120 EAST   26 STREET,EAST   26 STREET,AVENUE U,GRAVESEND NECK ROAD,AVENUE U,GRAVESEND NECK ROAD,ADDRESS,BROOKLYN,EAST   26 STREET,Closed,2023-09-30T13:33:51.000,15 BROOKLYN,3073580014,BROOKLYN,999365,157675,MOBILE,Unspecified,BROOKLYN,40.599444832210146,-73.94557056996338,"{'latitude': '40.599444832210146', 'longitude': '-73.94557056996338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,,
58972803,2023-09-30T11:47:49.000,2023-09-30T11:47:49.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10452,128 EAST CLARKE PLACE,EAST CLARKE PLACE,,,,,ADDRESS,BRONX,,Open,2023-09-30T00:00:00.000,04 BRONX,2028390053,BRONX,1007295,244404,UNKNOWN,Unspecified,BRONX,40.83747774480411,-73.9167175596753,"{'latitude': '40.83747774480411', 'longitude': '-73.9167175596753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,,,,,,
59440001,2023-09-30T11:47:39.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,Apartment,10472,1126 WARD AVENUE,WARD AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,WARD AVENUE,Closed,2023-10-01T00:00:00.000,09 BRONX,2037420014,BRONX,1018316,240638,PHONE,Unspecified,BRONX,40.82710553155479,-73.87690788160623,"{'latitude': '40.82710553155479', 'longitude': '-73.87690788160623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969227,2023-09-30T11:47:33.000,2023-10-11T08:08:06.000,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,,,,,,,,,,,Closed,2023-10-11T08:08:11.000,Unspecified BROOKLYN,,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,"The condition has been inspected/investigated, see customer notes for more information.",,Belt Pkwy,Bay Pkwy (Exit 5) - 14th Ave Bay 8th St (Exit 4),,West/Staten Island Bound,,Roadway
58976962,2023-09-30T11:47:18.000,2023-09-30T13:10:41.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,72-12 66 STREET,66 STREET,MYRTLE AVENUE,COOPER AVENUE,MYRTLE AVENUE,COOPER AVENUE,ADDRESS,RIDGEWOOD,66 STREET,Closed,2023-09-30T13:10:45.000,05 QUEENS,4036980039,QUEENS,1015335,194675,MOBILE,Unspecified,QUEENS,40.70096007511553,-73.88789179416138,"{'latitude': '40.70096007511553', 'longitude': '-73.88789179416138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department issued a summons in response to the complaint.,,,,,,,
58969710,2023-09-30T11:47:15.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,,11206,135 JOHNSON AVENUE,JOHNSON AVENUE,,,,,ADDRESS,BROOKLYN,,Open,2023-11-09T08:07:00.000,01 BROOKLYN,3030617501,BROOKLYN,999642,196671,UNKNOWN,Unspecified,BROOKLYN,40.70647983619278,-73.94448409099674,"{'latitude': '40.70647983619278', 'longitude': '-73.94448409099674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",,,,N/A,,2023-11-14T08:07:00.000,
58968210,2023-09-30T11:47:00.000,2023-09-30T13:25:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11233,158 MAC DOUGAL STREET,MAC DOUGAL STREET,SARATOGA AVE,THOMAS S BOYLAND ST,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T13:25:00.000,16 BROOKLYN,3015320027,BROOKLYN,1007931,186974,ONLINE,Unspecified,BROOKLYN,40.679845525337974,-73.91462140736488,"{'latitude': '40.679845525337974', 'longitude': '-73.91462140736488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,,,,,,,
58970767,2023-09-30T11:47:00.000,2023-09-30T14:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11231,192 NELSON STREET,NELSON STREET,COURT ST,DENNETT PL,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T14:30:00.000,06 BROOKLYN,3004740018,BROOKLYN,984808,185660,ONLINE,Unspecified,BROOKLYN,40.676270551266875,-73.99798831580742,"{'latitude': '40.676270551266875', 'longitude': '-73.99798831580742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,,,,,,,
58977861,2023-09-30T11:46:55.000,2023-10-04T12:40:49.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11238,1141 FULTON STREET,FULTON STREET,CLAVER PLACE,FRANKLIN AVENUE,CLAVER PLACE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,FULTON STREET,Closed,2023-10-04T12:40:53.000,03 BROOKLYN,3019970045,BROOKLYN,996412,187475,MOBILE,Unspecified,BROOKLYN,40.68124397782475,-73.95615066518215,"{'latitude': '40.68124397782475', 'longitude': '-73.95615066518215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation investigated this complaint and found no condition at the location.,,,,,,,
58969446,2023-09-30T11:46:24.000,2023-10-04T15:41:41.000,DSNY,Department of Sanitation,Recycling Basket Complaint,Overflowing,Sidewalk,11214,8747 BAY PARKWAY,BAY PARKWAY,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,BAY PARKWAY,Closed,2023-10-03T11:16:00.000,11 BROOKLYN,3064150006,BROOKLYN,985147,157539,ONLINE,Unspecified,BROOKLYN,40.599084383722506,-73.99676990194874,"{'latitude': '40.599084383722506', 'longitude': '-73.99676990194874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation cleaned the location.,,,,,,,
59443480,2023-09-30T11:46:14.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Apartment,11105,21-47 33 STREET,33 STREET,21 AVENUE,DITMARS BOULEVARD,21 AVENUE,DITMARS BOULEVARD,ADDRESS,ASTORIA,33 STREET,Closed,2023-10-01T00:00:00.000,01 QUEENS,4008307501,QUEENS,1009608,222123,ONLINE,Unspecified,QUEENS,40.776316248692595,-73.90844276478124,"{'latitude': '40.776316248692595', 'longitude': '-73.90844276478124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58975838,2023-09-30T11:45:59.000,2023-09-30T12:55:31.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11355,143-34 BARCLAY AVENUE,BARCLAY AVENUE,BOWNE STREET,PARSONS BOULEVARD,BOWNE STREET,PARSONS BOULEVARD,ADDRESS,FLUSHING,BARCLAY AVENUE,Closed,2023-09-30T12:55:35.000,07 QUEENS,,QUEENS,1033392,215955,MOBILE,Unspecified,QUEENS,40.759286493466355,-73.82261386696051,"{'latitude': '40.759286493466355', 'longitude': '-73.82261386696051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department issued a summons in response to the complaint.,,,,,,,
58971919,2023-09-30T11:45:41.000,2023-10-03T12:49:49.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11354,28 AVENUE,28 AVENUE,28 AVENUE,LINDEN PLACE,28 AVENUE,LINDEN PLACE,INTERSECTION,,,Closed,2023-10-03T12:49:52.000,07 QUEENS,,QUEENS,1030241,220836,ONLINE,Unspecified,QUEENS,40.77270050377847,-73.8339544942983,"{'latitude': '40.77270050377847', 'longitude': '-73.8339544942983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,,,,,,,
58974022,2023-09-30T11:45:38.000,2023-09-30T11:46:25.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,507 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,2023-09-30T11:46:29.000,05 BROOKLYN,3044520451,BROOKLYN,1019433,177859,ONLINE,Unspecified,BROOKLYN,40.654788662239774,-73.87320014483838,"{'latitude': '40.654788662239774', 'longitude': '-73.87320014483838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department reviewed your complaint and provided additional information below.,,,,,,,
