unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough
58795136,2023-09-12T12:04:31.000,2023-09-12T12:06:01.000,NYPD,New York City Police Department,Drug Activity,Use Outside,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T12:06:05.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,
58792706,2023-09-12T12:04:31.000,2023-09-13T06:15:47.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11216,119 ROGERS AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T06:15:52.000,08 BROOKLYN,3012400009,BROOKLYN,997303,184612,PHONE,Unspecified,BROOKLYN,40.673384421653346,-73.95294376573602,"{'latitude': '40.673384421653346', 'longitude': '-73.95294376573602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,PARK PLACE,STERLING PLACE,PARK PLACE,STERLING PLACE,ROGERS AVENUE,,,,,,,
58798023,2023-09-12T12:04:25.000,2023-09-12T12:06:17.000,NYPD,New York City Police Department,Drug Activity,Use Outside,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T12:06:20.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,
58790333,2023-09-12T12:04:21.000,2023-09-12T13:15:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10314,41 BRIELLE AVENUE,BRIELLE AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T13:15:26.000,02 STATEN ISLAND,5008010071,STATEN ISLAND,949786,157409,ONLINE,Unspecified,STATEN ISLAND,40.598660595042205,-74.12410415818455,"{'latitude': '40.598660595042205', 'longitude': '-74.12410415818455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,MELBA STREET,MOUNTAIN VIEW AVENUE,MELBA STREET,MOUNTAIN VIEW AVENUE,BRIELLE AVENUE,,,,,,,
58794553,2023-09-12T12:04:20.000,2023-09-12T18:00:09.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11206,12 PARK STREET,PARK STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T18:00:16.000,04 BROOKLYN,3031340005,BROOKLYN,1001293,194092,MOBILE,Unspecified,BROOKLYN,40.699398062262304,-73.93853578828099,"{'latitude': '40.699398062262304', 'longitude': '-73.93853578828099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BROADWAY,BEAVER STREET,BROADWAY,BEAVER STREET,PARK STREET,,,,,,,
58790300,2023-09-12T12:04:17.000,2023-09-13T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,10456,530 EAST  169 STREET,EAST  169 STREET,ADDRESS,BRONX,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-13T00:00:00.000,03 BRONX,2026100012,BRONX,1010629,242635,UNKNOWN,Unspecified,BRONX,40.83261302416413,-73.90467576630016,"{'latitude': '40.83261302416413', 'longitude': '-73.90467576630016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58799039,2023-09-12T12:04:13.000,2023-09-12T12:21:44.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11201,177 SANDS STREET,SANDS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T12:21:49.000,02 BROOKLYN,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,SANDS STREET,,,,,,,
58799401,2023-09-12T12:04:06.000,2023-09-13T07:33:00.000,DOT,Department of Transportation,Street Condition,Pothole,11422,BENTLEY ROAD,BENTLEY ROAD,BLOCKFACE,QUEENS,Closed,The Department of Transportation inspected this complaint and did not find the reported problem.,2023-09-13T07:33:00.000,13 QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,235 STREET,236 STREET,,,,,N/A,,,,,
58792448,2023-09-12T12:03:59.000,,DOT,Department of Transportation,Curb Condition,Broken Curb,10310,1 DAVIS COURT,DAVIS COURT,ADDRESS,STATEN ISLAND,In Progress,This request required re-assignment to a new DOT unit.,2023-09-19T09:34:11.000,01 STATEN ISLAND,5001490095,STATEN ISLAND,953621,173050,ONLINE,Unspecified,STATEN ISLAND,40.641605931904806,-74.11036537950157,"{'latitude': '40.641605931904806', 'longitude': '-74.11036537950157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,DAVIS AVENUE,DEAD END,DAVIS AVENUE,DEAD END,DAVIS COURT,,,,,,,
58792819,2023-09-12T12:03:58.000,2023-09-12T14:02:10.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,11372,76-10 37 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,Closed,N/A,2023-09-12T14:02:13.000,03 QUEENS,4012870001,QUEENS,1014812,212241,ONLINE,Unspecified,QUEENS,40.74917626289426,-73.88969822207801,"{'latitude': '40.74917626289426', 'longitude': '-73.88969822207801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,76 STREET,77 STREET,76 STREET,77 STREET,37 AVENUE,,,,,,,
58793187,2023-09-12T12:03:57.000,2023-09-12T12:25:27.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11694,131 BEACH  139 STREET,BEACH  139 STREET,ADDRESS,FAR ROCKAWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T12:25:30.000,14 QUEENS,4162840042,QUEENS,1024462,147507,ONLINE,Unspecified,QUEENS,40.57145739359057,-73.85525636511171,"{'latitude': '40.57145739359057', 'longitude': '-73.85525636511171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,BEACH  139 STREET,,,,,,,
58797307,2023-09-12T12:03:47.000,2023-09-12T13:01:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11217,53 5 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T13:01:15.000,06 BROOKLYN,3009330006,BROOKLYN,990572,187456,ONLINE,Unspecified,BROOKLYN,40.681197924658036,-73.97720643851117,"{'latitude': '40.681197924658036', 'longitude': '-73.97720643851117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,5 AVENUE,,,,,,,
58799735,2023-09-12T12:03:33.000,2023-09-12T12:11:10.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,11691,146 BEACH    9 STREET,BEACH    9 STREET,ADDRESS,FAR ROCKAWAY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T12:11:15.000,14 QUEENS,4156127502,QUEENS,1055395,156312,MOBILE,Unspecified,QUEENS,40.59543101376382,-73.74382042366307,"{'latitude': '40.59543101376382', 'longitude': '-73.74382042366307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,DEAD END,BOARDWALK,DEAD END,BOARDWALK,BEACH    9 STREET,,,,,,,
58791285,2023-09-12T12:03:31.000,2023-09-18T10:56:08.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11238,962 PACIFIC STREET,PACIFIC STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation cleaned the location.,2023-09-16T11:58:30.000,08 BROOKLYN,3011330013,BROOKLYN,995053,186862,PHONE,Unspecified,BROOKLYN,40.67956319500921,-73.96105143719555,"{'latitude': '40.67956319500921', 'longitude': '-73.96105143719555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,GRAND AVENUE,CLASSON AVENUE,GRAND AVENUE,CLASSON AVENUE,PACIFIC STREET,,,,,,,
58790994,2023-09-12T12:02:58.000,2023-09-12T12:02:58.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,10010,422 1 AVENUE,1 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-12T12:02:58.000,06 MANHATTAN,1009550005,MANHATTAN,990408,208119,PHONE,Unspecified,MANHATTAN,40.737913072469894,-73.97777883135143,"{'latitude': '40.737913072469894', 'longitude': '-73.97777883135143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Other (Explain Below),1 AVENUE,EAST 58 STREET,1 AVENUE,EAST   58 STREET,,,,,,,,
58796016,2023-09-12T12:02:50.000,2023-09-12T12:34:44.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11204,1814 48 STREET,48 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T12:34:49.000,12 BROOKLYN,3054500013,BROOKLYN,989845,168262,MOBILE,Unspecified,BROOKLYN,40.62851508355689,-73.97984351365447,"{'latitude': '40.62851508355689', 'longitude': '-73.97984351365447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,18 AVENUE,19 AVENUE,18 AVENUE,19 AVENUE,48 STREET,,,,,,,
58796145,2023-09-12T12:02:45.000,2023-09-12T13:25:42.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,10306,124 BRYANT AVENUE,BRYANT AVENUE,ADDRESS,STATEN ISLAND,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-12T13:25:46.000,02 STATEN ISLAND,5036320045,STATEN ISLAND,953291,149328,MOBILE,Unspecified,STATEN ISLAND,40.57649281594906,-74.11144571747595,"{'latitude': '40.57649281594906', 'longitude': '-74.11144571747595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,SOUTH RAILROAD AVENUE,EDISON STREET,SOUTH RAILROAD AVENUE,EDISON STREET,BRYANT AVENUE,,,,,,,
58797961,2023-09-12T12:02:30.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,10452,1510 JESUP AVENUE,JESUP AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,04 BRONX,2028720287,BRONX,1006698,246669,PHONE,Unspecified,BRONX,40.84369604477015,-73.91886747829975,"{'latitude': '40.84369604477015', 'longitude': '-73.91886747829975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58797841,2023-09-12T12:02:30.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,10452,1510 JESUP AVENUE,JESUP AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,04 BRONX,2028720287,BRONX,1006698,246669,PHONE,Unspecified,BRONX,40.84369604477015,-73.91886747829975,"{'latitude': '40.84369604477015', 'longitude': '-73.91886747829975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58792658,2023-09-12T12:02:29.000,2023-09-14T10:41:41.000,DHS,Department of Homeless Services,Encampment,N/A,10011,402 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-14T10:41:44.000,02 MANHATTAN,1005720001,MANHATTAN,984399,206593,ONLINE,Unspecified,MANHATTAN,40.73372672168842,-73.99946236666484,"{'latitude': '40.73372672168842', 'longitude': '-73.99946236666484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,GREENWICH AVENUE,CHRISTOPHER STREET,GREENWICH AVENUE,CHRISTOPHER STREET,AVENUE OF THE AMERICAS,,,,,,,
58789777,2023-09-12T12:02:29.000,2023-09-12T13:18:54.000,NYPD,New York City Police Department,Encampment,N/A,10011,402 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-12T13:18:58.000,02 MANHATTAN,1005720001,MANHATTAN,984399,206593,ONLINE,Unspecified,MANHATTAN,40.73372672168842,-73.99946236666484,"{'latitude': '40.73372672168842', 'longitude': '-73.99946236666484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,GREENWICH AVENUE,CHRISTOPHER STREET,GREENWICH AVENUE,CHRISTOPHER STREET,AVENUE OF THE AMERICAS,,,,,,,
58792730,2023-09-12T12:02:22.000,2023-09-15T10:21:48.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,11432,86-29 ETON STREET,ETON STREET,ADDRESS,JAMAICA,Closed,The Department of Sanitation collected the requested items.,2023-09-13T16:44:18.000,08 QUEENS,4099560079,QUEENS,1045844,200226,ONLINE,Unspecified,QUEENS,40.71603644288416,-73.77781051046306,"{'latitude': '40.71603644288416', 'longitude': '-73.77781051046306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BARRINGTON STREET,WEXFORD TERRACE,BARRINGTON STREET,WEXFORD TERRACE,ETON STREET,,,,,,,
58792841,2023-09-12T12:02:21.000,2023-09-15T15:50:30.000,DSNY,Department of Sanitation,Lot Condition,Trash,11426,247-48 87 DRIVE,87 DRIVE,ADDRESS,BELLEROSE,Closed,"The Department of Sanitation (DSNY) found an open Service Request already exists for the same location.   DSNY's system can't accept more than one complaint per address at a time. Your Service Request has been closed. DSNY will address the Service Request that was filed previously.  If you filed that Service Request, you can get the status with your Service Request number at nyc.gov/311 or by calling 311.  If you didn't file it, you can get the status by calling DSNY at (212) 291-1220.",2023-09-15T15:50:27.000,13 QUEENS,4086390040,QUEENS,1062212,205159,ONLINE,Unspecified,QUEENS,40.729447169007436,-73.71870905845749,"{'latitude': '40.729447169007436', 'longitude': '-73.71870905845749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Lot,COMMONWEALTH BOULEVARD,248 STREET,COMMONWEALTH BOULEVARD,248 STREET,87 DRIVE,,,,,,,
58792415,2023-09-12T12:02:21.000,2023-09-29T09:33:32.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,11216,119 ROGERS AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-12T12:02:21.000,08 BROOKLYN,3012400009,BROOKLYN,997303,184612,PHONE,Unspecified,BROOKLYN,40.673384421653346,-73.95294376573602,"{'latitude': '40.673384421653346', 'longitude': '-73.95294376573602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apt. Building,PARK PLACE,STERLING PLACE,PARK PLACE,STERLING PLACE,ROGERS AVENUE,,,,,,,
58792164,2023-09-12T12:02:17.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,11216,119 ROGERS AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,08 BROOKLYN,3012400009,BROOKLYN,997303,184612,PHONE,Unspecified,BROOKLYN,40.673384421653346,-73.95294376573602,"{'latitude': '40.673384421653346', 'longitude': '-73.95294376573602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58796500,2023-09-12T12:02:16.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11207,173 JEROME STREET,JEROME STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,05 BROOKLYN,3039510006,BROOKLYN,1015339,186283,PHONE,Unspecified,BROOKLYN,40.677925970244836,-73.88791609433657,"{'latitude': '40.677925970244836', 'longitude': '-73.88791609433657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58790591,2023-09-12T12:02:16.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,11207,173 JEROME STREET,JEROME STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,05 BROOKLYN,3039510006,BROOKLYN,1015339,186283,PHONE,Unspecified,BROOKLYN,40.677925970244836,-73.88791609433657,"{'latitude': '40.677925970244836', 'longitude': '-73.88791609433657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58792210,2023-09-12T12:02:16.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11207,173 JEROME STREET,JEROME STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,05 BROOKLYN,3039510006,BROOKLYN,1015339,186283,PHONE,Unspecified,BROOKLYN,40.677925970244836,-73.88791609433657,"{'latitude': '40.677925970244836', 'longitude': '-73.88791609433657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58797798,2023-09-12T12:02:16.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,11207,173 JEROME STREET,JEROME STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,05 BROOKLYN,3039510006,BROOKLYN,1015339,186283,PHONE,Unspecified,BROOKLYN,40.677925970244836,-73.88791609433657,"{'latitude': '40.677925970244836', 'longitude': '-73.88791609433657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58792338,2023-09-12T12:02:13.000,2023-09-13T09:12:00.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11428,93-48 213 STREET,213 STREET,ADDRESS,QUEENS VILLAGE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T09:12:05.000,13 QUEENS,4106130029,QUEENS,1054648,201146,PHONE,Unspecified,QUEENS,40.7184959371898,-73.7460421788489,"{'latitude': '40.7184959371898', 'longitude': '-73.7460421788489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,93 AVENUE,94 AVENUE,93 AVENUE,94 AVENUE,213 STREET,,,,,,,
58796099,2023-09-12T12:02:06.000,2023-09-12T13:51:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11218,432 STRATFORD ROAD,STRATFORD ROAD,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T13:51:51.000,14 BROOKLYN,3051530035,BROOKLYN,993230,171771,PHONE,Unspecified,BROOKLYN,40.638143759168464,-73.9676440808467,"{'latitude': '40.638143759168464', 'longitude': '-73.9676440808467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CORTELYOU ROAD,DORCHESTER ROAD,CORTELYOU ROAD,DORCHESTER ROAD,STRATFORD ROAD,,,,,,,
58789952,2023-09-12T12:02:06.000,2023-09-13T09:36:01.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,11377,47-15 LAUREL HILL BOULEVARD,LAUREL HILL BOULEVARD,ADDRESS,WOODSIDE,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-13T09:36:01.000,02 QUEENS,,QUEENS,1006680,207206,ONLINE,Unspecified,QUEENS,40.73538081544904,-73.91906431689428,"{'latitude': '40.73538081544904', 'longitude': '-73.91906431689428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,47 STREET,48 STREET,47 STREET,48 STREET,LAUREL HILL BOULEVARD,,,,,,,
58792581,2023-09-12T12:02:04.000,2023-09-14T11:49:44.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,11417,90-12 DESARC ROAD,DESARC ROAD,ADDRESS,OZONE PARK,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-14T11:49:49.000,10 QUEENS,4113720007,QUEENS,1027114,184774,UNKNOWN,Unspecified,QUEENS,40.67373492608062,-73.84547383935964,"{'latitude': '40.67373492608062', 'longitude': '-73.84547383935964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,SITKA STREET,LINDEN BOULEVARD,SITKA STREET,LINDEN BOULEVARD,DESARC ROAD,,,,,,,
58792950,2023-09-12T12:02:00.000,2023-09-15T14:05:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),11414,,,INTERSECTION,QUEENS,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-15T14:05:00.000,10 QUEENS,,QUEENS,1024831,181265,PHONE,Unspecified,QUEENS,40.664114277236145,-73.85372523912191,"{'latitude': '40.664114277236145', 'longitude': '-73.85372523912191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,80 STREET,155 AVENUE,,,,,,,,
58790080,2023-09-12T12:02:00.000,2023-09-12T12:47:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),10474,1012 GARRISON AVENUE,GARRISON AVENUE,ADDRESS,BRONX,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-12T12:47:00.000,02 BRONX,2027400001,BRONX,1014638,237646,MOBILE,Unspecified,BRONX,40.81890676548488,-73.89021128973354,"{'latitude': '40.81890676548488', 'longitude': '-73.89021128973354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,MANIDA ST,HUNTS POINT AVE,,,,,,,,,,
58791529,2023-09-12T12:02:00.000,2023-09-20T09:30:00.000,DEP,Department of Environmental Protection,Sewer,Culvert Blocked/Needs Cleaning (SE),10456,1075 GRANT AVENUE,GRANT AVENUE,ADDRESS,BRONX,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-20T09:30:00.000,04 BRONX,2024510024,BRONX,1007276,241867,ONLINE,Unspecified,BRONX,40.83051446403718,-73.9167949325916,"{'latitude': '40.83051446403718', 'longitude': '-73.9167949325916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,E 165 ST,E 166 ST,,,,,,,,,,
58789718,2023-09-12T12:02:00.000,2023-09-14T12:11:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,10306,52 MILBANK ROAD,MILBANK ROAD,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-14T12:11:00.000,02 STATEN ISLAND,5040920070,STATEN ISLAND,955916,143612,PHONE,Unspecified,STATEN ISLAND,40.56081229709169,-74.1019723399866,"{'latitude': '40.56081229709169', 'longitude': '-74.1019723399866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,NEUTRAL AVENUE,CEDAR GROVE AVENUE,,,,,,,,,,
58798550,2023-09-12T12:01:41.000,2023-09-12T13:01:51.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,11372,82-02 37 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,Closed,N/A,2023-09-12T13:01:55.000,03 QUEENS,4014700001,QUEENS,1016348,212453,ONLINE,Unspecified,QUEENS,40.749752706865934,-73.88415361560237,"{'latitude': '40.749752706865934', 'longitude': '-73.88415361560237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,82 STREET,83 STREET,82 STREET,83 STREET,37 AVENUE,,,,,,,
58797360,2023-09-12T12:01:40.000,2023-09-12T12:21:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11231,191 UNION STREET,UNION STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T12:21:10.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,UNION STREET,,,,,,,
