unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58828288,2023-09-16T21:08:29.000,2023-09-16T21:47:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,987 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:47:12.000,04 BROOKLYN,3031840062,BROOKLYN,1003840,193816,MOBILE,Unspecified,BROOKLYN,40.698635235060614,-73.9293510437017,"{'latitude': '40.698635235060614', 'longitude': '-73.9293510437017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58831012,2023-09-16T21:08:10.000,2023-09-16T21:25:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,701 LEXINGTON AVENUE,LEXINGTON AVENUE,STUYVESANT AVENUE,MALCOLM X BOULEVARD,STUYVESANT AVENUE,MALCOLM X BOULEVARD,ADDRESS,BROOKLYN,LEXINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:25:42.000,03 BROOKLYN,3016210080,BROOKLYN,1002857,190581,ONLINE,Unspecified,BROOKLYN,40.68975803351847,-73.93290504845581,"{'latitude': '40.68975803351847', 'longitude': '-73.93290504845581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834770,2023-09-16T21:08:06.000,2023-09-16T21:17:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2593 GRAND CONCOURSE,GRAND CONCOURSE,EAST  192 STREET,EAST  193 STREET,EAST  192 STREET,EAST  193 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T21:17:23.000,07 BRONX,2031680061,BRONX,1013142,254274,ONLINE,Unspecified,BRONX,40.864550756838064,-73.89554454141326,"{'latitude': '40.864550756838064', 'longitude': '-73.89554454141326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835648,2023-09-16T21:08:00.000,2023-10-07T14:30:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10457,2280 WEBSTER AVENUE,WEBSTER AVENUE,FORD ST,E 183 ST,,,ADDRESS,BRONX,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-10-07T14:30:00.000,06 BRONX,2030300156,BRONX,1013116,251202,PHONE,Unspecified,BRONX,40.85611913210435,-73.8956517714004,"{'latitude': '40.85611913210435', 'longitude': '-73.8956517714004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834650,2023-09-16T21:07:47.000,2023-09-16T21:09:14.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11377,50-35 69 PLACE,69 PLACE,GARFIELD AVENUE,51 AVENUE,GARFIELD AVENUE,51 AVENUE,ADDRESS,WOODSIDE,69 PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:09:18.000,02 QUEENS,4024390002,QUEENS,1013333,207510,MOBILE,Unspecified,QUEENS,40.7361958454354,-73.89505655407301,"{'latitude': '40.7361958454354', 'longitude': '-73.89505655407301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834670,2023-09-16T21:07:41.000,2023-09-16T21:16:57.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,2545 GRAND CONCOURSE,GRAND CONCOURSE,EAST FORDHAM ROAD,EAST  192 STREET,EAST FORDHAM ROAD,EAST  192 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T21:17:01.000,07 BRONX,2031670064,BRONX,1012909,253873,ONLINE,Unspecified,BRONX,40.86345089348126,-73.89638863815979,"{'latitude': '40.86345089348126', 'longitude': '-73.89638863815979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830337,2023-09-16T21:07:25.000,2023-09-16T21:33:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10309,34 MORENO COURT,MORENO COURT,EL CAMINO LOOP,DEAD END,EL CAMINO LOOP,DEAD END,ADDRESS,STATEN ISLAND,MORENO COURT,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:33:52.000,03 STATEN ISLAND,5069790112,STATEN ISLAND,924971,134377,ONLINE,Unspecified,STATEN ISLAND,40.53531117917635,-74.21326026939542,"{'latitude': '40.53531117917635', 'longitude': '-74.21326026939542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826580,2023-09-16T21:07:24.000,2023-09-16T21:20:27.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11354,32-19 LEAVITT STREET,LEAVITT STREET,32 AVENUE,33 AVENUE,32 AVENUE,33 AVENUE,ADDRESS,FLUSHING,LEAVITT STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T21:20:31.000,07 QUEENS,4049540010,QUEENS,1031955,219314,MOBILE,Unspecified,QUEENS,40.76851393472691,-73.8277771029025,"{'latitude': '40.76851393472691', 'longitude': '-73.8277771029025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828075,2023-09-16T21:07:18.000,2023-09-17T00:38:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,130-18 ATLANTIC AVENUE,ATLANTIC AVENUE,130 STREET,131 STREET,130 STREET,131 STREET,ADDRESS,SOUTH RICHMOND HILL,ATLANTIC AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:38:11.000,09 QUEENS,4094460028,QUEENS,1034546,192873,ONLINE,Unspecified,QUEENS,40.69592567849205,-73.818620844794,"{'latitude': '40.69592567849205', 'longitude': '-73.818620844794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828161,2023-09-16T21:07:17.000,2023-09-16T21:30:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,107-38 159 STREET,159 STREET,107 AVENUE,108 AVENUE,107 AVENUE,108 AVENUE,ADDRESS,JAMAICA,159 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T21:30:38.000,12 QUEENS,4101250033,QUEENS,1041234,192905,ONLINE,Unspecified,QUEENS,40.695972973618375,-73.79450216305685,"{'latitude': '40.695972973618375', 'longitude': '-73.79450216305685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58827277,2023-09-16T21:07:05.000,2023-09-17T19:05:24.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11378,60-91 54 STREET,54 STREET,NURGE AVENUE,ARNOLD AVENUE,NURGE AVENUE,ARNOLD AVENUE,ADDRESS,MASPETH,54 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T19:05:28.000,05 QUEENS,4026370038,QUEENS,1008942,199204,MOBILE,Unspecified,QUEENS,40.713411251764185,-73.91093155406574,"{'latitude': '40.713411251764185', 'longitude': '-73.91093155406574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830709,2023-09-16T21:07:05.000,2023-09-16T21:31:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T21:31:14.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829628,2023-09-16T21:07:00.000,2023-09-16T21:30:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,306 EAST MOSHOLU PARKWAY SOUTH,EAST MOSHOLU PARKWAY SOUTH,BAINBRIDGE AVENUE,PERRY AVENUE,BAINBRIDGE AVENUE,PERRY AVENUE,ADDRESS,BRONX,EAST MOSHOLU PARKWAY SOUTH,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:30:34.000,07 BRONX,2032990014,BRONX,1016782,256898,MOBILE,Unspecified,BRONX,40.87174016700307,-73.8823718467139,"{'latitude': '40.87174016700307', 'longitude': '-73.8823718467139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58827860,2023-09-16T21:06:15.000,2023-09-16T22:38:50.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10452,1322 JEROME AVENUE,JEROME AVENUE,EAST CLARKE PLACE,MARCY PLACE,EAST CLARKE PLACE,MARCY PLACE,ADDRESS,BRONX,JEROME AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:38:53.000,04 BRONX,2028400001,BRONX,1006692,244788,PHONE,Unspecified,BRONX,40.83853326586122,-73.91889545823753,"{'latitude': '40.83853326586122', 'longitude': '-73.91889545823753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833666,2023-09-16T21:06:08.000,2023-09-16T21:54:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,416 AUDUBON AVENUE,AUDUBON AVENUE,WEST  186 STREET,WEST  187 STREET,WEST  186 STREET,WEST  187 STREET,ADDRESS,NEW YORK,AUDUBON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T21:54:58.000,12 MANHATTAN,1021570091,MANHATTAN,1003614,249670,MOBILE,Unspecified,MANHATTAN,40.851940203762744,-73.93000513107505,"{'latitude': '40.851940203762744', 'longitude': '-73.93000513107505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836222,2023-09-16T21:06:06.000,2023-09-16T21:47:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10039,159-64 HARLEM RIVER DRIVE,HARLEM RIVER DRIVE,FREDERICK DOUGLASS BOULEVARD,HARLEM RIVER DRIVE EXIT   23 SB,FREDERICK DOUGLASS BOULEVARD,HARLEM RIVER DRIVE EXIT   23 SB,ADDRESS,NEW YORK,HARLEM RIVER DRIVE SERVICE RD W,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T21:47:42.000,10 MANHATTAN,1021060320,MANHATTAN,1002105,243152,MOBILE,Unspecified,MANHATTAN,40.83405338608743,-73.93547705153043,"{'latitude': '40.83405338608743', 'longitude': '-73.93547705153043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58831491,2023-09-16T21:06:01.000,2023-09-19T11:35:18.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11368,102-22 NICOLLS AVENUE,NICOLLS AVENUE,102 STREET,104 STREET,102 STREET,104 STREET,ADDRESS,CORONA,NICOLLS AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-18T03:34:30.000,04 QUEENS,4019830011,QUEENS,1022686,210713,MOBILE,Unspecified,QUEENS,40.744951572399806,-73.86128882447207,"{'latitude': '40.744951572399806', 'longitude': '-73.86128882447207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834318,2023-09-16T21:06:01.000,2023-09-17T19:06:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11385,2002 STANHOPE STREET,STANHOPE STREET,FAIRVIEW AVENUE,GRANDVIEW AVENUE,FAIRVIEW AVENUE,GRANDVIEW AVENUE,ADDRESS,RIDGEWOOD,STANHOPE STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T19:06:06.000,05 QUEENS,,QUEENS,1008933,197982,ONLINE,Unspecified,QUEENS,40.71005717927634,-73.91096849879196,"{'latitude': '40.71005717927634', 'longitude': '-73.91096849879196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836537,2023-09-16T21:05:46.000,2023-09-19T08:16:36.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10028,416 EAST   85 STREET,EAST   85 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,ADDRESS,NEW YORK,EAST   85 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-16T21:05:46.000,08 MANHATTAN,1015640041,MANHATTAN,998367,221937,ONLINE,Unspecified,MANHATTAN,40.775830828333675,-73.94902973793954,"{'latitude': '40.775830828333675', 'longitude': '-73.94902973793954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833594,2023-09-16T21:05:43.000,2023-09-16T21:16:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11249,22 NORTH    6 STREET,NORTH    6 STREET,NORTH    6 PLACE,KENT AVENUE,NORTH    6 PLACE,KENT AVENUE,ADDRESS,BROOKLYN,NORTH    6 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:16:51.000,01 BROOKLYN,3023327502,BROOKLYN,994558,201622,ONLINE,Unspecified,BROOKLYN,40.720076532727674,-73.96281349306962,"{'latitude': '40.720076532727674', 'longitude': '-73.96281349306962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830834,2023-09-16T21:05:41.000,2023-09-16T21:30:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T21:30:38.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834931,2023-09-16T21:05:39.000,2023-09-16T21:19:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,280 HENRY STREET,HENRY STREET,GOUVERNEUR STREET,BEND,GOUVERNEUR STREET,BEND,ADDRESS,NEW YORK,HENRY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:20:04.000,03 MANHATTAN,1002670010,MANHATTAN,988728,199374,MOBILE,Unspecified,MANHATTAN,40.71391118393039,-73.98384693722797,"{'latitude': '40.71391118393039', 'longitude': '-73.98384693722797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834941,2023-09-16T21:05:35.000,2023-09-16T21:54:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10465,2853 RANDALL AVENUE,RANDALL AVENUE,CALHOUN AVENUE,REVERE AVENUE,CALHOUN AVENUE,REVERE AVENUE,ADDRESS,BRONX,RANDALL AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:54:58.000,10 BRONX,2055440113,BRONX,1033130,240039,ONLINE,Unspecified,BRONX,40.8253918914582,-73.82338431592869,"{'latitude': '40.8253918914582', 'longitude': '-73.82338431592869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834277,2023-09-16T21:05:05.000,2023-09-19T11:59:02.000,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,11375,92 GREENWAY NORTH,GREENWAY NORTH,BORAGE PLACE,PURITAN AVENUE,BORAGE PLACE,PURITAN AVENUE,ADDRESS,FOREST HILLS,GREENWAY NORTH,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T04:22:54.000,06 QUEENS,4032890034,QUEENS,1028535,199852,ONLINE,Unspecified,QUEENS,40.71511347811099,-73.8402519694565,"{'latitude': '40.71511347811099', 'longitude': '-73.8402519694565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829492,2023-09-16T21:05:04.000,2023-09-16T22:44:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,1839 NEREID AVENUE,NEREID AVENUE,BRUNER AVENUE,ELY AVENUE,BRUNER AVENUE,ELY AVENUE,ADDRESS,BRONX,NEREID AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:44:48.000,12 BRONX,2050910003,BRONX,1025899,266675,ONLINE,Unspecified,BRONX,40.898536619848905,-73.84934615201094,"{'latitude': '40.898536619848905', 'longitude': '-73.84934615201094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829604,2023-09-16T21:05:02.000,2023-09-16T21:53:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10036,9 AVENUE,9 AVENUE,9 AVENUE,WEST   45 STREET,9 AVENUE,WEST   45 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:53:32.000,04 MANHATTAN,,MANHATTAN,986679,216294,ONLINE,Unspecified,MANHATTAN,40.76035319755436,-73.99123199048147,"{'latitude': '40.76035319755436', 'longitude': '-73.99123199048147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833823,2023-09-16T21:05:02.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11226,2506 NEWKIRK AVENUE,NEWKIRK AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-16T00:00:00.000,17 BROOKLYN,3052120042,BROOKLYN,997287,172338,PHONE,Unspecified,BROOKLYN,40.63969501046667,-73.95302517429184,"{'latitude': '40.63969501046667', 'longitude': '-73.95302517429184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833496,2023-09-16T21:04:59.000,2023-09-16T21:17:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11354,133-33 ROOSEVELT AVENUE,ROOSEVELT AVENUE,FLUSHING LINE,PRINCE STREET,FLUSHING LINE,PRINCE STREET,ADDRESS,FLUSHING,ROOSEVELT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T21:17:36.000,07 QUEENS,4049730016,QUEENS,1030441,215662,ONLINE,Unspecified,QUEENS,40.75849819453633,-73.83326797344816,"{'latitude': '40.75849819453633', 'longitude': '-73.83326797344816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835001,2023-09-16T21:04:58.000,2023-09-16T21:49:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,995 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:49:12.000,04 BROOKLYN,,BROOKLYN,1003894,193860,PHONE,Unspecified,BROOKLYN,40.69875588505464,-73.92915617101124,"{'latitude': '40.69875588505464', 'longitude': '-73.92915617101124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835296,2023-09-16T21:04:54.000,2023-11-06T09:51:50.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11102,24-02 19 STREET,19 STREET,24 AVENUE,24 ROAD,24 AVENUE,24 ROAD,ADDRESS,ASTORIA,19 STREET,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-06T09:51:55.000,01 QUEENS,4008980001,QUEENS,1005632,222482,MOBILE,Astoria Park,QUEENS,40.777312121014575,-73.92279730348663,"{'latitude': '40.777312121014575', 'longitude': '-73.92279730348663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835929,2023-09-16T21:04:43.000,2023-09-16T22:05:05.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10301,101 VICTORY BOULEVARD,VICTORY BOULEVARD,CORSON AVENUE,BROOK STREET,CORSON AVENUE,BROOK STREET,ADDRESS,STATEN ISLAND,VICTORY BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:05:07.000,01 STATEN ISLAND,5000230054,STATEN ISLAND,962150,171675,ONLINE,Unspecified,STATEN ISLAND,40.637857241089876,-74.07962837697686,"{'latitude': '40.637857241089876', 'longitude': '-74.07962837697686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832040,2023-09-16T21:04:35.000,2023-09-16T22:21:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11207,190 COZINE AVENUE,COZINE AVENUE,VERMONT STREET,VAN SICLEN AVENUE,VERMONT STREET,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,COZINE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:21:54.000,05 BROOKLYN,3044157501,BROOKLYN,1016213,178011,ONLINE,Unspecified,BROOKLYN,40.655218076771995,-73.88480431995897,"{'latitude': '40.655218076771995', 'longitude': '-73.88480431995897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58827478,2023-09-16T21:04:23.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Highway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-16T22:31:59.000,Unspecified BRONX,,BRONX,,239904,PHONE,Unspecified,BRONX,,,,,,Bruckner Expwy,Southbound/To RFK Triborough Br,Roadway,Bronx River Ave (Exit 51) - Hunts Point Ave Hunts Point Mkt (Exit 50),
58827618,2023-09-16T21:04:21.000,2023-09-16T23:02:03.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11220,6102 8 AVENUE,8 AVENUE,61 STREET,LIRR BAY RIDGE LINE,61 STREET,LIRR BAY RIDGE LINE,ADDRESS,BROOKLYN,8 AVENUE,Closed,N/A,2023-09-16T23:02:06.000,07 BROOKLYN,3057940033,BROOKLYN,981421,170586,PHONE,Unspecified,BROOKLYN,40.63489528697644,-74.0101926990687,"{'latitude': '40.63489528697644', 'longitude': '-74.0101926990687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833227,2023-09-16T21:04:18.000,2023-09-16T21:44:17.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,37-09 103 STREET,103 STREET,37 AVENUE,39 AVENUE,37 AVENUE,39 AVENUE,ADDRESS,CORONA,103 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T21:44:22.000,03 QUEENS,4017690101,QUEENS,1021867,213595,ONLINE,Unspecified,QUEENS,40.75286544866875,-73.8642283772688,"{'latitude': '40.75286544866875', 'longitude': '-73.8642283772688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830684,2023-09-16T21:04:17.000,2023-09-16T21:30:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T21:31:02.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826860,2023-09-16T21:04:16.000,2023-09-16T21:36:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,730 EAST   51 STREET,EAST   51 STREET,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,EAST   51 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:36:27.000,17 BROOKLYN,3047710023,BROOKLYN,1004095,173699,MOBILE,Unspecified,BROOKLYN,40.6434180249967,-73.92849064282541,"{'latitude': '40.6434180249967', 'longitude': '-73.92849064282541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829392,2023-09-16T21:04:09.000,2023-09-16T21:32:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,127 EAST  102 STREET,EAST  102 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST  102 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T21:32:27.000,11 MANHATTAN,1016300014,MANHATTAN,998468,227067,ONLINE,Unspecified,MANHATTAN,40.78991115087374,-73.94865421465013,"{'latitude': '40.78991115087374', 'longitude': '-73.94865421465013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832107,2023-09-16T21:04:01.000,2023-09-16T22:00:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,70 PILLING STREET,PILLING STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,PILLING STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:00:47.000,04 BROOKLYN,3034570013,BROOKLYN,1009933,188538,PHONE,Unspecified,BROOKLYN,40.68413276493403,-73.90739751554894,"{'latitude': '40.68413276493403', 'longitude': '-73.90739751554894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
