unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58834394,2023-09-16T23:43:43.000,2023-09-17T01:43:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,245 FOUNTAIN AVENUE,FOUNTAIN AVENUE,PITKIN AVENUE,BELMONT AVENUE,PITKIN AVENUE,BELMONT AVENUE,ADDRESS,BROOKLYN,FOUNTAIN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:43:29.000,05 BROOKLYN,3042290002,BROOKLYN,1018911,184874,MOBILE,Unspecified,BROOKLYN,40.67404532115711,-73.87504537095032,"{'latitude': '40.67404532115711', 'longitude': '-73.87504537095032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58830607,2023-09-16T23:43:37.000,2023-09-17T00:11:01.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11354,35-28 153 STREET,153 STREET,35 AVENUE,NORTHERN BOULEVARD,35 AVENUE,NORTHERN BOULEVARD,ADDRESS,FLUSHING,153 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:11:05.000,07 QUEENS,4052630021,QUEENS,1036367,218288,MOBILE,Unspecified,QUEENS,40.76567292738514,-73.81185705964587,"{'latitude': '40.76567292738514', 'longitude': '-73.81185705964587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58834888,2023-09-16T23:43:21.000,2023-09-17T00:18:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10030,130 WEST  143 STREET,WEST  143 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  143 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T00:18:51.000,10 MANHATTAN,1020110050,MANHATTAN,1001323,237891,ONLINE,Unspecified,MANHATTAN,40.81961499067665,-73.93831636622778,"{'latitude': '40.81961499067665', 'longitude': '-73.93831636622778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58831288,2023-09-16T23:43:07.000,2023-09-16T23:43:07.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10014,68 MORTON STREET,MORTON STREET,BEDFORD STREET,HUDSON STREET,BEDFORD STREET,HUDSON STREET,ADDRESS,NEW YORK,MORTON STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-16T23:43:07.000,02 MANHATTAN,1005830010,MANHATTAN,982489,205563,MOBILE,Unspecified,MANHATTAN,40.73089945049289,-74.00635390694072,"{'latitude': '40.73089945049289', 'longitude': '-74.00635390694072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58830180,2023-09-16T23:42:57.000,2023-09-21T13:33:34.000,DSNY,Department of Sanitation,Illegal Posting,Sticker or Decal,Sidewalk,11419,101 AVENUE,101 AVENUE,101 AVENUE,126 STREET,101 AVENUE,126 STREET,INTERSECTION,,,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-21T13:33:40.000,09 QUEENS,,QUEENS,1034155,191312,ONLINE,Unspecified,QUEENS,40.691643317447024,-73.82004244312377,"{'latitude': '40.691643317447024', 'longitude': '-73.82004244312377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58836314,2023-09-16T23:42:54.000,2023-09-17T00:11:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11238,486 LINCOLN PLACE,LINCOLN PLACE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,LINCOLN PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:11:37.000,08 BROOKLYN,3011817501,BROOKLYN,995298,184126,MOBILE,Unspecified,BROOKLYN,40.672053190083936,-73.9601726122386,"{'latitude': '40.672053190083936', 'longitude': '-73.9601726122386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58830344,2023-09-16T23:42:53.000,2023-09-17T00:28:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11238,1077 PACIFIC STREET,PACIFIC STREET,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:28:11.000,08 BROOKLYN,3011260083,BROOKLYN,995996,186608,MOBILE,Unspecified,BROOKLYN,40.678864821549226,-73.95765203826966,"{'latitude': '40.678864821549226', 'longitude': '-73.95765203826966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58828402,2023-09-16T23:42:53.000,2023-09-17T00:17:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11436,144-03 123 AVENUE,123 AVENUE,144 STREET,145 STREET,144 STREET,145 STREET,ADDRESS,JAMAICA,123 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:18:02.000,12 QUEENS,4120410041,QUEENS,1041123,185211,ONLINE,Unspecified,QUEENS,40.67485547467791,-73.79496739783849,"{'latitude': '40.67485547467791', 'longitude': '-73.79496739783849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832156,2023-09-16T23:42:51.000,2023-09-17T00:36:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11102,25-34 CRESCENT STREET,CRESCENT STREET,HOYT AVENUE SOUTH,ASTORIA BOULEVARD,HOYT AVENUE SOUTH,ASTORIA BOULEVARD,ADDRESS,ASTORIA,CRESCENT STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:36:07.000,01 QUEENS,4008720068,QUEENS,1005827,220671,PHONE,Unspecified,QUEENS,40.77234092924227,-73.92209904419812,"{'latitude': '40.77234092924227', 'longitude': '-73.92209904419812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58828031,2023-09-16T23:42:49.000,2023-09-17T00:08:05.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10012,136 WEST    4 STREET,WEST    4 STREET,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST    4 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T00:08:10.000,02 MANHATTAN,1005430048,MANHATTAN,984220,205702,PHONE,Unspecified,MANHATTAN,40.73128114668454,-74.00010824434976,"{'latitude': '40.73128114668454', 'longitude': '-74.00010824434976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58834938,2023-09-16T23:42:46.000,2023-09-17T00:24:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1420 MORRIS AVENUE,MORRIS AVENUE,EAST  170 STREET,EAST  171 STREET,EAST  170 STREET,EAST  171 STREET,ADDRESS,BRONX,MORRIS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:25:01.000,04 BRONX,2027860009,BRONX,1008860,244745,MOBILE,Unspecified,BRONX,40.83840946781283,-73.91106055091691,"{'latitude': '40.83840946781283', 'longitude': '-73.91106055091691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58833652,2023-09-16T23:42:44.000,2023-09-17T00:36:16.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11233,858 MACON STREET,MACON STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,ADDRESS,BROOKLYN,MACON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:36:21.000,16 BROOKLYN,3014980020,BROOKLYN,1007427,188811,MOBILE,Unspecified,BROOKLYN,40.68488900393491,-73.9164321906273,"{'latitude': '40.68488900393491', 'longitude': '-73.9164321906273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829683,2023-09-16T23:42:40.000,2023-09-17T01:55:30.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10458,4575 PARK AVENUE,PARK AVENUE,EAST  184 STREET,EAST  185 STREET,EAST  184 STREET,EAST  185 STREET,ADDRESS,BRONX,PARK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T01:55:34.000,06 BRONX,2030310069,BRONX,1013590,251444,ONLINE,Unspecified,BRONX,40.856781786769695,-73.8939372426174,"{'latitude': '40.856781786769695', 'longitude': '-73.8939372426174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58830667,2023-09-16T23:42:37.000,2023-09-17T00:21:10.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10463,49 WEST  225 STREET,WEST  225 STREET,EXTERIOR STREET,BROADWAY,EXTERIOR STREET,BROADWAY,ADDRESS,BRONX,WEST  225 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:21:15.000,08 BRONX,1022150116,BRONX,1009652,257603,ONLINE,Unspecified,BRONX,40.87369857353044,-73.90814957564673,"{'latitude': '40.87369857353044', 'longitude': '-73.90814957564673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829425,2023-09-16T23:42:37.000,2023-09-16T23:53:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:53:21.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58831984,2023-09-16T23:42:33.000,2023-09-17T00:23:27.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,38-14 30 AVENUE,30 AVENUE,38 STREET,STEINWAY STREET,38 STREET,STEINWAY STREET,ADDRESS,ASTORIA,30 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:23:31.000,01 QUEENS,4006600046,QUEENS,1007611,217707,PHONE,Unspecified,QUEENS,40.76420098801435,-73.91566844994388,"{'latitude': '40.76420098801435', 'longitude': '-73.91566844994388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58831936,2023-09-16T23:42:24.000,2023-09-17T00:15:39.000,NYPD,New York City Police Department,Drinking,In Public,Street/Sidewalk,10012,94 PRINCE STREET,PRINCE STREET,MERCER STREET,GREENE STREET,MERCER STREET,GREENE STREET,ADDRESS,NEW YORK,PRINCE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:15:42.000,02 MANHATTAN,1004990020,MANHATTAN,984609,203298,PHONE,Unspecified,MANHATTAN,40.72468274567255,-73.9987048041998,"{'latitude': '40.72468274567255', 'longitude': '-73.9987048041998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58830875,2023-09-16T23:42:21.000,2023-09-17T00:33:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11249,440 BERRY STREET,BERRY STREET,SOUTH    9 STREET,SOUTH   10 STREET,SOUTH    9 STREET,SOUTH   10 STREET,ADDRESS,BROOKLYN,BERRY STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:34:02.000,01 BROOKLYN,3021450018,BROOKLYN,993694,197312,ONLINE,Unspecified,BROOKLYN,40.7082475771607,-73.9659364522837,"{'latitude': '40.7082475771607', 'longitude': '-73.9659364522837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58826786,2023-09-16T23:42:18.000,2023-09-17T00:23:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11356,5-14 128 STREET,128 STREET,PEARL ROAD,6 AVENUE,PEARL ROAD,6 AVENUE,ADDRESS,COLLEGE POINT,128 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:23:51.000,07 QUEENS,,QUEENS,1028592,227879,ONLINE,Unspecified,QUEENS,40.79204006204428,-73.83986153060218,"{'latitude': '40.79204006204428', 'longitude': '-73.83986153060218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58831321,2023-09-16T23:42:07.000,2023-09-17T17:40:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11414,88-25 155 AVENUE,155 AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,HOWARD BEACH,155 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T17:40:21.000,10 QUEENS,4114340050,QUEENS,1026781,181897,ONLINE,Unspecified,QUEENS,40.665839822040894,-73.84669246498086,"{'latitude': '40.665839822040894', 'longitude': '-73.84669246498086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832419,2023-09-16T23:42:06.000,2023-09-17T00:02:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10462,1855 BOGART AVENUE,BOGART AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,BOGART AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T00:03:05.000,11 BRONX,2041240012,BRONX,1023336,248407,MOBILE,Unspecified,BRONX,40.84840836686434,-73.85872365832174,"{'latitude': '40.84840836686434', 'longitude': '-73.85872365832174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832410,2023-09-16T23:42:02.000,2023-09-16T23:56:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11225,1196 CARROLL STREET,CARROLL STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,CARROLL STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:56:10.000,09 BROOKLYN,3012900112,BROOKLYN,998094,182336,ONLINE,Unspecified,BROOKLYN,40.667136109872324,-73.9500968753763,"{'latitude': '40.667136109872324', 'longitude': '-73.9500968753763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58834705,2023-09-16T23:42:02.000,2023-09-16T23:46:55.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11224,2832 WEST   23 STREET,WEST   23 STREET,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,WEST   23 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:47:00.000,13 BROOKLYN,3070150015,BROOKLYN,986923,149719,ONLINE,Unspecified,BROOKLYN,40.577619686746154,-73.99037761720334,"{'latitude': '40.577619686746154', 'longitude': '-73.99037761720334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58828152,2023-09-16T23:42:01.000,2023-09-17T01:40:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11369,31-37 104 STREET,104 STREET,ASTORIA BOULEVARD,32 AVENUE,ASTORIA BOULEVARD,32 AVENUE,ADDRESS,EAST ELMHURST,104 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:40:09.000,03 QUEENS,4016910041,QUEENS,1021613,216400,ONLINE,Unspecified,QUEENS,40.76056552623424,-73.86512955419984,"{'latitude': '40.76056552623424', 'longitude': '-73.86512955419984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832140,2023-09-16T23:41:59.000,2023-09-17T00:02:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11416,101-59 98 STREET,98 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,OZONE PARK,98 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:02:30.000,09 QUEENS,4091050042,QUEENS,1027884,188392,MOBILE,Unspecified,QUEENS,40.68366173931697,-73.84267454404875,"{'latitude': '40.68366173931697', 'longitude': '-73.84267454404875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58836057,2023-09-16T23:41:49.000,2023-09-17T00:01:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,3155 BROADWAY,BROADWAY,LA SALLE STREET,TIEMANN PLACE,LA SALLE STREET,TIEMANN PLACE,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:01:30.000,09 MANHATTAN,1019930086,MANHATTAN,995559,236037,ONLINE,Unspecified,MANHATTAN,40.81453554135292,-73.95914444206745,"{'latitude': '40.81453554135292', 'longitude': '-73.95914444206745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58830874,2023-09-16T23:41:48.000,2023-09-17T01:01:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,CARPENTER AVENUE,CARPENTER AVENUE,EAST  235 STREET,EAST  236 STREET,EAST  235 STREET,EAST  236 STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:01:21.000,Unspecified BRONX,,BRONX,,,ONLINE,Unspecified,BRONX,,,,,,,,,
58829668,2023-09-16T23:41:47.000,2023-09-17T00:02:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11691,8-11 MEEHAN AVENUE,MEEHAN AVENUE,DEAD END,BEACH    9 STREET,DEAD END,BEACH    9 STREET,ADDRESS,FAR ROCKAWAY,MEEHAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:02:16.000,14 QUEENS,4155980611,QUEENS,1055247,157407,MOBILE,Unspecified,QUEENS,40.598437741777694,-73.74434183287251,"{'latitude': '40.598437741777694', 'longitude': '-73.74434183287251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829510,2023-09-16T23:41:30.000,2023-09-17T00:01:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11379,79-68 69 AVENUE,69 AVENUE,79 STREET,80 STREET,79 STREET,80 STREET,ADDRESS,MIDDLE VILLAGE,69 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:01:50.000,05 QUEENS,4038000037,QUEENS,1019921,197919,ONLINE,Unspecified,QUEENS,40.709846783279694,-73.87133520031388,"{'latitude': '40.709846783279694', 'longitude': '-73.87133520031388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832019,2023-09-16T23:41:28.000,2023-09-16T23:49:56.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11220,OWL'S HEAD PARK,OWL'S HEAD PARK,67 STREET,SENATOR STREET,67 STREET,SENATOR STREET,UNRECOGNIZED,BROOKLYN,OWLS HEAD PARK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:50:00.000,10 BROOKLYN,3058320002,BROOKLYN,975273,172553,ONLINE,Owl's Head Park,BROOKLYN,40.640290184865776,-74.03234615026558,"{'latitude': '40.640290184865776', 'longitude': '-74.03234615026558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58835008,2023-09-16T23:41:25.000,2023-09-17T00:59:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1881 GRAND CONCOURSE,GRAND CONCOURSE,MOUNT HOPE PLACE,EAST  177 STREET,MOUNT HOPE PLACE,EAST  177 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T00:59:52.000,05 BRONX,2028050056,BRONX,1010107,248547,ONLINE,Unspecified,BRONX,40.84884127531168,-73.90653929154836,"{'latitude': '40.84884127531168', 'longitude': '-73.90653929154836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58826827,2023-09-16T23:41:22.000,2023-09-17T00:05:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10019,433 WEST   53 STREET,WEST   53 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   53 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:05:15.000,04 MANHATTAN,1010630051,MANHATTAN,987394,218288,ONLINE,Unspecified,MANHATTAN,40.7658259886124,-73.98865010820363,"{'latitude': '40.7658259886124', 'longitude': '-73.98865010820363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832589,2023-09-16T23:41:18.000,2023-09-17T01:38:26.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11420,120-04 135 STREET,135 STREET,120 AVENUE,ROCKAWAY BOULEVARD,120 AVENUE,ROCKAWAY BOULEVARD,ADDRESS,SOUTH OZONE PARK,135 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:38:29.000,10 QUEENS,4117010019,QUEENS,1038717,185408,MOBILE,Unspecified,QUEENS,40.67541132433322,-73.8036396361483,"{'latitude': '40.67541132433322', 'longitude': '-73.8036396361483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58828178,2023-09-16T23:41:13.000,2023-09-16T23:53:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:53:21.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58834543,2023-09-16T23:41:07.000,2023-09-17T01:23:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,92-19 55 AVENUE,55 AVENUE,92 STREET,94 STREET,92 STREET,94 STREET,ADDRESS,ELMHURST,55 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T01:23:28.000,04 QUEENS,,QUEENS,1020372,207999,MOBILE,Unspecified,QUEENS,40.73751208085184,-73.86965435029553,"{'latitude': '40.73751208085184', 'longitude': '-73.86965435029553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58827572,2023-09-16T23:41:06.000,2023-09-21T13:33:31.000,DSNY,Department of Sanitation,Illegal Posting,Sticker or Decal,Sidewalk,11419,101 AVENUE,101 AVENUE,101 AVENUE,126 STREET,101 AVENUE,126 STREET,INTERSECTION,,,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-21T13:33:35.000,09 QUEENS,,QUEENS,1034155,191312,ONLINE,Unspecified,QUEENS,40.691643317447024,-73.82004244312377,"{'latitude': '40.691643317447024', 'longitude': '-73.82004244312377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58828256,2023-09-16T23:41:02.000,2023-09-17T00:02:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11219,1436 66 STREET,66 STREET,14 AVENUE,NEW UTRECHT AVENUE,14 AVENUE,NEW UTRECHT AVENUE,ADDRESS,BROOKLYN,66 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:02:50.000,11 BROOKLYN,3057620021,BROOKLYN,984490,166452,ONLINE,Unspecified,BROOKLYN,40.62354877710104,-73.9991354429437,"{'latitude': '40.62354877710104', 'longitude': '-73.9991354429437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58828039,2023-09-16T23:41:01.000,2023-09-16T23:56:48.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,200 WEST  131 STREET,WEST  131 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  131 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T23:56:52.000,10 MANHATTAN,1019330050,MANHATTAN,999270,235411,ONLINE,Unspecified,MANHATTAN,40.81281181632886,-73.94573926927536,"{'latitude': '40.81281181632886', 'longitude': '-73.94573926927536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58827109,2023-09-16T23:40:53.000,2023-09-17T00:59:14.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10453,1815 GRAND CONCOURSE,GRAND CONCOURSE,EASTBURN AVENUE,EAST  176 STREET,EASTBURN AVENUE,EAST  176 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T00:59:18.000,05 BRONX,2028260072,BRONX,1009655,247989,ONLINE,Unspecified,BRONX,40.84731104281934,-73.908175168756,"{'latitude': '40.84731104281934', 'longitude': '-73.908175168756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
