unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough
58941737,2023-09-27T23:17:53.000,2023-09-28T03:28:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11373,90-53 52 AVENUE,52 AVENUE,90 STREET,92 STREET,ADDRESS,ELMHURST,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T03:28:17.000,04 QUEENS,4018530058,QUEENS,1019346,208510,ONLINE,Unspecified,QUEENS,40.73891877869078,-73.87335398346333,"{'latitude': '40.73891877869078', 'longitude': '-73.87335398346333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,90 STREET,92 STREET,52 AVENUE,,,,,
58936077,2023-09-27T23:17:38.000,2023-09-27T23:23:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11212,61 THATFORD AVENUE,THATFORD AVENUE,DEAD END,PITKIN AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T23:23:32.000,16 BROOKLYN,3034890001,BROOKLYN,1009254,183432,MOBILE,Unspecified,BROOKLYN,40.67011989965179,-73.90986465607668,"{'latitude': '40.67011989965179', 'longitude': '-73.90986465607668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,DEAD END,PITKIN AVENUE,THATFORD AVENUE,,,,,
58936111,2023-09-27T23:17:35.000,2023-09-27T23:30:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11210,1545 EAST   23 STREET,EAST   23 STREET,AVENUE O,KINGS HIGHWAY,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:30:48.000,14 BROOKLYN,3067700080,BROOKLYN,997854,162560,PHONE,Unspecified,BROOKLYN,40.6128556053223,-73.95100187161738,"{'latitude': '40.6128556053223', 'longitude': '-73.95100187161738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AVENUE O,KINGS HIGHWAY,EAST   23 STREET,,,,,
58941246,2023-09-27T23:17:30.000,2023-09-27T23:17:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10458,2608 BRIGGS AVENUE,BRIGGS AVENUE,EAST KINGSBRIDGE ROAD,EAST  194 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:17:58.000,07 BRONX,,BRONX,1013783,254174,MOBILE,Unspecified,BRONX,40.86427416611321,-73.89322752800955,"{'latitude': '40.86427416611321', 'longitude': '-73.89322752800955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST KINGSBRIDGE ROAD,EAST  194 STREET,BRIGGS AVENUE,,,,,
58939946,2023-09-27T23:17:24.000,2023-09-28T00:04:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11373,40-42 WARREN STREET,WARREN STREET,40 ROAD,41 AVENUE,ADDRESS,ELMHURST,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T00:04:45.000,04 QUEENS,,QUEENS,1020296,211918,ONLINE,Unspecified,QUEENS,40.74826905609677,-73.86990759262633,"{'latitude': '40.74826905609677', 'longitude': '-73.86990759262633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,40 ROAD,41 AVENUE,WARREN STREET,,,,,
58938335,2023-09-27T23:17:22.000,2023-09-27T23:51:39.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11203,510 TROY AVENUE,TROY AVENUE,MAPLE STREET,MIDWOOD STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:51:44.000,09 BROOKLYN,,BROOKLYN,1001665,180190,MOBILE,Unspecified,BROOKLYN,40.66123951290553,-73.93723012704466,"{'latitude': '40.66123951290553', 'longitude': '-73.93723012704466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,MAPLE STREET,MIDWOOD STREET,TROY AVENUE,,,,,
58938215,2023-09-27T23:17:00.000,2023-09-28T17:55:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),10005,63 WALL STREET,WALL STREET,HANOVER ST,PEARL ST,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T17:55:00.000,01 MANHATTAN,1000270009,MANHATTAN,981791,196409,PHONE,Unspecified,MANHATTAN,40.70577375373337,-74.00886903361369,"{'latitude': '40.70577375373337', 'longitude': '-74.00886903361369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58944618,2023-09-27T23:17:00.000,2023-09-28T17:55:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),10005,82 BEAVER STREET,BEAVER STREET,HANOVER ST,PEARL ST,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T17:55:00.000,01 MANHATTAN,1000287501,MANHATTAN,981865,196258,ONLINE,Unspecified,MANHATTAN,40.705359314572945,-74.00860207956921,"{'latitude': '40.705359314572945', 'longitude': '-74.00860207956921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58941159,2023-09-27T23:16:57.000,2023-09-27T23:17:50.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10004,43 BEAVER STREET,BEAVER STREET,BROAD STREET,SOUTH WILLIAM STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:17:57.000,01 MANHATTAN,,MANHATTAN,981200,196155,MOBILE,Unspecified,MANHATTAN,40.705076399603094,-74.01100051629614,"{'latitude': '40.705076399603094', 'longitude': '-74.01100051629614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,BROAD STREET,SOUTH WILLIAM STREET,BEAVER STREET,,,,,
58949680,2023-09-27T23:16:56.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,Investigations and Discipline (IAD),Investigative Inspection,10029,2118 3 AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-02T00:00:00.000,11 MANHATTAN,1016430039,MANHATTAN,1000815,229928,UNKNOWN,Unspecified,MANHATTAN,40.79775973285424,-73.94017138613779,"{'latitude': '40.79775973285424', 'longitude': '-73.94017138613779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58938458,2023-09-27T23:16:44.000,2023-09-27T23:57:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10458,2973 PERRY AVENUE,PERRY AVENUE,BEDFORD PARK BOULEVARD,EAST  201 STREET,ADDRESS,BRONX,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T23:57:58.000,07 BRONX,,BRONX,1016331,256315,MOBILE,Unspecified,BRONX,40.870141662543375,-73.88400534736928,"{'latitude': '40.870141662543375', 'longitude': '-73.88400534736928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BEDFORD PARK BOULEVARD,EAST  201 STREET,PERRY AVENUE,,,,,
58939959,2023-09-27T23:16:42.000,2023-09-27T23:17:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10458,2608 BRIGGS AVENUE,BRIGGS AVENUE,EAST KINGSBRIDGE ROAD,EAST  194 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:18:02.000,07 BRONX,,BRONX,1013783,254174,MOBILE,Unspecified,BRONX,40.86427416611321,-73.89322752800955,"{'latitude': '40.86427416611321', 'longitude': '-73.89322752800955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST KINGSBRIDGE ROAD,EAST  194 STREET,BRIGGS AVENUE,,,,,
58935877,2023-09-27T23:16:25.000,2023-09-28T00:05:49.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10040,570 WEST  190 STREET,WEST  190 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T00:05:54.000,12 MANHATTAN,1021580067,MANHATTAN,1003895,250647,ONLINE,Unspecified,MANHATTAN,40.85462115652687,-73.9289865404921,"{'latitude': '40.85462115652687', 'longitude': '-73.9289865404921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AUDUBON AVENUE,ST NICHOLAS AVENUE,WEST  190 STREET,,,,,
58941166,2023-09-27T23:16:09.000,2023-09-28T00:06:38.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10027,200 WEST  131 STREET,WEST  131 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T00:06:40.000,10 MANHATTAN,1019330050,MANHATTAN,999270,235411,ONLINE,Unspecified,MANHATTAN,40.81281181632886,-73.94573926927536,"{'latitude': '40.81281181632886', 'longitude': '-73.94573926927536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  131 STREET,,,,,
58942524,2023-09-27T23:16:02.000,2023-09-27T23:17:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10458,2608 BRIGGS AVENUE,BRIGGS AVENUE,EAST KINGSBRIDGE ROAD,EAST  194 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:17:58.000,07 BRONX,,BRONX,1013783,254174,MOBILE,Unspecified,BRONX,40.86427416611321,-73.89322752800955,"{'latitude': '40.86427416611321', 'longitude': '-73.89322752800955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST KINGSBRIDGE ROAD,EAST  194 STREET,BRIGGS AVENUE,,,,,
58940919,2023-09-27T23:15:53.000,2023-09-27T23:50:31.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11203,535 TROY AVENUE,TROY AVENUE,MIDWOOD STREET,RUTLAND ROAD,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:50:37.000,09 BROOKLYN,,BROOKLYN,1001694,179922,MOBILE,Unspecified,BROOKLYN,40.66050385511162,-73.93712629406639,"{'latitude': '40.66050385511162', 'longitude': '-73.93712629406639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,MIDWOOD STREET,RUTLAND ROAD,TROY AVENUE,,,,,
58939763,2023-09-27T23:15:49.000,2023-09-28T01:50:03.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10467,831 EAST  221 STREET,EAST  221 STREET,BARNES AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T01:50:06.000,12 BRONX,2046800020,BRONX,1023555,261253,PHONE,Unspecified,BRONX,40.88366571725036,-73.85785673972043,"{'latitude': '40.88366571725036', 'longitude': '-73.85785673972043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BARNES AVENUE,BRONXWOOD AVENUE,EAST  221 STREET,,,,,
58942568,2023-09-27T23:15:48.000,2023-09-27T23:20:54.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10029,179 EAST  105 STREET,EAST  105 STREET,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T23:20:58.000,11 MANHATTAN,1016330033,MANHATTAN,999257,227527,ONLINE,Unspecified,MANHATTAN,40.79117242230543,-73.94580385400756,"{'latitude': '40.79117242230543', 'longitude': '-73.94580385400756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,LEXINGTON AVENUE,3 AVENUE,EAST  105 STREET,,,,,
58939921,2023-09-27T23:15:32.000,2023-09-27T23:30:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10302,31 HARRISON AVENUE,HARRISON AVENUE,MAPLE AVENUE,FABER STREET,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:30:23.000,01 STATEN ISLAND,5010780006,STATEN ISLAND,946638,171301,PHONE,Unspecified,STATEN ISLAND,40.63677840515416,-74.13551741527912,"{'latitude': '40.63677840515416', 'longitude': '-74.13551741527912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,MAPLE AVENUE,FABER STREET,HARRISON AVENUE,,,,,
58946212,2023-09-27T23:15:25.000,2023-09-28T22:00:00.000,DOT,Department of Transportation,Street Condition,Pothole,10021,1045 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST   74 STREET,EAST   75 STREET,ADDRESS,NEW YORK,N/A,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-28T22:00:00.000,08 MANHATTAN,1014090053,MANHATTAN,995055,220566,UNKNOWN,Unspecified,MANHATTAN,40.77207246194514,-73.9609901121078,"{'latitude': '40.77207246194514', 'longitude': '-73.9609901121078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58941950,2023-09-27T23:15:23.000,2023-09-28T00:21:40.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,11203,932 NEW YORK AVENUE,NEW YORK AVENUE,CHURCH AVENUE,SNYDER AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T00:21:45.000,17 BROOKLYN,3048860012,BROOKLYN,999059,176253,ONLINE,Unspecified,BROOKLYN,40.650438053949635,-73.94663172364574,"{'latitude': '40.650438053949635', 'longitude': '-73.94663172364574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CHURCH AVENUE,SNYDER AVENUE,NEW YORK AVENUE,,,,,
58942522,2023-09-27T23:15:16.000,2023-09-27T23:17:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10458,2608 BRIGGS AVENUE,BRIGGS AVENUE,EAST KINGSBRIDGE ROAD,EAST  194 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:17:52.000,07 BRONX,,BRONX,1013783,254174,MOBILE,Unspecified,BRONX,40.86427416611321,-73.89322752800955,"{'latitude': '40.86427416611321', 'longitude': '-73.89322752800955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST KINGSBRIDGE ROAD,EAST  194 STREET,BRIGGS AVENUE,,,,,
58945056,2023-09-27T23:15:14.000,2023-09-27T23:38:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10458,2563 DECATUR AVENUE,DECATUR AVENUE,EAST FORDHAM ROAD,EAST  193 STREET,ADDRESS,BRONX,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T23:39:00.000,07 BRONX,2032750048,BRONX,1014391,253566,ONLINE,Unspecified,BRONX,40.862603336229455,-73.89103212485293,"{'latitude': '40.862603336229455', 'longitude': '-73.89103212485293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST FORDHAM ROAD,EAST  193 STREET,DECATUR AVENUE,,,,,
58944928,2023-09-27T23:15:10.000,2023-09-27T23:21:40.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11206,253 BUSHWICK AVENUE,BUSHWICK AVENUE,MONTROSE AVENUE,JOHNSON AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:21:43.000,01 BROOKLYN,3030640027,BROOKLYN,1000949,196975,PHONE,Unspecified,BROOKLYN,40.7073118741198,-73.9397692472213,"{'latitude': '40.7073118741198', 'longitude': '-73.9397692472213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Club/Bar/Restaurant,MONTROSE AVENUE,JOHNSON AVENUE,BUSHWICK AVENUE,,,,,
58945496,2023-09-27T23:14:52.000,2023-09-27T23:14:52.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10463,2734 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,WEST KINGSBRIDGE ROAD,WEST 229 STREET,ADDRESS,BRONX,,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-27T23:14:52.000,08 BRONX,2032530036,BRONX,1010946,256909,ONLINE,Unspecified,BRONX,40.871789938776054,-73.9034734039597,"{'latitude': '40.871789938776054', 'longitude': '-73.9034734039597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apt. Building,WEST KINGSBRIDGE ROAD,WEST  229 STREET,KINGSBRIDGE TERRACE,,,,,
58944725,2023-09-27T23:14:42.000,2023-09-27T23:49:55.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11203,573 SCHENECTADY AVENUE,SCHENECTADY AVENUE,RUTLAND ROAD,WINTHROP STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:49:59.000,09 BROOKLYN,3046020005,BROOKLYN,1002525,179570,MOBILE,Unspecified,BROOKLYN,40.65953601677571,-73.93413206173588,"{'latitude': '40.65953601677571', 'longitude': '-73.93413206173588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,RUTLAND ROAD,WINTHROP STREET,SCHENECTADY AVENUE,,,,,
58941152,2023-09-27T23:14:32.000,2023-09-28T01:09:10.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11212,450 HERZEL STREET,HERZEL STREET,NEWPORT STREET,LOTT AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T01:09:15.000,16 BROOKLYN,3036090031,BROOKLYN,1008453,179217,PHONE,Unspecified,BROOKLYN,40.65855289066962,-73.91276725971858,"{'latitude': '40.65855289066962', 'longitude': '-73.91276725971858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,NEWPORT STREET,LOTT AVENUE,HERZL STREET,,,,,
58937284,2023-09-27T23:14:32.000,2023-09-27T23:22:59.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,10466,4340 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T23:23:02.000,12 BRONX,,BRONX,1024188,266003,MOBILE,Unspecified,BRONX,40.89670010784821,-73.85553922303484,"{'latitude': '40.89670010784821', 'longitude': '-73.85553922303484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,EAST  236 STREET,EAST  237 STREET,WHITE PLAINS ROAD,,,,,
58941164,2023-09-27T23:14:21.000,2023-09-27T23:20:26.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T23:20:32.000,02 BROOKLYN,,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,SANDS STREET,,,,,
58949908,2023-09-27T23:14:10.000,2023-09-28T20:40:00.000,DOT,Department of Transportation,Street Condition,Pothole,10024,,,,,INTERSECTION,MANHATTAN,N/A,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-28T20:40:00.000,07 MANHATTAN,,MANHATTAN,993264,226317,UNKNOWN,Unspecified,MANHATTAN,40.787859442428896,-73.96744854194469,"{'latitude': '40.787859442428896', 'longitude': '-73.96744854194469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,CENTRAL PARK WEST,WEST 90 STREET,,,,,,
58937463,2023-09-27T23:14:01.000,2023-09-29T14:19:33.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,11238,344 FRANKLIN AVENUE,FRANKLIN AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,03 BROOKLYN,3019670044,BROOKLYN,996196,189704,ONLINE,Unspecified,BROOKLYN,40.6873623674632,-73.95692548779746,"{'latitude': '40.6873623674632', 'longitude': '-73.95692548779746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58936968,2023-09-27T23:14:00.000,2023-09-28T17:55:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),10005,60 WALL STREET,WALL STREET,HANOVER ST,PEARL ST,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T17:55:00.000,01 MANHATTAN,1000400003,MANHATTAN,981863,196460,ONLINE,Unspecified,MANHATTAN,40.70591375642571,-74.00860936465871,"{'latitude': '40.70591375642571', 'longitude': '-74.00860936465871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58938198,2023-09-27T23:14:00.000,2023-09-28T10:56:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),11378,60-19 62 AVENUE,62 AVENUE,60 ST,60 PL,ADDRESS,MASPETH,N/A,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-28T10:56:00.000,05 QUEENS,4027350127,QUEENS,1010658,199340,ONLINE,Unspecified,QUEENS,40.71377958357455,-73.90474110738542,"{'latitude': '40.71377958357455', 'longitude': '-73.90474110738542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58940228,2023-09-27T23:14:00.000,2023-10-30T07:51:42.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,10021,7 EAST   75 STREET,EAST   75 STREET,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-30T00:00:00.000,08 MANHATTAN,1013900009,MANHATTAN,993920,221339,PHONE,Unspecified,MANHATTAN,40.774195458986675,-73.96508675247698,"{'latitude': '40.774195458986675', 'longitude': '-73.96508675247698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58940215,2023-09-27T23:14:00.000,2023-10-30T07:51:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,10021,7 EAST   75 STREET,EAST   75 STREET,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-30T00:00:00.000,08 MANHATTAN,1013900009,MANHATTAN,993920,221339,PHONE,Unspecified,MANHATTAN,40.774195458986675,-73.96508675247698,"{'latitude': '40.774195458986675', 'longitude': '-73.96508675247698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58941626,2023-09-27T23:13:50.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11212,310 NEWPORT STREET,NEWPORT STREET,MOTHER GASTON BOULEVARD,CHRISTOPHER AVENUE,ADDRESS,BROOKLYN,,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-11-24T15:51:06.000,16 BROOKLYN,3038450128,BROOKLYN,1011006,179801,PHONE,Unspecified,BROOKLYN,40.660148494883884,-73.90356339659445,"{'latitude': '40.660148494883884', 'longitude': '-73.90356339659445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,MOTHER GASTON BOULEVARD,CHRISTOPHER AVENUE,NEWPORT STREET,,,,,
58945021,2023-09-27T23:13:35.000,2023-09-27T23:19:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10025,7 WEST  108 STREET,WEST  108 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:19:52.000,07 MANHATTAN,1018440025,MANHATTAN,995472,230568,MOBILE,Unspecified,MANHATTAN,40.79952475913887,-73.95946788538738,"{'latitude': '40.79952475913887', 'longitude': '-73.95946788538738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CENTRAL PARK WEST,MANHATTAN AVENUE,WEST  108 STREET,,,,,
58938562,2023-09-27T23:13:21.000,2023-09-27T23:23:01.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,10466,4340 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T23:23:07.000,12 BRONX,2050430028,BRONX,1024188,266003,MOBILE,Unspecified,BRONX,40.89670010784821,-73.85553922303484,"{'latitude': '40.89670010784821', 'longitude': '-73.85553922303484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,EAST  236 STREET,EAST  237 STREET,WHITE PLAINS ROAD,,,,,
