unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58892875,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10461,2913 MEYERS STREET,MEYERS STREET,EAST TREMONT AVENUE,DEAD END,,,ADDRESS,BRONX,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-23T12:00:00.000,10 BRONX,2053090073,BRONX,1031715,243103,PHONE,Unspecified,BRONX,40.83380939527603,-73.8284753739553,"{'latitude': '40.83380939527603', 'longitude': '-73.8284753739553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896957,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11104,41-16 GREENPOINT AVENUE,GREENPOINT AVENUE,41 STREET,42 STREET,,,ADDRESS,SUNNYSIDE,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-23T12:00:00.000,02 QUEENS,4001970001,QUEENS,1005369,208921,PHONE,Unspecified,QUEENS,40.74009129167331,-73.92378950030286,"{'latitude': '40.74009129167331', 'longitude': '-73.92378950030286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895576,2023-09-22T12:00:00.000,2023-09-25T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11222,629 MEEKER AVENUE,MEEKER AVENUE,ENGERT AVENUE,KINGSLAND AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-25T12:00:00.000,01 BROOKLYN,3027050037,BROOKLYN,1000515,202379,PHONE,Unspecified,BROOKLYN,40.72214536790307,-73.94132156209237,"{'latitude': '40.72214536790307', 'longitude': '-73.94132156209237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894269,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11223,1914 MCDONALD AVENUE,MCDONALD AVENUE,QUENTIN ROAD,WOODSIDE AVENUE,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-23T12:00:00.000,11 BROOKLYN,,BROOKLYN,991890,160084,PHONE,Unspecified,BROOKLYN,40.60606664325917,-73.97248547332921,"{'latitude': '40.60606664325917', 'longitude': '-73.97248547332921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902593,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11218,707 EAST    2 STREET,EAST    2 STREET,DITMAS AVENUE,AVENUE F,,,ADDRESS,BROOKLYN,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-23T12:00:00.000,12 BROOKLYN,3053960056,BROOKLYN,990767,170192,PHONE,Unspecified,BROOKLYN,40.63381189504676,-73.97652006288646,"{'latitude': '40.63381189504676', 'longitude': '-73.97652006288646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,
58898361,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10457,2047 HUGHES AVENUE,HUGHES AVENUE,EAST 179 STREET,EAST 180 STREET,,,ADDRESS,BRONX,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-23T12:00:00.000,06 BRONX,2030690087,BRONX,1014414,248281,PHONE,Unspecified,BRONX,40.84809752120502,-73.89097275471988,"{'latitude': '40.84809752120502', 'longitude': '-73.89097275471988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892864,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11224,2737 WEST   15 STREET,WEST   15 STREET,HART PLACE,NEPTUNE AVENUE,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-23T12:00:00.000,13 BROOKLYN,3069970033,BROOKLYN,988869,150850,PHONE,Unspecified,BROOKLYN,40.58072325833037,-73.98337154819669,"{'latitude': '40.58072325833037', 'longitude': '-73.98337154819669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,
58899795,2023-09-22T12:00:00.000,2023-09-25T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11211,240 MEEKER AVENUE,MEEKER AVENUE,SKILLMAN AVENUE,JACKSON STREET,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-25T12:00:00.000,01 BROOKLYN,3027460039,BROOKLYN,997978,200131,PHONE,Unspecified,BROOKLYN,40.715979450410885,-73.95047875449036,"{'latitude': '40.715979450410885', 'longitude': '-73.95047875449036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892870,2023-09-22T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11435,139-06 109 ROAD,109 ROAD,139 STREET,DEAD END,,,ADDRESS,JAMAICA,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-27T12:00:00.000,12 QUEENS,4119250079,QUEENS,1038091,189410,PHONE,Unspecified,QUEENS,40.686399707981586,-73.80586446213863,"{'latitude': '40.686399707981586', 'longitude': '-73.80586446213863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892863,2023-09-22T12:00:00.000,2023-09-25T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11229,2283 EAST   24 STREET,EAST   24 STREET,AVENUE V,AVENUE W,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-25T12:00:00.000,15 BROOKLYN,3073820150,BROOKLYN,999011,156393,PHONE,Unspecified,BROOKLYN,40.595926598507575,-73.94684813220982,"{'latitude': '40.595926598507575', 'longitude': '-73.94684813220982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899802,2023-09-22T12:00:00.000,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11207,249 ASHFORD STREET,ASHFORD STREET,ATLANTIC AVENUE,LIBERTY AVENUE,,,ADDRESS,BROOKLYN,,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-27T12:00:00.000,05 BROOKLYN,3039680002,BROOKLYN,1015929,185772,PHONE,Unspecified,BROOKLYN,40.676521300090116,-73.88579139571036,"{'latitude': '40.676521300090116', 'longitude': '-73.88579139571036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,
58887565,2023-09-22T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11213,712 CROWN STREET,CROWN STREET,SCHENECTADY AVENUE,UTICA AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-22T12:00:00.000,09 BROOKLYN,3014190006,BROOKLYN,1002613,181687,PHONE,Unspecified,BROOKLYN,40.665346530124594,-73.93380912094888,"{'latitude': '40.665346530124594', 'longitude': '-73.93380912094888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,
58901188,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11230,1940 BAY AVENUE,BAY AVENUE,EAST 19 STREET,OCEAN AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-23T12:00:00.000,14 BROOKLYN,3067480035,BROOKLYN,996703,164131,PHONE,Unspecified,BROOKLYN,40.61716936734127,-73.9551445810236,"{'latitude': '40.61716936734127', 'longitude': '-73.9551445810236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,
58884963,2023-09-22T12:00:00.000,2023-09-25T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11221,129 STOCKHOLM STREET,STOCKHOLM STREET,MYRTLE AVENUE,WILSON AVENUE,,,ADDRESS,BROOKLYN,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-25T12:00:00.000,04 BROOKLYN,3032457501,BROOKLYN,1005391,193777,PHONE,Unspecified,BROOKLYN,40.69852461981139,-73.923757675669,"{'latitude': '40.69852461981139', 'longitude': '-73.923757675669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892868,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10034,5060 BROADWAY,BROADWAY,WEST 215 STREET,WEST 216 STREET,,,ADDRESS,NEW YORK,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-23T12:00:00.000,12 MANHATTAN,1022320018,MANHATTAN,1007550,256226,PHONE,Unspecified,MANHATTAN,40.86992493148226,-73.91575492583648,"{'latitude': '40.86992493148226', 'longitude': '-73.91575492583648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894272,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11220,830 54 STREET,54 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-23T12:00:00.000,12 BROOKLYN,3056720019,BROOKLYN,982794,171858,PHONE,Unspecified,BROOKLYN,40.63838698808887,-74.00524614576393,"{'latitude': '40.63838698808887', 'longitude': '-74.00524614576393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,
58896954,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11230,402 AVENUE L,AVENUE L,EAST 4 STREET,EAST 5 STREET,,,ADDRESS,BROOKLYN,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-23T12:00:00.000,12 BROOKLYN,3065400001,BROOKLYN,992104,164854,PHONE,Unspecified,BROOKLYN,40.61915912245788,-73.97170923046137,"{'latitude': '40.61915912245788', 'longitude': '-73.97170923046137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,
58896953,2023-09-22T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11368,35-26 108 STREET,108 STREET,35 AVENUE,36 AVENUE,,,ADDRESS,CORONA,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-22T12:00:00.000,03 QUEENS,4017490035,QUEENS,1022892,214437,PHONE,Unspecified,QUEENS,40.755172101955694,-73.86052399611884,"{'latitude': '40.755172101955694', 'longitude': '-73.86052399611884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899796,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11219,965 39 STREET,39 STREET,NEW UTRECHT AVENUE,10 AVENUE,,,ADDRESS,BROOKLYN,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-23T12:00:00.000,12 BROOKLYN,3055820045,BROOKLYN,986045,174270,PHONE,Unspecified,BROOKLYN,40.645007348340954,-73.99353175412126,"{'latitude': '40.645007348340954', 'longitude': '-73.99353175412126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,
58892867,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11236,9920 FARRAGUT ROAD,FARRAGUT ROAD,EAST 99 STREET,EAST 100 STREET,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-23T12:00:00.000,18 BROOKLYN,3081680038,BROOKLYN,1011404,175308,PHONE,Unspecified,BROOKLYN,40.64781498704421,-73.9021469771785,"{'latitude': '40.64781498704421', 'longitude': '-73.9021469771785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887566,2023-09-22T12:00:00.000,2023-09-25T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11239,538 VANDALIA AVENUE,VANDALIA AVENUE,ELTON STREET,ESSEX STREET,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-25T12:00:00.000,05 BROOKLYN,3044520726,BROOKLYN,1019534,178268,PHONE,Unspecified,BROOKLYN,40.65591087471096,-73.87283400054083,"{'latitude': '40.65591087471096', 'longitude': '-73.87283400054083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,
58894260,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11234,1704 EAST   55 STREET,EAST   55 STREET,AVENUE O,FILLMORE AVENUE,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-23T12:00:00.000,18 BROOKLYN,,BROOKLYN,1006009,163337,PHONE,Unspecified,BROOKLYN,40.61497203577781,-73.92162715637791,"{'latitude': '40.61497203577781', 'longitude': '-73.92162715637791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896959,2023-09-22T12:00:00.000,2023-09-25T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11365,65-55 173 STREET,173 STREET,65 AVENUE,67 AVENUE,,,ADDRESS,FRESH MEADOWS,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-25T12:00:00.000,08 QUEENS,4069140009,QUEENS,1040638,207530,PHONE,Unspecified,QUEENS,40.73611880552,-73.79652896562544,"{'latitude': '40.73611880552', 'longitude': '-73.79652896562544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896955,2023-09-22T12:00:00.000,2023-09-26T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11211,209 HEWES STREET,HEWES STREET,LEE AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-26T12:00:00.000,01 BROOKLYN,3022060053,BROOKLYN,996223,195826,PHONE,Unspecified,BROOKLYN,40.704165797427734,-73.95681725000105,"{'latitude': '40.704165797427734', 'longitude': '-73.95681725000105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888946,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11232,265 42 STREET,42 STREET,2 AVENUE,3 AVENUE,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-23T12:00:00.000,07 BROOKLYN,3007170050,BROOKLYN,981216,177103,PHONE,Unspecified,BROOKLYN,40.65278298139837,-74.01093423134884,"{'latitude': '40.65278298139837', 'longitude': '-74.01093423134884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902588,2023-09-22T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10466,663 EAST  224 STREET,EAST  224 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,,,ADDRESS,BRONX,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-22T12:00:00.000,12 BRONX,2048260025,BRONX,1022354,262660,PHONE,Unspecified,BRONX,40.887532753788655,-73.86219204405192,"{'latitude': '40.887532753788655', 'longitude': '-73.86219204405192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894264,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11218,707 EAST    2 STREET,EAST    2 STREET,DITMAS AVENUE,AVENUE F,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-23T12:00:00.000,12 BROOKLYN,3053960056,BROOKLYN,990767,170192,PHONE,Unspecified,BROOKLYN,40.63381189504676,-73.97652006288646,"{'latitude': '40.63381189504676', 'longitude': '-73.97652006288646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,
58898356,2023-09-22T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11206,12 PULASKI STREET,PULASKI STREET,NOSTRAND AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-22T12:00:00.000,03 BROOKLYN,3017740010,BROOKLYN,997816,191449,PHONE,Unspecified,BROOKLYN,40.69214965541283,-73.95108062988452,"{'latitude': '40.69214965541283', 'longitude': '-73.95108062988452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,
58895571,2023-09-22T12:00:00.000,2023-09-25T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11206,4 MCKIBBEN COURT,MCKIBBEN COURT,MC KIBBIN STREET,SEIGEL STREET,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-25T12:00:00.000,01 BROOKLYN,3030910116,BROOKLYN,1001426,196282,PHONE,Unspecified,BROOKLYN,40.70540884001099,-73.93805054904541,"{'latitude': '40.70540884001099', 'longitude': '-73.93805054904541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895567,2023-09-22T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10469,2924 GUNTHER AVENUE,GUNTHER AVENUE,ARNOW AVENUE,ADEE AVENUE,,,ADDRESS,BRONX,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-22T12:00:00.000,12 BRONX,2047890041,BRONX,1028921,256057,PHONE,Unspecified,BRONX,40.86937879582879,-73.83848573595948,"{'latitude': '40.86937879582879', 'longitude': '-73.83848573595948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896952,2023-09-22T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10453,275 HARLEM RIVER PARK BRIDGE,HARLEM RIVER PARK BRIDGE,METRO NORTH HUDSON LINE,MATTHEWSON ROAD,,,ADDRESS,BRONX,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-22T12:00:00.000,05 BRONX,2028820130,BRONX,1005976,249889,PHONE,Unspecified,BRONX,40.85253579729564,-73.92146652647844,"{'latitude': '40.85253579729564', 'longitude': '-73.92146652647844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,
58894262,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10465,3724 EAST TREMONT AVENUE,EAST TREMONT AVENUE,DILL PLACE,RANDALL AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-23T12:00:00.000,10 BRONX,2055430156,BRONX,1033474,240477,PHONE,Unspecified,BRONX,40.826592163919976,-73.82213814776922,"{'latitude': '40.826592163919976', 'longitude': '-73.82213814776922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894265,2023-09-22T12:00:00.000,2023-09-25T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11235,2752 EAST   22 STREET,EAST   22 STREET,KENMORE COURT,SHORE PARKWAY,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-25T12:00:00.000,15 BROOKLYN,3087770029,BROOKLYN,999052,152453,PHONE,Unspecified,BROOKLYN,40.585112020589726,-73.94670912917618,"{'latitude': '40.585112020589726', 'longitude': '-73.94670912917618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895574,2023-09-22T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10471,5445 SYLVAN AVENUE,SYLVAN AVENUE,WEST 255 STREET,WEST 256 STREET,,,ADDRESS,BRONX,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-23T12:00:00.000,08 BRONX,2058441929,BRONX,1012316,268182,PHONE,Unspecified,BRONX,40.90272651038468,-73.89847256084721,"{'latitude': '40.90272651038468', 'longitude': '-73.89847256084721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895573,2023-09-22T12:00:00.000,2023-09-25T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11235,2634 EAST   11 STREET,EAST   11 STREET,WILLIAMS COURT,GILMORE COURT,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-25T12:00:00.000,15 BROOKLYN,3074540020,BROOKLYN,995559,152933,PHONE,Unspecified,BROOKLYN,40.586434669505024,-73.95928399008638,"{'latitude': '40.586434669505024', 'longitude': '-73.95928399008638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902608,2023-09-22T12:00:00.000,2023-09-26T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11412,117-16 205 STREET,205 STREET,LINDEN BOULEVARD,118 AVENUE,,,ADDRESS,SAINT ALBANS,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-26T12:00:00.000,12 QUEENS,4126340013,QUEENS,1054315,192767,PHONE,Unspecified,QUEENS,40.69550030037666,-73.74733064319459,"{'latitude': '40.69550030037666', 'longitude': '-73.74733064319459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901180,2023-09-22T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10040,2622 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 190 STREET,FORT GEORGE AVENUE,,,ADDRESS,NEW YORK,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-22T12:00:00.000,12 MANHATTAN,1021600001,MANHATTAN,1004590,250488,PHONE,Unspecified,MANHATTAN,40.85418317527535,-73.9264747128369,"{'latitude': '40.85418317527535', 'longitude': '-73.9264747128369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892876,2023-09-22T12:00:00.000,2023-09-24T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10025,125 WEST  109 STREET,WEST  109 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-24T12:00:00.000,07 MANHATTAN,1018640009,MANHATTAN,994669,231311,PHONE,Unspecified,MANHATTAN,40.80156507422785,-73.96236704292687,"{'latitude': '40.80156507422785', 'longitude': '-73.96236704292687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892859,2023-09-22T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11210,584 EAST   24 STREET,EAST   24 STREET,FOSTER AVENUE,FARRAGUT ROAD,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-22T12:00:00.000,14 BROOKLYN,,BROOKLYN,996882,171056,PHONE,Unspecified,BROOKLYN,40.63617678141578,-73.95448686720411,"{'latitude': '40.63617678141578', 'longitude': '-73.95448686720411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,
58901189,2023-09-22T12:00:00.000,2023-09-24T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10023,253 WEST   70 STREET,WEST   70 STREET,AMSTERDAM AVENUE,WEST END AVENUE,,,ADDRESS,NEW YORK,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-24T12:00:00.000,07 MANHATTAN,1011620011,MANHATTAN,988596,222731,PHONE,Unspecified,MANHATTAN,40.77802035389886,-73.98430799523015,"{'latitude': '40.77802035389886', 'longitude': '-73.98430799523015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
