unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,facility_type,due_date,bbl,landmark,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location,taxi_company_borough
58967291,2023-09-29T02:20:19.000,2023-09-29T03:09:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11435,135-20 82 AVENUE,82 AVENUE,135 STREET,138 STREET,135 STREET,138 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T03:09:14.000,08 QUEENS,QUEENS,1033412,199654,ONLINE,Unspecified,QUEENS,40.7145442604009,-73.82266079666188,"{'latitude': '40.7145442604009', 'longitude': '-73.82266079666188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,,,4096680005,82 AVENUE,,,,,,
58961109,2023-09-29T02:19:33.000,2023-09-29T02:24:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,2330 ARTHUR AVENUE,ARTHUR AVENUE,CRESCENT AVENUE,EAST  186 STREET,CRESCENT AVENUE,EAST  186 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T02:24:56.000,06 BRONX,BRONX,1014993,250442,MOBILE,Unspecified,BRONX,40.85402682399926,-73.88887006240707,"{'latitude': '40.85402682399926', 'longitude': '-73.88887006240707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2030730008,ARTHUR AVENUE,,,,,,
58957975,2023-09-29T02:17:32.000,2023-09-29T02:37:11.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10458,2330 ARTHUR AVENUE,ARTHUR AVENUE,CRESCENT AVENUE,EAST  186 STREET,CRESCENT AVENUE,EAST  186 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T02:37:13.000,06 BRONX,BRONX,1014993,250442,MOBILE,Unspecified,BRONX,40.85402682399926,-73.88887006240707,"{'latitude': '40.85402682399926', 'longitude': '-73.88887006240707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2030730008,ARTHUR AVENUE,,,,,,
58957503,2023-09-29T02:17:00.000,2023-10-11T09:40:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,11422,236-01 148 DRIVE,148 DRIVE,236 ST,BROOKVILLE BLVD,,,ADDRESS,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-10-11T09:40:00.000,13 QUEENS,QUEENS,1054413,177416,ONLINE,Unspecified,QUEENS,40.65336465862854,-73.7471370380578,"{'latitude': '40.65336465862854', 'longitude': '-73.7471370380578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROSEDALE,,,4137360010,,,,,,,
58962360,2023-09-29T02:16:06.000,2023-09-29T02:48:20.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11221,980A DEKALB AVENUE,DEKALB AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T02:48:23.000,03 BROOKLYN,BROOKLYN,1001971,191806,ONLINE,Unspecified,BROOKLYN,40.693122193366726,-73.93609665085272,"{'latitude': '40.693122193366726', 'longitude': '-73.93609665085272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,DEKALB AVENUE,,,,,,
59449151,2023-09-29T02:15:58.000,2023-10-11T09:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Sunken,Sewer,11422,236-01 148 DRIVE,148 DRIVE,236 STREET,BROOKVILLE BOULEVARD,236 STREET,BROOKVILLE BOULEVARD,ADDRESS,Closed,,2023-10-11T09:40:00.000,13 QUEENS,QUEENS,1054413,177416,ONLINE,Unspecified,QUEENS,40.65336465862854,-73.7471370380578,"{'latitude': '40.65336465862854', 'longitude': '-73.7471370380578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROSEDALE,,,4137360010,148 DRIVE,,,,,,
58961112,2023-09-29T02:15:27.000,2023-09-29T02:24:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,2330 ARTHUR AVENUE,ARTHUR AVENUE,CRESCENT AVENUE,EAST  186 STREET,CRESCENT AVENUE,EAST  186 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T02:24:53.000,06 BRONX,BRONX,1014993,250442,MOBILE,Unspecified,BRONX,40.85402682399926,-73.88887006240707,"{'latitude': '40.85402682399926', 'longitude': '-73.88887006240707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,ARTHUR AVENUE,,,,,,
58964067,2023-09-29T02:13:56.000,2023-09-29T02:37:07.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10458,2330 ARTHUR AVENUE,ARTHUR AVENUE,CRESCENT AVENUE,EAST  186 STREET,CRESCENT AVENUE,EAST  186 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T02:37:12.000,06 BRONX,BRONX,1014993,250442,MOBILE,Unspecified,BRONX,40.85402682399926,-73.88887006240707,"{'latitude': '40.85402682399926', 'longitude': '-73.88887006240707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,ARTHUR AVENUE,,,,,,
58964970,2023-09-29T02:13:49.000,2023-09-29T02:32:33.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-29T02:32:36.000,Unspecified MANHATTAN,MANHATTAN,984886,203169,MOBILE,Unspecified,MANHATTAN,40.72432865638317,-73.99770545918592,"{'latitude': '40.72432865638317', 'longitude': '-73.99770545918592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,R,R W Uptown & Queens,Platform,,,
58961710,2023-09-29T02:12:42.000,2023-09-29T10:36:10.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11421,91-14 75 STREET,75 STREET,91 AVENUE,93 AVENUE,91 AVENUE,93 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T10:36:04.000,09 QUEENS,QUEENS,1021638,189109,MOBILE,Unspecified,QUEENS,40.685658324985674,-73.86519091930703,"{'latitude': '40.685658324985674', 'longitude': '-73.86519091930703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODHAVEN,,,,75 STREET,,,,,,
58963357,2023-09-29T02:12:32.000,2023-09-29T12:30:25.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11434,173-15 VASWANI AVENUE,VASWANI AVENUE,DEAD END,MERRILL STREET,DEAD END,MERRILL STREET,ADDRESS,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-29T12:30:25.000,12 QUEENS,QUEENS,1047994,187914,MOBILE,Unspecified,QUEENS,40.68222776326783,-73.77017132673826,"{'latitude': '40.68222776326783', 'longitude': '-73.77017132673826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,,,,VASWANI AVENUE,,,,,,
58956539,2023-09-29T02:12:24.000,2023-09-29T02:13:40.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10040,900 WEST  190 STREET,WEST  190 STREET,FORT WASHINGTON AVENUE,CABRINI BOULEVARD,FORT WASHINGTON AVENUE,CABRINI BOULEVARD,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T02:13:44.000,12 MANHATTAN,MANHATTAN,1002023,251562,ONLINE,Unspecified,MANHATTAN,40.85713652443127,-73.93575108556061,"{'latitude': '40.85713652443127', 'longitude': '-73.93575108556061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,,WEST  190 STREET,,,,,,
58959571,2023-09-29T02:12:19.000,2023-09-29T02:45:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11205,840 KENT AVENUE,KENT AVENUE,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T02:45:43.000,03 BROOKLYN,BROOKLYN,995446,192732,MOBILE,Unspecified,BROOKLYN,40.69567450846376,-73.95962478144808,"{'latitude': '40.69567450846376', 'longitude': '-73.95962478144808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3018970038,KENT AVENUE,,,,,,
58960839,2023-09-29T02:12:13.000,2023-09-29T02:44:42.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11210,984 EAST   38 STREET,EAST   38 STREET,DEAD END,AVENUE I,DEAD END,AVENUE I,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T02:44:47.000,18 BROOKLYN,BROOKLYN,1000975,169168,PHONE,Unspecified,BROOKLYN,40.630987840370054,-73.93974445958112,"{'latitude': '40.630987840370054', 'longitude': '-73.93974445958112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,EAST   38 STREET,,,,,,
58967219,2023-09-29T02:12:05.000,2023-09-29T02:37:10.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10458,2330 ARTHUR AVENUE,ARTHUR AVENUE,CRESCENT AVENUE,EAST  186 STREET,CRESCENT AVENUE,EAST  186 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T02:37:17.000,06 BRONX,BRONX,1014993,250442,MOBILE,Unspecified,BRONX,40.85402682399926,-73.88887006240707,"{'latitude': '40.85402682399926', 'longitude': '-73.88887006240707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,ARTHUR AVENUE,,,,,,
58967266,2023-09-29T02:11:37.000,2023-09-29T02:17:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11374,85-45 ELIOT AVENUE,ELIOT AVENUE,85 STREET,86 STREET,85 STREET,86 STREET,ADDRESS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-29T02:17:28.000,05 QUEENS,QUEENS,1019698,204809,MOBILE,Unspecified,QUEENS,40.72875905137186,-73.87210327161479,"{'latitude': '40.72875905137186', 'longitude': '-73.87210327161479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",REGO PARK,,,4028880033,ELIOT AVENUE,,,,,,
58958132,2023-09-29T02:11:01.000,2023-10-20T06:57:57.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11212,9407 KINGS HIGHWAY,KINGS HIGHWAY,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,17 BROOKLYN,BROOKLYN,1006269,179153,PHONE,Unspecified,BROOKLYN,40.658382925121444,-73.920639062938,"{'latitude': '40.658382925121444', 'longitude': '-73.920639062938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3046490024,,,,,,,
58959483,2023-09-29T02:10:00.000,2023-09-29T02:37:09.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10458,2330 ARTHUR AVENUE,ARTHUR AVENUE,CRESCENT AVENUE,EAST  186 STREET,CRESCENT AVENUE,EAST  186 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T02:37:17.000,06 BRONX,BRONX,1014993,250442,MOBILE,Unspecified,BRONX,40.85402682399926,-73.88887006240707,"{'latitude': '40.85402682399926', 'longitude': '-73.88887006240707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,ARTHUR AVENUE,,,,,,
59450102,2023-09-29T02:09:31.000,2023-10-20T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door,Apartment,11212,9407 KINGS HIGHWAY,KINGS HIGHWAY,EAST   94 STREET,EAST   95 STREET,EAST   94 STREET,EAST   95 STREET,ADDRESS,Closed,,2023-10-20T00:00:00.000,17 BROOKLYN,BROOKLYN,1006269,179153,PHONE,Unspecified,BROOKLYN,40.658382925121444,-73.920639062938,"{'latitude': '40.658382925121444', 'longitude': '-73.920639062938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3046490024,KINGS HIGHWAY,,,,,,
58960832,2023-09-29T02:09:29.000,2023-09-29T02:38:33.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11203,744 LEFFERTS AVENUE,LEFFERTS AVENUE,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T02:38:37.000,09 BROOKLYN,BROOKLYN,1001948,180923,MOBILE,Unspecified,BROOKLYN,40.66325087426304,-73.93620817043394,"{'latitude': '40.66325087426304', 'longitude': '-73.93620817043394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3014290016,LEFFERTS AVENUE,,,,,,
58963980,2023-09-29T02:09:25.000,2023-09-29T03:50:15.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10473,102 STEPHENS AVENUE,STEPHENS AVENUE,SOUNDVIEW AVENUE,GILDERSLEEVE AVENUE,SOUNDVIEW AVENUE,GILDERSLEEVE AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T03:50:19.000,09 BRONX,BRONX,1024975,233752,PHONE,Unspecified,BRONX,40.80817722913019,-73.85288846298558,"{'latitude': '40.80817722913019', 'longitude': '-73.85288846298558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2034460012,STEPHENS AVENUE,,,,,,
58965596,2023-09-29T02:09:00.000,2023-10-17T11:01:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11377,40-30 72 STREET,72 STREET,41 AVE,ROOSEVELT AVE,72 STREET,41 AVENUE,INTERSECTION,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-10-17T11:01:00.000,04 QUEENS,QUEENS,1013831,210711,UNKNOWN,Unspecified,QUEENS,40.744980136392726,-73.89324549007658,"{'latitude': '40.744980136392726', 'longitude': '-73.89324549007658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUEENS,,,4013030025,,,,,,,
58949334,2023-09-29T02:08:05.000,2023-09-29T02:37:08.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10458,2330 ARTHUR AVENUE,ARTHUR AVENUE,CRESCENT AVENUE,EAST  186 STREET,CRESCENT AVENUE,EAST  186 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T02:37:12.000,06 BRONX,BRONX,1014993,250442,MOBILE,Unspecified,BRONX,40.85402682399926,-73.88887006240707,"{'latitude': '40.85402682399926', 'longitude': '-73.88887006240707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2030730008,ARTHUR AVENUE,,,,,,
58950537,2023-09-29T02:07:52.000,2023-09-29T02:40:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,100 CONVENT AVENUE,CONVENT AVENUE,WEST  131 STREET,WEST  133 STREET,WEST  131 STREET,WEST  133 STREET,ADDRESS,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-29T02:40:37.000,09 MANHATTAN,MANHATTAN,997362,236842,ONLINE,Unspecified,MANHATTAN,40.81674254856548,-73.95262924681475,"{'latitude': '40.81674254856548', 'longitude': '-73.95262924681475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,,CONVENT AVENUE,,,,,,
58950389,2023-09-29T02:07:06.000,2023-09-29T02:41:20.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10474,641 BARRETTO STREET,BARRETTO STREET,RANDALL AVENUE,SPOFFORD AVENUE,RANDALL AVENUE,SPOFFORD AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T02:41:23.000,02 BRONX,BRONX,1015000,235409,ONLINE,Unspecified,BRONX,40.81276557919409,-73.888913671696,"{'latitude': '40.81276557919409', 'longitude': '-73.888913671696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2027650151,BARRETTO STREET,,,,,,
58954243,2023-09-29T02:06:28.000,2023-09-29T02:36:59.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10458,2330 ARTHUR AVENUE,ARTHUR AVENUE,CRESCENT AVENUE,EAST  186 STREET,CRESCENT AVENUE,EAST  186 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T02:37:07.000,06 BRONX,BRONX,1014993,250442,MOBILE,Unspecified,BRONX,40.85402682399926,-73.88887006240707,"{'latitude': '40.85402682399926', 'longitude': '-73.88887006240707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,ARTHUR AVENUE,,,,,,
58951794,2023-09-29T02:06:18.000,2023-09-29T03:04:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10458,2458 ARTHUR AVENUE,ARTHUR AVENUE,EAST  188 STREET,EAST  189 STREET,EAST  188 STREET,EAST  189 STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T03:04:36.000,06 BRONX,BRONX,1015658,251465,MOBILE,Unspecified,BRONX,40.856832310686045,-73.8864614269521,"{'latitude': '40.856832310686045', 'longitude': '-73.8864614269521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2030770034,ARTHUR AVENUE,,,,,,
58949336,2023-09-29T02:06:00.000,2023-09-29T02:39:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11372,37-45 79 STREET,79 STREET,37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T02:39:12.000,03 QUEENS,QUEENS,1015553,212217,PHONE,Unspecified,QUEENS,40.74910779693123,-73.88702398237925,"{'latitude': '40.74910779693123', 'longitude': '-73.88702398237925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JACKSON HEIGHTS,,,,79 STREET,,,,,,
58957444,2023-09-29T02:05:00.000,2023-09-29T21:14:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10022,419 EAST   57 STREET,EAST   57 STREET,1 AVE,SUTTON PL,,,ADDRESS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-29T21:14:00.000,06 MANHATTAN,MANHATTAN,994696,215458,ONLINE,Unspecified,MANHATTAN,40.75805275443852,-73.96229416760384,"{'latitude': '40.75805275443852', 'longitude': '-73.96229416760384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,N/A,,1013690007,,,,,,,
58950540,2023-09-29T02:04:42.000,2023-09-29T02:46:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10453,54 WEST  174 STREET,WEST  174 STREET,GRAND AVENUE,MACOMBS ROAD,GRAND AVENUE,MACOMBS ROAD,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T02:46:47.000,05 BRONX,BRONX,1007541,248046,ONLINE,Unspecified,BRONX,40.84747332022759,-73.91581589059129,"{'latitude': '40.84747332022759', 'longitude': '-73.91581589059129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2028660009,WEST  174 STREET,,,,,,
58954251,2023-09-29T02:04:23.000,2023-09-29T02:46:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,1103 BROADWAY,BROADWAY,DODWORTH STREET,DEKALB AVENUE,DODWORTH STREET,DEKALB AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T02:46:32.000,04 BROOKLYN,BROOKLYN,1003618,192173,PHONE,Unspecified,BROOKLYN,40.694126071991846,-73.93015638378756,"{'latitude': '40.694126071991846', 'longitude': '-73.93015638378756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3032300045,BROADWAY,,,,,,
58946717,2023-09-29T02:04:01.000,2023-09-29T14:19:53.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11226,620 EAST   17 STREET,EAST   17 STREET,NEWKIRK AVENUE,FOSTER AVENUE,NEWKIRK AVENUE,FOSTER AVENUE,ADDRESS,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-29T10:17:32.000,14 BROOKLYN,BROOKLYN,994952,170834,ONLINE,Unspecified,BROOKLYN,40.635569980856964,-73.96144101393604,"{'latitude': '40.635569980856964', 'longitude': '-73.96144101393604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3052370024,EAST   17 STREET,,,,,,
58951788,2023-09-29T02:03:26.000,2023-09-29T02:19:01.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,119 MAC DOUGAL STREET,MAC DOUGAL STREET,MINETTA LANE,WEST    3 STREET,MINETTA LANE,WEST    3 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T02:19:08.000,02 MANHATTAN,MANHATTAN,984161,205311,ONLINE,Unspecified,MANHATTAN,40.73020794704027,-74.00032111973253,"{'latitude': '40.73020794704027', 'longitude': '-74.00032111973253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,1005430021,MAC DOUGAL STREET,,,,,,
58955479,2023-09-29T02:03:12.000,2023-09-29T02:11:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,730 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  190 STREET,CABRINI BOULEVARD,WEST  190 STREET,CABRINI BOULEVARD,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T02:11:53.000,12 MANHATTAN,MANHATTAN,1002304,251970,MOBILE,Unspecified,MANHATTAN,40.85825579173524,-73.93473417962548,"{'latitude': '40.85825579173524', 'longitude': '-73.93473417962548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,1021800628,FORT WASHINGTON AVENUE,,,,,,
58954135,2023-09-29T02:02:41.000,2023-10-05T06:35:38.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11373,40-24 GLEANE STREET,GLEANE STREET,BAXTER AVENUE,BRITTON AVENUE,BAXTER AVENUE,BRITTON AVENUE,ADDRESS,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-10-05T06:35:44.000,04 QUEENS,QUEENS,1017033,211547,UNKNOWN,Unspecified,QUEENS,40.74726345419269,-73.88168576973278,"{'latitude': '40.74726345419269', 'longitude': '-73.88168576973278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELMHURST,,,4015040017,GLEANE STREET,,,,,,
58955478,2023-09-29T02:02:40.000,2023-09-29T02:36:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11206,812 MYRTLE AVENUE,MYRTLE AVENUE,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T02:36:08.000,03 BROOKLYN,BROOKLYN,998076,192583,ONLINE,Unspecified,BROOKLYN,40.69526182006255,-73.95014073537288,"{'latitude': '40.69526182006255', 'longitude': '-73.95014073537288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,MYRTLE AVENUE,,,,,,
58951787,2023-09-29T02:02:38.000,2023-09-29T04:25:39.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,10461,1841 HOBART AVENUE,HOBART AVENUE,,ST THERESA AVENUE,,ST THERESA AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T04:25:45.000,10 BRONX,BRONX,1030890,248436,ONLINE,Unspecified,BRONX,40.84845129300471,-73.83141958658106,"{'latitude': '40.84845129300471', 'longitude': '-73.83141958658106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2041940039,HOBART AVENUE,,,,,,
58948072,2023-09-29T02:02:23.000,2023-09-29T02:38:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2600 SEDGWICK AVENUE,SEDGWICK AVENUE,BAILEY AVENUE,WEST KINGSBRIDGE ROAD,BAILEY AVENUE,WEST KINGSBRIDGE ROAD,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T02:38:13.000,07 BRONX,BRONX,1010301,255794,PHONE,Unspecified,BRONX,40.86873153364184,-73.90580990880501,"{'latitude': '40.86873153364184', 'longitude': '-73.90580990880501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,SEDGWICK AVENUE,,,,,,
