unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location
58977911,2023-09-30T13:06:13.000,2023-09-30T14:21:29.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11217,27 THIRD AVENUE,THIRD AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T14:21:32.000,02 BROOKLYN,3001800003,BROOKLYN,989697,189136,MOBILE,Unspecified,BROOKLYN,40.685809723230555,-73.98035983614974,"{'latitude': '40.685809723230555', 'longitude': '-73.98035983614974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATE STREET,ATLANTIC AVENUE,STATE STREET,ATLANTIC AVENUE,3 AVENUE,,,,,,
58973394,2023-09-30T13:06:06.000,2023-09-30T14:32:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10472,1333 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T14:32:35.000,09 BRONX,2038740061,BRONX,1020591,242967,ONLINE,Unspecified,BRONX,40.83348889439976,-73.8686749234278,"{'latitude': '40.83348889439976', 'longitude': '-73.8686749234278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,COMMONWEALTH AVENUE,,,,,,
58969796,2023-09-30T13:06:00.000,2023-10-24T08:14:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11220,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-24T08:14:00.000,07 BROOKLYN,,BROOKLYN,980043,175041,UNKNOWN,Unspecified,BROOKLYN,40.64712275955372,-74.01516031937892,"{'latitude': '40.64712275955372', 'longitude': '-74.01516031937892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,3 AVENUE,51 STREET,,,,,,,
58973787,2023-09-30T13:05:57.000,2023-10-16T07:59:43.000,HPD,Department of Housing Preservation and Development,GENERAL,JANITOR/SUPER,RESIDENTIAL BUILDING,10468,2820 MORRIS AVENUE,MORRIS AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,07 BRONX,2033180098,BRONX,1013699,256362,PHONE,Unspecified,BRONX,40.87027983660848,-73.89352160262047,"{'latitude': '40.87027983660848', 'longitude': '-73.89352160262047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59446790,2023-09-30T13:05:54.000,2023-10-09T00:00:00.000,HPD,Department of Housing Preservation and Development,General,Cooking Gas,Apartment,10467,3039 WALLACE AVENUE,WALLACE AVENUE,ADDRESS,BRONX,Closed,,2023-10-09T00:00:00.000,12 BRONX,2045700032,BRONX,1021776,256326,PHONE,Unspecified,BRONX,40.870150385022505,-73.86431793354161,"{'latitude': '40.870150385022505', 'longitude': '-73.86431793354161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADEE AVENUE,BURKE AVENUE,ADEE AVENUE,BURKE AVENUE,WALLACE AVENUE,,,,,,
58973000,2023-09-30T13:05:47.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10011,40 WEST    9 STREET,WEST    9 STREET,ADDRESS,NEW YORK,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-06T09:10:55.000,02 MANHATTAN,1005720017,MANHATTAN,984925,206521,ONLINE,Unspecified,MANHATTAN,40.7335290748977,-73.9975644199674,"{'latitude': '40.7335290748977', 'longitude': '-73.9975644199674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,WEST    9 STREET,,,,,,"40 WEST    9 STREET, MANHATTAN (NEW YORK), NY, 10011"
58972631,2023-09-30T13:05:39.000,2023-10-04T07:38:56.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11221,1328 GATES AVENUE,GATES AVENUE,ADDRESS,BROOKLYN,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-04T00:00:00.000,04 BROOKLYN,3033420026,BROOKLYN,1007332,192452,ONLINE,Unspecified,BROOKLYN,40.69488295467398,-73.91676225101146,"{'latitude': '40.69488295467398', 'longitude': '-73.91676225101146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58971520,2023-09-30T13:05:38.000,2023-10-07T14:14:58.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10033,809 WEST  177 STREET,WEST  177 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-07T00:00:00.000,12 MANHATTAN,1021770014,MANHATTAN,1000768,248232,PHONE,Unspecified,MANHATTAN,40.8479991031889,-73.94029607984919,"{'latitude': '40.8479991031889', 'longitude': '-73.94029607984919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58972660,2023-09-30T13:05:38.000,2023-10-01T10:07:39.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10033,809 WEST  177 STREET,WEST  177 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,12 MANHATTAN,1021770014,MANHATTAN,1000768,248232,PHONE,Unspecified,MANHATTAN,40.8479991031889,-73.94029607984919,"{'latitude': '40.8479991031889', 'longitude': '-73.94029607984919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58970346,2023-09-30T13:05:37.000,2023-10-15T17:46:33.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11215,904 PRESIDENT STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-15T00:00:00.000,06 BROOKLYN,3010680013,BROOKLYN,991841,184306,ONLINE,Unspecified,BROOKLYN,40.672550888903,-73.97263468944037,"{'latitude': '40.672550888903', 'longitude': '-73.97263468944037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58975272,2023-09-30T13:05:31.000,2023-11-16T13:19:23.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11204,1525 WEST    4 STREET,WEST    4 STREET,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-16T13:19:29.000,11 BROOKLYN,3066030082,BROOKLYN,990332,161525,ONLINE,Unspecified,BROOKLYN,40.610023099264225,-73.97809512200826,"{'latitude': '40.610023099264225', 'longitude': '-73.97809512200826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE O,AVENUE P,AVENUE O,AVENUE P,WEST    4 STREET,,,,,,
58972792,2023-09-30T13:05:15.000,2023-09-30T13:25:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10011,40 WEST    9 STREET,WEST    9 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T13:25:20.000,02 MANHATTAN,1005720017,MANHATTAN,984925,206521,ONLINE,Unspecified,MANHATTAN,40.7335290748977,-73.9975644199674,"{'latitude': '40.7335290748977', 'longitude': '-73.9975644199674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,WEST    9 STREET,,,,,,
58970833,2023-09-30T13:05:14.000,2023-09-30T14:47:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,1873 66 STREET,66 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T14:47:57.000,11 BROOKLYN,3055540044,BROOKLYN,987196,164315,ONLINE,Unspecified,BROOKLYN,40.61768267080648,-73.98938849473844,"{'latitude': '40.61768267080648', 'longitude': '-73.98938849473844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18 AVENUE,19 AVENUE,18 AVENUE,19 AVENUE,66 STREET,,,,,,
58972000,2023-09-30T13:05:00.000,2023-10-20T10:45:00.000,DEP,Department of Environmental Protection,Sewer,Culvert Blocked/Needs Cleaning (SE),,10466,,,INTERSECTION,BRONX,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-10-20T10:45:00.000,12 BRONX,,BRONX,1025706,267064,ONLINE,Unspecified,BRONX,40.899605207618656,-73.85004186645183,"{'latitude': '40.899605207618656', 'longitude': '-73.85004186645183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,BARNES AVENUE,BRUNER AVENUE,,,,,,,
58970777,2023-09-30T13:05:00.000,2023-09-30T16:50:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10065,5 EAST   62 STREET,EAST   62 STREET,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023-09-30T16:50:00.000,08 MANHATTAN,1013770007,MANHATTAN,992229,218339,ONLINE,Unspecified,MANHATTAN,40.76596292876611,-73.97119561888483,"{'latitude': '40.76596292876611', 'longitude': '-73.97119561888483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVE,MADISON AVE,,,,,,,,,
58968245,2023-09-30T13:05:00.000,2023-09-30T13:15:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11235,236 NEPTUNE AVENUE,NEPTUNE AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-30T13:15:00.000,13 BROOKLYN,3086660662,BROOKLYN,994785,151134,ONLINE,Unspecified,BROOKLYN,40.58149772561243,-73.96207344109642,"{'latitude': '40.58149772561243', 'longitude': '-73.96207344109642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRIGHTON 7 ST,BRIGHTON 6 ST,,,,,,,,,
58969557,2023-09-30T13:05:00.000,2023-10-01T02:20:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11004,83-18 256 STREET,256 STREET,ADDRESS,GLEN OAKS,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-10-01T02:20:00.000,13 QUEENS,4087670147,QUEENS,1063943,208230,ONLINE,Unspecified,QUEENS,40.737860836903465,-73.71242718955587,"{'latitude': '40.737860836903465', 'longitude': '-73.71242718955587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",83 AVE,HILLSIDE AVE,,,,,,,,,
58971970,2023-09-30T13:05:00.000,2023-10-02T07:10:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11235,611 BANNER AVENUE,BANNER AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-10-02T07:10:00.000,13 BROOKLYN,3072427501,BROOKLYN,994530,151711,ONLINE,Unspecified,BROOKLYN,40.58308177560426,-73.96299057689384,"{'latitude': '40.58308177560426', 'longitude': '-73.96299057689384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRIGHTON 6 ST,BRIGHTON 7 ST,,,,N/A,,,,,
58968609,2023-09-30T13:04:56.000,2023-09-30T13:07:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10025,865 COLUMBUS AVENUE,COLUMBUS AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T13:07:56.000,07 MANHATTAN,1018360001,MANHATTAN,994065,229622,ONLINE,Unspecified,MANHATTAN,40.79692992181987,-73.96455113216999,"{'latitude': '40.79692992181987', 'longitude': '-73.96455113216999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  100 STREET,WEST  103 STREET,WEST  100 STREET,WEST  103 STREET,COLUMBUS AVENUE,,,,,,
59442455,2023-09-30T13:04:55.000,2023-10-07T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Damp Spot,Apartment,10033,809 WEST  177 STREET,WEST  177 STREET,ADDRESS,NEW YORK,Closed,,2023-10-07T00:00:00.000,12 MANHATTAN,1021770014,MANHATTAN,1000768,248232,PHONE,Unspecified,MANHATTAN,40.8479991031889,-73.94029607984919,"{'latitude': '40.8479991031889', 'longitude': '-73.94029607984919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FORT WASHINGTON AVENUE,PINEHURST AVENUE,FORT WASHINGTON AVENUE,PINEHURST AVENUE,WEST  177 STREET,,,,,,
59450445,2023-09-30T13:04:51.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Apartment,10033,809 WEST  177 STREET,WEST  177 STREET,ADDRESS,NEW YORK,Closed,,2023-10-01T00:00:00.000,12 MANHATTAN,1021770014,MANHATTAN,1000768,248232,PHONE,Unspecified,MANHATTAN,40.8479991031889,-73.94029607984919,"{'latitude': '40.8479991031889', 'longitude': '-73.94029607984919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FORT WASHINGTON AVENUE,PINEHURST AVENUE,FORT WASHINGTON AVENUE,PINEHURST AVENUE,WEST  177 STREET,,,,,,
58968412,2023-09-30T13:04:49.000,2023-09-30T13:37:19.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10016,40 EAST   30 STREET,EAST   30 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T13:37:23.000,05 MANHATTAN,1008590052,MANHATTAN,988579,210722,ONLINE,Unspecified,MANHATTAN,40.74505874357464,-73.98437711007783,"{'latitude': '40.74505874357464', 'longitude': '-73.98437711007783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,EAST   30 STREET,,,,,,
58977258,2023-09-30T13:04:42.000,2023-09-30T13:23:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11204,1811 66 STREET,66 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T13:24:00.000,11 BROOKLYN,3055540069,BROOKLYN,986937,164521,ONLINE,Unspecified,BROOKLYN,40.61824818037269,-73.99032133191095,"{'latitude': '40.61824818037269', 'longitude': '-73.99032133191095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18 AVENUE,19 AVENUE,18 AVENUE,19 AVENUE,66 STREET,,,,,,
58972332,2023-09-30T13:04:42.000,2023-09-30T14:52:29.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10002,219 MADISON STREET,MADISON STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T14:52:33.000,03 MANHATTAN,1002710043,MANHATTAN,987257,198940,ONLINE,Unspecified,MANHATTAN,40.712720579662324,-73.98915332916572,"{'latitude': '40.712720579662324', 'longitude': '-73.98915332916572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RUTGERS STREET,JEFFERSON STREET,RUTGERS STREET,JEFFERSON STREET,MADISON STREET,,,,,,
58971700,2023-09-30T13:04:41.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,11201,WASHINGTON STREET,WASHINGTON STREET,INTERSECTION,,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-10-02T10:14:24.000,02 BROOKLYN,,BROOKLYN,987098,194573,MOBILE,Unspecified,BROOKLYN,40.70073424824792,-73.98972871152452,"{'latitude': '40.70073424824792', 'longitude': '-73.98972871152452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WASHINGTON STREET,PROSPECT STREET,WASHINGTON STREET,PROSPECT STREET,,,,,,,
59436813,2023-09-30T13:04:40.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11221,1328 GATES AVENUE,GATES AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-04T00:00:00.000,04 BROOKLYN,3033420026,BROOKLYN,1007332,192452,ONLINE,Unspecified,BROOKLYN,40.69488295467398,-73.91676225101146,"{'latitude': '40.69488295467398', 'longitude': '-73.91676225101146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CENTRAL AVENUE,WILSON AVENUE,CENTRAL AVENUE,WILSON AVENUE,GATES AVENUE,,,,,,
58974204,2023-09-30T13:04:36.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10001,1150 BROADWAY,BROADWAY,ADDRESS,NEW YORK,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:18:28.000,05 MANHATTAN,1008280041,MANHATTAN,987325,210443,ONLINE,Unspecified,MANHATTAN,40.74429348334909,-73.98890278711659,"{'latitude': '40.74429348334909', 'longitude': '-73.98890278711659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   26 STREET,WEST   27 STREET,WEST   26 STREET,WEST   27 STREET,BROADWAY,,,,,,"1150 BROADWAY, MANHATTAN (NEW YORK), NY, 10001"
58972151,2023-09-30T13:04:26.000,2023-09-30T16:15:22.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11212,107 WATKINS STREET,WATKINS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T16:15:24.000,16 BROOKLYN,3035070005,BROOKLYN,1009762,183525,MOBILE,Unspecified,BROOKLYN,40.67037371439793,-73.9080330482482,"{'latitude': '40.67037371439793', 'longitude': '-73.9080330482482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GLENMORE AVENUE,PITKIN AVENUE,GLENMORE AVENUE,PITKIN AVENUE,WATKINS STREET,,,,,,
58972046,2023-09-30T13:04:20.000,2023-11-01T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11104,39-82 45 STREET,45 STREET,ADDRESS,SUNNYSIDE,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-01T00:00:00.000,02 QUEENS,4001550101,QUEENS,1006831,212134,UNKNOWN,Unspecified,QUEENS,40.7489065570235,-73.9185029099986,"{'latitude': '40.7489065570235', 'longitude': '-73.9185029099986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,
58968602,2023-09-30T13:04:17.000,2023-09-30T13:37:42.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10007,165 CHURCH STREET,CHURCH STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T13:37:46.000,01 MANHATTAN,1001490014,MANHATTAN,982098,199821,MOBILE,Unspecified,MANHATTAN,40.71513896367049,-74.00776284753472,"{'latitude': '40.71513896367049', 'longitude': '-74.00776284753472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHAMBERS STREET,READE STREET,CHAMBERS STREET,READE STREET,CHURCH STREET,,,,,,
58970450,2023-09-30T13:04:15.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11228,1333 77 STREET,77 STREET,ADDRESS,BROOKLYN,In Progress,,,10 BROOKLYN,3062330062,BROOKLYN,982085,164666,ONLINE,Unspecified,BROOKLYN,40.61864631818259,-74.0077984523196,"{'latitude': '40.61864631818259', 'longitude': '-74.0077984523196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,77 STREET,,,,,,
58970536,2023-09-30T13:04:10.000,2023-10-17T11:23:12.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11214,2581 CROPSEY AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-17T11:23:10.000,11 BROOKLYN,3069090001,BROOKLYN,986542,154472,PHONE,Unspecified,BROOKLYN,40.59066583504159,-73.99174754580508,"{'latitude': '40.59066583504159', 'longitude': '-73.99174754580508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAY   41 STREET,26 AVENUE,BAY   41 STREET,26 AVENUE,CROPSEY AVENUE,,,,,,
58976651,2023-09-30T13:04:08.000,2023-10-02T22:52:18.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11206,18 MESEROLE STREET,MESEROLE STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-02T22:52:22.000,01 BROOKLYN,3030490013,BROOKLYN,998203,197028,MOBILE,Unspecified,BROOKLYN,40.70746210289963,-73.94967353928376,"{'latitude': '40.70746210289963', 'longitude': '-73.94967353928376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH    4 STREET,LORIMER STREET,SOUTH    4 STREET,LORIMER STREET,MESEROLE STREET,,,,,,
58976418,2023-09-30T13:04:06.000,2023-09-30T13:08:48.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T13:08:51.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,164 STREET,,,,,,
59459655,2023-09-30T13:03:45.000,2023-09-30T16:50:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,10065,5 EAST   62 STREET,EAST   62 STREET,ADDRESS,NEW YORK,Closed,,2023-09-30T16:50:00.000,08 MANHATTAN,1013770007,MANHATTAN,992229,218339,ONLINE,Unspecified,MANHATTAN,40.76596292876611,-73.97119561888483,"{'latitude': '40.76596292876611', 'longitude': '-73.97119561888483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,EAST   62 STREET,,,,,,
58972890,2023-09-30T13:03:44.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,11201,7 EVERIT STREET,EVERIT STREET,ADDRESS,BROOKLYN,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-10-02T10:14:24.000,02 BROOKLYN,3002010004,BROOKLYN,985826,195229,MOBILE,Unspecified,BROOKLYN,40.70253513253691,-73.99431601548454,"{'latitude': '40.70253513253691', 'longitude': '-73.99431601548454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OLD FULTON STREET,COLUMBIA HEIGHTS,OLD FULTON STREET,COLUMBIA HEIGHTS,EVERIT STREET,,,,,,
59445615,2023-09-30T13:03:26.000,2023-09-30T13:15:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11235,236 NEPTUNE AVENUE,NEPTUNE AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-30T13:15:00.000,13 BROOKLYN,3086660662,BROOKLYN,994785,151134,ONLINE,Unspecified,BROOKLYN,40.58149772561243,-73.96207344109642,"{'latitude': '40.58149772561243', 'longitude': '-73.96207344109642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRIGHTON    7 STREET,BRIGHTON    6 STREET,BRIGHTON    7 STREET,BRIGHTON    6 STREET,NEPTUNE AVENUE,,,,,,
58971071,2023-09-30T13:03:12.000,2023-09-30T13:16:25.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11226,2470 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T13:16:32.000,14 BROOKLYN,3051670040,BROOKLYN,996852,173688,ONLINE,Unspecified,BROOKLYN,40.64340109997822,-73.95459004127983,"{'latitude': '40.64340109997822', 'longitude': '-73.95459004127983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORTELYOU ROAD,CLARENDON ROAD,CORTELYOU ROAD,CLARENDON ROAD,BEDFORD AVENUE,,,,,,
