unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp
58931190,2023-09-26T21:39:30.000,2023-09-28T10:13:53.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11216,30 MAC DONOUGH STREET,MAC DONOUGH STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,03 BROOKLYN,3018540014,BROOKLYN,999487,187334,PHONE,Unspecified,BROOKLYN,40.68085220583943,-73.94506426530351,"{'latitude': '40.68085220583943', 'longitude': '-73.94506426530351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927067,2023-09-26T21:39:14.000,2023-09-26T22:34:49.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11218,676 EAST    5 STREET,EAST    5 STREET,DITMAS AVENUE,AVENUE F,DITMAS AVENUE,AVENUE F,ADDRESS,BROOKLYN,EAST    5 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T22:34:56.000,12 BROOKLYN,3053980011,BROOKLYN,991462,170787,PHONE,Unspecified,BROOKLYN,40.6354445049838,-73.97401542891882,"{'latitude': '40.6354445049838', 'longitude': '-73.97401542891882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928951,2023-09-26T21:38:51.000,,DOHMH,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,Public/Unfenced Area,10065,333 EAST   66 STREET,EAST   66 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   66 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",2023-09-28T09:11:54.000,08 MANHATTAN,1014410017,MANHATTAN,995262,217850,ONLINE,Unspecified,MANHATTAN,40.76461749257886,-73.9602472186511,"{'latitude': '40.76461749257886', 'longitude': '-73.9602472186511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934607,2023-09-26T21:38:34.000,2023-09-27T01:59:27.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11427,80-04 208 STREET,208 STREET,UNION TURNPIKE,HOLLIS HILLS TERRACE,UNION TURNPIKE,HOLLIS HILLS TERRACE,ADDRESS,QUEENS VILLAGE,208 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T01:59:31.000,11 QUEENS,4077810034,QUEENS,1050059,206288,MOBILE,Unspecified,QUEENS,40.73264475266846,-73.76254643630683,"{'latitude': '40.73264475266846', 'longitude': '-73.76254643630683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929569,2023-09-26T21:38:12.000,2023-09-26T22:12:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,32-53 105 STREET,105 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,105 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T22:12:36.000,03 QUEENS,4017000047,QUEENS,1021962,215707,PHONE,Unspecified,QUEENS,40.75866193928211,-73.86387364688392,"{'latitude': '40.75866193928211', 'longitude': '-73.86387364688392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933205,2023-09-26T21:38:00.000,2023-09-29T18:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11235,2609 EAST    7 STREET,EAST    7 STREET,AVENUE Z,MANOR CT,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T18:45:00.000,13 BROOKLYN,3072440001,BROOKLYN,994810,153082,ONLINE,Unspecified,BROOKLYN,40.586844568736325,-73.9619803959889,"{'latitude': '40.586844568736325', 'longitude': '-73.9619803959889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58926777,2023-09-26T21:38:00.000,2023-10-05T08:57:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11222,168 GREENPOINT AVENUE,GREENPOINT AVENUE,MANHATTAN AVE,LEONARD ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection requires contact with the complainant to investigate this complaint. The complaint was closed because attempts made to contact the complainant by phone and/or letter received no response.,2023-10-05T08:57:00.000,01 BROOKLYN,3025740005,BROOKLYN,997058,205323,ONLINE,Unspecified,BROOKLYN,40.73023161149163,-73.95378760465611,"{'latitude': '40.73023161149163', 'longitude': '-73.95378760465611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58926796,2023-09-26T21:38:00.000,2023-09-27T17:23:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10128,217 EAST   88 STREET,EAST   88 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-27T17:23:00.000,08 MANHATTAN,1015340012,MANHATTAN,997522,223358,ONLINE,Unspecified,MANHATTAN,40.7797324073422,-73.95207785288699,"{'latitude': '40.7797324073422', 'longitude': '-73.95207785288699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58933204,2023-09-26T21:38:00.000,2023-09-27T18:29:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11217,,,,,5 AVENUE,STERLING PLACE,INTERSECTION,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T18:29:00.000,06 BROOKLYN,,BROOKLYN,990164,186672,ONLINE,Unspecified,BROOKLYN,40.67904630455807,-73.97867814405423,"{'latitude': '40.67904630455807', 'longitude': '-73.97867814405423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58925598,2023-09-26T21:38:00.000,2023-09-27T18:29:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11217,120 5 AVENUE,5 AVENUE,BALTIC ST,STERLING PL,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T18:29:00.000,06 BROOKLYN,3009430240,BROOKLYN,990202,186754,ONLINE,Unspecified,BROOKLYN,40.679271350507854,-73.9785410695189,"{'latitude': '40.679271350507854', 'longitude': '-73.9785410695189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58926307,2023-09-26T21:37:55.000,2023-09-26T22:14:23.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11204,1741 60 STREET,60 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,60 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T22:14:26.000,12 BROOKLYN,3055110061,BROOKLYN,987440,166175,PHONE,Unspecified,BROOKLYN,40.62278789895412,-73.98850872675885,"{'latitude': '40.62278789895412', 'longitude': '-73.98850872675885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935350,2023-09-26T21:37:52.000,2023-09-26T21:37:52.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10458,2956 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,BEDFORD PARK BOULEVARD,EAST 201 STREET,BEDFORD PARK BOULEVARD,EAST  201 STREET,ADDRESS,BRONX,BAINBRIDGE AVENUE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-26T21:37:52.000,07 BRONX,2032920079,BRONX,1016121,256516,MOBILE,Unspecified,BRONX,40.87069410634264,-73.88476368337861,"{'latitude': '40.87069410634264', 'longitude': '-73.88476368337861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925920,2023-09-26T21:37:51.000,2023-09-26T22:34:45.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,67-67 BURNS STREET,BURNS STREET,67 AVENUE,YELLOWSTONE BOULEVARD,67 AVENUE,YELLOWSTONE BOULEVARD,ADDRESS,FOREST HILLS,BURNS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T22:34:51.000,06 QUEENS,4031660095,QUEENS,1024748,202418,ONLINE,Unspecified,QUEENS,40.722174666899086,-73.85389724272012,"{'latitude': '40.722174666899086', 'longitude': '-73.85389724272012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927148,2023-09-26T21:37:43.000,2023-09-26T22:19:25.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10033,1365 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,CROSS BRONX EXPRESSWAY,WEST  179 STREET,CROSS BRONX EXPRESSWAY,WEST  179 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T22:19:30.000,12 MANHATTAN,1021620001,MANHATTAN,1002269,248153,MOBILE,Unspecified,MANHATTAN,40.84777933601725,-73.9348709650853,"{'latitude': '40.84777933601725', 'longitude': '-73.9348709650853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931992,2023-09-26T21:37:16.000,2023-09-26T22:09:28.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11377,35-16 63 STREET,63 STREET,BROADWAY,37 AVENUE,BROADWAY,37 AVENUE,ADDRESS,WOODSIDE,63 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T22:09:30.000,02 QUEENS,4012010026,QUEENS,1012126,212415,MOBILE,Unspecified,QUEENS,40.74966272403694,-73.89939157523408,"{'latitude': '40.74966272403694', 'longitude': '-73.89939157523408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58944803,2023-09-26T21:36:49.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,10455,525 WALES AVENUE,WALES AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-02T00:00:00.000,01 BRONX,2025800028,BRONX,1009868,235233,UNKNOWN,Unspecified,BRONX,40.81229888090316,-73.90745400424441,"{'latitude': '40.81229888090316', 'longitude': '-73.90745400424441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934921,2023-09-26T21:36:36.000,2023-09-26T22:13:43.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11210,732 EAST   21 STREET,EAST   21 STREET,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,EAST   21 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T22:13:46.000,14 BROOKLYN,3052200032,BROOKLYN,996109,170953,MOBILE,Unspecified,BROOKLYN,40.63589513703163,-73.95727216901784,"{'latitude': '40.63589513703163', 'longitude': '-73.95727216901784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929667,2023-09-26T21:36:34.000,2023-09-26T21:54:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11217,120 5 AVENUE,5 AVENUE,BALTIC STREET,STERLING PLACE,BALTIC STREET,STERLING PLACE,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-26T21:54:21.000,06 BROOKLYN,3009430240,BROOKLYN,990202,186754,ONLINE,Unspecified,BROOKLYN,40.679271350507854,-73.9785410695189,"{'latitude': '40.679271350507854', 'longitude': '-73.9785410695189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929002,2023-09-26T21:36:31.000,2023-09-27T02:18:53.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11235,820 SHORE BOULEVARD,SHORE BOULEVARD,FALMOUTH STREET,GIRARD STREET,FALMOUTH STREET,GIRARD STREET,ADDRESS,BROOKLYN,SHORE BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T02:19:00.000,15 BROOKLYN,3087450062,BROOKLYN,999038,151150,MOBILE,Unspecified,BROOKLYN,40.58153556794584,-73.94676238368683,"{'latitude': '40.58153556794584', 'longitude': '-73.94676238368683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933325,2023-09-26T21:36:27.000,2023-09-26T22:46:31.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10302,ST ANTHONY PLACE,ST ANTHONY PLACE,ST ANTHONY PLACE,ELDRIDGE AVENUE,ST ANTHONY PLACE,ELDRIDGE AVENUE,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T22:46:37.000,01 STATEN ISLAND,,STATEN ISLAND,946820,166549,PHONE,Unspecified,STATEN ISLAND,40.623735954933295,-74.13483530894622,"{'latitude': '40.623735954933295', 'longitude': '-74.13483530894622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932184,2023-09-26T21:36:06.000,2023-09-26T22:05:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11412,114-70 201 STREET,201 STREET,MURDOCK AVENUE,115 AVENUE,MURDOCK AVENUE,115 AVENUE,ADDRESS,SAINT ALBANS,201 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T22:05:08.000,12 QUEENS,4110170040,QUEENS,1052709,193931,PHONE,Unspecified,QUEENS,40.698707766046965,-73.75311036038273,"{'latitude': '40.698707766046965', 'longitude': '-73.75311036038273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930954,2023-09-26T21:36:00.000,2023-10-20T10:47:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11434,169-09 115 AVENUE,115 AVENUE,169 ST,170 ST,115 AVENUE,170 STREET,INTERSECTION,QUEENS,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-10-20T10:47:00.000,12 QUEENS,4123330239,QUEENS,1045563,190583,UNKNOWN,Unspecified,QUEENS,40.68957070717677,-73.77891195936819,"{'latitude': '40.68957070717677', 'longitude': '-73.77891195936819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933500,2023-09-26T21:36:00.000,2023-10-03T13:41:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11370,24-14 79 STREET,79 STREET,24 AVE,25 AVE,79 STREET,25 AVENUE,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-03T13:41:00.000,03 QUEENS,4010420018,QUEENS,1014855,217190,UNKNOWN,Unspecified,QUEENS,40.76275984790348,-73.8895205029829,"{'latitude': '40.76275984790348', 'longitude': '-73.8895205029829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932964,2023-09-26T21:35:52.000,2023-09-27T08:00:54.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,10458,3026 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST 201 STREET,EAST MOSHOLU PARKWAY SOUTH,EAST  201 STREET,EAST MOSHOLU PARKWAY SOUTH,ADDRESS,BRONX,BAINBRIDGE AVENUE,Closed,The individual was found and outreach assistance was offered.,2023-09-26T22:26:59.000,07 BRONX,2032990013,BRONX,1016685,256995,MOBILE,Unspecified,BRONX,40.87200675900803,-73.88272210618928,"{'latitude': '40.87200675900803', 'longitude': '-73.88272210618928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929449,2023-09-26T21:35:37.000,2023-09-27T02:00:37.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11235,11 COLERIDGE STREET,COLERIDGE STREET,SHORE BOULEVARD,HAMPTON AVENUE,SHORE BOULEVARD,HAMPTON AVENUE,ADDRESS,BROOKLYN,COLERIDGE STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T02:00:41.000,15 BROOKLYN,3087290001,BROOKLYN,997896,151120,MOBILE,Unspecified,BROOKLYN,40.581455055379735,-73.95087370639781,"{'latitude': '40.581455055379735', 'longitude': '-73.95087370639781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927943,2023-09-26T21:35:35.000,2023-09-27T13:36:27.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash Not Separated from Recycling,Sidewalk,10312,89 SERRELL AVENUE,SERRELL AVENUE,WAINWRIGHT AVENUE,POMPEY AVENUE,WAINWRIGHT AVENUE,POMPEY AVENUE,ADDRESS,STATEN ISLAND,SERRELL AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-27T13:36:31.000,03 STATEN ISLAND,5055990073,STATEN ISLAND,936915,138722,ONLINE,Unspecified,STATEN ISLAND,40.547309137204785,-74.17032142516203,"{'latitude': '40.547309137204785', 'longitude': '-74.17032142516203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934697,2023-09-26T21:35:22.000,2023-09-26T21:36:52.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,11209,7124 3 AVENUE,3 AVENUE,71 STREET,72 STREET,71 STREET,72 STREET,ADDRESS,BROOKLYN,3 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T21:36:55.000,10 BROOKLYN,3058900043,BROOKLYN,976818,170254,ONLINE,Unspecified,BROOKLYN,40.63398135143495,-74.02677663593157,"{'latitude': '40.63398135143495', 'longitude': '-74.02677663593157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930518,2023-09-26T21:35:03.000,,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,11234,5523 MILL LANE,MILL LANE,EAST   55 STREET,EAST   56 STREET,EAST   55 STREET,EAST   56 STREET,ADDRESS,BROOKLYN,MILL LANE,In Progress,,2023-09-27T04:37:10.000,18 BROOKLYN,,BROOKLYN,1005997,164553,ONLINE,Unspecified,BROOKLYN,40.61830973193276,-73.9216664619847,"{'latitude': '40.61830973193276', 'longitude': '-73.9216664619847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925572,2023-09-26T21:35:00.000,2023-09-28T22:00:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,11203,,,,,FENIMORE STREET,NEW YORK AVENUE,INTERSECTION,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T22:00:00.000,09 BROOKLYN,,BROOKLYN,998810,179327,ONLINE,Unspecified,BROOKLYN,40.65887592345911,-73.94752242635533,"{'latitude': '40.65887592345911', 'longitude': '-73.94752242635533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58932366,2023-09-26T21:34:34.000,2023-09-26T21:37:42.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,99-17 67 ROAD,67 ROAD,AUSTIN STREET,BOOTH STREET,AUSTIN STREET,BOOTH STREET,ADDRESS,FOREST HILLS,67 ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T21:37:45.000,06 QUEENS,,QUEENS,1024641,203142,ONLINE,Unspecified,QUEENS,40.72416235809712,-73.85427891589453,"{'latitude': '40.72416235809712', 'longitude': '-73.85427891589453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931608,2023-09-26T21:34:18.000,2023-09-27T04:48:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,1464 WEST    5 STREET,WEST    5 STREET,65 STREET,AVENUE O,65 STREET,AVENUE O,ADDRESS,BROOKLYN,WEST    5 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T04:48:18.000,11 BROOKLYN,3065790038,BROOKLYN,989987,162067,MOBILE,Unspecified,BROOKLYN,40.611511007888105,-73.97933721048216,"{'latitude': '40.611511007888105', 'longitude': '-73.97933721048216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928193,2023-09-26T21:34:17.000,2023-09-26T22:42:36.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11209,73 STREET,73 STREET,73 STREET,COLONIAL ROAD,73 STREET,COLONIAL ROAD,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T22:42:41.000,10 BROOKLYN,,BROOKLYN,975203,170301,MOBILE,Unspecified,BROOKLYN,40.6341088542003,-74.03259535655707,"{'latitude': '40.6341088542003', 'longitude': '-74.03259535655707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927038,2023-09-26T21:34:15.000,2023-09-26T22:58:03.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10308,4199 AMBOY ROAD,AMBOY ROAD,SHERWOOD PLACE,ACACIA AVENUE,SHERWOOD PLACE,ACACIA AVENUE,ADDRESS,STATEN ISLAND,AMBOY ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T22:58:10.000,03 STATEN ISLAND,,STATEN ISLAND,940889,138882,MOBILE,Unspecified,STATEN ISLAND,40.54776862480282,-74.15602318268121,"{'latitude': '40.54776862480282', 'longitude': '-74.15602318268121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929001,2023-09-26T21:34:11.000,2023-09-27T02:12:23.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11235,606 SHORE BOULEVARD,SHORE BOULEVARD,EXETER STREET,OCEAN AVENUE,EXETER STREET,OCEAN AVENUE,ADDRESS,BROOKLYN,SHORE BOULEVARD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T02:12:26.000,15 BROOKLYN,3087310018,BROOKLYN,998441,151295,MOBILE,Unspecified,BROOKLYN,40.58193453998217,-73.94891131169739,"{'latitude': '40.58193453998217', 'longitude': '-73.94891131169739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930143,2023-09-26T21:34:04.000,2023-09-27T03:14:58.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11358,33-47 191 STREET,191 STREET,33 AVENUE,35 AVENUE,33 AVENUE,35 AVENUE,ADDRESS,FLUSHING,191 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T03:15:03.000,11 QUEENS,4052600061,QUEENS,1042191,218615,PHONE,Unspecified,QUEENS,40.766534203198965,-73.79082961300585,"{'latitude': '40.766534203198965', 'longitude': '-73.79082961300585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934696,2023-09-26T21:33:50.000,2023-09-26T21:47:13.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,10467,3451 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  210 STREET,EAST GUN HILL ROAD,EAST  210 STREET,EAST GUN HILL ROAD,ADDRESS,BRONX,BAINBRIDGE AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T21:47:19.000,07 BRONX,,BRONX,1017781,260033,ONLINE,Unspecified,BRONX,40.880341027832834,-73.87874400837373,"{'latitude': '40.880341027832834', 'longitude': '-73.87874400837373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928409,2023-09-26T21:33:48.000,2023-09-26T22:07:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10033,609 WEST  174 STREET,WEST  174 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  174 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T22:07:43.000,12 MANHATTAN,1021430062,MANHATTAN,1001515,247151,MOBILE,Unspecified,MANHATTAN,40.845030647965864,-73.93759885030306,"{'latitude': '40.845030647965864', 'longitude': '-73.93759885030306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929584,2023-09-26T21:33:47.000,2023-09-27T00:44:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453,184 WEST  179 STREET,WEST  179 STREET,LORING PLACE SOUTH,HENNESSY PLACE,LORING PLACE SOUTH,HENNESSY PLACE,ADDRESS,BRONX,WEST  179 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T00:44:09.000,05 BRONX,2032280094,BRONX,1007893,251012,MOBILE,Unspecified,BRONX,40.85561317108679,-73.91453314595414,"{'latitude': '40.85561317108679', 'longitude': '-73.91453314595414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935331,2023-09-26T21:33:25.000,2023-09-26T21:33:25.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Day Care/Nursery,10011,120 WEST   16 STREET,WEST   16 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   16 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-26T21:33:25.000,04 MANHATTAN,1007910054,MANHATTAN,985161,208525,PHONE,Unspecified,MANHATTAN,40.739029538754245,-73.99671259765525,"{'latitude': '40.739029538754245', 'longitude': '-73.99671259765525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
