unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_pick_up_location,vehicle_type,taxi_company_borough,road_ramp
58911167,2023-09-24T04:51:34.000,2023-09-24T06:23:42.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10452,1439 DR MARTIN LUTHER KING JR BLVD,DR MARTIN LUTHER KING JR BLVD,MERRIAM AVENUE,BOSCOBEL PLACE,MERRIAM AVENUE,BOSCOBEL PLACE,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T06:23:46.000,04 BRONX,2025370036,BRONX,1005204,246708,MOBILE,Unspecified,BRONX,40.8438067598888,-73.92426703234717,"{'latitude': '40.8438067598888', 'longitude': '-73.92426703234717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913280,2023-09-24T04:51:05.000,2023-09-24T05:19:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11203,678 LEFFERTS AVENUE,LEFFERTS AVENUE,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,LEFFERTS AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T05:19:39.000,09 BROOKLYN,3014280020,BROOKLYN,1001287,180868,PHONE,Unspecified,BROOKLYN,40.66310120804177,-73.93859086027987,"{'latitude': '40.66310120804177', 'longitude': '-73.93859086027987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913683,2023-09-24T04:51:03.000,2023-09-24T05:05:14.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10023,175 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   67 STREET,WEST   68 STREET,WEST   67 STREET,WEST   68 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T05:05:19.000,07 MANHATTAN,1011390001,MANHATTAN,988793,221959,ONLINE,Unspecified,MANHATTAN,40.775901318100594,-73.98359721371806,"{'latitude': '40.775901318100594', 'longitude': '-73.98359721371806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915224,2023-09-24T04:51:02.000,2023-09-24T05:50:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1015 BOYNTON AVENUE,BOYNTON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,ADDRESS,BRONX,BOYNTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T05:50:37.000,09 BRONX,2037140001,BRONX,1018221,239658,ONLINE,Unspecified,BRONX,40.82441607894933,-73.87725611053246,"{'latitude': '40.82441607894933', 'longitude': '-73.87725611053246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914451,2023-09-24T04:50:49.000,2023-09-24T05:07:29.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,2318 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T05:07:34.000,12 MANHATTAN,1021320064,MANHATTAN,1002616,246919,MOBILE,Unspecified,MANHATTAN,40.844391654859415,-73.93362012630654,"{'latitude': '40.844391654859415', 'longitude': '-73.93362012630654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912505,2023-09-24T04:50:48.000,2023-09-24T05:20:01.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11361,202-42 45 ROAD,45 ROAD,202 STREET,204 STREET,202 STREET,204 STREET,ADDRESS,BAYSIDE,45 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T05:20:04.000,11 QUEENS,,QUEENS,1045121,214996,PHONE,Unspecified,QUEENS,40.7565813203137,-73.78028495515089,"{'latitude': '40.7565813203137', 'longitude': '-73.78028495515089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910284,2023-09-24T04:50:35.000,2023-09-24T04:57:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,40-36 68 STREET,68 STREET,ROOSEVELT AVENUE,41 AVENUE,ROOSEVELT AVENUE,41 AVENUE,ADDRESS,WOODSIDE,68 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T04:57:54.000,02 QUEENS,4012990048,QUEENS,1012762,210921,MOBILE,Unspecified,QUEENS,40.745560044609775,-73.89710249727658,"{'latitude': '40.745560044609775', 'longitude': '-73.89710249727658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911037,2023-09-24T04:50:15.000,2023-09-24T04:59:35.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10466,4340 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T04:59:40.000,12 BRONX,2050430028,BRONX,1024188,266003,MOBILE,Unspecified,BRONX,40.89670010784821,-73.85553922303484,"{'latitude': '40.89670010784821', 'longitude': '-73.85553922303484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914442,2023-09-24T04:50:06.000,2023-09-24T05:07:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,557 WEST  174 STREET,WEST  174 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  174 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T05:07:49.000,12 MANHATTAN,1021310025,MANHATTAN,1001938,246917,ONLINE,Unspecified,MANHATTAN,40.844387549588966,-73.93607061280152,"{'latitude': '40.844387549588966', 'longitude': '-73.93607061280152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915240,2023-09-24T04:49:45.000,2023-09-24T05:30:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10033,29 WADSWORTH AVENUE,WADSWORTH AVENUE,WEST  174 STREET,WEST  175 STREET,WEST  174 STREET,WEST  175 STREET,ADDRESS,NEW YORK,WADSWORTH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T05:31:04.000,12 MANHATTAN,1021430044,MANHATTAN,1001402,247375,PHONE,Unspecified,MANHATTAN,40.8456456822504,-73.93800669480387,"{'latitude': '40.8456456822504', 'longitude': '-73.93800669480387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912575,2023-09-24T04:49:11.000,2023-09-24T06:27:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,280 BRADFORD STREET,BRADFORD STREET,PITKIN AVENUE,BELMONT AVENUE,PITKIN AVENUE,BELMONT AVENUE,ADDRESS,BROOKLYN,BRADFORD STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T06:27:10.000,05 BROOKLYN,3037410025,BROOKLYN,1014190,184188,MOBILE,Unspecified,BROOKLYN,40.67217963205847,-73.89206783935298,"{'latitude': '40.67217963205847', 'longitude': '-73.89206783935298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915317,2023-09-24T04:48:47.000,2023-09-24T05:07:59.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,2322 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T05:08:04.000,12 MANHATTAN,1021320064,MANHATTAN,1002633,246950,MOBILE,Unspecified,MANHATTAN,40.84447670537015,-73.93355859858046,"{'latitude': '40.84447670537015', 'longitude': '-73.93355859858046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912608,2023-09-24T04:48:21.000,2023-09-24T04:59:04.000,NYPD,New York City Police Department,Drinking,In Public,Street/Sidewalk,11377,37-75 63 STREET,63 STREET,37 AVENUE,39 AVENUE,37 AVENUE,39 AVENUE,ADDRESS,WOODSIDE,63 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T04:59:09.000,02 QUEENS,4012180006,QUEENS,1011990,211993,ONLINE,Unspecified,QUEENS,40.748504868806016,-73.89988415875023,"{'latitude': '40.748504868806016', 'longitude': '-73.89988415875023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914117,2023-09-24T04:48:14.000,2023-09-24T05:19:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11361,202-42 45 ROAD,45 ROAD,202 STREET,204 STREET,202 STREET,204 STREET,ADDRESS,BAYSIDE,45 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T05:19:55.000,11 QUEENS,,QUEENS,1045121,214996,PHONE,Unspecified,QUEENS,40.7565813203137,-73.78028495515089,"{'latitude': '40.7565813203137', 'longitude': '-73.78028495515089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915295,2023-09-24T04:47:34.000,2023-09-24T05:03:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,2322 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T05:03:55.000,12 MANHATTAN,1021320064,MANHATTAN,1002633,246950,MOBILE,Unspecified,MANHATTAN,40.84447670537015,-73.93355859858046,"{'latitude': '40.84447670537015', 'longitude': '-73.93355859858046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916156,2023-09-24T04:46:50.000,2023-09-24T05:12:31.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10453,1520 SEDGWICK AVENUE,SEDGWICK AVENUE,CROSS BRONX EXPWY WB ET    1 C,WEST  176 STREET,CROSS BRONX EXPWY WB ET    1 C,WEST  176 STREET,ADDRESS,BRONX,SEDGWICK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T05:12:39.000,05 BRONX,2028800017,BRONX,1005020,247793,MOBILE,Unspecified,BRONX,40.846785199904375,-73.92492869307259,"{'latitude': '40.846785199904375', 'longitude': '-73.92492869307259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911123,2023-09-24T04:46:09.000,2023-09-24T05:06:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460,523 VAN NEST AVENUE,VAN NEST AVENUE,VAN BUREN STREET,MELVILLE STREET,VAN BUREN STREET,MELVILLE STREET,ADDRESS,BRONX,VAN NEST AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-24T05:06:24.000,11 BRONX,2040190035,BRONX,1020222,245794,MOBILE,Unspecified,BRONX,40.84124969193501,-73.86999321090687,"{'latitude': '40.84124969193501', 'longitude': '-73.86999321090687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911743,2023-09-24T04:45:46.000,2023-09-24T05:02:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11370,30-43 71 STREET,71 STREET,30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,ADDRESS,EAST ELMHURST,71 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T05:02:59.000,03 QUEENS,4011200054,QUEENS,1012937,215909,MOBILE,Unspecified,QUEENS,40.759250265744036,-73.89644965735835,"{'latitude': '40.759250265744036', 'longitude': '-73.89644965735835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911944,2023-09-24T04:45:45.000,2023-09-24T05:07:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,2318 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T05:07:29.000,12 MANHATTAN,1021320064,MANHATTAN,1002616,246919,MOBILE,Unspecified,MANHATTAN,40.844391654859415,-73.93362012630654,"{'latitude': '40.844391654859415', 'longitude': '-73.93362012630654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911961,2023-09-24T04:45:05.000,2023-09-24T06:18:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1439 DR MARTIN LUTHER KING JR BLVD,DR MARTIN LUTHER KING JR BLVD,MERRIAM AVENUE,BOSCOBEL PLACE,MERRIAM AVENUE,BOSCOBEL PLACE,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T06:18:15.000,04 BRONX,2025370036,BRONX,1005204,246708,MOBILE,Unspecified,BRONX,40.8438067598888,-73.92426703234717,"{'latitude': '40.8438067598888', 'longitude': '-73.92426703234717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916117,2023-09-24T04:45:04.000,2023-09-24T05:06:31.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,560 WEST  174 STREET,WEST  174 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  174 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T05:06:39.000,12 MANHATTAN,1021300009,MANHATTAN,1001915,246923,ONLINE,Unspecified,MANHATTAN,40.844404063867,-73.93615372540951,"{'latitude': '40.844404063867', 'longitude': '-73.93615372540951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911162,2023-09-24T04:44:46.000,2023-09-24T05:07:40.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11106,34 AVENUE,34 AVENUE,34 AVENUE,34 STREET,34 AVENUE,34 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T05:07:49.000,01 QUEENS,,QUEENS,1005068,215646,ONLINE,Unspecified,QUEENS,40.75855042840122,-73.92485487691202,"{'latitude': '40.75855042840122', 'longitude': '-73.92485487691202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912479,2023-09-24T04:44:10.000,2023-09-24T05:19:39.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11361,202-42 45 ROAD,45 ROAD,202 STREET,204 STREET,202 STREET,204 STREET,ADDRESS,BAYSIDE,45 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T05:19:44.000,11 QUEENS,,QUEENS,1045121,214996,PHONE,Unspecified,QUEENS,40.7565813203137,-73.78028495515089,"{'latitude': '40.7565813203137', 'longitude': '-73.78028495515089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915292,2023-09-24T04:44:03.000,2023-09-24T05:06:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,2334 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T05:06:54.000,12 MANHATTAN,1021320058,MANHATTAN,1002683,247042,MOBILE,Unspecified,MANHATTAN,40.84472911407969,-73.93337763150457,"{'latitude': '40.84472911407969', 'longitude': '-73.93337763150457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910935,2023-09-24T04:44:02.000,2023-09-24T08:56:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,638 EAST  222 STREET,EAST  222 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  222 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T08:56:18.000,12 BRONX,2046560010,BRONX,1021906,262239,PHONE,Unspecified,BRONX,40.88637916547887,-73.86381465747853,"{'latitude': '40.88637916547887', 'longitude': '-73.86381465747853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912733,2023-09-24T04:43:41.000,2023-09-24T04:57:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,40-36 68 STREET,68 STREET,ROOSEVELT AVENUE,41 AVENUE,ROOSEVELT AVENUE,41 AVENUE,ADDRESS,WOODSIDE,68 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T04:57:39.000,02 QUEENS,4012990048,QUEENS,1012762,210921,MOBILE,Unspecified,QUEENS,40.745560044609775,-73.89710249727658,"{'latitude': '40.745560044609775', 'longitude': '-73.89710249727658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911130,2023-09-24T04:43:10.000,2023-09-24T05:09:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1520 SEDGWICK AVENUE,SEDGWICK AVENUE,CROSS BRONX EXPWY WB ET    1 C,WEST  176 STREET,CROSS BRONX EXPWY WB ET    1 C,WEST  176 STREET,ADDRESS,BRONX,SEDGWICK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T05:09:59.000,05 BRONX,2028800017,BRONX,1005020,247793,MOBILE,Unspecified,BRONX,40.846785199904375,-73.92492869307259,"{'latitude': '40.846785199904375', 'longitude': '-73.92492869307259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916142,2023-09-24T04:42:49.000,2023-09-24T05:41:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11229,1761 EAST   12 STREET,EAST   12 STREET,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,ADDRESS,BROOKLYN,EAST   12 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T05:41:09.000,15 BROOKLYN,3067950072,BROOKLYN,995134,160234,ONLINE,Unspecified,BROOKLYN,40.60647497198947,-73.96080236322538,"{'latitude': '40.60647497198947', 'longitude': '-73.96080236322538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912334,2023-09-24T04:42:31.000,2023-09-24T06:01:25.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10038,99 FULTON STREET,FULTON STREET,GOLD STREET,WILLIAM STREET,GOLD STREET,WILLIAM STREET,ADDRESS,NEW YORK,FULTON STREET,Closed,N/A,2023-09-24T06:01:30.000,01 MANHATTAN,1000930001,MANHATTAN,982506,197764,ONLINE,Unspecified,MANHATTAN,40.70949307823488,-74.00629054804976,"{'latitude': '40.70949307823488', 'longitude': '-74.00629054804976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914436,2023-09-24T04:42:06.000,2023-09-24T05:03:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,2322 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T05:04:00.000,12 MANHATTAN,1021320064,MANHATTAN,1002633,246950,MOBILE,Unspecified,MANHATTAN,40.84447670537015,-73.93355859858046,"{'latitude': '40.84447670537015', 'longitude': '-73.93355859858046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916131,2023-09-24T04:41:11.000,2023-09-24T06:18:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1425 DR MARTIN LUTHER KING JR BLVD,DR MARTIN LUTHER KING JR BLVD,WEST  171 STREET,MERRIAM AVENUE,WEST  171 STREET,MERRIAM AVENUE,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T06:18:30.000,04 BRONX,2025370047,BRONX,1005083,246580,MOBILE,Unspecified,BRONX,40.84345572380287,-73.92470475387987,"{'latitude': '40.84345572380287', 'longitude': '-73.92470475387987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911139,2023-09-24T04:40:08.000,2023-09-24T05:03:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,2322 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T05:03:55.000,12 MANHATTAN,1021320064,MANHATTAN,1002633,246950,MOBILE,Unspecified,MANHATTAN,40.84447670537015,-73.93355859858046,"{'latitude': '40.84447670537015', 'longitude': '-73.93355859858046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911119,2023-09-24T04:39:36.000,2023-09-24T06:19:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1434 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T06:19:55.000,04 BRONX,2025370006,BRONX,1004934,246831,MOBILE,Unspecified,BRONX,40.84414499529663,-73.92524249963296,"{'latitude': '40.84414499529663', 'longitude': '-73.92524249963296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911507,2023-09-24T04:39:06.000,2023-09-24T06:01:27.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10001,426 9 AVENUE,9 AVENUE,WEST   33 STREET,WEST   34 STREET,WEST   33 STREET,WEST   34 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,N/A,2023-09-24T06:01:35.000,04 MANHATTAN,1007570001,MANHATTAN,985244,213696,ONLINE,Unspecified,MANHATTAN,40.753222627876056,-73.9964123225503,"{'latitude': '40.753222627876056', 'longitude': '-73.9964123225503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914456,2023-09-24T04:38:34.000,2023-09-24T05:03:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,2322 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T05:03:50.000,12 MANHATTAN,1021320064,MANHATTAN,1002633,246950,MOBILE,Unspecified,MANHATTAN,40.84447670537015,-73.93355859858046,"{'latitude': '40.84447670537015', 'longitude': '-73.93355859858046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911171,2023-09-24T04:38:00.000,2023-09-24T06:59:12.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11237,53 IRVING AVENUE,IRVING AVENUE,TROUTMAN STREET,STARR STREET,TROUTMAN STREET,STARR STREET,ADDRESS,BROOKLYN,IRVING AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T06:59:15.000,04 BROOKLYN,3031880009,BROOKLYN,1005192,196051,ONLINE,Unspecified,BROOKLYN,40.70476668796674,-73.92446827215825,"{'latitude': '40.70476668796674', 'longitude': '-73.92446827215825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911785,2023-09-24T04:38:00.000,2023-09-24T07:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,PROSPECT PARK S/W,BARTEL PRITCHARD SQR,INTERSECTION,,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T07:40:00.000,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,N/A,,,,,,,
58913483,2023-09-24T04:38:00.000,2023-09-24T05:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11432,,,,,GRAND CENTRAL PARKWAY,UTOPIA PARKWAY,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T05:15:00.000,08 QUEENS,,QUEENS,1042358,201710,UNKNOWN,Unspecified,QUEENS,40.72013323771417,-73.79037278029215,"{'latitude': '40.72013323771417', 'longitude': '-73.79037278029215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58909958,2023-09-24T04:38:00.000,2023-09-25T16:14:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11375,76-12 113 STREET,113 STREET,76 RD,77 AVE,,,ADDRESS,FOREST HILLS,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-25T16:14:00.000,06 QUEENS,4022660097,QUEENS,1030326,200747,ONLINE,Unspecified,QUEENS,40.71756088813388,-73.83378523486257,"{'latitude': '40.71756088813388', 'longitude': '-73.83378523486257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
