unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough,road_ramp
58832211,2023-09-17T01:05:58.000,2023-09-17T01:24:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,409 EAST   96 STREET,EAST   96 STREET,LENOX ROAD,WILLMOHR STREET,LENOX ROAD,WILLMOHR STREET,ADDRESS,BROOKLYN,EAST   96 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:24:04.000,17 BROOKLYN,3046710043,BROOKLYN,1007079,178923,ONLINE,Unspecified,BROOKLYN,40.657749574639,-73.91772043916143,"{'latitude': '40.657749574639', 'longitude': '-73.91772043916143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826675,2023-09-17T01:05:47.000,2023-09-17T01:13:17.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10025,710 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   94 STREET,WEST   95 STREET,WEST   94 STREET,WEST   95 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:13:21.000,07 MANHATTAN,1012420033,MANHATTAN,992247,228204,ONLINE,Unspecified,MANHATTAN,40.79303972844535,-73.97111889676971,"{'latitude': '40.79303972844535', 'longitude': '-73.97111889676971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836113,2023-09-17T01:05:44.000,2023-09-17T01:50:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,789 ASTOR AVENUE,ASTOR AVENUE,WALLACE AVENUE,BARNES AVENUE,WALLACE AVENUE,BARNES AVENUE,ADDRESS,BRONX,ASTOR AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:50:04.000,11 BRONX,2043520001,BRONX,1021832,252492,ONLINE,Unspecified,BRONX,40.8596269914278,-73.86413695641335,"{'latitude': '40.8596269914278', 'longitude': '-73.86413695641335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829987,2023-09-17T01:05:42.000,2023-09-17T03:57:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,520 MILLER AVENUE,MILLER AVENUE,BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,MILLER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:57:07.000,05 BROOKLYN,,BROOKLYN,1014764,182616,MOBILE,Unspecified,BROOKLYN,40.66786288693841,-73.89000571694089,"{'latitude': '40.66786288693841', 'longitude': '-73.89000571694089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833406,2023-09-17T01:05:38.000,2023-09-17T01:15:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10009,139 AVENUE D,AVENUE D,EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,ADDRESS,NEW YORK,AVENUE D,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:15:23.000,03 MANHATTAN,1003790034,MANHATTAN,991076,203271,ONLINE,Unspecified,MANHATTAN,40.72460601086609,-73.97537326889017,"{'latitude': '40.72460601086609', 'longitude': '-73.97537326889017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58831994,2023-09-17T01:05:34.000,2023-09-17T01:16:40.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,6 ST JOHNS LANE,ST JOHNS LANE,BEACH STREET,YORK STREET,BEACH STREET,YORK STREET,ADDRESS,NEW YORK,ST JOHNS LANE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:16:43.000,01 MANHATTAN,1002127504,MANHATTAN,982610,201857,MOBILE,Unspecified,MANHATTAN,40.720727404494305,-74.00591642075743,"{'latitude': '40.720727404494305', 'longitude': '-74.00591642075743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834076,2023-09-17T01:05:33.000,2023-09-17T02:26:19.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10453,2121 GRAND CONCOURSE,GRAND CONCOURSE,CRESTON AVENUE,GRAND CONCOURSE,CRESTON AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T02:26:23.000,05 BRONX,2031610018,BRONX,1011233,250637,PHONE,Unspecified,BRONX,40.85457433246671,-73.90246093077066,"{'latitude': '40.85457433246671', 'longitude': '-73.90246093077066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830622,2023-09-17T01:05:32.000,2023-09-17T01:40:24.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10452,53 WEST  167 STREET,WEST  167 STREET,ANDERSON AVENUE,WOODYCREST AVENUE,ANDERSON AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,WEST  167 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:40:28.000,04 BRONX,2025100001,BRONX,1005107,243914,ONLINE,Unspecified,BRONX,40.836138275797694,-73.92462630337894,"{'latitude': '40.836138275797694', 'longitude': '-73.92462630337894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830574,2023-09-17T01:05:26.000,2023-09-17T01:23:59.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,11238,1111 FULTON STREET,FULTON STREET,CLAVER PLACE,FRANKLIN AVENUE,CLAVER PLACE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,FULTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:24:04.000,03 BROOKLYN,3019970060,BROOKLYN,996166,187542,PHONE,Unspecified,BROOKLYN,40.68142821215693,-73.95703748426672,"{'latitude': '40.68142821215693', 'longitude': '-73.95703748426672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830831,2023-09-17T01:05:22.000,2023-09-17T01:41:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,2417 ALBEMARLE ROAD,ALBEMARLE ROAD,OAKLAND PLACE,LOTT STREET,OAKLAND PLACE,LOTT STREET,ADDRESS,BROOKLYN,ALBEMARLE ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:41:47.000,17 BROOKLYN,3051100068,BROOKLYN,996896,175340,MOBILE,Unspecified,BROOKLYN,40.647935420196035,-73.95442839512732,"{'latitude': '40.647935420196035', 'longitude': '-73.95442839512732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828428,2023-09-17T01:04:59.000,2023-09-17T01:24:21.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11413,143 AVENUE,143 AVENUE,143 AVENUE,SPRINGFIELD BOULEVARD,143 AVENUE,SPRINGFIELD BOULEVARD,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T01:24:27.000,13 QUEENS,,QUEENS,1051740,182945,PHONE,Unspecified,QUEENS,40.66856126093557,-73.75671496742189,"{'latitude': '40.66856126093557', 'longitude': '-73.75671496742189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826966,2023-09-17T01:04:50.000,2023-09-17T01:13:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,194 LENOX AVENUE,LENOX AVENUE,WEST  119 STREET,WEST  120 STREET,WEST  119 STREET,WEST  120 STREET,ADDRESS,NEW YORK,LENOX AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T01:13:22.000,10 MANHATTAN,1017180170,MANHATTAN,998660,232340,ONLINE,Unspecified,MANHATTAN,40.80438378901602,-73.9479495257664,"{'latitude': '40.80438378901602', 'longitude': '-73.9479495257664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830884,2023-09-17T01:04:48.000,2023-09-17T01:34:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11385,59-26 68 AVENUE,68 AVENUE,FOREST AVENUE,60 STREET,FOREST AVENUE,60 STREET,ADDRESS,RIDGEWOOD,68 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:34:51.000,05 QUEENS,4035040024,QUEENS,1011688,195702,ONLINE,Unspecified,QUEENS,40.703791007095674,-73.90104052140785,"{'latitude': '40.703791007095674', 'longitude': '-73.90104052140785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829293,2023-09-17T01:04:43.000,2023-09-17T01:10:31.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032,643 WEST  172 STREET,WEST  172 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  172 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-17T01:10:36.000,12 MANHATTAN,1021420097,MANHATTAN,1000946,246854,ONLINE,Unspecified,MANHATTAN,40.84421656446944,-73.93965613439441,"{'latitude': '40.84421656446944', 'longitude': '-73.93965613439441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835334,2023-09-17T01:04:43.000,2023-09-17T03:07:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,89-19 129 STREET,129 STREET,89 AVENUE,91 AVENUE,89 AVENUE,91 AVENUE,ADDRESS,RICHMOND HILL,129 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:07:26.000,09 QUEENS,4093550045,QUEENS,1033607,194070,PHONE,Unspecified,QUEENS,40.69921644484743,-73.82199831764734,"{'latitude': '40.69921644484743', 'longitude': '-73.82199831764734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58831800,2023-09-17T01:04:42.000,2023-09-17T01:19:35.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10040,141 NAGLE AVENUE,NAGLE AVENUE,ARDEN STREET,THAYER STREET,ARDEN STREET,THAYER STREET,ADDRESS,NEW YORK,NAGLE AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T01:19:38.000,12 MANHATTAN,1021730025,MANHATTAN,1004643,252983,MOBILE,Unspecified,MANHATTAN,40.86103107825989,-73.92627553723854,"{'latitude': '40.86103107825989', 'longitude': '-73.92627553723854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829360,2023-09-17T01:04:42.000,2023-09-17T01:19:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,173-34 103 ROAD,103 ROAD,173 STREET,177 STREET,173 STREET,177 STREET,ADDRESS,JAMAICA,103 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:19:23.000,12 QUEENS,4102330193,QUEENS,1044126,195860,ONLINE,Unspecified,QUEENS,40.70406463917921,-73.78404669424657,"{'latitude': '40.70406463917921', 'longitude': '-73.78404669424657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829546,2023-09-17T01:04:39.000,2023-09-17T01:26:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,127-76 WILLETS POINT BOULEVARD,WILLETS POINT BOULEVARD,127 STREET,34 AVENUE,127 STREET,34 AVENUE,ADDRESS,CORONA,WILLETS POINT BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:26:11.000,07 QUEENS,4018330212,QUEENS,1028359,216422,MOBILE,Unspecified,QUEENS,40.76059482835271,-73.84077820206326,"{'latitude': '40.76059482835271', 'longitude': '-73.84077820206326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58831999,2023-09-17T01:04:30.000,2023-09-17T01:22:26.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10002,168 DELANCEY STREET,DELANCEY STREET,CLINTON STREET,ATTORNEY STREET,CLINTON STREET,ATTORNEY STREET,ADDRESS,NEW YORK,DELANCEY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:22:31.000,03 MANHATTAN,1003480075,MANHATTAN,988250,200743,MOBILE,Unspecified,MANHATTAN,40.71766899024975,-73.9855703675894,"{'latitude': '40.71766899024975', 'longitude': '-73.9855703675894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834968,2023-09-17T01:04:29.000,2023-09-17T01:24:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,150 CONVENT AVENUE,CONVENT AVENUE,WEST  133 STREET,WEST  135 STREET,WEST  133 STREET,WEST  135 STREET,ADDRESS,NEW YORK,CONVENT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:24:48.000,09 MANHATTAN,1019710018,MANHATTAN,997807,237420,ONLINE,Unspecified,MANHATTAN,40.81832832428766,-73.95102039306123,"{'latitude': '40.81832832428766', 'longitude': '-73.95102039306123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836581,2023-09-17T01:04:29.000,2023-09-17T04:15:16.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10455,1040 EAST  149 STREET,EAST  149 STREET,AMTRAK-HELLGATE LINE,OAK POINT AVENUE,AMTRAK-HELLGATE LINE,OAK POINT AVENUE,ADDRESS,BRONX,EAST  149 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T04:15:22.000,01 BRONX,2025990092,BRONX,1011276,232858,MOBILE,Unspecified,BRONX,40.805775972791196,-73.90237711673643,"{'latitude': '40.805775972791196', 'longitude': '-73.90237711673643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836140,2023-09-17T01:04:25.000,2023-09-17T01:16:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11358,195-19 45 AVENUE,45 AVENUE,195 STREET,196 STREET,195 STREET,196 STREET,ADDRESS,FLUSHING,45 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:16:08.000,11 QUEENS,4055190035,QUEENS,1043502,214748,PHONE,Unspecified,QUEENS,40.755911623276475,-73.78613092877346,"{'latitude': '40.755911623276475', 'longitude': '-73.78613092877346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835244,2023-09-17T01:04:07.000,2023-09-18T10:57:55.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206,248 STAGG STREET,STAGG STREET,BUSHWICK AVENUE,WATERBURY STREET,BUSHWICK AVENUE,WATERBURY STREET,ADDRESS,BROOKLYN,STAGG STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-17T01:04:07.000,01 BROOKLYN,3030370016,BROOKLYN,1001128,197922,MOBILE,Unspecified,BROOKLYN,40.709910824673145,-73.93912124780817,"{'latitude': '40.709910824673145', 'longitude': '-73.93912124780817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829994,2023-09-17T01:04:05.000,2023-09-17T03:37:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10452,1187 ANDERSON AVENUE,ANDERSON AVENUE,WEST  167 STREET,SHAKESPEARE AVENUE,WEST  167 STREET,SHAKESPEARE AVENUE,ADDRESS,BRONX,ANDERSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:37:57.000,04 BRONX,2025100040,BRONX,1005345,244130,ONLINE,Unspecified,BRONX,40.83673056775303,-73.9237655324323,"{'latitude': '40.83673056775303', 'longitude': '-73.9237655324323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833599,2023-09-17T01:04:01.000,2023-09-17T01:20:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11692,653 BEACH   69 STREET,BEACH   69 STREET,DE COSTA AVENUE,BAYFIELD AVENUE,DE COSTA AVENUE,BAYFIELD AVENUE,ADDRESS,ARVERNE,BEACH   69 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:20:36.000,14 QUEENS,4160450034,QUEENS,1040142,157352,ONLINE,Unspecified,QUEENS,40.59839491026334,-73.79873474376161,"{'latitude': '40.59839491026334', 'longitude': '-73.79873474376161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832104,2023-09-17T01:03:59.000,2023-09-17T01:49:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,94-30 40 DRIVE,40 DRIVE,94 STREET,95 STREET,94 STREET,95 STREET,ADDRESS,ELMHURST,40 DRIVE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:49:44.000,04 QUEENS,4015870021,QUEENS,1019836,211650,ONLINE,Unspecified,QUEENS,40.747535327412514,-73.87156917887927,"{'latitude': '40.747535327412514', 'longitude': '-73.87156917887927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829997,2023-09-17T01:03:57.000,2023-10-04T14:05:30.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11435,80-21 138 STREET,138 STREET,DEAD END,COOLIDGE AVENUE,DEAD END,COOLIDGE AVENUE,ADDRESS,JAMAICA,138 STREET,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-04T14:05:34.000,08 QUEENS,4066370009,QUEENS,1033742,200142,ONLINE,Unspecified,QUEENS,40.715881861053624,-73.82146682251762,"{'latitude': '40.715881861053624', 'longitude': '-73.82146682251762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829973,2023-09-17T01:03:52.000,2023-09-17T02:12:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,4362 ELY AVENUE,ELY AVENUE,PITMAN AVENUE,NEREID AVENUE,PITMAN AVENUE,NEREID AVENUE,ADDRESS,BRONX,ELY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:12:53.000,12 BRONX,2050540027,BRONX,1026186,266344,ONLINE,Unspecified,BRONX,40.89762677263074,-73.84831008353663,"{'latitude': '40.89762677263074', 'longitude': '-73.84831008353663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834047,2023-09-17T01:03:34.000,2023-09-17T02:26:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10473,862 OLMSTEAD AVENUE,OLMSTEAD AVENUE,HERMANY AVENUE,STORY AVENUE,HERMANY AVENUE,STORY AVENUE,ADDRESS,BRONX,OLMSTEAD AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:26:38.000,09 BRONX,2036860002,BRONX,1025089,239685,PHONE,Unspecified,BRONX,40.8244611018983,-73.85244055741785,"{'latitude': '40.8244611018983', 'longitude': '-73.85244055741785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833600,2023-09-17T01:03:20.000,2023-09-17T01:48:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,50-26 65 STREET,65 STREET,50 AVENUE,51 AVENUE,50 AVENUE,51 AVENUE,ADDRESS,WOODSIDE,65 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:48:09.000,02 QUEENS,4023400137,QUEENS,1011705,207644,ONLINE,Unspecified,QUEENS,40.736568845576045,-73.90093049678347,"{'latitude': '40.736568845576045', 'longitude': '-73.90093049678347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832686,2023-09-17T01:03:14.000,2023-09-17T05:11:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11421,84-15 94 STREET,94 STREET,PARK LANE SOUTH,85 AVENUE,PARK LANE SOUTH,85 AVENUE,ADDRESS,WOODHAVEN,94 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:11:34.000,09 QUEENS,4088910056,QUEENS,1025347,193432,ONLINE,Unspecified,QUEENS,40.69750750119751,-73.85179111204015,"{'latitude': '40.69750750119751', 'longitude': '-73.85179111204015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826873,2023-09-17T01:03:08.000,2023-09-17T01:17:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236,755 EAST   80 STREET,EAST   80 STREET,GLENWOOD ROAD,FLATLANDS AVENUE,GLENWOOD ROAD,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   80 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:17:07.000,18 BROOKLYN,3080010016,BROOKLYN,1008140,171038,ONLINE,Unspecified,BROOKLYN,40.63610416562047,-73.91392434409634,"{'latitude': '40.63610416562047', 'longitude': '-73.91392434409634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829980,2023-09-17T01:03:08.000,2023-09-17T03:57:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,515 MILLER AVENUE,MILLER AVENUE,BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,MILLER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:57:26.000,05 BROOKLYN,,BROOKLYN,1014764,182648,MOBILE,Unspecified,BROOKLYN,40.66795071973958,-73.89000557209673,"{'latitude': '40.66795071973958', 'longitude': '-73.89000557209673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830191,2023-09-17T01:02:57.000,2023-09-17T01:07:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11238,1040 PACIFIC STREET,PACIFIC STREET,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:07:48.000,08 BROOKLYN,3011340009,BROOKLYN,995851,186642,MOBILE,Unspecified,BROOKLYN,40.67895833505748,-73.95817474949328,"{'latitude': '40.67895833505748', 'longitude': '-73.95817474949328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828280,2023-09-17T01:02:56.000,2023-09-17T01:47:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,3231 CRUGER AVENUE,CRUGER AVENUE,BURKE AVENUE,SOUTH OAK DRIVE,BURKE AVENUE,SOUTH OAK DRIVE,ADDRESS,BRONX,CRUGER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:47:32.000,12 BRONX,2045960047,BRONX,1021267,257012,ONLINE,Unspecified,BRONX,40.87203539207699,-73.86615452267893,"{'latitude': '40.87203539207699', 'longitude': '-73.86615452267893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835306,2023-09-17T01:02:53.000,2023-09-17T04:13:35.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11208,576 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,GRANT AVENUE,ELDERT LANE,GRANT AVENUE,ELDERT LANE,ADDRESS,BROOKLYN,RIDGEWOOD AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T04:13:42.000,05 BROOKLYN,3041360023,BROOKLYN,1020903,189459,MOBILE,Unspecified,BROOKLYN,40.686622067987564,-73.86783918441043,"{'latitude': '40.686622067987564', 'longitude': '-73.86783918441043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829372,2023-09-17T01:02:52.000,2023-09-17T01:43:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11367,63-16 137 STREET,137 STREET,63 AVENUE,64 AVENUE,63 AVENUE,64 AVENUE,ADDRESS,FLUSHING,137 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:43:12.000,07 QUEENS,4063950025,QUEENS,1031556,208833,ONLINE,Unspecified,QUEENS,40.739748450524054,-73.82929129339809,"{'latitude': '40.739748450524054', 'longitude': '-73.82929129339809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832601,2023-09-17T01:02:52.000,2023-09-17T02:42:30.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11219,1314 64 STREET,64 STREET,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,ADDRESS,BROOKLYN,64 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:42:35.000,10 BROOKLYN,3057470013,BROOKLYN,984153,167435,ONLINE,Unspecified,BROOKLYN,40.6262469088078,-74.00034943926954,"{'latitude': '40.6262469088078', 'longitude': '-74.00034943926954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58827398,2023-09-17T01:02:42.000,2023-09-17T03:12:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1160 GERARD AVENUE,GERARD AVENUE,MCCLELLAN STREET,EAST  167 STREET,MCCLELLAN STREET,EAST  167 STREET,ADDRESS,BRONX,GERARD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:12:04.000,04 BRONX,2024790001,BRONX,1006137,243266,MOBILE,Unspecified,BRONX,40.83435721112315,-73.92090617270485,"{'latitude': '40.83435721112315', 'longitude': '-73.92090617270485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
