unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,facility_type,due_date,bridge_highway_direction,road_ramp
58884903,2023-09-21T09:52:29.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Park,11420,127 STREET,127 STREET,127 STREET,149 AVENUE,127 STREET,149 AVENUE,INTERSECTION,,,In Progress,,,10 QUEENS,,QUEENS,1036072,182430,PHONE,Unspecified,QUEENS,40.66725327866676,-73.81319805784152,"{'latitude': '40.66725327866676', 'longitude': '-73.81319805784152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889607,2023-09-21T09:52:26.000,2023-09-21T10:34:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,150 EAST   98 STREET,EAST   98 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   98 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T10:35:02.000,11 MANHATTAN,1016250028,MANHATTAN,998220,225995,ONLINE,Unspecified,MANHATTAN,40.78696919425247,-73.94955205200031,"{'latitude': '40.78696919425247', 'longitude': '-73.94955205200031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58884040,2023-09-21T09:52:21.000,2023-09-21T13:56:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10463,276 WEST  238 STREET,WEST  238 STREET,KINGSBRIDGE AVENUE,CORLEAR AVENUE,KINGSBRIDGE AVENUE,CORLEAR AVENUE,ADDRESS,BRONX,WEST  238 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T13:56:25.000,08 BRONX,2057661751,BRONX,1011438,261905,ONLINE,Unspecified,BRONX,40.885500900144315,-73.90167416975704,"{'latitude': '40.885500900144315', 'longitude': '-73.90167416975704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882041,2023-09-21T09:52:03.000,2023-09-21T15:00:01.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10467,3435 OLINVILLE AVENUE,OLINVILLE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-21T00:00:00.000,12 BRONX,2046270029,BRONX,1020724,258615,ONLINE,Unspecified,BRONX,40.876437389391874,-73.86810916351783,"{'latitude': '40.876437389391874', 'longitude': '-73.86810916351783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889772,2023-09-21T09:52:03.000,2023-09-22T16:41:22.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10467,3435 OLINVILLE AVENUE,OLINVILLE AVENUE,,,,,ADDRESS,BRONX,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-22T00:00:00.000,12 BRONX,2046270029,BRONX,1020724,258615,ONLINE,Unspecified,BRONX,40.876437389391874,-73.86810916351783,"{'latitude': '40.876437389391874', 'longitude': '-73.86810916351783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890538,2023-09-21T09:52:00.000,2023-09-21T14:19:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11201,267 STATE STREET,STATE STREET,SMITH STREET,HOYT STREET,SMITH STREET,HOYT STREET,ADDRESS,BROOKLYN,STATE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T14:19:40.000,02 BROOKLYN,3001700061,BROOKLYN,987531,190313,MOBILE,Unspecified,BROOKLYN,40.68904138624274,-73.98816917562395,"{'latitude': '40.68904138624274', 'longitude': '-73.98816917562395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882514,2023-09-21T09:51:49.000,2023-09-21T19:06:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10471,MANHATTAN COLLEGE,MANHATTAN COLLEGE,WALDO WALK,PEDESTRIAN OVERPASS,WALDO WALK,PEDESTRIAN OVERPASS,UNRECOGNIZED,BRONX,MANHATTAN COLLEGE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T19:06:18.000,08 BRONX,2058030801,BRONX,1011359,263475,PHONE,Unspecified,BRONX,40.88981029680692,-73.90195351902956,"{'latitude': '40.88981029680692', 'longitude': '-73.90195351902956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889841,2023-09-21T09:51:26.000,2023-09-27T17:02:44.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11233,146 SACKMAN STREET,SACKMAN STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,16 BROOKLYN,3014430036,BROOKLYN,1010251,185125,ONLINE,Unspecified,BROOKLYN,40.67476393030718,-73.90626410562189,"{'latitude': '40.67476393030718', 'longitude': '-73.90626410562189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889838,2023-09-21T09:51:25.000,2023-11-02T05:03:16.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11207,2942 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-02T00:00:00.000,05 BROOKLYN,3039530022,BROOKLYN,1015824,186840,PHONE,Unspecified,BROOKLYN,40.67945309124809,-73.88616493592147,"{'latitude': '40.67945309124809', 'longitude': '-73.88616493592147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888556,2023-09-21T09:51:21.000,2023-10-04T16:51:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10452,1055 JEROME AVENUE,JEROME AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,04 BRONX,2025040105,BRONX,1004946,242754,ONLINE,Unspecified,BRONX,40.83295479050044,-73.92521170912806,"{'latitude': '40.83295479050044', 'longitude': '-73.92521170912806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882282,2023-09-21T09:51:18.000,2023-09-21T10:43:50.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11223,EAST    3 STREET,EAST    3 STREET,EAST    3 STREET,OCEAN COURT,EAST    3 STREET,OCEAN COURT,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T10:43:47.000,15 BROOKLYN,,BROOKLYN,993331,154278,PHONE,Unspecified,BROOKLYN,40.59012898837785,-73.9673036929714,"{'latitude': '40.59012898837785', 'longitude': '-73.9673036929714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886217,2023-09-21T09:51:16.000,2023-09-27T07:57:39.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11105,18-01 20 AVENUE,20 AVENUE,SHORE BOULEVARD,BEND,SHORE BOULEVARD,BEND,ADDRESS,ASTORIA,20 AVENUE,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-27T07:57:44.000,01 QUEENS,4008500050,QUEENS,1007964,225880,ONLINE,Unspecified,QUEENS,40.786632776112306,-73.91436530290031,"{'latitude': '40.786632776112306', 'longitude': '-73.91436530290031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890961,2023-09-21T09:51:11.000,2023-09-21T11:01:33.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11216,HERBERT VON KING PARK,HERBERT VON KING PARK,LAFAYETTE AVENUE,VAN BUREN STREET,LAFAYETTE AVENUE,VAN BUREN STREET,UNRECOGNIZED,BROOKLYN,HERBERT VON KING PARK,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-21T11:01:38.000,03 BROOKLYN,3017900001,BROOKLYN,999043,190542,ONLINE,Unspecified,BROOKLYN,40.68965818409251,-73.94665802675449,"{'latitude': '40.68965818409251', 'longitude': '-73.94665802675449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886041,2023-09-21T09:50:44.000,2023-09-21T12:52:04.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10460,2155 DALY AVENUE,DALY AVENUE,EAST  181 STREET,BRONX PARK SOUTH,EAST  181 STREET,BRONX PARK SOUTH,ADDRESS,BRONX,DALY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T12:52:09.000,06 BRONX,2031257501,BRONX,1017217,247417,ONLINE,Unspecified,BRONX,40.845716077315146,-73.88084562063777,"{'latitude': '40.845716077315146', 'longitude': '-73.88084562063777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882772,2023-09-21T09:50:42.000,2023-09-21T10:19:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,44-11 11 STREET,11 STREET,44 AVENUE,44 ROAD,44 AVENUE,44 ROAD,ADDRESS,LONG ISLAND CITY,11 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T10:19:46.000,02 QUEENS,4004460026,QUEENS,998305,212410,MOBILE,Unspecified,QUEENS,40.74968176911009,-73.94927351189236,"{'latitude': '40.74968176911009', 'longitude': '-73.94927351189236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888744,2023-09-21T09:50:29.000,2023-09-25T09:53:47.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Dust from Construction,Commercial Building,10002,605 WATER STREET,WATER STREET,MONTGOMERY STREET,GOUVERNEUR SLIP WEST,MONTGOMERY STREET,GOUVERNEUR SLIP WEST,ADDRESS,NEW YORK,WATER STREET,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-25T09:53:47.000,03 MANHATTAN,1002440019,MANHATTAN,988561,198404,PHONE,Unspecified,MANHATTAN,40.71124884794379,-73.98444996153621,"{'latitude': '40.71124884794379', 'longitude': '-73.98444996153621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881604,2023-09-21T09:50:04.000,2023-09-21T09:50:04.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,10030,323 WEST  136 STREET,WEST  136 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-21T00:00:00.000,10 MANHATTAN,1019600029,MANHATTAN,998882,237171,UNKNOWN,Unspecified,MANHATTAN,40.81764317417669,-73.94713710729074,"{'latitude': '40.81764317417669', 'longitude': '-73.94713710729074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885567,2023-09-21T09:50:03.000,2023-09-21T09:50:03.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,,10034,553 ACADEMY STREET,ACADEMY STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-21T00:00:00.000,12 MANHATTAN,1022180048,MANHATTAN,1005570,253737,UNKNOWN,Unspecified,MANHATTAN,40.863098389922236,-73.92292186414474,"{'latitude': '40.863098389922236', 'longitude': '-73.92292186414474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,N/A,,,
58886347,2023-09-21T09:50:01.000,2023-09-22T15:25:52.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11385,852 CYPRESS AVENUE,CYPRESS AVENUE,CORNELIA STREET,JEFFERSON AVENUE,CORNELIA STREET,JEFFERSON AVENUE,ADDRESS,RIDGEWOOD,CYPRESS AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T13:14:49.000,05 QUEENS,4035477501,QUEENS,1010362,194278,ONLINE,Unspecified,QUEENS,40.69988647532163,-73.90582846729687,"{'latitude': '40.69988647532163', 'longitude': '-73.90582846729687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882686,2023-09-21T09:50:00.000,2023-09-21T09:53:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11205,236 CUMBERLAND STREET,CUMBERLAND STREET,DE KALB AVE,LAFAYETTE AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T09:53:00.000,02 BROOKLYN,3021010050,BROOKLYN,991748,190208,PHONE,Unspecified,BROOKLYN,40.68875061749656,-73.97296338449203,"{'latitude': '40.68875061749656', 'longitude': '-73.97296338449203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881293,2023-09-21T09:50:00.000,2023-09-25T14:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10025,527 CATHEDRAL PARKWAY,CATHEDRAL PARKWAY,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T14:45:00.000,09 MANHATTAN,1018827501,MANHATTAN,993907,232020,ONLINE,Unspecified,MANHATTAN,40.8035119503637,-73.96511833242901,"{'latitude': '40.8035119503637', 'longitude': '-73.96511833242901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,N/A,,,
58890388,2023-09-21T09:49:57.000,2023-09-22T15:04:07.000,DSNY,Department of Sanitation,Litter Basket Complaint,Overflowing,Sidewalk,11368,111-12 ROOSEVELT AVENUE,ROOSEVELT AVENUE,111 STREET,112 STREET,111 STREET,112 STREET,ADDRESS,CORONA,ROOSEVELT AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T21:02:21.000,04 QUEENS,4020130106,QUEENS,1024278,213159,ONLINE,Unspecified,QUEENS,40.751658155053796,-73.8555289281861,"{'latitude': '40.751658155053796', 'longitude': '-73.8555289281861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891322,2023-09-21T09:49:52.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11203,547 EAST   55 STREET,EAST   55 STREET,CLARENDON ROAD,KINGS HIGHWAY,CLARENDON ROAD,KINGS HIGHWAY,ADDRESS,BROOKLYN,EAST   55 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-06T12:12:19.000,17 BROOKLYN,3047760086,BROOKLYN,1005143,173983,PHONE,Unspecified,BROOKLYN,40.64419513335016,-73.92471340801168,"{'latitude': '40.64419513335016', 'longitude': '-73.92471340801168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58884009,2023-09-21T09:49:45.000,2023-09-21T11:42:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10470,4619 MATILDA AVENUE,MATILDA AVENUE,EAST  240 STREET,EAST  241 STREET,EAST  240 STREET,EAST  241 STREET,ADDRESS,BRONX,MATILDA AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T11:42:52.000,12 BRONX,2050790062,BRONX,1024893,268385,PHONE,Unspecified,BRONX,40.90323470530758,-73.85297469269463,"{'latitude': '40.90323470530758', 'longitude': '-73.85297469269463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891547,2023-09-21T09:49:39.000,2023-09-23T11:57:14.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11105,20-29 38 STREET,38 STREET,20 AVENUE,20 ROAD,20 AVENUE,20 ROAD,ADDRESS,ASTORIA,38 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T11:57:17.000,01 QUEENS,4008090020,QUEENS,1011031,222084,MOBILE,Unspecified,QUEENS,40.776205007142536,-73.90330506065985,"{'latitude': '40.776205007142536', 'longitude': '-73.90330506065985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890298,2023-09-21T09:49:27.000,2023-10-10T11:53:19.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,10012,141 PRINCE STREET,PRINCE STREET,WOOSTER STREET,WEST BROADWAY,WOOSTER STREET,WEST BROADWAY,ADDRESS,NEW YORK,PRINCE STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-22T12:44:02.000,02 MANHATTAN,1005150042,MANHATTAN,984082,203647,ONLINE,Unspecified,MANHATTAN,40.72564067162628,-74.00060611705337,"{'latitude': '40.72564067162628', 'longitude': '-74.00060611705337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887686,2023-09-21T09:49:15.000,2023-09-23T14:37:09.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11106,14-46 31 DRIVE,31 DRIVE,14 STREET,21 STREET,14 STREET,21 STREET,ADDRESS,ASTORIA,31 DRIVE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T12:12:41.000,01 QUEENS,4005310054,QUEENS,1002924,218723,ONLINE,Unspecified,QUEENS,40.767000787063886,-73.93258535674032,"{'latitude': '40.767000787063886', 'longitude': '-73.93258535674032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885534,2023-09-21T09:49:06.000,2023-09-21T10:16:08.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11229,1854 EAST   12 STREET,EAST   12 STREET,AVENUE R,AVENUE S,AVENUE R,AVENUE S,ADDRESS,BROOKLYN,EAST   12 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T10:16:16.000,15 BROOKLYN,3068170029,BROOKLYN,995178,159414,PHONE,Unspecified,BROOKLYN,40.6042241854062,-73.96064522840948,"{'latitude': '40.6042241854062', 'longitude': '-73.96064522840948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881883,2023-09-21T09:49:03.000,2023-09-22T16:41:22.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10467,3435 OLINVILLE AVENUE,OLINVILLE AVENUE,,,,,ADDRESS,BRONX,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-22T00:00:00.000,12 BRONX,2046270029,BRONX,1020724,258615,ONLINE,Unspecified,BRONX,40.876437389391874,-73.86810916351783,"{'latitude': '40.876437389391874', 'longitude': '-73.86810916351783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882352,2023-09-21T09:49:00.000,2023-09-22T11:55:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10304,179 MOSEL AVENUE,MOSEL AVENUE,LEEWOOD LOOP,LEEWOOD LOOP,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-22T11:55:00.000,01 STATEN ISLAND,5028990108,STATEN ISLAND,962222,161716,PHONE,Unspecified,STATEN ISLAND,40.61052206204082,-74.07933645508126,"{'latitude': '40.61052206204082', 'longitude': '-74.07933645508126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890394,2023-09-21T09:48:58.000,2023-09-25T14:53:52.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,10026,LENOX AVENUE,LENOX AVENUE,LENOX AVENUE,WEST  116 STREET,LENOX AVENUE,WEST  116 STREET,INTERSECTION,,,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T14:53:52.000,10 MANHATTAN,,MANHATTAN,998181,231480,PHONE,Unspecified,MANHATTAN,40.802024093663604,-73.94968150946016,"{'latitude': '40.802024093663604', 'longitude': '-73.94968150946016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891687,2023-09-21T09:48:49.000,2023-09-21T11:00:27.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11201,BALTIC STREET,BALTIC STREET,HENRY STREET,CLINTON STREET,HENRY STREET,CLINTON STREET,BLOCKFACE,,,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T11:00:27.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
58889038,2023-09-21T09:48:33.000,2023-09-29T03:23:58.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,10463,2806 BAILEY AVENUE,BAILEY AVENUE,WEST KINGSBRIDGE ROAD,WEST  229 STREET,WEST KINGSBRIDGE ROAD,WEST  229 STREET,ADDRESS,BRONX,BAILEY AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T03:54:00.000,08 BRONX,2032590006,BRONX,1010394,257527,PHONE,Unspecified,BRONX,40.87348781037868,-73.90546689596184,"{'latitude': '40.87348781037868', 'longitude': '-73.90546689596184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883499,2023-09-21T09:48:23.000,2023-10-18T15:24:50.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11205,439 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,SANDFORD STREET,NOSTRAND AVENUE,SANDFORD STREET,NOSTRAND AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-21T09:48:23.000,03 BROOKLYN,3017530042,BROOKLYN,997474,191908,MOBILE,Unspecified,BROOKLYN,40.69341002175051,-73.952312990014,"{'latitude': '40.69341002175051', 'longitude': '-73.952312990014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888482,2023-09-21T09:48:22.000,2023-09-22T09:07:55.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10033,608 WEST  184 STREET,WEST  184 STREET,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-22T00:00:00.000,12 MANHATTAN,1021650061,MANHATTAN,1002839,249416,PHONE,Unspecified,MANHATTAN,40.85124471500247,-73.93280721944058,"{'latitude': '40.85124471500247', 'longitude': '-73.93280721944058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58884325,2023-09-21T09:48:09.000,2023-09-21T11:35:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2317 CAMBRELENG AVENUE,CAMBRELENG AVENUE,EAST  183 STREET,CRESCENT AVENUE,EAST  183 STREET,CRESCENT AVENUE,ADDRESS,BRONX,CAMBRELENG AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-21T11:35:32.000,06 BRONX,2030880039,BRONX,1015808,250135,PHONE,Unspecified,BRONX,40.85318132558475,-73.88592544512991,"{'latitude': '40.85318132558475', 'longitude': '-73.88592544512991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58884099,2023-09-21T09:48:06.000,2023-09-21T10:39:46.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10455,480 WALES AVENUE,WALES AVENUE,EAST  145 STREET,EAST  147 STREET,EAST  145 STREET,EAST  147 STREET,ADDRESS,BRONX,WALES AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T10:39:52.000,01 BRONX,,BRONX,1009744,234752,MOBILE,Unspecified,BRONX,40.810979029140256,-73.90790378548688,"{'latitude': '40.810979029140256', 'longitude': '-73.90790378548688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881473,2023-09-21T09:47:50.000,2023-09-21T10:48:43.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11354,38-08 UNION STREET,UNION STREET,38 AVENUE,39 AVENUE,38 AVENUE,39 AVENUE,ADDRESS,FLUSHING,UNION STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T10:48:20.000,07 QUEENS,4049787502,QUEENS,1032150,216771,MOBILE,Unspecified,QUEENS,40.761533015823204,-73.82709124437086,"{'latitude': '40.761533015823204', 'longitude': '-73.82709124437086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
