unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,vehicle_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58882214,2023-09-21T12:35:32.000,2023-09-21T12:35:32.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11236,1223 EAST  102 STREET,EAST  102 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,EAST  102 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-21T12:35:32.000,18 BROOKLYN,3082670033,BROOKLYN,1014539,172711,ONLINE,Unspecified,BROOKLYN,40.6406766195688,-73.89086126206244,"{'latitude': '40.6406766195688', 'longitude': '-73.89086126206244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58901345,2023-09-21T12:35:13.000,2023-09-23T14:08:53.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11222,669 LEONARD STREET,LEONARD STREET,MESEROLE AVENUE,CALYER STREET,MESEROLE AVENUE,CALYER STREET,ADDRESS,BROOKLYN,LEONARD STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T11:16:27.000,01 BROOKLYN,3025970031,BROOKLYN,997568,204359,PHONE,Unspecified,BROOKLYN,40.72758491410981,-73.9519493879005,"{'latitude': '40.72758491410981', 'longitude': '-73.9519493879005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890043,2023-09-21T12:35:13.000,2023-09-22T08:38:47.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11377,43-21 72 STREET,72 STREET,43 AVENUE,44 AVENUE,43 AVENUE,44 AVENUE,ADDRESS,WOODSIDE,72 STREET,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-22T08:38:52.000,02 QUEENS,4013540001,QUEENS,1014010,209558,ONLINE,Unspecified,QUEENS,40.7418148411498,-73.89260460130492,"{'latitude': '40.7418148411498', 'longitude': '-73.89260460130492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58901102,2023-09-21T12:35:11.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,,2692 BAY   49 STREET,BAY   49 STREET,,,,,ADDRESS,,,In Progress,,,Unspecified BROOKLYN,3069460900,BROOKLYN,986642,151570,PHONE,Unspecified,BROOKLYN,40.582700396503625,-73.99138851828305,"{'latitude': '40.582700396503625', 'longitude': '-73.99138851828305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881306,2023-09-21T12:35:00.000,2023-09-21T14:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11365,64-07 175 STREET,175 STREET,64 AVE,65 AVE,,,ADDRESS,FRESH MEADOWS,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,2023-09-21T14:00:00.000,08 QUEENS,4069040030,QUEENS,1041338,208100,PHONE,Unspecified,QUEENS,40.73767881971235,-73.7939982508031,"{'latitude': '40.73767881971235', 'longitude': '-73.7939982508031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890484,2023-09-21T12:35:00.000,2023-09-21T14:35:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11367,137-03 70 ROAD,70 ROAD,137 ST,141 ST,,,ADDRESS,FLUSHING,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-21T14:35:00.000,08 QUEENS,4065960093,QUEENS,1032059,204275,PHONE,Unspecified,QUEENS,40.72723518094375,-73.82750855780863,"{'latitude': '40.72723518094375', 'longitude': '-73.82750855780863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889241,2023-09-21T12:35:00.000,2023-09-21T14:59:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,11225,164 SULLIVAN PLACE,SULLIVAN PLACE,STODDARD PL,LUDLAM PL,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection requires an appointment to inspect this complaint type.  Complainant information was not provided and an appointment could not be scheduled.  The complaint has been closed. If the problem still exists, please call 311 and file a new complaint including your contact information.",2023-09-21T14:59:00.000,09 BROOKLYN,3013070024,BROOKLYN,996580,181337,ONLINE,Unspecified,BROOKLYN,40.66439631505111,-73.95555617982042,"{'latitude': '40.66439631505111', 'longitude': '-73.95555617982042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58901164,2023-09-21T12:34:57.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Street/Curbside,11249,KENT AVENUE,KENT AVENUE,KENT AVENUE,NORTH    7 STREET,KENT AVENUE,NORTH    7 STREET,INTERSECTION,,,In Progress,,,01 BROOKLYN,,BROOKLYN,994861,201711,PHONE,Unspecified,BROOKLYN,40.72032045801591,-73.96172026873211,"{'latitude': '40.72032045801591', 'longitude': '-73.96172026873211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886283,2023-09-21T12:34:48.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10011,10 AVENUE,10 AVENUE,10 AVENUE,WEST   21 STREET,10 AVENUE,WEST 21 STREET,INTERSECTION,MANHATTAN,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T14:25:34.000,04 MANHATTAN,,MANHATTAN,982835,211211,PHONE,Unspecified,MANHATTAN,40.74640187237436,-74.00510668394942,"{'latitude': '40.74640187237436', 'longitude': '-74.00510668394942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885235,2023-09-21T12:34:23.000,2023-09-21T15:43:42.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11207,GLENMORE AVENUE,GLENMORE AVENUE,GLENMORE AVENUE,HENDRIX STREET,GLENMORE AVENUE,HENDRIX STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T15:43:47.000,05 BROOKLYN,,BROOKLYN,1014834,184894,PHONE,Unspecified,BROOKLYN,40.67411524061518,-73.88974305143132,"{'latitude': '40.67411524061518', 'longitude': '-73.88974305143132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890689,2023-09-21T12:34:14.000,2023-09-21T12:34:14.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,11373,88-21 JUSTICE AVENUE,JUSTICE AVENUE,,,,,ADDRESS,ELMHURST,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-21T00:00:00.000,04 QUEENS,4018400045,QUEENS,1018903,207758,UNKNOWN,Unspecified,QUEENS,40.73685647385833,-73.87495644695976,"{'latitude': '40.73685647385833', 'longitude': '-73.87495644695976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887737,2023-09-21T12:34:14.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11238,57 MONROE STREET,MONROE STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T00:00:00.000,03 BROOKLYN,3019850049,BROOKLYN,996176,188748,UNKNOWN,Unspecified,BROOKLYN,40.68473839352247,-73.95699929531673,"{'latitude': '40.68473839352247', 'longitude': '-73.95699929531673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886747,2023-09-21T12:34:01.000,2023-09-21T14:28:32.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10468,2280 GRAND AVENUE,GRAND AVENUE,WEST  183 STREET,EVELYN PLACE,WEST  183 STREET,EVELYN PLACE,ADDRESS,BRONX,GRAND AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T14:28:35.000,07 BRONX,2031970001,BRONX,1010390,252373,PHONE,Unspecified,BRONX,40.859341666393235,-73.90550146378686,"{'latitude': '40.859341666393235', 'longitude': '-73.90550146378686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888752,2023-09-21T12:33:57.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10027,2435 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  130 STREET,WEST  131 STREET,WEST  130 STREET,WEST  131 STREET,ADDRESS,NEW YORK,8 AVENUE,In Progress,,,10 MANHATTAN,1019580013,MANHATTAN,998468,235719,MOBILE,Unspecified,MANHATTAN,40.8136585174213,-73.94863589352607,"{'latitude': '40.8136585174213', 'longitude': '-73.94863589352607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887137,2023-09-21T12:33:55.000,2023-09-21T20:24:44.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-21T00:00:00.000,07 BRONX,2033160020,BRONX,1013124,255501,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882311,2023-09-21T12:33:47.000,2023-09-27T10:43:28.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11375,118-27 QUEENS BOULEVARD,QUEENS BOULEVARD,78 AVENUE,78 CRESCENT,78 AVENUE,78 CRESCENT,ADDRESS,FOREST HILLS,QUEENS BOULEVARD,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-27T10:43:26.000,06 QUEENS,4022700013,QUEENS,1030832,199791,PHONE,Unspecified,QUEENS,40.714934252132885,-73.83196650811357,"{'latitude': '40.714934252132885', 'longitude': '-73.83196650811357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884271,2023-09-21T12:33:43.000,2023-09-21T12:42:37.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10032,627 WEST  165 STREET,WEST  165 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  165 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T12:42:39.000,12 MANHATTAN,1021380040,MANHATTAN,1000217,245244,PHONE,Unspecified,MANHATTAN,40.83979893396904,-73.94229477032896,"{'latitude': '40.83979893396904', 'longitude': '-73.94229477032896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883780,2023-09-21T12:33:39.000,2023-09-22T15:04:42.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,11373,50-10 94 STREET,94 STREET,50 AVENUE,51 AVENUE,50 AVENUE,51 AVENUE,ADDRESS,ELMHURST,94 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T23:45:34.000,04 QUEENS,4018660026,QUEENS,1020424,209303,ONLINE,Unspecified,QUEENS,40.741091020751234,-73.86945969718678,"{'latitude': '40.741091020751234', 'longitude': '-73.86945969718678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884053,2023-09-21T12:33:21.000,2023-09-21T13:36:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11102,23-12 30 DRIVE,30 DRIVE,23 STREET,CRESCENT STREET,23 STREET,CRESCENT STREET,ADDRESS,ASTORIA,30 DRIVE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T13:36:24.000,01 QUEENS,4005700030,QUEENS,1004323,218895,PHONE,Unspecified,QUEENS,40.76746981644549,-73.92753434267112,"{'latitude': '40.76746981644549', 'longitude': '-73.92753434267112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890039,2023-09-21T12:33:13.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10027,2433 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  130 STREET,WEST  131 STREET,WEST  130 STREET,WEST  131 STREET,ADDRESS,NEW YORK,8 AVENUE,In Progress,,,10 MANHATTAN,1019580013,MANHATTAN,998458,235701,MOBILE,Unspecified,MANHATTAN,40.813609128541515,-73.94867205773292,"{'latitude': '40.813609128541515', 'longitude': '-73.94867205773292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884848,2023-09-21T12:33:12.000,2023-10-11T07:34:18.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,11106,36-34 30 STREET,30 STREET,36 AVENUE,37 AVENUE,36 AVENUE,37 AVENUE,ADDRESS,ASTORIA,30 STREET,Closed,The Department of Transportation inspected the condition you reported and issued a notice to the responsible party to correct the condition.,2023-10-11T07:34:22.000,01 QUEENS,4003420062,QUEENS,1003350,214843,PHONE,Unspecified,QUEENS,40.75635027731712,-73.93105848706908,"{'latitude': '40.75635027731712', 'longitude': '-73.93105848706908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890147,2023-09-21T12:33:08.000,2023-09-26T09:17:23.000,DOE,Department of Education,School Maintenance,Unclean Condition,School,10003,345 EAST   15 STREET,EAST   15 STREET,NATHAN D PERLMAN PLACE,1 AVENUE,NATHAN D PERLMAN PLACE,1 AVENUE,ADDRESS,NEW YORK,EAST   15 STREET,Closed,The Department of Education completed the work and corrected the condition.,2023-09-26T09:17:26.000,06 MANHATTAN,1009220008,MANHATTAN,988953,206127,ONLINE,Unspecified,MANHATTAN,40.7324464171464,-73.98303059725197,"{'latitude': '40.7324464171464', 'longitude': '-73.98303059725197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884528,2023-09-21T12:33:05.000,2023-10-16T07:59:41.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10457,1774 EASTBURN AVENUE,EASTBURN AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,05 BRONX,2027960019,BRONX,1009617,247700,PHONE,Unspecified,BRONX,40.84651793258788,-73.90831361068491,"{'latitude': '40.84651793258788', 'longitude': '-73.90831361068491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889495,2023-09-21T12:32:57.000,2023-09-21T12:57:31.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10029,1761 3 AVENUE,3 AVENUE,EAST   97 STREET,EAST   98 STREET,EAST   97 STREET,EAST   98 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T12:57:39.000,11 MANHATTAN,1016470001,MANHATTAN,998477,225691,PHONE,Unspecified,MANHATTAN,40.786134385666685,-73.94862462715466,"{'latitude': '40.786134385666685', 'longitude': '-73.94862462715466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885771,2023-09-21T12:32:43.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10452,1285 MERRIAM AVENUE,MERRIAM AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,04 BRONX,2025290025,BRONX,1004607,245318,PHONE,Unspecified,BRONX,40.8399930136424,-73.92642895718879,"{'latitude': '40.8399930136424', 'longitude': '-73.92642895718879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885837,2023-09-21T12:32:42.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11207,539 HEGEMAN AVENUE,HEGEMAN AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,05 BROOKLYN,3042990048,BROOKLYN,1014344,179748,PHONE,Unspecified,BROOKLYN,40.65999230587185,-73.89153249726378,"{'latitude': '40.65999230587185', 'longitude': '-73.89153249726378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885784,2023-09-21T12:32:42.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11207,539 HEGEMAN AVENUE,HEGEMAN AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,05 BROOKLYN,3042990048,BROOKLYN,1014344,179748,PHONE,Unspecified,BROOKLYN,40.65999230587185,-73.89153249726378,"{'latitude': '40.65999230587185', 'longitude': '-73.89153249726378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888444,2023-09-21T12:32:42.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11207,539 HEGEMAN AVENUE,HEGEMAN AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,05 BROOKLYN,3042990048,BROOKLYN,1014344,179748,PHONE,Unspecified,BROOKLYN,40.65999230587185,-73.89153249726378,"{'latitude': '40.65999230587185', 'longitude': '-73.89153249726378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881971,2023-09-21T12:32:41.000,2023-10-02T20:48:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11238,728 FRANKLIN AVENUE,FRANKLIN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,08 BROOKLYN,3011680055,BROOKLYN,996205,184709,ONLINE,Unspecified,BROOKLYN,40.67365221569818,-73.95690189725946,"{'latitude': '40.67365221569818', 'longitude': '-73.95690189725946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887161,2023-09-21T12:32:41.000,2023-09-24T17:29:56.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11238,728 FRANKLIN AVENUE,FRANKLIN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,08 BROOKLYN,3011680055,BROOKLYN,996205,184709,ONLINE,Unspecified,BROOKLYN,40.67365221569818,-73.95690189725946,"{'latitude': '40.67365221569818', 'longitude': '-73.95690189725946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883197,2023-09-21T12:32:41.000,2023-09-28T17:14:03.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11238,728 FRANKLIN AVENUE,FRANKLIN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,08 BROOKLYN,3011680055,BROOKLYN,996205,184709,ONLINE,Unspecified,BROOKLYN,40.67365221569818,-73.95690189725946,"{'latitude': '40.67365221569818', 'longitude': '-73.95690189725946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885330,2023-09-21T12:32:33.000,2023-09-21T13:58:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11105,21-62 38 STREET,38 STREET,21 AVENUE,DITMARS BOULEVARD,21 AVENUE,DITMARS BOULEVARD,ADDRESS,ASTORIA,38 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T13:58:50.000,01 QUEENS,4008080057,QUEENS,1010260,221261,ONLINE,Unspecified,QUEENS,40.77394839179522,-73.90609200115286,"{'latitude': '40.77394839179522', 'longitude': '-73.90609200115286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887635,2023-09-21T12:32:31.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-23T16:24:32.000,Unspecified QUEENS,,QUEENS,1036732,196351,MOBILE,Unspecified,QUEENS,40.70545925891914,-73.81071053776861,"{'latitude': '40.70545925891914', 'longitude': '-73.81071053776861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,F,,Mezzanine,
58886624,2023-09-21T12:32:18.000,2023-09-21T14:43:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11368,54-11 111 STREET,111 STREET,54 AVENUE,55 AVENUE,54 AVENUE,55 AVENUE,ADDRESS,CORONA,111 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T14:43:41.000,81 QUEENS,,QUEENS,1025527,209838,ONLINE,Unspecified,QUEENS,40.74253711521026,-73.85104136575202,"{'latitude': '40.74253711521026', 'longitude': '-73.85104136575202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881309,2023-09-21T12:32:00.000,2023-09-21T20:30:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11212,60 EAST   93 STREET,EAST   93 STREET,DEAD END,RUTLAND RD,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-21T20:30:00.000,17 BROOKLYN,3045950215,BROOKLYN,1004501,180649,PHONE,Unspecified,BROOKLYN,40.662493333971206,-73.9270067970956,"{'latitude': '40.662493333971206', 'longitude': '-73.9270067970956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881598,2023-09-21T12:32:00.000,2023-09-22T14:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lens,,11209,,,,,5 AVENUE,86 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T14:05:00.000,10 BROOKLYN,,BROOKLYN,976973,165704,UNKNOWN,Unspecified,BROOKLYN,40.62149268803621,-74.02621328329576,"{'latitude': '40.62149268803621', 'longitude': '-74.02621328329576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58891378,2023-09-21T12:31:55.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,11209,9708 3 AVENUE,3 AVENUE,97 STREET,MARINE AVENUE,97 STREET,MARINE AVENUE,ADDRESS,BROOKLYN,3 AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-21T13:02:55.000,10 BROOKLYN,3061250018,BROOKLYN,974735,163569,PHONE,Unspecified,BROOKLYN,40.61563043614736,-74.03427201993726,"{'latitude': '40.61563043614736', 'longitude': '-74.03427201993726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58899852,2023-09-21T12:31:45.000,2023-10-23T15:28:23.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,Street,11377,49-04 SKILLMAN AVENUE,SKILLMAN AVENUE,49 STREET,50 STREET,49 STREET,50 STREET,ADDRESS,WOODSIDE,SKILLMAN AVENUE,Closed,"The Department of Transportation's inspectors could not find the condition you reported. If you would like to pursue the complaint, please check the address and submit a new Service Request.",2023-10-23T15:28:26.000,02 QUEENS,4001340026,QUEENS,1007783,211156,PHONE,Unspecified,QUEENS,40.7462197118382,-73.91507047099076,"{'latitude': '40.7462197118382', 'longitude': '-73.91507047099076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883673,2023-09-21T12:31:26.000,2023-09-21T13:16:25.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10003,285 MERCER STREET,MERCER STREET,WASHINGTON PLACE,WAVERLY PLACE,WASHINGTON PLACE,WAVERLY PLACE,ADDRESS,NEW YORK,MERCER STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-21T13:16:29.000,02 MANHATTAN,1005470018,MANHATTAN,985873,205198,ONLINE,Unspecified,MANHATTAN,40.729897641231105,-73.99414410225441,"{'latitude': '40.729897641231105', 'longitude': '-73.99414410225441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883674,2023-09-21T12:31:26.000,2023-09-21T12:59:57.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10003,285 MERCER STREET,MERCER STREET,WASHINGTON PLACE,WAVERLY PLACE,WASHINGTON PLACE,WAVERLY PLACE,ADDRESS,NEW YORK,MERCER STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-21T12:59:54.000,02 MANHATTAN,1005470018,MANHATTAN,985873,205198,ONLINE,Unspecified,MANHATTAN,40.729897641231105,-73.99414410225441,"{'latitude': '40.729897641231105', 'longitude': '-73.99414410225441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
