unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,taxi_pick_up_location,landmark,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough,road_ramp
58910204,2023-09-24T21:51:23.000,2023-09-24T22:32:15.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10457,1820 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T22:32:19.000,05 BRONX,2028260097,BRONX,1009763,248093,ONLINE,Unspecified,BRONX,40.847596180621544,-73.90778441387582,"{'latitude': '40.847596180621544', 'longitude': '-73.90778441387582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EASTBURN AVENUE,EAST  176 STREET,EASTBURN AVENUE,EAST  176 STREET,,GRAND CONCOURSE,,,,,,
58911219,2023-09-24T21:51:21.000,2023-09-26T14:48:21.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11221,443 WILSON AVENUE,WILSON AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-26T00:00:00.000,04 BROOKLYN,3033700001,BROOKLYN,1008228,192048,PHONE,Unspecified,BROOKLYN,40.69377168653997,-73.91353255769067,"{'latitude': '40.69377168653997', 'longitude': '-73.91353255769067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58916026,2023-09-24T21:51:16.000,2023-09-24T22:15:50.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11216,43 BROOKLYN AVENUE,BROOKLYN AVENUE,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T22:15:54.000,03 BROOKLYN,3018690001,BROOKLYN,999755,186502,ONLINE,Unspecified,BROOKLYN,40.67856808953683,-73.94409992813941,"{'latitude': '40.67856808953683', 'longitude': '-73.94409992813941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,,BROOKLYN AVENUE,,,,,,
58916448,2023-09-24T21:51:02.000,2023-09-24T23:27:09.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-24T23:27:13.000,Unspecified MANHATTAN,,MANHATTAN,981681,199944,MOBILE,Unspecified,MANHATTAN,40.71547645799355,-74.00926712653734,"{'latitude': '40.71547645799355', 'longitude': '-74.00926712653734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,1,Mezzanine,,,
58913536,2023-09-24T21:50:53.000,2023-09-24T22:19:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11230,1480 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T22:19:43.000,14 BROOKLYN,3067120090,BROOKLYN,996322,167457,ONLINE,Unspecified,BROOKLYN,40.62629906949887,-73.95651098626831,"{'latitude': '40.62629906949887', 'longitude': '-73.95651098626831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE I,AVENUE J,AVENUE I,AVENUE J,,OCEAN AVENUE,,,,,,
58916088,2023-09-24T21:50:23.000,2023-09-24T22:28:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,417 EAST   52 STREET,EAST   52 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T22:28:54.000,17 BROOKLYN,3047000042,BROOKLYN,1004145,176354,ONLINE,Unspecified,BROOKLYN,40.650705311370174,-73.92830264270698,"{'latitude': '40.650705311370174', 'longitude': '-73.92830264270698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHURCH AVENUE,SNYDER AVENUE,CHURCH AVENUE,SNYDER AVENUE,,EAST   52 STREET,,,,,,
58911553,2023-09-24T21:50:00.000,2023-09-25T16:14:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10024,175 WEST   90 STREET,WEST   90 STREET,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-25T16:14:00.000,07 MANHATTAN,1012210001,MANHATTAN,991800,227126,PHONE,Unspecified,MANHATTAN,40.79008130221697,-73.97273444547737,"{'latitude': '40.79008130221697', 'longitude': '-73.97273444547737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLUMBUS AVE,AMSTERDAM AVE,,,,,N/A,,,,,
58914861,2023-09-24T21:50:00.000,2023-10-05T12:22:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11213,437 HERKIMER STREET,HERKIMER STREET,ADDRESS,BROOKLYN,Closed,,2023-10-05T12:22:00.000,03 BROOKLYN,3018640044,BROOKLYN,1001126,186689,ONLINE,Unspecified,BROOKLYN,40.67907885449808,-73.93915660433757,"{'latitude': '40.67907885449808', 'longitude': '-73.93915660433757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KINGSTON AVE,ALBANY AVE,,,,,N/A,,,,,
58909967,2023-09-24T21:50:00.000,2023-09-25T05:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11694,306 BEACH  102 STREET,BEACH  102 STREET,ADDRESS,FAR ROCKAWAY,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,2023-09-25T05:00:00.000,14 QUEENS,4161570029,QUEENS,1033295,152342,PHONE,Unspecified,QUEENS,40.58468402788436,-73.82342685999265,"{'latitude': '40.58468402788436', 'longitude': '-73.82342685999265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NYCTA SUBWAY,BEACH CHANNEL DR,,,,,,,,,,
58915944,2023-09-24T21:50:00.000,2023-09-25T14:14:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11106,23-25 33 AVENUE,33 AVENUE,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T14:14:00.000,01 QUEENS,4005660014,QUEENS,1003401,217584,UNKNOWN,Unspecified,QUEENS,40.76387350701014,-73.93086659422276,"{'latitude': '40.76387350701014', 'longitude': '-73.93086659422276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23 ST,25 ST,33 AVENUE,23 STREET,,,,,,,,
58911325,2023-09-24T21:49:32.000,,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report - Passenger,,11430,JFK,JFK,UNRECOGNIZED,JAMAICA,In Progress,,,83 QUEENS,4142600001,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",JOHN F KENNEDY AIRPORT,,,,,,
58914374,2023-09-24T21:49:25.000,2023-09-24T22:09:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11218,490 OCEAN PARKWAY,OCEAN PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T22:09:46.000,12 BROOKLYN,3053890046,BROOKLYN,991786,171231,ONLINE,Unspecified,BROOKLYN,40.63666292068824,-73.97284757303122,"{'latitude': '40.63666292068824', 'longitude': '-73.97284757303122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORTELYOU ROAD,DITMAS AVENUE,CORTELYOU ROAD,DITMAS AVENUE,,OCEAN PARKWAY,,,,,,
58910241,2023-09-24T21:49:16.000,2023-09-24T22:31:43.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10453,74 CLINTON PLACE,CLINTON PLACE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T22:31:47.000,05 BRONX,2032070010,BRONX,1009788,251636,ONLINE,Unspecified,BRONX,40.857320585488836,-73.90768055621362,"{'latitude': '40.857320585488836', 'longitude': '-73.90768055621362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GRAND AVENUE,AQUEDUCT AVENUE EAST,GRAND AVENUE,AQUEDUCT AVENUE EAST,,CLINTON PLACE,,,,,,
58911972,2023-09-24T21:49:16.000,2023-09-24T21:56:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11377,41-04 73 STREET,73 STREET,ADDRESS,WOODSIDE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T21:56:55.000,04 QUEENS,4013120027,QUEENS,1014192,210620,ONLINE,Unspecified,QUEENS,40.74472914944058,-73.89194308800907,"{'latitude': '40.74472914944058', 'longitude': '-73.89194308800907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41 AVENUE,WOODSIDE AVENUE,41 AVENUE,WOODSIDE AVENUE,,73 STREET,,,,,,
58913394,2023-09-24T21:48:54.000,2023-09-24T22:08:05.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10040,37 HILLSIDE AVENUE,HILLSIDE AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T22:08:09.000,12 MANHATTAN,1021700118,MANHATTAN,1003743,252063,ONLINE,Unspecified,MANHATTAN,40.858507988751285,-73.92953187768028,"{'latitude': '40.858507988751285', 'longitude': '-73.92953187768028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BOGARDUS PLACE,ELLWOOD STREET,BOGARDUS PLACE,ELLWOOD STREET,,HILLSIDE AVENUE,,,,,,
58910235,2023-09-24T21:48:40.000,2023-09-24T21:50:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T21:50:19.000,03 BRONX,2029010001,BRONX,1010561,243449,ONLINE,Unspecified,BRONX,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,,WASHINGTON AVENUE,,,,,,
58911385,2023-09-24T21:48:23.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,11430,JFK,JFK,UNRECOGNIZED,JAMAICA,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-19T14:39:57.000,83 QUEENS,4142600001,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",JOHN F KENNEDY AIRPORT,,,,,,
58912095,2023-09-24T21:48:16.000,2023-10-08T07:50:28.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11226,102 MARTENSE STREET,MARTENSE STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,17 BROOKLYN,3050900014,BROOKLYN,996689,176602,PHONE,Unspecified,BROOKLYN,40.65139962904936,-73.95517202070424,"{'latitude': '40.65139962904936', 'longitude': '-73.95517202070424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58913768,2023-09-24T21:48:16.000,2023-10-08T07:50:29.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11226,102 MARTENSE STREET,MARTENSE STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,17 BROOKLYN,3050900014,BROOKLYN,996689,176602,PHONE,Unspecified,BROOKLYN,40.65139962904936,-73.95517202070424,"{'latitude': '40.65139962904936', 'longitude': '-73.95517202070424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58910428,2023-09-24T21:48:16.000,2023-10-08T07:50:29.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11226,102 MARTENSE STREET,MARTENSE STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,17 BROOKLYN,3050900014,BROOKLYN,996689,176602,PHONE,Unspecified,BROOKLYN,40.65139962904936,-73.95517202070424,"{'latitude': '40.65139962904936', 'longitude': '-73.95517202070424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58913786,2023-09-24T21:48:13.000,2023-10-06T08:28:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11225,693 FLATBUSH AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,09 BROOKLYN,3050480008,BROOKLYN,995352,178346,ONLINE,Unspecified,BROOKLYN,40.6561883049318,-73.95998746314629,"{'latitude': '40.6561883049318', 'longitude': '-73.95998746314629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58911260,2023-09-24T21:48:13.000,2023-09-30T11:39:18.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11225,693 FLATBUSH AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-30T00:00:00.000,09 BROOKLYN,3050480008,BROOKLYN,995352,178346,ONLINE,Unspecified,BROOKLYN,40.6561883049318,-73.95998746314629,"{'latitude': '40.6561883049318', 'longitude': '-73.95998746314629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58910100,2023-09-24T21:48:06.000,2023-09-24T22:22:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,35-08 103 STREET,103 STREET,ADDRESS,CORONA,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T22:22:59.000,03 QUEENS,4017430109,QUEENS,1021641,214191,ONLINE,Unspecified,QUEENS,40.75450227404349,-73.86504076705388,"{'latitude': '40.75450227404349', 'longitude': '-73.86504076705388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,,103 STREET,,,,,,
58915459,2023-09-24T21:47:36.000,2023-09-25T02:06:53.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11385,78-21 82 STREET,82 STREET,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T02:06:55.000,05 QUEENS,4038330037,QUEENS,1021185,196139,MOBILE,Unspecified,QUEENS,40.70495592335567,-73.86678574077166,"{'latitude': '40.70495592335567', 'longitude': '-73.86678574077166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,,82 STREET,,,,,,
58910876,2023-09-24T21:47:33.000,2023-09-24T22:41:05.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11214,1620 80 STREET,80 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T22:41:10.000,11 BROOKLYN,3062830015,BROOKLYN,983399,162622,ONLINE,Unspecified,BROOKLYN,40.6130361849189,-74.00306509246421,"{'latitude': '40.6130361849189', 'longitude': '-74.00306509246421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16 AVENUE,17 AVENUE,16 AVENUE,17 AVENUE,,80 STREET,,,,,,
58909978,2023-09-24T21:47:32.000,2023-09-24T22:01:13.000,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,10040,741 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T22:01:19.000,12 MANHATTAN,1021790625,MANHATTAN,1002382,252368,ONLINE,Unspecified,MANHATTAN,40.85934802213285,-73.93445113045426,"{'latitude': '40.85934802213285', 'longitude': '-73.93445113045426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,MARGARET CORBIN PLAZA,BEND,MARGARET CORBIN PLAZA,,FORT WASHINGTON AVENUE,,,,,,
58915132,2023-09-24T21:47:11.000,2023-09-24T22:17:16.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10310,1000 RICHMOND TERRACE,RICHMOND TERRACE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T22:17:19.000,01 STATEN ISLAND,5000760200,STATEN ISLAND,955180,174312,ONLINE,Snug Harbor Cultural Center,STATEN ISLAND,40.64507510215812,-74.10475328316262,"{'latitude': '40.64507510215812', 'longitude': '-74.10475328316262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELIZABETH EGBERT WAY,COTTAGE ROW,ELIZABETH EGBERT WAY,COTTAGE ROW,,RICHMOND TERRACE,,,,,,
58915858,2023-09-24T21:47:00.000,2023-09-24T22:07:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10032,674 WEST  161 STREET,WEST  161 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-24T22:07:46.000,12 MANHATTAN,1021360120,MANHATTAN,999255,244474,ONLINE,Unspecified,MANHATTAN,40.83768719509005,-73.94577318972136,"{'latitude': '40.83768719509005', 'longitude': '-73.94577318972136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,,WEST  161 STREET,,,,,,
58912791,2023-09-24T21:46:45.000,2023-09-24T21:57:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10031,620 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T21:57:56.000,09 MANHATTAN,1020880043,MANHATTAN,997264,239545,MOBILE,Unspecified,MANHATTAN,40.82416166479311,-73.95297805704422,"{'latitude': '40.82416166479311', 'longitude': '-73.95297805704422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,,WEST  141 STREET,,,,,,
58914695,2023-09-24T21:45:39.000,2023-09-25T02:10:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,79-50 78 AVENUE,78 AVENUE,ADDRESS,RIDGEWOOD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T02:10:11.000,05 QUEENS,4038290071,QUEENS,1020321,196178,MOBILE,Unspecified,QUEENS,40.70506653331605,-73.86990173461557,"{'latitude': '40.70506653331605', 'longitude': '-73.86990173461557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",79 PLACE,80 STREET,79 PLACE,80 STREET,,78 AVENUE,,,,,,
58913412,2023-09-24T21:45:33.000,2023-09-24T23:42:56.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,1825 BRONXDALE AVENUE,BRONXDALE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T23:43:01.000,11 BRONX,2040560080,BRONX,1023021,248020,PHONE,Unspecified,BRONX,40.8473475561099,-73.85986446160487,"{'latitude': '40.8473475561099', 'longitude': '-73.85986446160487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,,BRONXDALE AVENUE,,,,,,
58910470,2023-09-24T21:45:31.000,2023-10-16T07:59:46.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11230,1480 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,14 BROOKLYN,3067120090,BROOKLYN,996322,167457,ONLINE,Unspecified,BROOKLYN,40.62629906949887,-73.95651098626831,"{'latitude': '40.62629906949887', 'longitude': '-73.95651098626831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58913552,2023-09-24T21:45:27.000,2023-09-24T22:10:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,95 LINDEN BOULEVARD,LINDEN BOULEVARD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T22:10:54.000,17 BROOKLYN,3050840097,BROOKLYN,996734,176957,ONLINE,Unspecified,BROOKLYN,40.652373963316116,-73.95500919151641,"{'latitude': '40.652373963316116', 'longitude': '-73.95500919151641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,,LINDEN BOULEVARD,,,,,,
58913659,2023-09-24T21:45:24.000,2023-09-24T21:48:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10016,28 EAST   30 STREET,EAST   30 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T21:48:05.000,05 MANHATTAN,1008590064,MANHATTAN,988527,210751,MOBILE,Unspecified,MANHATTAN,40.74513836661415,-73.98456475397388,"{'latitude': '40.74513836661415', 'longitude': '-73.98456475397388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,,EAST   30 STREET,,,,,,
58911761,2023-09-24T21:45:07.000,2023-09-25T01:55:26.000,NYPD,New York City Police Department,Drinking,In Public,Store/Commercial,11372,71-31 ROOSEVELT AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T01:55:33.000,03 QUEENS,4012820149,QUEENS,1013629,211298,ONLINE,Unspecified,QUEENS,40.74659197645687,-73.89397192055681,"{'latitude': '40.74659197645687', 'longitude': '-73.89397192055681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMTRAK-CONNECTING RAIL LINE,72 STREET,AMTRAK-CONNECTING RAIL LINE,72 STREET,,ROOSEVELT AVENUE,,,,,,
58915088,2023-09-24T21:45:00.000,2023-09-25T02:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Head,,11427,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T02:00:00.000,13 QUEENS,,QUEENS,1058026,208590,UNKNOWN,Unspecified,QUEENS,40.738900280315264,-73.7337746452388,"{'latitude': '40.738900280315264', 'longitude': '-73.7337746452388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,UNION TURNPIKE,WINCHESTER BOULEVARD,,,N/A,,,,,
58910046,2023-09-24T21:44:13.000,2023-09-24T22:40:46.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11214,1641 79 STREET,79 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T22:40:52.000,11 BROOKLYN,3062590060,BROOKLYN,983649,162763,ONLINE,Unspecified,BROOKLYN,40.613423221320815,-74.00216466657011,"{'latitude': '40.613423221320815', 'longitude': '-74.00216466657011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16 AVENUE,NEW UTRECHT AVENUE,16 AVENUE,NEW UTRECHT AVENUE,,79 STREET,,,,,,
58913395,2023-09-24T21:44:02.000,2023-09-24T22:09:03.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10036,505 WEST   47 STREET,WEST   47 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T22:09:06.000,04 MANHATTAN,1010767501,MANHATTAN,985944,217303,ONLINE,Unspecified,MANHATTAN,40.76312281461217,-73.99388488030088,"{'latitude': '40.76312281461217', 'longitude': '-73.99388488030088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMTRAK-NORTHEAST LINE,11 AVENUE,AMTRAK-NORTHEAST LINE,11 AVENUE,,WEST   47 STREET,,,,,,
58912636,2023-09-24T21:44:00.000,2023-09-25T02:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11427,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T02:00:00.000,13 QUEENS,,QUEENS,1058026,208590,UNKNOWN,Unspecified,QUEENS,40.738900280315264,-73.7337746452388,"{'latitude': '40.738900280315264', 'longitude': '-73.7337746452388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,UNION TURNPIKE,WINCHESTER BOULEVARD,,,N/A,,,,,
