unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_company_borough
58797420,2023-09-12T08:13:45.000,2023-09-12T12:47:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11421,90-02 86 ROAD,86 ROAD,ADDRESS,WOODHAVEN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T12:47:44.000,09 QUEENS,4088690001,QUEENS,1024479,192328,MOBILE,Unspecified,QUEENS,40.694481270173426,-73.85492798471508,"{'latitude': '40.694481270173426', 'longitude': '-73.85492798471508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",90 STREET,91 STREET,90 STREET,91 STREET,86 ROAD,,,,,,,,
58790178,2023-09-12T08:13:42.000,2023-09-12T08:35:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11218,3803 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T08:35:51.000,12 BROOKLYN,3052900035,BROOKLYN,987056,173743,MOBILE,Unspecified,BROOKLYN,40.643560584226485,-73.98988885547509,"{'latitude': '40.643560584226485', 'longitude': '-73.98988885547509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38 STREET,39 STREET,38 STREET,39 STREET,FORT HAMILTON PARKWAY,,,,,,,,
58791312,2023-09-12T08:13:29.000,2023-09-15T12:51:58.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10303,439 LISK AVENUE,LISK AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the requested items.,2023-09-14T14:58:03.000,01 STATEN ISLAND,5016700408,STATEN ISLAND,938837,166141,ONLINE,Unspecified,STATEN ISLAND,40.622578757656754,-74.16358992425286,"{'latitude': '40.622578757656754', 'longitude': '-74.16358992425286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SELVIN LOOP,SELVIN LOOP,SELVIN LOOP,SELVIN LOOP,LISK AVENUE,,,,,,,,
58796679,2023-09-12T08:13:23.000,2023-09-13T10:32:57.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11373,43-22 FORLEY STREET,FORLEY STREET,ADDRESS,ELMHURST,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-13T10:33:02.000,04 QUEENS,4015770019,QUEENS,1019341,210490,PHONE,Unspecified,QUEENS,40.74435339972021,-73.87336169687518,"{'latitude': '40.74435339972021', 'longitude': '-73.87336169687518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAMONT AVENUE,43 AVENUE,LAMONT AVENUE,43 AVENUE,FORLEY STREET,,,,,,,,
58795902,2023-09-12T08:13:09.000,2023-09-12T09:14:28.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419,104-72 124 STREET,124 STREET,ADDRESS,SOUTH RICHMOND HILL,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T09:14:33.000,10 QUEENS,4095770034,QUEENS,1034176,189764,PHONE,Unspecified,QUEENS,40.68739430406286,-73.8199781890719,"{'latitude': '40.68739430406286', 'longitude': '-73.8199781890719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,124 STREET,,,,,,,,
58795596,2023-09-12T08:12:48.000,2023-09-14T08:50:04.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11218,768 EAST    2 STREET,EAST    2 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-13T07:27:55.000,14 BROOKLYN,3054087501,BROOKLYN,990841,169642,ONLINE,Unspecified,BROOKLYN,40.632302206930795,-73.97625398731162,"{'latitude': '40.632302206930795', 'longitude': '-73.97625398731162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE F,18 AVENUE,AVENUE F,18 AVENUE,EAST    2 STREET,,,,,,,,
58792788,2023-09-12T08:12:44.000,2023-09-14T08:30:47.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,11231,79 4 PLACE,4 PLACE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-13T13:48:45.000,06 BROOKLYN,3003710051,BROOKLYN,984537,186336,PHONE,Unspecified,BROOKLYN,40.67812603152015,-73.99896528776581,"{'latitude': '40.67812603152015', 'longitude': '-73.99896528776581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CLINTON STREET,COURT STREET,CLINTON STREET,COURT STREET,4 PLACE,,,,,,,,
58799906,2023-09-12T08:12:32.000,2023-09-20T11:38:15.000,DSNY,Department of Sanitation,Dead Animal,Dog,Sidewalk,11221,1222 BROADWAY,BROADWAY,ADDRESS,BROOKLYN,Closed,The Department of Sanitation cleaned the location.,2023-09-13T05:10:04.000,03 BROOKLYN,3016180019,BROOKLYN,1004726,191337,PHONE,Unspecified,BROOKLYN,40.69182895191395,-73.92616332956632,"{'latitude': '40.69182895191395', 'longitude': '-73.92616332956632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VAN BUREN STREET,GREENE AVENUE,VAN BUREN STREET,GREENE AVENUE,BROADWAY,,,,,,,,
58788718,2023-09-12T08:12:31.000,2023-09-12T15:31:38.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11205,MYRTLE AVENUE,MYRTLE AVENUE,INTERSECTION,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-12T15:31:43.000,02 BROOKLYN,,BROOKLYN,992616,191805,PHONE,Unspecified,BROOKLYN,40.69313323619953,-73.96983152922184,"{'latitude': '40.69313323619953', 'longitude': '-73.96983152922184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MYRTLE AVENUE,VANDERBILT AVENUE,MYRTLE AVENUE,VANDERBILT AVENUE,,,,,,,,,
58797287,2023-09-12T08:12:25.000,2023-09-18T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11211,669 GRAND STREET,GRAND STREET,ADDRESS,BROOKLYN,Closed,The City has removed the graffiti from this property.,2023-09-19T15:51:00.000,01 BROOKLYN,3027810028,BROOKLYN,999264,198487,UNKNOWN,Unspecified,BROOKLYN,40.71146497456101,-73.94584341263231,"{'latitude': '40.71146497456101', 'longitude': '-73.94584341263231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,2023-10-12T08:12:25.000,,,,,,
58795678,2023-09-12T08:12:20.000,2023-09-25T10:44:05.000,DSNY,Department of Sanitation,Dumpster Complaint,Blocking Sidewalk or Street,Sidewalk,10018,1385 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T04:48:17.000,05 MANHATTAN,1008130055,MANHATTAN,987744,213474,ONLINE,Unspecified,MANHATTAN,40.75261265969699,-73.98738910435912,"{'latitude': '40.75261265969699', 'longitude': '-73.98738910435912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   37 STREET,WEST   38 STREET,WEST   37 STREET,WEST   38 STREET,BROADWAY,,,,,,,,
58795876,2023-09-12T08:12:04.000,2023-09-12T10:18:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463,16 VAN CORLEAR PLACE,VAN CORLEAR PLACE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T10:18:42.000,08 BRONX,1022150360,BRONX,1008722,258454,MOBILE,Unspecified,BRONX,40.876036932733776,-73.91150922738369,"{'latitude': '40.876036932733776', 'longitude': '-73.91150922738369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FORT CHARLES PLACE,WEST  227 STREET,FORT CHARLES PLACE,WEST  227 STREET,VAN CORLEAR PLACE,,,,,,,,
58798163,2023-09-12T08:11:57.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11236,917 EAST   82 STREET,EAST   82 STREET,ADDRESS,BROOKLYN,In Progress,,,18 BROOKLYN,3080190033,BROOKLYN,1008869,171013,UNKNOWN,Unspecified,BROOKLYN,40.6360335497854,-73.91129785050656,"{'latitude': '40.6360335497854', 'longitude': '-73.91129785050656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLATLANDS AVENUE,AVENUE J,FLATLANDS AVENUE,AVENUE J,EAST   82 STREET,,,,,,,,
58794914,2023-09-12T08:11:55.000,2023-09-13T15:37:09.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,,510 WEST   45 STREET,WEST   45 STREET,ADDRESS,MANHATTAN,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-13T00:00:00.000,Unspecified MANHATTAN,1010737503,MANHATTAN,,,MOBILE,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,
58788817,2023-09-12T08:11:46.000,2023-09-12T08:21:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,28 KOSCIUSZKO STREET,KOSCIUSZKO STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T08:21:17.000,03 BROOKLYN,3017830020,BROOKLYN,997047,190786,ONLINE,Unspecified,BROOKLYN,40.69033101890909,-73.95385492400325,"{'latitude': '40.69033101890909', 'longitude': '-73.95385492400325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SPENCER COURT,NOSTRAND AVENUE,SPENCER COURT,NOSTRAND AVENUE,KOSCIUSZKO STREET,,,,,,,,
58789517,2023-09-12T08:11:46.000,2023-10-02T12:37:15.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11421,91 DRIVE,91 DRIVE,INTERSECTION,,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-10-02T12:37:20.000,09 QUEENS,,QUEENS,1026892,190588,ONLINE,Unspecified,QUEENS,40.689694081632545,-73.84623736394025,"{'latitude': '40.689694081632545', 'longitude': '-73.84623736394025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",91 DRIVE,97 STREET,91 DRIVE,97 STREET,,,,,,,,,
58797722,2023-09-12T08:11:45.000,2023-09-12T08:29:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,180 WATER STREET,WATER STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T08:29:32.000,01 MANHATTAN,1000700032,MANHATTAN,982832,196778,PHONE,Unspecified,MANHATTAN,40.706786799744656,-74.00511446961036,"{'latitude': '40.706786799744656', 'longitude': '-74.00511446961036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLETCHER STREET,JOHN STREET,FLETCHER STREET,JOHN STREET,WATER STREET,,,,,,,,
58791234,2023-09-12T08:11:45.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-14T22:28:39.000,Unspecified MANHATTAN,,MANHATTAN,982510,202631,MOBILE,Unspecified,MANHATTAN,40.72285182843143,-74.0062773782181,"{'latitude': '40.72285182843143', 'longitude': '-74.0062773782181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,1,1 Downtown,,Platform,
58795597,2023-09-12T08:11:44.000,2023-09-14T14:25:45.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11212,87 EAST   93 STREET,EAST   93 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-13T12:18:33.000,17 BROOKLYN,3045960049,BROOKLYN,1004522,180633,ONLINE,Unspecified,BROOKLYN,40.66244936946757,-73.92693115231957,"{'latitude': '40.66244936946757', 'longitude': '-73.92693115231957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEAD END,RUTLAND ROAD,DEAD END,RUTLAND ROAD,EAST   93 STREET,,,,,,,,
58789093,2023-09-12T08:11:41.000,2023-09-12T08:33:25.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,2735 MARION AVENUE,MARION AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T08:33:28.000,07 BRONX,2032880035,BRONX,1015068,254879,ONLINE,Unspecified,BRONX,40.866204783245244,-73.88857855130807,"{'latitude': '40.866204783245244', 'longitude': '-73.88857855130807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  196 STREET,EAST  197 STREET,EAST  196 STREET,EAST  197 STREET,MARION AVENUE,,,,,,,,
58788789,2023-09-12T08:11:26.000,2023-09-12T09:22:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T09:22:58.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,GOLD STREET,,,,,,,,
58795489,2023-09-12T08:11:25.000,2023-09-12T10:57:06.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11412,117 ROAD,117 ROAD,INTERSECTION,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-12T10:57:10.000,12 QUEENS,,QUEENS,1050171,191087,PHONE,Unspecified,QUEENS,40.69092094427125,-73.76229115721634,"{'latitude': '40.69092094427125', 'longitude': '-73.76229115721634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",117 ROAD,FARMERS BOULEVARD,117 ROAD,FARMERS BOULEVARD,,,,,,,,,
58791726,2023-09-12T08:11:25.000,2023-09-12T10:10:27.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11691,BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T10:10:32.000,14 QUEENS,,QUEENS,1048848,156621,PHONE,Unspecified,QUEENS,40.596329289486675,-73.76739185103946,"{'latitude': '40.596329289486675', 'longitude': '-73.76739185103946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEACH CHANNEL DRIVE,SEAGIRT BOULEVARD,BEACH CHANNEL DRIVE,SEAGIRT BOULEVARD,,,,,,,,,
58792777,2023-09-12T08:11:20.000,2023-09-12T11:03:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10463,2701 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T11:03:08.000,08 BRONX,2032560005,BRONX,1010809,256523,MOBILE,Unspecified,BRONX,40.87073090090042,-73.9039702940937,"{'latitude': '40.87073090090042', 'longitude': '-73.9039702940937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST KINGSBRIDGE ROAD,WEST  229 STREET,WEST KINGSBRIDGE ROAD,WEST  229 STREET,KINGSBRIDGE TERRACE,,,,,,,,
58790944,2023-09-12T08:11:19.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11436,123-34 147 STREET,147 STREET,ADDRESS,JAMAICA,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-12T08:59:51.000,12 QUEENS,4120500205,QUEENS,1042112,185399,PHONE,Unspecified,QUEENS,40.67536508181497,-73.7914003576766,"{'latitude': '40.67536508181497', 'longitude': '-73.7914003576766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",123 AVENUE,ROCKAWAY BOULEVARD,123 AVENUE,ROCKAWAY BOULEVARD,147 STREET,,,,,,,,
58793767,2023-09-12T08:11:18.000,2023-09-12T22:03:45.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10461,1950 PILGRIM AVENUE,PILGRIM AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T22:03:47.000,10 BRONX,2042330018,BRONX,1030470,249371,ONLINE,Unspecified,BRONX,40.85101979533287,-73.83293122846652,"{'latitude': '40.85101979533287', 'longitude': '-73.83293122846652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SANTO DONATO PLACE,WILKINSON AVENUE,SANTO DONATO PLACE,WILKINSON AVENUE,PILGRIM AVENUE,,,,,,,,
58791581,2023-09-12T08:11:14.000,2023-09-15T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11206,164 MANHATTAN AVENUE,MANHATTAN AVENUE,ADDRESS,BROOKLYN,Closed,The City has removed the graffiti from this property.,2023-09-19T15:51:00.000,01 BROOKLYN,3030430007,BROOKLYN,999475,197387,UNKNOWN,Unspecified,BROOKLYN,40.708445375525194,-73.94508480794383,"{'latitude': '40.708445375525194', 'longitude': '-73.94508480794383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,2023-10-12T08:11:14.000,,,,,,
58797541,2023-09-12T08:11:13.000,2023-09-12T15:56:16.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11207,375 JAMAICA AVENUE,JAMAICA AVENUE,ADDRESS,BROOKLYN,Closed,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time. All complaints are used for future enforcement planning.,2023-09-12T15:56:20.000,05 BROOKLYN,3038890001,BROOKLYN,1015294,187994,UNKNOWN,Unspecified,BROOKLYN,40.68262243113261,-73.8880704487505,"{'latitude': '40.68262243113261', 'longitude': '-73.8880704487505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WARWICK STREET,ASHFORD STREET,WARWICK STREET,ASHFORD STREET,JAMAICA AVENUE,,,,,,,,
58798513,2023-09-12T08:11:13.000,2023-09-12T12:13:28.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11421,89-19 86 ROAD,86 ROAD,ADDRESS,WOODHAVEN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T12:13:32.000,09 QUEENS,4088720026,QUEENS,1024259,192296,MOBILE,Unspecified,QUEENS,40.694394435022666,-73.85572152747429,"{'latitude': '40.694394435022666', 'longitude': '-73.85572152747429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",89 STREET,90 STREET,89 STREET,90 STREET,86 ROAD,,,,,,,,
58789809,2023-09-12T08:11:02.000,2023-09-27T10:40:36.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,Street,10011,158 8 AVENUE,8 AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Transportation's inspectors could not find the condition you reported. If you would like to pursue the complaint, please check the address and submit a new Service Request.",2023-09-27T10:40:41.000,04 MANHATTAN,1007677501,MANHATTAN,984029,209647,ONLINE,Unspecified,MANHATTAN,40.7421091939343,-74.00079752963795,"{'latitude': '40.7421091939343', 'longitude': '-74.00079752963795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   17 STREET,WEST   18 STREET,WEST   17 STREET,WEST   18 STREET,8 AVENUE,,,,,,,,
58799833,2023-09-12T08:11:00.000,2023-09-12T09:31:31.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10014,315 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-12T09:31:31.000,02 MANHATTAN,1005890036,MANHATTAN,983829,205561,MOBILE,Unspecified,MANHATTAN,40.7308941262643,-74.00151902021926,"{'latitude': '40.7308941262643', 'longitude': '-74.00151902021926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CARMINE STREET,WEST 3 STREET,CARMINE STREET,WEST    3 STREET,AVENUE OF THE AMERICAS,,,,,,,,
58795482,2023-09-12T08:11:00.000,2023-09-12T08:50:41.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10014,315 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-12T08:50:48.000,02 MANHATTAN,1005890036,MANHATTAN,983829,205561,MOBILE,Unspecified,MANHATTAN,40.7308941262643,-74.00151902021926,"{'latitude': '40.7308941262643', 'longitude': '-74.00151902021926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CARMINE STREET,WEST    3 STREET,CARMINE STREET,WEST    3 STREET,AVENUE OF THE AMERICAS,,,,,,,,
58794366,2023-09-12T08:11:00.000,2023-09-20T18:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11230,1311 NEWKIRK AVENUE,NEWKIRK AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T18:00:00.000,14 BROOKLYN,3051990035,BROOKLYN,993993,170547,ONLINE,Unspecified,BROOKLYN,40.63478333369848,-73.96489667626018,"{'latitude': '40.63478333369848', 'longitude': '-73.96489667626018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ARGYLE RD,RUGBY RD,,,,N/A,,,,,,,
58792974,2023-09-12T08:11:00.000,2023-09-12T08:34:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10473,648 SOUNDVIEW AVENUE,SOUNDVIEW AVENUE,ADDRESS,BRONX,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-12T08:34:00.000,09 BRONX,2035580011,BRONX,1022221,237410,ONLINE,Unspecified,BRONX,40.818229672022255,-73.86281606834964,"{'latitude': '40.818229672022255', 'longitude': '-73.86281606834964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TAYLOR AVE,BEACH AVE,,,,,,,,,,,
58790340,2023-09-12T08:10:59.000,2023-09-12T11:12:41.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,1701 71 STREET,71 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T11:12:46.000,11 BROOKLYN,3061710001,BROOKLYN,985460,164032,PHONE,Unspecified,BROOKLYN,40.616906301655064,-73.99564162525373,"{'latitude': '40.616906301655064', 'longitude': '-73.99564162525373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,71 STREET,,,,,,,,
58796800,2023-09-12T08:10:37.000,2023-09-13T16:33:42.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11417,132-23 86 STREET,86 STREET,ADDRESS,OZONE PARK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T16:33:46.000,10 QUEENS,4113490045,QUEENS,1025714,185312,ONLINE,Unspecified,QUEENS,40.67521828090064,-73.85051756673192,"{'latitude': '40.67521828090064', 'longitude': '-73.85051756673192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SUTTER AVENUE,PITKIN AVENUE,SUTTER AVENUE,PITKIN AVENUE,86 STREET,,,,,,,,
58791392,2023-09-12T08:10:34.000,2023-09-14T08:17:49.000,DSNY,Department of Sanitation,Dumpster Complaint,Overflowing,Street,11230,1569 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T06:44:16.000,14 BROOKLYN,3076020006,BROOKLYN,996448,166627,ONLINE,Unspecified,BROOKLYN,40.624020721200885,-73.95605857506642,"{'latitude': '40.624020721200885', 'longitude': '-73.95605857506642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE J,AVENUE K,AVENUE J,AVENUE K,OCEAN AVENUE,,,,,,,,
58789796,2023-09-12T08:10:09.000,2023-09-12T09:13:25.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Sewage Odor,3+ Family Apt. Building,11226,1247 FLATBUSH AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-12T09:13:25.000,14 BROOKLYN,3052100017,BROOKLYN,996716,172432,PHONE,Unspecified,BROOKLYN,40.639953842376634,-73.95508242338659,"{'latitude': '40.639953842376634', 'longitude': '-73.95508242338659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE D,NEWKIRK AVENUE,AVENUE D,NEWKIRK AVENUE,FLATBUSH AVENUE,,,,,,,,
58798500,2023-09-12T08:09:56.000,2023-09-13T04:45:30.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10018,221 WEST   38 STREET,WEST   38 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T04:45:35.000,05 MANHATTAN,1007880036,MANHATTAN,987128,213933,ONLINE,Unspecified,MANHATTAN,40.75387272023813,-73.98961223693314,"{'latitude': '40.75387272023813', 'longitude': '-73.98961223693314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,WEST   38 STREET,,,,,,,,
