unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date,taxi_company_borough,taxi_pick_up_location
58871165,2023-09-21T01:24:59.000,2023-09-21T01:49:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11212,130 POWELL STREET,POWELL STREET,GLENMORE AVENUE,PITKIN AVENUE,GLENMORE AVENUE,PITKIN AVENUE,ADDRESS,BROOKLYN,POWELL STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:49:42.000,16 BROOKLYN,3037090100,BROOKLYN,1010766,183923,ONLINE,Unspecified,BROOKLYN,40.67146318452822,-73.90441221533176,"{'latitude': '40.67146318452822', 'longitude': '-73.90441221533176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878262,2023-09-21T01:24:49.000,2023-09-21T03:38:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10462,801 NEILL AVENUE,NEILL AVENUE,BRONXDALE AVENUE,MATTHEWS AVENUE,BRONXDALE AVENUE,MATTHEWS AVENUE,ADDRESS,BRONX,NEILL AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T03:38:42.000,11 BRONX,2042900008,BRONX,1021742,249105,MOBILE,Unspecified,BRONX,40.85033108044979,-73.86448125859312,"{'latitude': '40.85033108044979', 'longitude': '-73.86448125859312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872367,2023-09-21T01:24:28.000,2023-09-21T01:31:22.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,145 EAST   18 STREET,EAST   18 STREET,TENNIS COURT,ALBEMARLE ROAD,TENNIS COURT,ALBEMARLE ROAD,ADDRESS,BROOKLYN,EAST   18 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-21T01:31:27.000,14 BROOKLYN,3050990068,BROOKLYN,994589,175269,ONLINE,Unspecified,BROOKLYN,40.64774353436826,-73.96274209547084,"{'latitude': '40.64774353436826', 'longitude': '-73.96274209547084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882013,2023-09-21T01:24:07.000,2023-09-28T18:23:30.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11226,1834 CATON AVENUE,CATON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,14 BROOKLYN,3050800007,BROOKLYN,994718,176753,ONLINE,Unspecified,BROOKLYN,40.65181664036495,-73.96227492447909,"{'latitude': '40.65181664036495', 'longitude': '-73.96227492447909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888508,2023-09-21T01:24:07.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10026,114 WEST  116 STREET,WEST  116 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,10 MANHATTAN,1018250041,MANHATTAN,997935,231612,PHONE,Unspecified,MANHATTAN,40.802386781867945,-73.95056978725694,"{'latitude': '40.802386781867945', 'longitude': '-73.95056978725694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884461,2023-09-21T01:24:04.000,2023-11-08T20:44:15.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10039,304 WEST  153 STREET,WEST  153 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-08T00:00:00.000,10 MANHATTAN,1020460063,MANHATTAN,1001292,240926,PHONE,Unspecified,MANHATTAN,40.827945262602455,-73.9384206587809,"{'latitude': '40.827945262602455', 'longitude': '-73.9384206587809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873697,2023-09-21T01:23:56.000,2023-09-21T01:49:55.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11212,POWELL PLAYGROUND,POWELL PLAYGROUND,GLENMORE AVENUE,PITKIN AVENUE,GLENMORE AVENUE,PITKIN AVENUE,UNRECOGNIZED,BROOKLYN,POWELL PLAYGROUND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:49:58.000,16 BROOKLYN,3037090100,BROOKLYN,1010654,183869,ONLINE,Powell Playground,BROOKLYN,40.671315301456914,-73.90481617642027,"{'latitude': '40.671315301456914', 'longitude': '-73.90481617642027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876417,2023-09-21T01:23:00.000,2023-09-21T01:56:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10128,170 EAST   89 STREET,EAST   89 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   89 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:56:19.000,08 MANHATTAN,1015170041,MANHATTAN,997171,223845,ONLINE,Unspecified,MANHATTAN,40.78106961333688,-73.95334429654064,"{'latitude': '40.78106961333688', 'longitude': '-73.95334429654064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880346,2023-09-21T01:21:51.000,2023-09-21T01:39:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,567 WEST  144 STREET,WEST  144 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  144 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:39:42.000,09 MANHATTAN,,MANHATTAN,998144,239955,ONLINE,Unspecified,MANHATTAN,40.82528565774751,-73.94979760907192,"{'latitude': '40.82528565774751', 'longitude': '-73.94979760907192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879605,2023-09-21T01:21:35.000,2023-09-26T10:06:23.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11373,41-71 GLEANE STREET,GLEANE STREET,ELMHURST AVENUE,WHITNEY AVENUE,ELMHURST AVENUE,WHITNEY AVENUE,ADDRESS,ELMHURST,GLEANE STREET,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-26T10:06:27.000,04 QUEENS,4015550052,QUEENS,1018265,210836,ONLINE,Unspecified,QUEENS,40.74530728634904,-73.8772430689922,"{'latitude': '40.74530728634904', 'longitude': '-73.8772430689922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877767,2023-09-21T01:21:26.000,2023-09-21T01:53:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11372,35-14 93 STREET,93 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,93 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:53:34.000,03 QUEENS,4014660010,QUEENS,1019047,213471,ONLINE,Unspecified,QUEENS,40.75253664768009,-73.87440727426518,"{'latitude': '40.75253664768009', 'longitude': '-73.87440727426518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876150,2023-09-21T01:21:14.000,2023-09-21T01:29:24.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:29:28.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879050,2023-09-21T01:21:13.000,2023-09-21T01:43:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11209,8632 3 AVENUE,3 AVENUE,86 STREET,87 STREET,86 STREET,87 STREET,ADDRESS,BROOKLYN,3 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:44:04.000,10 BROOKLYN,,BROOKLYN,975593,166322,ONLINE,Unspecified,BROOKLYN,40.623187727895306,-74.03118512545072,"{'latitude': '40.623187727895306', 'longitude': '-74.03118512545072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890770,2023-09-21T01:21:00.000,2023-09-29T21:45:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11206,,,,,CENTRAL AVENUE,GEORGE STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T21:45:00.000,04 BROOKLYN,,BROOKLYN,1003301,194886,UNKNOWN,Unspecified,BROOKLYN,40.701573310863985,-73.93129185422126,"{'latitude': '40.701573310863985', 'longitude': '-73.93129185422126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877677,2023-09-21T01:21:00.000,2023-09-21T01:48:43.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11229,2330 OCEAN AVENUE,OCEAN AVENUE,AVENUE R,AVENUE S,AVENUE R,AVENUE S,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:48:47.000,15 BROOKLYN,3068250033,BROOKLYN,997447,159676,ONLINE,Unspecified,BROOKLYN,40.6049402333834,-73.95247341700663,"{'latitude': '40.6049402333834', 'longitude': '-73.95247341700663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876927,2023-09-21T01:19:47.000,2023-09-21T04:52:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,87-44 89 STREET,89 STREET,JAMAICA AVENUE,88 AVENUE,JAMAICA AVENUE,88 AVENUE,ADDRESS,WOODHAVEN,89 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T04:52:35.000,09 QUEENS,4089270026,QUEENS,1024366,191455,ONLINE,Unspecified,QUEENS,40.69208560332839,-73.85534067843842,"{'latitude': '40.69208560332839', 'longitude': '-73.85534067843842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872989,2023-09-21T01:19:31.000,2023-09-21T02:38:56.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10301,217A HAMILTON AVENUE,HAMILTON AVENUE,EGMONT PLACE,PHELPS PLACE,EGMONT PLACE,PHELPS PLACE,ADDRESS,STATEN ISLAND,HAMILTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T02:39:00.000,01 STATEN ISLAND,5000220070,STATEN ISLAND,960809,174404,PHONE,Unspecified,STATEN ISLAND,40.64534430972911,-74.08446960485858,"{'latitude': '40.64534430972911', 'longitude': '-74.08446960485858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872457,2023-09-21T01:18:50.000,2023-09-21T02:01:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,131 AVENUE A,AVENUE A,ST MARKS PLACE,EAST    9 STREET,ST MARKS PLACE,EAST    9 STREET,ADDRESS,NEW YORK,AVENUE A,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T02:01:04.000,03 MANHATTAN,1004360034,MANHATTAN,988964,204077,ONLINE,Unspecified,MANHATTAN,40.72681966256707,-73.98299234311288,"{'latitude': '40.72681966256707', 'longitude': '-73.98299234311288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885907,2023-09-21T01:18:41.000,2023-09-28T07:36:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10468,3121 VILLA AVENUE,VILLA AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,07 BRONX,2033220057,BRONX,1015354,258137,PHONE,Unspecified,BRONX,40.87514598606357,-73.88752940510024,"{'latitude': '40.87514598606357', 'longitude': '-73.88752940510024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877670,2023-09-21T01:18:37.000,2023-09-21T01:43:36.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11220,834 62 STREET,62 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,62 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:43:39.000,10 BROOKLYN,3057280020,BROOKLYN,981506,170198,ONLINE,Unspecified,BROOKLYN,40.63383033611589,-74.00988629194552,"{'latitude': '40.63383033611589', 'longitude': '-74.00988629194552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876429,2023-09-21T01:18:13.000,2023-09-21T01:29:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2420 MORRIS AVENUE,MORRIS AVENUE,EAST  184 STREET,EAST FORDHAM ROAD,EAST  184 STREET,EAST FORDHAM ROAD,ADDRESS,BRONX,MORRIS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:29:23.000,05 BRONX,2031730013,BRONX,1011838,252971,ONLINE,Unspecified,BRONX,40.860978589282496,-73.90026435184974,"{'latitude': '40.860978589282496', 'longitude': '-73.90026435184974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884483,2023-09-21T01:18:06.000,2023-09-21T19:25:08.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11220,430 61 STREET,61 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-21T00:00:00.000,07 BROOKLYN,3057910021,BROOKLYN,979210,172348,MOBILE,Unspecified,BROOKLYN,40.63973061905817,-74.01816010111662,"{'latitude': '40.63973061905817', 'longitude': '-74.01816010111662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872955,2023-09-21T01:17:33.000,2023-09-21T04:45:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,84-15 85 DRIVE,85 DRIVE,FOREST PARKWAY,85 STREET,FOREST PARKWAY,85 STREET,ADDRESS,WOODHAVEN,85 DRIVE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T04:45:28.000,09 QUEENS,4088560135,QUEENS,1022743,192292,ONLINE,Unspecified,QUEENS,40.694390179672276,-73.8611884650508,"{'latitude': '40.694390179672276', 'longitude': '-73.8611884650508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887901,2023-09-21T01:17:00.000,2023-09-21T02:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10038,108 JOHN STREET,JOHN STREET,CLIFF ST,PEARL ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T02:30:00.000,01 MANHATTAN,1000690053,MANHATTAN,982622,197129,ONLINE,Unspecified,MANHATTAN,40.707750175671855,-74.0058719865025,"{'latitude': '40.707750175671855', 'longitude': '-74.0058719865025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58871179,2023-09-21T01:16:34.000,2023-09-21T01:34:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,214 WEST  116 STREET,WEST  116 STREET,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  116 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:34:04.000,10 MANHATTAN,1018310040,MANHATTAN,997127,232060,MOBILE,Unspecified,MANHATTAN,40.8036176332812,-73.95348742304014,"{'latitude': '40.8036176332812', 'longitude': '-73.95348742304014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871142,2023-09-21T01:16:24.000,2023-09-21T01:34:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,317 WEST  121 STREET,WEST  121 STREET,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,ADDRESS,NEW YORK,WEST  121 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:34:17.000,10 MANHATTAN,1019480018,MANHATTAN,997004,233654,PHONE,Unspecified,MANHATTAN,40.807992901778086,-73.95392867890718,"{'latitude': '40.807992901778086', 'longitude': '-73.95392867890718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874140,2023-09-21T01:16:17.000,2023-09-21T04:07:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10460,1629 GARFIELD STREET,GARFIELD STREET,BAKER AVENUE,MEAD STREET,BAKER AVENUE,MEAD STREET,ADDRESS,BRONX,GARFIELD STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T04:07:55.000,11 BRONX,2040240024,BRONX,1021064,245888,MOBILE,Unspecified,BRONX,40.841504224148714,-73.86694961834183,"{'latitude': '40.841504224148714', 'longitude': '-73.86694961834183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873681,2023-09-21T01:16:09.000,2023-09-21T01:36:28.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032,2145 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T01:36:32.000,12 MANHATTAN,1021110083,MANHATTAN,1001495,244885,ONLINE,Unspecified,MANHATTAN,40.8388111804014,-73.93767696356736,"{'latitude': '40.8388111804014', 'longitude': '-73.93767696356736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880333,2023-09-21T01:16:02.000,2023-09-21T01:50:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11210,1413 NEW YORK AVENUE,NEW YORK AVENUE,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,NEW YORK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:50:47.000,17 BROOKLYN,3049810001,BROOKLYN,999431,171799,ONLINE,Unspecified,BROOKLYN,40.63821215567179,-73.94530114333179,"{'latitude': '40.63821215567179', 'longitude': '-73.94530114333179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883324,2023-09-21T01:15:05.000,2023-09-27T17:06:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10468,2781 CLAFLIN AVENUE,CLAFLIN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-27T00:00:00.000,08 BRONX,2032490161,BRONX,1011815,256690,PHONE,Unspecified,BRONX,40.87118618020148,-73.90033220346253,"{'latitude': '40.87118618020148', 'longitude': '-73.90033220346253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875066,2023-09-21T01:14:48.000,2023-09-21T01:27:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,101-05 46 AVENUE,46 AVENUE,NICOLLS AVENUE,102 STREET,NICOLLS AVENUE,102 STREET,ADDRESS,CORONA,46 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:27:43.000,04 QUEENS,4016300031,QUEENS,1022239,210913,ONLINE,Unspecified,QUEENS,40.74550245315394,-73.862900864592,"{'latitude': '40.74550245315394', 'longitude': '-73.862900864592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877773,2023-09-21T01:14:47.000,2023-09-21T01:42:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10036,WEST   43 STREET,WEST   43 STREET,STAN BROOKS WAY,11 AVENUE,STAN BROOKS WAY,11 AVENUE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:42:09.000,Unspecified MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,,,,,
58873807,2023-09-21T01:14:40.000,2023-09-21T01:21:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11229,2016 COYLE STREET,COYLE STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,COYLE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:21:22.000,15 BROOKLYN,3073390012,BROOKLYN,1001614,158819,MOBILE,Unspecified,BROOKLYN,40.602580758248756,-73.9374689359185,"{'latitude': '40.602580758248756', 'longitude': '-73.9374689359185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873734,2023-09-21T01:14:19.000,2023-09-21T01:26:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11375,63-09 108 STREET,108 STREET,63 AVENUE,63 ROAD,63 AVENUE,63 ROAD,ADDRESS,FOREST HILLS,108 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-21T01:26:42.000,06 QUEENS,4021670001,QUEENS,1025678,206992,MOBILE,Unspecified,QUEENS,40.734724856034425,-73.85051397139026,"{'latitude': '40.734724856034425', 'longitude': '-73.85051397139026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875082,2023-09-21T01:14:12.000,2023-09-21T01:34:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,1539 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST   98 STREET,EAST   99 STREET,EAST   98 STREET,EAST   99 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:34:27.000,11 MANHATTAN,1016260021,MANHATTAN,998161,226170,ONLINE,Unspecified,MANHATTAN,40.7874496154171,-73.94976474816164,"{'latitude': '40.7874496154171', 'longitude': '-73.94976474816164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880906,2023-09-21T01:14:00.000,2023-09-21T02:50:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11418,91-21 111 STREET,111 STREET,91 AVENUE,ATLANTIC AVENUE,91 AVENUE,ATLANTIC AVENUE,ADDRESS,RICHMOND HILL,111 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T02:50:03.000,09 QUEENS,4093180051,QUEENS,1029827,192078,ONLINE,Unspecified,QUEENS,40.693769153106736,-73.83564400114,"{'latitude': '40.693769153106736', 'longitude': '-73.83564400114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871685,2023-09-21T01:13:28.000,2023-09-21T10:26:49.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11414,155-47 101 STREET,101 STREET,155 AVENUE,157 AVENUE,155 AVENUE,157 AVENUE,ADDRESS,HOWARD BEACH,101 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T10:26:56.000,10 QUEENS,4141450050,QUEENS,1030454,181381,ONLINE,Unspecified,QUEENS,40.66440511305886,-73.83345631083094,"{'latitude': '40.66440511305886', 'longitude': '-73.83345631083094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880917,2023-09-21T01:13:17.000,2023-09-21T10:09:49.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11385,59-14 70 AVENUE,70 AVENUE,FOREST AVENUE,60 STREET,FOREST AVENUE,60 STREET,ADDRESS,RIDGEWOOD,70 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T10:09:56.000,05 QUEENS,4035080009,QUEENS,1011971,194755,PHONE,Unspecified,QUEENS,40.70119083386028,-73.90002373628738,"{'latitude': '40.70119083386028', 'longitude': '-73.90002373628738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876355,2023-09-21T01:12:13.000,2023-09-21T01:31:42.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,528 88 STREET,88 STREET,5 AVENUE,GELSTON AVENUE,5 AVENUE,GELSTON AVENUE,ADDRESS,BROOKLYN,88 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:31:47.000,10 BROOKLYN,3060670032,BROOKLYN,976893,165143,ONLINE,Unspecified,BROOKLYN,40.61995279393342,-74.02650084872462,"{'latitude': '40.61995279393342', 'longitude': '-74.02650084872462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
