unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,status,resolution_description,resolution_action_updated_date,community_board,borough,open_data_channel_type,park_facility_name,park_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,incident_zip,incident_address,street_name,address_type,city,bbl,x_coordinate_state_plane,y_coordinate_state_plane,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,vehicle_type,due_date,taxi_company_borough
58798363,2023-09-12T13:44:50.000,2023-09-13T09:34:00.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-13T09:34:06.000,05 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11385,614 ONDERDONK AVENUE,ONDERDONK AVENUE,ADDRESS,RIDGEWOOD,4034390040,1009553,196094,40.70487331692993,-73.90873925721192,"{'latitude': '40.70487331692993', 'longitude': '-73.90873925721192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GROVE STREET,LINDEN STREET,GROVE STREET,LINDEN STREET,ONDERDONK AVENUE,,,,,
58796867,2023-09-12T13:44:21.000,2023-09-18T15:08:21.000,DOT,Department of Transportation,Street Sign - Dangling,Other/Unknown,Street,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-18T15:08:27.000,01 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11102,32-20 30 AVENUE,30 AVENUE,ADDRESS,ASTORIA,4006160038,1006312,218509,40.76640560689661,-73.92035511265094,"{'latitude': '40.76640560689661', 'longitude': '-73.92035511265094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32 STREET,33 STREET,32 STREET,33 STREET,30 AVENUE,,,,,
58793221,2023-09-12T13:44:12.000,2023-09-12T14:19:58.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T14:20:01.000,01 BRONX,BRONX,MOBILE,Unspecified,BRONX,,,,,10451,15 CANAL PLACE,CANAL PLACE,ADDRESS,BRONX,2023400040,1004339,235632,40.81340832706799,-73.92742652167185,"{'latitude': '40.81340832706799', 'longitude': '-73.92742652167185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  138 STREET,EAST  140 STREET,EAST  138 STREET,EAST  140 STREET,CANAL PLACE,,,,,
58797382,2023-09-12T13:44:03.000,2023-09-12T14:53:41.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T14:53:48.000,Unspecified STATEN ISLAND,STATEN ISLAND,PHONE,Unspecified,STATEN ISLAND,,,,,10314,MAINE AVENUE,MAINE AVENUE,BLOCKFACE,,,,,,,,WARDWELL AVENUE,CLINTON B FISKE AVENUE,WARDWELL AVENUE,CLINTON B FISKE AVENUE,,,,,,
58792322,2023-09-12T13:44:02.000,2023-09-12T14:00:09.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T14:00:12.000,02 STATEN ISLAND,STATEN ISLAND,PHONE,Unspecified,STATEN ISLAND,,,,,10306,572 MIDLAND AVENUE,MIDLAND AVENUE,ADDRESS,STATEN ISLAND,5038140018,958354,147817,40.57236165417461,-74.09321423737818,"{'latitude': '40.57236165417461', 'longitude': '-74.09321423737818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OLYMPIA BOULEVARD,COLONY AVENUE,OLYMPIA BOULEVARD,COLONY AVENUE,MIDLAND AVENUE,,,,,
58791252,2023-09-12T13:44:01.000,2023-09-13T07:22:14.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T07:22:18.000,03 MANHATTAN,MANHATTAN,MOBILE,Unspecified,MANHATTAN,,,,,10003,321 EAST   13 STREET,EAST   13 STREET,ADDRESS,NEW YORK,1004550052,988478,205735,40.73137071314346,-73.98474474239235,"{'latitude': '40.73137071314346', 'longitude': '-73.98474474239235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,EAST   13 STREET,,,,,
58798681,2023-09-12T13:44:00.000,2023-09-14T14:20:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-14T14:20:00.000,04 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11373,51-31 SIMONSON STREET,SIMONSON STREET,ADDRESS,ELMHURST,4024750011,1017118,207706,40.73672056050047,-73.88139777283983,"{'latitude': '40.73672056050047', 'longitude': '-73.88139777283983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,GRAND AVE,,,,,,,,
58792977,2023-09-12T13:44:00.000,2023-09-12T18:05:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-12T18:05:00.000,11 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11365,,,INTERSECTION,QUEENS,,1043878,210169,40.743340933244326,-73.78481436979173,"{'latitude': '40.743340933244326', 'longitude': '-73.78481436979173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,PECK AVENUE,58 AVENUE,,,,,,
58790060,2023-09-12T13:44:00.000,2023-09-12T17:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,2023-09-12T17:30:00.000,04 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11221,1225 BUSHWICK AVENUE,BUSHWICK AVENUE,ADDRESS,BROOKLYN,3033950006,1007773,189880,40.68782225004939,-73.91518090940696,"{'latitude': '40.68782225004939', 'longitude': '-73.91518090940696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HANCOCK ST,WEIRFIELD ST,,,,,,,,
58797098,2023-09-12T13:43:55.000,2023-09-18T11:56:37.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-16T13:00:54.000,03 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11216,272 JEFFERSON AVENUE,JEFFERSON AVENUE,ADDRESS,BROOKLYN,3018340001,999104,188367,40.683688206234194,-73.94644286245885,"{'latitude': '40.683688206234194', 'longitude': '-73.94644286245885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MARCY AVENUE,TOMPKINS AVENUE,MARCY AVENUE,TOMPKINS AVENUE,JEFFERSON AVENUE,,,,,
58799868,2023-09-12T13:43:52.000,2023-09-18T10:56:42.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,Closed,The Department of Sanitation cleaned the location.,2023-09-15T12:27:15.000,02 BROOKLYN,BROOKLYN,MOBILE,Unspecified,BROOKLYN,,,,,11205,40 HALL STREET,HALL STREET,ADDRESS,BROOKLYN,3018750046,993525,193069,40.696601716898435,-73.96655186174736,"{'latitude': '40.696601716898435', 'longitude': '-73.96655186174736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING AVENUE,PARK AVENUE,FLUSHING AVENUE,PARK AVENUE,HALL STREET,,,,,
58795218,2023-09-12T13:43:50.000,2023-10-13T09:01:39.000,DOE,Department of Education,School Maintenance,Other School Condition,School,Closed,The Department of Education completed the work and corrected the condition.,2023-10-13T09:01:43.000,06 BRONX,BRONX,PHONE,P.S. 595,BRONX,,,,,10457,700 EAST  179 STREET,EAST  179 STREET,ADDRESS,BRONX,2030920014,1014735,247776,40.84671034366661,-73.88981480309718,"{'latitude': '40.84671034366661', 'longitude': '-73.88981480309718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CROTONA AVENUE,CLINTON AVENUE,CROTONA AVENUE,CLINTON AVENUE,EAST  179 STREET,,,,,
58792791,2023-09-12T13:43:50.000,2023-09-12T14:09:11.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T14:09:13.000,02 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10014,213 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,1005190030,983331,204257,40.7273149270773,-74.00331568789693,"{'latitude': '40.7273149270773', 'longitude': '-74.00331568789693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHARLTON STREET,KING STREET,CHARLTON STREET,KING STREET,AVENUE OF THE AMERICAS,,,,,
58799193,2023-09-12T13:43:45.000,2023-09-18T12:22:53.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,17 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11226,2713 BEVERLY ROAD,BEVERLY ROAD,ADDRESS,BROOKLYN,3051380035,997771,174271,40.64499995389082,-73.95127735528459,"{'latitude': '40.64499995389082', 'longitude': '-73.95127735528459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58796461,2023-09-12T13:43:45.000,2023-09-18T12:22:52.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,17 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11226,2713 BEVERLY ROAD,BEVERLY ROAD,ADDRESS,BROOKLYN,3051380035,997771,174271,40.64499995389082,-73.95127735528459,"{'latitude': '40.64499995389082', 'longitude': '-73.95127735528459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58797959,2023-09-12T13:43:45.000,2023-09-18T12:22:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,17 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11226,2713 BEVERLY ROAD,BEVERLY ROAD,ADDRESS,BROOKLYN,3051380035,997771,174271,40.64499995389082,-73.95127735528459,"{'latitude': '40.64499995389082', 'longitude': '-73.95127735528459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58793638,2023-09-12T13:43:45.000,2023-09-18T12:22:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,17 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11226,2713 BEVERLY ROAD,BEVERLY ROAD,ADDRESS,BROOKLYN,3051380035,997771,174271,40.64499995389082,-73.95127735528459,"{'latitude': '40.64499995389082', 'longitude': '-73.95127735528459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58790594,2023-09-12T13:43:45.000,2023-09-18T12:22:52.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,17 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11226,2713 BEVERLY ROAD,BEVERLY ROAD,ADDRESS,BROOKLYN,3051380035,997771,174271,40.64499995389082,-73.95127735528459,"{'latitude': '40.64499995389082', 'longitude': '-73.95127735528459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58789272,2023-09-12T13:43:45.000,2023-09-18T12:22:52.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,RADIATOR,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,17 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11226,2713 BEVERLY ROAD,BEVERLY ROAD,ADDRESS,BROOKLYN,3051380035,997771,174271,40.64499995389082,-73.95127735528459,"{'latitude': '40.64499995389082', 'longitude': '-73.95127735528459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58792142,2023-09-12T13:43:45.000,2023-09-18T12:22:53.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,17 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11226,2713 BEVERLY ROAD,BEVERLY ROAD,ADDRESS,BROOKLYN,3051380035,997771,174271,40.64499995389082,-73.95127735528459,"{'latitude': '40.64499995389082', 'longitude': '-73.95127735528459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58795079,2023-09-12T13:43:41.000,2023-11-08T14:40:20.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-08T00:00:00.000,12 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10040,11 HILLSIDE AVENUE,HILLSIDE AVENUE,ADDRESS,NEW YORK,1021700105,1003426,252226,40.858956068940735,-73.93067738095593,"{'latitude': '40.858956068940735', 'longitude': '-73.93067738095593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58799741,2023-09-12T13:43:34.000,2023-10-24T14:17:07.000,DOT,Department of Transportation,Outdoor Dining,Sidewalk Zone Blocked,Sidewalk,Closed,"The Department of Transportation's inspectors could not find the condition you reported. If you would like to pursue the complaint, please check the address and submit a new Service Request.",2023-10-24T14:17:10.000,03 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11372,91-01 ROOSEVELT AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,,1018798,212018,40.74854951003388,-73.87531345291251,"{'latitude': '40.74854951003388', 'longitude': '-73.87531345291251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BENHAM STREET,92 STREET,BENHAM STREET,92 STREET,ROOSEVELT AVENUE,,,,,
58789565,2023-09-12T13:43:34.000,2023-09-12T13:43:34.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-12T13:43:34.000,03 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10459,1130 UNION AVENUE,UNION AVENUE,ADDRESS,BRONX,2026800017,1011912,240614,40.82706203634634,-73.90004780216204,"{'latitude': '40.82706203634634', 'longitude': '-73.90004780216204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST 167 STREET,HOME STREET,EAST  167 STREET,HOME STREET,UNION AVENUE,,,,,
58789461,2023-09-12T13:43:28.000,2023-09-12T21:26:12.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T21:26:17.000,09 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10473,2224 HOMER AVENUE,HOMER AVENUE,ADDRESS,BRONX,2036130042,1026401,238783,40.821979207745805,-73.8477057156485,"{'latitude': '40.821979207745805', 'longitude': '-73.8477057156485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CASTLE HILL AVENUE,HAVEMEYER AVENUE,CASTLE HILL AVENUE,HAVEMEYER AVENUE,HOMER AVENUE,,,,,
58791729,2023-09-12T13:43:27.000,2023-09-12T14:37:18.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T14:37:22.000,06 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11231,25 1 PLACE,1 PLACE,ADDRESS,BROOKLYN,3003550039,984269,187446,40.68117273453932,-73.99993149675738,"{'latitude': '40.68117273453932', 'longitude': '-73.99993149675738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HENRY STREET,CLINTON STREET,HENRY STREET,CLINTON STREET,1 PLACE,,,,,
58799107,2023-09-12T13:43:18.000,2023-09-12T14:38:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T14:38:09.000,01 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10455,728 EAST  149 STREET,EAST  149 STREET,ADDRESS,BRONX,2025790022,1009532,235539,40.813139733113644,-73.90866666350699,"{'latitude': '40.813139733113644', 'longitude': '-73.90866666350699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JACKSON AVENUE,CONCORD AVENUE,JACKSON AVENUE,CONCORD AVENUE,EAST  149 STREET,,,,,
58798360,2023-09-12T13:43:09.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Street,In Progress,,,02 STATEN ISLAND,STATEN ISLAND,ONLINE,Unspecified,STATEN ISLAND,,,,,10304,9 DUNCAN STREET,DUNCAN STREET,ADDRESS,STATEN ISLAND,5008480338,957413,158538,40.6017858467148,-74.09664399821348,"{'latitude': '40.6017858467148', 'longitude': '-74.09664399821348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROME AVENUE,SPARKILL AVENUE,ROME AVENUE,SPARKILL AVENUE,DUNCAN STREET,,,,,
58797539,2023-09-12T13:43:00.000,2023-09-12T19:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Lamp,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-12T19:50:00.000,12 BROOKLYN,BROOKLYN,UNKNOWN,Unspecified,BROOKLYN,,,,,11218,,,INTERSECTION,BROOKLYN,,991053,171816,40.638269214162285,-73.97548800337452,"{'latitude': '40.638269214162285', 'longitude': '-73.97548800337452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,CORTELYOU ROAD,EAST 4 STREET,,,N/A,,,
58794159,2023-09-12T13:42:57.000,2023-09-15T10:05:40.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,Closed,The Department of Sanitation cleaned the location.,2023-09-14T11:52:34.000,13 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11429,111 AVENUE,111 AVENUE,INTERSECTION,,,1059695,196423,40.705490887638646,-73.72788837873111,"{'latitude': '40.705490887638646', 'longitude': '-73.72788837873111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",111 AVENUE,CROSS ISLAND PARKWAY,111 AVENUE,CROSS ISLAND PARKWAY,,,,,,
58798439,2023-09-12T13:42:53.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-13T11:50:04.000,Unspecified MANHATTAN,MANHATTAN,PHONE,Unspecified,MANHATTAN,D,,Greeley Sq & Broadway / PATH (32 St),Entrance,,,,ADDRESS,,,987500,212211,40.74914613689598,-73.98827038405624,"{'latitude': '40.74914613689598', 'longitude': '-73.98827038405624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58792820,2023-09-12T13:42:51.000,2023-09-12T15:01:39.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,Closed,N/A,2023-09-12T15:01:44.000,08 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10468,2710 SEDGWICK AVENUE,SEDGWICK AVENUE,ADDRESS,BRONX,2032480150,1011034,256251,40.869983664652246,-73.90315784672963,"{'latitude': '40.869983664652246', 'longitude': '-73.90315784672963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST KINGSBRIDGE ROAD,WEST  195 STREET,WEST KINGSBRIDGE ROAD,WEST  195 STREET,SEDGWICK AVENUE,,,,,
58797178,2023-09-12T13:42:00.000,2023-09-13T00:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T00:30:00.000,07 MANHATTAN,MANHATTAN,UNKNOWN,Unspecified,MANHATTAN,,,,,10025,,,INTERSECTION,MANHATTAN,,992592,228822,40.79473565229204,-73.96987216442096,"{'latitude': '40.79473565229204', 'longitude': '-73.96987216442096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,AMSTERDAM AVENUE,WEST 97 STREET,,,N/A,,,
58797183,2023-09-12T13:41:42.000,2023-09-12T13:43:42.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,Closed,The Department of Transportation inspected the condition you reported and issued a notice to the responsible party to correct the condition.,2023-09-12T13:43:46.000,06 BROOKLYN,BROOKLYN,UNKNOWN,Unspecified,BROOKLYN,,,,,11217,161 BERKLEY PLACE,BERKLEY PLACE,ADDRESS,BROOKLYN,3009510049,991037,185308,40.67530180646592,-73.97553207442634,"{'latitude': '40.67530180646592', 'longitude': '-73.97553207442634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,BERKELEY PLACE,,,,,
58791160,2023-09-12T13:41:22.000,2023-09-13T14:30:33.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-13T14:30:39.000,02 MANHATTAN,MANHATTAN,PHONE,Unspecified,MANHATTAN,,,,,10014,37 8 AVENUE,8 AVENUE,ADDRESS,NEW YORK,1006260044,983134,208249,40.738271963684376,-74.00402711229799,"{'latitude': '40.738271963684376', 'longitude': '-74.00402711229799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JANE STREET,WEST    4 STREET,JANE STREET,WEST    4 STREET,8 AVENUE,,,,,
58798564,2023-09-12T13:41:06.000,2023-09-13T14:35:36.000,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T07:06:44.000,13 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11413,131-30 231 STREET,231 STREET,ADDRESS,SPRINGFIELD GARDENS,,1057216,186636,40.67864874343744,-73.73693547691877,"{'latitude': '40.67864874343744', 'longitude': '-73.73693547691877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",131 AVENUE,133 AVENUE,131 AVENUE,133 AVENUE,231 STREET,,,,,
58789007,2023-09-12T13:41:00.000,2023-09-12T19:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-12T19:50:00.000,12 BROOKLYN,BROOKLYN,UNKNOWN,Unspecified,BROOKLYN,,,,,11218,,,INTERSECTION,BROOKLYN,,991053,171816,40.638269214162285,-73.97548800337452,"{'latitude': '40.638269214162285', 'longitude': '-73.97548800337452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,CORTELYOU ROAD,EAST 4 STREET,,,N/A,,,
58793248,2023-09-12T13:41:00.000,2023-09-29T07:36:00.000,DOT,Department of Transportation,Street Light Condition,Lamppost Leaning,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T07:36:00.000,05 BROOKLYN,BROOKLYN,UNKNOWN,Unspecified,BROOKLYN,,,,,11208,21 AUTUMN AVENUE,AUTUMN AVENUE,INTERSECTION,BROOKLYN,3041080004,1020007,189768,40.687473866347624,-73.871068273704,"{'latitude': '40.687473866347624', 'longitude': '-73.871068273704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ETNA ST,JAMAICA AVE,AUTUMN AVENUE,ETNA STREET,,,,,,
58796168,2023-09-12T13:41:00.000,2023-09-20T08:04:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-20T08:04:00.000,02 BROOKLYN,BROOKLYN,UNKNOWN,Unspecified,BROOKLYN,,,,,11201,MONTAGUE STREET,MONTAGUE STREET,INTERSECTION,BROOKLYN,,984976,192718,40.69564313405081,-73.99738188693807,"{'latitude': '40.69564313405081', 'longitude': '-73.99738188693807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HICKS STREET,MONTAGUE TERRACE,MONTAGUE STREET,MONTAGUE TERRACE,,,,,,
58795485,2023-09-12T13:40:46.000,2023-09-12T14:26:43.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,Closed,The Police Department visited the location and no Encampment was found.,2023-09-12T14:26:47.000,03 QUEENS,QUEENS,MOBILE,Unspecified,QUEENS,,,,,11372,35-35 95 STREET,95 STREET,ADDRESS,JACKSON HEIGHTS,4014690058,1019564,213563,40.75278711444592,-73.87254078690279,"{'latitude': '40.75278711444592', 'longitude': '-73.87254078690279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,95 STREET,,,,,
