unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,status,resolution_description,resolution_action_updated_date,community_board,borough,open_data_channel_type,park_facility_name,park_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,x_coordinate_state_plane,y_coordinate_state_plane,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,due_date
58940136,2023-09-27T16:24:59.000,2023-09-30T17:23:00.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,03 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11206,641 MARCY AVENUE,MARCY AVENUE,,,,,ADDRESS,BROOKLYN,,998491,191622,40.69262343995924,-73.94864619608698,"{'latitude': '40.69262343995924', 'longitude': '-73.94864619608698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3017710001,,,,,
58940054,2023-09-27T16:24:59.000,2023-09-30T17:23:00.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,03 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11206,641 MARCY AVENUE,MARCY AVENUE,,,,,ADDRESS,BROOKLYN,,998491,191622,40.69262343995924,-73.94864619608698,"{'latitude': '40.69262343995924', 'longitude': '-73.94864619608698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3017710001,,,,,
58940371,2023-09-27T16:24:59.000,2023-11-09T08:03:55.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Trunk Damaged,Street,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-11-09T08:04:01.000,01 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11222,123 NORMAN AVENUE,NORMAN AVENUE,ECKFORD STREET,MCGUINNESS BOULEVARD,ECKFORD STREET,MCGUINNESS BOULEVARD,ADDRESS,BROOKLYN,NORMAN AVENUE,998134,203800,40.726049725146176,-73.94990844475093,"{'latitude': '40.726049725146176', 'longitude': '-73.94990844475093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3026220028,,,,,
58937447,2023-09-27T16:24:59.000,2023-09-30T17:23:01.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,03 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11206,641 MARCY AVENUE,MARCY AVENUE,,,,,ADDRESS,BROOKLYN,,998491,191622,40.69262343995924,-73.94864619608698,"{'latitude': '40.69262343995924', 'longitude': '-73.94864619608698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3017710001,,,,,
58940394,2023-09-27T16:24:53.000,2023-09-27T16:24:53.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-27T16:24:53.000,05 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11385,1883 WOODBINE STREET,WOODBINE STREET,MYRTLE AVENUE LINE,WOODWARD AVENUE,MYRTLE AVENUE LINE,WOODWARD AVENUE,ADDRESS,RIDGEWOOD,WOODBINE STREET,1010526,195800,40.704063520722165,-73.90523107211848,"{'latitude': '40.704063520722165', 'longitude': '-73.90523107211848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4034690049,,,,,
58944681,2023-09-27T16:24:47.000,2023-09-27T19:08:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T19:08:43.000,11 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10469,3227 PEARSALL AVENUE,PEARSALL AVENUE,BURKE AVENUE,EAST GUN HILL ROAD,BURKE AVENUE,EAST GUN HILL ROAD,ADDRESS,BRONX,PEARSALL AVENUE,1025249,256887,40.8716747079884,-73.8517572617227,"{'latitude': '40.8716747079884', 'longitude': '-73.8517572617227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58943969,2023-09-27T16:24:41.000,2023-10-05T09:00:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,11 MANHATTAN,MANHATTAN,PHONE,Unspecified,MANHATTAN,,,,,10035,1982 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,1001075,231442,40.80191475732544,-73.93922853821798,"{'latitude': '40.80191475732544', 'longitude': '-73.93922853821798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1017700158,,,,,
58942675,2023-09-27T16:24:41.000,2023-10-05T09:00:16.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,11 MANHATTAN,MANHATTAN,PHONE,Unspecified,MANHATTAN,,,,,10035,1982 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,1001075,231442,40.80191475732544,-73.93922853821798,"{'latitude': '40.80191475732544', 'longitude': '-73.93922853821798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1017700158,,,,,
58943985,2023-09-27T16:24:41.000,2023-10-05T09:00:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,11 MANHATTAN,MANHATTAN,PHONE,Unspecified,MANHATTAN,,,,,10035,1982 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,1001075,231442,40.80191475732544,-73.93922853821798,"{'latitude': '40.80191475732544', 'longitude': '-73.93922853821798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1017700158,,,,,
58937320,2023-09-27T16:24:02.000,2023-09-27T16:28:11.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-27T16:28:10.000,03 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11216,464 NOSTRAND AVENUE,NOSTRAND AVENUE,JEFFERSON AVENUE,HANCOCK STREET,JEFFERSON AVENUE,HANCOCK STREET,ADDRESS,BROOKLYN,NOSTRAND AVENUE,998084,188132,40.683044837854396,-73.95012102555529,"{'latitude': '40.683044837854396', 'longitude': '-73.95012102555529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939702,2023-09-27T16:24:01.000,2023-09-27T16:44:44.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T16:44:49.000,06 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11231,253 LORRAINE STREET,LORRAINE STREET,COURT STREET,SMITH STREET,COURT STREET,SMITH STREET,ADDRESS,BROOKLYN,LORRAINE STREET,984380,184225,40.67233181562743,-73.99953135573315,"{'latitude': '40.67233181562743', 'longitude': '-73.99953135573315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3004840021,,,,,
58944748,2023-09-27T16:24:00.000,2023-09-27T21:14:22.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T21:14:26.000,07 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11357,815 PARSONS BOULEVARD,PARSONS BOULEVARD,NORTH DRIVE,CENTER DRIVE,NORTH DRIVE,CENTER DRIVE,ADDRESS,WHITESTONE,PARSONS BOULEVARD,1032933,227698,40.791520418788444,-73.82418562205494,"{'latitude': '40.791520418788444', 'longitude': '-73.82418562205494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58943528,2023-09-27T16:23:24.000,2023-09-27T16:43:13.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T16:43:17.000,06 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11231,253 LORRAINE STREET,LORRAINE STREET,COURT STREET,SMITH STREET,COURT STREET,SMITH STREET,ADDRESS,BROOKLYN,LORRAINE STREET,984380,184225,40.67233181562743,-73.99953135573315,"{'latitude': '40.67233181562743', 'longitude': '-73.99953135573315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939158,2023-09-27T16:23:19.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Hours of Operation,Park,In Progress,,,11 MANHATTAN,MANHATTAN,MOBILE,Cherry Tree Park,MANHATTAN,,,,,10029,1785 3 AVENUE,3 AVENUE,EAST   99 STREET,EAST  100 STREET,EAST   99 STREET,EAST  100 STREET,ADDRESS,NEW YORK,3 AVENUE,998704,226103,40.78726484699015,-73.94780401709424,"{'latitude': '40.78726484699015', 'longitude': '-73.94780401709424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1016490001,,,,,
58940622,2023-09-27T16:23:10.000,2023-09-29T10:12:50.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T13:03:36.000,05 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11207,543 SHEFFIELD AVENUE,SHEFFIELD AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,ADDRESS,BROOKLYN,SHEFFIELD AVENUE,1013450,181062,40.6636019364333,-73.8947490388577,"{'latitude': '40.6636019364333', 'longitude': '-73.8947490388577', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3038220006,,,,,
58941273,2023-09-27T16:23:09.000,2023-09-27T18:37:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T18:37:07.000,12 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11412,117-45 FARMERS BOULEVARD,FARMERS BOULEVARD,117 ROAD,118 AVENUE,117 ROAD,118 AVENUE,ADDRESS,SAINT ALBANS,FARMERS BOULEVARD,1050178,191045,40.690805612235096,-73.76226632660949,"{'latitude': '40.690805612235096', 'longitude': '-73.76226632660949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4126000039,,,,,
58935704,2023-09-27T16:23:05.000,2023-09-27T16:28:29.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,Closed,The Department of Transportation inspected the condition you reported and issued a notice to the responsible party to correct the condition.,2023-09-27T16:28:00.000,01 BROOKLYN,BROOKLYN,UNKNOWN,Unspecified,BROOKLYN,,,,,11211,115 AINSLIE STREET,AINSLIE STREET,UNION AVENUE,LORIMER STREET,UNION AVENUE,LORIMER STREET,ADDRESS,BROOKLYN,AINSLIE STREET,998116,198878,40.712540049950476,-73.94998352569658,"{'latitude': '40.712540049950476', 'longitude': '-73.94998352569658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940830,2023-09-27T16:23:00.000,2023-09-27T16:28:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Knocked Over/Missing (WC),,Closed,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T16:28:00.000,08 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11365,71-01 PARSONS BOULEVARD,PARSONS BOULEVARD,71 AVE,72 AVE,,,ADDRESS,FRESH MEADOWS,,1036658,205328,40.73009934988612,-73.81090754397326,"{'latitude': '40.73009934988612', 'longitude': '-73.81090754397326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4067970040,,,,,
58938561,2023-09-27T16:22:58.000,2023-09-27T16:50:18.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T16:50:23.000,08 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11238,679 CLASSON AVENUE,CLASSON AVENUE,BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,ADDRESS,BROOKLYN,CLASSON AVENUE,995545,185945,40.67704562361517,-73.95927914365002,"{'latitude': '40.67704562361517', 'longitude': '-73.95927914365002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3011490004,,,,,
58939703,2023-09-27T16:22:47.000,2023-09-27T16:41:16.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T16:41:19.000,06 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11231,392 HAMILTON AVENUE,HAMILTON AVENUE,LORRAINE STREET,SMITH STREET,LORRAINE STREET,SMITH STREET,ADDRESS,BROOKLYN,HAMILTON AVENUE,984530,184251,40.67240317632321,-73.99899061126828,"{'latitude': '40.67240317632321', 'longitude': '-73.99899061126828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58937999,2023-09-27T16:22:44.000,2023-09-30T06:33:19.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T09:32:15.000,05 BRONX,BRONX,MOBILE,Unspecified,BRONX,,,,,10457,1967 RYER AVENUE,RYER AVENUE,EAST  178 STREET,EAST BURNSIDE AVENUE,EAST  178 STREET,EAST BURNSIDE AVENUE,ADDRESS,BRONX,RYER AVENUE,1011477,249012,40.85011344381366,-73.90158551147044,"{'latitude': '40.85011344381366', 'longitude': '-73.90158551147044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58945174,2023-09-27T16:22:33.000,2023-09-28T20:18:10.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,08 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11432,84-50 169 STREET,169 STREET,,,,,ADDRESS,JAMAICA,,1041001,199889,40.715143852704905,-73.79528355334448,"{'latitude': '40.715143852704905', 'longitude': '-73.79528355334448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4098600040,,,,,
58936350,2023-09-27T16:22:31.000,2023-10-01T10:58:37.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,06 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10458,2380 HUGHES AVENUE,HUGHES AVENUE,,,,,ADDRESS,BRONX,,1015460,250732,40.854821148449716,-73.88718060038383,"{'latitude': '40.854821148449716', 'longitude': '-73.88718060038383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2030740019,,,,,
58940178,2023-09-27T16:22:31.000,2023-10-01T10:58:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,06 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10458,2380 HUGHES AVENUE,HUGHES AVENUE,,,,,ADDRESS,BRONX,,1015460,250732,40.854821148449716,-73.88718060038383,"{'latitude': '40.854821148449716', 'longitude': '-73.88718060038383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2030740019,,,,,
58945103,2023-09-27T16:22:21.000,2023-10-10T09:50:08.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,08 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10463,3045 GODWIN TERRACE,GODWIN TERRACE,,,,,ADDRESS,BRONX,,1010169,259447,40.87875827837968,-73.9062730360959,"{'latitude': '40.87875827837968', 'longitude': '-73.9062730360959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2057030197,,,,,
58942780,2023-09-27T16:22:19.000,2023-10-01T10:14:23.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,12 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10034,98 COOPER STREET,COOPER STREET,,,,,ADDRESS,NEW YORK,,1006040,255774,40.868688186686455,-73.92121605195722,"{'latitude': '40.868688186686455', 'longitude': '-73.92121605195722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1022420026,,,,,
58945147,2023-09-27T16:22:19.000,2023-09-28T20:43:53.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,12 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10034,98 COOPER STREET,COOPER STREET,,,,,ADDRESS,NEW YORK,,1006040,255774,40.868688186686455,-73.92121605195722,"{'latitude': '40.868688186686455', 'longitude': '-73.92121605195722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1022420026,,,,,
58945236,2023-09-27T16:22:19.000,2023-10-01T10:14:23.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,12 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10034,98 COOPER STREET,COOPER STREET,,,,,ADDRESS,NEW YORK,,1006040,255774,40.868688186686455,-73.92121605195722,"{'latitude': '40.868688186686455', 'longitude': '-73.92121605195722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1022420026,,,,,
58938921,2023-09-27T16:22:19.000,2023-10-01T10:14:23.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,12 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10034,98 COOPER STREET,COOPER STREET,,,,,ADDRESS,NEW YORK,,1006040,255774,40.868688186686455,-73.92121605195722,"{'latitude': '40.868688186686455', 'longitude': '-73.92121605195722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1022420026,,,,,
58935870,2023-09-27T16:22:11.000,2023-09-27T16:42:42.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T16:42:45.000,06 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11231,392 HAMILTON AVENUE,HAMILTON AVENUE,LORRAINE STREET,SMITH STREET,LORRAINE STREET,SMITH STREET,ADDRESS,BROOKLYN,HAMILTON AVENUE,984530,184251,40.67240317632321,-73.99899061126828,"{'latitude': '40.67240317632321', 'longitude': '-73.99899061126828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939641,2023-09-27T16:22:10.000,2023-09-27T18:05:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T18:05:12.000,05 BROOKLYN,BROOKLYN,MOBILE,Unspecified,BROOKLYN,,,,,11207,551 LIBERTY AVENUE,LIBERTY AVENUE,HENDRIX STREET,SCHENCK AVENUE,HENDRIX STREET,SCHENCK AVENUE,ADDRESS,BROOKLYN,LIBERTY AVENUE,1014912,185383,40.67545716467558,-73.88945963298164,"{'latitude': '40.67545716467558', 'longitude': '-73.88945963298164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3039630029,,,,,
58938707,2023-09-27T16:22:04.000,2023-09-27T16:34:30.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T16:34:34.000,01 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11211,177 TAYLOR STREET,TAYLOR STREET,BEDFORD AVENUE,LEE AVENUE,BEDFORD AVENUE,LEE AVENUE,ADDRESS,BROOKLYN,TAYLOR STREET,994847,196765,40.70674488580723,-73.96177855989264,"{'latitude': '40.70674488580723', 'longitude': '-73.96177855989264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3021737504,,,,,
58940632,2023-09-27T16:21:57.000,2023-09-28T13:06:46.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,Closed,The Department of Sanitation collected the requested items.,2023-09-28T12:40:46.000,03 STATEN ISLAND,STATEN ISLAND,PHONE,Unspecified,STATEN ISLAND,,,,,10312,188 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,PATTY COURT,GENESEE AVENUE,PATTY COURT,GENESEE AVENUE,ADDRESS,STATEN ISLAND,RIDGEWOOD AVENUE,938658,140384,40.551880134196374,-74.16406095474466,"{'latitude': '40.551880134196374', 'longitude': '-74.16406095474466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5055180178,,,,,
58935771,2023-09-27T16:21:52.000,2023-10-10T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-10T00:00:00.000,03 STATEN ISLAND,STATEN ISLAND,UNKNOWN,Unspecified,STATEN ISLAND,,,,,10309,56 DARNELL LANE,DARNELL LANE,,,,,ADDRESS,STATEN ISLAND,,922199,134639,40.536011361148795,-74.22323508940606,"{'latitude': '40.536011361148795', 'longitude': '-74.22323508940606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5073160014,N/A,,,,
58936820,2023-09-27T16:21:47.000,2023-09-28T06:55:45.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Noise,Street,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T06:55:44.000,07 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10023,15 WEST   72 STREET,WEST   72 STREET,CENTRAL PARK EXIT WEST   72 ST,COLUMBUS AVENUE,CENTRAL PARK EXIT WEST   72 ST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   72 STREET,990592,222254,40.77670990781583,-73.97710153327209,"{'latitude': '40.77670990781583', 'longitude': '-73.97710153327209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938394,2023-09-27T16:21:34.000,2023-09-27T16:41:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T16:41:39.000,06 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11231,620 COURT STREET,COURT STREET,LORRAINE STREET,CREAMER STREET,LORRAINE STREET,CREAMER STREET,ADDRESS,BROOKLYN,COURT STREET,984053,184248,40.67239494423209,-74.0007101769843,"{'latitude': '40.67239494423209', 'longitude': '-74.0007101769843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58936658,2023-09-27T16:21:29.000,2023-09-28T09:22:09.000,DOT,Department of Transportation,Street Sign - Missing,Other/Unknown,Street,Closed,This request required re-assignment to a new DOT unit.,2023-09-28T09:22:15.000,08 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11365,71-01 PARSONS BOULEVARD,PARSONS BOULEVARD,71 AVENUE,72 AVENUE,71 AVENUE,72 AVENUE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,1036658,205328,40.73009934988612,-73.81090754397326,"{'latitude': '40.73009934988612', 'longitude': '-73.81090754397326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4067970040,,,,,
58938964,2023-09-27T16:21:23.000,2023-09-27T16:22:10.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T16:22:13.000,08 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11365,71-01 PARSONS BOULEVARD,PARSONS BOULEVARD,71 AVENUE,72 AVENUE,71 AVENUE,72 AVENUE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,1036658,205328,40.73009934988612,-73.81090754397326,"{'latitude': '40.73009934988612', 'longitude': '-73.81090754397326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4067970040,,,,,
