unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58959099,2023-09-29T09:17:00.000,2023-09-29T09:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11226,3217 CHURCH AVENUE,CHURCH AVENUE,E 32 ST,NEW YORK AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T09:30:00.000,17 BROOKLYN,3048690080,BROOKLYN,998847,176429,PHONE,Unspecified,BROOKLYN,40.65092148759363,-73.94739534247154,"{'latitude': '40.65092148759363', 'longitude': '-73.94739534247154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58959100,2023-09-29T09:17:00.000,2023-09-29T15:45:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11102,25-30 30 ROAD,30 ROAD,CRESCENT ST,29 ST,ADDRESS,ASTORIA,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T15:45:00.000,01 QUEENS,4005770036,QUEENS,1005101,218935,PHONE,Unspecified,QUEENS,40.76757780525987,-73.92472555748579,"{'latitude': '40.76757780525987', 'longitude': '-73.92472555748579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58960704,2023-09-29T09:17:00.000,2023-09-30T13:20:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11224,3485 NEPTUNE AVENUE,NEPTUNE AVENUE,W 33 ST,W 35 ST,ADDRESS,BROOKLYN,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T13:20:00.000,13 BROOKLYN,3069790100,BROOKLYN,983713,149507,ONLINE,Unspecified,BROOKLYN,40.57703817516171,-74.00193309935061,"{'latitude': '40.57703817516171', 'longitude': '-74.00193309935061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58957477,2023-09-29T09:17:00.000,2023-10-01T11:00:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),11214,8301 21 AVENUE,21 AVENUE,83 ST,84 ST,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-10-01T11:00:00.000,11 BROOKLYN,3063300007,BROOKLYN,985820,159661,PHONE,Unspecified,BROOKLYN,40.604908748927826,-73.99434593494713,"{'latitude': '40.604908748927826', 'longitude': '-73.99434593494713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58956003,2023-09-29T09:17:00.000,2023-09-29T14:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11223,166 KINGS HIGHWAY,KINGS HIGHWAY,W 13 ST,W 12 ST,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T14:30:00.000,11 BROOKLYN,3066190042,BROOKLYN,988304,159979,ONLINE,Unspecified,BROOKLYN,40.6057808058,-73.98540007693168,"{'latitude': '40.6057808058', 'longitude': '-73.98540007693168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58966926,2023-09-29T09:17:00.000,2023-09-29T18:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11216,820 MARCY AVENUE,MARCY AVENUE,MONROE ST,MADISON ST,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023-09-29T18:10:00.000,03 BROOKLYN,3018180045,BROOKLYN,998877,189042,PHONE,Unspecified,BROOKLYN,40.685541304791734,-73.94725986135441,"{'latitude': '40.685541304791734', 'longitude': '-73.94725986135441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58965378,2023-09-29T09:17:00.000,2023-09-29T18:30:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11216,1240 BEDFORD AVENUE,BEDFORD AVENUE,HANCOCK ST,HALSEY ST,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023-09-29T18:30:00.000,03 BROOKLYN,3020007501,BROOKLYN,997126,187617,ONLINE,Unspecified,BROOKLYN,40.68163272568132,-73.95357611171455,"{'latitude': '40.68163272568132', 'longitude': '-73.95357611171455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
59438758,2023-09-29T09:16:57.000,2023-09-29T19:50:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11361,200-38 39 AVENUE,39 AVENUE,FRANCIS LEWIS BOULEVARD,203 STREET,ADDRESS,BAYSIDE,Closed,,2023-09-29T19:50:00.000,11 QUEENS,4062020078,QUEENS,1043894,217079,ONLINE,Unspecified,QUEENS,40.76230696674878,-73.78469533727184,"{'latitude': '40.76230696674878', 'longitude': '-73.78469533727184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,FRANCIS LEWIS BOULEVARD,203 STREET,39 AVENUE,,,,,,
58962979,2023-09-29T09:16:57.000,2023-10-13T06:38:36.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11356,119-13 18 AVENUE,18 AVENUE,,,ADDRESS,COLLEGE POINT,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-13T00:00:00.000,07 QUEENS,4040730036,QUEENS,1026243,224663,PHONE,Unspecified,QUEENS,40.78322449069689,-73.84836489063676,"{'latitude': '40.78322449069689', 'longitude': '-73.84836489063676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58956683,2023-09-29T09:16:56.000,2023-10-02T18:04:10.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11226,377 EAST   31 STREET,EAST   31 STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,17 BROOKLYN,3049480056,BROOKLYN,998790,173074,PHONE,Unspecified,BROOKLYN,40.64171283259724,-73.94760799046846,"{'latitude': '40.64171283259724', 'longitude': '-73.94760799046846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58956881,2023-09-29T09:16:55.000,2023-10-02T18:04:09.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11226,377 EAST   31 STREET,EAST   31 STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,17 BROOKLYN,3049480056,BROOKLYN,998790,173074,PHONE,Unspecified,BROOKLYN,40.64171283259724,-73.94760799046846,"{'latitude': '40.64171283259724', 'longitude': '-73.94760799046846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58962980,2023-09-29T09:16:55.000,2023-10-01T17:50:24.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11217,67 HANSON PLACE,HANSON PLACE,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,02 BROOKLYN,3021140001,BROOKLYN,991212,189006,PHONE,Unspecified,BROOKLYN,40.68545184097977,-73.97489735861946,"{'latitude': '40.68545184097977', 'longitude': '-73.97489735861946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58966083,2023-09-29T09:16:53.000,2023-09-30T23:53:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,11222,643 MORGAN AVENUE,MORGAN AVENUE,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,01 BROOKLYN,3026590134,BROOKLYN,1000911,203963,PHONE,Unspecified,BROOKLYN,40.72649232583075,-73.93988901145853,"{'latitude': '40.72649232583075', 'longitude': '-73.93988901145853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
59442250,2023-09-29T09:16:52.000,2023-09-29T12:15:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11357,2-58 149 PLACE,149 PLACE,POWELLS COVE BOULEVARD,3 AVENUE,ADDRESS,WHITESTONE,Closed,,2023-09-29T12:15:00.000,07 QUEENS,4044920064,QUEENS,1034195,230154,PHONE,Unspecified,QUEENS,40.79825441699846,-73.81960976730947,"{'latitude': '40.79825441699846', 'longitude': '-73.81960976730947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,POWELLS COVE BOULEVARD,3 AVENUE,149 PLACE,,,,,,
58963045,2023-09-29T09:16:52.000,2023-10-13T06:38:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11216,817 MARCY AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-13T00:00:00.000,03 BROOKLYN,3018190008,BROOKLYN,998878,189072,PHONE,Unspecified,BROOKLYN,40.68562364626377,-73.94725619055396,"{'latitude': '40.68562364626377', 'longitude': '-73.94725619055396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
59435360,2023-09-29T09:16:52.000,2023-09-30T06:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11218,1573 39 STREET,39 STREET,15 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-30T06:00:00.000,12 BROOKLYN,3053660044,BROOKLYN,989686,171386,PHONE,Unspecified,BROOKLYN,40.637089900384204,-73.98041380887844,"{'latitude': '40.637089900384204', 'longitude': '-73.98041380887844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,15 AVENUE,16 AVENUE,39 STREET,,,,,,
59445718,2023-09-29T09:16:47.000,2023-09-30T11:50:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,11210,4007 AVENUE K,AVENUE K,EAST   40 STREET,ALBANY AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-30T11:50:00.000,18 BROOKLYN,3077880006,BROOKLYN,1001710,167254,PHONE,Unspecified,BROOKLYN,40.62573289656643,-73.9371014104901,"{'latitude': '40.62573289656643', 'longitude': '-73.9371014104901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,EAST   40 STREET,ALBANY AVENUE,AVENUE K,,,,,,
59438839,2023-09-29T09:16:38.000,2023-09-29T18:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11216,1240 BEDFORD AVENUE,BEDFORD AVENUE,HANCOCK STREET,HALSEY STREET,ADDRESS,BROOKLYN,Closed,,2023-09-29T18:30:00.000,03 BROOKLYN,3020007501,BROOKLYN,997126,187617,ONLINE,Unspecified,BROOKLYN,40.68163272568132,-73.95357611171455,"{'latitude': '40.68163272568132', 'longitude': '-73.95357611171455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,HANCOCK STREET,HALSEY STREET,BEDFORD AVENUE,,,,,,
59008468,2023-09-29T09:16:31.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,,,,,,ADDRESS,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-10-11T08:59:41.000,Unspecified MANHATTAN,,MANHATTAN,984792,211030,MOBILE,Unspecified,MANHATTAN,40.74590516936978,-73.9980439561389,"{'latitude': '40.74590516936978', 'longitude': '-73.9980439561389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Subway,,,,,E,,,Passageway,
59456185,2023-09-29T09:16:30.000,2023-09-30T11:15:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11210,4013 AVENUE K,AVENUE K,EAST   40 STREET,ALBANY AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-30T11:15:00.000,18 BROOKLYN,,BROOKLYN,1001721,167255,PHONE,Unspecified,BROOKLYN,40.625735619669406,-73.93706178108353,"{'latitude': '40.625735619669406', 'longitude': '-73.93706178108353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,EAST   40 STREET,ALBANY AVENUE,AVENUE K,,,,,,
59448913,2023-09-29T09:16:25.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Water Supply,11216,770 ST MARKS AVENUE,ST MARKS AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-06T00:00:00.000,08 BROOKLYN,,BROOKLYN,998713,185230,ONLINE,Unspecified,BROOKLYN,40.67507850110179,-73.94785937247916,"{'latitude': '40.67507850110179', 'longitude': '-73.94785937247916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Building-Wide,NOSTRAND AVENUE,NEW YORK AVENUE,ST MARKS AVENUE,,,,,,
59446452,2023-09-29T09:16:23.000,,HPD,Department of Housing Preservation and Development,Appliance,Electric/Gas Range,11212,407 EAST   96 STREET,EAST   96 STREET,LENOX ROAD,WILLMOHR STREET,ADDRESS,BROOKLYN,In Progress,,,17 BROOKLYN,,BROOKLYN,1007070,178934,ONLINE,Unspecified,BROOKLYN,40.65777979040954,-73.91775283943369,"{'latitude': '40.65777979040954', 'longitude': '-73.91775283943369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,LENOX ROAD,WILLMOHR STREET,EAST   96 STREET,,,,,,
59459278,2023-09-29T09:16:22.000,,HPD,Department of Housing Preservation and Development,Safety,Fire Escape,11212,407 EAST   96 STREET,EAST   96 STREET,LENOX ROAD,WILLMOHR STREET,ADDRESS,BROOKLYN,In Progress,,,17 BROOKLYN,,BROOKLYN,1007070,178934,ONLINE,Unspecified,BROOKLYN,40.65777979040954,-73.91775283943369,"{'latitude': '40.65777979040954', 'longitude': '-73.91775283943369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,LENOX ROAD,WILLMOHR STREET,EAST   96 STREET,,,,,,
58977945,2023-09-29T09:16:17.000,2023-10-03T11:24:24.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Inappropriate Behavior,11212,993 CLARKSON AVENUE,CLARKSON AVENUE,REMSEN AVENUE,EAST   91 STREET,ADDRESS,BROOKLYN,Closed,The personnel involved in the incident were counseled and reminded of the proper procedures to follow.,2023-09-30T11:00:55.000,17 BROOKLYN,,BROOKLYN,1005070,179007,PHONE,Unspecified,BROOKLYN,40.6579850877209,-73.9249609504551,"{'latitude': '40.6579850877209', 'longitude': '-73.9249609504551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,REMSEN AVENUE,EAST   91 STREET,CLARKSON AVENUE,,,,,,
59435805,2023-09-29T09:16:11.000,2023-10-13T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11356,119-13 18 AVENUE,18 AVENUE,119 STREET,120 STREET,ADDRESS,COLLEGE POINT,Closed,,2023-10-13T00:00:00.000,07 QUEENS,,QUEENS,1026243,224663,PHONE,Unspecified,QUEENS,40.78322449069689,-73.84836489063676,"{'latitude': '40.78322449069689', 'longitude': '-73.84836489063676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,119 STREET,120 STREET,18 AVENUE,,,,,,
59459406,2023-09-29T09:15:53.000,2023-09-29T09:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11226,3217 CHURCH AVENUE,CHURCH AVENUE,EAST   32 STREET,NEW YORK AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T09:30:00.000,17 BROOKLYN,3048690080,BROOKLYN,998847,176429,PHONE,Unspecified,BROOKLYN,40.65092148759363,-73.94739534247154,"{'latitude': '40.65092148759363', 'longitude': '-73.94739534247154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,EAST   32 STREET,NEW YORK AVENUE,CHURCH AVENUE,,,,,,
58958779,2023-09-29T09:15:51.000,2023-09-29T09:43:12.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,10011,453 WEST   19 STREET,WEST   19 STREET,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T09:43:15.000,04 MANHATTAN,1007170009,MANHATTAN,982909,210616,ONLINE,Unspecified,MANHATTAN,40.74476875800905,-74.0048395019856,"{'latitude': '40.74476875800905', 'longitude': '-74.0048395019856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,9 AVENUE,10 AVENUE,WEST   19 STREET,,,,,,
58957862,2023-09-29T09:15:50.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,10304,653 TODT HILL ROAD,TODT HILL ROAD,,,ADDRESS,STATEN ISLAND,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-02T00:00:00.000,02 STATEN ISLAND,5008770086,STATEN ISLAND,953452,156561,UNKNOWN,Unspecified,STATEN ISLAND,40.59634650597926,-74.11089911627931,"{'latitude': '40.59634650597926', 'longitude': '-74.11089911627931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
59442092,2023-09-29T09:15:45.000,2023-09-30T00:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11230,408 AVENUE O,AVENUE O,EAST    4 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,Closed,,2023-09-30T00:00:00.000,12 BROOKLYN,,BROOKLYN,992508,162141,PHONE,Unspecified,BROOKLYN,40.61171213179376,-73.970257306673,"{'latitude': '40.61171213179376', 'longitude': '-73.970257306673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,EAST    4 STREET,EAST    5 STREET,AVENUE O,,,,,,
59459317,2023-09-29T09:15:44.000,2023-09-29T10:10:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11223,463 AVENUE U,AVENUE U,EAST    4 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,Closed,,2023-09-29T10:10:00.000,15 BROOKLYN,,BROOKLYN,993306,157011,PHONE,Unspecified,BROOKLYN,40.597630549113035,-73.96739004268893,"{'latitude': '40.597630549113035', 'longitude': '-73.96739004268893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,EAST    4 STREET,EAST    5 STREET,AVENUE U,,,,,,
58961686,2023-09-29T09:15:43.000,2023-09-29T09:15:43.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,10457,2023 BELMONT AVENUE,BELMONT AVENUE,,,ADDRESS,BRONX,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-29T00:00:00.000,06 BRONX,2030800041,BRONX,1014518,248102,UNKNOWN,Unspecified,BRONX,40.8476058634718,-73.89059765699113,"{'latitude': '40.8476058634718', 'longitude': '-73.89059765699113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58960795,2023-09-29T09:15:39.000,2023-09-29T18:16:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10452,54 FEATHERBED LANE,FEATHERBED LANE,INWOOD AVENUE,BEND,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T18:16:06.000,05 BRONX,2028650103,BRONX,1007462,247388,MOBILE,Unspecified,BRONX,40.84566751269749,-73.91610370963573,"{'latitude': '40.84566751269749', 'longitude': '-73.91610370963573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,INWOOD AVENUE,BEND,FEATHERBED LANE,,,,,,
59445634,2023-09-29T09:15:38.000,2023-09-29T15:45:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11102,25-30 30 ROAD,30 ROAD,CRESCENT STREET,29 STREET,ADDRESS,ASTORIA,Closed,,2023-09-29T15:45:00.000,01 QUEENS,4005770036,QUEENS,1005101,218935,PHONE,Unspecified,QUEENS,40.76757780525987,-73.92472555748579,"{'latitude': '40.76757780525987', 'longitude': '-73.92472555748579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,CRESCENT STREET,29 STREET,30 ROAD,,,,,,
59449221,2023-09-29T09:15:37.000,2023-09-29T20:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,11366,188-06 UNION TURNPIKE,UNION TURNPIKE,188 STREET,189 STREET,ADDRESS,FRESH MEADOWS,Closed,,2023-09-29T20:40:00.000,08 QUEENS,4072660001,QUEENS,1044953,205039,ONLINE,Unspecified,QUEENS,40.72925308081711,-73.78098121216865,"{'latitude': '40.72925308081711', 'longitude': '-73.78098121216865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,188 STREET,189 STREET,UNION TURNPIKE,,,,,,
59442249,2023-09-29T09:15:30.000,2023-09-30T13:20:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11224,3485 NEPTUNE AVENUE,NEPTUNE AVENUE,WEST   35 STREET,WEST   36 STREET,ADDRESS,BROOKLYN,Closed,,2023-09-30T13:20:00.000,13 BROOKLYN,,BROOKLYN,983713,149507,ONLINE,Unspecified,BROOKLYN,40.57703817516171,-74.00193309935061,"{'latitude': '40.57703817516171', 'longitude': '-74.00193309935061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,WEST   35 STREET,WEST   36 STREET,NEPTUNE AVENUE,,,,,,
59460196,2023-09-29T09:15:24.000,2023-10-13T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,11206,869 PARK AVENUE,PARK AVENUE,MARCUS GARVEY BOULEVARD,BROADWAY,ADDRESS,BROOKLYN,Closed,,2023-10-13T00:00:00.000,03 BROOKLYN,3015797501,BROOKLYN,1000761,193813,ONLINE,Unspecified,BROOKLYN,40.69863328113299,-73.94045508695122,"{'latitude': '40.69863328113299', 'longitude': '-73.94045508695122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,MARCUS GARVEY BOULEVARD,BROADWAY,PARK AVENUE,,,,,,
59449225,2023-09-29T09:15:22.000,2023-10-01T11:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,11214,8301 21 AVENUE,21 AVENUE,83 STREET,84 STREET,ADDRESS,BROOKLYN,Closed,,2023-10-01T11:00:00.000,11 BROOKLYN,,BROOKLYN,985820,159661,PHONE,Unspecified,BROOKLYN,40.604908748927826,-73.99434593494713,"{'latitude': '40.604908748927826', 'longitude': '-73.99434593494713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,83 STREET,84 STREET,21 AVENUE,,,,,,
59435497,2023-09-29T09:15:03.000,2023-10-02T13:05:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,11416,94-39 97 STREET,97 STREET,ATLANTIC AVENUE,95 AVENUE,ADDRESS,OZONE PARK,Closed,,2023-10-02T13:05:00.000,09 QUEENS,,QUEENS,1027086,190025,PHONE,Unspecified,QUEENS,40.68814784160747,-73.8455414011467,"{'latitude': '40.68814784160747', 'longitude': '-73.8455414011467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,ATLANTIC AVENUE,95 AVENUE,97 STREET,,,,,,
59435423,2023-09-29T09:15:03.000,2023-09-29T17:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11223,1964 WEST   11 STREET,WEST   11 STREET,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,Closed,,2023-09-29T17:00:00.000,11 BROOKLYN,,BROOKLYN,989019,157575,PHONE,Unspecified,BROOKLYN,40.59918195870676,-73.98282680020834,"{'latitude': '40.59918195870676', 'longitude': '-73.98282680020834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,AVENUE S,AVENUE T,WEST   11 STREET,,,,,,
59448459,2023-09-29T09:15:02.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,10030,102 WEST  142 STREET,WEST  142 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,Closed,,2023-10-04T00:00:00.000,10 MANHATTAN,,MANHATTAN,1001370,237566,PHONE,Unspecified,MANHATTAN,40.81872286644021,-73.93814738746218,"{'latitude': '40.81872286644021', 'longitude': '-73.93814738746218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,WEST  142 STREET,,,,,,
59452596,2023-09-29T09:14:57.000,2023-09-29T21:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,11361,42-02 217 STREET,217 STREET,DEAD END,43 AVENUE,ADDRESS,BAYSIDE,Closed,,2023-09-29T21:40:00.000,11 QUEENS,,QUEENS,1049215,217453,PHONE,Unspecified,QUEENS,40.763295998624784,-73.76548390880687,"{'latitude': '40.763295998624784', 'longitude': '-73.76548390880687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,DEAD END,43 AVENUE,217 STREET,,,,,,
59453042,2023-09-29T09:14:56.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10030,102 WEST  142 STREET,WEST  142 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,Closed,,2023-10-03T00:00:00.000,10 MANHATTAN,,MANHATTAN,1001370,237566,PHONE,Unspecified,MANHATTAN,40.81872286644021,-73.93814738746218,"{'latitude': '40.81872286644021', 'longitude': '-73.93814738746218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,WEST  142 STREET,,,,,,
