unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction,due_date,taxi_company_borough,taxi_pick_up_location
58866570,2023-09-15T03:32:02.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11216,99 HERKIMER STREET,HERKIMER STREET,BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,HERKIMER STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-15T09:21:35.000,03 BROOKLYN,3018600059,BROOKLYN,998006,186909,MOBILE,Unspecified,BROOKLYN,40.67968810288864,-73.95040475382535,"{'latitude': '40.67968810288864', 'longitude': '-73.95040475382535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866989,2023-09-15T03:31:10.000,2023-09-15T05:16:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11207,215A HIGHLAND BOULEVARD,HIGHLAND BOULEVARD,MILLER AVENUE,BULWER PLACE,MILLER AVENUE,BULWER PLACE,ADDRESS,BROOKLYN,HIGHLAND BOULEVARD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T05:17:05.000,05 BROOKLYN,3038850214,BROOKLYN,1013729,187714,MOBILE,Unspecified,BROOKLYN,40.68185924583066,-73.89371429612123,"{'latitude': '40.68185924583066', 'longitude': '-73.89371429612123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869123,2023-09-15T03:31:07.000,2023-09-15T03:55:36.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11237,455 JEFFERSON STREET,JEFFERSON STREET,SCOTT AVENUE,CYPRESS AVENUE,SCOTT AVENUE,CYPRESS AVENUE,ADDRESS,BROOKLYN,JEFFERSON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:55:43.000,04 BROOKLYN,3031690017,BROOKLYN,1005944,197535,ONLINE,Unspecified,BROOKLYN,40.70883810427304,-73.92175124625676,"{'latitude': '40.70883810427304', 'longitude': '-73.92175124625676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867562,2023-09-15T03:30:49.000,2023-09-15T03:58:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10471,4570 MANHATTAN COLLEGE PARKWAY,MANHATTAN COLLEGE PARKWAY,PEDESTRIAN OVERPASS,WEST  242 STREET,PEDESTRIAN OVERPASS,WEST  242 STREET,ADDRESS,BRONX,MANHATTAN COLLEGE PARKWAY,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-15T03:59:03.000,08 BRONX,2057760605,BRONX,1011825,263298,MOBILE,Unspecified,BRONX,40.88932304405143,-73.90026884372377,"{'latitude': '40.88932304405143', 'longitude': '-73.90026884372377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869086,2023-09-15T03:29:31.000,2023-09-15T04:34:06.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11229,2326 EAST   22 STREET,EAST   22 STREET,AVENUE W,AVENUE X,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,EAST   22 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T04:34:14.000,15 BROOKLYN,3074050114,BROOKLYN,998562,155827,PHONE,Unspecified,BROOKLYN,40.59437377915516,-73.94846610399951,"{'latitude': '40.59437377915516', 'longitude': '-73.94846610399951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870589,2023-09-15T03:29:29.000,2023-09-15T14:04:01.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10029,299 EAST  105 STREET,EAST  105 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST  105 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-15T14:03:08.000,11 MANHATTAN,,MANHATTAN,999962,227136,ONLINE,Unspecified,MANHATTAN,40.79009800739268,-73.9432587386501,"{'latitude': '40.79009800739268', 'longitude': '-73.9432587386501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865543,2023-09-15T03:29:20.000,2023-09-15T04:09:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11229,2330 OCEAN AVENUE,OCEAN AVENUE,AVENUE R,AVENUE S,AVENUE R,AVENUE S,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T04:09:55.000,15 BROOKLYN,3068250033,BROOKLYN,997447,159676,ONLINE,Unspecified,BROOKLYN,40.6049402333834,-73.95247341700663,"{'latitude': '40.6049402333834', 'longitude': '-73.95247341700663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855996,2023-09-15T03:28:08.000,2023-09-15T04:07:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10039,269 WEST  154 STREET,WEST  154 STREET,MACOMBS PLACE,FREDERICK DOUGLASS BOULEVARD,MACOMBS PLACE,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  154 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T04:07:30.000,10 MANHATTAN,1020400005,MANHATTAN,1001674,241016,ONLINE,Unspecified,MANHATTAN,40.82819154150929,-73.93704011167921,"{'latitude': '40.82819154150929', 'longitude': '-73.93704011167921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867666,2023-09-15T03:26:43.000,2023-09-15T03:41:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10002,247 ELDRIDGE STREET,ELDRIDGE STREET,STANTON STREET,EAST HOUSTON STREET,STANTON STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,ELDRIDGE STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T03:41:25.000,03 MANHATTAN,1004220056,MANHATTAN,987133,202611,ONLINE,Unspecified,MANHATTAN,40.72279663460636,-73.9895990422749,"{'latitude': '40.72279663460636', 'longitude': '-73.9895990422749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861858,2023-09-15T03:26:08.000,2023-09-15T03:55:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,1423 DEKALB AVENUE,DEKALB AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T03:55:23.000,04 BROOKLYN,3032350047,BROOKLYN,1005524,194391,ONLINE,Unspecified,BROOKLYN,40.700209587094584,-73.9232760888974,"{'latitude': '40.700209587094584', 'longitude': '-73.9232760888974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58821280,2023-09-15T03:26:00.000,2023-09-25T04:00:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",,11201,55 FLEET STREET,FLEET STREET,FLATBUSH AVENUE EXTENSION,DEAD END,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T04:00:00.000,02 BROOKLYN,3001490100,BROOKLYN,989140,190998,ONLINE,Unspecified,BROOKLYN,40.69092081080677,-73.9823668509261,"{'latitude': '40.69092081080677', 'longitude': '-73.9823668509261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58858280,2023-09-15T03:25:57.000,2023-09-15T05:40:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11385,ST FELIX AVENUE,ST FELIX AVENUE,61 STREET,ST FELIX AVENUE,61 STREET,ST FELIX AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T05:40:32.000,05 QUEENS,,QUEENS,1013721,193280,MOBILE,Unspecified,QUEENS,40.69713665089468,-73.89371879142394,"{'latitude': '40.69713665089468', 'longitude': '-73.89371879142394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859905,2023-09-15T03:25:37.000,2023-09-15T03:32:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:32:44.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868867,2023-09-15T03:25:19.000,2023-09-15T09:13:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,8210 19 AVENUE,19 AVENUE,82 STREET,83 STREET,82 STREET,83 STREET,ADDRESS,BROOKLYN,19 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T09:13:31.000,11 BROOKLYN,3063150034,BROOKLYN,984717,160788,MOBILE,Unspecified,BROOKLYN,40.608002260364394,-73.99831810781541,"{'latitude': '40.608002260364394', 'longitude': '-73.99831810781541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857338,2023-09-15T03:23:52.000,2023-09-15T07:04:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,1119 FOSTER AVENUE,FOSTER AVENUE,CORBIN COURT,WESTMINSTER ROAD,CORBIN COURT,WESTMINSTER ROAD,ADDRESS,BROOKLYN,FOSTER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T07:04:17.000,14 BROOKLYN,3052320029,BROOKLYN,993641,169753,MOBILE,Unspecified,BROOKLYN,40.632604352494795,-73.96616601159204,"{'latitude': '40.632604352494795', 'longitude': '-73.96616601159204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865562,2023-09-15T03:23:17.000,2023-09-15T03:46:28.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11233,320 KINGSBOROUGH    3 WALK,KINGSBOROUGH    3 WALK,PACIFIC STREET,BERGEN STREET,PACIFIC STREET,BERGEN STREET,ADDRESS,BROOKLYN,KINGSBOROUGH    3 WALK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T03:46:33.000,08 BROOKLYN,3013440001,BROOKLYN,1004842,185506,ONLINE,Unspecified,BROOKLYN,40.675823923542566,-73.9257628522692,"{'latitude': '40.675823923542566', 'longitude': '-73.9257628522692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867645,2023-09-15T03:22:26.000,2023-09-15T03:56:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,234 WEST  114 STREET,WEST  114 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  114 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:56:35.000,10 MANHATTAN,1018290050,MANHATTAN,996831,231602,MOBILE,Unspecified,MANHATTAN,40.802360975539656,-73.95455745266254,"{'latitude': '40.802360975539656', 'longitude': '-73.95455745266254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861673,2023-09-15T03:20:57.000,2023-09-15T03:32:33.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11355,132-40 SANFORD AVENUE,SANFORD AVENUE,COLLEGE POINT BOULEVARD,SUMMIT COURT,COLLEGE POINT BOULEVARD,SUMMIT COURT,ADDRESS,FLUSHING,SANFORD AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:32:38.000,07 QUEENS,4051017506,QUEENS,1030821,214461,ONLINE,Unspecified,QUEENS,40.75519976849556,-73.83190463960189,"{'latitude': '40.75519976849556', 'longitude': '-73.83190463960189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869590,2023-09-15T03:20:23.000,2023-09-15T03:27:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,912 KELLY STREET,KELLY STREET,INTERVALE AVENUE,EAST  163 STREET,INTERVALE AVENUE,EAST  163 STREET,ADDRESS,BRONX,KELLY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T03:28:03.000,02 BRONX,2027110005,BRONX,1012998,238049,MOBILE,Unspecified,BRONX,40.82001837563459,-73.89613470850206,"{'latitude': '40.82001837563459', 'longitude': '-73.89613470850206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856131,2023-09-15T03:20:15.000,2023-09-15T03:41:04.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10009,303 EAST   10 STREET,EAST   10 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST   10 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:41:08.000,03 MANHATTAN,1004040054,MANHATTAN,989361,204352,ONLINE,Unspecified,MANHATTAN,40.72757425009621,-73.98155979661824,"{'latitude': '40.72757425009621', 'longitude': '-73.98155979661824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859607,2023-09-15T03:20:07.000,2023-09-15T04:40:10.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11229,2326 EAST   22 STREET,EAST   22 STREET,AVENUE W,AVENUE X,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,EAST   22 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T04:40:14.000,15 BROOKLYN,3074050114,BROOKLYN,998562,155827,PHONE,Unspecified,BROOKLYN,40.59437377915516,-73.94846610399951,"{'latitude': '40.59437377915516', 'longitude': '-73.94846610399951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863705,2023-09-15T03:20:02.000,2023-09-15T03:51:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,265 WEST  114 STREET,WEST  114 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  114 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T03:51:05.000,10 MANHATTAN,1018300011,MANHATTAN,996586,231745,MOBILE,Unspecified,MANHATTAN,40.80275381673463,-73.95544212929333,"{'latitude': '40.80275381673463', 'longitude': '-73.95544212929333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867460,2023-09-15T03:18:55.000,2023-09-15T03:41:49.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11211,285 BEDFORD AVENUE,BEDFORD AVENUE,GRAND STREET,SOUTH    1 STREET,GRAND STREET,SOUTH    1 STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T03:41:53.000,01 BROOKLYN,3023930004,BROOKLYN,994921,199461,MOBILE,Unspecified,BROOKLYN,40.71414467613727,-73.96150738248457,"{'latitude': '40.71414467613727', 'longitude': '-73.96150738248457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58821199,2023-09-15T03:18:31.000,2023-09-15T23:50:27.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10019,12 AVENUE,12 AVENUE,12 AVENUE,WEST   59 STREET,12 AVENUE,WEST   59 STREET,INTERSECTION,,,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-15T23:50:29.000,04 MANHATTAN,,MANHATTAN,986075,220857,PHONE,Unspecified,MANHATTAN,40.772877596081386,-73.99341102231814,"{'latitude': '40.772877596081386', 'longitude': '-73.99341102231814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868439,2023-09-15T03:18:31.000,2023-09-15T04:10:10.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10019,12 AVENUE,12 AVENUE,12 AVENUE,WEST   59 STREET,12 AVENUE,WEST   59 STREET,INTERSECTION,,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-15T04:10:19.000,04 MANHATTAN,,MANHATTAN,986075,220857,PHONE,Unspecified,MANHATTAN,40.772877596081386,-73.99341102231814,"{'latitude': '40.772877596081386', 'longitude': '-73.99341102231814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863816,2023-09-15T03:17:32.000,2023-09-15T03:34:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10002,224 ELDRIDGE STREET,ELDRIDGE STREET,STANTON STREET,EAST HOUSTON STREET,STANTON STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,ELDRIDGE STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T03:34:33.000,03 MANHATTAN,1004170001,MANHATTAN,987039,202354,ONLINE,Unspecified,MANHATTAN,40.72209126188504,-73.98993827122148,"{'latitude': '40.72209126188504', 'longitude': '-73.98993827122148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857281,2023-09-15T03:17:23.000,2023-09-15T04:05:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,1650 EAST   55 STREET,EAST   55 STREET,AVENUE O,FILLMORE AVENUE,AVENUE O,FILLMORE AVENUE,ADDRESS,BROOKLYN,EAST   55 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T04:05:19.000,18 BROOKLYN,3084940050,BROOKLYN,1005968,163830,ONLINE,Unspecified,BROOKLYN,40.61632531881132,-73.92177324674287,"{'latitude': '40.61632531881132', 'longitude': '-73.92177324674287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863765,2023-09-15T03:17:21.000,2023-09-15T03:28:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,915 KELLY STREET,KELLY STREET,INTERVALE AVENUE,EAST  163 STREET,INTERVALE AVENUE,EAST  163 STREET,ADDRESS,BRONX,KELLY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T03:28:18.000,02 BRONX,2027030021,BRONX,1013013,238095,MOBILE,Unspecified,BRONX,40.820144583745694,-73.89608031703187,"{'latitude': '40.820144583745694', 'longitude': '-73.89608031703187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859769,2023-09-15T03:17:10.000,2023-09-15T04:10:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1085 ANDERSON AVENUE,ANDERSON AVENUE,WEST  165 STREET,WEST  166 STREET,WEST  165 STREET,WEST  166 STREET,ADDRESS,BRONX,ANDERSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T04:10:40.000,04 BRONX,2025090018,BRONX,1004839,243265,ONLINE,Unspecified,BRONX,40.83435758782352,-73.92559680203165,"{'latitude': '40.83435758782352', 'longitude': '-73.92559680203165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58827866,2023-09-15T03:17:02.000,2023-09-15T07:53:42.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10029,158 EAST  103 STREET,EAST  103 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST  103 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-15T03:17:02.000,11 MANHATTAN,1016300041,MANHATTAN,998874,227136,ONLINE,Unspecified,MANHATTAN,40.79009987477891,-73.9471878677764,"{'latitude': '40.79009987477891', 'longitude': '-73.9471878677764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865691,2023-09-15T03:16:15.000,2023-09-15T03:37:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,AMSTERDAM AVENUE,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  148 STREET,AMSTERDAM AVENUE,WEST  148 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:37:28.000,09 MANHATTAN,,MANHATTAN,999139,240636,ONLINE,Unspecified,MANHATTAN,40.82715318728578,-73.9462009224613,"{'latitude': '40.82715318728578', 'longitude': '-73.9462009224613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861152,2023-09-15T03:15:49.000,2023-09-15T03:49:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,84-33 90 STREET,90 STREET,PARK LANE SOUTH,85 ROAD,PARK LANE SOUTH,85 ROAD,ADDRESS,WOODHAVEN,90 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T03:49:53.000,09 QUEENS,4088770034,QUEENS,1024305,193125,ONLINE,Unspecified,QUEENS,40.69666963643566,-73.85555071512661,"{'latitude': '40.69666963643566', 'longitude': '-73.85555071512661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861619,2023-09-15T03:15:07.000,2023-09-15T03:42:14.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,11211,272 GRAND STREET,GRAND STREET,ROEBLING STREET,HAVEMEYER STREET,ROEBLING STREET,HAVEMEYER STREET,ADDRESS,BROOKLYN,GRAND STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T03:42:23.000,01 BROOKLYN,3023950002,BROOKLYN,995897,199106,ONLINE,Unspecified,BROOKLYN,40.71316905492738,-73.95798735293334,"{'latitude': '40.71316905492738', 'longitude': '-73.95798735293334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855922,2023-09-15T03:14:10.000,2023-09-15T03:50:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10472,1340 STRATFORD AVENUE,STRATFORD AVENUE,EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,ADDRESS,BRONX,STRATFORD AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:51:03.000,09 BRONX,2038670023,BRONX,1018491,242613,ONLINE,Unspecified,BRONX,40.83252565879467,-73.87626546717489,"{'latitude': '40.83252565879467', 'longitude': '-73.87626546717489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856061,2023-09-15T03:14:03.000,2023-09-15T03:28:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,909 KELLY STREET,KELLY STREET,INTERVALE AVENUE,EAST  163 STREET,INTERVALE AVENUE,EAST  163 STREET,ADDRESS,BRONX,KELLY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T03:28:04.000,02 BRONX,2027030001,BRONX,1012987,238042,MOBILE,Unspecified,BRONX,40.819999198413754,-73.89617448096928,"{'latitude': '40.819999198413754', 'longitude': '-73.89617448096928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865651,2023-09-15T03:12:53.000,2023-09-15T03:27:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,912 KELLY STREET,KELLY STREET,INTERVALE AVENUE,EAST  163 STREET,INTERVALE AVENUE,EAST  163 STREET,ADDRESS,BRONX,KELLY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T03:27:54.000,02 BRONX,2027110005,BRONX,1012998,238049,MOBILE,Unspecified,BRONX,40.82001837563459,-73.89613470850206,"{'latitude': '40.82001837563459', 'longitude': '-73.89613470850206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855843,2023-09-15T03:10:39.000,2023-09-15T03:42:01.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,11211,272 GRAND STREET,GRAND STREET,ROEBLING STREET,HAVEMEYER STREET,ROEBLING STREET,HAVEMEYER STREET,ADDRESS,BROOKLYN,GRAND STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T03:42:05.000,01 BROOKLYN,3023950002,BROOKLYN,995897,199106,ONLINE,Unspecified,BROOKLYN,40.71316905492738,-73.95798735293334,"{'latitude': '40.71316905492738', 'longitude': '-73.95798735293334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
