unique_key,created_date,agency,agency_name,complaint_type,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,descriptor,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,road_ramp,due_date,taxi_pick_up_location
58873567,2023-09-20T00:06:36.000,DOB,Department of Buildings,General Construction/Plumbing,,11364,200-05 53 AVENUE,53 AVENUE,,,,,ADDRESS,OAKLAND GARDENS,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-06T00:00:00.000,11 QUEENS,4073770031,QUEENS,1045737,212168,UNKNOWN,Unspecified,QUEENS,40.74881493950687,-73.77808736023671,"{'latitude': '40.74881493950687', 'longitude': '-73.77808736023671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T00:00:00.000,Fence - None/Inadequate,,,,,,,
58861750,2023-09-20T00:06:12.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11436,117-24 147 STREET,147 STREET,FOCH BOULEVARD,119 AVENUE,FOCH BOULEVARD,119 AVENUE,ADDRESS,JAMAICA,147 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T01:59:58.000,12 QUEENS,4120210018,QUEENS,1041495,187082,ONLINE,Unspecified,QUEENS,40.67998853497458,-73.79361041490598,"{'latitude': '40.67998853497458', 'longitude': '-73.79361041490598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:59:55.000,Loud Music/Party,,,,,,,
58865679,2023-09-20T00:05:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10031,609 WEST  137 STREET,WEST  137 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  137 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T00:38:46.000,09 MANHATTAN,1020860016,MANHATTAN,996811,238612,ONLINE,Unspecified,MANHATTAN,40.82160150021271,-73.9546165744667,"{'latitude': '40.82160150021271', 'longitude': '-73.9546165744667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:38:40.000,Loud Music/Party,,,,,,,
58864171,2023-09-20T00:05:12.000,NYPD,New York City Police Department,Abandoned Vehicle,Street/Sidewalk,11213,712 CROWN STREET,CROWN STREET,SCHENECTADY AVENUE,UTICA AVENUE,SCHENECTADY AVENUE,UTICA AVENUE,ADDRESS,BROOKLYN,CROWN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T00:23:56.000,09 BROOKLYN,3014190006,BROOKLYN,1002613,181687,PHONE,Unspecified,BROOKLYN,40.665346530124594,-73.93380912094888,"{'latitude': '40.665346530124594', 'longitude': '-73.93380912094888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:23:51.000,With License Plate,,,,,,,
58857522,2023-09-20T00:05:05.000,NYPD,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10036,561 10 AVENUE,10 AVENUE,WEST   41 STREET,WEST   42 STREET,WEST   41 STREET,WEST   42 STREET,ADDRESS,NEW YORK,10 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T00:11:05.000,04 MANHATTAN,1010700029,MANHATTAN,985406,215859,PHONE,Unspecified,MANHATTAN,40.75915949209447,-73.99582723864027,"{'latitude': '40.75915949209447', 'longitude': '-73.99582723864027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:11:02.000,Car/Truck Horn,,,,,,,
58879937,2023-09-20T00:05:00.000,DEP,Department of Environmental Protection,Noise,,10019,,,,,WEST 51 STREET,8 AVENUE,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-25T17:29:00.000,04 MANHATTAN,,MANHATTAN,988226,217228,ONLINE,Unspecified,MANHATTAN,40.76291622716406,-73.98564720153576,"{'latitude': '40.76291622716406', 'longitude': '-73.98564720153576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T17:29:00.000,Noise: Construction Before/After Hours (NM1),,,,N/A,,,
58870265,2023-09-20T00:04:22.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11357,144-18 22 AVENUE,22 AVENUE,144 STREET,PARSONS BOULEVARD,144 STREET,PARSONS BOULEVARD,ADDRESS,WHITESTONE,22 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T04:00:31.000,07 QUEENS,4042200031,QUEENS,1032926,223230,MOBILE,Unspecified,QUEENS,40.77925701403085,-73.82424327697895,"{'latitude': '40.77925701403085', 'longitude': '-73.82424327697895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T04:00:27.000,Commercial Overnight Parking,,,,,,,
58863183,2023-09-20T00:04:20.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,10306,321 RUDYARD STREET,RUDYARD STREET,GREELEY AVENUE,DEAD END,GREELEY AVENUE,DEAD END,ADDRESS,STATEN ISLAND,RUDYARD STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T00:47:36.000,02 STATEN ISLAND,5037030056,STATEN ISLAND,955801,148219,MOBILE,Unspecified,STATEN ISLAND,40.57345724037353,-74.1024056008214,"{'latitude': '40.57345724037353', 'longitude': '-74.1024056008214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:47:31.000,Commercial Overnight Parking,,,,,,,
58863730,2023-09-20T00:03:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11357,167-15 CROSS ISLAND PARKWAY,CROSS ISLAND PARKWAY,BURTON STREET,UTOPIA PARKWAY,BURTON STREET,UTOPIA PARKWAY,ADDRESS,WHITESTONE,CROSS ISLAND PARKWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T01:02:23.000,07 QUEENS,4046190042,QUEENS,1040825,225887,ONLINE,Unspecified,QUEENS,40.78650272318439,-73.7956997071146,"{'latitude': '40.78650272318439', 'longitude': '-73.7956997071146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T01:02:20.000,Loud Music/Party,,,,,,,
58859841,2023-09-20T00:03:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11212,365 THATFORD AVENUE,THATFORD AVENUE,THATFORD AVENUE,OSBORN STREET,THATFORD AVENUE,OSBORN STREET,ADDRESS,BROOKLYN,THATFORD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T00:14:30.000,16 BROOKLYN,3035900011,BROOKLYN,1010017,180240,ONLINE,Unspecified,BROOKLYN,40.661356385690354,-73.90712636722496,"{'latitude': '40.661356385690354', 'longitude': '-73.90712636722496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:14:26.000,Loud Music/Party,,,,,,,
58858887,2023-09-20T00:03:54.000,DSNY,Department of Sanitation,Missed Collection,Street,11429,112-25 209 STREET,209 STREET,112 AVENUE,113 AVENUE,112 AVENUE,113 AVENUE,ADDRESS,QUEENS VILLAGE,209 STREET,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-20T10:16:27.000,13 QUEENS,4109860010,QUEENS,1054419,196067,ONLINE,Unspecified,QUEENS,40.7045571674295,-73.74692121719009,"{'latitude': '40.7045571674295', 'longitude': '-73.74692121719009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T10:16:29.000,Trash,,,,,,,
58865133,2023-09-20T00:03:40.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,10306,308 RUDYARD STREET,RUDYARD STREET,GREELEY AVENUE,DEAD END,GREELEY AVENUE,DEAD END,ADDRESS,STATEN ISLAND,RUDYARD STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T00:46:58.000,02 STATEN ISLAND,5037440019,STATEN ISLAND,955851,148279,MOBILE,Unspecified,STATEN ISLAND,40.57362208881299,-74.1022258720099,"{'latitude': '40.57362208881299', 'longitude': '-74.1022258720099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:46:53.000,Commercial Overnight Parking,,,,,,,
58862353,2023-09-20T00:03:26.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Street,11357,145-62 8 AVENUE,8 AVENUE,WHITESTONE EXPRESSWAY,147 STREET,WHITESTONE EXPRESSWAY,147 STREET,ADDRESS,WHITESTONE,8 AVENUE,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-02T09:54:45.000,07 QUEENS,4044570030,QUEENS,1033341,227996,ONLINE,Unspecified,QUEENS,40.7923360897407,-73.82270999175856,"{'latitude': '40.7923360897407', 'longitude': '-73.82270999175856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T09:54:42.000,Blocking Street,,,,,,,
58855423,2023-09-20T00:03:05.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11373,84-25 ELMHURST AVENUE,ELMHURST AVENUE,MACNISH STREET,KETCHAM STREET,MACNISH STREET,KETCHAM STREET,ADDRESS,ELMHURST,ELMHURST AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T00:39:08.000,04 QUEENS,4015187501,QUEENS,1017428,209857,ONLINE,Unspecified,QUEENS,40.742623358424275,-73.88026854854962,"{'latitude': '40.742623358424275', 'longitude': '-73.88026854854962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:39:04.000,Blocked Hydrant,,,,,,,
58862722,2023-09-20T00:03:01.000,DHS,Department of Homeless Services,Homeless Person Assistance,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-27T02:30:52.000,Unspecified BRONX,,BRONX,1012689,255442,MOBILE,Unspecified,BRONX,40.867758030922644,-73.89717734874077,"{'latitude': '40.867758030922644', 'longitude': '-73.89717734874077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T08:00:48.000,,4,,Mezzanine,,,,
58861714,2023-09-20T00:02:42.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,10023,2 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST   72 STREET,WEST   73 STREET,WEST   72 STREET,WEST   73 STREET,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-20T00:14:05.000,07 MANHATTAN,1011840002,MANHATTAN,988232,223607,ONLINE,Unspecified,MANHATTAN,40.78042491391933,-73.98562176267698,"{'latitude': '40.78042491391933', 'longitude': '-73.98562176267698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:14:02.000,Loud Music/Party,,,,,,,
58863699,2023-09-20T00:02:29.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11433,108 AVENUE,108 AVENUE,108 AVENUE,UNION HALL STREET,108 AVENUE,UNION HALL STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T00:42:13.000,12 QUEENS,,QUEENS,1041882,192982,ONLINE,Unspecified,QUEENS,40.69618012390567,-73.79216467105626,"{'latitude': '40.69618012390567', 'longitude': '-73.79216467105626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:42:10.000,Loud Music/Party,,,,,,,
58879929,2023-09-20T00:02:00.000,DEP,Department of Environmental Protection,Noise,,11415,83-30 KEW GARDENS ROAD,KEW GARDENS ROAD,LEFFERTS BLVD,83 DR,,,ADDRESS,KEW GARDENS,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-02T08:04:00.000,09 QUEENS,4033560030,QUEENS,1032163,197952,ONLINE,Unspecified,QUEENS,40.7098795368134,-73.8271783420963,"{'latitude': '40.7098795368134', 'longitude': '-73.8271783420963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T08:04:00.000,"Noise, Barking Dog (NR5)",,,,N/A,,,
58866375,2023-09-20T00:01:52.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,10472,1232 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,GLEASON AVENUE,WESTCHESTER AVENUE,GLEASON AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,ST LAWRENCE AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T08:43:45.000,09 BRONX,2037630021,BRONX,1021041,241983,MOBILE,Unspecified,BRONX,40.83078623724659,-73.86705416252298,"{'latitude': '40.83078623724659', 'longitude': '-73.86705416252298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T08:43:42.000,Commercial Overnight Parking,,,,,,,
58865483,2023-09-20T00:01:35.000,NYPD,New York City Police Department,Noise - Commercial,Store/Commercial,10036,253 WEST   47 STREET,WEST   47 STREET,WEST   47 STREET BIKE PATH,8 AVENUE,WEST   47 STREET BIKE PATH,8 AVENUE,ADDRESS,NEW YORK,WEST   47 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T00:11:52.000,05 MANHATTAN,1010190010,MANHATTAN,988050,216134,MOBILE,Unspecified,MANHATTAN,40.75991355561686,-73.98628315507113,"{'latitude': '40.75991355561686', 'longitude': '-73.98628315507113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:11:49.000,Loud Music/Party,,,,,,,
58858582,2023-09-20T00:01:08.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11413,147 AVENUE,147 AVENUE,147 AVENUE,225 STREET,147 AVENUE,225 STREET,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T03:21:18.000,13 QUEENS,,QUEENS,1051782,179430,PHONE,Unspecified,QUEENS,40.65891308132473,-73.75659877570467,"{'latitude': '40.65891308132473', 'longitude': '-73.75659877570467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:21:10.000,Commercial Overnight Parking,,,,,,,
58858581,2023-09-20T00:00:54.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11223,AVENUE V,AVENUE V,AVENUE V,EAST    7 STREET,AVENUE V,EAST    7 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T02:42:44.000,15 BROOKLYN,,BROOKLYN,994330,156370,ONLINE,Unspecified,BROOKLYN,40.595870028098545,-73.9637036545038,"{'latitude': '40.595870028098545', 'longitude': '-73.9637036545038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T02:42:40.000,Commercial Overnight Parking,,,,,,,
58862733,2023-09-20T00:00:48.000,DHS,Department of Homeless Services,Homeless Person Assistance,Street/Sidewalk,10025,556 WEST  110 STREET,WEST  110 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,CATHEDRAL PARKWAY,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-20T05:40:21.000,07 MANHATTAN,1018810003,MANHATTAN,993632,232164,PHONE,Unspecified,MANHATTAN,40.80390748706629,-73.9661114477225,"{'latitude': '40.80390748706629', 'longitude': '-73.9661114477225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58858567,2023-09-20T00:00:25.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11204,1671 68 STREET,68 STREET,16 AVENUE,17 AVENUE,16 AVENUE,17 AVENUE,ADDRESS,BROOKLYN,68 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T05:59:01.000,11 BROOKLYN,3055670032,BROOKLYN,985609,164910,MOBILE,Unspecified,BROOKLYN,40.61931620775113,-73.99510475609434,"{'latitude': '40.61931620775113', 'longitude': '-73.99510475609434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T05:58:56.000,Blocked Hydrant,,,,,,,
58872314,2023-09-20T00:00:20.000,DOB,Department of Buildings,General Construction/Plumbing,,11212,147 GRAFTON STREET,GRAFTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings reviewed this complaint and referred it to the Department of Environmental Protection for further action.,2023-09-20T00:00:00.000,16 BROOKLYN,3035350006,BROOKLYN,1006933,181488,UNKNOWN,Unspecified,BROOKLYN,40.664790305786,-73.91823801858538,"{'latitude': '40.664790305786', 'longitude': '-73.91823801858538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:00:20.000,Building Permit - None,,,,,,,
58878808,2023-09-20T00:00:19.000,DOB,Department of Buildings,General Construction/Plumbing,,11364,50-52 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,,,,,ADDRESS,OAKLAND GARDENS,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-06T00:00:00.000,11 QUEENS,4073760031,QUEENS,1045497,212622,UNKNOWN,Unspecified,QUEENS,40.75006271663169,-73.778949405389,"{'latitude': '40.75006271663169', 'longitude': '-73.778949405389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T00:00:00.000,Fence - None/Inadequate,,,,,,,
58858616,2023-09-20T00:00:05.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,10452,1350 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,WEST  170 STREET,EDWARD L GRANT HIGHWAY,WEST  170 STREET,EDWARD L GRANT HIGHWAY,ADDRESS,BRONX,SHAKESPEARE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T03:14:53.000,04 BRONX,2025200001,BRONX,1005761,245537,ONLINE,Unspecified,BRONX,40.84059136898749,-73.92225765299706,"{'latitude': '40.84059136898749', 'longitude': '-73.92225765299706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:14:49.000,Banging/Pounding,,,,,,,
58874184,2023-09-20T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,Restaurant/Bar/Deli/Bakery,10020,135 WEST   50 STREET,WEST   50 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   50 STREET,Closed,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  The establishment will be inspected according to its normal schedule for sanitary inspections.,2023-09-26T15:06:45.000,05 MANHATTAN,1010030005,MANHATTAN,989366,216302,ONLINE,Unspecified,MANHATTAN,40.76037400898184,-73.98153266736522,"{'latitude': '40.76037400898184', 'longitude': '-73.98153266736522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:00:01.000,3 or More,,,,,,,
58875512,2023-09-20T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,Other (Explain Below),10037,448 LENOX AVENUE,LENOX AVENUE,WEST 132 STREET,WEST 133 STREET,WEST  132 STREET,WEST  133 STREET,ADDRESS,NEW YORK,LENOX AVENUE,Closed,"The Department of Health and Mental Hygiene regulates restaurants and other establishments that mostly sell food which is prepared on the premises. New York State Agriculture and Markets regulates those establishments that mostly sell pre-packaged food, including supermarkets, bodegas, green markets, fish and meat markets, and delis. This Service Request was referred to the New York State Agriculture and Markets.",2023-09-21T10:17:45.000,10 MANHATTAN,1017300001,MANHATTAN,1000279,235260,ONLINE,Unspecified,MANHATTAN,40.812395590393095,-73.9420945525182,"{'latitude': '40.812395590393095', 'longitude': '-73.9420945525182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:17:51.000,1 or 2,,,,,,,
58876822,2023-09-20T00:00:00.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,Restaurant/Bar/Deli/Bakery,11233,1715 SAINT JOHNS PLACE,SAINT JOHNS PLACE,RALPH AVENUE,HOWARD AVENUE,RALPH AVENUE,HOWARD AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,Closed,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  The establishment will be inspected according to its normal schedule for sanitary inspections.,2023-09-26T15:07:59.000,16 BROOKLYN,3014700043,BROOKLYN,1006457,183381,PHONE,Unspecified,BROOKLYN,40.669987373859435,-73.91994754716275,"{'latitude': '40.669987373859435', 'longitude': '-73.91994754716275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T00:00:01.000,1 or 2,,,,,,,
58870040,2023-09-19T23:59:52.000,NYPD,New York City Police Department,Animal-Abuse,Residential Building/House,11224,2975 WEST   33 STREET,WEST   33 STREET,MERMAID AVENUE,SURF AVENUE,MERMAID AVENUE,SURF AVENUE,ADDRESS,BROOKLYN,WEST   33 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T00:26:52.000,13 BROOKLYN,3070480015,BROOKLYN,984474,148060,ONLINE,Unspecified,BROOKLYN,40.573066457463426,-73.99919368993085,"{'latitude': '40.573066457463426', 'longitude': '-73.99919368993085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:26:48.000,Neglected,,,,,,,
58857513,2023-09-19T23:59:49.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,10467,25 EAST MOSHOLU PARKWAY NORTH,EAST MOSHOLU PARKWAY NORTH,JEROME AVENUE,KOSSUTH AVENUE,JEROME AVENUE,KOSSUTH AVENUE,ADDRESS,BRONX,EAST MOSHOLU PARKWAY NORTH,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T00:54:06.000,07 BRONX,2033260113,BRONX,1016484,259832,ONLINE,Unspecified,BRONX,40.87979417816743,-73.88343522736254,"{'latitude': '40.87979417816743', 'longitude': '-73.88343522736254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:54:01.000,Loud Television,,,,,,,
58858111,2023-09-19T23:59:35.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,RESIDENTIAL BUILDING,11216,1449 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,03 BROOKLYN,3018570033,BROOKLYN,1000073,187039,ONLINE,Unspecified,BROOKLYN,40.680041469847744,-73.9429521843563,"{'latitude': '40.680041469847744', 'longitude': '-73.9429521843563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T16:59:07.000,CEILING,,,,,,,
58862130,2023-09-19T23:59:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,RESIDENTIAL BUILDING,11216,1449 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,03 BROOKLYN,3018570033,BROOKLYN,1000073,187039,ONLINE,Unspecified,BROOKLYN,40.680041469847744,-73.9429521843563,"{'latitude': '40.680041469847744', 'longitude': '-73.9429521843563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T16:59:06.000,SLOW LEAK,,,,,,,
58866027,2023-09-19T23:59:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,RESIDENTIAL BUILDING,11216,1449 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,03 BROOKLYN,3018570033,BROOKLYN,1000073,187039,ONLINE,Unspecified,BROOKLYN,40.680041469847744,-73.9429521843563,"{'latitude': '40.680041469847744', 'longitude': '-73.9429521843563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T16:59:07.000,DAMP SPOT,,,,,,,
58865580,2023-09-19T23:59:17.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11415,83-30 KEW GARDENS ROAD,KEW GARDENS ROAD,83 DRIVE,84 AVENUE,83 DRIVE,84 AVENUE,ADDRESS,KEW GARDENS,KEW GARDENS ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T00:42:33.000,09 QUEENS,4033560030,QUEENS,1032163,197952,ONLINE,Unspecified,QUEENS,40.7098795368134,-73.8271783420963,"{'latitude': '40.7098795368134', 'longitude': '-73.8271783420963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:42:29.000,Loud Music/Party,,,,,,,
58867298,2023-09-19T23:58:54.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11232,417 37 STREET,37 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,37 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T00:30:06.000,07 BROOKLYN,3006970075,BROOKLYN,983041,177318,PHONE,Unspecified,BROOKLYN,40.65337354672939,-74.00435715316154,"{'latitude': '40.65337354672939', 'longitude': '-74.00435715316154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:30:01.000,No Access,,,,,,,
58866392,2023-09-19T23:58:53.000,NYPD,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10461,3229 WESTCHESTER AVENUE,WESTCHESTER AVENUE,CONTINENTAL AVENUE,ST PAUL AVENUE,CONTINENTAL AVENUE,ST PAUL AVENUE,ADDRESS,BRONX,WESTCHESTER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T05:19:16.000,10 BRONX,2042470001,BRONX,1031546,249750,ONLINE,Unspecified,BRONX,40.85205433772875,-73.82903920932816,"{'latitude': '40.85205433772875', 'longitude': '-73.82903920932816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T05:19:13.000,Loud Music/Party,,,,,,,
