unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58825435,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10473,864 OLMSTEAD AVENUE,OLMSTEAD AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-15T12:00:00.000,09 BRONX,2036860003,BRONX,1025087,239694,PHONE,Unspecified,BRONX,40.82448581355442,-73.85244772902671,"{'latitude': '40.82448581355442', 'longitude': '-73.85244772902671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:00:00.000,HERMANY AVENUE,STORY AVENUE,,,,,,,,,,,
58824575,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11414,157-52 88 STREET,88 STREET,ADDRESS,HOWARD BEACH,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-15T12:00:00.000,10 QUEENS,4139670087,QUEENS,1027206,180126,PHONE,Unspecified,QUEENS,40.660976774843306,-73.8451717935232,"{'latitude': '40.660976774843306', 'longitude': '-73.8451717935232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:00:00.000,157 AVENUE,158 AVENUE,,,,,,,,,,,
58813568,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11377,49-01 70 STREET,70 STREET,ADDRESS,WOODSIDE,Closed,"The Department of Sanitation (DSNY) will only remove abandoned motor vehicles (no boats) without license plates from private property.Â  If a motor vehicle is left abandoned on your property, you may ask the DSNY to remove it. Vehicles owned by the property owner are not eligible for this service. The property owner must complete a waiver and email it to customerservice@dsny.nyc.gov.Â  Access to the property is required and there will be a fee for removal.",2023-09-15T12:00:00.000,02 QUEENS,4024360060,QUEENS,1013589,208004,PHONE,Unspecified,QUEENS,40.737550906813965,-73.89413064711685,"{'latitude': '40.737550906813965', 'longitude': '-73.89413064711685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:00:00.000,49 AVENUE,GARFIELD AVENUE,,,,,,,,,,,
58820328,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10459,1386 STEBBINS AVENUE,STEBBINS AVENUE,ADDRESS,BRONX,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-16T12:00:00.000,03 BRONX,2029650005,BRONX,1013558,242704,PHONE,Unspecified,BRONX,40.83279317507239,-73.89409112039476,"{'latitude': '40.83279317507239', 'longitude': '-73.89409112039476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:00:00.000,JENNINGS STREET,EAST 170 STREET,,,,,,,,,,,
58811364,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11413,122-22 193 STREET,193 STREET,ADDRESS,SPRINGFIELD GARDENS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-15T12:00:00.000,12 QUEENS,,QUEENS,1052471,189139,PHONE,Unspecified,QUEENS,40.685556722518925,-73.75401720505143,"{'latitude': '40.685556722518925', 'longitude': '-73.75401720505143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:00:00.000,122 AVENUE,NASHVILLE BOULEVARD,,,,,,,,,,,
58811365,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11421,91-01 95 STREET,95 STREET,ADDRESS,WOODHAVEN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,09 QUEENS,4089920195,QUEENS,1026190,190738,PHONE,Unspecified,QUEENS,40.690109150886094,-73.84876776436111,"{'latitude': '40.690109150886094', 'longitude': '-73.84876776436111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:00:00.000,91 AVENUE,92 AVENUE,,,,DSNY Garage,,,,,,,
58822887,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,INTERSECTION,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-16T12:00:00.000,10 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,2023-09-16T12:00:00.000,,,78 STREET,78 STREET,,,,,,,,,
58820334,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11229,1841 STUART STREET,STUART STREET,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-18T12:00:00.000,15 BROOKLYN,3068410060,BROOKLYN,1000758,160750,PHONE,Unspecified,BROOKLYN,40.60788259389702,-73.94054683394947,"{'latitude': '40.60788259389702', 'longitude': '-73.94054683394947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:00:00.000,AVENUE R,FILLMORE AVENUE,,,,,,,,,,,
58820348,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11208,412 MILFORD STREET,MILFORD STREET,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-19T12:00:00.000,05 BROOKLYN,3044560010,BROOKLYN,1018788,182909,PHONE,Unspecified,BROOKLYN,40.66865232235051,-73.87549885977778,"{'latitude': '40.66865232235051', 'longitude': '-73.87549885977778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:00:00.000,DUMONT AVENUE,HEGEMAN AVENUE,,,,DSNY Garage,,,,,,,
58824572,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11414,151-30 82 STREET,82 STREET,ADDRESS,HOWARD BEACH,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-15T12:00:00.000,10 QUEENS,4114280029,QUEENS,1025155,182437,PHONE,Unspecified,QUEENS,40.667329661444334,-73.85255026800935,"{'latitude': '40.667329661444334', 'longitude': '-73.85255026800935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:00:00.000,151 AVENUE,153 AVENUE,,,,,,,,,,,
58826250,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10002,100 PITT STREET,PITT STREET,ADDRESS,NEW YORK,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-18T12:00:00.000,03 MANHATTAN,1003380001,MANHATTAN,989257,201381,PHONE,Unspecified,MANHATTAN,40.719419634260326,-73.98193723314219,"{'latitude': '40.719419634260326', 'longitude': '-73.98193723314219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:00:00.000,RIVINGTON STREET,STANTON STREET,,,,,,,,,,,
58821171,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11370,83-03 24 AVENUE,24 AVENUE,ADDRESS,EAST ELMHURST,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,03 QUEENS,4010780044,QUEENS,1015856,218008,PHONE,Unspecified,QUEENS,40.765001523207424,-73.8859031997765,"{'latitude': '40.765001523207424', 'longitude': '-73.8859031997765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:00:00.000,83 STREET,85 STREET,,,,,,,,,,,
58822884,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11228,1059 82 STREET,82 STREET,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,10 BROOKLYN,3060020055,BROOKLYN,979558,165011,PHONE,Unspecified,BROOKLYN,40.61959229356869,-74.01690108869613,"{'latitude': '40.61959229356869', 'longitude': '-74.01690108869613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:00:00.000,10 AVENUE,11 AVENUE,,,,,,,,,,,
58823756,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10468,2254 CEDAR AVENUE,CEDAR AVENUE,ADDRESS,BRONX,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-16T12:00:00.000,07 BRONX,2032340006,BRONX,1008530,253125,PHONE,Unspecified,BRONX,40.86141099050807,-73.91222280832875,"{'latitude': '40.86141099050807', 'longitude': '-73.91222280832875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:00:00.000,WEST 182 STREET,WEST FORDHAM ROAD,,,,,,,,,,,
58813567,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,INTERSECTION,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-16T12:00:00.000,12 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,2023-09-16T12:00:00.000,,,WALTHAM STREET,WALTHAM STREET,,,,,,,,,
58821168,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11220,233 61 STREET,61 STREET,ADDRESS,BROOKLYN,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-15T12:00:00.000,07 BROOKLYN,3057800066,BROOKLYN,977991,173322,PHONE,Unspecified,BROOKLYN,40.64240326264225,-74.02255329881878,"{'latitude': '40.64240326264225', 'longitude': '-74.02255329881878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:00:00.000,2 AVENUE,GOWANUS EXPWY EB EN 3 AVE,,,,,,,,,,,
58822037,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10467,3800 JEROME AVENUE,JEROME AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-19T12:00:00.000,12 BRONX,,BRONX,1017355,264388,PHONE,Unspecified,BRONX,40.89229573344813,-73.88026299579899,"{'latitude': '40.89229573344813', 'longitude': '-73.88026299579899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:00:00.000,UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET 13,,,,,,,,,,,
58822900,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11216,1434 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-19T12:00:00.000,08 BROOKLYN,3012310047,BROOKLYN,997058,184892,PHONE,Unspecified,BROOKLYN,40.67415331647757,-73.95382646167931,"{'latitude': '40.67415331647757', 'longitude': '-73.95382646167931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:00:00.000,PROSPECT PLACE,PARK PLACE,,,,DSNY Garage,,,,,,,
58823744,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10468,2415 CRESTON AVENUE,CRESTON AVENUE,ADDRESS,BRONX,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,05 BRONX,2031730048,BRONX,1012106,252847,PHONE,Unspecified,BRONX,40.86063740526472,-73.8992959992108,"{'latitude': '40.86063740526472', 'longitude': '-73.8992959992108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:00:00.000,EAST 184 STREET,EAST 188 STREET,,,,DSNY Garage,,,,,,,
58824571,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10472,1256 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,ADDRESS,BRONX,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,09 BRONX,2037850011,BRONX,1020724,242281,PHONE,Unspecified,BRONX,40.831605475597776,-73.86819803347444,"{'latitude': '40.831605475597776', 'longitude': '-73.86819803347444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:00:00.000,WESTCHESTER AVENUE,EAST 172 STREET,,,,,,,,,,,
58821170,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,INTERSECTION,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,10 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,2023-09-15T12:00:00.000,,,77 STREET,77 STREET,,,,,,,,,
58822893,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,INTERSECTION,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-18T12:00:00.000,11 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,2023-09-18T12:00:00.000,,,BAY 17 STREET,BAY 17 STREET,,,,,,,,,
58824567,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11368,100-11 39 AVENUE,39 AVENUE,ADDRESS,CORONA,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-15T12:00:00.000,03 QUEENS,4017660053,QUEENS,1021533,212546,PHONE,Unspecified,QUEENS,40.749987626944524,-73.86543970278372,"{'latitude': '40.749987626944524', 'longitude': '-73.86543970278372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:00:00.000,99 STREET,102 STREET,,,,,,,,,,,
58822045,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10452,1441 EDWARD L GRANT HIGHWAY,EDWARD L GRANT HIGHWAY,ADDRESS,BRONX,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-16T12:00:00.000,04 BRONX,2025220098,BRONX,1005565,246483,PHONE,Unspecified,BRONX,40.84318833698711,-73.92296300439696,"{'latitude': '40.84318833698711', 'longitude': '-73.92296300439696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:00:00.000,PLIMPTON AVENUE,UNIVERSITY AVENUE,,,,,,,,,,,
58815862,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11377,49-01 70 STREET,70 STREET,ADDRESS,WOODSIDE,Closed,"The Department of Sanitation (DSNY) will only remove abandoned motor vehicles (no boats) without license plates from private property.Â  If a motor vehicle is left abandoned on your property, you may ask the DSNY to remove it. Vehicles owned by the property owner are not eligible for this service. The property owner must complete a waiver and email it to customerservice@dsny.nyc.gov.Â  Access to the property is required and there will be a fee for removal.",2023-09-15T12:00:00.000,02 QUEENS,4024360060,QUEENS,1013589,208004,PHONE,Unspecified,QUEENS,40.737550906813965,-73.89413064711685,"{'latitude': '40.737550906813965', 'longitude': '-73.89413064711685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:00:00.000,49 AVENUE,GARFIELD AVENUE,,,,,,,,,,,
58825447,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10459,936 EAST  169 STREET,EAST  169 STREET,ADDRESS,BRONX,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-18T12:00:00.000,02 BRONX,2027180075,BRONX,1013811,240567,PHONE,Unspecified,BRONX,40.82692688334152,-73.89318628407666,"{'latitude': '40.82692688334152', 'longitude': '-73.89318628407666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:00:00.000,FOX STREET,EAST 167 STREET,,,,DSNY Garage,,,,,,,
58820321,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10457,1861 CARTER AVENUE,CARTER AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-15T12:00:00.000,05 BRONX,2028920044,BRONX,1011364,247941,PHONE,Unspecified,BRONX,40.84717421457188,-73.90199829102849,"{'latitude': '40.84717421457188', 'longitude': '-73.90199829102849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:00:00.000,EAST 176 STREET,EAST TREMONT AVENUE,,,,DSNY Garage,,,,,,,
58822040,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11221,986 PUTNAM AVENUE,PUTNAM AVENUE,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-16T12:00:00.000,03 BROOKLYN,3014850016,BROOKLYN,1005737,189646,PHONE,Unspecified,BROOKLYN,40.687185150907716,-73.9225230481112,"{'latitude': '40.687185150907716', 'longitude': '-73.9225230481112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:00:00.000,RALPH AVENUE,HOWARD AVENUE,,,,DSNY Garage,,,,,,,
58820327,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11208,294 ARLINGTON AVENUE,ARLINGTON AVENUE,ADDRESS,BROOKLYN,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-20T12:00:00.000,05 BROOKLYN,3039420002,BROOKLYN,1016505,187396,PHONE,Unspecified,BROOKLYN,40.6809767285044,-73.88370703972508,"{'latitude': '40.6809767285044', 'longitude': '-73.88370703972508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T12:00:00.000,LINWOOD STREET,ESSEX STREET,,,,DSNY Garage,,,,,,,
58824573,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11414,156-20 92 STREET,92 STREET,ADDRESS,HOWARD BEACH,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-15T12:00:00.000,10 QUEENS,4139560018,QUEENS,1028086,181069,PHONE,Unspecified,QUEENS,40.66356078429028,-73.8419938466431,"{'latitude': '40.66356078429028', 'longitude': '-73.8419938466431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:00:00.000,156 AVENUE,157 AVENUE,,,,,,,,,,,
58825446,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11433,110-51 160 STREET,160 STREET,ADDRESS,JAMAICA,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-18T12:00:00.000,12 QUEENS,4121640001,QUEENS,1042387,191364,PHONE,Unspecified,QUEENS,40.69173579816936,-73.79035748675547,"{'latitude': '40.69173579816936', 'longitude': '-73.79035748675547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:00:00.000,110 AVENUE,111 AVENUE,,,,,,,,,,,
58820326,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10465,563 ELLSWORTH AVENUE,ELLSWORTH AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-21T12:00:00.000,10 BRONX,2054877501,BRONX,1035383,240206,PHONE,Unspecified,BRONX,40.82583750258071,-73.81524241348086,"{'latitude': '40.82583750258071', 'longitude': '-73.81524241348086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T12:00:00.000,DEAD END,SCHLEY AVENUE,,,,,,,,,,,
58826245,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11213,1272 PROSPECT PLACE,PROSPECT PLACE,ADDRESS,BROOKLYN,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-16T12:00:00.000,08 BROOKLYN,3013650035,BROOKLYN,1002404,184642,PHONE,Unspecified,BROOKLYN,40.67345777404601,-73.93455451966965,"{'latitude': '40.67345777404601', 'longitude': '-73.93455451966965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:00:00.000,TROY AVENUE,SCHENECTADY AVENUE,,,,DSNY Garage,,,,,,,
58822886,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11414,156-24 92 STREET,92 STREET,ADDRESS,HOWARD BEACH,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-15T12:00:00.000,10 QUEENS,4139560020,QUEENS,1028090,181052,PHONE,Unspecified,QUEENS,40.66351410332496,-73.84197953927779,"{'latitude': '40.66351410332496', 'longitude': '-73.84197953927779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:00:00.000,156 AVENUE,157 AVENUE,,,,,,,,,,,
58822894,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10031,561 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-16T12:00:00.000,09 MANHATTAN,1020730001,MANHATTAN,997700,239309,PHONE,Unspecified,MANHATTAN,40.82351325869593,-73.95140318332777,"{'latitude': '40.82351325869593', 'longitude': '-73.95140318332777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:00:00.000,HAMILTON PLACE,BROADWAY,,,,,,,,,,,
58820338,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11101,50-35 NORTHERN BOULEVARD,NORTHERN BOULEVARD,ADDRESS,LONG ISLAND CITY,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-16T12:00:00.000,01 QUEENS,4007480001,QUEENS,1008694,213694,PHONE,Unspecified,QUEENS,40.75318340697075,-73.9117734901924,"{'latitude': '40.75318340697075', 'longitude': '-73.9117734901924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:00:00.000,50 STREET,NEWTOWN ROAD,,,,DSNY Garage,,,,,,,
58822038,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10457,2102C WEBSTER AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-16T12:00:00.000,06 BRONX,,BRONX,1012470,249870,PHONE,Unspecified,BRONX,40.852465279932396,-73.89799261358887,"{'latitude': '40.852465279932396', 'longitude': '-73.89799261358887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:00:00.000,EAST 180 STREET,EAST 181 STREET,,,,,,,,,,,
58822897,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11357,199-02 24 ROAD,24 ROAD,ADDRESS,WHITESTONE,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-16T12:00:00.000,07 QUEENS,4057990002,QUEENS,1041745,221619,PHONE,Unspecified,QUEENS,40.77478228896,-73.79241399366529,"{'latitude': '40.77478228896', 'longitude': '-73.79241399366529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:00:00.000,UTOPIA PARKWAY,201 STREET,,,,,,,,,,,
58821173,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11218,650 EAST    7 STREET,EAST    7 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-16T12:00:00.000,12 BROOKLYN,3054000015,BROOKLYN,992233,170838,PHONE,Unspecified,BROOKLYN,40.635583827821556,-73.97123748409543,"{'latitude': '40.635583827821556', 'longitude': '-73.97123748409543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:00:00.000,DITMAS AVENUE,18 AVENUE,,,,DSNY Garage,,,,,,,
58821176,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10034,95 COOPER STREET,COOPER STREET,ADDRESS,NEW YORK,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-16T12:00:00.000,12 MANHATTAN,1022420036,MANHATTAN,1006021,255759,PHONE,Unspecified,MANHATTAN,40.86864706315895,-73.92128479707607,"{'latitude': '40.86864706315895', 'longitude': '-73.92128479707607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:00:00.000,WEST 207 STREET,ISHAM STREET,,,,,,,,,,,
