unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,resolution_description,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp,taxi_company_borough
58906084,2023-09-23T17:41:18.000,2023-09-26T14:12:14.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,10017,GRAND CENTRAL TERM,GRAND CENTRAL TERM,UNRECOGNIZED,NEW YORK,Closed,2023-09-26T14:12:17.000,05 MANHATTAN,1012800001,MANHATTAN,990548,213431,PHONE,Unspecified,MANHATTAN,40.75249308301282,-73.9772686666301,"{'latitude': '40.75249308301282', 'longitude': '-73.9772686666301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Taxi,PARK AVENUE VIADUCT,DE PEW PLACE,PARK AVENUE VIADUCT,DE PEW PLACE,GRAND CENTRAL TERMINAL,See notes for information.,,,,"GRAND CENTRAL TERMINAL, MANHATTAN (NEW YORK) ,NY, 10017",,,,
58905794,2023-09-23T17:41:12.000,2023-09-23T18:01:21.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11225,265 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Closed,2023-09-23T18:01:24.000,09 BROOKLYN,3050260337,BROOKLYN,994752,178471,ONLINE,Unspecified,BROOKLYN,40.65653213443921,-73.96214971840563,"{'latitude': '40.65653213443921', 'longitude': '-73.96214971840563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,EAST LAKE DRIVE,EAST DRIVE,EAST LAKE DRIVE,EAST DRIVE,OCEAN AVENUE,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58909827,2023-09-23T17:40:45.000,2023-10-23T08:04:05.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,11222,109 HURON STREET,HURON STREET,ADDRESS,BROOKLYN,Closed,2023-10-23T08:04:15.000,01 BROOKLYN,3025220074,BROOKLYN,996174,206268,PHONE,Unspecified,BROOKLYN,40.732826640342964,-73.9569754795181,"{'latitude': '40.732826640342964', 'longitude': '-73.9569754795181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,HURON STREET,NYC Parks performed the work necessary to correct the condition.,,,,,,,,
58909143,2023-09-23T17:40:42.000,2023-10-03T13:30:02.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,11233,350 CHAUNCEY STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,Closed,2023-10-03T00:00:00.000,03 BROOKLYN,3015140016,BROOKLYN,1006844,187629,PHONE,Unspecified,BROOKLYN,40.68164619210502,-73.91853823813152,"{'latitude': '40.68164619210502', 'longitude': '-73.91853823813152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58909887,2023-09-23T17:40:41.000,2023-09-23T18:36:05.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,11205,2 PARK AVENUE,PARK AVENUE,ADDRESS,BROOKLYN,Closed,2023-09-23T18:36:08.000,02 BROOKLYN,,BROOKLYN,989818,192917,MOBILE,Unspecified,BROOKLYN,40.69618762099756,-73.97992042327036,"{'latitude': '40.69618762099756', 'longitude': '-73.97992042327036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,NAVY STREET,MONUMENT WALK,NAVY STREET,MONUMENT WALK,PARK AVENUE,The Police Department reviewed your complaint and provided additional information below.,,,,,,,,
58906491,2023-09-23T17:40:32.000,2023-10-06T09:57:04.000,HPD,Department of Housing Preservation and Development,GENERAL,MAILBOX,11216,1449 FULTON STREET,FULTON STREET,ADDRESS,BROOKLYN,Closed,2023-10-06T00:00:00.000,03 BROOKLYN,3018570033,BROOKLYN,1000073,187039,ONLINE,Unspecified,BROOKLYN,40.680041469847744,-73.9429521843563,"{'latitude': '40.680041469847744', 'longitude': '-73.9429521843563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58909694,2023-09-23T17:40:32.000,2023-10-06T09:57:03.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,11216,1449 FULTON STREET,FULTON STREET,ADDRESS,BROOKLYN,Closed,2023-10-06T00:00:00.000,03 BROOKLYN,3018570033,BROOKLYN,1000073,187039,ONLINE,Unspecified,BROOKLYN,40.680041469847744,-73.9429521843563,"{'latitude': '40.680041469847744', 'longitude': '-73.9429521843563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58907875,2023-09-23T17:40:28.000,2023-09-23T18:04:28.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11364,50-36 208 STREET,208 STREET,ADDRESS,OAKLAND GARDENS,Closed,2023-09-23T18:04:33.000,11 QUEENS,4073840023,QUEENS,1047488,213350,MOBILE,Unspecified,QUEENS,40.752046871388416,-73.77175674161866,"{'latitude': '40.752046871388416', 'longitude': '-73.77175674161866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,50 AVENUE,53 AVENUE,50 AVENUE,53 AVENUE,208 STREET,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58907638,2023-09-23T17:40:18.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,11225,492 LEFFERTS AVENUE,LEFFERTS AVENUE,ADDRESS,BROOKLYN,Open,2023-09-23T00:00:00.000,09 BROOKLYN,3013327505,BROOKLYN,999562,180727,PHONE,Unspecified,BROOKLYN,40.66271734551162,-73.94480886766725,"{'latitude': '40.66271734551162', 'longitude': '-73.94480886766725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,,,,,,,
58908170,2023-09-23T17:40:14.000,2023-09-25T20:05:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11233,136 SACKMAN STREET,SACKMAN STREET,ADDRESS,BROOKLYN,Closed,2023-09-25T00:00:00.000,16 BROOKLYN,3014430031,BROOKLYN,1010258,185216,PHONE,Unspecified,BROOKLYN,40.67501368411812,-73.90623851887601,"{'latitude': '40.67501368411812', 'longitude': '-73.90623851887601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,,,,,,,,
58907594,2023-09-23T17:40:14.000,2023-09-25T20:05:36.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,11233,136 SACKMAN STREET,SACKMAN STREET,ADDRESS,BROOKLYN,Closed,2023-09-25T00:00:00.000,16 BROOKLYN,3014430031,BROOKLYN,1010258,185216,PHONE,Unspecified,BROOKLYN,40.67501368411812,-73.90623851887601,"{'latitude': '40.67501368411812', 'longitude': '-73.90623851887601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58906548,2023-09-23T17:40:14.000,2023-09-25T20:05:36.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11233,136 SACKMAN STREET,SACKMAN STREET,ADDRESS,BROOKLYN,Closed,2023-09-25T00:00:00.000,16 BROOKLYN,3014430031,BROOKLYN,1010258,185216,PHONE,Unspecified,BROOKLYN,40.67501368411812,-73.90623851887601,"{'latitude': '40.67501368411812', 'longitude': '-73.90623851887601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,,
58909196,2023-09-23T17:40:14.000,2023-09-25T20:05:36.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11233,136 SACKMAN STREET,SACKMAN STREET,ADDRESS,BROOKLYN,Closed,2023-09-25T00:00:00.000,16 BROOKLYN,3014430031,BROOKLYN,1010258,185216,PHONE,Unspecified,BROOKLYN,40.67501368411812,-73.90623851887601,"{'latitude': '40.67501368411812', 'longitude': '-73.90623851887601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58909847,2023-09-23T17:40:00.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,10456,988 FINDLAY AVENUE,FINDLAY AVENUE,ADDRESS,BRONX,In Progress,,04 BRONX,2024320057,BRONX,1007745,240972,ONLINE,Unspecified,BRONX,40.828056711132064,-73.91510332398761,"{'latitude': '40.828056711132064', 'longitude': '-73.91510332398761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,EAST  164 STREET,EAST  165 STREET,EAST  164 STREET,EAST  165 STREET,FINDLAY AVENUE,,,,,,,,,
58906335,2023-09-23T17:39:56.000,2023-09-23T17:55:27.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11203,740 CLARKSON AVENUE,CLARKSON AVENUE,ADDRESS,BROOKLYN,Closed,2023-09-23T17:55:33.000,17 BROOKLYN,3048510001,BROOKLYN,1002437,178418,ONLINE,Unspecified,BROOKLYN,40.65637421183081,-73.9344523438765,"{'latitude': '40.65637421183081', 'longitude': '-73.9344523438765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,EAST   46 STREET,SCHENECTADY AVENUE,EAST   46 STREET,SCHENECTADY AVENUE,CLARKSON AVENUE,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58908493,2023-09-23T17:39:50.000,2023-09-23T17:56:29.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,11368,FLUSHING MEADOWS CORONA PARK,FLUSHING MEADOWS CORONA PARK,UNRECOGNIZED,CORONA,Closed,2023-09-23T17:56:33.000,81 QUEENS,4020180001,QUEENS,1027989,209784,ONLINE,Flushing Meadows Corona Park,QUEENS,40.742377064999275,-73.84215697754966,"{'latitude': '40.742377064999275', 'longitude': '-73.84215697754966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park/Playground,52 AVENUE,53 AVENUE,52 AVENUE,53 AVENUE,FLUSHING MEADOWS CORONA PARK,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58906853,2023-09-23T17:39:49.000,2023-09-23T18:02:28.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11377,41-03 60 STREET,60 STREET,ADDRESS,WOODSIDE,Closed,2023-09-23T18:02:33.000,02 QUEENS,4013350017,QUEENS,1010766,210189,PHONE,Unspecified,QUEENS,40.74355709912097,-73.90430877977128,"{'latitude': '40.74355709912097', 'longitude': '-73.90430877977128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,41 AVENUE,41 DRIVE,41 AVENUE,41 DRIVE,60 STREET,The Police Department issued a summons in response to the complaint.,,,,,,,,
58909020,2023-09-23T17:39:38.000,2023-09-23T18:39:48.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11372,35-63 83 STREET,83 STREET,ADDRESS,JACKSON HEIGHTS,Closed,2023-09-23T18:39:53.000,03 QUEENS,4014570034,QUEENS,1016481,213090,ONLINE,Unspecified,QUEENS,40.75150062566232,-73.88367054656703,"{'latitude': '40.75150062566232', 'longitude': '-73.88367054656703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,83 STREET,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58909912,2023-09-23T17:39:11.000,2023-09-26T13:21:03.000,DSNY,Department of Sanitation,Missed Collection,Trash,10310,60 NORTH BURGHER AVENUE,NORTH BURGHER AVENUE,ADDRESS,STATEN ISLAND,Closed,2023-09-26T11:10:23.000,01 STATEN ISLAND,5001690001,STATEN ISLAND,952197,172429,ONLINE,Unspecified,STATEN ISLAND,40.63989638248958,-74.11549351816598,"{'latitude': '40.63989638248958', 'longitude': '-74.11549351816598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,SKINNER LANE,MARKHAM LANE,SKINNER LANE,MARKHAM LANE,NORTH BURGHER AVENUE,The Department of Sanitation collected the requested items.,,,,,,,,
58906836,2023-09-23T17:38:57.000,2023-09-23T18:12:39.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11421,87-19 80 STREET,80 STREET,ADDRESS,WOODHAVEN,Closed,2023-09-23T18:12:44.000,09 QUEENS,4089180063,QUEENS,1022561,191036,ONLINE,Unspecified,QUEENS,40.69094354397671,-73.8618519263873,"{'latitude': '40.69094354397671', 'longitude': '-73.8618519263873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,87 AVENUE,87 ROAD,87 AVENUE,87 ROAD,80 STREET,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58909010,2023-09-23T17:38:28.000,2023-09-23T17:58:37.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,11368,109-02 46 AVENUE,46 AVENUE,ADDRESS,CORONA,Closed,2023-09-23T17:58:43.000,04 QUEENS,4020020055,QUEENS,1024349,211743,ONLINE,Corona Golf Playground,QUEENS,40.74777127579632,-73.85528111522737,"{'latitude': '40.74777127579632', 'longitude': '-73.85528111522737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park/Playground,109 STREET,111 STREET,109 STREET,111 STREET,46 AVENUE,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58907147,2023-09-23T17:38:10.000,2023-11-17T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,11209,8701 RIDGE BOULEVARD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,Assigned,2023-11-17T00:00:00.000,10 BROOKLYN,3060480005,BROOKLYN,974791,166348,UNKNOWN,Unspecified,BROOKLYN,40.623258272469,-74.0340742075336,"{'latitude': '40.623258272469', 'longitude': '-74.0340742075336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,,,,,,,,
58906033,2023-09-23T17:37:49.000,2023-09-26T12:50:00.000,DOT,Department of Transportation,Street Condition,Pothole,11379,ADMIRAL AVENUE,ADMIRAL AVENUE,INTERSECTION,QUEENS,Closed,2023-09-26T12:50:00.000,05 QUEENS,,QUEENS,1013098,198524,UNKNOWN,Unspecified,QUEENS,40.71153224007471,-73.89594304802966,"{'latitude': '40.71153224007471', 'longitude': '-73.89594304802966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,65 STREET,ADMIRAL AVENUE,,The Department of Transportation inspected this complaint and repaired the problem.,N/A,,,,,,,
58908708,2023-09-23T17:37:34.000,2023-10-06T09:57:03.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11216,1449 FULTON STREET,FULTON STREET,ADDRESS,BROOKLYN,Closed,2023-10-06T00:00:00.000,03 BROOKLYN,3018570033,BROOKLYN,1000073,187039,ONLINE,Unspecified,BROOKLYN,40.680041469847744,-73.9429521843563,"{'latitude': '40.680041469847744', 'longitude': '-73.9429521843563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58906532,2023-09-23T17:37:34.000,2023-10-06T09:57:03.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,11216,1449 FULTON STREET,FULTON STREET,ADDRESS,BROOKLYN,Closed,2023-10-06T00:00:00.000,03 BROOKLYN,3018570033,BROOKLYN,1000073,187039,ONLINE,Unspecified,BROOKLYN,40.680041469847744,-73.9429521843563,"{'latitude': '40.680041469847744', 'longitude': '-73.9429521843563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58909238,2023-09-23T17:37:22.000,2023-09-30T12:17:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10467,2802 OLINVILLE AVENUE,OLINVILLE AVENUE,ADDRESS,BRONX,Closed,2023-09-30T00:00:00.000,11 BRONX,2045080037,BRONX,1020673,255065,PHONE,Unspecified,BRONX,40.8666939486137,-73.86831287842655,"{'latitude': '40.8666939486137', 'longitude': '-73.86831287842655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,,,,,,,
58907531,2023-09-23T17:37:11.000,2023-10-03T13:30:02.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,11233,350 CHAUNCEY STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,Closed,2023-10-03T00:00:00.000,03 BROOKLYN,3015140016,BROOKLYN,1006844,187629,PHONE,Unspecified,BROOKLYN,40.68164619210502,-73.91853823813152,"{'latitude': '40.68164619210502', 'longitude': '-73.91853823813152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,,
58908118,2023-09-23T17:37:11.000,2023-10-03T13:30:02.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,11233,350 CHAUNCEY STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,Closed,2023-10-03T00:00:00.000,03 BROOKLYN,3015140016,BROOKLYN,1006844,187629,PHONE,Unspecified,BROOKLYN,40.68164619210502,-73.91853823813152,"{'latitude': '40.68164619210502', 'longitude': '-73.91853823813152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,,,,,,,,
58905908,2023-09-23T17:37:11.000,2023-10-03T13:30:01.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,11233,350 CHAUNCEY STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,Closed,2023-10-03T00:00:00.000,03 BROOKLYN,3015140016,BROOKLYN,1006844,187629,PHONE,Unspecified,BROOKLYN,40.68164619210502,-73.91853823813152,"{'latitude': '40.68164619210502', 'longitude': '-73.91853823813152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58909720,2023-09-23T17:37:10.000,2023-10-03T13:30:01.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11233,350 CHAUNCEY STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,Closed,2023-10-03T00:00:00.000,03 BROOKLYN,3015140016,BROOKLYN,1006844,187629,PHONE,Unspecified,BROOKLYN,40.68164619210502,-73.91853823813152,"{'latitude': '40.68164619210502', 'longitude': '-73.91853823813152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,,
58909676,2023-09-23T17:37:10.000,2023-10-03T13:30:01.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,11233,350 CHAUNCEY STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,Closed,2023-10-03T00:00:00.000,03 BROOKLYN,3015140016,BROOKLYN,1006844,187629,PHONE,Unspecified,BROOKLYN,40.68164619210502,-73.91853823813152,"{'latitude': '40.68164619210502', 'longitude': '-73.91853823813152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58907618,2023-09-23T17:37:10.000,2023-10-03T13:30:00.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11233,350 CHAUNCEY STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,Closed,2023-10-03T00:00:00.000,03 BROOKLYN,3015140016,BROOKLYN,1006844,187629,PHONE,Unspecified,BROOKLYN,40.68164619210502,-73.91853823813152,"{'latitude': '40.68164619210502', 'longitude': '-73.91853823813152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,,
58905953,2023-09-23T17:37:10.000,2023-10-03T13:30:01.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,11233,350 CHAUNCEY STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,Closed,2023-10-03T00:00:00.000,03 BROOKLYN,3015140016,BROOKLYN,1006844,187629,PHONE,Unspecified,BROOKLYN,40.68164619210502,-73.91853823813152,"{'latitude': '40.68164619210502', 'longitude': '-73.91853823813152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
