unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,due_date,road_ramp,bridge_highway_direction
58865380,2023-09-14T20:52:14.000,2023-09-14T21:34:01.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11419,97-12 110 STREET,110 STREET,95 AVENUE,101 AVENUE,95 AVENUE,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,110 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T21:34:06.000,09 QUEENS,4093950035,QUEENS,1030158,190415,PHONE,Unspecified,QUEENS,40.68920289910472,-73.83446171207622,"{'latitude': '40.68920289910472', 'longitude': '-73.83446171207622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58861912,2023-09-14T20:51:55.000,2023-09-14T21:44:07.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11691,20-17 CORNAGA AVENUE,CORNAGA AVENUE,BEACH   20 STREET,BEACH   21 STREET,BEACH   20 STREET,BEACH   21 STREET,ADDRESS,FAR ROCKAWAY,CORNAGA AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T21:44:11.000,14 QUEENS,4157500029,QUEENS,1052553,158785,ONLINE,Unspecified,QUEENS,40.60224122932259,-73.75402886431083,"{'latitude': '40.60224122932259', 'longitude': '-73.75402886431083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58869545,2023-09-14T20:51:53.000,2023-09-14T21:17:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1440 UNIVERSITY AVENUE,UNIVERSITY AVENUE,MERRIAM AVENUE,BOSCOBEL PLACE,MERRIAM AVENUE,BOSCOBEL PLACE,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T21:17:51.000,04 BRONX,2025360013,BRONX,1005169,246662,ONLINE,Unspecified,BRONX,40.84368058639374,-73.92439367448668,"{'latitude': '40.84368058639374', 'longitude': '-73.92439367448668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58865635,2023-09-14T20:51:22.000,2023-09-14T21:45:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11691,1038 BEACH   21 STREET,BEACH   21 STREET,CORNAGA AVENUE,CENTRAL AVENUE,CORNAGA AVENUE,CENTRAL AVENUE,ADDRESS,FAR ROCKAWAY,BEACH   21 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T21:45:32.000,14 QUEENS,,QUEENS,1052593,159143,MOBILE,Unspecified,QUEENS,40.603223554257504,-73.75388119575322,"{'latitude': '40.603223554257504', 'longitude': '-73.75388119575322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58857311,2023-09-14T20:51:20.000,2023-09-14T22:48:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10305,87 NEW LANE,NEW LANE,BEND,SCARBORO AVENUE,BEND,SCARBORO AVENUE,ADDRESS,STATEN ISLAND,NEW LANE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T22:49:13.000,01 STATEN ISLAND,5028320174,STATEN ISLAND,966838,162722,MOBILE,Unspecified,STATEN ISLAND,40.61329359703633,-74.06271398393797,"{'latitude': '40.61329359703633', 'longitude': '-74.06271398393797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58861636,2023-09-14T20:51:09.000,2023-09-14T21:08:28.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,185 HESTER STREET,HESTER STREET,MOTT STREET,MULBERRY STREET,MOTT STREET,MULBERRY STREET,ADDRESS,NEW YORK,HESTER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T21:08:35.000,02 MANHATTAN,1002370033,MANHATTAN,984928,200876,ONLINE,Unspecified,MANHATTAN,40.71803492160993,-73.99755416388865,"{'latitude': '40.71803492160993', 'longitude': '-73.99755416388865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58859575,2023-09-14T20:51:06.000,2023-09-15T01:15:01.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11103,32-19 47 STREET,47 STREET,BROADWAY,34 AVENUE,BROADWAY,34 AVENUE,ADDRESS,ASTORIA,47 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T01:15:05.000,01 QUEENS,4007230131,QUEENS,1008159,214710,ONLINE,Unspecified,QUEENS,40.755973530221695,-73.9137008687762,"{'latitude': '40.755973530221695', 'longitude': '-73.9137008687762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58866554,2023-09-14T20:51:05.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10013,356 BROADWAY,BROADWAY,LEONARD STREET,FRANKLIN STREET,LEONARD STREET,FRANKLIN STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-15T01:29:53.000,01 MANHATTAN,1001717501,MANHATTAN,983204,200555,ONLINE,Unspecified,MANHATTAN,40.7171538177931,-74.00377331969348,"{'latitude': '40.7171538177931', 'longitude': '-74.00377331969348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58857873,2023-09-14T20:51:03.000,2023-09-14T21:37:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,390 GEORGIA AVENUE,GEORGIA AVENUE,BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,GEORGIA AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T21:37:26.000,05 BROOKLYN,3037850015,BROOKLYN,1012939,182314,MOBILE,Unspecified,BROOKLYN,40.66704006664458,-73.89658560127295,"{'latitude': '40.66704006664458', 'longitude': '-73.89658560127295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58847801,2023-09-14T20:51:01.000,2023-09-18T08:23:16.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11229,1722 STUART STREET,STUART STREET,QUENTIN ROAD,AVENUE R,QUENTIN ROAD,AVENUE R,ADDRESS,BROOKLYN,STUART STREET,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-18T08:23:29.000,15 BROOKLYN,3068150009,BROOKLYN,1000135,161473,ONLINE,Unspecified,BROOKLYN,40.609868218927495,-73.94278885222916,"{'latitude': '40.609868218927495', 'longitude': '-73.94278885222916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58817583,2023-09-14T20:51:00.000,2023-09-20T10:56:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10453,1630 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,174 ST W,176 ST W,UNDERCLIFF AVENUE,WEST 174 STREET,INTERSECTION,BRONX,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-20T10:56:00.000,05 BRONX,2028770250,BRONX,1005501,248083,UNKNOWN,Unspecified,BRONX,40.84758001966138,-73.92318924337462,"{'latitude': '40.84758001966138', 'longitude': '-73.92318924337462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58859798,2023-09-14T20:50:54.000,2023-09-15T03:03:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11428,93-41 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,93 AVENUE,94 AVENUE,93 AVENUE,94 AVENUE,ADDRESS,QUEENS VILLAGE,FRANCIS LEWIS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:03:17.000,13 QUEENS,4105470028,QUEENS,1052068,200088,PHONE,Unspecified,QUEENS,40.71561214629319,-73.75536003006629,"{'latitude': '40.71561214629319', 'longitude': '-73.75536003006629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58835506,2023-09-14T20:50:03.000,2023-09-16T13:24:03.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11225,356 MONTGOMERY STREET,MONTGOMERY STREET,ROGERS AVENUE,DEARBORN COURT,ROGERS AVENUE,DEARBORN COURT,ADDRESS,BROOKLYN,MONTGOMERY STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-16T13:24:08.000,09 BROOKLYN,,BROOKLYN,997303,181740,ONLINE,Unspecified,BROOKLYN,40.66550142411589,-73.95294932691267,"{'latitude': '40.66550142411589', 'longitude': '-73.95294932691267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58813841,2023-09-14T20:50:00.000,2023-09-29T19:56:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11239,1420 FREEPORT LOOP,FREEPORT LOOP,BEND,BEND,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection requires contact with the complainant to investigate this complaint. A message was left for the complainant at the phone number provided.,2023-09-29T19:56:00.000,05 BROOKLYN,3044520020,BROOKLYN,1017076,174597,ONLINE,Unspecified,BROOKLYN,40.64584423999384,-73.88171065919408,"{'latitude': '40.64584423999384', 'longitude': '-73.88171065919408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58815457,2023-09-14T20:49:44.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11238,533 PARK PLACE,PARK PLACE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-14T00:00:00.000,08 BROOKLYN,3011620059,BROOKLYN,995160,185199,ONLINE,Unspecified,BROOKLYN,40.674998504888656,-73.96066835722522,"{'latitude': '40.674998504888656', 'longitude': '-73.96066835722522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58818990,2023-09-14T20:49:43.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,11238,533 PARK PLACE,PARK PLACE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-14T00:00:00.000,08 BROOKLYN,3011620059,BROOKLYN,995160,185199,ONLINE,Unspecified,BROOKLYN,40.674998504888656,-73.96066835722522,"{'latitude': '40.674998504888656', 'longitude': '-73.96066835722522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58863846,2023-09-14T20:49:32.000,2023-09-14T21:47:13.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Store/Commercial,10312,896 HUGUENOT AVENUE,HUGUENOT AVENUE,STATEN ISLAND RAILWAY LINE,AMBOY ROAD,STATEN ISLAND RAILWAY LINE,AMBOY ROAD,ADDRESS,STATEN ISLAND,HUGUENOT AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T21:47:17.000,03 STATEN ISLAND,5068150058,STATEN ISLAND,930856,133338,ONLINE,Unspecified,STATEN ISLAND,40.53249669881077,-74.1920804534787,"{'latitude': '40.53249669881077', 'longitude': '-74.1920804534787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58864618,2023-09-14T20:49:32.000,2023-09-14T21:10:36.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10009,450 EAST   14 STREET,EAST   14 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   14 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-14T21:10:40.000,03 MANHATTAN,,MANHATTAN,989491,205508,ONLINE,Unspecified,MANHATTAN,40.730747111548105,-73.98108986350006,"{'latitude': '40.730747111548105', 'longitude': '-73.98108986350006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58856535,2023-09-14T20:49:20.000,2023-11-20T07:55:31.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11355,46-06 157 STREET,157 STREET,46 AVENUE,LABURNUM AVENUE,46 AVENUE,LABURNUM AVENUE,ADDRESS,FLUSHING,157 STREET,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-11-20T07:55:35.000,07 QUEENS,4054550040,QUEENS,1036998,213936,ONLINE,Unspecified,QUEENS,40.75372408812138,-73.80961329611817,"{'latitude': '40.75372408812138', 'longitude': '-73.80961329611817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58859693,2023-09-14T20:48:53.000,2023-09-14T20:50:52.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11216,382 TOMPKINS AVENUE,TOMPKINS AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,ADDRESS,BROOKLYN,TOMPKINS AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-14T20:50:55.000,03 BROOKLYN,3018290042,BROOKLYN,999751,188581,ONLINE,Unspecified,BROOKLYN,40.684274477877466,-73.94410956695003,"{'latitude': '40.684274477877466', 'longitude': '-73.94410956695003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58867211,2023-09-14T20:48:26.000,2023-09-15T09:26:12.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,10025,RIVERSIDE PARK,RIVERSIDE PARK,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,UNRECOGNIZED,NEW YORK,RIVERSIDE PARK,Closed,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,2023-09-15T09:26:17.000,07 MANHATTAN,1012540002,MANHATTAN,991626,230829,ONLINE,Unspecified,MANHATTAN,40.800245180318555,-73.97335875005403,"{'latitude': '40.800245180318555', 'longitude': '-73.97335875005403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58861833,2023-09-14T20:48:19.000,2023-09-14T21:10:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,8 AVENUE,8 AVENUE,8 AVENUE,WEST  116 STREET,8 AVENUE,WEST  116 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T21:10:11.000,10 MANHATTAN,,MANHATTAN,996606,232352,ONLINE,Unspecified,MANHATTAN,40.80441983687725,-73.95536877183133,"{'latitude': '40.80441983687725', 'longitude': '-73.95536877183133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58865787,2023-09-14T20:48:15.000,2023-09-14T21:34:04.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Park/Playground,11225,BEEKMAN PLACE,BEEKMAN PLACE,BEEKMAN PLACE,FLATBUSH AVENUE,BEEKMAN PLACE,FLATBUSH AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T21:34:11.000,09 BROOKLYN,,BROOKLYN,995181,179745,PHONE,Unspecified,BROOKLYN,40.6600284649917,-73.96060149358404,"{'latitude': '40.6600284649917', 'longitude': '-73.96060149358404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58861493,2023-09-14T20:48:10.000,2023-09-15T03:24:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11428,93-53 HOLLIS CT BOULEVARD,HOLLIS CT BOULEVARD,93 AVENUE,94 AVENUE,93 AVENUE,94 AVENUE,ADDRESS,QUEENS VILLAGE,HOLLIS COURT BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T03:24:59.000,13 QUEENS,4105550001,QUEENS,1053868,200726,PHONE,Unspecified,QUEENS,40.71734931521749,-73.74886032434937,"{'latitude': '40.71734931521749', 'longitude': '-73.74886032434937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58855670,2023-09-14T20:48:04.000,2023-09-15T11:50:59.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10306,331 EDISON STREET,EDISON STREET,BACHE AVENUE,JACQUES AVENUE,BACHE AVENUE,JACQUES AVENUE,ADDRESS,STATEN ISLAND,EDISON STREET,Closed,This request required re-assignment to a new DOT unit.,2023-09-15T11:51:07.000,02 STATEN ISLAND,5036360085,STATEN ISLAND,952960,148251,ONLINE,Unspecified,STATEN ISLAND,40.573535502607115,-74.11263225973228,"{'latitude': '40.573535502607115', 'longitude': '-74.11263225973228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58811856,2023-09-14T20:48:00.000,2023-09-20T11:00:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,FDR DR,FDR DR,81 ST E,,,,BLOCKFACE,,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-20T11:00:00.000,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,
58870281,2023-09-14T20:47:46.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11222,MCCARREN PARK,MCCARREN PARK,BAYARD STREET,DRIGGS AVENUE,BAYARD STREET,DRIGGS AVENUE,UNRECOGNIZED,BROOKLYN,MCCARREN PARK,In Progress,,,01 BROOKLYN,3026960001,BROOKLYN,997610,201904,ONLINE,Unspecified,BROOKLYN,40.72084647199604,-73.95180272776703,"{'latitude': '40.72084647199604', 'longitude': '-73.95180272776703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58863424,2023-09-14T20:47:32.000,2023-09-15T00:57:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11361,43-19 215 STREET,215 STREET,43 AVENUE,NORTHERN BOULEVARD,43 AVENUE,NORTHERN BOULEVARD,ADDRESS,BAYSIDE,215 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T00:57:30.000,11 QUEENS,4063080039,QUEENS,1048569,216829,PHONE,Unspecified,QUEENS,40.761588008549204,-73.76782185312581,"{'latitude': '40.761588008549204', 'longitude': '-73.76782185312581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58859517,2023-09-14T20:47:27.000,2023-09-14T21:07:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10019,58 WEST   58 STREET,WEST   58 STREET,GRAND ARMY PLAZA,AVENUE OF THE AMERICAS,GRAND ARMY PLAZA,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   58 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T21:08:05.000,05 MANHATTAN,1012737501,MANHATTAN,991034,217803,PHONE,Unspecified,MANHATTAN,40.76449274511101,-73.97551013823026,"{'latitude': '40.76449274511101', 'longitude': '-73.97551013823026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58855400,2023-09-14T20:47:11.000,2023-09-14T23:39:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,2201 62 STREET,62 STREET,BAY PARKWAY,23 AVENUE,BAY PARKWAY,23 AVENUE,ADDRESS,BROOKLYN,62 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T23:39:40.000,11 BROOKLYN,3065500001,BROOKLYN,989998,163473,MOBILE,Unspecified,BROOKLYN,40.61537018057529,-73.97929639523234,"{'latitude': '40.61537018057529', 'longitude': '-73.97929639523234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58867511,2023-09-14T20:47:10.000,2023-09-14T20:53:26.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11229,3042 AVENUE V,AVENUE V,FORD STREET,COYLE STREET,FORD STREET,COYLE STREET,ADDRESS,BROOKLYN,AVENUE V,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T20:53:30.000,15 BROOKLYN,3073890001,BROOKLYN,1001769,157438,MOBILE,Unspecified,BROOKLYN,40.59878988925375,-73.93691433327626,"{'latitude': '40.59878988925375', 'longitude': '-73.93691433327626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58861900,2023-09-14T20:47:03.000,2023-09-14T21:08:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013,356 BROADWAY,BROADWAY,LEONARD STREET,FRANKLIN STREET,LEONARD STREET,FRANKLIN STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T21:08:45.000,01 MANHATTAN,1001717501,MANHATTAN,983204,200555,ONLINE,Unspecified,MANHATTAN,40.7171538177931,-74.00377331969348,"{'latitude': '40.7171538177931', 'longitude': '-74.00377331969348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58869430,2023-09-14T20:47:01.000,2023-09-14T21:16:09.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11368,96-10 37 AVENUE,37 AVENUE,JUNCTION BOULEVARD,97 STREET,JUNCTION BOULEVARD,97 STREET,ADDRESS,CORONA,37 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T21:16:16.000,03 QUEENS,4017590001,QUEENS,1020091,213128,PHONE,Unspecified,QUEENS,40.75159103046191,-73.87064100125095,"{'latitude': '40.75159103046191', 'longitude': '-73.87064100125095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58818435,2023-09-14T20:47:00.000,2023-09-16T01:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11215,340 21 STREET,21 STREET,6 AVE,7 AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-16T01:00:00.000,07 BROOKLYN,3008980032,BROOKLYN,987036,179459,PHONE,Unspecified,BROOKLYN,40.659249766908665,-73.98995856242557,"{'latitude': '40.659249766908665', 'longitude': '-73.98995856242557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58869523,2023-09-14T20:46:55.000,2023-09-14T21:00:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,WEST  214 STREET,WEST  214 STREET,INDIAN ROAD,WEST  214 STREET,INDIAN ROAD,WEST  214 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T21:00:35.000,12 MANHATTAN,,MANHATTAN,1006458,257004,MOBILE,Unspecified,MANHATTAN,40.87206311741702,-73.91970065484989,"{'latitude': '40.87206311741702', 'longitude': '-73.91970065484989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58864213,2023-09-14T20:46:49.000,2023-09-15T00:09:45.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10461,1931 TOMLINSON AVENUE,TOMLINSON AVENUE,RHINELANDER AVENUE,NEILL AVENUE,RHINELANDER AVENUE,NEILL AVENUE,ADDRESS,BRONX,TOMLINSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:09:49.000,11 BRONX,2042720023,BRONX,1024550,249926,ONLINE,Unspecified,BRONX,40.852572108909925,-73.85432653293152,"{'latitude': '40.852572108909925', 'longitude': '-73.85432653293152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58865544,2023-09-14T20:46:48.000,2023-09-14T20:50:21.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11216,43 BROOKLYN AVENUE,BROOKLYN AVENUE,HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,BROOKLYN AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-14T20:50:30.000,03 BROOKLYN,3018690001,BROOKLYN,999755,186502,ONLINE,Unspecified,BROOKLYN,40.67856808953683,-73.94409992813941,"{'latitude': '40.67856808953683', 'longitude': '-73.94409992813941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58868994,2023-09-14T20:46:48.000,2023-09-14T22:51:51.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10310,126 GREENLEAF AVENUE,GREENLEAF AVENUE,DELAFIELD AVENUE,FOREST AVENUE,DELAFIELD AVENUE,FOREST AVENUE,ADDRESS,STATEN ISLAND,GREENLEAF AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:51:58.000,01 STATEN ISLAND,5002350039,STATEN ISLAND,949054,167899,PHONE,Unspecified,STATEN ISLAND,40.627450574736685,-74.12679474880974,"{'latitude': '40.627450574736685', 'longitude': '-74.12679474880974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58861195,2023-09-14T20:46:42.000,2023-09-14T20:50:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T20:50:05.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
