unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58900693,2023-09-22T19:41:26.000,2023-09-22T20:03:32.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10466,1145 EAST  229 STREET,EAST  229 STREET,229 DRIVE SOUTH,229 DRIVE SOUTH,229 DRIVE SOUTH,229 DRIVE SOUTH,ADDRESS,BRONX,EAST  229 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T20:03:36.000,12 BRONX,2049050001,BRONX,1027027,262208,ONLINE,Unspecified,BRONX,40.8862707426782,-73.84529446628336,"{'latitude': '40.8862707426782', 'longitude': '-73.84529446628336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902733,2023-09-22T19:41:19.000,2023-09-23T09:47:37.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11215,464 3 AVENUE,3 AVENUE,9 STREET,CULVER/6 AVENUE LINE,9 STREET,CULVER/6 AVENUE LINE,ADDRESS,BROOKLYN,3 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-23T09:47:40.000,06 BROOKLYN,3010080038,BROOKLYN,986708,183863,ONLINE,Unspecified,BROOKLYN,40.671337866473145,-73.99113915043658,"{'latitude': '40.671337866473145', 'longitude': '-73.99113915043658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899286,2023-09-22T19:41:02.000,2023-09-22T19:54:49.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11436,119 AVENUE,119 AVENUE,119 AVENUE,143 STREET,119 AVENUE,143 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T19:54:54.000,12 QUEENS,,QUEENS,1040408,186260,ONLINE,Unspecified,QUEENS,40.677739300013315,-73.79753629121342,"{'latitude': '40.677739300013315', 'longitude': '-73.79753629121342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892606,2023-09-22T19:40:58.000,2023-09-22T19:54:07.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11377,48-46 64 STREET,64 STREET,48 AVENUE,50 AVENUE,48 AVENUE,50 AVENUE,ADDRESS,WOODSIDE,64 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T19:54:11.000,02 QUEENS,4023370001,QUEENS,1011456,208016,PHONE,Unspecified,QUEENS,40.73759066238476,-73.90182749122849,"{'latitude': '40.73759066238476', 'longitude': '-73.90182749122849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895970,2023-09-22T19:39:45.000,2023-09-22T21:14:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11106,32-32 33 STREET,33 STREET,BROADWAY,34 AVENUE,BROADWAY,34 AVENUE,ADDRESS,ASTORIA,33 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T21:14:44.000,01 QUEENS,4006120049,QUEENS,1005273,216479,MOBILE,Unspecified,QUEENS,40.760836314083726,-73.92411229976949,"{'latitude': '40.760836314083726', 'longitude': '-73.92411229976949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892346,2023-09-22T19:39:29.000,2023-09-22T20:11:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10027,2041 7 AVENUE,7 AVENUE,WEST  122 STREET,WEST  123 STREET,WEST  122 STREET,WEST  123 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:11:56.000,10 MANHATTAN,1019070001,MANHATTAN,998186,233340,ONLINE,Unspecified,MANHATTAN,40.807129273329735,-73.94965958870036,"{'latitude': '40.807129273329735', 'longitude': '-73.94965958870036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900183,2023-09-22T19:39:27.000,2023-09-22T20:14:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10034,65 PARK TERRACE EAST,PARK TERRACE EAST,WEST  215 STREET,WEST  217 STREET,WEST  215 STREET,WEST  217 STREET,ADDRESS,NEW YORK,PARK TERRACE EAST,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T20:14:46.000,12 MANHATTAN,1022430220,MANHATTAN,1007373,256466,ONLINE,Unspecified,MANHATTAN,40.870584123256265,-73.91639407053519,"{'latitude': '40.870584123256265', 'longitude': '-73.91639407053519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894600,2023-09-22T19:39:23.000,2023-09-22T20:07:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10032,790 RIVERSIDE DRIVE,RIVERSIDE DRIVE,EDWARD M MORGAN PLACE,RIVERSIDE DRIVE,EDWARD M MORGAN PLACE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:07:36.000,12 MANHATTAN,1021340071,MANHATTAN,998957,243417,MOBILE,Unspecified,MANHATTAN,40.83478653780957,-73.9468524540755,"{'latitude': '40.83478653780957', 'longitude': '-73.9468524540755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902752,2023-09-22T19:39:07.000,2023-09-22T20:12:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10001,500 WEST   33 STREET,WEST   33 STREET,10 AVENUE,HUDSON BOULEVARD EAST,10 AVENUE,HUDSON BOULEVARD EAST,ADDRESS,NEW YORK,WEST   33 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T20:12:36.000,04 MANHATTAN,1007027501,MANHATTAN,984297,213976,ONLINE,Unspecified,MANHATTAN,40.7539912125726,-73.99983035937059,"{'latitude': '40.7539912125726', 'longitude': '-73.99983035937059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892237,2023-09-22T19:39:04.000,2023-09-22T19:59:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,69 COLUMBIA STREET,COLUMBIA STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,NEW YORK,COLUMBIA STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T19:59:29.000,03 MANHATTAN,1003330001,MANHATTAN,989766,200628,ONLINE,Unspecified,MANHATTAN,40.71735252752486,-73.9801016313048,"{'latitude': '40.71735252752486', 'longitude': '-73.9801016313048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899210,2023-09-22T19:38:58.000,2023-09-22T20:16:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11385,2119 GREENE AVENUE,GREENE AVENUE,GRANDVIEW AVENUE,RICARD STREET,GRANDVIEW AVENUE,RICARD STREET,ADDRESS,RIDGEWOOD,GREENE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:16:34.000,05 QUEENS,,QUEENS,1009915,197988,ONLINE,Unspecified,QUEENS,40.71007085386021,-73.90742640768184,"{'latitude': '40.71007085386021', 'longitude': '-73.90742640768184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896754,2023-09-22T19:38:22.000,2023-09-26T15:00:06.000,TLC,Taxi and Limousine Commission,Lost Property,Other,Taxi,10022,1 AVENUE,1 AVENUE,1 AVENUE,EAST   59 STREET,1 AVENUE,EAST   59 STREET,INTERSECTION,,,Closed,See notes for information.,2023-09-26T14:59:51.000,06 MANHATTAN,,MANHATTAN,994787,216029,PHONE,Unspecified,MANHATTAN,40.759619895228845,-73.96196479954183,"{'latitude': '40.759619895228845', 'longitude': '-73.96196479954183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"1 AVENUE AND EAST   59 STREET, MANHATTAN, NY, 10022",,,,,
58895490,2023-09-22T19:38:09.000,2023-09-23T10:24:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11377,71-12 CALAMUS AVENUE,CALAMUS AVENUE,71 STREET,72 STREET,71 STREET,72 STREET,ADDRESS,WOODSIDE,CALAMUS AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-23T10:24:40.000,05 QUEENS,4024630013,QUEENS,1013981,206886,ONLINE,Unspecified,QUEENS,40.73448096608002,-73.89272106297311,"{'latitude': '40.73448096608002', 'longitude': '-73.89272106297311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894152,2023-09-22T19:38:06.000,2023-09-23T16:45:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11414,153-39 80 STREET,80 STREET,153 AVENUE,155 AVENUE,153 AVENUE,155 AVENUE,ADDRESS,HOWARD BEACH,80 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T16:45:36.000,10 QUEENS,4114420043,QUEENS,1024738,181765,ONLINE,Unspecified,QUEENS,40.66548709020105,-73.85405745558171,"{'latitude': '40.66548709020105', 'longitude': '-73.85405745558171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900653,2023-09-22T19:38:00.000,2023-09-22T20:13:16.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,EAST  167 STREET,EAST  167 STREET,EAST  167 STREET,SHERMAN AVENUE,EAST  167 STREET,SHERMAN AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:13:21.000,04 BRONX,,BRONX,1007534,243078,ONLINE,Unspecified,BRONX,40.83383763294279,-73.91585843990595,"{'latitude': '40.83383763294279', 'longitude': '-73.91585843990595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900288,2023-09-22T19:37:48.000,2023-09-22T19:59:38.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10040,4500 BROADWAY,BROADWAY,WEST  192 STREET,WEST  193 STREET,WEST  192 STREET,WEST  193 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T19:59:44.000,12 MANHATTAN,1021700083,MANHATTAN,1003080,251889,MOBILE,Unspecified,MANHATTAN,40.85803185007194,-73.93192914204178,"{'latitude': '40.85803185007194', 'longitude': '-73.93192914204178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900667,2023-09-22T19:37:44.000,2023-09-22T20:13:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1210 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  167 STREET,EAST  168 STREET,EAST  167 STREET,EAST  168 STREET,ADDRESS,BRONX,SHERIDAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:13:34.000,04 BRONX,2024530001,BRONX,1007351,243231,ONLINE,Unspecified,BRONX,40.83425805420328,-73.91651922101973,"{'latitude': '40.83425805420328', 'longitude': '-73.91651922101973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896895,2023-09-22T19:37:24.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Hours of Operation,Park,11102,24-02 19 STREET,19 STREET,24 AVENUE,24 ROAD,24 AVENUE,24 ROAD,ADDRESS,ASTORIA,19 STREET,In Progress,,,01 QUEENS,4008980001,QUEENS,1005632,222482,MOBILE,Astoria Park,QUEENS,40.777312121014575,-73.92279730348663,"{'latitude': '40.777312121014575', 'longitude': '-73.92279730348663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896802,2023-09-22T19:37:21.000,2023-09-22T19:37:21.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11375,71-75 YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD,DANE PLACE,EXETER STREET,DANE PLACE,EXETER STREET,ADDRESS,FOREST HILLS,YELLOWSTONE BOULEVARD,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-22T19:37:21.000,06 QUEENS,4031890006,QUEENS,1024350,201889,MOBILE,Unspecified,QUEENS,40.720724504663394,-73.85533623798032,"{'latitude': '40.720724504663394', 'longitude': '-73.85533623798032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900624,2023-09-22T19:37:05.000,2023-09-22T20:01:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,1142 EAST  165 STREET,EAST  165 STREET,LONGFELLOW AVENUE,WHITLOCK AVENUE,LONGFELLOW AVENUE,WHITLOCK AVENUE,ADDRESS,BRONX,EAST  165 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:02:04.000,02 BRONX,2027560080,BRONX,1015385,239951,ONLINE,Unspecified,BRONX,40.82523073194916,-73.887501763679,"{'latitude': '40.82523073194916', 'longitude': '-73.887501763679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899211,2023-09-22T19:36:59.000,2023-09-22T20:27:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2400 WALTON AVENUE,WALTON AVENUE,EAST  184 STREET,EAST FORDHAM ROAD,EAST  184 STREET,EAST FORDHAM ROAD,ADDRESS,BRONX,WALTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T20:27:09.000,05 BRONX,2031840012,BRONX,1011599,253005,ONLINE,Unspecified,BRONX,40.8610726526304,-73.90112824093595,"{'latitude': '40.8610726526304', 'longitude': '-73.90112824093595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900364,2023-09-22T19:36:55.000,2023-09-22T19:51:03.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,37-09 103 STREET,103 STREET,37 AVENUE,39 AVENUE,37 AVENUE,39 AVENUE,ADDRESS,CORONA,103 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T19:51:09.000,03 QUEENS,4017690101,QUEENS,1021867,213595,PHONE,Unspecified,QUEENS,40.75286544866875,-73.8642283772688,"{'latitude': '40.75286544866875', 'longitude': '-73.8642283772688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893825,2023-09-22T19:36:39.000,2023-11-02T07:01:06.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10460,950 JENNINGS STREET,JENNINGS STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-02T00:00:00.000,03 BRONX,2029870025,BRONX,1014874,242389,ONLINE,Unspecified,BRONX,40.83192412618967,-73.88933699883728,"{'latitude': '40.83192412618967', 'longitude': '-73.88933699883728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901257,2023-09-22T19:36:16.000,2023-09-23T12:30:00.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10019,1700 BROADWAY,BROADWAY,7 AVENUE,BROADWAY,7 AVENUE,BROADWAY,ADDRESS,NEW YORK,BROADWAY,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T12:30:06.000,05 MANHATTAN,1010250025,MANHATTAN,989126,217383,MOBILE,Unspecified,MANHATTAN,40.763341211670465,-73.98239821629177,"{'latitude': '40.763341211670465', 'longitude': '-73.98239821629177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902267,2023-09-22T19:36:09.000,2023-10-08T11:37:21.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10034,11 SEAMAN AVENUE,SEAMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,12 MANHATTAN,1022370012,MANHATTAN,1004292,254996,PHONE,Unspecified,MANHATTAN,40.86655695619762,-73.92753844657459,"{'latitude': '40.86655695619762', 'longitude': '-73.92753844657459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898428,2023-09-22T19:35:51.000,2023-09-26T13:56:13.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11221,384 CENTRAL AVENUE,CENTRAL AVENUE,LINDEN STREET,GATES AVENUE,LINDEN STREET,GATES AVENUE,ADDRESS,BROOKLYN,CENTRAL AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T14:17:23.000,04 BROOKLYN,3033320138,BROOKLYN,1006967,192147,PHONE,Unspecified,BROOKLYN,40.6940467451737,-73.9180795329968,"{'latitude': '40.6940467451737', 'longitude': '-73.9180795329968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893113,2023-09-22T19:35:45.000,2023-09-22T20:05:03.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11104,50-12 39 PLACE,39 PLACE,50 AVENUE,51 AVENUE,50 AVENUE,51 AVENUE,ADDRESS,SUNNYSIDE,39 PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:05:06.000,02 QUEENS,4002100034,QUEENS,1004641,208089,MOBILE,Unspecified,QUEENS,40.737809367304926,-73.92641909823068,"{'latitude': '40.737809367304926', 'longitude': '-73.92641909823068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896156,2023-09-22T19:35:45.000,2023-09-22T20:54:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,635 ARNOW AVENUE,ARNOW AVENUE,BRONX PARK EAST,BARKER AVENUE,BRONX PARK EAST,BARKER AVENUE,ADDRESS,BRONX,ARNOW AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T20:55:05.000,11 BRONX,2045420100,BRONX,1020292,255520,PHONE,Unspecified,BRONX,40.86794434763867,-73.86968793220657,"{'latitude': '40.86794434763867', 'longitude': '-73.86968793220657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893392,2023-09-22T19:35:35.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Privately Owned Public Space/Non-Compliance,,11102,14-32 ASTORIA PARK SOUTH,ASTORIA PARK SOUTH,,,,,ADDRESS,ASTORIA,,Closed,The Department of Buildings reviewed this complaint and referred it to the Department of Parks and Recreation for further action.,2023-09-25T00:00:00.000,01 QUEENS,4008990053,QUEENS,1004615,221991,UNKNOWN,Unspecified,QUEENS,40.77596685733038,-73.92647081032942,"{'latitude': '40.77596685733038', 'longitude': '-73.92647081032942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897507,2023-09-22T19:35:35.000,2023-10-04T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,,11229,3026 AVENUE R,AVENUE R,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-04T00:00:00.000,18 BROOKLYN,3084720039,BROOKLYN,1000761,161307,UNKNOWN,Unspecified,BROOKLYN,40.609411438781684,-73.94053466773791,"{'latitude': '40.609411438781684', 'longitude': '-73.94053466773791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901849,2023-09-22T19:35:28.000,2023-09-22T20:27:09.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11212,247 DUMONT AVENUE,DUMONT AVENUE,BRISTOL STREET,CHESTER STREET,BRISTOL STREET,CHESTER STREET,ADDRESS,BROOKLYN,DUMONT AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T20:27:14.000,16 BROOKLYN,3035590001,BROOKLYN,1009096,181176,MOBILE,Unspecified,BROOKLYN,40.66392812971065,-73.91044253441909,"{'latitude': '40.66392812971065', 'longitude': '-73.91044253441909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897382,2023-09-22T19:35:08.000,2023-09-23T00:53:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11229,3710 BEDFORD AVENUE,BEDFORD AVENUE,KINGS HIGHWAY,AVENUE P,KINGS HIGHWAY,AVENUE P,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T00:53:45.000,15 BROOKLYN,3067710044,BROOKLYN,998438,162188,MOBILE,Unspecified,BROOKLYN,40.61183362625817,-73.94889923507453,"{'latitude': '40.61183362625817', 'longitude': '-73.94889923507453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896175,2023-09-22T19:34:56.000,2023-09-22T20:35:38.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11209,33 93 STREET,93 STREET,SHORE ROAD,MARINE AVENUE,SHORE ROAD,MARINE AVENUE,ADDRESS,BROOKLYN,93 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T20:35:42.000,10 BROOKLYN,3061000049,BROOKLYN,973502,164729,MOBILE,Unspecified,BROOKLYN,40.618812985382895,-74.03871500112427,"{'latitude': '40.618812985382895', 'longitude': '-74.03871500112427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896258,2023-09-22T19:34:38.000,2023-09-22T20:06:28.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10460,1837 EAST TREMONT AVENUE,EAST TREMONT AVENUE,TAYLOR AVENUE,THIERIOT AVENUE,TAYLOR AVENUE,THIERIOT AVENUE,ADDRESS,BRONX,EAST TREMONT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:06:31.000,11 BRONX,2040240037,BRONX,1021161,245535,ONLINE,Unspecified,BRONX,40.840534938298546,-73.86660099165253,"{'latitude': '40.840534938298546', 'longitude': '-73.86660099165253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899122,2023-09-22T19:34:24.000,2023-09-22T22:29:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,225 HIMROD STREET,HIMROD STREET,MYRTLE AVENUE,KNICKERBOCKER AVENUE,MYRTLE AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,HIMROD STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T22:29:27.000,04 BROOKLYN,3032680045,BROOKLYN,1006340,194179,ONLINE,Unspecified,BROOKLYN,40.699625697530344,-73.92033391136604,"{'latitude': '40.699625697530344', 'longitude': '-73.92033391136604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892297,2023-09-22T19:34:17.000,2023-09-22T19:52:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,814 PROSPECT PLACE,PROSPECT PLACE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,PROSPECT PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T19:52:29.000,08 BROOKLYN,3012340009,BROOKLYN,998291,184934,ONLINE,Unspecified,BROOKLYN,40.674266727238646,-73.94938134290484,"{'latitude': '40.674266727238646', 'longitude': '-73.94938134290484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896629,2023-09-22T19:33:37.000,2023-10-01T20:03:08.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10456,974 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,04 BRONX,2024550014,BRONX,1006479,241326,PHONE,Unspecified,BRONX,40.82903161649133,-73.91967670436824,"{'latitude': '40.82903161649133', 'longitude': '-73.91967670436824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902507,2023-09-22T19:33:33.000,2023-09-26T14:52:05.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,11369,LGA,LGA,94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,UNRECOGNIZED,EAST ELMHURST,LA GUARDIA AIRPORT,Closed,See notes for information.,2023-09-26T14:52:08.000,80 QUEENS,4009260001,QUEENS,1018236,221443,PHONE,Unspecified,QUEENS,40.77442086598845,-73.87729410513894,"{'latitude': '40.77442086598845', 'longitude': '-73.87729410513894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369",,,,,
58900525,2023-09-22T19:33:29.000,2023-09-22T20:01:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2545 GRAND CONCOURSE,GRAND CONCOURSE,EAST FORDHAM ROAD,EAST  192 STREET,EAST FORDHAM ROAD,EAST  192 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:01:56.000,07 BRONX,2031670064,BRONX,1012909,253873,ONLINE,Unspecified,BRONX,40.86345089348126,-73.89638863815979,"{'latitude': '40.86345089348126', 'longitude': '-73.89638863815979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
