unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp,due_date
58929366,2023-09-26T11:19:42.000,2023-09-26T11:19:42.000,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11226,106 CLARKSON AVENUE,CLARKSON AVENUE,,,,,ADDRESS,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-26T00:00:00.000,17 BROOKLYN,BROOKLYN,996514,177939,UNKNOWN,Unspecified,BROOKLYN,40.65506964604529,-73.95580025875225,"{'latitude': '40.65506964604529', 'longitude': '-73.95580025875225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3050650015,,,,,,,
58931812,2023-09-26T11:19:37.000,2023-09-27T04:43:53.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11419,94-11 120 STREET,120 STREET,94 AVENUE,95 AVENUE,94 AVENUE,95 AVENUE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-27T04:44:00.000,09 QUEENS,QUEENS,1032313,192086,PHONE,Unspecified,QUEENS,40.69377795934481,-73.82667915975236,"{'latitude': '40.69377795934481', 'longitude': '-73.82667915975236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH RICHMOND HILL,120 STREET,4094380056,,,,,,,
58932212,2023-09-26T11:19:35.000,2023-09-26T11:31:31.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11418,85-12 104 STREET,104 STREET,85 AVENUE,86 AVENUE,85 AVENUE,86 AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T11:31:36.000,09 QUEENS,QUEENS,1027361,193735,MOBILE,Unspecified,QUEENS,40.698329582181636,-73.84452606123887,"{'latitude': '40.698329582181636', 'longitude': '-73.84452606123887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHMOND HILL,104 STREET,4091830028,,,,,,,
58932495,2023-09-26T11:19:09.000,2023-10-20T06:57:51.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10457,2277 BATHGATE AVENUE,BATHGATE AVENUE,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,06 BRONX,BRONX,1014094,250534,PHONE,Unspecified,BRONX,40.85428242100317,-73.89211935883289,"{'latitude': '40.85428242100317', 'longitude': '-73.89211935883289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2030500070,,,,,,,
58935120,2023-09-26T11:19:03.000,2023-10-07T17:34:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10459,1315 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-07T00:00:00.000,03 BRONX,BRONX,1012458,241044,PHONE,Unspecified,BRONX,40.82824053595958,-73.89807311264269,"{'latitude': '40.82824053595958', 'longitude': '-73.89807311264269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2026810027,,,,,,,
58934990,2023-09-26T11:19:03.000,2023-10-07T17:34:12.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10459,1315 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,03 BRONX,BRONX,1012458,241044,PHONE,Unspecified,BRONX,40.82824053595958,-73.89807311264269,"{'latitude': '40.82824053595958', 'longitude': '-73.89807311264269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2026810027,,,,,,,
58935110,2023-09-26T11:19:03.000,2023-10-07T17:34:12.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10459,1315 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-07T00:00:00.000,03 BRONX,BRONX,1012458,241044,PHONE,Unspecified,BRONX,40.82824053595958,-73.89807311264269,"{'latitude': '40.82824053595958', 'longitude': '-73.89807311264269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2026810027,,,,,,,
58931162,2023-09-26T11:19:03.000,2023-10-07T17:34:11.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10459,1315 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,03 BRONX,BRONX,1012458,241044,PHONE,Unspecified,BRONX,40.82824053595958,-73.89807311264269,"{'latitude': '40.82824053595958', 'longitude': '-73.89807311264269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2026810027,,,,,,,
58928629,2023-09-26T11:19:03.000,2023-10-07T17:34:11.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10459,1315 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,03 BRONX,BRONX,1012458,241044,PHONE,Unspecified,BRONX,40.82824053595958,-73.89807311264269,"{'latitude': '40.82824053595958', 'longitude': '-73.89807311264269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2026810027,,,,,,,
58927364,2023-09-26T11:18:58.000,2023-10-18T15:28:59.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11372,35-28 95 STREET,95 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-18T00:00:00.000,03 QUEENS,QUEENS,1019558,213565,PHONE,Unspecified,QUEENS,40.75279262789384,-73.87256243223723,"{'latitude': '40.75279262789384', 'longitude': '-73.87256243223723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JACKSON HEIGHTS,,4014680020,,,,,,,
58926062,2023-09-26T11:18:58.000,2023-10-18T15:28:59.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11372,35-28 95 STREET,95 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-18T00:00:00.000,03 QUEENS,QUEENS,1019558,213565,PHONE,Unspecified,QUEENS,40.75279262789384,-73.87256243223723,"{'latitude': '40.75279262789384', 'longitude': '-73.87256243223723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JACKSON HEIGHTS,,4014680020,,,,,,,
58927283,2023-09-26T11:18:58.000,2023-10-18T15:28:59.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11372,35-28 95 STREET,95 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-18T00:00:00.000,03 QUEENS,QUEENS,1019558,213565,PHONE,Unspecified,QUEENS,40.75279262789384,-73.87256243223723,"{'latitude': '40.75279262789384', 'longitude': '-73.87256243223723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JACKSON HEIGHTS,,4014680020,,,,,,,
58933015,2023-09-26T11:18:56.000,2023-09-27T12:28:40.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11434,179-15 SELOVER ROAD,SELOVER ROAD,SIDWAY PLACE,178 PLACE,SIDWAY PLACE,178 PLACE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T10:38:21.000,12 QUEENS,QUEENS,1049601,188248,ONLINE,Unspecified,QUEENS,40.68313279530345,-73.7643740846389,"{'latitude': '40.68313279530345', 'longitude': '-73.7643740846389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,SELOVER ROAD,4124860089,,,,,,,
58927828,2023-09-26T11:18:50.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-29T12:03:33.000,Unspecified MANHATTAN,MANHATTAN,981681,199944,MOBILE,Unspecified,MANHATTAN,40.71547645799355,-74.00926712653734,"{'latitude': '40.71547645799355', 'longitude': '-74.00926712653734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,1,1 2 3 Downtown & Brooklyn,Platform,,,
58926337,2023-09-26T11:18:43.000,2023-09-27T09:44:33.000,DOT,Department of Transportation,Broken Parking Meter,Out of Order,Street,10031,AMSTERDAM AVENUE,AMSTERDAM AVENUE,VINEGAR HILL CORNER,WEST  136 STREET,VINEGAR HILL CORNER,WEST  136 STREET,BLOCKFACE,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-27T09:44:39.000,Unspecified MANHATTAN,MANHATTAN,997513,237772,PHONE,Unspecified,MANHATTAN,40.81929491140061,-73.9520818794024,"{'latitude': '40.81929491140061', 'longitude': '-73.9520818794024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58929671,2023-09-26T11:18:32.000,2023-09-26T12:22:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10025,865 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST  100 STREET,WEST  103 STREET,WEST  100 STREET,WEST  103 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T12:22:50.000,07 MANHATTAN,MANHATTAN,994065,229622,ONLINE,Unspecified,MANHATTAN,40.79692992181987,-73.96455113216999,"{'latitude': '40.79692992181987', 'longitude': '-73.96455113216999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,COLUMBUS AVENUE,1018360001,,,,,,,
58930177,2023-09-26T11:18:26.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11423,82-14 190 STREET,190 STREET,ABERDEEN ROAD,RADNOR ROAD,ABERDEEN ROAD,RADNOR ROAD,ADDRESS,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-19T12:57:42.000,08 QUEENS,QUEENS,1045878,203897,PHONE,Unspecified,QUEENS,40.72611218291238,-73.77765424900755,"{'latitude': '40.72611218291238', 'longitude': '-73.77765424900755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOLLIS,190 STREET,4072780010,,,,,,,
58927648,2023-09-26T11:18:25.000,2023-11-06T13:24:19.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11215,623 3 STREET,3 STREET,8 AVENUE,PROSPECT PARK WEST,8 AVENUE,PROSPECT PARK WEST,ADDRESS,Closed,"NYC Parks inspected the requested repair site. This site meets the criteria for repair under the Trees & Sidewalks Program. The timeframe for repair work depends on available funding for the program, the severity of damage, and the other sidewalk requests in the surrounding district.",2023-11-06T13:24:27.000,06 BROOKLYN,BROOKLYN,991325,182851,ONLINE,Unspecified,BROOKLYN,40.668557666918915,-73.97449637984487,"{'latitude': '40.668557666918915', 'longitude': '-73.97449637984487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3 STREET,3010790051,,,,,,,
58934010,2023-09-26T11:18:09.000,2023-09-27T11:03:10.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10475,CO OP CITY BOULEVARD,CO OP CITY BOULEVARD,CO OP CITY BOULEVARD,ROMBOUTS AVENUE,CO OP CITY BOULEVARD,ROMBOUTS AVENUE,INTERSECTION,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-27T11:03:17.000,10 BRONX,BRONX,1032158,259546,PHONE,Unspecified,BRONX,40.878938033563244,-73.82675698919267,"{'latitude': '40.878938033563244', 'longitude': '-73.82675698919267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58925914,2023-09-26T11:18:08.000,2023-09-26T11:46:45.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10002,229 CHERRY STREET,CHERRY STREET,PIKE SLIP,RUTGERS SLIP,PIKE SLIP,RUTGERS SLIP,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T11:46:48.000,03 MANHATTAN,MANHATTAN,986793,198339,PHONE,Unspecified,MANHATTAN,40.71107112319292,-73.9908272692546,"{'latitude': '40.71107112319292', 'longitude': '-73.9908272692546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,CHERRY STREET,1002487501,,,,,,,
58928897,2023-09-26T11:18:08.000,2023-11-03T14:46:31.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11357,14-51 143 STREET,143 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,Closed,NYC Parks performed the work necessary to correct the condition.,2023-11-03T14:46:36.000,07 QUEENS,QUEENS,1032396,225581,PHONE,Unspecified,QUEENS,40.7857127748661,-73.82614011947928,"{'latitude': '40.7857127748661', 'longitude': '-73.82614011947928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WHITESTONE,143 STREET,4041110075,,,,,,,
58928164,2023-09-26T11:18:08.000,2023-09-26T11:48:53.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11216,132 LEXINGTON AVENUE,LEXINGTON AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T11:48:57.000,03 BROOKLYN,BROOKLYN,996379,189592,PHONE,Unspecified,BROOKLYN,40.68705470428961,-73.95626583387063,"{'latitude': '40.68705470428961', 'longitude': '-73.95626583387063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,LEXINGTON AVENUE,3019710007,,,,,,,
58932991,2023-09-26T11:18:06.000,2023-09-27T12:48:47.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10473,1907 STORY AVENUE,STORY AVENUE,BOLTON AVENUE,WHITE PLAINS ROAD,BOLTON AVENUE,WHITE PLAINS ROAD,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T12:48:52.000,09 BRONX,BRONX,1023162,239563,MOBILE,Unspecified,BRONX,40.82413494631019,-73.85940388755658,"{'latitude': '40.82413494631019', 'longitude': '-73.85940388755658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,STORY AVENUE,,,,,,,,
58931528,2023-09-26T11:18:01.000,2023-09-26T11:18:01.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10462,2105 CRUGER AVENUE,CRUGER AVENUE,BRADY AVENUE,MARAN PLACE,BRADY AVENUE,MARAN PLACE,ADDRESS,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-26T11:18:01.000,11 BRONX,BRONX,1021116,250209,ONLINE,Unspecified,BRONX,40.85336386527522,-73.86673792651739,"{'latitude': '40.85336386527522', 'longitude': '-73.86673792651739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,CRUGER AVENUE,2042870050,,,,,,,
58933044,2023-09-26T11:18:01.000,2023-10-06T14:14:18.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11358,190-04 42 AVENUE,42 AVENUE,190 STREET,191 STREET,190 STREET,191 STREET,ADDRESS,Closed,The Department of Sanitation collected the requested items.,2023-09-27T03:57:16.000,11 QUEENS,QUEENS,1042076,215982,ONLINE,Unspecified,QUEENS,40.75930806963409,-73.79126741792216,"{'latitude': '40.75930806963409', 'longitude': '-73.79126741792216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING,42 AVENUE,4053660027,,,,,,,
58934928,2023-09-26T11:17:54.000,2023-09-26T11:48:13.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10038,180 WATER STREET,WATER STREET,FLETCHER STREET,JOHN STREET,FLETCHER STREET,JOHN STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T11:48:18.000,01 MANHATTAN,MANHATTAN,982832,196778,ONLINE,Unspecified,MANHATTAN,40.706786799744656,-74.00511446961036,"{'latitude': '40.706786799744656', 'longitude': '-74.00511446961036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WATER STREET,1000700032,,,,,,,
58930305,2023-09-26T11:17:50.000,2023-10-05T17:37:42.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11001,86-27 258 STREET,258 STREET,86 AVENUE,87 AVENUE,86 AVENUE,87 AVENUE,ADDRESS,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-05T17:37:47.000,13 QUEENS,QUEENS,1065048,206284,PHONE,Unspecified,QUEENS,40.73250955044292,-73.70846318841525,"{'latitude': '40.73250955044292', 'longitude': '-73.70846318841525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLORAL PARK,258 STREET,4088170021,,,,,,,
58932752,2023-09-26T11:17:47.000,2023-10-18T12:06:31.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,10023,159 WEST   75 STREET,WEST   75 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-18T12:06:37.000,07 MANHATTAN,MANHATTAN,989973,223526,ONLINE,Unspecified,MANHATTAN,40.78020163453557,-73.97933541520116,"{'latitude': '40.78020163453557', 'longitude': '-73.97933541520116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   75 STREET,1011470006,,,,,,,
58930803,2023-09-26T11:17:16.000,2023-09-26T11:47:43.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10025,633 WEST  115 STREET,WEST  115 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T11:47:46.000,09 MANHATTAN,MANHATTAN,993692,233646,MOBILE,Unspecified,MANHATTAN,40.80797510431966,-73.96589263851523,"{'latitude': '40.80797510431966', 'longitude': '-73.96589263851523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  115 STREET,1018960052,,,,,,,
58930210,2023-09-26T11:17:07.000,2023-09-28T09:25:18.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10034,585 ISHAM STREET,ISHAM STREET,BROADWAY,COOPER STREET,BROADWAY,COOPER STREET,ADDRESS,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-26T11:17:07.000,12 MANHATTAN,MANHATTAN,1006399,255667,PHONE,Unspecified,MANHATTAN,40.86839361092129,-73.9199184055552,"{'latitude': '40.86839361092129', 'longitude': '-73.9199184055552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,ISHAM STREET,1022430004,,,,,,,
58928042,2023-09-26T11:17:00.000,2023-09-29T12:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10013,27 WOOSTER STREET,WOOSTER STREET,CANAL ST,GRAND ST,,,ADDRESS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T12:15:00.000,02 MANHATTAN,MANHATTAN,983332,202337,ONLINE,Unspecified,MANHATTAN,40.72204499300941,-74.00331181806666,"{'latitude': '40.72204499300941', 'longitude': '-74.00331181806666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1002287503,N/A,,,,,,
58925576,2023-09-26T11:17:00.000,2023-09-27T10:07:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10036,700 8 AVENUE,8 AVENUE,W 44 ST,W 45 ST,,,ADDRESS,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-27T10:07:00.000,05 MANHATTAN,MANHATTAN,987370,215678,ONLINE,Unspecified,MANHATTAN,40.75866221848322,-73.98873795996684,"{'latitude': '40.75866221848322', 'longitude': '-73.98873795996684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1010167501,N/A,,,,,,
58930642,2023-09-26T11:17:00.000,2023-09-27T06:54:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11215,542 2 STREET,2 STREET,7 AVE,8 AVE,,,ADDRESS,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-27T06:54:00.000,06 BROOKLYN,BROOKLYN,990662,183572,ONLINE,Unspecified,BROOKLYN,40.670537155825095,-73.97688564447404,"{'latitude': '40.670537155825095', 'longitude': '-73.97688564447404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3010780024,N/A,,,,,,
58926832,2023-09-26T11:17:00.000,2023-09-26T12:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10022,,,,,1 AVENUE,EAST 57 STREET,INTERSECTION,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-26T12:10:00.000,06 MANHATTAN,MANHATTAN,994521,215551,PHONE,Unspecified,MANHATTAN,40.75830822067179,-73.96292570462641,"{'latitude': '40.75830822067179', 'longitude': '-73.96292570462641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MANHATTAN,,,,,,,,,
58926944,2023-09-26T11:16:52.000,2023-09-26T11:36:27.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,51-09 SECOND STREET,SECOND STREET,51 AVENUE,BORDEN AVENUE,51 AVENUE,BORDEN AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T11:36:31.000,02 QUEENS,QUEENS,995705,209878,MOBILE,Unspecified,QUEENS,40.7427358153325,-73.9586615915597,"{'latitude': '40.7427358153325', 'longitude': '-73.9586615915597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LONG ISLAND CITY,2 STREET,4000150044,,,,,,,
58931029,2023-09-26T11:16:37.000,2023-09-26T11:43:48.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10002,55 RUTGERS STREET,RUTGERS STREET,MADISON STREET,CHERRY STREET,MADISON STREET,CHERRY STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T11:43:51.000,03 MANHATTAN,MANHATTAN,987076,198577,ONLINE,Unspecified,MANHATTAN,40.71172429074152,-73.98980637392404,"{'latitude': '40.71172429074152', 'longitude': '-73.98980637392404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,RUTGERS STREET,1002560001,,,,,,,
58932939,2023-09-26T11:16:34.000,2023-11-20T10:42:33.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10012,446 WEST BROADWAY,WEST BROADWAY,PRINCE STREET,WEST HOUSTON STREET,PRINCE STREET,WEST HOUSTON STREET,ADDRESS,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-20T10:42:40.000,02 MANHATTAN,MANHATTAN,984046,203770,ONLINE,Unspecified,MANHATTAN,40.725978275975685,-74.00073600300765,"{'latitude': '40.725978275975685', 'longitude': '-74.00073600300765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST BROADWAY,,,,,,"446 WEST BROADWAY, MANHATTAN (NEW YORK), NY, 10012",,
58930899,2023-09-26T11:16:32.000,2023-09-26T12:51:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,274 AVENUE W,AVENUE W,MCDONALD AVENUE,STRYKER STREET,MCDONALD AVENUE,STRYKER STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T12:51:03.000,15 BROOKLYN,BROOKLYN,991734,155101,PHONE,Unspecified,BROOKLYN,40.592389450703614,-73.97305280879024,"{'latitude': '40.592389450703614', 'longitude': '-73.97305280879024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,AVENUE W,3071730009,,,,,,,
