unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,vehicle_type,taxi_company_borough,road_ramp,due_date
58925442,2023-09-25T13:58:41.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,11206,145 MARCUS GARVEY BOULEVARD,MARCUS GARVEY BOULEVARD,ADDRESS,BROOKLYN,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-25T14:40:32.000,03 BROOKLYN,3015940002,BROOKLYN,1000849,191976,ONLINE,Unspecified,BROOKLYN,40.693590979437126,-73.94014225275308,"{'latitude': '40.693590979437126', 'longitude': '-73.94014225275308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,HART STREET,PULASKI STREET,HART STREET,PULASKI STREET,MARCUS GARVEY BOULEVARD,,,,,,,,,
58917314,2023-09-25T13:58:33.000,2023-10-26T09:18:24.000,DOT,Department of Transportation,Broken Parking Meter,Out of Order,11361,BELL BOULEVARD,BELL BOULEVARD,BLOCKFACE,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-26T09:18:30.000,Unspecified QUEENS,,QUEENS,1047396,218342,ONLINE,Unspecified,QUEENS,40.76574924520672,-73.77204190570353,"{'latitude': '40.76574924520672', 'longitude': '-73.77204190570353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,38 AVENUE,39 AVENUE,38 AVENUE,39 AVENUE,,,,,,,,,,
58921223,2023-09-25T13:58:00.000,2023-09-25T19:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Wireless,11378,,,INTERSECTION,QUEENS,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-25T19:00:00.000,05 QUEENS,,QUEENS,1013129,205801,UNKNOWN,Unspecified,QUEENS,40.7315057327433,-73.89580000501644,"{'latitude': '40.7315057327433', 'longitude': '-73.89580000501644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,53 AVENUE,69 STREET,,N/A,,,,,,,,
58920169,2023-09-25T13:58:00.000,2023-09-26T18:35:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,10075,JOHN JAY PARK,JOHN JAY PARK,PLACENAME,NEW YORK,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T18:35:00.000,08 MANHATTAN,1014880017,MANHATTAN,998164,219579,UNKNOWN,Unspecified,MANHATTAN,40.76935905773366,-73.94976756342487,"{'latitude': '40.76935905773366', 'longitude': '-73.94976756342487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,76 ST E,78 ST E,,,,,,,,,,,,
58922161,2023-09-25T13:57:53.000,2023-09-26T13:21:24.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,10309,48 SAVO LOOP,SAVO LOOP,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T11:24:45.000,03 STATEN ISLAND,5075340370,STATEN ISLAND,922255,129442,MOBILE,Unspecified,STATEN ISLAND,40.52174699856089,-74.22298603024726,"{'latitude': '40.52174699856089', 'longitude': '-74.22298603024726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,STATION AVENUE,BEND,STATION AVENUE,BEND,SAVO LOOP,,,,,,,,,
58919558,2023-09-25T13:57:39.000,2023-10-02T10:15:55.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Roots Damaged,11229,1762 STUART STREET,STUART STREET,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-02T10:15:59.000,15 BROOKLYN,3068150023,BROOKLYN,1000307,161271,MOBILE,Unspecified,BROOKLYN,40.60931346049855,-73.94216986040813,"{'latitude': '40.60931346049855', 'longitude': '-73.94216986040813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,QUENTIN ROAD,AVENUE R,QUENTIN ROAD,AVENUE R,STUART STREET,,,,,,,,,
58919668,2023-09-25T13:57:14.000,2023-10-03T12:37:05.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,11218,45 EAST    4 STREET,EAST    4 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-03T12:37:09.000,07 BROOKLYN,3052730158,BROOKLYN,990353,176675,PHONE,Unspecified,BROOKLYN,40.65160663135869,-73.9780057884531,"{'latitude': '40.65160663135869', 'longitude': '-73.9780057884531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,VANDERBILT STREET,GREENWOOD AVENUE,VANDERBILT STREET,GREENWOOD AVENUE,EAST    4 STREET,,,,,,,,,
58923201,2023-09-25T13:57:03.000,2023-09-27T07:24:49.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11372,76-13 34 AVENUE,34 AVENUE,ADDRESS,JACKSON HEIGHTS,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-27T07:24:49.000,03 QUEENS,,QUEENS,1014617,213698,ONLINE,Unspecified,QUEENS,40.75317602825889,-73.89039541921649,"{'latitude': '40.75317602825889', 'longitude': '-73.89039541921649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,76 STREET,77 STREET,76 STREET,77 STREET,34 AVENUE,,,,,,,,,
58917476,2023-09-25T13:57:00.000,2023-10-18T15:32:39.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,11214,8751 16 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Transportation contacted the customer and resolved the service request or provided the information requested.,2023-10-18T15:32:45.000,11 BROOKLYN,3063970013,BROOKLYN,981408,160516,PHONE,Unspecified,BROOKLYN,40.60725523261136,-74.01023529788822,"{'latitude': '40.60725523261136', 'longitude': '-74.01023529788822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,16 AVENUE,,,,,,,,,
58923205,2023-09-25T13:56:59.000,2023-09-29T15:06:29.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,11226,995 ROGERS AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T04:41:42.000,17 BROOKLYN,3051380055,BROOKLYN,997586,174592,ONLINE,Unspecified,BROOKLYN,40.64588131002261,-73.95194336425014,"{'latitude': '40.64588131002261', 'longitude': '-73.95194336425014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,TILDEN AVENUE,BEVERLEY ROAD,TILDEN AVENUE,BEVERLEY ROAD,ROGERS AVENUE,,,,,,,,,
58919592,2023-09-25T13:56:53.000,2023-09-25T13:56:53.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10025,255 WEST   99 STREET,WEST   99 STREET,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-25T13:56:53.000,07 MANHATTAN,1018710006,MANHATTAN,992310,229582,MOBILE,Unspecified,MANHATTAN,40.79682190775867,-73.97088971894297,"{'latitude': '40.79682190775867', 'longitude': '-73.97088971894297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apt. Building,BROADWAY,WEST END AVENUE,BROADWAY,WEST END AVENUE,WEST   99 STREET,,,,,,,,,
58923184,2023-09-25T13:56:39.000,2023-10-14T11:40:45.000,DSNY,Department of Sanitation,Abandoned Bike,Chained to Public Property,11233,403 MACON STREET,MACON STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-27T13:42:10.000,03 BROOKLYN,3016640055,BROOKLYN,1002062,188003,ONLINE,Unspecified,BROOKLYN,40.68268365119031,-73.93577855195088,"{'latitude': '40.68268365119031', 'longitude': '-73.93577855195088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MACON STREET,,,,,,,,,
58920119,2023-09-25T13:56:38.000,2023-09-25T14:17:38.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11104,50-41 40 STREET,40 STREET,ADDRESS,SUNNYSIDE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T14:17:41.000,02 QUEENS,4002080019,QUEENS,1004855,207727,ONLINE,Unspecified,QUEENS,40.736815271237774,-73.92564798858733,"{'latitude': '40.736815271237774', 'longitude': '-73.92564798858733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,50 AVENUE,51 AVENUE,50 AVENUE,51 AVENUE,40 STREET,,,,,,,,,
58919443,2023-09-25T13:56:35.000,2023-09-26T12:40:00.000,DOT,Department of Transportation,Street Condition,Pothole,10306,INA STREET,INA STREET,BLOCKFACE,STATEN ISLAND,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-26T12:40:00.000,02 STATEN ISLAND,,STATEN ISLAND,,,UNKNOWN,Unspecified,STATEN ISLAND,,,,,CUBA AVENUE,TITUS AVENUE,,,,N/A,,,,,,,,
58916998,2023-09-25T13:56:16.000,2023-09-25T16:53:55.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),11212,176 EAST   94 STREET,EAST   94 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T16:53:58.000,17 BROOKLYN,3046120031,BROOKLYN,1005143,180297,PHONE,Unspecified,BROOKLYN,40.66152568044186,-73.92469384834791,"{'latitude': '40.66152568044186', 'longitude': '-73.92469384834791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,RUTLAND ROAD,WINTHROP STREET,RUTLAND ROAD,WINTHROP STREET,EAST   94 STREET,,,,,,,,,
58920919,2023-09-25T13:56:10.000,2023-09-25T15:00:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,11432,82 AVENUE,82 AVENUE,INTERSECTION,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T15:00:49.000,08 QUEENS,,QUEENS,1041210,201547,PHONE,Unspecified,QUEENS,40.71969330926702,-73.79451560589418,"{'latitude': '40.71969330926702', 'longitude': '-73.79451560589418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,82 AVENUE,172 STREET,82 AVENUE,172 STREET,,,,,,,,,,
58924135,2023-09-25T13:56:06.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,10065,421 EAST   65 STREET,EAST   65 STREET,ADDRESS,NEW YORK,In Progress,,,08 MANHATTAN,1014600013,MANHATTAN,995838,217234,PHONE,Unspecified,MANHATTAN,40.76292599536079,-73.95816894905094,"{'latitude': '40.76292599536079', 'longitude': '-73.95816894905094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,EAST   65 STREET,,,,,,,,,
58917472,2023-09-25T13:56:01.000,2023-10-02T10:49:30.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,10011,500 WEST   23 STREET,WEST   23 STREET,ADDRESS,NEW YORK,Closed,"The Department of Transportation is unable to schedule a sidewalk dismissal inspection because there is no record of a permit to make a sidewalk repair. Owner must obtain a permit of record. Once a permit is obtained, the owner must call 3-1-1 to make another request for sidewalk dismissal - work done by owner.",2023-10-02T10:49:36.000,04 MANHATTAN,1006940039,MANHATTAN,983070,211690,PHONE,Unspecified,MANHATTAN,40.74771664154465,-74.00425866147211,"{'latitude': '40.74771664154465', 'longitude': '-74.00425866147211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,10 AVENUE,HIGH LINE,10 AVENUE,HIGH LINE,WEST   23 STREET,,,,,,,,,
58923338,2023-09-25T13:56:00.000,2023-10-05T11:31:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",11233,224 MAC DONOUGH STREET,MAC DONOUGH STREET,ADDRESS,BROOKLYN,Closed,,2023-10-05T11:31:00.000,03 BROOKLYN,3016740002,BROOKLYN,1001572,187649,ONLINE,Unspecified,BROOKLYN,40.68171297445653,-73.93754616409844,"{'latitude': '40.68171297445653', 'longitude': '-73.93754616409844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,MARCUS GARVEY BLVD,LEWIS AVE,,,,N/A,,,,,,,,
58917004,2023-09-25T13:55:58.000,2023-09-26T18:34:54.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,10451,2980 PARK AVENUE,PARK AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,01 BRONX,2024417501,BRONX,1005604,238147,PHONE,Unspecified,BRONX,40.82030832674518,-73.92284858544741,"{'latitude': '40.82030832674518', 'longitude': '-73.92284858544741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58917103,2023-09-25T13:55:58.000,2023-09-26T18:34:54.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,10451,2980 PARK AVENUE,PARK AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,01 BRONX,2024417501,BRONX,1005604,238147,PHONE,Unspecified,BRONX,40.82030832674518,-73.92284858544741,"{'latitude': '40.82030832674518', 'longitude': '-73.92284858544741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58922761,2023-09-25T13:55:57.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,10027,418 WEST  130 STREET,WEST  130 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,09 MANHATTAN,1019690055,MANHATTAN,997569,236063,PHONE,Unspecified,MANHATTAN,40.81460410232225,-73.95188294771233,"{'latitude': '40.81460410232225', 'longitude': '-73.95188294771233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58921654,2023-09-25T13:55:46.000,2023-10-10T08:44:38.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,10457,2176 TIEBOUT AVENUE,TIEBOUT AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,05 BRONX,2031430130,BRONX,1012350,250589,ONLINE,Unspecified,BRONX,40.85443910241399,-73.8984233658015,"{'latitude': '40.85443910241399', 'longitude': '-73.8984233658015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58922337,2023-09-25T13:55:37.000,2023-09-25T14:50:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11205,298 CLASSON AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T14:50:22.000,02 BROOKLYN,3019330121,BROOKLYN,995261,190775,ONLINE,Unspecified,BROOKLYN,40.690303228634036,-73.96029513058312,"{'latitude': '40.690303228634036', 'longitude': '-73.96029513058312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,CLASSON AVENUE,,,,,,,,,
58918402,2023-09-25T13:55:35.000,2023-09-26T11:45:00.000,DOT,Department of Transportation,Street Condition,Pothole,10026,LENOX AVENUE,LENOX AVENUE,BLOCKFACE,MANHATTAN,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-26T11:45:00.000,10 MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,APOSTLE WILLIAM BROWN WAY,WEST  117 STREET,,,,N/A,,,,,,,,
58919061,2023-09-25T13:55:00.000,2023-09-25T19:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,11378,,,INTERSECTION,QUEENS,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-25T19:00:00.000,05 QUEENS,,QUEENS,1013129,205801,UNKNOWN,Unspecified,QUEENS,40.7315057327433,-73.89580000501644,"{'latitude': '40.7315057327433', 'longitude': '-73.89580000501644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,53 AVENUE,69 STREET,,N/A,,,,,,,,
58920127,2023-09-25T13:54:50.000,2023-09-25T16:52:12.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,10003,59 1 AVENUE,1 AVENUE,ADDRESS,NEW YORK,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-09-25T16:52:16.000,03 MANHATTAN,1004450032,MANHATTAN,987795,203407,PHONE,Unspecified,MANHATTAN,40.72498122117786,-73.98721033512008,"{'latitude': '40.72498122117786', 'longitude': '-73.98721033512008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,EAST    3 STREET,EAST    4 STREET,EAST    3 STREET,EAST    4 STREET,1 AVENUE,,,,,,,,,
58917980,2023-09-25T13:54:48.000,2023-09-25T14:27:09.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,10036,120 WEST   44 STREET,WEST   44 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T14:27:14.000,05 MANHATTAN,1009960043,MANHATTAN,988696,214876,MOBILE,Unspecified,MANHATTAN,40.756460365934686,-73.98395212339567,"{'latitude': '40.756460365934686', 'longitude': '-73.98395212339567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AVENUE OF THE AMERICAS,BROADWAY,AVENUE OF THE AMERICAS,BROADWAY,WEST   44 STREET,,,,,,,,,
58917926,2023-09-25T13:54:42.000,2023-09-25T14:33:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10456,438 EAST  166 STREET,EAST  166 STREET,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T14:33:14.000,03 BRONX,2023870025,BRONX,1009260,241151,PHONE,Unspecified,BRONX,40.82854385474936,-73.90962836959446,"{'latitude': '40.82854385474936', 'longitude': '-73.90962836959446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,PARK AVENUE,WASHINGTON AVENUE,PARK AVENUE,WASHINGTON AVENUE,EAST  166 STREET,,,,,,,,,
58923086,2023-09-25T13:54:40.000,2023-11-08T11:57:12.000,DOT,Department of Transportation,Highway Condition,Unsafe Worksite,,,,,,Closed,The condition was inspected and determined not to be under New York City Department of Transportation's jurisdiction. The Department of Transportation notified the New York State Department of Transportation of the complaint.,2023-11-08T11:57:17.000,Unspecified BROOKLYN,,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,Highway,,,,,,,Belt Pkwy,Coney Is Ave (Exit 8),,East/Queens Bound,,,Ramp,
58925467,2023-09-25T13:54:30.000,2023-10-02T12:07:57.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,10465,1340 STADIUM AVENUE,STADIUM AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation collected the requested items.,2023-09-26T07:41:14.000,10 BRONX,2054090290,BRONX,1034135,245249,ONLINE,Unspecified,BRONX,40.839686193593046,-73.81971426517978,"{'latitude': '40.839686193593046', 'longitude': '-73.81971426517978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,PARSIFAL PLACE,POLO PLACE,PARSIFAL PLACE,POLO PLACE,STADIUM AVENUE,,,,,,,,,
58918077,2023-09-25T13:54:23.000,2023-09-25T14:15:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11368,108-64 52 AVENUE,52 AVENUE,ADDRESS,CORONA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T14:15:48.000,04 QUEENS,4020080032,QUEENS,1024959,210301,MOBILE,Unspecified,QUEENS,40.743810565695064,-73.85308833323448,"{'latitude': '40.743810565695064', 'longitude': '-73.85308833323448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,108 STREET,111 STREET,108 STREET,111 STREET,52 AVENUE,,,,,,,,,
58920962,2023-09-25T13:54:06.000,2023-09-27T05:10:46.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11418,89-14 116 STREET,116 STREET,ADDRESS,RICHMOND HILL,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T05:10:50.000,09 QUEENS,4093230012,QUEENS,1030834,193031,ONLINE,Unspecified,QUEENS,40.696379668989664,-73.8320060592732,"{'latitude': '40.696379668989664', 'longitude': '-73.8320060592732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Yard,89 AVENUE,91 AVENUE,89 AVENUE,91 AVENUE,116 STREET,,,,,,,,,
58920025,2023-09-25T13:54:05.000,2023-09-25T14:17:17.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11104,50-41 40 STREET,40 STREET,ADDRESS,SUNNYSIDE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T14:17:19.000,02 QUEENS,4002080019,QUEENS,1004855,207727,ONLINE,Unspecified,QUEENS,40.736815271237774,-73.92564798858733,"{'latitude': '40.736815271237774', 'longitude': '-73.92564798858733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,50 AVENUE,51 AVENUE,50 AVENUE,51 AVENUE,40 STREET,,,,,,,,,
58925468,2023-09-25T13:54:03.000,2023-09-26T13:22:18.000,DSNY,Department of Sanitation,Missed Collection,Trash,10304,25 CRESTON PLACE,CRESTON PLACE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the requested items.,2023-09-26T12:29:43.000,01 STATEN ISLAND,5005770012,STATEN ISLAND,960975,170172,ONLINE,Unspecified,STATEN ISLAND,40.63372881812306,-74.08385682567419,"{'latitude': '40.63372881812306', 'longitude': '-74.08385682567419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BAYVIEW PLACE,DEAD END,BAYVIEW PLACE,DEAD END,CRESTON PLACE,,,,,,,,,
58925218,2023-09-25T13:53:54.000,2023-10-26T09:30:39.000,DOT,Department of Transportation,Broken Parking Meter,Coin or Card Did Not Register,11361,BELL BOULEVARD,BELL BOULEVARD,BLOCKFACE,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-26T09:30:42.000,Unspecified QUEENS,,QUEENS,1047341,218480,PHONE,Unspecified,QUEENS,40.76612841090562,-73.77223916039243,"{'latitude': '40.76612841090562', 'longitude': '-73.77223916039243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,38 AVENUE,39 AVENUE,38 AVENUE,39 AVENUE,,,,,,,,,,
58924250,2023-09-25T13:53:12.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,11430,JFK AIRPORT,JFK AIRPORT,UNRECOGNIZED,JAMAICA,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-19T14:39:24.000,83 QUEENS,4142600001,QUEENS,1043001,175548,MOBILE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,JOHN F KENNEDY AIRPORT,,,,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,,,
58923228,2023-09-25T13:53:09.000,2023-09-25T16:50:54.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,10467,735 PELHAM PARKWAY NORTH,PELHAM PARKWAY NORTH,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T16:50:58.000,11 BRONX,2043440001,BRONX,1021218,251850,ONLINE,Unspecified,BRONX,40.857867488589484,-73.86636017094892,"{'latitude': '40.857867488589484', 'longitude': '-73.86636017094892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CRUGER AVENUE,HOLLAND AVENUE,CRUGER AVENUE,HOLLAND AVENUE,PELHAM PARKWAY NORTH,,,,,,,,,
58923174,2023-09-25T13:53:01.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,10023,1841 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-25T17:54:41.000,07 MANHATTAN,1011130018,MANHATTAN,989205,219506,MOBILE,Unspecified,MANHATTAN,40.769168253122714,-73.98211147059014,"{'latitude': '40.769168253122714', 'longitude': '-73.98211147059014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,WEST 60 STREET,WEST 61 STREET,WEST   60 STREET,WEST   61 STREET,BROADWAY,,,,,,,,,
58922868,2023-09-25T13:52:33.000,2023-09-26T20:22:26.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11209,170 72 STREET,72 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,10 BROOKLYN,3059060018,BROOKLYN,975697,170416,ONLINE,Unspecified,BROOKLYN,40.63442499553465,-74.03081567421968,"{'latitude': '40.63442499553465', 'longitude': '-74.03081567421968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58923929,2023-09-25T13:52:33.000,2023-09-26T20:22:27.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,11209,170 72 STREET,72 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,10 BROOKLYN,3059060018,BROOKLYN,975697,170416,ONLINE,Unspecified,BROOKLYN,40.63442499553465,-74.03081567421968,"{'latitude': '40.63442499553465', 'longitude': '-74.03081567421968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
