unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,facility_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58838447,2023-09-17T04:24:37.000,2023-09-17T05:17:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2386 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:17:19.000,05 BRONX,2031840005,BRONX,1011556,252911,MOBILE,Unspecified,BRONX,40.86081478420994,-73.90128407682232,"{'latitude': '40.86081478420994', 'longitude': '-73.90128407682232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  184 STREET,EAST FORDHAM ROAD,,EAST  184 STREET,EAST FORDHAM ROAD,WALTON AVENUE,,,,
58844234,2023-09-17T04:24:01.000,2023-09-17T06:29:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,88 BAY   13 STREET,BAY   13 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T06:29:45.000,11 BROOKLYN,3063970046,BROOKLYN,981876,160644,ONLINE,Unspecified,BROOKLYN,40.60760670415177,-74.00854986808348,"{'latitude': '40.60760670415177', 'longitude': '-74.00854986808348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BENSON AVENUE,BATH AVENUE,,BENSON AVENUE,BATH AVENUE,BAY   13 STREET,,,,
58840861,2023-09-17T04:23:35.000,2023-09-18T14:07:24.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10457,2072 ANTHONY AVENUE,ANTHONY AVENUE,ADDRESS,BRONX,Closed,This request required re-assignment to a new DOT unit.,2023-09-18T14:07:34.000,05 BRONX,2031560049,BRONX,1011361,249971,ONLINE,Unspecified,BRONX,40.85274596970766,-73.90200092574528,"{'latitude': '40.85274596970766', 'longitude': '-73.90200092574528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST BURNSIDE AVENUE,EAST  180 STREET,,EAST BURNSIDE AVENUE,EAST  180 STREET,ANTHONY AVENUE,,,,
58841491,2023-09-17T04:23:33.000,2023-09-17T04:30:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,741 JENNINGS STREET,JENNINGS STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T04:31:02.000,03 BRONX,2029620064,BRONX,1012303,242334,ONLINE,Unspecified,BRONX,40.83178170766655,-73.89862779539902,"{'latitude': '40.83178170766655', 'longitude': '-73.89862779539902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNION AVENUE,PROSPECT AVENUE,,UNION AVENUE,PROSPECT AVENUE,JENNINGS STREET,,,,
58841641,2023-09-17T04:22:30.000,2023-09-17T05:45:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10472,FTELEY AVENUE,FTELEY AVENUE,BLOCKFACE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:45:49.000,Unspecified BRONX,,BRONX,,,ONLINE,Unspecified,BRONX,,,,WATSON AVENUE,GLEASON AVENUE,,WATSON AVENUE,GLEASON AVENUE,,,,,
58842519,2023-09-17T04:21:20.000,2023-09-17T04:35:44.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11231,298 UNION STREET,UNION STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T04:35:48.000,06 BROOKLYN,3004350012,BROOKLYN,985564,187801,ONLINE,Unspecified,BROOKLYN,40.682147031318635,-73.99526239073904,"{'latitude': '40.682147031318635', 'longitude': '-73.99526239073904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COURT STREET,SMITH STREET,,COURT STREET,SMITH STREET,UNION STREET,,,,
58842914,2023-09-17T04:21:00.000,2023-09-26T15:19:06.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11419,121-20 LIBERTY AVENUE,LIBERTY AVENUE,ADDRESS,SOUTH RICHMOND HILL,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-17T04:21:00.000,10 QUEENS,4095750010,QUEENS,1033602,189638,MOBILE,Unspecified,QUEENS,40.6870516828661,-73.82204881986134,"{'latitude': '40.6870516828661', 'longitude': '-73.82204881986134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",121 STREET,122 STREET,,121 STREET,122 STREET,LIBERTY AVENUE,,,,
58844116,2023-09-17T04:20:46.000,2023-09-18T10:16:45.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Mattress or Box Spring Uncovered,Sidewalk,10459,1388 BRISTOW STREET,BRISTOW STREET,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-18T10:16:50.000,03 BRONX,2029640009,BRONX,1013295,242698,PHONE,Unspecified,BRONX,40.83277757565423,-73.8950415356381,"{'latitude': '40.83277757565423', 'longitude': '-73.8950415356381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JENNINGS STREET,EAST  170 STREET,,JENNINGS STREET,EAST  170 STREET,BRISTOW STREET,,,,
58844575,2023-09-17T04:19:48.000,2023-09-17T05:07:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11379,68-66 76 STREET,76 STREET,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:07:24.000,05 QUEENS,4037880026,QUEENS,1018703,197737,MOBILE,Unspecified,QUEENS,40.70935206354893,-73.87572943464232,"{'latitude': '40.70935206354893', 'longitude': '-73.87572943464232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",68 AVENUE,69 ROAD,,68 AVENUE,69 ROAD,76 STREET,,,,
58844751,2023-09-17T04:18:01.000,2023-09-17T04:22:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11436,137-17 135 AVENUE,135 AVENUE,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T04:22:12.000,12 QUEENS,4120850022,QUEENS,1039773,182637,ONLINE,Unspecified,QUEENS,40.667799009622975,-73.79985546180932,"{'latitude': '40.667799009622975', 'longitude': '-73.79985546180932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VAN WYCK EXPRESSWAY,140 STREET,,VAN WYCK EXPRESSWAY,140 STREET,135 AVENUE,,,,
58838491,2023-09-17T04:17:44.000,2023-09-17T05:19:01.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11379,84-08 58 AVENUE,58 AVENUE,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T05:19:05.000,05 QUEENS,4028980050,QUEENS,1018245,205032,ONLINE,Unspecified,QUEENS,40.72937683484842,-73.87734457613516,"{'latitude': '40.72937683484842', 'longitude': '-73.87734457613516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",84 STREET,84 PLACE,,84 STREET,84 PLACE,58 AVENUE,,,,
58841392,2023-09-17T04:17:36.000,2023-09-17T05:02:56.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11103,37-02 ASTORIA BOULEVARD,ASTORIA BOULEVARD,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:03:00.000,01 QUEENS,4006530043,QUEENS,1008415,219503,MOBILE,Unspecified,QUEENS,40.76912837934583,-73.91275961194128,"{'latitude': '40.76912837934583', 'longitude': '-73.91275961194128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37 STREET,38 STREET,,37 STREET,38 STREET,ASTORIA BOULEVARD SOUTH,,,,
58839350,2023-09-17T04:17:22.000,2023-09-17T04:56:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,69-08 38 AVENUE,38 AVENUE,ADDRESS,WOODSIDE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T04:56:04.000,02 QUEENS,4012820011,QUEENS,1012989,211445,ONLINE,Unspecified,QUEENS,40.74699755735216,-73.89628103427968,"{'latitude': '40.74699755735216', 'longitude': '-73.89628103427968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",69 STREET,70 STREET,,69 STREET,70 STREET,38 AVENUE,,,,
58836993,2023-09-17T04:17:00.000,2023-09-17T05:50:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10455,609 EAST  156 STREET,EAST  156 STREET,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T05:50:55.000,01 BRONX,2026187501,BRONX,1009198,237687,MOBILE,Unspecified,BRONX,40.81903633770904,-73.9098652809337,"{'latitude': '40.81903633770904', 'longitude': '-73.9098652809337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST ANNS AVENUE,EAGLE AVENUE,,ST ANNS AVENUE,EAGLE AVENUE,EAST  156 STREET,,,,
58837925,2023-09-17T04:17:00.000,2023-09-17T06:51:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Locking Device Request (Use Comments) (WC5),,10452,,,INTERSECTION,BRONX,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-17T06:51:00.000,04 BRONX,,BRONX,1004019,242369,ONLINE,Unspecified,BRONX,40.831900200234024,-73.92856270428858,"{'latitude': '40.831900200234024', 'longitude': '-73.92856270428858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,WEST 163 STREET,WOODYCREST AVENUE,,,,,
58838814,2023-09-17T04:16:47.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-05T08:49:42.000,Unspecified MANHATTAN,,MANHATTAN,981727,196790,MOBILE,Unspecified,MANHATTAN,40.70681949083064,-74.00910000928843,"{'latitude': '40.70681949083064', 'longitude': '-74.00910000928843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,2,Mezzanine,,
58844591,2023-09-17T04:16:41.000,2023-09-17T04:28:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,153 BOWERY,BOWERY,ADDRESS,NEW YORK,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T04:29:02.000,03 MANHATTAN,1004247501,MANHATTAN,985813,201415,ONLINE,Unspecified,MANHATTAN,40.71951423492536,-73.99436146505073,"{'latitude': '40.71951423492536', 'longitude': '-73.99436146505073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOME STREET,DELANCEY STREET,,BROOME STREET,DELANCEY STREET,BOWERY,,,,
58840640,2023-09-17T04:16:19.000,2023-09-19T20:44:46.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58845086,2023-09-17T04:15:31.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10036,2 TIMES SQUARE,TIMES SQUARE,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-17T05:29:29.000,05 MANHATTAN,1010197501,MANHATTAN,988445,215914,ONLINE,Unspecified,MANHATTAN,40.759309533383245,-73.984857462443,"{'latitude': '40.759309533383245', 'longitude': '-73.984857462443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST 47 STREET BIKE PATH,WEST 47 STREET BIKE PATH,,WEST   47 STREET BIKE PATH,WEST   47 STREET BIKE PATH,TIMES SQUARE,,,,
58842700,2023-09-17T04:14:58.000,2023-09-17T04:53:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,FREDRICK DOUGLAS BOULEVARD,FREDRICK DOUGLAS BOULEVARD,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T04:53:18.000,10 MANHATTAN,,MANHATTAN,996343,231877,ONLINE,Unspecified,MANHATTAN,40.803116456400865,-73.95631961209878,"{'latitude': '40.803116456400865', 'longitude': '-73.95631961209878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FREDRICK DOUGLAS BOULEVARD,WEST  114 STREET,,FREDRICK DOUGLAS BOULEVARD,WEST  114 STREET,,,,,
58842782,2023-09-17T04:14:55.000,2023-09-18T13:56:58.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11419,121-20 LIBERTY AVENUE,LIBERTY AVENUE,ADDRESS,SOUTH RICHMOND HILL,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-18T00:00:00.000,10 QUEENS,4095750010,QUEENS,1033602,189638,MOBILE,Unspecified,QUEENS,40.6870516828661,-73.82204881986134,"{'latitude': '40.6870516828661', 'longitude': '-73.82204881986134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58837722,2023-09-17T04:14:30.000,2023-09-19T10:56:46.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10453,2183 MORRIS AVENUE,MORRIS AVENUE,ADDRESS,BRONX,Closed,This request required re-assignment to a new DOT unit.,2023-09-19T10:56:16.000,05 BRONX,2031810042,BRONX,1011008,251157,ONLINE,Unspecified,BRONX,40.85600226120347,-73.90327219214285,"{'latitude': '40.85600226120347', 'longitude': '-73.90327219214285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CAMERON PLACE,EAST  182 STREET,,CAMERON PLACE,EAST  182 STREET,MORRIS AVENUE,,,,
58839333,2023-09-17T04:13:37.000,2023-09-17T05:38:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460,1520 THIERIOT AVENUE,THIERIOT AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T05:38:44.000,09 BRONX,2039220043,BRONX,1021442,244753,ONLINE,Unspecified,BRONX,40.83838739929994,-73.86558977559102,"{'latitude': '40.83838739929994', 'longitude': '-73.86558977559102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ARCHER STREET,GUERLAIN STREET,,ARCHER STREET,GUERLAIN STREET,THIERIOT AVENUE,,,,
58841682,2023-09-17T04:13:35.000,2023-09-17T04:34:28.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10037,53 EAST  131 STREET,EAST  131 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T04:34:32.000,11 MANHATTAN,1017560030,MANHATTAN,1001583,234144,PHONE,Unspecified,MANHATTAN,40.8093300190546,-73.93738668006867,"{'latitude': '40.8093300190546', 'longitude': '-73.93738668006867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MADISON AVENUE,PARK AVENUE,,MADISON AVENUE,PARK AVENUE,EAST  131 STREET,,,,
58843229,2023-09-17T04:13:32.000,2023-09-17T06:03:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466,845 EAST  223 STREET,EAST  223 STREET,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T06:03:40.000,12 BRONX,2048480116,BRONX,1023782,261763,ONLINE,Unspecified,BRONX,40.88506449194618,-73.85703280437964,"{'latitude': '40.88506449194618', 'longitude': '-73.85703280437964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BARNES AVENUE,BRONXWOOD AVENUE,,BARNES AVENUE,BRONXWOOD AVENUE,EAST  223 STREET,,,,
58841332,2023-09-17T04:13:16.000,2023-09-17T09:34:25.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11369,100-20 23 AVENUE,23 AVENUE,ADDRESS,EAST ELMHURST,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T09:34:29.000,03 QUEENS,4016370009,QUEENS,1020180,219381,ONLINE,Unspecified,QUEENS,40.76875353231687,-73.87028635929656,"{'latitude': '40.76875353231687', 'longitude': '-73.87028635929656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",100 STREET,101 STREET,,100 STREET,101 STREET,23 AVENUE,,,,
58844676,2023-09-17T04:12:23.000,2023-09-17T04:25:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,928 KELLY STREET,KELLY STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T04:25:12.000,02 BRONX,2027110010,BRONX,1013042,238161,ONLINE,Unspecified,BRONX,40.82032564052735,-73.89597525800072,"{'latitude': '40.82032564052735', 'longitude': '-73.89597525800072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",INTERVALE AVENUE,EAST  163 STREET,,INTERVALE AVENUE,EAST  163 STREET,KELLY STREET,,,,
58841642,2023-09-17T04:12:17.000,2023-09-17T04:44:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,561 WEST  175 STREET,WEST  175 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T04:44:43.000,12 MANHATTAN,1021330024,MANHATTAN,1002029,247174,ONLINE,Unspecified,MANHATTAN,40.8450927562491,-73.93574103203215,"{'latitude': '40.8450927562491', 'longitude': '-73.93574103203215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AUDUBON AVENUE,ST NICHOLAS AVENUE,,AUDUBON AVENUE,ST NICHOLAS AVENUE,WEST  175 STREET,,,,
58840578,2023-09-17T04:11:49.000,2023-09-17T04:35:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,370 SOUTH    2 STREET,SOUTH    2 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T04:35:47.000,01 BROOKLYN,3024240016,BROOKLYN,997309,197917,ONLINE,Unspecified,BROOKLYN,40.70990356167353,-73.95289634360928,"{'latitude': '40.70990356167353', 'longitude': '-73.95289634360928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KEAP STREET,HOOPER STREET,,KEAP STREET,HOOPER STREET,SOUTH    2 STREET,,,,
58839545,2023-09-17T04:11:44.000,2023-09-17T04:22:12.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11230,23 WELLINGTON COURT,WELLINGTON COURT,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T04:22:17.000,14 BROOKLYN,3066900073,BROOKLYN,994611,169077,ONLINE,Unspecified,BROOKLYN,40.630747794210656,-73.9626723241622,"{'latitude': '40.630747794210656', 'longitude': '-73.9626723241622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RUGBY ROAD,DEAD END,,RUGBY ROAD,DEAD END,WELLINGTON COURT,,,,
58840553,2023-09-17T04:11:23.000,2023-09-17T04:12:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11385,PALMETTO STREET,PALMETTO STREET,INTERSECTION,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T04:12:42.000,05 QUEENS,,QUEENS,1009223,194539,ONLINE,Unspecified,QUEENS,40.70060614655157,-73.90993523917614,"{'latitude': '40.70060614655157', 'longitude': '-73.90993523917614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PALMETTO STREET,ST NICHOLAS AVENUE,,PALMETTO STREET,ST NICHOLAS AVENUE,,,,,
58841580,2023-09-17T04:11:06.000,2023-09-17T04:30:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11385,17 ST JOHNS ROAD,ST JOHNS ROAD,ADDRESS,RIDGEWOOD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T04:30:42.000,05 QUEENS,4033910032,QUEENS,1009931,196794,ONLINE,Unspecified,QUEENS,40.70679356185185,-73.90737324979581,"{'latitude': '40.70679356185185', 'longitude': '-73.90737324979581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MENAHAN STREET,GROVE STREET,,MENAHAN STREET,GROVE STREET,ST JOHNS ROAD,,,,
58840307,2023-09-17T04:11:05.000,2023-09-17T04:17:13.000,NYPD,New York City Police Department,Drinking,In Public,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T04:17:18.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST PAULS PLACE,EAST  171 STREET,,ST PAULS PLACE,EAST  171 STREET,WASHINGTON AVENUE,,,,
58843667,2023-09-17T04:10:45.000,2023-09-17T10:22:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11420,134-23 135 AVENUE,135 AVENUE,ADDRESS,SOUTH OZONE PARK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T10:22:50.000,10 QUEENS,,QUEENS,1038516,182570,ONLINE,Unspecified,QUEENS,40.667622903841675,-73.8043871114587,"{'latitude': '40.667622903841675', 'longitude': '-73.8043871114587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",134 STREET,134 PLACE,,134 STREET,134 PLACE,135 AVENUE,,,,
58842357,2023-09-17T04:10:44.000,2023-09-17T05:56:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10469,922 EAST  212 STREET,EAST  212 STREET,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T05:56:15.000,12 BRONX,2046820048,BRONX,1023350,258696,MOBILE,Unspecified,BRONX,40.87664846636958,-73.85861302932655,"{'latitude': '40.87664846636958', 'longitude': '-73.85861302932655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TILDEN STREET,PAULDING AVENUE,,TILDEN STREET,PAULDING AVENUE,EAST  212 STREET,,,,
58842809,2023-09-17T04:10:21.000,2023-09-19T20:44:45.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58839402,2023-09-17T04:10:10.000,2023-09-17T04:12:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11374,62-62 WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD,ADDRESS,REGO PARK,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T04:12:07.000,05 QUEENS,4029740085,QUEENS,1020319,203608,ONLINE,Unspecified,QUEENS,40.72546009203048,-73.86986913809902,"{'latitude': '40.72546009203048', 'longitude': '-73.86986913809902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",62 ROAD,62 DRIVE,,62 ROAD,62 DRIVE,WOODHAVEN BOULEVARD,,,,
58841492,2023-09-17T04:09:38.000,2023-09-17T05:52:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10469,2800 WICKHAM AVENUE,WICKHAM AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:52:05.000,12 BRONX,2047940133,BRONX,1029437,255390,MOBILE,Unspecified,BRONX,40.86754546090803,-73.83662456778065,"{'latitude': '40.86754546090803', 'longitude': '-73.83662456778065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BARTOW AVENUE,ARNOW AVENUE,,BARTOW AVENUE,ARNOW AVENUE,WICKHAM AVENUE,,,,
58844468,2023-09-17T04:09:27.000,2023-09-17T04:16:56.000,NYPD,New York City Police Department,Drinking,In Public,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T04:17:02.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST PAULS PLACE,EAST  171 STREET,,ST PAULS PLACE,EAST  171 STREET,WASHINGTON AVENUE,,,,
58838254,2023-09-17T04:08:41.000,2023-09-17T11:43:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10461,1803 HAIGHT AVENUE,HAIGHT AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T11:43:23.000,11 BRONX,2041300033,BRONX,1024834,248941,PHONE,Unspecified,BRONX,40.84986727884993,-73.85330591516451,"{'latitude': '40.84986727884993', 'longitude': '-73.85330591516451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MORRIS PARK AVENUE,RHINELANDER AVENUE,,MORRIS PARK AVENUE,RHINELANDER AVENUE,HAIGHT AVENUE,,,,
