unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,due_date,vehicle_type,taxi_company_borough
58878264,2023-09-20T14:26:53.000,2023-09-20T14:53:31.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,EAST HOUSTON STREET,EAST HOUSTON STREET,INTERSECTION,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T14:53:34.000,02 MANHATTAN,,MANHATTAN,985661,203396,ONLINE,Unspecified,MANHATTAN,40.72495162664278,-73.99490939095129,"{'latitude': '40.72495162664278', 'longitude': '-73.99490939095129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST HOUSTON STREET,MULBERRY STREET,EAST HOUSTON STREET,MULBERRY STREET,,,,,,
58877594,2023-09-20T14:26:39.000,2023-09-20T14:57:31.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10467,3444 KNOX PLACE,KNOX PLACE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T14:57:34.000,07 BRONX,2033240117,BRONX,1016532,260680,ONLINE,Unspecified,BRONX,40.88212149688681,-73.88325756286221,"{'latitude': '40.88212149688681', 'longitude': '-73.88325756286221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST MOSHOLU PARKWAY NORTH,WEST GUN HILL ROAD,WEST MOSHOLU PARKWAY NORTH,WEST GUN HILL ROAD,KNOX PLACE,,,,,
58873488,2023-09-20T14:26:37.000,2023-09-20T15:12:47.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10304,979 RICHMOND ROAD,RICHMOND ROAD,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T15:12:50.000,02 STATEN ISLAND,5008470025,STATEN ISLAND,958518,158949,ONLINE,Unspecified,STATEN ISLAND,40.602917234893084,-74.0926662988647,"{'latitude': '40.602917234893084', 'longitude': '-74.0926662988647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SPRING STREET,VENICE AVENUE,SPRING STREET,VENICE AVENUE,RICHMOND ROAD,,,,,
58873608,2023-09-20T14:26:31.000,2023-09-20T19:52:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11418,86-05 104 STREET,104 STREET,ADDRESS,RICHMOND HILL,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T19:52:05.000,09 QUEENS,4092000003,QUEENS,1027575,193196,PHONE,Unspecified,QUEENS,40.69684910991574,-73.84375776816921,"{'latitude': '40.69684910991574', 'longitude': '-73.84375776816921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",86 AVENUE,86 AVENUE,86 AVENUE,86 AVENUE,104 STREET,,,,,
58871082,2023-09-20T14:26:26.000,2023-09-20T15:51:50.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10039,290 WEST  147 STREET,WEST  147 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T15:51:53.000,10 MANHATTAN,1020320058,MANHATTAN,1000680,239481,ONLINE,Unspecified,MANHATTAN,40.823980309467146,-73.94063558942447,"{'latitude': '40.823980309467146', 'longitude': '-73.94063558942447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  147 STREET,,,,,
58871026,2023-09-20T14:26:19.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,10461,1545B CROSBY AVENUE,CROSBY AVENUE,ADDRESS,BRONX,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T00:00:00.000,10 BRONX,2053960005,BRONX,1031206,246525,UNKNOWN,Unspecified,BRONX,40.843204494656185,-73.83029078860997,"{'latitude': '40.843204494656185', 'longitude': '-73.83029078860997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58871609,2023-09-20T14:26:19.000,2023-10-30T15:42:24.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11367,63-03 136 STREET,136 STREET,ADDRESS,FLUSHING,Closed,"NYC Parks inspected the requested repair site. This site meets the criteria for repair under the Trees & Sidewalks Program. The timeframe for repair work depends on available funding for the program, the severity of damage, and the other sidewalk requests in the surrounding district.",2023-10-30T15:42:28.000,07 QUEENS,4063950014,QUEENS,1031293,208929,PHONE,Unspecified,QUEENS,40.74001334904684,-73.83023968298335,"{'latitude': '40.74001334904684', 'longitude': '-73.83023968298335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",63 AVENUE,63 ROAD,63 AVENUE,63 ROAD,136 STREET,,,,,
58873363,2023-09-20T14:26:00.000,2023-09-22T13:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10075,1487 1 AVENUE,1 AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T13:00:00.000,08 MANHATTAN,1014520027,MANHATTAN,997156,220314,ONLINE,Unspecified,MANHATTAN,40.77137797005714,-73.95340524110169,"{'latitude': '40.77137797005714', 'longitude': '-73.95340524110169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",E 77 ST,E 78 ST,,,,N/A,,,,
58870987,2023-09-20T14:25:57.000,2023-09-20T20:36:18.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10467,2737 BARKER AVENUE,BARKER AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T20:36:26.000,11 BRONX,2045060001,BRONX,1020442,254771,ONLINE,Unspecified,BRONX,40.86588795894242,-73.86914964400243,"{'latitude': '40.86588795894242', 'longitude': '-73.86914964400243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALLERTON AVENUE,BRITTON STREET,ALLERTON AVENUE,BRITTON STREET,BARKER AVENUE,,,,,
58871842,2023-09-20T14:25:47.000,2023-10-10T10:09:22.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10016,129 EAST   27 STREET,EAST   27 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation cleaned the location.,2023-09-21T14:19:08.000,05 MANHATTAN,1008830018,MANHATTAN,988903,209666,ONLINE,Unspecified,MANHATTAN,40.74216012289757,-73.98320855988815,"{'latitude': '40.74216012289757', 'longitude': '-73.98320855988815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,EAST   27 STREET,,,,,
58876803,2023-09-20T14:25:44.000,2023-09-30T12:58:14.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11364,61-02 217 STREET,217 STREET,ADDRESS,OAKLAND GARDENS,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-30T12:58:18.000,11 QUEENS,4076060011,QUEENS,1050661,211651,PHONE,Unspecified,QUEENS,40.74736030068703,-73.76032134997804,"{'latitude': '40.74736030068703', 'longitude': '-73.76032134997804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HORACE HARDING EXPRESSWAY,64 AVENUE,HORACE HARDING EXPRESSWAY,64 AVENUE,217 STREET,,,,,
58877847,2023-09-20T14:25:34.000,2023-09-21T16:08:53.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10027,17 WEST  125 STREET,WEST  125 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-21T00:00:00.000,10 MANHATTAN,1017230023,MANHATTAN,1000054,233184,MOBILE,Unspecified,MANHATTAN,40.80669795254655,-73.94291226196873,"{'latitude': '40.80669795254655', 'longitude': '-73.94291226196873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58881155,2023-09-20T14:25:31.000,2023-09-20T16:02:04.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11372,37-17 81 STREET,81 STREET,ADDRESS,JACKSON HEIGHTS,Closed,N/A,2023-09-20T16:02:08.000,03 QUEENS,,QUEENS,1016067,212297,ONLINE,Unspecified,QUEENS,40.7493255421041,-73.88516852267541,"{'latitude': '40.7493255421041', 'longitude': '-73.88516852267541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,81 STREET,,,,,
58879062,2023-09-20T14:25:30.000,2023-09-20T15:13:45.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11691,20-17 CORNAGA AVENUE,CORNAGA AVENUE,ADDRESS,FAR ROCKAWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T15:13:48.000,14 QUEENS,4157500029,QUEENS,1052553,158785,ONLINE,Unspecified,QUEENS,40.60224122932259,-73.75402886431083,"{'latitude': '40.60224122932259', 'longitude': '-73.75402886431083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEACH   20 STREET,BEACH   21 STREET,BEACH   20 STREET,BEACH   21 STREET,CORNAGA AVENUE,,,,,
58878393,2023-09-20T14:25:07.000,2023-09-21T05:12:29.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10472,1323 ROSEDALE AVENUE,ROSEDALE AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T05:12:34.000,09 BRONX,2038730060,BRONX,1020338,242875,MOBILE,Unspecified,BRONX,40.83323741861314,-73.86958968036969,"{'latitude': '40.83323741861314', 'longitude': '-73.86958968036969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,ROSEDALE AVENUE,,,,,
58874214,2023-09-20T14:24:59.000,2023-09-29T15:52:10.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11423,191 STREET,191 STREET,INTERSECTION,,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-29T15:52:12.000,12 QUEENS,,QUEENS,1048793,197804,PHONE,Unspecified,QUEENS,40.70936763073046,-73.7671957819442,"{'latitude': '40.70936763073046', 'longitude': '-73.7671957819442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",191 STREET,HOLLIS AVENUE,191 STREET,HOLLIS AVENUE,,,,,,
58870821,2023-09-20T14:24:45.000,2023-09-21T00:07:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,2301 65 STREET,65 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T00:08:00.000,11 BROOKLYN,3065590001,BROOKLYN,990056,162404,PHONE,Unspecified,BROOKLYN,40.61243595852963,-73.97908840540168,"{'latitude': '40.61243595852963', 'longitude': '-73.97908840540168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23 AVENUE,WEST    4 STREET,23 AVENUE,WEST    4 STREET,65 STREET,,,,,
58875737,2023-09-20T14:24:40.000,2023-09-20T15:27:08.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11237,101 WYCKOFF AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department visited the location and no Encampment was found.,2023-09-20T15:27:12.000,04 BROOKLYN,3032387501,BROOKLYN,1006475,196028,MOBILE,Unspecified,BROOKLYN,40.70470042890971,-73.91984094121717,"{'latitude': '40.70470042890971', 'longitude': '-73.91984094121717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HART STREET,DEKALB AVENUE,HART STREET,DEKALB AVENUE,WYCKOFF AVENUE,,,,,
58876941,2023-09-20T14:24:38.000,2023-09-29T11:12:44.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,11211,10 LEE AVENUE,LEE AVENUE,ADDRESS,BROOKLYN,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-29T11:12:42.000,01 BROOKLYN,3021730037,BROOKLYN,994880,196951,PHONE,Unspecified,BROOKLYN,40.707255372249925,-73.961659241311,"{'latitude': '40.707255372249925', 'longitude': '-73.961659241311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DIVISION AVENUE,ROEBLING STREET,DIVISION AVENUE,ROEBLING STREET,LEE AVENUE,,,,,
58875854,2023-09-20T14:24:28.000,2023-09-20T14:39:03.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11229,209 ALLEN AVENUE,ALLEN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T14:39:01.000,15 BROOKLYN,3088320020,BROOKLYN,1003513,156572,ONLINE,Unspecified,BROOKLYN,40.59640927587654,-73.93063668622378,"{'latitude': '40.59640927587654', 'longitude': '-73.93063668622378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEVY COURT,CELESTE COURT,BEVY COURT,CELESTE COURT,ALLEN AVENUE,,,,,
58875741,2023-09-20T14:24:28.000,2023-09-20T16:27:53.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10019,1717 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Police Department visited the location and no Encampment was found.,2023-09-20T16:27:56.000,05 MANHATTAN,1010267501,MANHATTAN,989008,217729,ONLINE,Unspecified,MANHATTAN,40.764290956732104,-73.98282393742672,"{'latitude': '40.764290956732104', 'longitude': '-73.98282393742672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,BROADWAY,,,,,
58872437,2023-09-20T14:24:17.000,2023-09-20T14:50:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10468,2305 GRAND AVENUE,GRAND AVENUE,ADDRESS,BRONX,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-20T14:50:50.000,07 BRONX,2032090060,BRONX,1010518,252663,ONLINE,Unspecified,BRONX,40.86013724883418,-73.90503759569498,"{'latitude': '40.86013724883418', 'longitude': '-73.90503759569498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EVELYN PLACE,NORTH STREET,EVELYN PLACE,NORTH STREET,GRAND AVENUE,,,,,
58879672,2023-09-20T14:24:08.000,2023-09-20T15:18:16.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,11216,16 HERKIMER PLACE,HERKIMER PLACE,ADDRESS,BROOKLYN,Closed,The Police Department visited the location and no Encampment was found.,2023-09-20T15:18:20.000,03 BROOKLYN,,BROOKLYN,997731,186672,MOBILE,Unspecified,BROOKLYN,40.67903801477213,-73.95139670000259,"{'latitude': '40.67903801477213', 'longitude': '-73.95139670000259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PERRY PLACE,NOSTRAND AVENUE,PERRY PLACE,NOSTRAND AVENUE,HERKIMER PLACE,,,,,
58877687,2023-09-20T14:24:02.000,2023-09-20T15:32:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,849 BUSHWICK AVENUE,BUSHWICK AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T15:32:05.000,04 BROOKLYN,3032640009,BROOKLYN,1004629,192189,ONLINE,Unspecified,BROOKLYN,40.6941677179731,-73.92651053490272,"{'latitude': '40.6941677179731', 'longitude': '-73.92651053490272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STANHOPE STREET,KOSSUTH PLACE,STANHOPE STREET,KOSSUTH PLACE,BUSHWICK AVENUE,,,,,
58880277,2023-09-20T14:24:00.000,2023-09-20T14:36:56.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,10012,145 BLEECKER STREET,BLEECKER STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T14:36:59.000,02 MANHATTAN,1005370034,MANHATTAN,984484,204571,MOBILE,Unspecified,MANHATTAN,40.728176825179645,-73.99915573340299,"{'latitude': '40.728176825179645', 'longitude': '-73.99915573340299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LA GUARDIA PLACE,THOMPSON STREET,LA GUARDIA PLACE,THOMPSON STREET,BLEECKER STREET,,,,,
58878649,2023-09-20T14:23:34.000,2023-09-20T18:42:28.000,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11419,124 STREET,124 STREET,INTERSECTION,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T18:42:34.000,10 QUEENS,,QUEENS,1034124,189908,PHONE,Unspecified,QUEENS,40.6877898433699,-73.8201646227584,"{'latitude': '40.6877898433699', 'longitude': '-73.8201646227584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",124 STREET,LIBERTY AVENUE,124 STREET,LIBERTY AVENUE,,,,,,
58880167,2023-09-20T14:23:19.000,2023-10-31T00:00:00.000,DOB,Department of Buildings,Plumbing,Sprinkler System - Inadequate,,11208,750 LIBERTY AVENUE,LIBERTY AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-31T00:00:00.000,05 BROOKLYN,3039880017,BROOKLYN,1016975,185780,UNKNOWN,Unspecified,BROOKLYN,40.6765394532356,-73.88202033953766,"{'latitude': '40.6765394532356', 'longitude': '-73.88202033953766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58871133,2023-09-20T14:23:02.000,2023-09-20T14:50:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10468,2305 GRAND AVENUE,GRAND AVENUE,ADDRESS,BRONX,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-20T14:50:12.000,07 BRONX,2032090060,BRONX,1010518,252663,ONLINE,Unspecified,BRONX,40.86013724883418,-73.90503759569498,"{'latitude': '40.86013724883418', 'longitude': '-73.90503759569498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EVELYN PLACE,NORTH STREET,EVELYN PLACE,NORTH STREET,GRAND AVENUE,,,,,
58870755,2023-09-20T14:23:00.000,2023-09-20T17:35:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11235,1071 BRIGHTON BEACH AVENUE,BRIGHTON BEACH AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-20T17:35:00.000,13 BROOKLYN,3087150025,BROOKLYN,996053,149929,PHONE,Unspecified,BROOKLYN,40.57818864125591,-73.9575106786958,"{'latitude': '40.57818864125591', 'longitude': '-73.9575106786958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRIGHTON 12 ST,BRIGHTON 13 ST,,,,,,,,
58873379,2023-09-20T14:23:00.000,2023-09-20T16:45:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10305,28 WHITE PLAINS AVENUE,WHITE PLAINS AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-20T16:45:00.000,01 STATEN ISLAND,5029690032,STATEN ISLAND,963325,162913,PHONE,Unspecified,STATEN ISLAND,40.61381025264616,-74.07536758099832,"{'latitude': '40.61381025264616', 'longitude': '-74.07536758099832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BELL ST,SHAUGHNESSY LN,,,,,,,,
58875447,2023-09-20T14:22:55.000,2023-11-02T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11224,2970 WEST   27 STREET,WEST   27 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-11-02T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,986240,148216,UNKNOWN,Unspecified,BROOKLYN,40.573494426424446,-73.99283675303543,"{'latitude': '40.573494426424446', 'longitude': '-73.99283675303543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58880147,2023-09-20T14:22:55.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,10306,179 JEFFERSON AVENUE,JEFFERSON AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-22T00:00:00.000,02 STATEN ISLAND,5035590033,STATEN ISLAND,956469,151446,UNKNOWN,Unspecified,STATEN ISLAND,40.58231683257363,-74.1000143190651,"{'latitude': '40.58231683257363', 'longitude': '-74.1000143190651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58878298,2023-09-20T14:22:55.000,2023-10-16T10:56:30.000,DOT,Department of Transportation,Street Condition,Line/Marking - Faded,Street,11413,130-11 220 STREET,220 STREET,ADDRESS,SPRINGFIELD GARDENS,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-16T10:56:32.000,13 QUEENS,4128980210,QUEENS,1054637,188616,ONLINE,Unspecified,QUEENS,40.68410425329306,-73.74621281818163,"{'latitude': '40.68410425329306', 'longitude': '-73.74621281818163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",130 AVENUE,130 ROAD,130 AVENUE,130 ROAD,220 STREET,,,,,
58873676,2023-09-20T14:22:55.000,2023-09-20T15:05:11.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10018,439 WEST   36 STREET,WEST   36 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T15:05:14.000,04 MANHATTAN,1007340010,MANHATTAN,985039,214500,MOBILE,Unspecified,MANHATTAN,40.75542942430203,-73.99715214156375,"{'latitude': '40.75542942430203', 'longitude': '-73.99715214156375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DYER AVENUE UNDERPASS   31 ST,10 AVENUE,DYER AVENUE UNDERPASS   31 ST,10 AVENUE,WEST   36 STREET,,,,,
58892882,2023-09-20T14:22:52.000,2023-11-06T15:45:05.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11101,28-40 JACKSON AVENUE,JACKSON AVENUE,ADDRESS,LONG ISLAND CITY,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-06T15:45:13.000,02 QUEENS,4002630009,QUEENS,1001490,212079,ONLINE,Unspecified,QUEENS,40.748767621763875,-73.93777924729272,"{'latitude': '40.748767621763875', 'longitude': '-73.93777924729272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ORCHARD STREET,QUEENS PLAZA SOUTH,ORCHARD STREET,QUEENS PLAZA SOUTH,JACKSON AVENUE,,"28-40 JACKSON AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",,,
58873965,2023-09-20T14:22:39.000,2023-11-17T20:28:58.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10460,946 BRONX PARK SOUTH,BRONX PARK SOUTH,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-17T00:00:00.000,06 BRONX,2031290021,BRONX,1017540,247390,PHONE,Unspecified,BRONX,40.845640758492344,-73.87967832008482,"{'latitude': '40.845640758492344', 'longitude': '-73.87967832008482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58873856,2023-09-20T14:22:39.000,2023-11-17T20:28:59.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10460,946 BRONX PARK SOUTH,BRONX PARK SOUTH,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-17T00:00:00.000,06 BRONX,2031290021,BRONX,1017540,247390,PHONE,Unspecified,BRONX,40.845640758492344,-73.87967832008482,"{'latitude': '40.845640758492344', 'longitude': '-73.87967832008482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58875535,2023-09-20T14:22:33.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11220,219 68 STREET,68 STREET,ADDRESS,BROOKLYN,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-13T10:15:44.000,10 BROOKLYN,3058537502,BROOKLYN,976579,171455,PHONE,Unspecified,BROOKLYN,40.63727763702945,-74.0276390905126,"{'latitude': '40.63727763702945', 'longitude': '-74.0276390905126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIDGE BOULEVARD,MADELINE COURT,RIDGE BOULEVARD,MADELINE COURT,68 STREET,,,,,
