unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,due_date,taxi_company_borough,bridge_highway_direction
58839618,2023-09-17T11:42:44.000,2023-10-07T08:39:08.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11208,735 LINCOLN AVENUE,LINCOLN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1021411,183791,PHONE,Unspecified,BROOKLYN,40.67106259123944,-73.86603873092076,"{'latitude': '40.67106259123944', 'longitude': '-73.86603873092076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843390,2023-09-17T11:42:35.000,2023-09-17T12:04:17.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,41-51 150 STREET,150 STREET,BARCLAY AVENUE,SANFORD AVENUE,BARCLAY AVENUE,SANFORD AVENUE,ADDRESS,FLUSHING,150 STREET,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-17T12:04:22.000,07 QUEENS,4050590010,QUEENS,1035943,216767,ONLINE,Unspecified,QUEENS,40.761500673291984,-73.81339939623913,"{'latitude': '40.761500673291984', 'longitude': '-73.81339939623913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58838096,2023-09-17T11:42:17.000,2023-10-05T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11102,23-18 24 AVENUE,24 AVENUE,,,,,ADDRESS,ASTORIA,,Closed,The City has removed the graffiti from this property.,2023-10-06T10:43:18.000,01 QUEENS,4008730043,QUEENS,1006315,221918,UNKNOWN,Unspecified,QUEENS,40.77576241143224,-73.92033309000146,"{'latitude': '40.77576241143224', 'longitude': '-73.92033309000146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,2023-10-17T11:42:17.000,,
58844687,2023-09-17T11:42:01.000,2023-09-17T12:21:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11693,97-01 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,BEACH   97 STREET,BEACH   98 STREET,BEACH   97 STREET,BEACH   98 STREET,ADDRESS,FAR ROCKAWAY,SHORE FRONT PARKWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T12:21:23.000,14 QUEENS,4161890050,QUEENS,1034869,151796,ONLINE,Unspecified,QUEENS,40.58317652109158,-73.81776420802628,"{'latitude': '40.58317652109158', 'longitude': '-73.81776420802628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58839184,2023-09-17T11:41:59.000,2023-09-17T12:28:43.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11354,143-04 29 ROAD,29 ROAD,143 STREET,PARSONS BOULEVARD,143 STREET,PARSONS BOULEVARD,ADDRESS,FLUSHING,29 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T12:28:48.000,07 QUEENS,4047740027,QUEENS,1032595,220448,PHONE,Unspecified,QUEENS,40.771622986423125,-73.82545844637414,"{'latitude': '40.771622986423125', 'longitude': '-73.82545844637414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58842247,2023-09-17T11:41:57.000,2023-09-17T12:52:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11209,160 95 STREET,95 STREET,SHORE ROAD,MARINE AVENUE,SHORE ROAD,MARINE AVENUE,ADDRESS,BROOKLYN,95 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T12:52:15.000,10 BROOKLYN,3061200026,BROOKLYN,973968,164057,ONLINE,Unspecified,BROOKLYN,40.616969038084896,-74.03703541535141,"{'latitude': '40.616969038084896', 'longitude': '-74.03703541535141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843373,2023-09-17T11:41:47.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,"Building - Vacant, Open And Unguarded",,11354,154-20 32 AVENUE,32 AVENUE,,,,,ADDRESS,FLUSHING,,Closed,The Department of Buildings investigated this complaint and filed an Unsafe Building notice.,2023-09-20T00:00:00.000,07 QUEENS,4048550025,QUEENS,1036879,219830,UNKNOWN,Unspecified,QUEENS,40.769902274177056,-73.80999666548094,"{'latitude': '40.769902274177056', 'longitude': '-73.80999666548094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58844088,2023-09-17T11:41:36.000,2023-10-21T11:22:57.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,10469,1751 ASTOR AVENUE,ASTOR AVENUE,WICKHAM AVENUE,DELANOY AVENUE,WICKHAM AVENUE,DELANOY AVENUE,ADDRESS,BRONX,ASTOR AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-18T13:46:45.000,11 BRONX,2044090007,BRONX,1029847,252231,ONLINE,Unspecified,BRONX,40.858872867745994,-73.83516369202385,"{'latitude': '40.858872867745994', 'longitude': '-73.83516369202385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58845180,2023-09-17T11:41:32.000,2023-09-20T05:50:38.000,DSNY,Department of Sanitation,Missed Collection,Trash and Bulky Trash,Street,11222,186 FREEMAN STREET,FREEMAN STREET,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,ADDRESS,BROOKLYN,FREEMAN STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-19T12:57:03.000,01 BROOKLYN,3025130014,BROOKLYN,996994,206889,ONLINE,Unspecified,BROOKLYN,40.734529988869554,-73.9540155561418,"{'latitude': '40.734529988869554', 'longitude': '-73.9540155561418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58844382,2023-09-17T11:41:27.000,2023-09-17T12:48:20.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11209,552 82 STREET,82 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,82 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T12:48:25.000,10 BROOKLYN,3060090024,BROOKLYN,977719,166461,ONLINE,Unspecified,BROOKLYN,40.62357107616581,-74.02352676703748,"{'latitude': '40.62357107616581', 'longitude': '-74.02352676703748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58840246,2023-09-17T11:41:10.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,,,Na 95 STREET,Na 95 STREET,,,,,ADDRESS,,,Open,,2023-09-17T11:41:10.000,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,N/A,,,,,,
58837930,2023-09-17T11:41:00.000,2023-09-17T13:00:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11210,1550 EAST   24 STREET,EAST   24 STREET,AVENUE O,KINGS HWY,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-17T13:00:00.000,14 BROOKLYN,3067700023,BROOKLYN,998106,162597,PHONE,Unspecified,BROOKLYN,40.61295677219377,-73.95009415634492,"{'latitude': '40.61295677219377', 'longitude': '-73.95009415634492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58837655,2023-09-17T11:40:51.000,2023-09-19T12:13:29.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10016,5 AVENUE,5 AVENUE,5 AVENUE,WEST   32 STREET,5 AVENUE,WEST 32 STREET,INTERSECTION,MANHATTAN,,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-17T11:40:51.000,05 MANHATTAN,,MANHATTAN,988269,211485,PHONE,Unspecified,MANHATTAN,40.74715313350962,-73.9854954103767,"{'latitude': '40.74715313350962', 'longitude': '-73.9854954103767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58837946,2023-09-17T11:40:48.000,2023-09-17T11:55:28.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11372,37-54 94 STREET,94 STREET,ELMHURST AVENUE,ROOSEVELT AVENUE,ELMHURST AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,94 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T11:55:33.000,03 QUEENS,4014810041,QUEENS,1019418,212697,MOBILE,Unspecified,QUEENS,40.75041074788206,-73.87307227464754,"{'latitude': '40.75041074788206', 'longitude': '-73.87307227464754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58838822,2023-09-17T11:40:42.000,2023-09-18T00:19:43.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11355,42-41 KISSENA BOULEVARD,KISSENA BOULEVARD,SANFORD AVENUE,MAPLE AVENUE,SANFORD AVENUE,MAPLE AVENUE,ADDRESS,FLUSHING,KISSENA BOULEVARD,Closed,The Department of Sanitation cleaned the location.,2023-09-18T00:19:49.000,07 QUEENS,,QUEENS,1032432,214958,MOBILE,Unspecified,QUEENS,40.756555272273495,-73.8260862807306,"{'latitude': '40.756555272273495', 'longitude': '-73.8260862807306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58842934,2023-09-17T11:40:38.000,2023-11-17T15:40:20.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,10001,817 SIXTH AVENUE,SIXTH AVENUE,WEST   28 STREET,WEST   29 STREET,WEST   28 STREET,WEST   29 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-17T15:40:24.000,05 MANHATTAN,1008040034,MANHATTAN,986913,211149,MOBILE,Unspecified,MANHATTAN,40.74623141017216,-73.99038935365293,"{'latitude': '40.74623141017216', 'longitude': '-73.99038935365293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","817 SIXTH AVENUE, MANHATTAN (NEW YORK), NY, 10001",,,,,,,
58837843,2023-09-17T11:40:30.000,2023-09-17T12:11:12.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10472,1670 WATSON AVENUE,WATSON AVENUE,METCALF AVENUE,FTELEY AVENUE,METCALF AVENUE,FTELEY AVENUE,ADDRESS,BRONX,WATSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T12:11:17.000,09 BRONX,2037230001,BRONX,1019884,240608,ONLINE,Unspecified,BRONX,40.827017003418604,-73.87124232821493,"{'latitude': '40.827017003418604', 'longitude': '-73.87124232821493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843334,2023-09-17T11:40:05.000,2023-09-17T12:20:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11249,271 BERRY STREET,BERRY STREET,SOUTH    1 STREET,SOUTH    2 STREET,SOUTH    1 STREET,SOUTH    2 STREET,ADDRESS,BROOKLYN,BERRY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T12:20:59.000,01 BROOKLYN,3024050008,BROOKLYN,994437,199538,MOBILE,Unspecified,BROOKLYN,40.71435659325786,-73.96325315900759,"{'latitude': '40.71435659325786', 'longitude': '-73.96325315900759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58844966,2023-09-17T11:40:01.000,2023-09-17T11:40:01.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11355,41-49 150 STREET,150 STREET,BARCLAY AVENUE,SANFORD AVENUE,BARCLAY AVENUE,SANFORD AVENUE,ADDRESS,FLUSHING,150 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-17T11:40:01.000,07 QUEENS,4050590011,QUEENS,1035940,216775,MOBILE,Unspecified,QUEENS,40.76152264872703,-73.81341016404748,"{'latitude': '40.76152264872703', 'longitude': '-73.81341016404748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58839699,2023-09-17T11:39:36.000,2023-09-17T12:09:15.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11206,29 MOORE STREET,MOORE STREET,LEONARD STREET,MANHATTAN AVENUE,LEONARD STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,MOORE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T12:09:18.000,01 BROOKLYN,3030780001,BROOKLYN,999467,195590,ONLINE,Unspecified,BROOKLYN,40.70351304897491,-73.94511772413458,"{'latitude': '40.70351304897491', 'longitude': '-73.94511772413458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58837957,2023-09-17T11:39:10.000,2023-09-17T12:09:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11102,11-29 30 DRIVE,30 DRIVE,VERNON BOULEVARD,12 STREET,VERNON BOULEVARD,12 STREET,ADDRESS,ASTORIA,30 DRIVE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T12:09:23.000,01 QUEENS,4005050005,QUEENS,1002571,219877,MOBILE,Unspecified,QUEENS,40.770168954981,-73.93385656895586,"{'latitude': '40.770168954981', 'longitude': '-73.93385656895586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58844550,2023-09-17T11:39:07.000,2023-09-17T11:42:43.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,2305 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST  183 STREET,WEST FORDHAM ROAD,WEST  183 STREET,WEST FORDHAM ROAD,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T11:42:47.000,07 BRONX,2032180058,BRONX,1010086,252949,ONLINE,Unspecified,BRONX,40.8609235071515,-73.90659823100756,"{'latitude': '40.8609235071515', 'longitude': '-73.90659823100756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58842910,2023-09-17T11:39:05.000,2023-10-04T14:47:20.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11205,291 ADELPHI STREET,ADELPHI STREET,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,ADELPHI STREET,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-04T14:47:24.000,02 BROOKLYN,3021040015,BROOKLYN,992296,190233,UNKNOWN,Unspecified,BROOKLYN,40.6888187555371,-73.9709873524677,"{'latitude': '40.6888187555371', 'longitude': '-73.9709873524677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58844394,2023-09-17T11:38:45.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,11211,629 GRAND STREET,GRAND STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T00:00:00.000,01 BROOKLYN,3027817501,BROOKLYN,998986,198453,UNKNOWN,Unspecified,BROOKLYN,40.71137212004248,-73.9468462529725,"{'latitude': '40.71137212004248', 'longitude': '-73.9468462529725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58839988,2023-09-17T11:37:56.000,2023-09-18T13:31:27.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Containers Left Out After Collection,Sidewalk,10458,2354 ARTHUR AVENUE,ARTHUR AVENUE,CRESCENT AVENUE,EAST  186 STREET,CRESCENT AVENUE,EAST  186 STREET,ADDRESS,BRONX,ARTHUR AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T13:31:30.000,06 BRONX,2030730018,BRONX,1015085,250580,ONLINE,Unspecified,BRONX,40.85440527175467,-73.88853686599026,"{'latitude': '40.85440527175467', 'longitude': '-73.88853686599026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58840277,2023-09-17T11:37:48.000,2023-09-17T12:04:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,41-51 150 STREET,150 STREET,BARCLAY AVENUE,SANFORD AVENUE,BARCLAY AVENUE,SANFORD AVENUE,ADDRESS,FLUSHING,150 STREET,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-17T12:04:03.000,07 QUEENS,4050590010,QUEENS,1035943,216767,MOBILE,Unspecified,QUEENS,40.761500673291984,-73.81339939623913,"{'latitude': '40.761500673291984', 'longitude': '-73.81339939623913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58841902,2023-09-17T11:37:27.000,2023-10-02T11:47:02.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Park,11220,OWL'S HEAD PARK,OWL'S HEAD PARK,67 STREET,SENATOR STREET,67 STREET,SENATOR STREET,UNRECOGNIZED,BROOKLYN,OWLS HEAD PARK,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-02T11:47:06.000,10 BROOKLYN,3058320002,BROOKLYN,975273,172553,MOBILE,Owl's Head Park,BROOKLYN,40.640290184865776,-74.03234615026558,"{'latitude': '40.640290184865776', 'longitude': '-74.03234615026558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58844355,2023-09-17T11:37:23.000,2023-09-17T11:57:02.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10468,114 EAST  188 STREET,EAST  188 STREET,EAST FORDHAM ROAD,CRESTON AVENUE,EAST FORDHAM ROAD,CRESTON AVENUE,ADDRESS,BRONX,EAST  188 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T11:57:07.000,05 BRONX,2031730036,BRONX,1012154,253330,PHONE,Unspecified,BRONX,40.8619629422588,-73.89912046061838,"{'latitude': '40.8619629422588', 'longitude': '-73.89912046061838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58838588,2023-09-17T11:37:21.000,2023-09-27T12:32:37.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10033,61 WADSWORTH AVENUE,WADSWORTH AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,12 MANHATTAN,1021440013,MANHATTAN,1001616,247764,PHONE,Unspecified,MANHATTAN,40.84671295431015,-73.93723221703571,"{'latitude': '40.84671295431015', 'longitude': '-73.93723221703571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58844882,2023-09-17T11:37:21.000,2023-09-27T12:32:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,10033,61 WADSWORTH AVENUE,WADSWORTH AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,12 MANHATTAN,1021440013,MANHATTAN,1001616,247764,PHONE,Unspecified,MANHATTAN,40.84671295431015,-73.93723221703571,"{'latitude': '40.84671295431015', 'longitude': '-73.93723221703571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58841755,2023-09-17T11:37:21.000,2023-09-27T12:32:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10033,61 WADSWORTH AVENUE,WADSWORTH AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,12 MANHATTAN,1021440013,MANHATTAN,1001616,247764,PHONE,Unspecified,MANHATTAN,40.84671295431015,-73.93723221703571,"{'latitude': '40.84671295431015', 'longitude': '-73.93723221703571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58841743,2023-09-17T11:37:21.000,2023-09-27T12:32:38.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10033,61 WADSWORTH AVENUE,WADSWORTH AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,12 MANHATTAN,1021440013,MANHATTAN,1001616,247764,PHONE,Unspecified,MANHATTAN,40.84671295431015,-73.93723221703571,"{'latitude': '40.84671295431015', 'longitude': '-73.93723221703571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58837159,2023-09-17T11:37:17.000,2023-09-17T16:27:53.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11416,95-32 81 STREET,81 STREET,95 AVENUE,97 AVENUE,95 AVENUE,97 AVENUE,ADDRESS,OZONE PARK,81 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T16:27:58.000,09 QUEENS,4090080021,QUEENS,1023353,188184,PHONE,Unspecified,QUEENS,40.68311200393659,-73.8590125604383,"{'latitude': '40.68311200393659', 'longitude': '-73.8590125604383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843117,2023-09-17T11:36:54.000,2023-09-18T10:51:57.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,11234,1340 EAST   58 STREET,EAST   58 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST   58 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T10:52:02.000,18 BROOKLYN,3078820048,BROOKLYN,1006618,165706,ONLINE,Unspecified,BROOKLYN,40.62147292959199,-73.91942577695181,"{'latitude': '40.62147292959199', 'longitude': '-73.91942577695181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58836996,2023-09-17T11:36:53.000,2023-09-17T12:14:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10462,1673 METROPOLITAN AVENUE,METROPOLITAN AVENUE,RED OAK DRIVE,LINDEN DRIVE,RED OAK DRIVE,LINDEN DRIVE,ADDRESS,BRONX,METROPOLITAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T12:14:19.000,09 BRONX,2039447501,BRONX,1024285,245526,MOBILE,Unspecified,BRONX,40.84049662559741,-73.85531070445961,"{'latitude': '40.84049662559741', 'longitude': '-73.85531070445961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58840110,2023-09-17T11:36:07.000,2023-09-17T12:18:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,1794 WEST   10 STREET,WEST   10 STREET,KINGS HIGHWAY,HIGHLAWN AVENUE,KINGS HIGHWAY,HIGHLAWN AVENUE,ADDRESS,BROOKLYN,WEST   10 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T12:18:39.000,11 BROOKLYN,3066460045,BROOKLYN,989057,159125,ONLINE,Unspecified,BROOKLYN,40.60343637347915,-73.98268885892743,"{'latitude': '40.60343637347915', 'longitude': '-73.98268885892743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58842895,2023-09-17T11:36:01.000,2023-10-16T11:29:12.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Trunk Damaged,Street,10305,134 HYLAN BOULEVARD,HYLAN BOULEVARD,ROSEBANK PLACE,ANDERSON STREET,ROSEBANK PLACE,ANDERSON STREET,ADDRESS,STATEN ISLAND,HYLAN BOULEVARD,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-16T11:29:15.000,01 STATEN ISLAND,5028540011,STATEN ISLAND,965621,162832,MOBILE,Unspecified,STATEN ISLAND,40.61359304915509,-74.06709763737861,"{'latitude': '40.61359304915509', 'longitude': '-74.06709763737861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58845130,2023-09-17T11:35:56.000,2023-09-17T11:50:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10462,1718 PURDY STREET,PURDY STREET,METROPOLITAN AVENUE,EAST TREMONT AVENUE,METROPOLITAN AVENUE,EAST TREMONT AVENUE,ADDRESS,BRONX,PURDY STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T11:50:48.000,09 BRONX,2039627501,BRONX,1024518,245705,MOBILE,Unspecified,BRONX,40.84098686834247,-73.85446755289892,"{'latitude': '40.84098686834247', 'longitude': '-73.85446755289892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58838080,2023-09-17T11:35:45.000,2023-10-23T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11235,601 OCEANVIEW AVENUE,OCEANVIEW AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-23T00:00:00.000,13 BROOKLYN,3086660610,BROOKLYN,994786,150445,UNKNOWN,Unspecified,BROOKLYN,40.579606555715465,-73.96207091505815,"{'latitude': '40.579606555715465', 'longitude': '-73.96207091505815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
