unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,vehicle_type,taxi_company_borough
58814300,2023-09-14T08:17:50.000,2023-09-14T09:45:19.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10023,244 WEST   74 STREET,WEST   74 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-14T00:00:00.000,07 MANHATTAN,1011650056,MANHATTAN,989048,223730,MOBILE,Unspecified,MANHATTAN,40.78076211105434,-73.98267525560783,"{'latitude': '40.78076211105434', 'longitude': '-73.98267525560783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816837,2023-09-14T08:17:45.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11236,1386 EAST   94 STREET,EAST   94 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   94 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-11T10:30:48.000,18 BROOKLYN,3082390062,BROOKLYN,1012486,171659,ONLINE,Unspecified,BROOKLYN,40.637795889301266,-73.89826312303282,"{'latitude': '40.637795889301266', 'longitude': '-73.89826312303282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812832,2023-09-14T08:17:42.000,2023-09-14T08:18:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T08:18:49.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818332,2023-09-14T08:17:12.000,2023-09-19T14:09:06.000,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11691,14-30 SEAGIRT BOULEVARD,SEAGIRT BOULEVARD,BEACH   14 STREET,BEACH   16 STREET,BEACH   14 STREET,BEACH   16 STREET,ADDRESS,FAR ROCKAWAY,SEAGIRT BOULEVARD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T08:21:17.000,14 QUEENS,4156270001,QUEENS,1054094,156245,PHONE,Unspecified,QUEENS,40.59525746091323,-73.74850574320162,"{'latitude': '40.59525746091323', 'longitude': '-73.74850574320162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813484,2023-09-14T08:17:11.000,2023-11-14T10:11:44.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11218,397 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,CATON PLACE,KERMIT PLACE,CATON PLACE,KERMIT PLACE,ADDRESS,BROOKLYN,CONEY ISLAND AVENUE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-14T10:11:50.000,14 BROOKLYN,3050510001,BROOKLYN,992130,175729,PHONE,Unspecified,BROOKLYN,40.64900866402433,-73.97160287734947,"{'latitude': '40.64900866402433', 'longitude': '-73.97160287734947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817604,2023-09-14T08:17:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11231,,,,,1 STREET,HOYT STREET,INTERSECTION,BROOKLYN,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-03T07:37:00.000,06 BROOKLYN,,BROOKLYN,986206,186653,UNKNOWN,Unspecified,BROOKLYN,40.678995913325,-73.99294800163177,"{'latitude': '40.678995913325', 'longitude': '-73.99294800163177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810740,2023-09-14T08:17:00.000,2023-09-14T09:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,10022,,,,,3 AVENUE,EAST 58 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-14T09:40:00.000,06 MANHATTAN,,MANHATTAN,993382,216503,UNKNOWN,Unspecified,MANHATTAN,40.76092246641792,-73.96703575586027,"{'latitude': '40.76092246641792', 'longitude': '-73.96703575586027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58811270,2023-09-14T08:16:54.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,11231,375 COURT STREET,COURT STREET,CARROLL STREET,1 PLACE,CARROLL STREET,1 PLACE,ADDRESS,BROOKLYN,COURT STREET,In Progress,,,06 BROOKLYN,3004490001,BROOKLYN,985159,187249,PHONE,Unspecified,BROOKLYN,40.68063196762491,-73.99672268723114,"{'latitude': '40.68063196762491', 'longitude': '-73.99672268723114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813681,2023-09-14T08:16:50.000,2023-09-20T07:31:43.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11413,227-10 137 AVENUE,137 AVENUE,227 STREET,228 STREET,227 STREET,228 STREET,ADDRESS,SPRINGFIELD GARDENS,137 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T12:27:25.000,13 QUEENS,4131330036,QUEENS,1055012,184823,ONLINE,Unspecified,QUEENS,40.67369038129089,-73.7449005538306,"{'latitude': '40.67369038129089', 'longitude': '-73.7449005538306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810611,2023-09-14T08:16:47.000,2023-09-14T08:47:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11221,1115A GREENE AVENUE,GREENE AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,GREENE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T08:47:36.000,04 BROOKLYN,3032840031,BROOKLYN,1005380,192021,PHONE,Unspecified,BROOKLYN,40.693704835844066,-73.92380285437477,"{'latitude': '40.693704835844066', 'longitude': '-73.92380285437477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817101,2023-09-14T08:16:40.000,2023-09-16T10:59:13.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11216,272 QUINCY STREET,QUINCY STREET,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,QUINCY STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-16T10:59:16.000,03 BROOKLYN,3018080013,BROOKLYN,998095,189579,MOBILE,Unspecified,BROOKLYN,40.68701650437941,-73.95007839139207,"{'latitude': '40.68701650437941', 'longitude': '-73.95007839139207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816059,2023-09-14T08:16:38.000,2023-09-28T16:21:29.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10472,EAST  172 STREET,EAST  172 STREET,EAST  172 STREET,HARROD AVENUE,EAST  172 STREET,HARROD AVENUE,INTERSECTION,,,Unspecified,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-12T05:06:50.000,09 BRONX,,BRONX,1019058,242382,PHONE,Unspecified,BRONX,40.83188941439724,-73.87421773661313,"{'latitude': '40.83188941439724', 'longitude': '-73.87421773661313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812929,2023-09-14T08:16:23.000,2023-09-15T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10455,864 EAST  149 STREET,EAST  149 STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-15T00:00:00.000,01 BRONX,2026000159,BRONX,1010915,235017,UNKNOWN,Unspecified,BRONX,40.81170292326897,-73.90367253813524,"{'latitude': '40.81170292326897', 'longitude': '-73.90367253813524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58811447,2023-09-14T08:16:17.000,2023-09-15T12:06:57.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11235,2558 EAST   28 STREET,EAST   28 STREET,JEROME AVENUE,AVENUE Z,JEROME AVENUE,AVENUE Z,ADDRESS,BROOKLYN,EAST   28 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-15T10:38:53.000,15 BROOKLYN,3074430010,BROOKLYN,1000384,154275,ONLINE,Unspecified,BROOKLYN,40.590110721964656,-73.94190925011361,"{'latitude': '40.590110721964656', 'longitude': '-73.94190925011361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811230,2023-09-14T08:16:15.000,2023-10-11T07:30:55.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,11417,96-15 133 AVENUE,133 AVENUE,96 STREET,97 STREET,96 STREET,97 STREET,ADDRESS,OZONE PARK,133 AVENUE,Closed,The Department of Transportation inspected the condition you reported and issued a notice to the responsible party to correct the condition.,2023-10-11T07:31:00.000,10 QUEENS,4114890024,QUEENS,1028444,185611,ONLINE,Unspecified,QUEENS,40.67602575921201,-73.8406736668544,"{'latitude': '40.67602575921201', 'longitude': '-73.8406736668544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813675,2023-09-14T08:16:15.000,2023-09-16T13:37:53.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10001,130 WEST   26 STREET,WEST   26 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   26 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T12:05:14.000,04 MANHATTAN,1008010059,MANHATTAN,986340,210785,ONLINE,Unspecified,MANHATTAN,40.74523247539913,-73.9924573977936,"{'latitude': '40.74523247539913', 'longitude': '-73.9924573977936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817488,2023-09-14T08:16:11.000,2023-09-14T08:55:15.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10034,55 PARK TERRACE WEST,PARK TERRACE WEST,WEST  215 STREET,WEST  217 STREET,WEST  215 STREET,WEST  217 STREET,ADDRESS,NEW YORK,PARK TERRACE WEST,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T08:55:19.000,12 MANHATTAN,1022430399,MANHATTAN,1006982,256622,ONLINE,Unspecified,MANHATTAN,40.87101331095128,-73.91780728081221,"{'latitude': '40.87101331095128', 'longitude': '-73.91780728081221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815625,2023-09-14T08:16:05.000,2023-10-20T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10462,1675 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-20T00:00:00.000,09 BRONX,2039447501,BRONX,1024298,245528,UNKNOWN,Unspecified,BRONX,40.840502056060934,-73.8552637096911,"{'latitude': '40.840502056060934', 'longitude': '-73.8552637096911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814550,2023-09-14T08:16:05.000,2023-11-13T16:06:51.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11214,2572 WEST   17 STREET,WEST   17 STREET,BAY   50 STREET,AVENUE Z,BAY   50 STREET,AVENUE Z,ADDRESS,BROOKLYN,WEST   17 STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-11-13T16:07:04.000,13 BROOKLYN,3069240029,BROOKLYN,988143,152449,ONLINE,Unspecified,BROOKLYN,40.5851125449743,-73.98598423524966,"{'latitude': '40.5851125449743', 'longitude': '-73.98598423524966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816832,2023-09-14T08:16:04.000,2023-09-19T11:43:52.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10304,395 VANDERBILT AVENUE,VANDERBILT AVENUE,ROFF STREET,NUNLEY COURT,ROFF STREET,NUNLEY COURT,ADDRESS,STATEN ISLAND,VANDERBILT AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-19T11:43:56.000,01 STATEN ISLAND,5006440026,STATEN ISLAND,961077,163735,ONLINE,Unspecified,STATEN ISLAND,40.61606087767451,-74.08346723479768,"{'latitude': '40.61606087767451', 'longitude': '-74.08346723479768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811824,2023-09-14T08:16:00.000,2023-09-14T12:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,10128,,,,,MADISON AVENUE,EAST 95 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-14T12:20:00.000,08 MANHATTAN,,MANHATTAN,996807,225842,UNKNOWN,Unspecified,MANHATTAN,40.786551370806656,-73.9546549104546,"{'latitude': '40.786551370806656', 'longitude': '-73.9546549104546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58814251,2023-09-14T08:15:41.000,2023-09-21T17:10:51.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813629,2023-09-14T08:15:35.000,2023-09-14T11:42:13.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10474,950 LONGFELLOW AVENUE,LONGFELLOW AVENUE,GARRISON AVENUE,DEAD END,GARRISON AVENUE,DEAD END,ADDRESS,BRONX,LONGFELLOW AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-14T11:42:17.000,02 BRONX,2027550125,BRONX,1015653,238563,MOBILE,Unspecified,BRONX,40.821420119809154,-73.88653991225286,"{'latitude': '40.821420119809154', 'longitude': '-73.88653991225286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810708,2023-09-14T08:15:27.000,2023-09-14T08:44:36.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,425 OCEAN VIEW AVENUE,OCEAN VIEW AVENUE,BRIGHTON    4 PLACE,BRIGHTON    5 STREET,BRIGHTON    4 PLACE,BRIGHTON    5 STREET,ADDRESS,BROOKLYN,OCEAN VIEW AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T08:44:41.000,13 BROOKLYN,3086640375,BROOKLYN,994480,150359,ONLINE,Unspecified,BROOKLYN,40.57937086109757,-73.96317263012678,"{'latitude': '40.57937086109757', 'longitude': '-73.96317263012678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813327,2023-09-14T08:15:23.000,2023-09-14T08:52:31.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11221,1115A GREENE AVENUE,GREENE AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,GREENE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T08:52:35.000,04 BROOKLYN,3032840031,BROOKLYN,1005380,192021,PHONE,Unspecified,BROOKLYN,40.693704835844066,-73.92380285437477,"{'latitude': '40.693704835844066', 'longitude': '-73.92380285437477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817184,2023-09-14T08:15:22.000,2023-09-15T10:06:31.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11434,115-33 179 STREET,179 STREET,114 ROAD,LINDEN BOULEVARD,114 ROAD,LINDEN BOULEVARD,ADDRESS,JAMAICA,179 STREET,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-15T09:55:19.000,12 QUEENS,4103140066,QUEENS,1048291,192031,PHONE,Unspecified,QUEENS,40.69352580047254,-73.7690613659669,"{'latitude': '40.69352580047254', 'longitude': '-73.7690613659669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812205,2023-09-14T08:15:21.000,2023-09-15T07:26:48.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10462,2253 WATSON AVENUE,WATSON AVENUE,EAST  177 STREET,HAVEMEYER AVENUE,EAST  177 STREET,HAVEMEYER AVENUE,ADDRESS,BRONX,WATSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T07:26:52.000,09 BRONX,2038180054,BRONX,1026189,241726,MOBILE,Unspecified,BRONX,40.83005790196815,-73.84845328787581,"{'latitude': '40.83005790196815', 'longitude': '-73.84845328787581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818339,2023-09-14T08:15:04.000,2023-09-15T12:02:46.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,10312,896 HUGUENOT AVENUE,HUGUENOT AVENUE,STATEN ISLAND RAILWAY LINE,AMBOY ROAD,STATEN ISLAND RAILWAY LINE,AMBOY ROAD,ADDRESS,STATEN ISLAND,HUGUENOT AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T12:02:33.000,03 STATEN ISLAND,5068150058,STATEN ISLAND,930856,133338,ONLINE,Unspecified,STATEN ISLAND,40.53249669881077,-74.1920804534787,"{'latitude': '40.53249669881077', 'longitude': '-74.1920804534787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811531,2023-09-14T08:14:58.000,2023-09-29T03:16:14.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10458,3001 VALENTINE AVENUE,VALENTINE AVENUE,EAST  201 STREET,EAST  202 STREET,EAST  201 STREET,EAST  202 STREET,ADDRESS,BRONX,VALENTINE AVENUE,Unspecified,The Department of Sanitation collected the requested items.,2023-09-08T12:10:43.000,07 BRONX,2033070053,BRONX,1015894,257127,ONLINE,Unspecified,BRONX,40.87237192944718,-73.88558156314949,"{'latitude': '40.87237192944718', 'longitude': '-73.88558156314949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817957,2023-09-14T08:14:49.000,2023-09-14T09:19:28.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11694,BEACH  108 STREET,BEACH  108 STREET,BEACH  108 STREET,BEACH CHANNEL DRIVE,BEACH  108 STREET,BEACH CHANNEL DRIVE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T09:19:32.000,14 QUEENS,,QUEENS,1031212,152064,PHONE,Unspecified,QUEENS,40.583932254576226,-73.83092804585388,"{'latitude': '40.583932254576226', 'longitude': '-73.83092804585388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815339,2023-09-14T08:14:43.000,2023-09-14T11:29:43.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10466,3953 PAULDING AVENUE,PAULDING AVENUE,EAST  224 STREET,EAST  225 STREET,EAST  224 STREET,EAST  225 STREET,ADDRESS,BRONX,PAULDING AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T11:29:46.000,12 BRONX,2048600009,BRONX,1025102,261594,ONLINE,Unspecified,BRONX,40.88459462871937,-73.85226007353174,"{'latitude': '40.88459462871937', 'longitude': '-73.85226007353174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811587,2023-09-14T08:14:34.000,2023-09-14T10:40:18.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10462,978 SACKET AVENUE,SACKET AVENUE,RADCLIFF AVENUE,COLDEN AVENUE,RADCLIFF AVENUE,COLDEN AVENUE,ADDRESS,BRONX,SACKET AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T10:40:22.000,11 BRONX,2040620052,BRONX,1024728,246701,MOBILE,Unspecified,BRONX,40.84371963335118,-73.85370258218684,"{'latitude': '40.84371963335118', 'longitude': '-73.85370258218684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813657,2023-09-14T08:14:13.000,2023-09-16T12:48:10.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11102,30-43 14 STREET,14 STREET,30 ROAD,30 DRIVE,30 ROAD,30 DRIVE,ADDRESS,ASTORIA,14 STREET,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-16T12:48:10.000,01 QUEENS,4005350025,QUEENS,1003422,219728,ONLINE,Unspecified,QUEENS,40.76975818422964,-73.93078467060714,"{'latitude': '40.76975818422964', 'longitude': '-73.93078467060714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811818,2023-09-14T08:14:11.000,2023-09-14T08:50:07.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11218,606 EAST    3 STREET,EAST    3 STREET,CORTELYOU ROAD,DITMAS AVENUE,CORTELYOU ROAD,DITMAS AVENUE,ADDRESS,BROOKLYN,EAST    3 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T08:50:11.000,12 BROOKLYN,3053860018,BROOKLYN,990845,171415,PHONE,Unspecified,BROOKLYN,40.63716871207363,-73.97623784335724,"{'latitude': '40.63716871207363', 'longitude': '-73.97623784335724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816465,2023-09-14T08:14:10.000,2023-09-14T18:37:44.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10454,530 EAST  138 STREET,EAST  138 STREET,BROOK AVENUE,ST ANNS AVENUE,BROOK AVENUE,ST ANNS AVENUE,ADDRESS,BRONX,EAST  138 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T18:37:48.000,01 BRONX,2022650035,BRONX,1006870,233352,PHONE,Unspecified,BRONX,40.807144244666866,-73.9182907245854,"{'latitude': '40.807144244666866', 'longitude': '-73.9182907245854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814127,2023-09-14T08:14:00.000,2023-09-26T08:45:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10312,625 LEVERETT AVENUE,LEVERETT AVENUE,BARTLETT AVE,RICHMOND AVE,LEVERETT AVENUE,RICHMOND AVENUE,INTERSECTION,STATEN ISLAND,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T08:45:00.000,03 STATEN ISLAND,5055310069,STATEN ISLAND,937420,141469,UNKNOWN,Unspecified,STATEN ISLAND,40.55485179579979,-74.16852334777325,"{'latitude': '40.55485179579979', 'longitude': '-74.16852334777325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815030,2023-09-14T08:14:00.000,2023-09-21T14:55:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11367,136-43 72 AVENUE,72 AVENUE,136 ST,141 ST,,,ADDRESS,FLUSHING,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-21T14:55:00.000,08 QUEENS,4065990071,QUEENS,1032312,203564,PHONE,Unspecified,QUEENS,40.7252822916504,-73.8266008322303,"{'latitude': '40.7252822916504', 'longitude': '-73.8266008322303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811613,2023-09-14T08:14:00.000,2023-09-14T15:26:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11249,448 BERRY STREET,BERRY STREET,S 10 ST,S 11 ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-14T15:26:00.000,01 BROOKLYN,3021560021,BROOKLYN,993684,197242,ONLINE,Unspecified,BROOKLYN,40.708055454402846,-73.96597261934089,"{'latitude': '40.708055454402846', 'longitude': '-73.96597261934089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
