unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,resolution_description,resolution_action_updated_date,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,road_ramp,bridge_highway_direction
58836833,2023-09-16T16:25:13.000,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,10455,700 EAST  156 STREET,EAST  156 STREET,TRINITY AVENUE,JACKSON AVENUE,TRINITY AVENUE,JACKSON AVENUE,ADDRESS,BRONX,EAST  156 STREET,Closed,01 BRONX,2026280001,BRONX,1009975,237437,PHONE,Unspecified,BRONX,40.81834792983435,-73.90705901523548,"{'latitude': '40.81834792983435', 'longitude': '-73.90705901523548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T16:29:22.000,The Department of Sanitation removed the items.,2023-09-18T06:30:23.000,,,,,,,
58829167,2023-09-16T16:25:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11426,89-06 240 STREET,240 STREET,89 AVENUE,BRADDOCK AVENUE,89 AVENUE,BRADDOCK AVENUE,ADDRESS,BELLEROSE,240 STREET,Closed,13 QUEENS,4079870031,QUEENS,1059713,204562,ONLINE,Unspecified,QUEENS,40.72783023059014,-73.72773221611529,"{'latitude': '40.72783023059014', 'longitude': '-73.72773221611529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:51:22.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T18:51:25.000,,,,,,,
58833999,2023-09-16T16:24:57.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11206,476 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,In Progress,03 BROOKLYN,3017660024,BROOKLYN,997927,192011,PHONE,Unspecified,BROOKLYN,40.69369204439302,-73.95067921985715,"{'latitude': '40.69369204439302', 'longitude': '-73.95067921985715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58828570,2023-09-16T16:24:57.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10461,1180 NEILL AVENUE,NEILL AVENUE,HERING AVENUE,TENBROECK AVENUE,HERING AVENUE,TENBROECK AVENUE,ADDRESS,BRONX,NEILL AVENUE,Closed,11 BRONX,2042760001,BRONX,1025023,250815,MOBILE,Unspecified,BRONX,40.85500997417113,-73.85261136370733,"{'latitude': '40.85500997417113', 'longitude': '-73.85261136370733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:49:28.000,This complaint does not fall under the Police Department's jurisdiction.,2023-09-16T17:49:31.000,,,,,,,
58831255,2023-09-16T16:24:51.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Branches Damaged,Street,11214,2502 BATH AVENUE,BATH AVENUE,25 AVENUE,BAY   40 STREET,25 AVENUE,BAY   40 STREET,ADDRESS,BROOKLYN,BATH AVENUE,Closed,11 BROOKLYN,3068940035,BROOKLYN,986809,155772,MOBILE,Unspecified,BROOKLYN,40.59423400115416,-73.99078570734713,"{'latitude': '40.59423400115416', 'longitude': '-73.99078570734713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-17T15:16:47.000,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-17T15:16:53.000,,,,,,,
58835674,2023-09-16T16:24:43.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10031,3546 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,09 MANHATTAN,1020770001,MANHATTAN,998010,240449,UNKNOWN,Unspecified,MANHATTAN,40.82664175668188,-73.9502807703456,"{'latitude': '40.82664175668188', 'longitude': '-73.9502807703456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T00:00:00.000,The City has removed the graffiti from this property.,2023-09-25T08:32:34.000,N/A,2023-10-16T16:24:43.000,,,,,
58835277,2023-09-16T16:24:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,70-39 57 ROAD,57 ROAD,71 STREET,DEAD END,71 STREET,DEAD END,ADDRESS,MASPETH,57 ROAD,Closed,05 QUEENS,4027970143,QUEENS,1014273,204249,ONLINE,Unspecified,QUEENS,40.727242066149444,-73.89167920104948,"{'latitude': '40.727242066149444', 'longitude': '-73.89167920104948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T11:18:13.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T11:18:18.000,,,,,,,
58834087,2023-09-16T16:24:23.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11377,31 AVENUE,31 AVENUE,31 AVENUE,57 STREET,31 AVENUE,57 STREET,INTERSECTION,,,Closed,01 QUEENS,,QUEENS,1010611,215179,ONLINE,Unspecified,QUEENS,40.7572538445227,-73.90484858404072,"{'latitude': '40.7572538445227', 'longitude': '-73.90484858404072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T14:30:07.000,This request required re-assignment to a new DOT unit.,2023-09-27T14:30:12.000,,,,,,,
58833607,2023-09-16T16:24:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11361,38-35 218 STREET,218 STREET,38 AVENUE,39 AVENUE,38 AVENUE,39 AVENUE,ADDRESS,BAYSIDE,218 STREET,Closed,11 QUEENS,4062510030,QUEENS,1049183,218871,ONLINE,Unspecified,QUEENS,40.76718826333542,-73.76558572637698,"{'latitude': '40.76718826333542', 'longitude': '-73.76558572637698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:36:28.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T16:36:32.000,,,,,,,
58831573,2023-09-16T16:23:45.000,DSNY,Department of Sanitation,Dead Animal,Bird,Sidewalk,10065,329 EAST   62 STREET,EAST   62 STREET,PEDESTRIAN AND BIKE PATH LINK,1 AVENUE,PEDESTRIAN AND BIKE PATH LINK,1 AVENUE,ADDRESS,NEW YORK,EAST   62 STREET,Closed,08 MANHATTAN,1014370012,MANHATTAN,994838,216894,PHONE,Unspecified,MANHATTAN,40.761994037094134,-73.96177934351184,"{'latitude': '40.761994037094134', 'longitude': '-73.96177934351184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T14:50:10.000,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T12:49:32.000,,,,,,,
58828349,2023-09-16T16:23:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,113 EAST TREMONT AVENUE,EAST TREMONT AVENUE,MORRIS AVENUE,CRESTON AVENUE,MORRIS AVENUE,CRESTON AVENUE,ADDRESS,BRONX,EAST TREMONT AVENUE,Closed,05 BRONX,2028070032,BRONX,1009900,249191,ONLINE,Unspecified,BRONX,40.85060946762022,-73.90728503339918,"{'latitude': '40.85060946762022', 'longitude': '-73.90728503339918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:54:06.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T16:54:10.000,,,,,,,
58834246,2023-09-16T16:23:37.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,10128,70 EAST   93 STREET,EAST   93 STREET,,,,,ADDRESS,NEW YORK,,Closed,08 MANHATTAN,1015040142,MANHATTAN,996770,225261,UNKNOWN,Unspecified,MANHATTAN,40.78495673360086,-73.95478960547449,"{'latitude': '40.78495673360086', 'longitude': '-73.95478960547449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:23:37.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-16T00:00:00.000,,,,,,,
58832451,2023-09-16T16:23:32.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11691,20-17 CORNAGA AVENUE,CORNAGA AVENUE,BEACH   20 STREET,BEACH   21 STREET,BEACH   20 STREET,BEACH   21 STREET,ADDRESS,FAR ROCKAWAY,CORNAGA AVENUE,Closed,14 QUEENS,4157500029,QUEENS,1052553,158785,ONLINE,Unspecified,QUEENS,40.60224122932259,-73.75402886431083,"{'latitude': '40.60224122932259', 'longitude': '-73.75402886431083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:22:06.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T18:22:09.000,,,,,,,
58836844,2023-09-16T16:23:09.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Street,11385,SENECA AVENUE,SENECA AVENUE,SENECA AVENUE,WILLOUGHBY AVENUE,SENECA AVENUE,WILLOUGHBY AVENUE,INTERSECTION,,,Closed,05 QUEENS,,QUEENS,1006964,197575,MOBILE,Unspecified,QUEENS,40.70894533508371,-73.91807204414104,"{'latitude': '40.70894533508371', 'longitude': '-73.91807204414104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:56:57.000,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T10:40:22.000,,,,,,,
58827096,2023-09-16T16:22:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11372,34-11 93 STREET,93 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,JACKSON HEIGHTS,93 STREET,Closed,03 QUEENS,4014540001,QUEENS,1018956,214168,MOBILE,Unspecified,QUEENS,40.75445009153692,-73.87473212236024,"{'latitude': '40.75445009153692', 'longitude': '-73.87473212236024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:45:35.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T16:45:40.000,,,,,,,
58833985,2023-09-16T16:22:48.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11206,476 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,In Progress,03 BROOKLYN,3017660024,BROOKLYN,997927,192011,PHONE,Unspecified,BROOKLYN,40.69369204439302,-73.95067921985715,"{'latitude': '40.69369204439302', 'longitude': '-73.95067921985715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58836534,2023-09-16T16:22:39.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11222,125 GREEN STREET,GREEN STREET,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,GREEN STREET,Closed,01 BROOKLYN,3025120060,BROOKLYN,996276,206543,MOBILE,Unspecified,BROOKLYN,40.73358130955242,-73.95660694870077,"{'latitude': '40.73358130955242', 'longitude': '-73.95660694870077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:07:30.000,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-16T16:22:39.000,,,,,,,
58832631,2023-09-16T16:22:15.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11207,323 ASHFORD STREET,ASHFORD STREET,GLENMORE AVENUE,PITKIN AVENUE,GLENMORE AVENUE,PITKIN AVENUE,ADDRESS,BROOKLYN,ASHFORD STREET,Closed,05 BROOKLYN,3040000009,BROOKLYN,1016082,184994,MOBILE,Unspecified,BROOKLYN,40.67438531833939,-73.88524347774445,"{'latitude': '40.67438531833939', 'longitude': '-73.88524347774445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T09:19:21.000,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-16T16:22:15.000,,,,,,,
58833249,2023-09-16T16:22:08.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11413,138-30 228 STREET,228 STREET,138 AVENUE,139 AVENUE,138 AVENUE,139 AVENUE,ADDRESS,SPRINGFIELD GARDENS,228 STREET,Closed,13 QUEENS,4131410053,QUEENS,1054764,183800,PHONE,Unspecified,QUEENS,40.67088446636588,-73.74580529921745,"{'latitude': '40.67088446636588', 'longitude': '-73.74580529921745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T20:15:10.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T20:15:15.000,,,,,,,
58836711,2023-09-16T16:21:50.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,Unspecified MANHATTAN,,MANHATTAN,987039,202831,MOBILE,Unspecified,MANHATTAN,40.72340051149166,-73.98993807355491,"{'latitude': '40.72340051149166', 'longitude': '-73.98993807355491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T08:00:33.000,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-25T00:44:59.000,,,,F,Mezzanine,,
58836258,2023-09-16T16:21:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,987 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,04 BROOKLYN,3031840062,BROOKLYN,1003840,193816,MOBILE,Unspecified,BROOKLYN,40.698635235060614,-73.9293510437017,"{'latitude': '40.698635235060614', 'longitude': '-73.9293510437017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:53:37.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T17:53:41.000,,,,,,,
58828550,2023-09-16T16:21:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11211,979 GRAND STREET,GRAND STREET,CATHERINE STREET,MORGAN AVENUE,CATHERINE STREET,MORGAN AVENUE,ADDRESS,BROOKLYN,GRAND STREET,Closed,01 BROOKLYN,3029240037,BROOKLYN,1002090,199113,ONLINE,Unspecified,BROOKLYN,40.71317794820233,-73.93564817014227,"{'latitude': '40.71317794820233', 'longitude': '-73.93564817014227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:38:53.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T16:38:57.000,,,,,,,
58827324,2023-09-16T16:21:24.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10029,1966 1 AVENUE,1 AVENUE,EAST 101 STREET,EAST 102 STREET,EAST  101 STREET,EAST  102 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,11 MANHATTAN,1016940005,MANHATTAN,1000227,225831,PHONE,Unspecified,MANHATTAN,40.786515657816174,-73.94230483976352,"{'latitude': '40.786515657816174', 'longitude': '-73.94230483976352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T11:25:37.000,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-16T16:21:24.000,,,,,,,
58834154,2023-09-16T16:21:21.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10032,145 AUDUBON AVENUE,AUDUBON AVENUE,WEST 172 STREET,WEST 173 STREET,WEST  172 STREET,WEST  173 STREET,ADDRESS,NEW YORK,AUDUBON AVENUE,Closed,12 MANHATTAN,1021290030,MANHATTAN,1001817,246414,PHONE,Unspecified,MANHATTAN,40.84300720381994,-73.9365092582247,"{'latitude': '40.84300720381994', 'longitude': '-73.9365092582247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-17T09:35:57.000,,,,,,,
58831894,2023-09-16T16:20:48.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,66-26 GARFIELD AVENUE,GARFIELD AVENUE,51 AVENUE,67 STREET,51 AVENUE,67 STREET,ADDRESS,WOODSIDE,GARFIELD AVENUE,Closed,02 QUEENS,4024150027,QUEENS,1012352,207324,MOBILE,Unspecified,QUEENS,40.73568849308769,-73.89859717996022,"{'latitude': '40.73568849308769', 'longitude': '-73.89859717996022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:46:55.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T16:46:58.000,,,,,,,
58826513,2023-09-16T16:20:35.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10001,160 WEST   25 STREET,WEST   25 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   25 STREET,Closed,04 MANHATTAN,1008000071,MANHATTAN,986047,210653,MOBILE,Unspecified,MANHATTAN,40.7448702328436,-73.99351484092641,"{'latitude': '40.7448702328436', 'longitude': '-73.99351484092641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:47:40.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T16:47:45.000,,,,,,,
58836347,2023-09-16T16:20:23.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,11208,1210 SUTTER AVENUE,SUTTER AVENUE,CRYSTAL STREET,CHESTNUT STREET,CRYSTAL STREET,CHESTNUT STREET,ADDRESS,BROOKLYN,SUTTER AVENUE,Closed,05 BROOKLYN,3042920061,BROOKLYN,1019434,184342,ONLINE,Unspecified,BROOKLYN,40.67258303899206,-73.87316270957298,"{'latitude': '40.67258303899206', 'longitude': '-73.87316270957298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:09:26.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T17:09:30.000,,,,,,,
58831486,2023-09-16T16:20:08.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11226,CORTELYOU ROAD,CORTELYOU ROAD,MARLBOROUGH ROAD,EAST   16 STREET,MARLBOROUGH ROAD,EAST   16 STREET,BLOCKFACE,,,Closed,Unspecified BROOKLYN,,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,2023-09-20T04:53:59.000,The Department of Sanitation cleaned the location.,2023-09-20T04:54:05.000,,,,,,,
58833475,2023-09-16T16:19:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11103,42-18 31 AVENUE,31 AVENUE,42 STREET,43 STREET,42 STREET,43 STREET,ADDRESS,ASTORIA,31 AVENUE,Closed,01 QUEENS,4006920043,QUEENS,1007721,216342,ONLINE,Unspecified,QUEENS,40.76045412454783,-73.91527612392564,"{'latitude': '40.76045412454783', 'longitude': '-73.91527612392564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:34:09.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T16:34:13.000,,,,,,,
58826430,2023-09-16T16:19:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,1876 EAST   31 STREET,EAST   31 STREET,AVENUE R,FILLMORE AVENUE,AVENUE R,FILLMORE AVENUE,ADDRESS,BROOKLYN,EAST   31 STREET,Closed,18 BROOKLYN,3084740077,BROOKLYN,1001697,161305,PHONE,Unspecified,BROOKLYN,40.60940415570784,-73.93716361528179,"{'latitude': '40.60940415570784', 'longitude': '-73.93716361528179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:07:54.000,The Police Department issued a summons in response to the complaint.,2023-09-16T17:07:58.000,,,,,,,
58827000,2023-09-16T16:19:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,304 WEST  117 STREET,WEST  117 STREET,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,ADDRESS,NEW YORK,WEST  117 STREET,Closed,10 MANHATTAN,1019437503,MANHATTAN,996658,232643,ONLINE,Unspecified,MANHATTAN,40.80521847882785,-73.95518040434344,"{'latitude': '40.80521847882785', 'longitude': '-73.95518040434344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:32:11.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T16:32:14.000,,,,,,,
58834266,2023-09-16T16:19:08.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11354,39-01 MAIN STREET,MAIN STREET,39 AVENUE,ROOSEVELT AVENUE,39 AVENUE,ROOSEVELT AVENUE,ADDRESS,FLUSHING,MAIN STREET,Closed,07 QUEENS,4049800005,QUEENS,1031228,216272,ONLINE,Unspecified,QUEENS,40.76016833864922,-73.83042294583589,"{'latitude': '40.76016833864922', 'longitude': '-73.83042294583589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:01:36.000,N/A,2023-09-16T18:01:39.000,,,,,,,
58827163,2023-09-16T16:19:01.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10452,1060 NELSON AVENUE,NELSON AVENUE,,,,,ADDRESS,BRONX,,Closed,04 BRONX,2025130001,BRONX,1004269,243258,ONLINE,Unspecified,BRONX,40.8343396852955,-73.92765665114582,"{'latitude': '40.8343396852955', 'longitude': '-73.92765665114582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T08:22:43.000,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-18T00:00:00.000,,,,,,,
58831895,2023-09-16T16:18:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,2059 EAST   54 STREET,EAST   54 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   54 STREET,Closed,18 BROOKLYN,3085460016,BROOKLYN,1006115,162224,PHONE,Unspecified,BROOKLYN,40.61191682069587,-73.9212489635837,"{'latitude': '40.61191682069587', 'longitude': '-73.9212489635837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:46:21.000,The Police Department issued a summons in response to the complaint.,2023-09-16T16:46:25.000,,,,,,,
58831088,2023-09-16T16:18:57.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,67-20 AUSTIN STREET,AUSTIN STREET,67 AVENUE,67 ROAD,67 AVENUE,67 ROAD,ADDRESS,FOREST HILLS,AUSTIN STREET,Closed,06 QUEENS,4031660023,QUEENS,1024488,203018,ONLINE,Unspecified,QUEENS,40.72382270589184,-73.8548316437308,"{'latitude': '40.72382270589184', 'longitude': '-73.8548316437308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:20:28.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T16:20:32.000,,,,,,,
58830002,2023-09-16T16:18:57.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10301,120 BAY STREET,BAY STREET,SLOSSON TERRACE,CENTRAL AVENUE,SLOSSON TERRACE,CENTRAL AVENUE,ADDRESS,STATEN ISLAND,BAY STREET,Closed,01 STATEN ISLAND,5000050013,STATEN ISLAND,963255,172150,PHONE,Unspecified,STATEN ISLAND,40.639163702292535,-74.07564843817408,"{'latitude': '40.639163702292535', 'longitude': '-74.07564843817408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T11:27:55.000,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-27T11:27:58.000,,,,,,,
58835460,2023-09-16T16:18:52.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11249,296 WYTHE AVENUE,WYTHE AVENUE,NORTH    1 STREET,GRAND STREET,NORTH    1 STREET,GRAND STREET,ADDRESS,BROOKLYN,WYTHE AVENUE,Closed,01 BROOKLYN,3023780021,BROOKLYN,994183,200151,ONLINE,Unspecified,BROOKLYN,40.71603942035167,-73.96416849054874,"{'latitude': '40.71603942035167', 'longitude': '-73.96416849054874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T22:56:04.000,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T22:56:08.000,,,,,,,
58830204,2023-09-16T16:18:48.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11436,119-31 146 STREET,146 STREET,119 AVENUE,120 AVENUE,119 AVENUE,120 AVENUE,ADDRESS,JAMAICA,146 STREET,Closed,12 QUEENS,4120270125,QUEENS,1041476,186410,ONLINE,Unspecified,QUEENS,40.67814417513997,-73.79368462311194,"{'latitude': '40.67814417513997', 'longitude': '-73.79368462311194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T18:03:04.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T18:03:09.000,,,,,,,
58834651,2023-09-16T16:18:45.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10452,1005 OGDEN AVENUE,OGDEN AVENUE,WEST  164 STREET,WEST  165 STREET,WEST  164 STREET,WEST  165 STREET,ADDRESS,BRONX,OGDEN AVENUE,Closed,04 BRONX,2025250042,BRONX,1003837,242854,MOBILE,Unspecified,BRONX,40.833231790781966,-73.92921896339699,"{'latitude': '40.833231790781966', 'longitude': '-73.92921896339699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:48:05.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T17:48:09.000,,,,,,,
58826728,2023-09-16T16:18:37.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032,521 WEST  156 STREET,WEST  156 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  156 STREET,Closed,12 MANHATTAN,1021150047,MANHATTAN,999922,242627,ONLINE,Unspecified,MANHATTAN,40.83261655622066,-73.94336702380407,"{'latitude': '40.83261655622066', 'longitude': '-73.94336702380407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:58:48.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T16:58:53.000,,,,,,,
