unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,vehicle_type,taxi_company_borough,taxi_pick_up_location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction,due_date
58936532,2023-09-27T18:34:09.000,2023-10-02T14:58:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,11365,59-25 FRESH MEADOW LANE,FRESH MEADOW LANE,59 AVENUE,HORACE HARDING EXPRESSWAY,59 AVENUE,HORACE HARDING EXPRESSWAY,ADDRESS,FRESH MEADOWS,FRESH MEADOW LANE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-27T18:34:09.000,11 QUEENS,QUEENS,1040511,208815,ONLINE,Unspecified,QUEENS,40.739646611646975,-73.79697648540038,"{'latitude': '40.739646611646975', 'longitude': '-73.79697648540038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068870024,,,,,,,,,
58937067,2023-09-27T18:34:02.000,2023-09-27T21:18:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11418,86-73 107 STREET,107 STREET,86 AVENUE,JAMAICA AVENUE,86 AVENUE,JAMAICA AVENUE,ADDRESS,RICHMOND HILL,107 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T21:18:59.000,09 QUEENS,QUEENS,1028417,192945,PHONE,Unspecified,QUEENS,40.69615601217616,-73.84072292997868,"{'latitude': '40.69615601217616', 'longitude': '-73.84072292997868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58936190,2023-09-27T18:34:00.000,2023-09-28T10:00:27.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10458,174 EAST  206 STREET,EAST  206 STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,07 BRONX,BRONX,1016187,258399,ONLINE,Unspecified,BRONX,40.87586211981694,-73.88451607091044,"{'latitude': '40.87586211981694', 'longitude': '-73.88451607091044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2033120014,,,,,,,,,
58941678,2023-09-27T18:34:00.000,2023-09-27T18:34:00.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11385,60-89 PUTNAM AVENUE,PUTNAM AVENUE,STIER PLACE,FRESH POND ROAD,STIER PLACE,FRESH POND ROAD,ADDRESS,RIDGEWOOD,PUTNAM AVENUE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-27T18:34:00.000,05 QUEENS,QUEENS,1012665,196643,ONLINE,Unspecified,QUEENS,40.70637074534374,-73.89751284907268,"{'latitude': '40.70637074534374', 'longitude': '-73.89751284907268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4035300068,,,,,,,,,
58944910,2023-09-27T18:34:00.000,2023-10-04T08:45:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11223,,,,,EAST 5 STREET,KINGS HIGHWAY,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-04T08:45:00.000,15 BROOKLYN,BROOKLYN,993075,159673,UNKNOWN,Unspecified,BROOKLYN,40.60493743134894,-73.96821837796941,"{'latitude': '40.60493743134894', 'longitude': '-73.96821837796941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58945122,2023-09-27T18:33:56.000,2023-10-20T06:57:57.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11229,2050 EAST   18 STREET,EAST   18 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,15 BROOKLYN,BROOKLYN,997087,157970,PHONE,Unspecified,BROOKLYN,40.600258139714114,-73.95377313318663,"{'latitude': '40.600258139714114', 'longitude': '-73.95377313318663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3073220027,,,,,,,,,
58940173,2023-09-27T18:33:53.000,2023-10-05T12:16:18.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10456,631 JEFFERSON PLACE,JEFFERSON PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,03 BRONX,BRONX,1011904,242940,PHONE,Unspecified,BRONX,40.833446260577965,-73.90006712067,"{'latitude': '40.833446260577965', 'longitude': '-73.90006712067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2029350030,,,,,,,,,
58938725,2023-09-27T18:33:53.000,2023-10-06T13:26:03.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10456,631 JEFFERSON PLACE,JEFFERSON PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,03 BRONX,BRONX,1011904,242940,PHONE,Unspecified,BRONX,40.833446260577965,-73.90006712067,"{'latitude': '40.833446260577965', 'longitude': '-73.90006712067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2029350030,,,,,,,,,
58941403,2023-09-27T18:33:53.000,2023-10-05T12:16:19.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10456,631 JEFFERSON PLACE,JEFFERSON PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,03 BRONX,BRONX,1011904,242940,PHONE,Unspecified,BRONX,40.833446260577965,-73.90006712067,"{'latitude': '40.833446260577965', 'longitude': '-73.90006712067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2029350030,,,,,,,,,
58938635,2023-09-27T18:33:28.000,2023-09-27T19:19:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11436,148-21 LINDEN BOULEVARD,LINDEN BOULEVARD,148 STREET,149 STREET,148 STREET,149 STREET,ADDRESS,JAMAICA,LINDEN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T19:19:43.000,12 QUEENS,QUEENS,1041167,189293,ONLINE,Unspecified,QUEENS,40.6860593247231,-73.79477429714062,"{'latitude': '40.6860593247231', 'longitude': '-73.79477429714062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4119660023,,,,,,,,,
58942462,2023-09-27T18:32:59.000,2023-09-27T19:45:32.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11435,146-13 105 AVENUE,105 AVENUE,LIVERPOOL STREET,WALTHAM STREET,LIVERPOOL STREET,WALTHAM STREET,ADDRESS,JAMAICA,105 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T19:45:35.000,12 QUEENS,QUEENS,1038298,192355,ONLINE,Unspecified,QUEENS,40.694481772998124,-73.80509445358734,"{'latitude': '40.694481772998124', 'longitude': '-73.80509445358734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4100520023,,,,,,,,,
58940236,2023-09-27T18:32:56.000,2023-09-28T11:20:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10025,CENTRAL PARK WEST,CENTRAL PARK WEST,WEST   94 STREET,WEST   95 STREET,,,BLOCKFACE,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-28T11:20:00.000,07 MANHATTAN,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,N/A,,,,,
58943330,2023-09-27T18:32:00.000,2023-09-28T02:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,,10019,,,,,8 AVENUE,WEST 55 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-28T02:30:00.000,04 MANHATTAN,MANHATTAN,988731,218140,UNKNOWN,Unspecified,MANHATTAN,40.765419190305785,-73.98382361493509,"{'latitude': '40.765419190305785', 'longitude': '-73.98382361493509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,,,,,
58935706,2023-09-27T18:32:00.000,2023-09-28T03:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,,10019,,,,,9 AVENUE,WEST 55 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-28T03:10:00.000,04 MANHATTAN,MANHATTAN,987945,218576,UNKNOWN,Unspecified,MANHATTAN,40.766616260938605,-73.98666083083296,"{'latitude': '40.766616260938605', 'longitude': '-73.98666083083296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,,,,,
58939563,2023-09-27T18:32:00.000,2023-09-28T08:45:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10453,1815 DAVIDSON AVENUE,DAVIDSON AVENUE,W 176 ST,W 177 ST,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T08:45:00.000,05 BRONX,BRONX,1008523,248772,PHONE,Unspecified,BRONX,40.84946333006641,-73.91226387668796,"{'latitude': '40.84946333006641', 'longitude': '-73.91226387668796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2028670139,,,,,,,,,
58941568,2023-09-27T18:31:33.000,2023-09-27T20:47:18.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11218,303 BEVERLEY ROAD,BEVERLEY ROAD,EAST    3 STREET,EAST    4 STREET,EAST    3 STREET,EAST    4 STREET,ADDRESS,BROOKLYN,BEVERLEY ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T20:47:22.000,12 BROOKLYN,BROOKLYN,990586,173530,MOBILE,Unspecified,BROOKLYN,40.64297412318244,-73.9771690487456,"{'latitude': '40.64297412318244', 'longitude': '-73.9771690487456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3053360082,,,,,,,,,
58942541,2023-09-27T18:31:30.000,2023-09-27T19:04:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11421,93-02 74 PLACE,74 PLACE,93 AVENUE,ATLANTIC AVENUE,93 AVENUE,ATLANTIC AVENUE,ADDRESS,WOODHAVEN,74 PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T19:04:48.000,09 QUEENS,QUEENS,1021500,188606,MOBILE,Unspecified,QUEENS,40.684278288381094,-73.86569128285007,"{'latitude': '40.684278288381094', 'longitude': '-73.86569128285007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58939500,2023-09-27T18:31:26.000,2023-11-05T23:02:10.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Supermarket or Grocery Store,Business,10025,808 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   97 STREET,WEST  100 STREET,WEST   97 STREET,WEST  100 STREET,ADDRESS,NEW YORK,COLUMBUS AVENUE,Closed,The Department of Consumer and Worker Protection (DCWP) finished reviewing your complaint. DCWP will contact you directly to report its status.,2023-11-05T23:02:13.000,07 MANHATTAN,MANHATTAN,993584,228761,ONLINE,Unspecified,MANHATTAN,40.79456723168033,-73.96628955798938,"{'latitude': '40.79456723168033', 'longitude': '-73.96628955798938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018527501,,,,,,,,,
58941929,2023-09-27T18:31:18.000,2023-10-03T10:35:05.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11229,1622 EAST   19 STREET,EAST   19 STREET,AVENUE P,KINGS HIGHWAY,AVENUE P,KINGS HIGHWAY,ADDRESS,BROOKLYN,EAST   19 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-03T10:35:10.000,15 BROOKLYN,BROOKLYN,996817,161681,PHONE,Unspecified,BROOKLYN,40.61044446299854,-73.95473851551971,"{'latitude': '40.61044446299854', 'longitude': '-73.95473851551971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3067810012,,,,,,,,,
58943620,2023-09-27T18:31:08.000,2023-09-27T19:29:34.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,97-03 35 AVENUE,35 AVENUE,97 STREET,98 STREET,97 STREET,98 STREET,ADDRESS,CORONA,35 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T19:29:38.000,03 QUEENS,QUEENS,1020115,213861,ONLINE,Unspecified,QUEENS,40.75360283025094,-73.87055046988273,"{'latitude': '40.75360283025094', 'longitude': '-73.87055046988273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4017310031,,,,,,,,,
58942659,2023-09-27T18:31:03.000,2023-10-11T09:20:16.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10467,3039 WALLACE AVENUE,WALLACE AVENUE,,,,,ADDRESS,BRONX,,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-10-11T00:00:00.000,12 BRONX,BRONX,1021776,256326,PHONE,Unspecified,BRONX,40.870150385022505,-73.86431793354161,"{'latitude': '40.870150385022505', 'longitude': '-73.86431793354161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2045700032,,,,,,,,,
58943846,2023-09-27T18:31:03.000,2023-10-11T09:20:14.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10467,3039 WALLACE AVENUE,WALLACE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-11T00:00:00.000,12 BRONX,BRONX,1021776,256326,PHONE,Unspecified,BRONX,40.870150385022505,-73.86431793354161,"{'latitude': '40.870150385022505', 'longitude': '-73.86431793354161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2045700032,,,,,,,,,
58937595,2023-09-27T18:31:03.000,2023-10-11T09:20:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10467,3039 WALLACE AVENUE,WALLACE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-11T00:00:00.000,12 BRONX,BRONX,1021776,256326,PHONE,Unspecified,BRONX,40.870150385022505,-73.86431793354161,"{'latitude': '40.870150385022505', 'longitude': '-73.86431793354161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2045700032,,,,,,,,,
58942666,2023-09-27T18:31:03.000,2023-10-11T09:20:14.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10467,3039 WALLACE AVENUE,WALLACE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-11T00:00:00.000,12 BRONX,BRONX,1021776,256326,PHONE,Unspecified,BRONX,40.870150385022505,-73.86431793354161,"{'latitude': '40.870150385022505', 'longitude': '-73.86431793354161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2045700032,,,,,,,,,
58945204,2023-09-27T18:31:01.000,2023-10-03T10:26:05.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11105,21-57 33 STREET,33 STREET,,,,,ADDRESS,ASTORIA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,01 QUEENS,QUEENS,1009564,222075,PHONE,Unspecified,QUEENS,40.77618462750418,-73.90860181127005,"{'latitude': '40.77618462750418', 'longitude': '-73.90860181127005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4008307501,,,,,,,,,
58936334,2023-09-27T18:31:01.000,2023-10-03T10:26:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11105,21-57 33 STREET,33 STREET,,,,,ADDRESS,ASTORIA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,01 QUEENS,QUEENS,1009564,222075,PHONE,Unspecified,QUEENS,40.77618462750418,-73.90860181127005,"{'latitude': '40.77618462750418', 'longitude': '-73.90860181127005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4008307501,,,,,,,,,
58936358,2023-09-27T18:31:01.000,2023-10-03T10:26:04.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11105,21-57 33 STREET,33 STREET,,,,,ADDRESS,ASTORIA,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 286 - 0823 (QUEENS).",2023-10-03T00:00:00.000,01 QUEENS,QUEENS,1009564,222075,PHONE,Unspecified,QUEENS,40.77618462750418,-73.90860181127005,"{'latitude': '40.77618462750418', 'longitude': '-73.90860181127005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4008307501,,,,,,,,,
58938758,2023-09-27T18:31:01.000,2023-10-03T10:26:07.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11105,21-57 33 STREET,33 STREET,,,,,ADDRESS,ASTORIA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,01 QUEENS,QUEENS,1009564,222075,PHONE,Unspecified,QUEENS,40.77618462750418,-73.90860181127005,"{'latitude': '40.77618462750418', 'longitude': '-73.90860181127005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4008307501,,,,,,,,,
58936268,2023-09-27T18:31:01.000,2023-10-03T10:26:06.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11105,21-57 33 STREET,33 STREET,,,,,ADDRESS,ASTORIA,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 286 - 0823 (QUEENS).",2023-10-03T00:00:00.000,01 QUEENS,QUEENS,1009564,222075,PHONE,Unspecified,QUEENS,40.77618462750418,-73.90860181127005,"{'latitude': '40.77618462750418', 'longitude': '-73.90860181127005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4008307501,,,,,,,,,
58938832,2023-09-27T18:31:01.000,2023-10-03T10:26:04.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11105,21-57 33 STREET,33 STREET,,,,,ADDRESS,ASTORIA,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 286 - 0823 (QUEENS).",2023-10-03T00:00:00.000,01 QUEENS,QUEENS,1009564,222075,PHONE,Unspecified,QUEENS,40.77618462750418,-73.90860181127005,"{'latitude': '40.77618462750418', 'longitude': '-73.90860181127005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4008307501,,,,,,,,,
58937572,2023-09-27T18:31:01.000,2023-10-03T10:26:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11105,21-57 33 STREET,33 STREET,,,,,ADDRESS,ASTORIA,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 286 - 0823 (QUEENS).",2023-10-03T00:00:00.000,01 QUEENS,QUEENS,1009564,222075,PHONE,Unspecified,QUEENS,40.77618462750418,-73.90860181127005,"{'latitude': '40.77618462750418', 'longitude': '-73.90860181127005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4008307501,,,,,,,,,
58937591,2023-09-27T18:30:59.000,2023-10-01T21:09:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11429,212-03 102 AVENUE,102 AVENUE,,,,,ADDRESS,QUEENS VILLAGE,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,13 QUEENS,QUEENS,1054587,199094,PHONE,Unspecified,QUEENS,40.7128641970485,-73.7462836730763,"{'latitude': '40.7128641970485', 'longitude': '-73.7462836730763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4110850001,,,,,,,,,
58940139,2023-09-27T18:30:59.000,2023-10-01T21:09:26.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11429,212-03 102 AVENUE,102 AVENUE,,,,,ADDRESS,QUEENS VILLAGE,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,13 QUEENS,QUEENS,1054587,199094,PHONE,Unspecified,QUEENS,40.7128641970485,-73.7462836730763,"{'latitude': '40.7128641970485', 'longitude': '-73.7462836730763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4110850001,,,,,,,,,
58936331,2023-09-27T18:30:59.000,2023-10-01T21:09:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11429,212-03 102 AVENUE,102 AVENUE,,,,,ADDRESS,QUEENS VILLAGE,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,13 QUEENS,QUEENS,1054587,199094,PHONE,Unspecified,QUEENS,40.7128641970485,-73.7462836730763,"{'latitude': '40.7128641970485', 'longitude': '-73.7462836730763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4110850001,,,,,,,,,
58937472,2023-09-27T18:30:59.000,2023-10-01T21:09:24.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11429,212-03 102 AVENUE,102 AVENUE,,,,,ADDRESS,QUEENS VILLAGE,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,13 QUEENS,QUEENS,1054587,199094,PHONE,Unspecified,QUEENS,40.7128641970485,-73.7462836730763,"{'latitude': '40.7128641970485', 'longitude': '-73.7462836730763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4110850001,,,,,,,,,
58943844,2023-09-27T18:30:56.000,2023-10-20T06:57:57.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11229,2050 EAST   18 STREET,EAST   18 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,15 BROOKLYN,BROOKLYN,997087,157970,PHONE,Unspecified,BROOKLYN,40.600258139714114,-73.95377313318663,"{'latitude': '40.600258139714114', 'longitude': '-73.95377313318663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3073220027,,,,,,,,,
58939938,2023-09-27T18:30:37.000,2023-09-27T19:01:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,51 DUKE ELLINGTON BOULEVARD,DUKE ELLINGTON BOULEVARD,MANHATTAN AVENUE,COLUMBUS AVENUE,MANHATTAN AVENUE,COLUMBUS AVENUE,ADDRESS,NEW YORK,DUKE ELLINGTON BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T19:01:33.000,07 MANHATTAN,MANHATTAN,994806,230315,ONLINE,Unspecified,MANHATTAN,40.79883116392633,-73.96187377097692,"{'latitude': '40.79883116392633', 'longitude': '-73.96187377097692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58943465,2023-09-27T18:30:29.000,2023-09-27T20:26:00.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11421,80-35 JAMAICA AVENUE,JAMAICA AVENUE,80 STREET,FOREST PARKWAY,80 STREET,FOREST PARKWAY,ADDRESS,WOODHAVEN,JAMAICA AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T20:26:05.000,09 QUEENS,QUEENS,1022600,191500,MOBILE,Unspecified,QUEENS,40.692216946421766,-73.86170865258094,"{'latitude': '40.692216946421766', 'longitude': '-73.86170865258094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58944498,2023-09-27T18:30:07.000,2023-09-28T10:15:17.000,DSNY,Department of Sanitation,Dead Animal,Dog,Street,11109,47-40 CENTER BOULEVARD,CENTER BOULEVARD,47 ROAD,48 AVENUE,47 ROAD,48 AVENUE,ADDRESS,LONG ISLAND CITY,CENTER BOULEVARD,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-28T10:15:17.000,02 QUEENS,QUEENS,996047,210827,PHONE,Unspecified,QUEENS,40.745340133185714,-73.9574257294692,"{'latitude': '40.745340133185714', 'longitude': '-73.9574257294692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58939339,2023-09-27T18:29:38.000,2023-09-29T15:36:47.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11379,58-19 84 PLACE,84 PLACE,58 AVENUE,60 AVENUE,58 AVENUE,60 AVENUE,ADDRESS,MIDDLE VILLAGE,84 PLACE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T12:09:10.000,05 QUEENS,QUEENS,1018447,205109,ONLINE,Unspecified,QUEENS,40.729587402173486,-73.8766153610772,"{'latitude': '40.729587402173486', 'longitude': '-73.8766153610772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
