unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction
58911196,2023-09-24T18:39:53.000,2023-09-28T18:53:00.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10460,2090 MOHEGAN AVENUE,MOHEGAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,06 BRONX,2031230046,BRONX,1016413,247214,PHONE,Unspecified,BRONX,40.8451618675538,-73.8837525307804,"{'latitude': '40.8451618675538', 'longitude': '-73.8837525307804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912902,2023-09-24T18:39:53.000,2023-09-28T18:52:59.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10460,2090 MOHEGAN AVENUE,MOHEGAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,06 BRONX,2031230046,BRONX,1016413,247214,PHONE,Unspecified,BRONX,40.8451618675538,-73.8837525307804,"{'latitude': '40.8451618675538', 'longitude': '-73.8837525307804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911286,2023-09-24T18:39:53.000,2023-09-28T18:53:00.000,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10460,2090 MOHEGAN AVENUE,MOHEGAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,06 BRONX,2031230046,BRONX,1016413,247214,PHONE,Unspecified,BRONX,40.8451618675538,-73.8837525307804,"{'latitude': '40.8451618675538', 'longitude': '-73.8837525307804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914591,2023-09-24T18:39:53.000,2023-09-28T18:52:58.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10460,2090 MOHEGAN AVENUE,MOHEGAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,06 BRONX,2031230046,BRONX,1016413,247214,PHONE,Unspecified,BRONX,40.8451618675538,-73.8837525307804,"{'latitude': '40.8451618675538', 'longitude': '-73.8837525307804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912893,2023-09-24T18:39:53.000,2023-09-28T18:52:59.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10460,2090 MOHEGAN AVENUE,MOHEGAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,06 BRONX,2031230046,BRONX,1016413,247214,PHONE,Unspecified,BRONX,40.8451618675538,-73.8837525307804,"{'latitude': '40.8451618675538', 'longitude': '-73.8837525307804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911258,2023-09-24T18:39:53.000,2023-09-28T18:52:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,2090 MOHEGAN AVENUE,MOHEGAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,06 BRONX,2031230046,BRONX,1016413,247214,PHONE,Unspecified,BRONX,40.8451618675538,-73.8837525307804,"{'latitude': '40.8451618675538', 'longitude': '-73.8837525307804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912927,2023-09-24T18:39:53.000,2023-09-28T18:52:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,2090 MOHEGAN AVENUE,MOHEGAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,06 BRONX,2031230046,BRONX,1016413,247214,PHONE,Unspecified,BRONX,40.8451618675538,-73.8837525307804,"{'latitude': '40.8451618675538', 'longitude': '-73.8837525307804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912865,2023-09-24T18:39:52.000,2023-09-25T13:07:10.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10457,2082 HUGHES AVENUE,HUGHES AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,06 BRONX,2030800019,BRONX,1014490,248433,PHONE,Unspecified,BRONX,40.84851445607355,-73.89069736881176,"{'latitude': '40.84851445607355', 'longitude': '-73.89069736881176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916165,2023-09-24T18:39:49.000,2023-10-01T14:15:54.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10454,545 EAST  144 STREET,EAST  144 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,01 BRONX,2022710005,BRONX,1007607,234853,PHONE,Unspecified,BRONX,40.81126215420042,-73.91562326941923,"{'latitude': '40.81126215420042', 'longitude': '-73.91562326941923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915133,2023-09-24T18:39:26.000,2023-09-24T19:07:45.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11368,FLUSHING MEADOWS CORONA PARK,FLUSHING MEADOWS CORONA PARK,52 AVENUE,53 AVENUE,52 AVENUE,53 AVENUE,UNRECOGNIZED,CORONA,FLUSHING MEADOWS CORONA PARK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T19:07:53.000,81 QUEENS,4020180001,QUEENS,1027989,209784,ONLINE,Flushing Meadows Corona Park,QUEENS,40.742377064999275,-73.84215697754966,"{'latitude': '40.742377064999275', 'longitude': '-73.84215697754966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913351,2023-09-24T18:39:21.000,2023-09-24T18:56:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10025,251 WEST   97 STREET,WEST   97 STREET,BROADWAY,WEST END AVENUE,BROADWAY,WEST END AVENUE,ADDRESS,NEW YORK,WEST   97 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T18:56:20.000,07 MANHATTAN,1018690006,MANHATTAN,992059,229118,MOBILE,Unspecified,MANHATTAN,40.79554857913284,-73.97179679448423,"{'latitude': '40.79554857913284', 'longitude': '-73.97179679448423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912329,2023-09-24T18:38:56.000,2023-09-25T04:02:54.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Mattress or Box Spring Uncovered,Sidewalk,10456,309 EAST  169 STREET,EAST  169 STREET,COLLEGE AVENUE,FINDLAY AVENUE,COLLEGE AVENUE,FINDLAY AVENUE,ADDRESS,BRONX,EAST  169 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-25T04:02:59.000,04 BRONX,2027830086,BRONX,1008672,243471,PHONE,Unspecified,BRONX,40.83491323042743,-73.91174461289285,"{'latitude': '40.83491323042743', 'longitude': '-73.91174461289285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916203,2023-09-24T18:38:41.000,2023-09-25T09:48:47.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,365 EAST  183 STREET,EAST  183 STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,05 BRONX,2031430155,BRONX,1013060,251285,ONLINE,Unspecified,BRONX,40.85634712505536,-73.89585384990691,"{'latitude': '40.85634712505536', 'longitude': '-73.89585384990691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910838,2023-09-24T18:38:19.000,2023-09-24T19:43:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11358,47-22 163 STREET,163 STREET,LABURNUM AVENUE,OAK AVENUE,LABURNUM AVENUE,OAK AVENUE,ADDRESS,FLUSHING,163 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T19:43:21.000,07 QUEENS,4054920043,QUEENS,1038466,212967,MOBILE,Unspecified,QUEENS,40.75105555592928,-73.80432258069631,"{'latitude': '40.75105555592928', 'longitude': '-73.80432258069631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916159,2023-09-24T18:38:11.000,2023-09-24T18:48:38.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10012,166 THOMPSON STREET,THOMPSON STREET,WEST HOUSTON STREET,BLEECKER STREET,WEST HOUSTON STREET,BLEECKER STREET,ADDRESS,NEW YORK,THOMPSON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T18:48:43.000,02 MANHATTAN,1005250033,MANHATTAN,984148,204355,ONLINE,Unspecified,MANHATTAN,40.7275839603503,-74.00036801037079,"{'latitude': '40.7275839603503', 'longitude': '-74.00036801037079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911322,2023-09-24T18:38:10.000,2023-09-25T02:30:51.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10469,1930 ADEE AVENUE,ADEE AVENUE,GRACE AVENUE,EDSON AVENUE,GRACE AVENUE,EDSON AVENUE,ADDRESS,BRONX,ADEE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T02:30:55.000,12 BRONX,2047970069,BRONX,1029696,256887,ONLINE,Unspecified,BRONX,40.87165293187385,-73.83567799183197,"{'latitude': '40.87165293187385', 'longitude': '-73.83567799183197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913247,2023-09-24T18:38:00.000,2023-09-24T18:50:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11101,24-02 49 AVENUE,49 AVENUE,SKILLMAN AVE,CRESCENT ST,,,ADDRESS,LONG ISLAND CITY,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-24T18:50:00.000,02 QUEENS,4000717501,QUEENS,999179,209581,PHONE,Unspecified,QUEENS,40.74191544236603,-73.9461254023033,"{'latitude': '40.74191544236603', 'longitude': '-73.9461254023033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914878,2023-09-24T18:38:00.000,2023-09-26T08:20:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11210,1067 EAST   39 STREET,EAST   39 STREET,DEAD END,AVENUE I,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-26T08:20:00.000,18 BROOKLYN,3077430022,BROOKLYN,1001253,169093,PHONE,Unspecified,BROOKLYN,40.630781452027136,-73.93874309189445,"{'latitude': '40.630781452027136', 'longitude': '-73.93874309189445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911714,2023-09-24T18:37:06.000,2023-09-24T18:57:39.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10461,1823 HAIGHT AVENUE,HAIGHT AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,HAIGHT AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T18:57:45.000,11 BRONX,2041300026,BRONX,1024773,249043,MOBILE,Unspecified,BRONX,40.85014751844845,-73.85352578759505,"{'latitude': '40.85014751844845', 'longitude': '-73.85352578759505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912243,2023-09-24T18:37:00.000,2023-09-26T11:36:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10305,68 DAYNA DRIVE,DAYNA DRIVE,BEND,DEAL COURT,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-26T11:36:00.000,01 STATEN ISLAND,5028590232,STATEN ISLAND,965208,161904,PHONE,Unspecified,STATEN ISLAND,40.61104500316438,-74.06858255673069,"{'latitude': '40.61104500316438', 'longitude': '-74.06858255673069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911301,2023-09-24T18:36:47.000,2023-09-24T18:54:56.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T18:55:00.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912563,2023-09-24T18:36:42.000,2023-09-24T20:03:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10469,1284 ARNOW AVENUE,ARNOW AVENUE,BOUCK AVENUE,SEXTON PLACE,BOUCK AVENUE,SEXTON PLACE,ADDRESS,BRONX,ARNOW AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T20:03:21.000,11 BRONX,2045270037,BRONX,1025856,255388,MOBILE,Unspecified,BRONX,40.86755757651909,-73.84957180446793,"{'latitude': '40.86755757651909', 'longitude': '-73.84957180446793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910291,2023-09-24T18:36:41.000,2023-09-24T18:59:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11218,428 STRATFORD ROAD,STRATFORD ROAD,CORTELYOU ROAD,DORCHESTER ROAD,CORTELYOU ROAD,DORCHESTER ROAD,ADDRESS,BROOKLYN,STRATFORD ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T18:59:55.000,14 BROOKLYN,3051530031,BROOKLYN,993226,171799,ONLINE,Unspecified,BROOKLYN,40.63822061723982,-73.96765845603328,"{'latitude': '40.63822061723982', 'longitude': '-73.96765845603328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915492,2023-09-24T18:36:41.000,2023-09-25T08:52:24.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Restaurant/Bar/Deli/Bakery,11238,638 PARK PLACE,PARK PLACE,FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVENUE,FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,PARK PLACE,Closed,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  The establishment will be inspected according to its normal schedule for sanitary inspections.,2023-09-25T08:52:24.000,08 BROOKLYN,3011680049,BROOKLYN,996202,184911,ONLINE,Unspecified,BROOKLYN,40.67420666427746,-73.95691235414267,"{'latitude': '40.67420666427746', 'longitude': '-73.95691235414267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912986,2023-09-24T18:36:23.000,2023-09-24T19:03:46.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10011,2 FIFTH AVENUE,FIFTH AVENUE,WASHINGTON MEWS,EAST    8 STREET,WASHINGTON MEWS,EAST    8 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T19:03:50.000,02 MANHATTAN,1005510001,MANHATTAN,985190,205935,MOBILE,Unspecified,MANHATTAN,40.73192062465118,-73.99660831115821,"{'latitude': '40.73192062465118', 'longitude': '-73.99660831115821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914599,2023-09-24T18:35:22.000,2023-09-28T18:20:09.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11106,31-76 36 STREET,36 STREET,,,,,ADDRESS,ASTORIA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,01 QUEENS,4006480071,QUEENS,1006142,216404,ONLINE,Unspecified,QUEENS,40.76062834936194,-73.92097567598252,"{'latitude': '40.76062834936194', 'longitude': '-73.92097567598252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915401,2023-09-24T18:35:22.000,2023-09-28T18:20:09.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11106,31-76 36 STREET,36 STREET,,,,,ADDRESS,ASTORIA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,01 QUEENS,4006480071,QUEENS,1006142,216404,ONLINE,Unspecified,QUEENS,40.76062834936194,-73.92097567598252,"{'latitude': '40.76062834936194', 'longitude': '-73.92097567598252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911748,2023-09-24T18:35:22.000,2023-09-24T19:27:11.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10314,157 ALBERTA AVENUE,ALBERTA AVENUE,WILD AVENUE,DEAN AVENUE,WILD AVENUE,DEAN AVENUE,ADDRESS,STATEN ISLAND,ALBERTA AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T19:27:18.000,02 STATEN ISLAND,5026420048,STATEN ISLAND,932008,153602,ONLINE,Unspecified,STATEN ISLAND,40.58812420425229,-74.18809277238037,"{'latitude': '40.58812420425229', 'longitude': '-74.18809277238037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916275,2023-09-24T18:35:18.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11205,930 KENT AVENUE,KENT AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-24T00:00:00.000,03 BROOKLYN,3019250034,BROOKLYN,995636,191508,PHONE,Unspecified,BROOKLYN,40.69231466986571,-73.95894166901952,"{'latitude': '40.69231466986571', 'longitude': '-73.95894166901952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910467,2023-09-24T18:35:18.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11211,183 SOUTH    2 STREET,SOUTH    2 STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-24T00:00:00.000,01 BROOKLYN,3024070041,BROOKLYN,995280,198897,ONLINE,Unspecified,BROOKLYN,40.712596190503334,-73.96021331564867,"{'latitude': '40.712596190503334', 'longitude': '-73.96021331564867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911280,2023-09-24T18:35:18.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11211,183 SOUTH    2 STREET,SOUTH    2 STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-24T00:00:00.000,01 BROOKLYN,3024070041,BROOKLYN,995280,198897,ONLINE,Unspecified,BROOKLYN,40.712596190503334,-73.96021331564867,"{'latitude': '40.712596190503334', 'longitude': '-73.96021331564867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915869,2023-09-24T18:35:06.000,2023-09-24T19:03:12.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10011,124 WEST   19 STREET,WEST   19 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   19 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T19:03:15.000,04 MANHATTAN,1007940025,MANHATTAN,985493,209178,MOBILE,Unspecified,MANHATTAN,40.74082182112012,-73.99551443354886,"{'latitude': '40.74082182112012', 'longitude': '-73.99551443354886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911703,2023-09-24T18:34:34.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11235,3768 NOSTRAND AVENUE,NOSTRAND AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-25T00:00:00.000,15 BROOKLYN,3074221037,BROOKLYN,1000830,155021,UNKNOWN,Unspecified,BROOKLYN,40.592157519039965,-73.94030158925739,"{'latitude': '40.592157519039965', 'longitude': '-73.94030158925739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912789,2023-09-24T18:34:06.000,2023-09-24T19:26:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11221,800 MADISON STREET,MADISON STREET,PATCHEN AVENUE,RALPH AVENUE,PATCHEN AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,MADISON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T19:27:03.000,03 BROOKLYN,3016480019,BROOKLYN,1004863,189788,ONLINE,Unspecified,BROOKLYN,40.68757698683151,-73.92567404582309,"{'latitude': '40.68757698683151', 'longitude': '-73.92567404582309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911877,2023-09-24T18:33:54.000,2023-09-24T18:51:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11235,16 BRIGHTON   10 COURT,BRIGHTON   10 COURT,FAY COURT,GRAY COURT,FAY COURT,GRAY COURT,ADDRESS,BROOKLYN,BRIGHTON   10 COURT,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T18:51:24.000,13 BROOKLYN,3087020006,BROOKLYN,995732,151152,ONLINE,Unspecified,BROOKLYN,40.58154595604559,-73.95866416076271,"{'latitude': '40.58154595604559', 'longitude': '-73.95866416076271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913537,2023-09-24T18:33:36.000,2023-09-24T19:04:18.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10460,902 JENNINGS STREET,JENNINGS STREET,MINFORD PLACE,SOUTHERN BOULEVARD,MINFORD PLACE,SOUTHERN BOULEVARD,ADDRESS,BRONX,JENNINGS STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-24T19:04:23.000,03 BRONX,2029760079,BRONX,1014312,242646,ONLINE,Unspecified,BRONX,40.832631447567294,-73.8913666903239,"{'latitude': '40.832631447567294', 'longitude': '-73.8913666903239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913861,2023-09-24T18:33:31.000,2023-09-26T13:46:25.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,10462,2140 MATTHEWS AVENUE,MATTHEWS AVENUE,LYDIG AVENUE,PELHAM PARKWAY SOUTH,LYDIG AVENUE,PELHAM PARKWAY SOUTH,ADDRESS,BRONX,MATTHEWS AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-26T13:46:29.000,11 BRONX,2043230014,BRONX,1022177,250862,MOBILE,Unspecified,BRONX,40.85515165955753,-73.86289896839915,"{'latitude': '40.85515165955753', 'longitude': '-73.86289896839915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914302,2023-09-24T18:33:00.000,2023-09-24T22:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11223,,,,,STILLWELL AVENUE,86 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T22:20:00.000,11 BROOKLYN,,BROOKLYN,988342,156687,UNKNOWN,Unspecified,BROOKLYN,40.59674491662976,-73.98526521941558,"{'latitude': '40.59674491662976', 'longitude': '-73.98526521941558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58910619,2023-09-24T18:32:58.000,2023-09-24T19:03:34.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10011,2 FIFTH AVENUE,FIFTH AVENUE,WASHINGTON MEWS,EAST    8 STREET,WASHINGTON MEWS,EAST    8 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T19:03:38.000,02 MANHATTAN,1005510001,MANHATTAN,985190,205935,MOBILE,Unspecified,MANHATTAN,40.73192062465118,-73.99660831115821,"{'latitude': '40.73192062465118', 'longitude': '-73.99660831115821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
