unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,resolution_description,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,due_date
59452145,2023-09-29T11:34:55.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,10458,2903 VALENTINE AVENUE,VALENTINE AVENUE,EAST  198 STREET,EAST  199 STREET,EAST  198 STREET,EAST  199 STREET,ADDRESS,BRONX,VALENTINE AVENUE,Closed,2023-10-16T00:00:00.000,07 BRONX,,BRONX,1015167,256446,PHONE,Unspecified,BRONX,40.870505370975884,-73.88821339060196,"{'latitude': '40.870505370975884', 'longitude': '-73.88821339060196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59441438,2023-09-29T11:34:54.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,10458,2903 VALENTINE AVENUE,VALENTINE AVENUE,EAST  198 STREET,EAST  199 STREET,EAST  198 STREET,EAST  199 STREET,ADDRESS,BRONX,VALENTINE AVENUE,Closed,2023-10-16T00:00:00.000,07 BRONX,,BRONX,1015167,256446,PHONE,Unspecified,BRONX,40.870505370975884,-73.88821339060196,"{'latitude': '40.870505370975884', 'longitude': '-73.88821339060196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59436514,2023-09-29T11:34:54.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,10458,2903 VALENTINE AVENUE,VALENTINE AVENUE,EAST  198 STREET,EAST  199 STREET,EAST  198 STREET,EAST  199 STREET,ADDRESS,BRONX,VALENTINE AVENUE,Closed,2023-10-16T00:00:00.000,07 BRONX,,BRONX,1015167,256446,PHONE,Unspecified,BRONX,40.870505370975884,-73.88821339060196,"{'latitude': '40.870505370975884', 'longitude': '-73.88821339060196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958548,2023-09-29T11:34:53.000,2023-10-12T16:56:11.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10009,410 EAST   13 STREET,EAST   13 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-12T00:00:00.000,03 MANHATTAN,1004400014,MANHATTAN,989077,205396,ONLINE,Unspecified,MANHATTAN,40.73043993459301,-73.98258370387192,"{'latitude': '40.73043993459301', 'longitude': '-73.98258370387192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,
58958513,2023-09-29T11:34:51.000,2023-10-11T12:48:23.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10468,2690 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-11T00:00:00.000,08 BRONX,2032480006,BRONX,1011643,255676,PHONE,Unspecified,BRONX,40.868403597207326,-73.90095825509583,"{'latitude': '40.868403597207326', 'longitude': '-73.90095825509583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,
59435863,2023-09-29T11:34:49.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10458,2903 VALENTINE AVENUE,VALENTINE AVENUE,EAST  198 STREET,EAST  199 STREET,EAST  198 STREET,EAST  199 STREET,ADDRESS,BRONX,VALENTINE AVENUE,Closed,2023-10-16T00:00:00.000,07 BRONX,,BRONX,1015167,256446,PHONE,Unspecified,BRONX,40.870505370975884,-73.88821339060196,"{'latitude': '40.870505370975884', 'longitude': '-73.88821339060196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59452504,2023-09-29T11:34:46.000,2023-09-29T16:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11222,142 NEWEL STREET,NEWEL STREET,NORMAN AVENUE,MESEROLE AVENUE,NORMAN AVENUE,MESEROLE AVENUE,ADDRESS,BROOKLYN,NEWEL STREET,Closed,2023-09-29T16:00:00.000,01 BROOKLYN,,BROOKLYN,998464,204210,ONLINE,Unspecified,BROOKLYN,40.72717455107454,-73.94871698457983,"{'latitude': '40.72717455107454', 'longitude': '-73.94871698457983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58956972,2023-09-29T11:34:45.000,2023-10-10T10:13:03.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11216,326 TOMPKINS AVENUE,TOMPKINS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,2023-10-10T00:00:00.000,03 BROOKLYN,3018140035,BROOKLYN,999624,189415,PHONE,Unspecified,BROOKLYN,40.686563838245334,-73.94456557527788,"{'latitude': '40.686563838245334', 'longitude': '-73.94456557527788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58961434,2023-09-29T11:34:44.000,2023-09-30T19:38:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,11231,64 WEST    9 STREET,WEST    9 STREET,,,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T00:00:00.000,06 BROOKLYN,3005390014,BROOKLYN,983146,185737,PHONE,Unspecified,BROOKLYN,40.67648184764169,-74.00398011897057,"{'latitude': '40.67648184764169', 'longitude': '-74.00398011897057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58958414,2023-09-29T11:34:43.000,2023-10-02T20:06:07.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10468,2800 JEROME AVENUE,JEROME AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-02T00:00:00.000,07 BRONX,2033180023,BRONX,1013368,256384,ONLINE,Unspecified,BRONX,40.8703413179475,-73.89471829860192,"{'latitude': '40.8703413179475', 'longitude': '-73.89471829860192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,,,,,,
58966246,2023-09-29T11:34:43.000,2023-10-02T20:06:08.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10468,2800 JEROME AVENUE,JEROME AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-02T00:00:00.000,07 BRONX,2033180023,BRONX,1013368,256384,ONLINE,Unspecified,BRONX,40.8703413179475,-73.89471829860192,"{'latitude': '40.8703413179475', 'longitude': '-73.89471829860192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,,,,,,
58965903,2023-09-29T11:34:42.000,2023-10-01T20:02:00.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10467,3816 BARNES AVENUE,BARNES AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-01T00:00:00.000,12 BRONX,2046780042,BRONX,1023052,261055,ONLINE,Unspecified,BRONX,40.8831244956952,-73.85967694126151,"{'latitude': '40.8831244956952', 'longitude': '-73.85967694126151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water. Heat was not required at the time of the inspection. No violations were issued. If the condition still exists, please file a new complaint.",,,,,,
58961926,2023-09-29T11:34:40.000,,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11205,229 ADELPHI STREET,ADELPHI STREET,WILLOUGHBY AVENUE,DEKALB AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,ADELPHI STREET,In Progress,2023-09-29T14:52:09.000,02 BROOKLYN,3020910003,BROOKLYN,992193,190911,MOBILE,Unspecified,BROOKLYN,40.69067980246196,-73.9713579553398,"{'latitude': '40.69067980246196', 'longitude': '-73.9713579553398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59445320,2023-09-29T11:34:35.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Water Supply,Apartment,11421,86-13 91 AVENUE,91 AVENUE,86 STREET,87 STREET,86 STREET,87 STREET,ADDRESS,WOODHAVEN,91 AVENUE,Closed,2023-10-16T00:00:00.000,09 QUEENS,4089680031,QUEENS,1024087,189987,PHONE,Unspecified,QUEENS,40.68805754694449,-73.85635543843172,"{'latitude': '40.68805754694449', 'longitude': '-73.85635543843172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968074,2023-09-29T11:34:34.000,2023-10-05T08:36:11.000,DOT,Department of Transportation,Street Sign - Dangling,St Name - Attached to Pole,Street,10461,BUHRE AVENUE,BUHRE AVENUE,BUHRE AVENUE,CROSBY AVENUE,BUHRE AVENUE,CROSBY AVENUE,INTERSECTION,,,Closed,2023-10-05T08:36:15.000,10 BRONX,,BRONX,1030653,247909,ONLINE,Unspecified,BRONX,40.847006084705065,-73.83227986880878,"{'latitude': '40.847006084705065', 'longitude': '-73.83227986880878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Transportation has completed the request or corrected the condition.,,,,,,
58965013,2023-09-29T11:34:32.000,2023-09-29T12:03:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11368,58-03 CALLOWAY STREET,CALLOWAY STREET,58 AVENUE,59 AVENUE,58 AVENUE,59 AVENUE,ADDRESS,CORONA,CALLOWAY STREET,Closed,2023-09-29T12:03:35.000,04 QUEENS,4019490106,QUEENS,1023522,208203,MOBILE,Unspecified,QUEENS,40.73805858336545,-73.85828645464701,"{'latitude': '40.73805858336545', 'longitude': '-73.85828645464701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Police Department responded to the complaint and took action to fix the condition.,,,,,,
59436502,2023-09-29T11:34:25.000,,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,10469,1103 EAST  222 STREET,EAST  222 STREET,LACONIA AVENUE,EASTCHESTER ROAD,LACONIA AVENUE,EASTCHESTER ROAD,ADDRESS,BRONX,EAST  222 STREET,In Progress,,12 BRONX,2049000019,BRONX,1025639,260675,PHONE,Unspecified,BRONX,40.88206976217184,-73.85032371316487,"{'latitude': '40.88206976217184', 'longitude': '-73.85032371316487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59439274,2023-09-29T11:34:23.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10040,81 WADSWORTH TERRACE,WADSWORTH TERRACE,WEST  190 STREET,FAIRVIEW AVENUE,WEST  190 STREET,FAIRVIEW AVENUE,ADDRESS,NEW YORK,WADSWORTH TERRACE,In Progress,,12 MANHATTAN,,MANHATTAN,1003452,251506,ONLINE,Unspecified,MANHATTAN,40.856979828835605,-73.93058545169916,"{'latitude': '40.856979828835605', 'longitude': '-73.93058545169916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59435567,2023-09-29T11:34:23.000,2023-09-30T13:05:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11224,2401 NEPTUNE AVENUE,NEPTUNE AVENUE,WEST   24 STREET,WEST   25 STREET,WEST   24 STREET,WEST   25 STREET,ADDRESS,BROOKLYN,NEPTUNE AVENUE,Closed,2023-09-30T13:05:00.000,13 BROOKLYN,3069650140,BROOKLYN,986464,149926,ONLINE,Unspecified,BROOKLYN,40.57818798749955,-73.99202987775246,"{'latitude': '40.57818798749955', 'longitude': '-73.99202987775246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58966585,2023-09-29T11:34:22.000,2023-10-07T10:30:07.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,11420,127-11 150 AVENUE,150 AVENUE,127 STREET,128 STREET,127 STREET,128 STREET,ADDRESS,SOUTH OZONE PARK,150 AVENUE,Closed,2023-09-30T04:35:51.000,10 QUEENS,,QUEENS,1035973,181752,PHONE,Unspecified,QUEENS,40.66539290251081,-73.81356012218653,"{'latitude': '40.66539290251081', 'longitude': '-73.81356012218653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Sanitation collected the requested items.,,,,,,
59456734,2023-09-29T11:34:21.000,2023-09-29T12:15:00.000,DEP,Department of Environmental Protection,Water Maintenance,Water in Basement,N/A,10013,383 CANAL STREET,CANAL STREET,WEST BROADWAY,LAIGHT STREET,WEST BROADWAY,LAIGHT STREET,ADDRESS,NEW YORK,CANAL STREET,Closed,2023-09-29T12:15:00.000,02 MANHATTAN,,MANHATTAN,982936,202114,PHONE,Unspecified,MANHATTAN,40.72143286191299,-74.00474040192914,"{'latitude': '40.72143286191299', 'longitude': '-74.00474040192914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59456356,2023-09-29T11:34:08.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Damp Spot,Apartment,10033,100 CABRINI BOULEVARD,CABRINI BOULEVARD,WEST  181 STREET,WEST  186 STREET,WEST  181 STREET,WEST  186 STREET,ADDRESS,NEW YORK,CABRINI BOULEVARD,Closed,2023-10-03T00:00:00.000,12 MANHATTAN,,MANHATTAN,1000825,249566,ONLINE,Unspecified,MANHATTAN,40.85166043092848,-73.94008675689153,"{'latitude': '40.85166043092848', 'longitude': '-73.94008675689153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59453107,2023-09-29T11:34:06.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10033,100 CABRINI BOULEVARD,CABRINI BOULEVARD,WEST  181 STREET,WEST  186 STREET,WEST  181 STREET,WEST  186 STREET,ADDRESS,NEW YORK,CABRINI BOULEVARD,Closed,2023-10-03T00:00:00.000,12 MANHATTAN,,MANHATTAN,1000825,249566,ONLINE,Unspecified,MANHATTAN,40.85166043092848,-73.94008675689153,"{'latitude': '40.85166043092848', 'longitude': '-73.94008675689153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59443231,2023-09-29T11:34:03.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,10456,1104 CARROLL PLACE,CARROLL PLACE,EAST  166 STREET,MCCLELLAN STREET,EAST  166 STREET,MCCLELLAN STREET,ADDRESS,BRONX,CARROLL PLACE,Closed,2023-10-04T00:00:00.000,04 BRONX,,BRONX,1006728,242368,PHONE,Unspecified,BRONX,40.831890976318995,-73.9187734653998,"{'latitude': '40.831890976318995', 'longitude': '-73.9187734653998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59449597,2023-09-29T11:34:02.000,2023-10-13T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10456,1149 MORRIS AVENUE,MORRIS AVENUE,MCCLELLAN STREET,EAST  167 STREET,MCCLELLAN STREET,EAST  167 STREET,ADDRESS,BRONX,MORRIS AVENUE,Closed,2023-10-13T00:00:00.000,04 BRONX,2024490077,BRONX,1007813,242410,PHONE,Unspecified,BRONX,40.83200342611729,-73.91485256265439,"{'latitude': '40.83200342611729', 'longitude': '-73.91485256265439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58957421,2023-09-29T11:34:00.000,2023-09-30T09:35:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,,11101,,,,,21 STREET,46 ROAD,INTERSECTION,QUEENS,,Closed,2023-09-30T09:35:00.000,02 QUEENS,,QUEENS,998575,210809,UNKNOWN,Unspecified,QUEENS,40.74528699398557,-73.94830245398863,"{'latitude': '40.74528699398557', 'longitude': '-73.94830245398863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",,,,,,
59452081,2023-09-29T11:33:59.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,10456,1104 CARROLL PLACE,CARROLL PLACE,EAST  166 STREET,MCCLELLAN STREET,EAST  166 STREET,MCCLELLAN STREET,ADDRESS,BRONX,CARROLL PLACE,Closed,2023-10-04T00:00:00.000,04 BRONX,,BRONX,1006728,242368,PHONE,Unspecified,BRONX,40.831890976318995,-73.9187734653998,"{'latitude': '40.831890976318995', 'longitude': '-73.9187734653998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59452505,2023-09-29T11:33:57.000,2023-09-29T11:54:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10472,1628 EAST  172 STREET,EAST  172 STREET,MORRISON AVENUE,HARROD AVENUE,MORRISON AVENUE,HARROD AVENUE,ADDRESS,BRONX,EAST  172 STREET,Closed,2023-09-29T11:54:00.000,09 BRONX,2037780036,BRONX,1018934,242356,PHONE,Unspecified,BRONX,40.8318185397767,-73.87466595709492,"{'latitude': '40.8318185397767', 'longitude': '-73.87466595709492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59449791,2023-09-29T11:33:48.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11213,863 CROWN STREET,CROWN STREET,FORD STREET,ROCHESTER AVENUE,FORD STREET,ROCHESTER AVENUE,ADDRESS,BROOKLYN,CROWN STREET,Closed,2023-10-05T00:00:00.000,09 BROOKLYN,,BROOKLYN,1004009,181598,PHONE,Unspecified,BROOKLYN,40.66509923955608,-73.92877739203257,"{'latitude': '40.66509923955608', 'longitude': '-73.92877739203257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59451991,2023-09-29T11:33:45.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,11213,863 CROWN STREET,CROWN STREET,FORD STREET,ROCHESTER AVENUE,FORD STREET,ROCHESTER AVENUE,ADDRESS,BROOKLYN,CROWN STREET,Closed,2023-10-05T00:00:00.000,09 BROOKLYN,,BROOKLYN,1004009,181598,PHONE,Unspecified,BROOKLYN,40.66509923955608,-73.92877739203257,"{'latitude': '40.66509923955608', 'longitude': '-73.92877739203257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59452744,2023-09-29T11:33:44.000,2023-09-30T09:50:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11218,1001 CHURCH AVENUE,CHURCH AVENUE,EAST   10 STREET,STRATFORD ROAD,EAST   10 STREET,STRATFORD ROAD,ADDRESS,BROOKLYN,CHURCH AVENUE,Closed,2023-09-30T09:50:00.000,14 BROOKLYN,3050710044,BROOKLYN,992526,174875,PHONE,Unspecified,BROOKLYN,40.64666425778317,-73.97017686171023,"{'latitude': '40.64666425778317', 'longitude': '-73.97017686171023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59459422,2023-09-29T11:33:41.000,2023-09-29T18:05:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11368,97-36 CORONA AVENUE,CORONA AVENUE,ALSTYNE AVENUE,46 AVENUE,ALSTYNE AVENUE,46 AVENUE,ADDRESS,CORONA,CORONA AVENUE,Closed,2023-09-29T18:05:00.000,04 QUEENS,,QUEENS,1021394,210191,PHONE,Unspecified,QUEENS,40.743524335702396,-73.8659543816368,"{'latitude': '40.743524335702396', 'longitude': '-73.8659543816368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59453849,2023-09-29T11:33:41.000,,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,Apartment,11233,1841 ATLANTIC AVENUE,ATLANTIC AVENUE,BUFFALO AVENUE,KANE PLACE,BUFFALO AVENUE,KANE PLACE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,In Progress,,03 BROOKLYN,3017120001,BROOKLYN,1005155,185972,PHONE,Unspecified,BROOKLYN,40.67710225431483,-73.92463299697027,"{'latitude': '40.67710225431483', 'longitude': '-73.92463299697027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59443360,2023-09-29T11:33:40.000,,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Apartment,11233,1841 ATLANTIC AVENUE,ATLANTIC AVENUE,BUFFALO AVENUE,KANE PLACE,BUFFALO AVENUE,KANE PLACE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,In Progress,,03 BROOKLYN,3017120001,BROOKLYN,1005155,185972,PHONE,Unspecified,BROOKLYN,40.67710225431483,-73.92463299697027,"{'latitude': '40.67710225431483', 'longitude': '-73.92463299697027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59449714,2023-09-29T11:33:38.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10035,73 EAST  128 STREET,EAST  128 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST  128 STREET,In Progress,,11 MANHATTAN,1017530027,MANHATTAN,1001300,233408,PHONE,Unspecified,MANHATTAN,40.80731045389288,-73.93841085157067,"{'latitude': '40.80731045389288', 'longitude': '-73.93841085157067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59456033,2023-09-29T11:33:33.000,2023-09-29T12:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11224,3827 CYPRESS AVENUE,CYPRESS AVENUE,SEA GATE AVENUE,HIGHLAND AVENUE,SEA GATE AVENUE,HIGHLAND AVENUE,ADDRESS,BROOKLYN,CYPRESS AVENUE,Closed,2023-09-29T12:30:00.000,13 BROOKLYN,,BROOKLYN,982382,150077,ONLINE,Unspecified,BROOKLYN,40.57860253240742,-74.00672460738883,"{'latitude': '40.57860253240742', 'longitude': '-74.00672460738883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59456174,2023-09-29T11:33:31.000,2023-09-30T20:45:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11235,3087 BRIGHTON    4 STREET,BRIGHTON    4 STREET,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,ADDRESS,BROOKLYN,BRIGHTON    4 STREET,Closed,2023-09-30T20:45:00.000,13 BROOKLYN,,BROOKLYN,994471,149451,ONLINE,Unspecified,BROOKLYN,40.57687859052231,-73.96320640254405,"{'latitude': '40.57687859052231', 'longitude': '-73.96320640254405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59459324,2023-09-29T11:33:31.000,2023-09-29T11:45:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11224,4307 ATLANTIC AVENUE,ATLANTIC AVENUE,BEACH   43 STREET,BEACH   44 STREET,BEACH   43 STREET,BEACH   44 STREET,ADDRESS,BROOKLYN,ATLANTIC AVENUE,Closed,2023-09-29T11:45:00.000,13 BROOKLYN,3070260056,BROOKLYN,981667,148819,PHONE,Unspecified,BROOKLYN,40.57514939029608,-74.00929805294984,"{'latitude': '40.57514939029608', 'longitude': '-74.00929805294984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59442048,2023-09-29T11:33:10.000,2023-09-29T18:15:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11226,109 MARLBOROUGH ROAD,MARLBOROUGH ROAD,CHURCH AVENUE,ALBEMARLE ROAD,CHURCH AVENUE,ALBEMARLE ROAD,ADDRESS,BROOKLYN,MARLBOROUGH ROAD,Closed,2023-09-29T18:15:00.000,14 BROOKLYN,3050960050,BROOKLYN,993794,175183,ONLINE,Unspecified,BROOKLYN,40.6475083754296,-73.96560710069109,"{'latitude': '40.6475083754296', 'longitude': '-73.96560710069109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59438837,2023-09-29T11:33:09.000,2023-09-29T13:35:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Highway,Highway,,,,,,,,,,,Closed,2023-09-29T13:35:00.000,Unspecified BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,Bronx River Pkwy,North/Westchester County Bound,Roadway,Allerton Ave (Exit 8E) - Mosholu Pkwy (Exit 8W),,
59445576,2023-09-29T11:33:08.000,2023-09-29T13:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11229,1913 EAST   17 STREET,EAST   17 STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,EAST   17 STREET,Closed,2023-09-29T13:55:00.000,15 BROOKLYN,3072960085,BROOKLYN,996669,159014,PHONE,Unspecified,BROOKLYN,40.60312430293438,-73.95527645848942,"{'latitude': '40.60312430293438', 'longitude': '-73.95527645848942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59446103,2023-09-29T11:33:07.000,2023-10-10T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11216,326 TOMPKINS AVENUE,TOMPKINS AVENUE,GATES AVENUE,MONROE STREET,GATES AVENUE,MONROE STREET,ADDRESS,BROOKLYN,TOMPKINS AVENUE,Closed,2023-10-10T00:00:00.000,03 BROOKLYN,,BROOKLYN,999624,189415,PHONE,Unspecified,BROOKLYN,40.686563838245334,-73.94456557527788,"{'latitude': '40.686563838245334', 'longitude': '-73.94456557527788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
