unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location
58908494,2023-09-24T00:09:44.000,2023-09-24T00:49:13.000,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,11109,46-30 CENTER BOULEVARD,CENTER BOULEVARD,46 AVENUE,47 AVENUE,46 AVENUE,47 AVENUE,ADDRESS,LONG ISLAND CITY,CENTER BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:49:17.000,02 QUEENS,4000217501,QUEENS,996301,211306,ONLINE,Unspecified,QUEENS,40.746654525427516,-73.95650820907728,"{'latitude': '40.746654525427516', 'longitude': '-73.95650820907728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906946,2023-09-24T00:09:37.000,2023-09-24T00:22:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T00:22:17.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907511,2023-09-24T00:09:25.000,2023-09-24T00:45:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,3545 JEROME AVENUE,JEROME AVENUE,UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET   13,UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET   13,ADDRESS,BRONX,JEROME AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T00:46:02.000,26 BRONX,2059000001,BRONX,1017789,263252,MOBILE,Unspecified,BRONX,40.889176136507665,-73.87869895902735,"{'latitude': '40.889176136507665', 'longitude': '-73.87869895902735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907011,2023-09-24T00:09:09.000,2023-09-24T00:28:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,252 SOUTH FIRST STREET,SOUTH FIRST STREET,HAVEMEYER STREET,MARCY AVENUE,HAVEMEYER STREET,MARCY AVENUE,ADDRESS,BROOKLYN,SOUTH    1 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:28:15.000,01 BROOKLYN,3024090003,BROOKLYN,996187,198738,MOBILE,Unspecified,BROOKLYN,40.71215859619172,-73.95694192783779,"{'latitude': '40.71215859619172', 'longitude': '-73.95694192783779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907513,2023-09-24T00:09:06.000,2023-09-24T00:16:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11377,48-43 47 STREET,47 STREET,48 AVENUE,50 AVENUE,48 AVENUE,50 AVENUE,ADDRESS,WOODSIDE,47 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:16:18.000,02 QUEENS,4022910003,QUEENS,1006764,208182,ONLINE,Unspecified,QUEENS,40.73805947964013,-73.91875794793584,"{'latitude': '40.73805947964013', 'longitude': '-73.91875794793584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909137,2023-09-24T00:09:05.000,2023-09-24T01:33:00.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,99-45 67 ROAD,67 ROAD,AUSTIN STREET,BOOTH STREET,AUSTIN STREET,BOOTH STREET,ADDRESS,FOREST HILLS,67 ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T01:33:02.000,06 QUEENS,4031680040,QUEENS,1024697,203261,ONLINE,Unspecified,QUEENS,40.724488727915144,-73.8540761664508,"{'latitude': '40.724488727915144', 'longitude': '-73.8540761664508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58905859,2023-09-24T00:08:58.000,2023-09-24T00:51:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10465,2850 PHILIP AVENUE,PHILIP AVENUE,CALHOUN AVENUE,REVERE AVENUE,CALHOUN AVENUE,REVERE AVENUE,ADDRESS,BRONX,PHILIP AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:51:57.000,10 BRONX,2055440077,BRONX,1032601,240631,PHONE,Unspecified,BRONX,40.827019671274805,-73.8252914541254,"{'latitude': '40.827019671274805', 'longitude': '-73.8252914541254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909307,2023-09-24T00:08:55.000,2023-09-24T06:00:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,79-08 60 STREET,60 STREET,79 AVENUE,COOPER AVENUE,79 AVENUE,COOPER AVENUE,ADDRESS,RIDGEWOOD,60 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T06:00:15.000,05 QUEENS,4035710045,QUEENS,1013136,192653,ONLINE,Unspecified,QUEENS,40.69541761164242,-73.89583116265992,"{'latitude': '40.69541761164242', 'longitude': '-73.89583116265992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908203,2023-09-24T00:08:46.000,2023-09-24T02:46:50.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11105,40-25 ASTORIA BOULEVARD,ASTORIA BOULEVARD,STEINWAY STREET,41 STREET,STEINWAY STREET,41 STREET,ADDRESS,ASTORIA,ASTORIA BOULEVARD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T02:46:57.000,01 QUEENS,4007930034,QUEENS,1009214,219595,ONLINE,Unspecified,QUEENS,40.76937867506574,-73.90987472556014,"{'latitude': '40.76937867506574', 'longitude': '-73.90987472556014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908432,2023-09-24T00:08:44.000,2023-09-24T01:45:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,49-14 25 AVENUE,25 AVENUE,49 STREET,50 STREET,49 STREET,50 STREET,ADDRESS,WOODSIDE,25 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:45:12.000,01 QUEENS,4007450044,QUEENS,1010754,217817,MOBILE,Unspecified,QUEENS,40.764494045648775,-73.90432201803898,"{'latitude': '40.764494045648775', 'longitude': '-73.90432201803898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908319,2023-09-24T00:08:33.000,2023-09-24T04:36:52.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11106,8-17 36 AVENUE,36 AVENUE,VERNON BOULEVARD,9 STREET,VERNON BOULEVARD,9 STREET,ADDRESS,ASTORIA,36 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T04:36:59.000,01 QUEENS,4003280052,QUEENS,1000251,216870,MOBILE,Unspecified,QUEENS,40.76192002363286,-73.94223950984237,"{'latitude': '40.76192002363286', 'longitude': '-73.94223950984237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906995,2023-09-24T00:08:22.000,2023-09-24T00:40:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1693 JEROME AVENUE,JEROME AVENUE,CLIFFORD PLACE,WEST CLIFFORD PLACE,CLIFFORD PLACE,WEST CLIFFORD PLACE,ADDRESS,BRONX,JEROME AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T00:40:42.000,05 BRONX,2028610026,BRONX,1008280,247729,MOBILE,Unspecified,BRONX,40.84660126877043,-73.91314595126877,"{'latitude': '40.84660126877043', 'longitude': '-73.91314595126877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908751,2023-09-24T00:08:13.000,2023-09-24T03:50:06.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11418,119-22 91 AVENUE,91 AVENUE,LEFFERTS BOULEVARD,120 STREET,LEFFERTS BOULEVARD,120 STREET,ADDRESS,RICHMOND HILL,91 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T03:50:13.000,09 QUEENS,4093510010,QUEENS,1031787,192873,MOBILE,Unspecified,QUEENS,40.695940928707216,-73.82857041880398,"{'latitude': '40.695940928707216', 'longitude': '-73.82857041880398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58914495,2023-09-24T00:07:54.000,2023-09-25T20:42:46.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907353,2023-09-24T00:07:51.000,2023-09-24T01:45:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,49-10 25 AVENUE,25 AVENUE,49 STREET,50 STREET,49 STREET,50 STREET,ADDRESS,WOODSIDE,25 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:45:47.000,01 QUEENS,4007450042,QUEENS,1010747,217821,MOBILE,Unspecified,QUEENS,40.764505045592564,-73.90434727186614,"{'latitude': '40.764505045592564', 'longitude': '-73.90434727186614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58916262,2023-09-24T00:07:48.000,2023-10-25T19:54:47.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11238,195 UNDERHILL AVENUE,UNDERHILL AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-25T00:00:00.000,08 BROOKLYN,3011730007,BROOKLYN,993480,185187,ONLINE,Unspecified,BROOKLYN,40.674967478644184,-73.96672494129623,"{'latitude': '40.674967478644184', 'longitude': '-73.96672494129623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909068,2023-09-24T00:07:48.000,2023-09-24T00:11:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,58 EAST    1 STREET,EAST    1 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST    1 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T00:11:52.000,03 MANHATTAN,1004430048,MANHATTAN,987241,202903,ONLINE,Unspecified,MANHATTAN,40.72359806806082,-73.98920928245956,"{'latitude': '40.72359806806082', 'longitude': '-73.98920928245956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908566,2023-09-24T00:07:46.000,2023-09-24T00:36:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,103-32 110 STREET,110 STREET,103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,ADDRESS,SOUTH RICHMOND HILL,110 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T00:36:17.000,10 QUEENS,4095140022,QUEENS,1030751,188990,ONLINE,Unspecified,QUEENS,40.6852885122092,-73.83233327140181,"{'latitude': '40.6852885122092', 'longitude': '-73.83233327140181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909519,2023-09-24T00:07:42.000,2023-09-24T00:19:36.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11426,246-09 JERICHO TURNPIKE,JERICHO TURNPIKE,CITY LIMIT,247 STREET,CITY LIMIT,247 STREET,ADDRESS,BELLEROSE,JERICHO TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T00:19:42.000,13 QUEENS,4086600006,QUEENS,1061390,203582,ONLINE,Unspecified,QUEENS,40.725125916834905,-73.72169293448363,"{'latitude': '40.725125916834905', 'longitude': '-73.72169293448363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907476,2023-09-24T00:07:34.000,2023-09-24T00:24:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,386 METROPOLITAN AVENUE,METROPOLITAN AVENUE,HAVEMEYER STREET,NORTH    5 STREET,HAVEMEYER STREET,NORTH    5 STREET,ADDRESS,BROOKLYN,METROPOLITAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:24:20.000,01 BROOKLYN,3023690015,BROOKLYN,996671,199433,ONLINE,Unspecified,BROOKLYN,40.714065539041826,-73.95519480461472,"{'latitude': '40.714065539041826', 'longitude': '-73.95519480461472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906263,2023-09-24T00:07:25.000,2023-09-24T00:55:10.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,105-14 ASTORIA BOULEVARD,ASTORIA BOULEVARD,31 AVENUE,106 STREET,31 AVENUE,106 STREET,ADDRESS,EAST ELMHURST,ASTORIA BOULEVARD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T00:55:15.000,03 QUEENS,4016920003,QUEENS,1021927,216586,PHONE,Unspecified,QUEENS,40.76107471535037,-73.8639950574792,"{'latitude': '40.76107471535037', 'longitude': '-73.8639950574792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909561,2023-09-24T00:07:16.000,2023-09-24T00:21:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T00:21:37.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906274,2023-09-24T00:07:00.000,2023-09-24T01:46:26.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,49-08 25 AVENUE,25 AVENUE,49 STREET,50 STREET,49 STREET,50 STREET,ADDRESS,WOODSIDE,25 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:46:31.000,01 QUEENS,4007450041,QUEENS,1010744,217823,MOBILE,Unspecified,QUEENS,40.76451054406401,-73.90435809381135,"{'latitude': '40.76451054406401', 'longitude': '-73.90435809381135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907252,2023-09-24T00:06:53.000,2023-09-24T04:34:14.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11106,35-61 NINTH STREET,NINTH STREET,35 AVENUE,36 AVENUE,35 AVENUE,36 AVENUE,ADDRESS,ASTORIA,9 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T04:34:24.000,01 QUEENS,4003290001,QUEENS,1000553,217051,MOBILE,Unspecified,QUEENS,40.762416270240166,-73.94114891008927,"{'latitude': '40.762416270240166', 'longitude': '-73.94114891008927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909062,2023-09-24T00:06:37.000,2023-09-24T00:21:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11235,3062 BRIGHTON    7 STREET,BRIGHTON    7 STREET,OCEAN VIEW AVENUE,BRIGHTON    8 STREET,OCEAN VIEW AVENUE,BRIGHTON    8 STREET,ADDRESS,BROOKLYN,BRIGHTON    7 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T00:21:10.000,13 BROOKLYN,3086760067,BROOKLYN,995120,150053,ONLINE,Unspecified,BROOKLYN,40.57853018987173,-73.96086916193649,"{'latitude': '40.57853018987173', 'longitude': '-73.96086916193649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58910912,2023-09-24T00:06:21.000,2023-11-15T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11414,160-28 87 STREET,87 STREET,,,,,ADDRESS,HOWARD BEACH,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-11-15T00:00:00.000,10 QUEENS,4140240022,QUEENS,1027279,178355,UNKNOWN,Unspecified,QUEENS,40.656115422258644,-73.84491997776789,"{'latitude': '40.656115422258644', 'longitude': '-73.84491997776789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58907467,2023-09-24T00:06:12.000,2023-09-24T00:33:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,108-38 167 STREET,167 STREET,108 ROAD,108 DRIVE,108 ROAD,108 DRIVE,ADDRESS,JAMAICA,167 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:33:12.000,12 QUEENS,4101730067,QUEENS,1043270,193323,PHONE,Unspecified,QUEENS,40.697106938947776,-73.78715622924253,"{'latitude': '40.697106938947776', 'longitude': '-73.78715622924253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909100,2023-09-24T00:06:00.000,2023-09-24T00:39:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1158 GERARD AVENUE,GERARD AVENUE,MCCLELLAN STREET,EAST  167 STREET,MCCLELLAN STREET,EAST  167 STREET,ADDRESS,BRONX,GERARD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:39:15.000,04 BRONX,2024790001,BRONX,1006131,243252,MOBILE,Unspecified,BRONX,40.834318800045416,-73.92092790077417,"{'latitude': '40.834318800045416', 'longitude': '-73.92092790077417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906864,2023-09-24T00:06:00.000,2023-09-24T00:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11226,,,,,CORTELYOU ROAD,FLATBUSH AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T00:20:00.000,14 BROOKLYN,,BROOKLYN,995928,173958,UNKNOWN,Unspecified,BROOKLYN,40.64414345833538,-73.95791910850937,"{'latitude': '40.64414345833538', 'longitude': '-73.95791910850937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58909308,2023-09-24T00:05:50.000,2023-09-24T05:03:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461,2025 HOBART AVENUE,HOBART AVENUE,EAST  194 STREET,EAST  195 STREET,EAST  194 STREET,EAST  195 STREET,ADDRESS,BRONX,HOBART AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T05:03:20.000,10 BRONX,2042410037,BRONX,1031009,249913,MOBILE,Unspecified,BRONX,40.85250458373415,-73.83097916083003,"{'latitude': '40.85250458373415', 'longitude': '-73.83097916083003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906235,2023-09-24T00:05:49.000,2023-09-24T00:45:36.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11206,334 THROOP AVENUE,THROOP AVENUE,PULASKI STREET,DEKALB AVENUE,PULASKI STREET,DEKALB AVENUE,ADDRESS,BROOKLYN,THROOP AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T00:45:42.000,03 BROOKLYN,3017760043,BROOKLYN,1000078,191722,ONLINE,Unspecified,BROOKLYN,40.69289522082676,-73.94292315620046,"{'latitude': '40.69289522082676', 'longitude': '-73.94292315620046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58905829,2023-09-24T00:05:38.000,2023-09-24T01:01:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1038 OLMSTEAD AVENUE,OLMSTEAD AVENUE,CHATTERTON AVENUE,BLACKROCK AVENUE,CHATTERTON AVENUE,BLACKROCK AVENUE,ADDRESS,BRONX,OLMSTEAD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:01:56.000,09 BRONX,2038070004,BRONX,1024847,241037,ONLINE,Unspecified,BRONX,40.82817306721692,-73.85330676933589,"{'latitude': '40.82817306721692', 'longitude': '-73.85330676933589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58905830,2023-09-24T00:05:37.000,2023-09-24T00:40:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11354,36-40 BOWNE STREET,BOWNE STREET,NORTHERN BOULEVARD,37 AVENUE,NORTHERN BOULEVARD,37 AVENUE,ADDRESS,FLUSHING,BOWNE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:40:42.000,07 QUEENS,4050100063,QUEENS,1032539,217579,ONLINE,Unspecified,QUEENS,40.763748647374804,-73.82568123700963,"{'latitude': '40.763748647374804', 'longitude': '-73.82568123700963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906856,2023-09-24T00:05:29.000,2023-09-24T00:49:16.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11216,205 JEFFERSON AVENUE,JEFFERSON AVENUE,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,JEFFERSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T00:49:22.000,03 BROOKLYN,3018280083,BROOKLYN,998363,188261,ONLINE,Unspecified,BROOKLYN,40.68339847294961,-73.94911481126422,"{'latitude': '40.68339847294961', 'longitude': '-73.94911481126422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909808,2023-09-24T00:05:08.000,2023-09-24T00:17:05.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11213,1510 CARROLL STREET,CARROLL STREET,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,CARROLL STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:17:10.000,09 BROOKLYN,3014127501,BROOKLYN,1001429,182100,PHONE,Unspecified,BROOKLYN,40.66648249957602,-73.93807588830035,"{'latitude': '40.66648249957602', 'longitude': '-73.93807588830035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58914093,2023-09-24T00:05:00.000,2023-09-29T02:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11222,657 MEEKER AVENUE,MEEKER AVENUE,KINGSLAND AVE,SUTTON ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T02:45:00.000,01 BROOKLYN,3027060028,BROOKLYN,1000688,202539,ONLINE,Unspecified,BROOKLYN,40.72258420934851,-73.9406970479405,"{'latitude': '40.72258420934851', 'longitude': '-73.9406970479405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58905808,2023-09-24T00:04:28.000,2023-09-24T00:19:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T00:19:47.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906847,2023-09-24T00:04:24.000,2023-09-24T01:00:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,89 WEIRFIELD STREET,WEIRFIELD STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,WEIRFIELD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T01:00:27.000,04 BROOKLYN,3033950050,BROOKLYN,1008140,190062,PHONE,Unspecified,BROOKLYN,40.68832081504128,-73.91385693852155,"{'latitude': '40.68832081504128', 'longitude': '-73.91385693852155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906793,2023-09-24T00:04:24.000,2023-09-24T01:47:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11377,49-01 25 AVENUE,25 AVENUE,49 STREET,50 STREET,49 STREET,50 STREET,ADDRESS,WOODSIDE,25 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:47:11.000,01 QUEENS,4010160005,QUEENS,1010735,217835,MOBILE,Unspecified,QUEENS,40.76454350791357,-73.90439053601688,"{'latitude': '40.76454350791357', 'longitude': '-73.90439053601688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
