unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,due_date
58820617,2023-09-15T20:33:42.000,2023-09-15T21:13:11.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11370,31-09 82 STREET,82 STREET,31 AVENUE,32 AVENUE,31 AVENUE,32 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:13:15.000,03 QUEENS,QUEENS,1015841,215789,PHONE,Unspecified,QUEENS,40.758910997463985,-73.88596777723954,"{'latitude': '40.758910997463985', 'longitude': '-73.88596777723954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST ELMHURST,82 STREET,4013940057,,,,,,,
58822534,2023-09-15T20:33:35.000,2023-09-15T21:01:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,296 JEROME STREET,JEROME STREET,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T21:01:46.000,05 BROOKLYN,BROOKLYN,1015558,185136,ONLINE,Unspecified,BROOKLYN,40.67477694475006,-73.88713187162713,"{'latitude': '40.67477694475006', 'longitude': '-73.88713187162713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,JEROME STREET,3039810028,,,,,,,
58825724,2023-09-15T20:33:29.000,2023-09-15T20:53:43.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11378,60-56 60 STREET,60 STREET,60 DRIVE,LIRR MONTAUK LINE,60 DRIVE,LIRR MONTAUK LINE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T20:53:46.000,05 QUEENS,QUEENS,1010361,199699,ONLINE,Unspecified,QUEENS,40.714765833791674,-73.90581105201744,"{'latitude': '40.714765833791674', 'longitude': '-73.90581105201744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MASPETH,60 STREET,,,,,,,,
58825065,2023-09-15T20:33:24.000,2023-09-15T20:48:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226,13 RALEIGH PLACE,RALEIGH PLACE,MARTENSE STREET,CHURCH AVENUE,MARTENSE STREET,CHURCH AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T20:48:24.000,17 BROOKLYN,BROOKLYN,998765,176585,ONLINE,Unspecified,BROOKLYN,40.65134980837624,-73.94769051822048,"{'latitude': '40.65134980837624', 'longitude': '-73.94769051822048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,RALEIGH PLACE,,,,,,,,
58819684,2023-09-15T20:33:19.000,2023-09-15T20:38:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10034,WEST  214 STREET,WEST  214 STREET,INDIAN ROAD,WEST  214 STREET,INDIAN ROAD,WEST  214 STREET,INTERSECTION,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T20:38:49.000,12 MANHATTAN,MANHATTAN,1006458,257004,MOBILE,Unspecified,MANHATTAN,40.87206311741702,-73.91970065484989,"{'latitude': '40.87206311741702', 'longitude': '-73.91970065484989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58820860,2023-09-15T20:33:14.000,2023-09-15T21:48:27.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10457,BERGEN TRIANGLE,BERGEN TRIANGLE,EAST  181 STREET,BEND,EAST  181 STREET,BEND,UNRECOGNIZED,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T21:48:31.000,05 BRONX,BRONX,1011543,250693,ONLINE,Unspecified,BRONX,40.85472708280769,-73.90134010513819,"{'latitude': '40.85472708280769', 'longitude': '-73.90134010513819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,BERGEN TRIANGLE,2031570100,,,,,,,
58825023,2023-09-15T20:32:53.000,2023-09-15T21:22:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,349 VERNON AVENUE,VERNON AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T21:22:21.000,03 BROOKLYN,BROOKLYN,1001762,192872,MOBILE,Unspecified,BROOKLYN,40.69604853155396,-73.93684755001826,"{'latitude': '40.69604853155396', 'longitude': '-73.93684755001826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,VERNON AVENUE,3015860067,,,,,,,
58822830,2023-09-15T20:32:50.000,2023-09-16T10:36:51.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11361,215-42 38 AVENUE,38 AVENUE,215 PLACE,216 STREET,215 PLACE,216 STREET,ADDRESS,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-16T10:36:56.000,11 QUEENS,QUEENS,1048459,218897,PHONE,Unspecified,QUEENS,40.76726491451214,-73.76819917422841,"{'latitude': '40.76726491451214', 'longitude': '-73.76819917422841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAYSIDE,38 AVENUE,4062450011,,,,,,,
58819699,2023-09-15T20:32:47.000,2023-09-15T21:04:40.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10128,120 EAST   87 STREET,EAST   87 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T21:04:44.000,08 MANHATTAN,MANHATTAN,996463,223639,MOBILE,Unspecified,MANHATTAN,40.780505204627325,-73.95590114746432,"{'latitude': '40.780505204627325', 'longitude': '-73.95590114746432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EAST   87 STREET,1015157502,,,,,,,
58823376,2023-09-15T20:32:11.000,2023-09-15T21:01:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,BEDFORD PARK BOULEVARD WEST,BEDFORD PARK BOULEVARD WEST,BEDFORD PARK BOULEVARD WEST,GOULDEN AVENUE,BEDFORD PARK BOULEVARD WEST,GOULDEN AVENUE,INTERSECTION,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:01:14.000,07 BRONX,BRONX,1013544,258296,ONLINE,Unspecified,BRONX,40.875588584674254,-73.89407357779507,"{'latitude': '40.875588584674254', 'longitude': '-73.89407357779507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58824263,2023-09-15T20:32:09.000,2023-09-15T21:10:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11212,260 EAST   93 STREET,EAST   93 STREET,WINTHROP STREET,CLARKSON AVENUE,WINTHROP STREET,CLARKSON AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:10:44.000,17 BROOKLYN,BROOKLYN,1005424,179564,ONLINE,Unspecified,BROOKLYN,40.65951309025199,-73.92368332199831,"{'latitude': '40.65951309025199', 'longitude': '-73.92368332199831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EAST   93 STREET,3046280034,,,,,,,
58823283,2023-09-15T20:32:06.000,2023-09-15T20:57:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,540 EAST   22 STREET,EAST   22 STREET,DITMAS AVENUE,NEWKIRK AVENUE,DITMAS AVENUE,NEWKIRK AVENUE,ADDRESS,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-15T20:57:09.000,14 BROOKLYN,BROOKLYN,996197,172160,PHONE,Unspecified,BROOKLYN,40.63920797591532,-73.95695296906207,"{'latitude': '40.63920797591532', 'longitude': '-73.95695296906207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EAST   22 STREET,3052070030,,,,,,,
58824409,2023-09-15T20:31:37.000,2023-10-01T11:45:00.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10035,134 EAST  122 STREET,EAST  122 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,11 MANHATTAN,MANHATTAN,1001085,231687,PHONE,Unspecified,MANHATTAN,40.80258719597696,-73.93919180418743,"{'latitude': '40.80258719597696', 'longitude': '-73.93919180418743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1017700159,,,,,,,
58826023,2023-09-15T20:31:37.000,2023-10-01T11:45:00.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10035,134 EAST  122 STREET,EAST  122 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,11 MANHATTAN,MANHATTAN,1001085,231687,PHONE,Unspecified,MANHATTAN,40.80258719597696,-73.93919180418743,"{'latitude': '40.80258719597696', 'longitude': '-73.93919180418743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1017700159,,,,,,,
58820903,2023-09-15T20:31:37.000,2023-10-01T11:45:00.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10035,134 EAST  122 STREET,EAST  122 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,11 MANHATTAN,MANHATTAN,1001085,231687,PHONE,Unspecified,MANHATTAN,40.80258719597696,-73.93919180418743,"{'latitude': '40.80258719597696', 'longitude': '-73.93919180418743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1017700159,,,,,,,
58825993,2023-09-15T20:31:37.000,2023-10-01T11:45:00.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10035,134 EAST  122 STREET,EAST  122 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,11 MANHATTAN,MANHATTAN,1001085,231687,PHONE,Unspecified,MANHATTAN,40.80258719597696,-73.93919180418743,"{'latitude': '40.80258719597696', 'longitude': '-73.93919180418743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1017700159,,,,,,,
58824483,2023-09-15T20:31:37.000,2023-10-01T11:44:59.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10035,134 EAST  122 STREET,EAST  122 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,11 MANHATTAN,MANHATTAN,1001085,231687,PHONE,Unspecified,MANHATTAN,40.80258719597696,-73.93919180418743,"{'latitude': '40.80258719597696', 'longitude': '-73.93919180418743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1017700159,,,,,,,
58823493,2023-09-15T20:31:37.000,2023-10-01T11:45:00.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10035,134 EAST  122 STREET,EAST  122 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,11 MANHATTAN,MANHATTAN,1001085,231687,PHONE,Unspecified,MANHATTAN,40.80258719597696,-73.93919180418743,"{'latitude': '40.80258719597696', 'longitude': '-73.93919180418743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1017700159,,,,,,,
58824417,2023-09-15T20:31:37.000,2023-10-01T11:45:01.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10035,134 EAST  122 STREET,EAST  122 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,11 MANHATTAN,MANHATTAN,1001085,231687,PHONE,Unspecified,MANHATTAN,40.80258719597696,-73.93919180418743,"{'latitude': '40.80258719597696', 'longitude': '-73.93919180418743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1017700159,,,,,,,
58821001,2023-09-15T20:31:37.000,2023-10-01T11:45:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10035,134 EAST  122 STREET,EAST  122 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,11 MANHATTAN,MANHATTAN,1001085,231687,PHONE,Unspecified,MANHATTAN,40.80258719597696,-73.93919180418743,"{'latitude': '40.80258719597696', 'longitude': '-73.93919180418743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1017700159,,,,,,,
58821851,2023-09-15T20:31:37.000,2023-10-01T11:45:01.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,10035,134 EAST  122 STREET,EAST  122 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,11 MANHATTAN,MANHATTAN,1001085,231687,PHONE,Unspecified,MANHATTAN,40.80258719597696,-73.93919180418743,"{'latitude': '40.80258719597696', 'longitude': '-73.93919180418743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1017700159,,,,,,,
58825157,2023-09-15T20:31:37.000,2023-10-04T20:53:01.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10035,134 EAST  122 STREET,EAST  122 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,11 MANHATTAN,MANHATTAN,1001085,231687,PHONE,Unspecified,MANHATTAN,40.80258719597696,-73.93919180418743,"{'latitude': '40.80258719597696', 'longitude': '-73.93919180418743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1017700159,,,,,,,
58820065,2023-09-15T20:31:19.000,2023-09-22T10:08:57.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,10314,3938 VICTORY BOULEVARD,VICTORY BOULEVARD,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,02 STATEN ISLAND,STATEN ISLAND,932586,155893,ONLINE,Unspecified,STATEN ISLAND,40.59441591390779,-74.18602925731582,"{'latitude': '40.59441591390779', 'longitude': '-74.18602925731582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,5026200119,,,,,,,
58823512,2023-09-15T20:31:19.000,2023-09-22T10:08:58.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10314,3938 VICTORY BOULEVARD,VICTORY BOULEVARD,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,02 STATEN ISLAND,STATEN ISLAND,932586,155893,ONLINE,Unspecified,STATEN ISLAND,40.59441591390779,-74.18602925731582,"{'latitude': '40.59441591390779', 'longitude': '-74.18602925731582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,5026200119,,,,,,,
58824436,2023-09-15T20:31:19.000,2023-09-22T10:08:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10314,3938 VICTORY BOULEVARD,VICTORY BOULEVARD,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,02 STATEN ISLAND,STATEN ISLAND,932586,155893,ONLINE,Unspecified,STATEN ISLAND,40.59441591390779,-74.18602925731582,"{'latitude': '40.59441591390779', 'longitude': '-74.18602925731582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,5026200119,,,,,,,
58820058,2023-09-15T20:31:19.000,2023-09-22T10:08:58.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10314,3938 VICTORY BOULEVARD,VICTORY BOULEVARD,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,02 STATEN ISLAND,STATEN ISLAND,932586,155893,ONLINE,Unspecified,STATEN ISLAND,40.59441591390779,-74.18602925731582,"{'latitude': '40.59441591390779', 'longitude': '-74.18602925731582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,5026200119,,,,,,,
58823145,2023-09-15T20:31:16.000,2023-09-15T20:42:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,48-41 45 STREET,45 STREET,48 AVENUE,50 AVENUE,48 AVENUE,50 AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T20:42:24.000,02 QUEENS,QUEENS,1006253,208282,PHONE,Unspecified,QUEENS,40.73833524080401,-73.92060156976214,"{'latitude': '40.73833524080401', 'longitude': '-73.92060156976214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODSIDE,45 STREET,4022890006,,,,,,,
58826206,2023-09-15T20:30:50.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Hours of Operation,Park,11102,1-09 26 AVENUE,26 AVENUE,1 STREET,2 STREET,1 STREET,2 STREET,ADDRESS,In Progress,,,01 QUEENS,QUEENS,1002193,222367,MOBILE,Whitey Ford Field,QUEENS,40.77700412645179,-73.93521459529559,"{'latitude': '40.77700412645179', 'longitude': '-73.93521459529559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,26 AVENUE,4009130001,,,,,,,
58822426,2023-09-15T20:30:40.000,2023-09-15T20:49:45.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11435,83 AVENUE,83 AVENUE,83 AVENUE,MANTON STREET,83 AVENUE,MANTON STREET,INTERSECTION,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T20:49:50.000,08 QUEENS,QUEENS,1033851,198924,ONLINE,Unspecified,QUEENS,40.71253813840487,-73.821082600539,"{'latitude': '40.71253813840487', 'longitude': '-73.821082600539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58819839,2023-09-15T20:30:35.000,2023-09-15T21:29:07.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10454,141 LINCOLN AVENUE,LINCOLN AVENUE,EAST  134 STREET,EAST  135 STREET,EAST  134 STREET,EAST  135 STREET,ADDRESS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T21:29:11.000,01 BRONX,BRONX,1003906,233833,ONLINE,Unspecified,BRONX,40.80847154759812,-73.92899604381546,"{'latitude': '40.80847154759812', 'longitude': '-73.92899604381546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,LINCOLN AVENUE,2023170043,,,,,,,
58819751,2023-09-15T20:30:34.000,2023-09-15T21:30:31.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11106,32-60 34 STREET,34 STREET,BROADWAY,34 AVENUE,BROADWAY,34 AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T21:30:35.000,01 QUEENS,QUEENS,1005483,216328,PHONE,Unspecified,QUEENS,40.76042135614144,-73.92335473031714,"{'latitude': '40.76042135614144', 'longitude': '-73.92335473031714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,34 STREET,4006210061,,,,,,,
58820721,2023-09-15T20:30:20.000,2023-09-15T20:30:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1410 MORRIS AVENUE,MORRIS AVENUE,EAST  170 STREET,EAST  171 STREET,EAST  170 STREET,EAST  171 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T20:31:00.000,04 BRONX,BRONX,1008835,244689,MOBILE,Unspecified,BRONX,40.838255833785965,-73.91115110501995,"{'latitude': '40.838255833785965', 'longitude': '-73.91115110501995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,MORRIS AVENUE,2027860002,,,,,,,
58823258,2023-09-15T20:30:19.000,2023-09-15T20:50:08.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11435,83 AVENUE,83 AVENUE,83 AVENUE,MANTON STREET,83 AVENUE,MANTON STREET,INTERSECTION,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T20:50:14.000,08 QUEENS,QUEENS,1033851,198924,ONLINE,Unspecified,QUEENS,40.71253813840487,-73.821082600539,"{'latitude': '40.71253813840487', 'longitude': '-73.821082600539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58826195,2023-09-15T20:29:50.000,2023-09-16T02:51:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11422,240-01 CANEY ROAD,CANEY ROAD,BROOKVILLE BOULEVARD,241 STREET,BROOKVILLE BOULEVARD,241 STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T02:51:57.000,13 QUEENS,QUEENS,1056004,180587,ONLINE,Unspecified,QUEENS,40.66205557080528,-73.7413694675483,"{'latitude': '40.66205557080528', 'longitude': '-73.7413694675483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROSEDALE,CANEY ROAD,4135520061,,,,,,,
58820538,2023-09-15T20:29:11.000,2023-09-15T21:06:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10009,445 EAST    9 STREET,EAST    9 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:06:14.000,03 MANHATTAN,MANHATTAN,988968,204290,ONLINE,Unspecified,MANHATTAN,40.72740429355267,-73.98297776216471,"{'latitude': '40.72740429355267', 'longitude': '-73.98297776216471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EAST    9 STREET,1004370133,,,,,,,
58821278,2023-09-15T20:29:00.000,2023-09-28T12:50:00.000,DEP,Department of Environmental Protection,Water System,installation of hydrant side post (WHFP),,10312,869 ARTHUR KILL ROAD,ARTHUR KILL ROAD,DRUMGOOLE RD W,LADD AVE,,,ADDRESS,Closed,The Department of Environmental Protection investigated this complaint and made a repair.,2023-09-28T12:50:00.000,02 STATEN ISLAND,STATEN ISLAND,936469,143923,ONLINE,Unspecified,STATEN ISLAND,40.56158246854235,-74.17196296236649,"{'latitude': '40.56158246854235', 'longitude': '-74.17196296236649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,,,,,,,,
58820494,2023-09-15T20:29:00.000,2023-09-15T20:40:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10468,2523 UNIVERSITY AVENUE,UNIVERSITY AVENUE,W 190 ST,W 192 ST,,,ADDRESS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-15T20:40:00.000,07 BRONX,BRONX,1011155,254849,PHONE,Unspecified,BRONX,40.86613523613008,-73.90272597995825,"{'latitude': '40.86613523613008', 'longitude': '-73.90272597995825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2032200096,,,,,,,
58821292,2023-09-15T20:29:00.000,2023-09-29T11:48:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11230,1402 AVENUE K,AVENUE K,E 14 ST,E 15 ST,,,ADDRESS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-29T11:48:00.000,14 BROOKLYN,BROOKLYN,994879,166144,PHONE,Unspecified,BROOKLYN,40.62269700870942,-73.96171141677269,"{'latitude': '40.62269700870942', 'longitude': '-73.96171141677269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3067250001,,,,,,N/A,
58824024,2023-09-15T20:28:37.000,2023-09-15T21:15:16.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,132-25 AVERY AVENUE,AVERY AVENUE,COLLEGE POINT BOULEVARD,SAULL STREET,COLLEGE POINT BOULEVARD,SAULL STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T21:15:20.000,07 QUEENS,QUEENS,1030944,213540,PHONE,Unspecified,QUEENS,40.75267121329248,-73.83146707501415,"{'latitude': '40.75267121329248', 'longitude': '-73.83146707501415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING,AVERY AVENUE,4051040055,,,,,,,
58822264,2023-09-15T20:28:37.000,2023-09-15T20:51:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10467,3474 PUTNAM PLACE,PUTNAM PLACE,RESERVOIR OVAL WEST,EAST GUN HILL ROAD,RESERVOIR OVAL WEST,EAST GUN HILL ROAD,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T20:51:45.000,07 BRONX,BRONX,1018661,259688,MOBILE,Unspecified,BRONX,40.87939072363692,-73.87556349766687,"{'latitude': '40.87939072363692', 'longitude': '-73.87556349766687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,PUTNAM PLACE,,,,,,,,
