unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,resolution_description,resolution_action_updated_date,facility_type,taxi_pick_up_location,due_date
58804456,2023-09-13T11:00:59.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11212,178 RIVERDALE AVENUE,RIVERDALE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,16 BROOKLYN,3036010026,BROOKLYN,1009219,180031,PHONE,Unspecified,BROOKLYN,40.66078501340523,-73.91000342113966,"{'latitude': '40.66078501340523', 'longitude': '-73.91000342113966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T08:18:02.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,,,
58808350,2023-09-13T11:00:57.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11212,178 RIVERDALE AVENUE,RIVERDALE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,16 BROOKLYN,3036010026,BROOKLYN,1009219,180031,PHONE,Unspecified,BROOKLYN,40.66078501340523,-73.91000342113966,"{'latitude': '40.66078501340523', 'longitude': '-73.91000342113966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T08:18:02.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,,,
58807919,2023-09-13T11:00:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10455,620 TRINITY AVENUE,TRINITY AVENUE,PONTIAC PLACE,WESTCHESTER AVENUE,PONTIAC PLACE,WESTCHESTER AVENUE,ADDRESS,BRONX,TRINITY AVENUE,Closed,01 BRONX,2026230180,BRONX,1009327,236261,MOBILE,Unspecified,BRONX,40.81512200469234,-73.90940454503871,"{'latitude': '40.81512200469234', 'longitude': '-73.90940454503871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T15:27:23.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T15:27:27.000,,,
58805575,2023-09-13T11:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Visor,,10305,,,,,HYLAN BOULEVARD,STEUBEN STREET,INTERSECTION,STATEN ISLAND,,Closed,02 STATEN ISLAND,,STATEN ISLAND,962780,159210,UNKNOWN,Unspecified,STATEN ISLAND,40.60364497691573,-74.07731878633992,"{'latitude': '40.60364497691573', 'longitude': '-74.07731878633992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:30:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T11:30:00.000,N/A,,
58808561,2023-09-13T10:59:23.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:01:02.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T11:01:07.000,,,
58800520,2023-09-13T10:59:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,180 WATER STREET,WATER STREET,FLETCHER STREET,JOHN STREET,FLETCHER STREET,JOHN STREET,ADDRESS,NEW YORK,WATER STREET,Closed,01 MANHATTAN,1000700032,MANHATTAN,982832,196778,ONLINE,Unspecified,MANHATTAN,40.706786799744656,-74.00511446961036,"{'latitude': '40.706786799744656', 'longitude': '-74.00511446961036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:21:14.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T11:21:18.000,,,
58809890,2023-09-13T10:59:18.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:02:03.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T11:02:07.000,,,
58810347,2023-09-13T10:59:17.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11212,670 SARATOGA AVENUE,SARATOGA AVENUE,BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,SARATOGA AVENUE,Closed,16 BROOKLYN,3035530031,BROOKLYN,1007504,181300,PHONE,Unspecified,BROOKLYN,40.66427280642528,-73.9161804708673,"{'latitude': '40.66427280642528', 'longitude': '-73.9161804708673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T06:13:14.000,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-15T15:03:12.000,,,
58802121,2023-09-13T10:59:13.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:02:40.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T11:02:45.000,,,
58802433,2023-09-13T10:59:10.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10003,274 MERCER STREET,MERCER STREET,WEST 4 STREET,WASHINGTON PLACE,WEST    4 STREET,WASHINGTON PLACE,ADDRESS,NEW YORK,MERCER STREET,Closed,02 MANHATTAN,1005460035,MANHATTAN,985712,204939,MOBILE,Unspecified,MANHATTAN,40.72918677761808,-73.99472505780963,"{'latitude': '40.72918677761808', 'longitude': '-73.99472505780963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:58:12.000,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-13T11:58:12.000,,,
58803687,2023-09-13T10:59:10.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10003,274 MERCER STREET,MERCER STREET,WEST    4 STREET,WASHINGTON PLACE,WEST    4 STREET,WASHINGTON PLACE,ADDRESS,NEW YORK,MERCER STREET,Closed,02 MANHATTAN,1005460035,MANHATTAN,985712,204939,MOBILE,Unspecified,MANHATTAN,40.72918677761808,-73.99472505780963,"{'latitude': '40.72918677761808', 'longitude': '-73.99472505780963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:31:03.000,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-13T11:31:08.000,,,
58809176,2023-09-13T10:59:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10004,55 BROAD STREET,BROAD STREET,EXCHANGE PL,BEAVER ST,,,ADDRESS,NEW YORK,,Closed,01 MANHATTAN,1000250001,MANHATTAN,981060,196196,ONLINE,Unspecified,MANHATTAN,40.70518888558303,-74.01150547744486,"{'latitude': '40.70518888558303', 'longitude': '-74.01150547744486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:00:00.000,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-15T13:00:00.000,N/A,,
58806727,2023-09-13T10:59:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11374,92-54 QUEENS BOULEVARD,QUEENS BOULEVARD,ELIOT AVE,LIE WB ENTRANCE QUEENS BLVD,,,ADDRESS,REGO PARK,,Closed,06 QUEENS,4030750024,QUEENS,1021031,206054,ONLINE,Unspecified,QUEENS,40.73217082526519,-73.86728699639362,"{'latitude': '40.73217082526519', 'longitude': '-73.86728699639362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T11:00:00.000,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-15T11:00:00.000,N/A,,
58809183,2023-09-13T10:59:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10462,1610 MATTHEWS AVENUE,MATTHEWS AVENUE,DEAD END,VAN NEST AVE,,,ADDRESS,BRONX,,Closed,11 BRONX,2040420350,BRONX,1022687,246964,ONLINE,Unspecified,BRONX,40.84445061038331,-73.86107773648337,"{'latitude': '40.84445061038331', 'longitude': '-73.86107773648337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:25:00.000,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-13T12:25:00.000,,,
58808312,2023-09-13T10:58:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10017,225 EAST   47 STREET,EAST   47 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   47 STREET,Closed,06 MANHATTAN,1013210011,MANHATTAN,992172,213852,ONLINE,Unspecified,MANHATTAN,40.75364731537449,-73.97140667761374,"{'latitude': '40.75364731537449', 'longitude': '-73.97140667761374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:29:51.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T11:29:55.000,,,
58806394,2023-09-13T10:58:44.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10453,1701 MONTGOMERY AVENUE,MONTGOMERY AVENUE,WEST  176 STREET,POPHAM AVENUE,WEST  176 STREET,POPHAM AVENUE,ADDRESS,BRONX,MONTGOMERY AVENUE,Closed,05 BRONX,2028770482,BRONX,1006574,248861,ONLINE,Unspecified,BRONX,40.849712751450795,-73.91930834628126,"{'latitude': '40.849712751450795', 'longitude': '-73.91930834628126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T02:16:56.000,The Department of Sanitation collected the requested items.,2023-09-14T13:27:00.000,,,
58806789,2023-09-13T10:58:37.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11219,4117 NEW UTRECHT AVENUE,NEW UTRECHT AVENUE,10 AVENUE,42 STREET,10 AVENUE,42 STREET,ADDRESS,BROOKLYN,NEW UTRECHT AVENUE,Closed,12 BROOKLYN,3055910002,BROOKLYN,985845,173591,MOBILE,Unspecified,BROOKLYN,40.6431436777986,-73.99425261057458,"{'latitude': '40.6431436777986', 'longitude': '-73.99425261057458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:31:40.000,The Police Department issued a summons in response to the complaint.,2023-09-13T12:31:44.000,,,
58803602,2023-09-13T10:58:33.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10462,1610 MATTHEWS AVENUE,MATTHEWS AVENUE,DEAD END,VAN NEST AVENUE,DEAD END,VAN NEST AVENUE,ADDRESS,BRONX,MATTHEWS AVENUE,Closed,11 BRONX,2040420350,BRONX,1022687,246964,ONLINE,Unspecified,BRONX,40.84445061038331,-73.86107773648337,"{'latitude': '40.84445061038331', 'longitude': '-73.86107773648337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-25T15:01:50.000,This request required re-assignment to a new DOT unit.,2023-10-25T15:02:01.000,,,
58803851,2023-09-13T10:58:29.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,No Private Carter,Street,10012,214 SULLIVAN STREET,SULLIVAN STREET,BLEECKER STREET,WEST    3 STREET,BLEECKER STREET,WEST    3 STREET,ADDRESS,NEW YORK,SULLIVAN STREET,Closed,02 MANHATTAN,1005400030,MANHATTAN,984232,204961,ONLINE,Unspecified,MANHATTAN,40.72924728304749,-74.00006494462761,"{'latitude': '40.72924728304749', 'longitude': '-74.00006494462761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T19:14:11.000,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-14T19:14:13.000,,,
58808585,2023-09-13T10:58:25.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10452,1515 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,04 BRONX,2028350016,BRONX,1008459,245889,UNKNOWN,Unspecified,BRONX,40.84155052157685,-73.9125056166597,"{'latitude': '40.84155052157685', 'longitude': '-73.9125056166597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-06T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-06T00:00:00.000,,,
58807962,2023-09-13T10:58:23.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11224,3088 CROPSEY AVENUE,CROPSEY AVENUE,HART PLACE,NEPTUNE AVENUE,HART PLACE,NEPTUNE AVENUE,ADDRESS,BROOKLYN,CROPSEY AVENUE,Closed,13 BROOKLYN,3069940086,BROOKLYN,988268,150583,MOBILE,Unspecified,BROOKLYN,40.579990688847545,-73.98553531361554,"{'latitude': '40.579990688847545', 'longitude': '-73.98553531361554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:11:43.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T11:11:47.000,,,
58802498,2023-09-13T10:58:21.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11217,179 DEAN STREET,DEAN STREET,HOYT STREET,BOND STREET,HOYT STREET,BOND STREET,ADDRESS,BROOKLYN,DEAN STREET,Closed,02 BROOKLYN,3001890049,BROOKLYN,987979,189207,ONLINE,Unspecified,BROOKLYN,40.686005492517154,-73.98655436282553,"{'latitude': '40.686005492517154', 'longitude': '-73.98655436282553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T11:05:43.000,The Department of Sanitation collected the requested items.,2023-09-14T13:07:22.000,,,
58801754,2023-09-13T10:58:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,108-26 159 STREET,159 STREET,108 AVENUE,109 AVENUE,108 AVENUE,109 AVENUE,ADDRESS,JAMAICA,159 STREET,Closed,12 QUEENS,4101460051,QUEENS,1041463,192497,ONLINE,Unspecified,QUEENS,40.694851633900804,-73.79367980321378,"{'latitude': '40.694851633900804', 'longitude': '-73.79367980321378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:01:33.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T12:01:38.000,,,
58804498,2023-09-13T10:57:57.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11102,30-42 30 STREET,30 STREET,,,,,ADDRESS,ASTORIA,,Closed,01 QUEENS,4005920044,QUEENS,1005587,218480,PHONE,Unspecified,QUEENS,40.76632778899108,-73.92297248841302,"{'latitude': '40.76632778899108', 'longitude': '-73.92297248841302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:44:24.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,,,
58805960,2023-09-13T10:57:57.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11102,30-42 30 STREET,30 STREET,,,,,ADDRESS,ASTORIA,,Closed,01 QUEENS,4005920044,QUEENS,1005587,218480,PHONE,Unspecified,QUEENS,40.76632778899108,-73.92297248841302,"{'latitude': '40.76632778899108', 'longitude': '-73.92297248841302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:44:25.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,,,
58809768,2023-09-13T10:57:57.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11102,30-42 30 STREET,30 STREET,,,,,ADDRESS,ASTORIA,,Closed,01 QUEENS,4005920044,QUEENS,1005587,218480,PHONE,Unspecified,QUEENS,40.76632778899108,-73.92297248841302,"{'latitude': '40.76632778899108', 'longitude': '-73.92297248841302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T19:16:36.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,,,
58801968,2023-09-13T10:57:57.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11102,30-42 30 STREET,30 STREET,,,,,ADDRESS,ASTORIA,,Closed,01 QUEENS,4005920044,QUEENS,1005587,218480,PHONE,Unspecified,QUEENS,40.76632778899108,-73.92297248841302,"{'latitude': '40.76632778899108', 'longitude': '-73.92297248841302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:44:24.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,,,
58809665,2023-09-13T10:57:57.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11102,30-42 30 STREET,30 STREET,,,,,ADDRESS,ASTORIA,,Closed,01 QUEENS,4005920044,QUEENS,1005587,218480,PHONE,Unspecified,QUEENS,40.76632778899108,-73.92297248841302,"{'latitude': '40.76632778899108', 'longitude': '-73.92297248841302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:44:24.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,,,
58807120,2023-09-13T10:57:57.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11102,30-42 30 STREET,30 STREET,,,,,ADDRESS,ASTORIA,,Closed,01 QUEENS,4005920044,QUEENS,1005587,218480,PHONE,Unspecified,QUEENS,40.76632778899108,-73.92297248841302,"{'latitude': '40.76632778899108', 'longitude': '-73.92297248841302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T19:16:37.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,,,
58808427,2023-09-13T10:57:57.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11102,30-42 30 STREET,30 STREET,,,,,ADDRESS,ASTORIA,,Closed,01 QUEENS,4005920044,QUEENS,1005587,218480,PHONE,Unspecified,QUEENS,40.76632778899108,-73.92297248841302,"{'latitude': '40.76632778899108', 'longitude': '-73.92297248841302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T19:16:36.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-15T00:00:00.000,,,
58804674,2023-09-13T10:57:57.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11102,30-42 30 STREET,30 STREET,,,,,ADDRESS,ASTORIA,,Closed,01 QUEENS,4005920044,QUEENS,1005587,218480,PHONE,Unspecified,QUEENS,40.76632778899108,-73.92297248841302,"{'latitude': '40.76632778899108', 'longitude': '-73.92297248841302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T19:16:36.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,,,
58800431,2023-09-13T10:57:55.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11216,464 NOSTRAND AVENUE,NOSTRAND AVENUE,JEFFERSON AVENUE,HANCOCK STREET,JEFFERSON AVENUE,HANCOCK STREET,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,03 BROOKLYN,3018320049,BROOKLYN,998084,188132,ONLINE,Unspecified,BROOKLYN,40.683044837854396,-73.95012102555529,"{'latitude': '40.683044837854396', 'longitude': '-73.95012102555529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:59:56.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T12:00:01.000,,,
58809848,2023-09-13T10:57:53.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10032,2129 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021110050,MANHATTAN,1001377,244669,PHONE,Unspecified,MANHATTAN,40.83821855292657,-73.93810396431579,"{'latitude': '40.83821855292657', 'longitude': '-73.93810396431579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:27:23.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-15T00:00:00.000,,,
58808416,2023-09-13T10:57:53.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10032,2129 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021110050,MANHATTAN,1001377,244669,PHONE,Unspecified,MANHATTAN,40.83821855292657,-73.93810396431579,"{'latitude': '40.83821855292657', 'longitude': '-73.93810396431579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:27:24.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,,,
58805902,2023-09-13T10:57:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10032,2129 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021110050,MANHATTAN,1001377,244669,PHONE,Unspecified,MANHATTAN,40.83821855292657,-73.93810396431579,"{'latitude': '40.83821855292657', 'longitude': '-73.93810396431579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:27:24.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,,,
58801940,2023-09-13T10:57:53.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10032,2129 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021110050,MANHATTAN,1001377,244669,PHONE,Unspecified,MANHATTAN,40.83821855292657,-73.93810396431579,"{'latitude': '40.83821855292657', 'longitude': '-73.93810396431579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:27:23.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,,,
58801995,2023-09-13T10:57:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10022,307 EAST   50 STREET,EAST   50 STREET,,,,,ADDRESS,NEW YORK,,Closed,06 MANHATTAN,1013430005,MANHATTAN,993099,214233,ONLINE,Unspecified,MANHATTAN,40.75469218441827,-73.96806030298414,"{'latitude': '40.75469218441827', 'longitude': '-73.96806030298414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-08T10:52:59.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,,,
58809666,2023-09-13T10:57:38.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11212,178 RIVERDALE AVENUE,RIVERDALE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,16 BROOKLYN,3036010026,BROOKLYN,1009219,180031,PHONE,Unspecified,BROOKLYN,40.66078501340523,-73.91000342113966,"{'latitude': '40.66078501340523', 'longitude': '-73.91000342113966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T08:18:02.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,,,
58804211,2023-09-13T10:57:22.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11214,45 BAY   38 STREET,BAY   38 STREET,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,BAY   38 STREET,Closed,11 BROOKLYN,3068667501,BROOKLYN,987344,156952,MOBILE,Unspecified,BROOKLYN,40.59747269272421,-73.98885877127528,"{'latitude': '40.59747269272421', 'longitude': '-73.98885877127528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T14:36:14.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T14:36:19.000,,,
58802872,2023-09-13T10:57:18.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11222,57 MILTON STREET,MILTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,01 BROOKLYN,3025620037,BROOKLYN,995777,204906,UNKNOWN,Unspecified,BROOKLYN,40.729088810711964,-73.95841027942127,"{'latitude': '40.729088810711964', 'longitude': '-73.95841027942127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:00:00.000,The City has removed the graffiti from this property.,2023-09-21T07:15:27.000,N/A,,2023-10-13T10:57:18.000
