unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_company_borough,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58956693,2023-09-29T16:34:28.000,2023-10-04T11:52:02.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10039,2919 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,10 MANHATTAN,1020470033,MANHATTAN,1001544,241262,PHONE,Unspecified,MANHATTAN,40.82886699652584,-73.93750921944171,"{'latitude': '40.82886699652584', 'longitude': '-73.93750921944171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
59448744,2023-09-29T16:34:27.000,,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,10468,2665 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,In Progress,,,07 BRONX,2033140065,BRONX,1013532,254953,PHONE,Unspecified,BRONX,40.86641311943987,-73.89413157905763,"{'latitude': '40.86641311943987', 'longitude': '-73.89413157905763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST KINGSBRIDGE ROAD,EAST  196 STREET,EAST KINGSBRIDGE ROAD,EAST  196 STREET,GRAND CONCOURSE,,,,,,,
59459139,2023-09-29T16:34:26.000,,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,10468,2665 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,In Progress,,,07 BRONX,2033140065,BRONX,1013532,254953,PHONE,Unspecified,BRONX,40.86641311943987,-73.89413157905763,"{'latitude': '40.86641311943987', 'longitude': '-73.89413157905763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST KINGSBRIDGE ROAD,EAST  196 STREET,EAST KINGSBRIDGE ROAD,EAST  196 STREET,GRAND CONCOURSE,,,,,,,
59460315,2023-09-29T16:34:24.000,,HPD,Department of Housing Preservation and Development,Appliance,Electric/Gas Range,Apartment,10468,2665 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,In Progress,,,07 BRONX,2033140065,BRONX,1013532,254953,PHONE,Unspecified,BRONX,40.86641311943987,-73.89413157905763,"{'latitude': '40.86641311943987', 'longitude': '-73.89413157905763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST KINGSBRIDGE ROAD,EAST  196 STREET,EAST KINGSBRIDGE ROAD,EAST  196 STREET,GRAND CONCOURSE,,,,,,,
58961228,2023-09-29T16:34:24.000,2023-10-02T08:50:48.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11231,68 NELSON STREET,NELSON STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,06 BROOKLYN,3005260020,BROOKLYN,983272,186225,MOBILE,Unspecified,BROOKLYN,40.677821312246124,-74.00352593707844,"{'latitude': '40.677821312246124', 'longitude': '-74.00352593707844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58958540,2023-09-29T16:34:22.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10032,513 WEST  159 STREET,WEST  159 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,12 MANHATTAN,1021180045,MANHATTAN,1000393,243260,PHONE,Unspecified,MANHATTAN,40.834353110115885,-73.94166347620916,"{'latitude': '40.834353110115885', 'longitude': '-73.94166347620916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58966183,2023-09-29T16:34:22.000,2023-10-03T20:34:58.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10009,633 EAST    6 STREET,EAST    6 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,03 MANHATTAN,1003890044,MANHATTAN,989758,203003,ONLINE,Unspecified,MANHATTAN,40.72387133470959,-73.98012854688014,"{'latitude': '40.72387133470959', 'longitude': '-73.98012854688014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58962485,2023-09-29T16:34:00.000,2023-09-29T19:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11203,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T19:00:00.000,17 BROOKLYN,,BROOKLYN,1004498,178597,UNKNOWN,Unspecified,BROOKLYN,40.65686105453716,-73.9270237721168,"{'latitude': '40.65686105453716', 'longitude': '-73.9270237721168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,CLARKSON AVENUE,EAST 54 STREET,,,,N/A,,,,
58959317,2023-09-29T16:33:55.000,2023-09-29T16:59:50.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10036,215 WEST   42 STREET,WEST   42 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T16:59:53.000,05 MANHATTAN,1010140020,MANHATTAN,987664,214836,ONLINE,Unspecified,MANHATTAN,40.75635103483363,-73.98767715684289,"{'latitude': '40.75635103483363', 'longitude': '-73.98767715684289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,WEST   42 STREET,,,,,,,
59452660,2023-09-29T16:33:54.000,2023-09-30T16:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11101,37 AVENUE,37 AVENUE,INTERSECTION,,Closed,,2023-09-30T16:40:00.000,01 QUEENS,,QUEENS,1007747,212960,PHONE,Unspecified,QUEENS,40.75117133098466,-73.91519409018495,"{'latitude': '40.75117133098466', 'longitude': '-73.91519409018495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37 AVENUE,48 STREET,37 AVENUE,48 STREET,,,,,,,,
58967043,2023-09-29T16:33:47.000,2023-09-29T17:30:06.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11418,127-02 87 ROAD,87 ROAD,ADDRESS,RICHMOND HILL,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T17:30:10.000,09 QUEENS,4093360028,QUEENS,1033164,194621,MOBILE,Unspecified,QUEENS,40.70073126777259,-73.82359195208072,"{'latitude': '40.70073126777259', 'longitude': '-73.82359195208072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",127 STREET,129 STREET,127 STREET,129 STREET,87 ROAD,,,,,,,
59446747,2023-09-29T16:33:41.000,2023-10-08T00:00:00.000,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,11231,19 DWIGHT STREET,DWIGHT STREET,ADDRESS,BROOKLYN,Closed,,2023-10-08T00:00:00.000,06 BROOKLYN,3005240010,BROOKLYN,982451,186364,ONLINE,Unspecified,BROOKLYN,40.67820270703517,-74.00648588658935,"{'latitude': '40.67820270703517', 'longitude': '-74.00648588658935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DELAVAN STREET,VERONA STREET,DELAVAN STREET,VERONA STREET,DWIGHT STREET,,,,,,,
59455442,2023-09-29T16:33:39.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,11231,19 DWIGHT STREET,DWIGHT STREET,ADDRESS,BROOKLYN,Closed,,2023-10-11T00:00:00.000,06 BROOKLYN,3005240010,BROOKLYN,982451,186364,ONLINE,Unspecified,BROOKLYN,40.67820270703517,-74.00648588658935,"{'latitude': '40.67820270703517', 'longitude': '-74.00648588658935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DELAVAN STREET,VERONA STREET,DELAVAN STREET,VERONA STREET,DWIGHT STREET,,,,,,,
58956324,2023-09-29T16:33:38.000,2023-09-29T16:46:39.000,NYPD,New York City Police Department,Drinking,In Public,Residential Building/House,10459,830 EAST  163 STREET,EAST  163 STREET,ADDRESS,BRONX,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-29T16:46:44.000,03 BRONX,2026770070,BRONX,1011616,238851,ONLINE,Unspecified,BRONX,40.822224027258486,-73.90112454024609,"{'latitude': '40.822224027258486', 'longitude': '-73.90112454024609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNION AVENUE,PROSPECT AVENUE,UNION AVENUE,PROSPECT AVENUE,EAST  163 STREET,,,,,,,
59438625,2023-09-29T16:33:26.000,2023-09-29T22:35:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10303,35 LEYDEN AVENUE,LEYDEN AVENUE,ADDRESS,STATEN ISLAND,Closed,,2023-09-29T22:35:00.000,01 STATEN ISLAND,5012260084,STATEN ISLAND,940116,169895,ONLINE,Unspecified,STATEN ISLAND,40.63288914460534,-74.15900717704527,"{'latitude': '40.63288914460534', 'longitude': '-74.15900717704527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNION AVENUE,HARBOR ROAD,UNION AVENUE,HARBOR ROAD,LEYDEN AVENUE,,,,,,,
59445732,2023-09-29T16:33:04.000,2023-10-01T10:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11367,147-52 76 AVENUE,76 AVENUE,ADDRESS,FLUSHING,Closed,,2023-10-01T10:00:00.000,08 QUEENS,4066850027,QUEENS,1035159,202983,ONLINE,Unspecified,QUEENS,40.72367166444276,-73.81633378567797,"{'latitude': '40.72367166444276', 'longitude': '-73.81633378567797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",147 STREET,150 STREET,147 STREET,150 STREET,76 AVENUE,,,,,,,
59453839,2023-09-29T16:33:02.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,Apartment,11231,68 NELSON STREET,NELSON STREET,ADDRESS,BROOKLYN,Closed,,2023-10-02T00:00:00.000,06 BROOKLYN,3005260020,BROOKLYN,983272,186225,MOBILE,Unspecified,BROOKLYN,40.677821312246124,-74.00352593707844,"{'latitude': '40.677821312246124', 'longitude': '-74.00352593707844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HICKS STREET,GOWANUS EXPRESSWAY,HICKS STREET,GOWANUS EXPRESSWAY,NELSON STREET,,,,,,,
58957773,2023-09-29T16:32:55.000,2023-09-29T17:03:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11374,98-09 64 ROAD,64 ROAD,ADDRESS,REGO PARK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T17:03:08.000,06 QUEENS,4021010001,QUEENS,1023689,205184,PHONE,Unspecified,QUEENS,40.729771439136556,-73.8577015309891,"{'latitude': '40.729771439136556', 'longitude': '-73.8577015309891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",98 STREET,99 STREET,98 STREET,99 STREET,64 ROAD,,,,,,,
59460204,2023-09-29T16:32:54.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,10452,1046 SUMMIT AVENUE,SUMMIT AVENUE,ADDRESS,BRONX,Closed,,2023-10-12T00:00:00.000,04 BRONX,2025250019,BRONX,1003732,243228,ONLINE,Unspecified,BRONX,40.83425854489887,-73.92959731280048,"{'latitude': '40.83425854489887', 'longitude': '-73.92959731280048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  164 STREET,WEST  165 STREET,WEST  164 STREET,WEST  165 STREET,SUMMIT AVENUE,,,,,,,
59442075,2023-09-29T16:32:53.000,2023-09-29T19:48:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11434,177-01 145 DRIVE,145 DRIVE,ADDRESS,JAMAICA,Closed,,2023-09-29T19:48:00.000,13 QUEENS,4132930102,QUEENS,1047909,181305,ONLINE,Unspecified,QUEENS,40.664088216163805,-73.77054021127553,"{'latitude': '40.664088216163805', 'longitude': '-73.77054021127553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",177 STREET,177 PLACE,177 STREET,177 PLACE,145 DRIVE,,,,,,,
58961748,2023-09-29T16:32:50.000,2023-10-04T14:20:56.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Traffic Sign or Signal Blocked,Street,11101,27-01 QUEENS PLAZA NORTH,QUEENS PLAZA NORTH,ADDRESS,LONG ISLAND CITY,Closed,NYC Parks performed the work necessary to correct the condition.,2023-10-04T14:21:00.000,01 QUEENS,4004160010,QUEENS,1001064,212732,ONLINE,Unspecified,QUEENS,40.75056076192673,-73.93931508746887,"{'latitude': '40.75056076192673', 'longitude': '-73.93931508746887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27 STREET,28 STREET,27 STREET,28 STREET,QUEENS PLAZA NORTH,,,,,,,
58958834,2023-09-29T16:32:45.000,2023-10-02T12:04:35.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Home Improvement Contractor,Business,11235,2626 HOMECREST AVENUE,HOMECREST AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  You should contact the New York State Department of State. Call (800) 697-1220 or visit dos.ny.gov.,2023-10-02T12:04:39.000,15 BROOKLYN,3074560006,BROOKLYN,996188,153163,ONLINE,Unspecified,BROOKLYN,40.587065148827286,-73.9570189833512,"{'latitude': '40.587065148827286', 'longitude': '-73.9570189833512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE Z,WILLIAMS COURT,AVENUE Z,WILLIAMS COURT,HOMECREST AVENUE,,,,,,,
58958760,2023-09-29T16:32:36.000,2023-11-17T12:59:56.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,10469,2910 EASTCHESTER ROAD,EASTCHESTER ROAD,ADDRESS,BRONX,Closed,Work to correct the reported condition is under review for a future capital project.,2023-11-17T13:00:02.000,12 BRONX,,BRONX,1027926,255780,ONLINE,Unspecified,BRONX,40.86862349593598,-73.84208509558907,"{'latitude': '40.86862349593598', 'longitude': '-73.84208509558907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST GUN HILL ROAD,,EAST GUN HILL ROAD,,EASTCHESTER ROAD,,,,,,,
58961843,2023-09-29T16:32:21.000,2023-11-17T08:47:19.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,10004,6 WATER STREET,WATER STREET,ADDRESS,NEW YORK,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-17T08:47:21.000,01 MANHATTAN,1000080051,MANHATTAN,980867,195305,ONLINE,Unspecified,MANHATTAN,40.70274322837485,-74.0122011292436,"{'latitude': '40.70274322837485', 'longitude': '-74.0122011292436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MOORE STREET,BROAD STREET,MOORE STREET,BROAD STREET,WATER STREET,,"6 WATER STREET, MANHATTAN (NEW YORK), NY, 10004",,,,,
58967034,2023-09-29T16:32:20.000,2023-09-29T16:39:00.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11365,70-49 174 STREET,174 STREET,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T16:39:03.000,08 QUEENS,4069620013,QUEENS,1040783,205344,MOBILE,Unspecified,QUEENS,40.73011786345106,-73.79602411569094,"{'latitude': '40.73011786345106', 'longitude': '-73.79602411569094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JEWEL AVENUE,73 AVENUE,JEWEL AVENUE,73 AVENUE,174 STREET,,,,,,,
58963393,2023-09-29T16:32:14.000,2023-10-07T10:33:13.000,DSNY,Department of Sanitation,Dirty Condition,Dirt or Gravel,Street,11414,86 STREET,86 STREET,BLOCKFACE,,Closed,The Department of Sanitation cleaned the location.,2023-09-30T04:16:04.000,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,158 AVENUE,159 AVENUE,158 AVENUE,159 AVENUE,,,,,,,,
59446943,2023-09-29T16:32:13.000,2023-09-30T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11223,1684 WEST   10 STREET,WEST   10 STREET,ADDRESS,BROOKLYN,Closed,,2023-09-30T00:00:00.000,11 BROOKLYN,3066210042,BROOKLYN,988921,160073,PHONE,Unspecified,BROOKLYN,40.60603851285432,-73.98317797138695,"{'latitude': '40.60603851285432', 'longitude': '-73.98317797138695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE P,KINGS HIGHWAY,AVENUE P,KINGS HIGHWAY,WEST   10 STREET,,,,,,,
59460049,2023-09-29T16:32:11.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10032,513 WEST  159 STREET,WEST  159 STREET,ADDRESS,NEW YORK,In Progress,,,12 MANHATTAN,1021180045,MANHATTAN,1000393,243260,PHONE,Unspecified,MANHATTAN,40.834353110115885,-73.94166347620916,"{'latitude': '40.834353110115885', 'longitude': '-73.94166347620916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,WEST  159 STREET,,,,,,,
59458978,2023-09-29T16:32:09.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,10039,2919 EIGHTH AVENUE,EIGHTH AVENUE,ADDRESS,NEW YORK,Closed,,2023-10-04T00:00:00.000,10 MANHATTAN,1020470033,MANHATTAN,1001544,241262,PHONE,Unspecified,MANHATTAN,40.82886699652584,-73.93750921944171,"{'latitude': '40.82886699652584', 'longitude': '-73.93750921944171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  154 STREET,WEST  155 STREET,WEST  154 STREET,WEST  155 STREET,8 AVENUE,,,,,,,
59456217,2023-09-29T16:32:07.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,10039,2919 EIGHTH AVENUE,EIGHTH AVENUE,ADDRESS,NEW YORK,Closed,,2023-10-04T00:00:00.000,10 MANHATTAN,1020470033,MANHATTAN,1001544,241262,PHONE,Unspecified,MANHATTAN,40.82886699652584,-73.93750921944171,"{'latitude': '40.82886699652584', 'longitude': '-73.93750921944171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  154 STREET,WEST  155 STREET,WEST  154 STREET,WEST  155 STREET,8 AVENUE,,,,,,,
59442489,2023-09-29T16:32:04.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10039,2919 EIGHTH AVENUE,EIGHTH AVENUE,ADDRESS,NEW YORK,Closed,,2023-10-04T00:00:00.000,10 MANHATTAN,1020470033,MANHATTAN,1001544,241262,PHONE,Unspecified,MANHATTAN,40.82886699652584,-73.93750921944171,"{'latitude': '40.82886699652584', 'longitude': '-73.93750921944171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  154 STREET,WEST  155 STREET,WEST  154 STREET,WEST  155 STREET,8 AVENUE,,,,,,,
59448986,2023-09-29T16:32:02.000,2023-09-30T12:45:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11105,23-25 24 STREET,24 STREET,ADDRESS,ASTORIA,Closed,,2023-09-30T12:45:00.000,01 QUEENS,4008650028,QUEENS,1006977,222346,ONLINE,Unspecified,QUEENS,40.77693548105066,-73.91794145594321,"{'latitude': '40.77693548105066', 'longitude': '-73.91794145594321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23 AVENUE,24 AVENUE,23 AVENUE,24 AVENUE,24 STREET,,,,,,,
59449626,2023-09-29T16:32:02.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10009,633 EAST    6 STREET,EAST    6 STREET,ADDRESS,NEW YORK,Closed,,2023-10-03T00:00:00.000,03 MANHATTAN,1003890044,MANHATTAN,989758,203003,ONLINE,Unspecified,MANHATTAN,40.72387133470959,-73.98012854688014,"{'latitude': '40.72387133470959', 'longitude': '-73.98012854688014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE B,AVENUE C,AVENUE B,AVENUE C,EAST    6 STREET,,,,,,,
58960971,2023-09-29T16:32:00.000,2023-09-29T18:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11434,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T18:45:00.000,13 QUEENS,,QUEENS,1048853,182258,UNKNOWN,Unspecified,QUEENS,40.66669714277879,-73.7671284335233,"{'latitude': '40.66669714277879', 'longitude': '-73.7671284335233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,SOUTH CONDUIT AVENUE,FARMERS BOULEVARD,,,,N/A,,,,
58965132,2023-09-29T16:32:00.000,2023-09-30T12:40:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10011,185 7 AVENUE,7 AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-30T12:40:00.000,04 MANHATTAN,1007960073,MANHATTAN,985172,209850,ONLINE,Unspecified,MANHATTAN,40.74266633301621,-73.99667272183085,"{'latitude': '40.74266633301621', 'longitude': '-73.99667272183085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",W 20 ST,W 21 ST,,,,,,,,,,
58965133,2023-09-29T16:32:00.000,2023-10-03T09:30:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11104,39-70 47 STREET,47 STREET,ADDRESS,SUNNYSIDE,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-03T09:30:00.000,02 QUEENS,4001490071,QUEENS,1007268,211552,ONLINE,Unspecified,QUEENS,40.74730798743465,-73.91692772617075,"{'latitude': '40.74730798743465', 'longitude': '-73.91692772617075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39 AVE,SKILLMAN AVE,,,,,,,,,,
58963498,2023-09-29T16:32:00.000,2023-10-02T11:00:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11103,31-65 45 STREET,45 STREET,ADDRESS,ASTORIA,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-02T11:00:00.000,01 QUEENS,4007110015,QUEENS,1007989,215425,ONLINE,Unspecified,QUEENS,40.75793647995861,-73.9143119559775,"{'latitude': '40.75793647995861', 'longitude': '-73.9143119559775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEWTOWN RD,BROADWAY,,,,,,,,,,
58963402,2023-09-29T16:32:00.000,2023-09-30T11:58:16.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,10314,54 BOLIVAR STREET,BOLIVAR STREET,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T11:58:20.000,02 STATEN ISLAND,5006970033,STATEN ISLAND,951312,158812,PHONE,Unspecified,STATEN ISLAND,40.60251734480902,-74.11861591148308,"{'latitude': '40.60251734480902', 'longitude': '-74.11861591148308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MANOR ROAD,LA GUARDIA AVENUE,MANOR ROAD,LA GUARDIA AVENUE,BOLIVAR STREET,,,,,,,
58961989,2023-09-29T16:32:00.000,2023-10-02T07:18:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11215,575 UNION STREET,UNION STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-02T07:18:00.000,06 BROOKLYN,3004330047,BROOKLYN,988028,186553,ONLINE,Unspecified,BROOKLYN,40.67872084585613,-73.98637917176697,"{'latitude': '40.67872084585613', 'longitude': '-73.98637917176697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEVINS ST,3 AVE,,,,,,N/A,,,,
58956191,2023-09-29T16:31:40.000,2023-09-29T16:39:26.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11366,173-05 73 AVENUE,73 AVENUE,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T16:39:28.000,08 QUEENS,4069610006,QUEENS,1040577,205035,MOBILE,Unspecified,QUEENS,40.72927105049941,-73.79676996519986,"{'latitude': '40.72927105049941', 'longitude': '-73.79676996519986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",173 STREET,174 STREET,173 STREET,174 STREET,73 AVENUE,,,,,,,
58960078,2023-09-29T16:31:34.000,2023-10-19T18:04:32.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10453,2073 DAVIDSON AVENUE,DAVIDSON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-19T00:00:00.000,05 BRONX,2031930021,BRONX,1009746,250634,PHONE,Unspecified,BRONX,40.85457051772809,-73.90783619644372,"{'latitude': '40.85457051772809', 'longitude': '-73.90783619644372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
