unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_segment,facility_type,taxi_company_borough,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp
58856810,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11218,3901 16 AVENUE,16 AVENUE,39 STREET,40 STREET,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-20T12:00:00.000,12 BROOKLYN,3053830001,BROOKLYN,989867,171189,PHONE,Unspecified,BROOKLYN,40.63654906444461,-73.97976182046446,"{'latitude': '40.63654906444461', 'longitude': '-73.97976182046446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58862630,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11224,2002 NEPTUNE AVENUE,NEPTUNE AVENUE,WEST 20 STREET,WEST 21 STREET,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-20T12:00:00.000,13 BROOKLYN,3070180009,BROOKLYN,987719,150103,PHONE,Unspecified,BROOKLYN,40.578673415369,-73.98751194440837,"{'latitude': '40.578673415369', 'longitude': '-73.98751194440837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58866488,2023-09-19T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10465,236 DAVIS AVENUE,DAVIS AVENUE,HARDING AVENUE,MILES AVENUE,,,ADDRESS,BRONX,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-23T12:00:00.000,10 BRONX,2055980013,BRONX,1032701,236010,PHONE,Unspecified,BRONX,40.81433580786429,-73.82496348552962,"{'latitude': '40.81433580786429', 'longitude': '-73.82496348552962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864579,2023-09-19T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11435,139-37 87 AVENUE,87 AVENUE,139 STREET,143 STREET,,,ADDRESS,JAMAICA,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-21T12:00:00.000,08 QUEENS,4097080067,QUEENS,1035655,196861,PHONE,Unspecified,QUEENS,40.706865407828545,-73.81459110260387,"{'latitude': '40.706865407828545', 'longitude': '-73.81459110260387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860642,2023-09-19T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11232,263 42 STREET,42 STREET,2 AVENUE,3 AVENUE,,,ADDRESS,BROOKLYN,,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-22T12:00:00.000,07 BROOKLYN,,BROOKLYN,981208,177109,PHONE,Unspecified,BROOKLYN,40.65279944734585,-74.01096306525149,"{'latitude': '40.65279944734585', 'longitude': '-74.01096306525149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864575,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11694,320 BEACH  100 STREET,BEACH  100 STREET,CROSS BAY BRIDGE EXIT RAMP,BEACH 100 STREET,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-19T12:00:00.000,14 QUEENS,4161550021,QUEENS,1033703,152775,PHONE,Unspecified,QUEENS,40.585870257596675,-73.82195480282432,"{'latitude': '40.585870257596675', 'longitude': '-73.82195480282432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864591,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11434,175-05 145 DRIVE,145 DRIVE,175 STREET,176 STREET,,,ADDRESS,JAMAICA,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-20T12:00:00.000,13 QUEENS,4132890008,QUEENS,1047486,181055,PHONE,Unspecified,QUEENS,40.66340505507467,-73.7720672587851,"{'latitude': '40.66340505507467', 'longitude': '-73.7720672587851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870391,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11233,1983 FULTON STREET,FULTON STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-20T12:00:00.000,16 BROOKLYN,3015370023,BROOKLYN,1007758,186494,PHONE,Unspecified,BROOKLYN,40.6785284958142,-73.9152468090972,"{'latitude': '40.6785284958142', 'longitude': '-73.9152468090972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58868390,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,109 STREET,109 STREET,INTERSECTION,,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-20T12:00:00.000,04 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,
58862633,2023-09-19T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11365,64-08 174 STREET,174 STREET,64 AVENUE,65 AVENUE,,,ADDRESS,FRESH MEADOWS,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-21T12:00:00.000,08 QUEENS,4069020139,QUEENS,1041080,208079,PHONE,Unspecified,QUEENS,40.73762284164555,-73.79492941644502,"{'latitude': '40.73762284164555', 'longitude': '-73.79492941644502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864580,2023-09-19T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10016,555 3 AVENUE,3 AVENUE,EAST 36 STREET,EAST 37 STREET,,,ADDRESS,NEW YORK,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-21T12:00:00.000,06 MANHATTAN,1009170057,MANHATTAN,990658,211584,PHONE,Unspecified,MANHATTAN,40.74742345516369,-73.97687340430375,"{'latitude': '40.74742345516369', 'longitude': '-73.97687340430375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58862641,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11385,71-21 65 PLACE,65 PLACE,CENTRAL AVENUE,MYRTLE AVENUE,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-20T12:00:00.000,05 QUEENS,4036770041,QUEENS,1014843,195113,PHONE,Unspecified,QUEENS,40.70216399618778,-73.88966420300167,"{'latitude': '40.70216399618778', 'longitude': '-73.88966420300167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866493,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10302,161 BLACKFORD AVENUE,BLACKFORD AVENUE,TREADWELL AVENUE,NICHOLAS AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-20T12:00:00.000,01 STATEN ISLAND,5011000018,STATEN ISLAND,945165,169876,PHONE,Unspecified,STATEN ISLAND,40.632860710690075,-74.14081642567302,"{'latitude': '40.632860710690075', 'longitude': '-74.14081642567302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58856818,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11207,2077 PITKIN AVENUE,PITKIN AVENUE,PENNSYLVANIA AVENUE,NEW JERSEY AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-20T12:00:00.000,05 BROOKLYN,,BROOKLYN,1013177,184093,PHONE,Unspecified,BROOKLYN,40.67192224649731,-73.89572005645208,"{'latitude': '40.67192224649731', 'longitude': '-73.89572005645208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58868401,2023-09-19T12:00:00.000,2023-09-25T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11413,181-02 140 AVENUE,140 AVENUE,181 STREET,182 STREET,,,ADDRESS,SPRINGFIELD GARDENS,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-25T12:00:00.000,12 QUEENS,4130390001,QUEENS,1050060,184134,PHONE,Unspecified,QUEENS,40.671837435575114,-73.76275932080954,"{'latitude': '40.671837435575114', 'longitude': '-73.76275932080954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866485,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10466,4415 FURMAN AVENUE,FURMAN AVENUE,NEREID AVENUE,EAST 239 STREET,,,ADDRESS,BRONX,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-20T12:00:00.000,12 BRONX,2050700048,BRONX,1024849,266661,PHONE,Unspecified,BRONX,40.8985030883547,-73.85314431705987,"{'latitude': '40.8985030883547', 'longitude': '-73.85314431705987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858718,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11429,217-09 110 AVENUE,110 AVENUE,217 STREET,MONTEREY STREET,,,ADDRESS,QUEENS VILLAGE,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-20T12:00:00.000,13 QUEENS,4111200001,QUEENS,1056276,197610,PHONE,Unspecified,QUEENS,40.708777398847445,-73.74020710255962,"{'latitude': '40.708777398847445', 'longitude': '-73.74020710255962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866486,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10466,887 CRANFORD AVENUE,CRANFORD AVENUE,MURDOCK AVENUE,HILL AVENUE,,,ADDRESS,BRONX,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-20T12:00:00.000,12 BRONX,2051260035,BRONX,1027211,268477,PHONE,Unspecified,BRONX,40.90347623232464,-73.84458879686319,"{'latitude': '40.90347623232464', 'longitude': '-73.84458879686319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858703,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11368,38-04 111 STREET,111 STREET,38 AVENUE,39 AVENUE,,,ADDRESS,CORONA,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-19T12:00:00.000,03 QUEENS,4017790035,QUEENS,1023981,213664,PHONE,Unspecified,QUEENS,40.753045589781635,-73.85659788978515,"{'latitude': '40.753045589781635', 'longitude': '-73.85659788978515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856815,2023-09-19T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11434,179-41 ANDERSON ROAD,ANDERSON ROAD,SIDWAY PLACE,180 STREET,,,ADDRESS,JAMAICA,,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-21T12:00:00.000,12 QUEENS,4124750079,QUEENS,1049910,188273,PHONE,Unspecified,QUEENS,40.683199127586484,-73.76325973330262,"{'latitude': '40.683199127586484', 'longitude': '-73.76325973330262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868395,2023-09-19T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10040,69 NAGLE AVENUE,NAGLE AVENUE,BENNETT AVENUE,ELLWOOD STREET,,,ADDRESS,NEW YORK,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-22T12:00:00.000,12 MANHATTAN,1021710028,MANHATTAN,1003972,252655,PHONE,Unspecified,MANHATTAN,40.860132341800444,-73.92870229025935,"{'latitude': '40.860132341800444', 'longitude': '-73.92870229025935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860644,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11213,1646 UNION STREET,UNION STREET,TROY AVENUE,SCHENECTADY AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-20T12:00:00.000,09 BROOKLYN,3014010039,BROOKLYN,1002404,182653,PHONE,Unspecified,BROOKLYN,40.66799841555271,-73.93455987635045,"{'latitude': '40.66799841555271', 'longitude': '-73.93455987635045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58870380,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11234,1549 EAST   48 STREET,EAST   48 STREET,AVENUE L,AVENUE M,,,ADDRESS,BROOKLYN,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-19T12:00:00.000,18 BROOKLYN,3078460032,BROOKLYN,1003897,166171,PHONE,Unspecified,BROOKLYN,40.62275570904302,-73.92922603122229,"{'latitude': '40.62275570904302', 'longitude': '-73.92922603122229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862642,2023-09-19T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11232,4611 FIRST AVENUE,FIRST AVENUE,44 STREET,47 STREET,,,ADDRESS,BROOKLYN,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-21T12:00:00.000,07 BROOKLYN,3007350001,BROOKLYN,979526,176977,PHONE,Unspecified,BROOKLYN,40.65243639858168,-74.01702473327224,"{'latitude': '40.65243639858168', 'longitude': '-74.01702473327224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858709,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11218,3901 16 AVENUE,16 AVENUE,39 STREET,40 STREET,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-20T12:00:00.000,12 BROOKLYN,3053830001,BROOKLYN,989867,171189,PHONE,Unspecified,BROOKLYN,40.63654906444461,-73.97976182046446,"{'latitude': '40.63654906444461', 'longitude': '-73.97976182046446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58864576,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10472,1202 BRONX RIVER AVENUE,BRONX RIVER AVENUE,CLOSE AVENUE,COLGATE AVENUE,,,ADDRESS,BRONX,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-20T12:00:00.000,09 BRONX,2037700083,BRONX,1016673,241172,PHONE,Unspecified,BRONX,40.82857739183715,-73.88284201506201,"{'latitude': '40.82857739183715', 'longitude': '-73.88284201506201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862629,2023-09-19T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11208,471 MILFORD STREET,MILFORD STREET,DUMONT AVENUE,HEGEMAN AVENUE,,,ADDRESS,BROOKLYN,,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-22T12:00:00.000,05 BROOKLYN,3044570048,BROOKLYN,1018990,182563,PHONE,Unspecified,BROOKLYN,40.66770184010841,-73.87477248264283,"{'latitude': '40.66770184010841', 'longitude': '-73.87477248264283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58868382,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11377,33-30 58 STREET,58 STREET,NORTHERN BOULEVARD,34 AVENUE,,,ADDRESS,WOODSIDE,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-19T12:00:00.000,02 QUEENS,4011810050,QUEENS,1011090,213600,PHONE,Unspecified,QUEENS,40.75291845268013,-73.90312591282137,"{'latitude': '40.75291845268013', 'longitude': '-73.90312591282137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866492,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11101,11-12 44 AVENUE,44 AVENUE,11 STREET,12 STREET,,,ADDRESS,LONG ISLAND CITY,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-20T12:00:00.000,02 QUEENS,4004460034,QUEENS,998370,212509,PHONE,Unspecified,QUEENS,40.74995339553836,-73.94903870985894,"{'latitude': '40.74995339553836', 'longitude': '-73.94903870985894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866474,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11234,2102 UTICA AVENUE,UTICA AVENUE,AVENUE M,AVENUE N,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-19T12:00:00.000,18 BROOKLYN,3078740060,BROOKLYN,1004503,165321,PHONE,Unspecified,BROOKLYN,40.62042127256086,-73.92704560145057,"{'latitude': '40.62042127256086', 'longitude': '-73.92704560145057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58851310,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10461,1618 YATES AVENUE,YATES AVENUE,PIERCE AVENUE,VAN NEST AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-19T12:00:00.000,11 BRONX,2041120044,BRONX,1026190,248277,PHONE,Unspecified,BRONX,40.848038460868494,-73.8484087087636,"{'latitude': '40.848038460868494', 'longitude': '-73.8484087087636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58870385,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11218,235 EAST   12 STREET,EAST   12 STREET,BEVERLEY ROAD,SLOCUM PLACE,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-20T12:00:00.000,14 BROOKLYN,,BROOKLYN,993241,173560,PHONE,Unspecified,BROOKLYN,40.643054169424055,-73.96760206260443,"{'latitude': '40.643054169424055', 'longitude': '-73.96760206260443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58866481,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10452,1441 EDWARD L GRANT HIGHWAY,EDWARD L GRANT HIGHWAY,PLIMPTON AVENUE,UNIVERSITY AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-20T12:00:00.000,04 BRONX,2025220098,BRONX,1005565,246483,PHONE,Unspecified,BRONX,40.84318833698711,-73.92296300439696,"{'latitude': '40.84318833698711', 'longitude': '-73.92296300439696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866489,2023-09-19T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11229,21 JOVAL COURT,JOVAL COURT,FLORENCE AVENUE,EVERETT AVENUE,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-21T12:00:00.000,15 BROOKLYN,3088850335,BROOKLYN,1003956,154412,PHONE,Unspecified,BROOKLYN,40.59047953781352,-73.92904780705852,"{'latitude': '40.59047953781352', 'longitude': '-73.92904780705852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856808,2023-09-19T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11236,714 EAST  108 STREET,EAST  108 STREET,GLENWOOD ROAD,FLATLANDS AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-21T12:00:00.000,18 BROOKLYN,3081930001,BROOKLYN,1013854,175955,PHONE,Unspecified,BROOKLYN,40.64958300958872,-73.89331524759771,"{'latitude': '40.64958300958872', 'longitude': '-73.89331524759771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856828,2023-09-19T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,NEW LOTS AVENUE,NEW LOTS AVENUE,INTERSECTION,,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-20T12:00:00.000,05 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,DSNY Garage,,,,,
58860649,2023-09-19T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11692,603 BEACH   63 STREET,BEACH   63 STREET,ALMEDA AVENUE,HILLMEYER ROAD,,,ADDRESS,ARVERNE,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-21T12:00:00.000,14 QUEENS,4160230052,QUEENS,1041799,156979,PHONE,Unspecified,QUEENS,40.5973604987236,-73.79277114063844,"{'latitude': '40.5973604987236', 'longitude': '-73.79277114063844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58853867,2023-09-19T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,BUTLER PLACE,BUTLER PLACE,INTERSECTION,,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-21T12:00:00.000,10 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,
58860640,2023-09-19T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11208,294 ARLINGTON AVENUE,ARLINGTON AVENUE,LINWOOD STREET,ESSEX STREET,,,ADDRESS,BROOKLYN,,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-22T12:00:00.000,05 BROOKLYN,3039420002,BROOKLYN,1016505,187396,PHONE,Unspecified,BROOKLYN,40.6809767285044,-73.88370703972508,"{'latitude': '40.6809767285044', 'longitude': '-73.88370703972508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,DSNY Garage,,,,,
58868387,2023-09-19T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10467,3312 HULL AVENUE,HULL AVENUE,EAST 209 STREET,EAST GUN HILL ROAD,,,ADDRESS,BRONX,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-19T12:00:00.000,07 BRONX,2033520012,BRONX,1019042,258860,PHONE,Unspecified,BRONX,40.87711662867335,-73.87419003386975,"{'latitude': '40.87711662867335', 'longitude': '-73.87419003386975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858710,2023-09-19T12:00:00.000,2023-09-23T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11220,523 51 STREET,51 STREET,5 AVENUE,6 AVENUE,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-23T12:00:00.000,07 BROOKLYN,3007920056,BROOKLYN,981415,173956,PHONE,Unspecified,BROOKLYN,40.644145214146576,-74.01021573267658,"{'latitude': '40.644145214146576', 'longitude': '-74.01021573267658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
