unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,intersection_street_1,intersection_street_2,cross_street_1,cross_street_2,landmark,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,due_date,road_ramp
58922443,2023-09-25T10:38:50.000,2023-09-27T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,,10462,811 MORRIS PARK AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,Closed,"The City inspected the property for cleaning, but no graffiti was found.",2023-09-28T05:28:34.000,11 BRONX,2040540005,BRONX,1022382,247547,UNKNOWN,Unspecified,BRONX,40.846052094586085,-73.86217677621205,"{'latitude': '40.846052094586085', 'longitude': '-73.86217677621205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,N/A,,,,2023-10-25T10:58:19.000,
58920710,2023-09-25T10:38:47.000,2023-09-25T10:38:47.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10462,2320 ELLIS AVENUE,ELLIS AVENUE,ADDRESS,BRONX,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-25T10:38:47.000,09 BRONX,2038300018,BRONX,1026521,242862,MOBILE,Unspecified,BRONX,40.83317430819212,-73.8472464489677,"{'latitude': '40.83317430819212', 'longitude': '-73.8472464489677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,HAVEMEYER AVENUE,ZEREGA AVENUE,HAVEMEYER AVENUE,ZEREGA AVENUE,ELLIS AVENUE,,,,,,
58917912,2023-09-25T10:38:45.000,2023-10-03T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11414,160-34 87 STREET,87 STREET,ADDRESS,HOWARD BEACH,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-10-03T00:00:00.000,10 QUEENS,4140240026,QUEENS,1027284,178329,UNKNOWN,Unspecified,QUEENS,40.65604403376691,-73.8449021233121,"{'latitude': '40.65604403376691', 'longitude': '-73.8449021233121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58917635,2023-09-25T10:38:20.000,2023-09-26T21:00:37.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11209,6915 5 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-26T21:00:42.000,10 BROOKLYN,3058740009,BROOKLYN,978372,169907,UNKNOWN,Unspecified,BROOKLYN,40.63303007759044,-74.0211774517675,"{'latitude': '40.63303007759044', 'longitude': '-74.0211774517675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,BAY RIDGE AVENUE,OVINGTON AVENUE,BAY RIDGE AVENUE,OVINGTON AVENUE,5 AVENUE,,,,,,
58924604,2023-09-25T10:38:16.000,2023-09-25T11:07:10.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10025,COLUMBUS AVENUE,COLUMBUS AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T11:07:07.000,07 MANHATTAN,,MANHATTAN,993767,229085,PHONE,Unspecified,MANHATTAN,40.79545632865123,-73.9656281806636,"{'latitude': '40.79545632865123', 'longitude': '-73.9656281806636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,COLUMBUS AVENUE,WEST  100 STREET,COLUMBUS AVENUE,WEST  100 STREET,,,,,,,
58922252,2023-09-25T10:38:00.000,2023-09-25T12:15:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10466,4385 WICKHAM AVENUE,WICKHAM AVENUE,ADDRESS,BRONX,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-25T12:15:00.000,12 BRONX,2050510050,BRONX,1025647,266345,PHONE,Unspecified,BRONX,40.89763206265242,-73.85025973169954,"{'latitude': '40.89763206265242', 'longitude': '-73.85025973169954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,PITMAN AVE,NEREID AVE,,,,,,,
58921030,2023-09-25T10:37:17.000,2023-09-25T10:44:33.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11434,117-27 MARSDEN STREET,MARSDEN STREET,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T10:44:37.000,12 QUEENS,4123640153,QUEENS,1045533,188655,ONLINE,Unspecified,QUEENS,40.684279013571256,-73.7790376723124,"{'latitude': '40.684279013571256', 'longitude': '-73.7790376723124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,SMITH STREET,118 AVENUE,SMITH STREET,118 AVENUE,MARSDEN STREET,,,,,,
58919984,2023-09-25T10:37:07.000,2023-09-25T11:03:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10040,10 HILLSIDE AVENUE,HILLSIDE AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T11:03:37.000,12 MANHATTAN,1021710001,MANHATTAN,1003417,252237,ONLINE,Unspecified,MANHATTAN,40.85898628017349,-73.93070988513453,"{'latitude': '40.85898628017349', 'longitude': '-73.93070988513453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,BROADWAY,BOGARDUS PLACE,BROADWAY,BOGARDUS PLACE,HILLSIDE AVENUE,,,,,,
58920106,2023-09-25T10:37:06.000,2023-09-25T11:49:43.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10466,3947 BELL AVENUE,BELL AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T11:49:46.000,12 BRONX,2049630062,BRONX,1030069,263883,PHONE,Unspecified,BRONX,40.89085281193179,-73.83428145978125,"{'latitude': '40.89085281193179', 'longitude': '-73.83428145978125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,PRATT AVENUE,STRANG AVENUE,PRATT AVENUE,STRANG AVENUE,BELL AVENUE,,,,,,
58924549,2023-09-25T10:37:05.000,2023-09-25T13:01:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,275 FLATBUSH AVENUE EXTENSION,FLATBUSH AVENUE EXTENSION,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T13:01:28.000,02 BROOKLYN,3020620001,BROOKLYN,989073,191470,ONLINE,Unspecified,BROOKLYN,40.69221637864062,-73.9826081123795,"{'latitude': '40.69221637864062', 'longitude': '-73.9826081123795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,GOLD STREET,PRINCE STREET,GOLD STREET,PRINCE STREET,FLATBUSH AVENUE EXTENSION,,,,,,
58918132,2023-09-25T10:36:49.000,2023-10-02T13:49:33.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10304,280 PARKHILL AVENUE,PARKHILL AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,01 STATEN ISLAND,5029220001,STATEN ISLAND,961157,162425,PHONE,Unspecified,STATEN ISLAND,40.61246540873713,-74.08317460128792,"{'latitude': '40.61246540873713', 'longitude': '-74.08317460128792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58922650,2023-09-25T10:36:49.000,2023-10-02T13:49:33.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10304,280 PARKHILL AVENUE,PARKHILL AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,01 STATEN ISLAND,5029220001,STATEN ISLAND,961157,162425,PHONE,Unspecified,STATEN ISLAND,40.61246540873713,-74.08317460128792,"{'latitude': '40.61246540873713', 'longitude': '-74.08317460128792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58917035,2023-09-25T10:36:49.000,2023-10-02T13:49:33.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10304,280 PARKHILL AVENUE,PARKHILL AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,01 STATEN ISLAND,5029220001,STATEN ISLAND,961157,162425,PHONE,Unspecified,STATEN ISLAND,40.61246540873713,-74.08317460128792,"{'latitude': '40.61246540873713', 'longitude': '-74.08317460128792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58923785,2023-09-25T10:36:49.000,2023-10-02T13:49:33.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10304,280 PARKHILL AVENUE,PARKHILL AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,01 STATEN ISLAND,5029220001,STATEN ISLAND,961157,162425,PHONE,Unspecified,STATEN ISLAND,40.61246540873713,-74.08317460128792,"{'latitude': '40.61246540873713', 'longitude': '-74.08317460128792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58920521,2023-09-25T10:36:49.000,2023-10-02T13:49:33.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10304,280 PARKHILL AVENUE,PARKHILL AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,01 STATEN ISLAND,5029220001,STATEN ISLAND,961157,162425,PHONE,Unspecified,STATEN ISLAND,40.61246540873713,-74.08317460128792,"{'latitude': '40.61246540873713', 'longitude': '-74.08317460128792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58922055,2023-09-25T10:36:45.000,2023-09-25T10:46:29.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10018,429 WEST   36 STREET,WEST   36 STREET,ADDRESS,NEW YORK,Closed,The Police Department visited the location and no Encampment was found.,2023-09-25T10:46:32.000,04 MANHATTAN,1007340016,MANHATTAN,985109,214461,PHONE,Unspecified,MANHATTAN,40.755322372702146,-73.99689948483476,"{'latitude': '40.755322372702146', 'longitude': '-73.99689948483476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,DYER AVENUE UNDERPASS   31 ST,10 AVENUE,DYER AVENUE UNDERPASS   31 ST,10 AVENUE,WEST   36 STREET,,,,,,
58918196,2023-09-25T10:36:42.000,2023-09-26T19:28:14.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11221,1225 BUSHWICK AVENUE,BUSHWICK AVENUE,ADDRESS,BROOKLYN,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-26T00:00:00.000,04 BROOKLYN,3033950006,BROOKLYN,1007773,189880,ONLINE,Unspecified,BROOKLYN,40.68782225004939,-73.91518090940696,"{'latitude': '40.68782225004939', 'longitude': '-73.91518090940696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58919697,2023-09-25T10:36:29.000,,DPR,Department of Parks and Recreation,Uprooted Stump,Remove Stump,Street,11436,137-21 131 AVENUE,131 AVENUE,ADDRESS,JAMAICA,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.    Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.    For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.     To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-17T09:20:36.000,12 QUEENS,4120730420,QUEENS,1039598,183653,PHONE,Unspecified,QUEENS,40.67058879135257,-73.8004779426956,"{'latitude': '40.67058879135257', 'longitude': '-73.8004779426956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,VAN WYCK EXPRESSWAY,DEAD END,VAN WYCK EXPRESSWAY,DEAD END,131 AVENUE,,,,,,
58924695,2023-09-25T10:36:19.000,2023-09-25T11:22:45.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11214,2373 83 STREET,83 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T11:22:52.000,11 BROOKLYN,3068510047,BROOKLYN,987488,158392,ONLINE,Unspecified,BROOKLYN,40.60142514968231,-73.98833954938746,"{'latitude': '40.60142514968231', 'longitude': '-73.98833954938746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,23 AVENUE,24 AVENUE,23 AVENUE,24 AVENUE,83 STREET,,,,,,
58925068,2023-09-25T10:36:11.000,2023-10-20T06:57:47.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10009,41 AVENUE D,AVENUE D,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,03 MANHATTAN,1003740041,MANHATTAN,990407,202066,PHONE,Unspecified,MANHATTAN,40.721299068487355,-73.97778797839915,"{'latitude': '40.721299068487355', 'longitude': '-73.97778797839915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58920612,2023-09-25T10:36:11.000,2023-09-25T10:56:22.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11238,80 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T10:56:25.000,03 BROOKLYN,3019700013,BROOKLYN,995709,189490,ONLINE,Unspecified,BROOKLYN,40.68677563047879,-73.95868186082733,"{'latitude': '40.68677563047879', 'longitude': '-73.95868186082733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,CLASSON AVENUE,FRANKLIN AVENUE,CLASSON AVENUE,FRANKLIN AVENUE,LEXINGTON AVENUE,,,,,,
58924905,2023-09-25T10:36:07.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10455,550 EAST  147 STREET,EAST  147 STREET,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,01 BRONX,2022720119,BRONX,1008122,235472,ONLINE,Unspecified,BRONX,40.8129597594798,-73.9137606411693,"{'latitude': '40.8129597594798', 'longitude': '-73.9137606411693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58925121,2023-09-25T10:36:07.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10455,550 EAST  147 STREET,EAST  147 STREET,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,01 BRONX,2022720119,BRONX,1008122,235472,ONLINE,Unspecified,BRONX,40.8129597594798,-73.9137606411693,"{'latitude': '40.8129597594798', 'longitude': '-73.9137606411693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58924542,2023-09-25T10:36:05.000,2023-09-25T11:43:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,2-17 51 AVENUE,51 AVENUE,ADDRESS,LONG ISLAND CITY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T11:43:26.000,02 QUEENS,4000167501,QUEENS,995799,209907,MOBILE,Unspecified,QUEENS,40.742815290831494,-73.95832231786349,"{'latitude': '40.742815290831494', 'longitude': '-73.95832231786349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,2 STREET,5 STREET,2 STREET,5 STREET,51 AVENUE,,,,,,
58925117,2023-09-25T10:36:04.000,2023-10-12T06:57:39.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10458,2842 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,07 BRONX,2033040119,BRONX,1014344,256260,PHONE,Unspecified,BRONX,40.86999770252244,-73.89118994431134,"{'latitude': '40.86999770252244', 'longitude': '-73.89118994431134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58923864,2023-09-25T10:36:04.000,2023-09-26T08:10:57.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10019,340 WEST   55 STREET,WEST   55 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,04 MANHATTAN,1010450051,MANHATTAN,988292,218380,PHONE,Unspecified,MANHATTAN,40.766078139840566,-73.98540825813865,"{'latitude': '40.766078139840566', 'longitude': '-73.98540825813865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58923951,2023-09-25T10:36:04.000,2023-09-26T08:10:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10019,340 WEST   55 STREET,WEST   55 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,04 MANHATTAN,1010450051,MANHATTAN,988292,218380,PHONE,Unspecified,MANHATTAN,40.766078139840566,-73.98540825813865,"{'latitude': '40.766078139840566', 'longitude': '-73.98540825813865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58919650,2023-09-25T10:36:03.000,2023-09-26T15:37:35.000,TLC,Taxi and Limousine Commission,Lost Property,Other,Taxi,10013,368 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,See notes for information.,2023-09-26T15:37:36.000,01 MANHATTAN,1001720003,MANHATTAN,983328,200746,UNKNOWN,Unspecified,MANHATTAN,40.71767808075783,-74.00332603071006,"{'latitude': '40.71767808075783', 'longitude': '-74.00332603071006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,FRANKLIN STREET,WHITE STREET,FRANKLIN STREET,WHITE STREET,BROADWAY,,"368 BROADWAY, MANHATTAN (NEW YORK), NY, 10013",,,,
58917570,2023-09-25T10:35:38.000,2023-09-28T05:40:31.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10003,126 2 AVENUE,2 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-28T05:40:39.000,03 MANHATTAN,1004490005,MANHATTAN,987622,204636,PHONE,Unspecified,MANHATTAN,40.72835459469513,-73.98783386936478,"{'latitude': '40.72835459469513', 'longitude': '-73.98783386936478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,EAST    7 STREET,ST MARKS PLACE,EAST    7 STREET,ST MARKS PLACE,2 AVENUE,,,,,,
58920902,2023-09-25T10:35:34.000,2023-10-25T13:18:59.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10462,2158 STARLING AVENUE,STARLING AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation removed the items.,2023-10-07T14:41:30.000,09 BRONX,2039340046,BRONX,1024825,243973,ONLINE,Unspecified,BRONX,40.83623163287815,-73.85336850540659,"{'latitude': '40.83623163287815', 'longitude': '-73.85336850540659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,ODELL STREET,PURDY STREET,ODELL STREET,PURDY STREET,STARLING AVENUE,,,,,,
58921904,2023-09-25T10:35:29.000,2023-09-27T11:43:18.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Traffic Sign or Signal Blocked,Street,11218,600 19 STREET,19 STREET,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-27T11:43:24.000,07 BROOKLYN,3052610015,BROOKLYN,990056,177644,PHONE,Unspecified,BROOKLYN,40.65426652472217,-73.9790752935485,"{'latitude': '40.65426652472217', 'longitude': '-73.9790752935485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,11 AVENUE,SEELEY STREET,11 AVENUE,SEELEY STREET,19 STREET,,,,,,
58923340,2023-09-25T10:35:00.000,2023-09-25T13:31:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11378,70-05 CALDWELL AVENUE,CALDWELL AVENUE,ADDRESS,MASPETH,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-25T13:31:00.000,05 QUEENS,4028010136,QUEENS,1014493,203316,ONLINE,Unspecified,QUEENS,40.724680460504295,-73.8908896507814,"{'latitude': '40.724680460504295', 'longitude': '-73.8908896507814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,70 ST,71 ST,,N/A,,,,,
58923361,2023-09-25T10:35:00.000,2023-09-25T12:20:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Grating Missing (SA4),,11378,54-18 FLUSHING AVENUE,FLUSHING AVENUE,ADDRESS,MASPETH,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-25T12:20:00.000,05 QUEENS,4026350008,QUEENS,1008366,199871,PHONE,Unspecified,QUEENS,40.71524359536564,-73.91300689797515,"{'latitude': '40.71524359536564', 'longitude': '-73.91300689797515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,54 ST,54 PL,,,,,,,
58923366,2023-09-25T10:35:00.000,2023-09-25T11:25:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11216,853 PROSPECT PLACE,PROSPECT PLACE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-25T11:25:00.000,08 BROOKLYN,3012270055,BROOKLYN,998580,184919,PHONE,Unspecified,BROOKLYN,40.674225092522576,-73.94833951249696,"{'latitude': '40.674225092522576', 'longitude': '-73.94833951249696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,NOSTRAND AVE,NEW YORK AVE,,,,,,,
58923465,2023-09-25T10:34:52.000,2023-09-25T11:16:12.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11208,864 EUCLID AVENUE,EUCLID AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T11:16:20.000,05 BROOKLYN,3045050119,BROOKLYN,1020450,181828,PHONE,Unspecified,BROOKLYN,40.66567858155824,-73.8695135648926,"{'latitude': '40.66567858155824', 'longitude': '-73.8695135648926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,LORING AVENUE,STANLEY AVENUE,LORING AVENUE,STANLEY AVENUE,EUCLID AVENUE,,,,,,
58921976,2023-09-25T10:34:14.000,2023-09-29T13:12:33.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Park,10464,PELHAM BAY PARK,PELHAM BAY PARK,UNRECOGNIZED,BRONX,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-29T13:12:37.000,28 BRONX,2056500001,BRONX,1036955,255379,ONLINE,Unspecified,BRONX,40.86747358275403,-73.8094430998493,"{'latitude': '40.86747358275403', 'longitude': '-73.8094430998493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,PARK DRIVE,,PARK DRIVE,PELHAM BAY PARK,,,,,,
58921995,2023-09-25T10:34:11.000,2023-09-26T09:42:19.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,10472,STRATFORD AVENUE,STRATFORD AVENUE,INTERSECTION,,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-26T09:42:23.000,09 BRONX,,BRONX,1018879,240429,PHONE,Unspecified,BRONX,40.82652969734127,-73.87487465136581,"{'latitude': '40.82652969734127', 'longitude': '-73.87487465136581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,STRATFORD AVENUE,WATSON AVENUE,STRATFORD AVENUE,WATSON AVENUE,,,,,,,
58923889,2023-09-25T10:33:31.000,2023-09-28T17:41:15.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10031,3565 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,09 MANHATTAN,1020930029,MANHATTAN,998116,240653,PHONE,Unspecified,MANHATTAN,40.827201512663244,-73.94989733731555,"{'latitude': '40.827201512663244', 'longitude': '-73.94989733731555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
