unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,bridge_highway_name,bridge_highway_segment,latitude,longitude,location,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,bbl,facility_type,due_date,taxi_pick_up_location
58908056,2023-09-23T21:28:25.000,2023-09-23T21:46:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T21:46:22.000,07 MANHATTAN,MANHATTAN,989731,223657,ONLINE,Unspecified,MANHATTAN,,,40.780561348235594,-73.98020912090448,"{'latitude': '40.780561348235594', 'longitude': '-73.98020912090448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10023,AMSTERDAM AVENUE,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   75 STREET,AMSTERDAM AVENUE,WEST   75 STREET,INTERSECTION,,,,,,
58906904,2023-09-23T21:28:24.000,2023-09-23T21:33:27.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-23T21:33:32.000,07 BRONX,BRONX,1015093,257218,ONLINE,Unspecified,BRONX,,,40.872624531631075,-73.88847739843212,"{'latitude': '40.872624531631075', 'longitude': '-73.88847739843212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10468,36 BEDFORD PARK BOULEVARD,BEDFORD PARK BOULEVARD,VILLA AVENUE,GRAND CONCOURSE,VILLA AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,BEDFORD PARK BOULEVARD,2033200019,,,
58905635,2023-09-23T21:28:17.000,2023-09-23T22:06:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T22:07:00.000,09 QUEENS,QUEENS,1035823,191513,PHONE,Unspecified,QUEENS,,,40.692185452134225,-73.81402610986162,"{'latitude': '40.692185452134225', 'longitude': '-73.81402610986162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11419,101-44 133 STREET,133 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,133 STREET,4095000025,,,
58908662,2023-09-23T21:28:15.000,,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-23T00:00:00.000,08 BRONX,BRONX,1007224,263002,PHONE,Unspecified,BRONX,,,40.88852379576431,-73.91691039398899,"{'latitude': '40.88852379576431', 'longitude': '-73.91691039398899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10471,4455 DOUGLAS AVENUE,DOUGLAS AVENUE,,,,,ADDRESS,BRONX,,2059237501,,,
58908713,2023-09-23T21:28:14.000,2023-10-08T09:42:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,04 MANHATTAN,MANHATTAN,987125,216052,ONLINE,Unspecified,MANHATTAN,,,40.75968883580504,-73.98962215893343,"{'latitude': '40.75968883580504', 'longitude': '-73.98962215893343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10036,341 WEST   45 STREET,WEST   45 STREET,,,,,ADDRESS,NEW YORK,,1010360010,,,
58909183,2023-09-23T21:28:10.000,2023-09-26T07:51:53.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-26T00:00:00.000,08 BRONX,BRONX,1010481,259922,ONLINE,Unspecified,BRONX,,,40.880061083454045,-73.90514293848292,"{'latitude': '40.880061083454045', 'longitude': '-73.90514293848292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10463,3135 GODWIN TERRACE,GODWIN TERRACE,,,,,ADDRESS,BRONX,,2057070020,,,
58906702,2023-09-23T21:28:00.000,2023-09-23T23:22:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T23:22:09.000,09 QUEENS,QUEENS,1021728,188578,MOBILE,Unspecified,QUEENS,,,40.68420047240476,-73.86486936237287,"{'latitude': '40.68420047240476', 'longitude': '-73.86486936237287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11421,93-20 75 STREET,75 STREET,93 AVENUE,ATLANTIC AVENUE,93 AVENUE,ATLANTIC AVENUE,ADDRESS,WOODHAVEN,75 STREET,4089410152,,,
58908064,2023-09-23T21:27:35.000,2023-09-23T21:58:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T21:58:45.000,12 BRONX,BRONX,1023584,264564,ONLINE,Unspecified,BRONX,,,40.892753229006566,-73.8577324168085,"{'latitude': '40.892753229006566', 'longitude': '-73.8577324168085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10466,EAST  232 STREET,EAST  232 STREET,EAST  232 STREET,WHITE PLAINS ROAD,EAST  232 STREET,WHITE PLAINS ROAD,INTERSECTION,,,,,,
58908562,2023-09-23T21:27:34.000,2023-09-23T21:59:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:59:10.000,10 MANHATTAN,MANHATTAN,998731,231801,MOBILE,Unspecified,MANHATTAN,,,40.80290426623373,-73.94769422871131,"{'latitude': '40.80290426623373', 'longitude': '-73.94769422871131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10026,71 WEST  118 STREET,WEST  118 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  118 STREET,1017170010,,,
58908488,2023-09-23T21:27:31.000,2023-09-23T21:32:56.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T21:33:00.000,01 STATEN ISLAND,STATEN ISLAND,953809,168808,MOBILE,Unspecified,STATEN ISLAND,,,40.62996320180048,-74.10966882386774,"{'latitude': '40.62996320180048', 'longitude': '-74.10966882386774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10310,616 FOREST AVENUE,FOREST AVENUE,PELTON AVENUE,OAKLAND AVENUE,PELTON AVENUE,OAKLAND AVENUE,ADDRESS,STATEN ISLAND,FOREST AVENUE,5002850001,,,
58906808,2023-09-23T21:27:04.000,2023-09-23T22:04:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T22:04:35.000,04 MANHATTAN,MANHATTAN,983291,213884,MOBILE,Unspecified,MANHATTAN,,,40.753738644046045,-74.00346137759195,"{'latitude': '40.753738644046045', 'longitude': '-74.00346137759195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10001,15 HUDSON YARDS,HUDSON YARDS,HIGH LINE,WEST   33 STREET,HIGH LINE,WEST   33 STREET,ADDRESS,NEW YORK,HUDSON YARDS,1007027502,,,
58907423,2023-09-23T21:26:58.000,2023-09-23T21:38:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T21:38:10.000,13 QUEENS,QUEENS,1058895,203648,ONLINE,Unspecified,QUEENS,,,40.725328475527846,-73.73069365018624,"{'latitude': '40.725328475527846', 'longitude': '-73.73069365018624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11426,EDMORE AVENUE,EDMORE AVENUE,EDMORE AVENUE,GETTYSBURG STREET,EDMORE AVENUE,GETTYSBURG STREET,INTERSECTION,,,,,,
58906242,2023-09-23T21:26:51.000,2023-09-23T21:33:01.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:33:05.000,17 BROOKLYN,BROOKLYN,998289,175857,PHONE,Unspecified,BROOKLYN,,,40.64935237424807,-73.94940745255622,"{'latitude': '40.64935237424807', 'longitude': '-73.94940745255622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11226,1511 NOSTRAND AVENUE,NOSTRAND AVENUE,ERASMUS STREET,SNYDER AVENUE,ERASMUS STREET,SNYDER AVENUE,ADDRESS,BROOKLYN,NOSTRAND AVENUE,3048840044,,,
58907289,2023-09-23T21:26:46.000,2023-09-23T22:07:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T22:08:02.000,11 QUEENS,QUEENS,1056828,212998,PHONE,Unspecified,QUEENS,,,40.75100899505932,-73.73805011127223,"{'latitude': '40.75100899505932', 'longitude': '-73.73805011127223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11362,240-29 68 AVENUE,68 AVENUE,DOUGLASTON PARKWAY,242 STREET,DOUGLASTON PARKWAY,242 STREET,ADDRESS,LITTLE NECK,68 AVENUE,4082907501,,,
58909476,2023-09-23T21:26:21.000,2023-09-23T22:39:50.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T22:39:56.000,10 BROOKLYN,BROOKLYN,981145,167717,ONLINE,Unspecified,BROOKLYN,,,40.62702039594853,-74.0111857887567,"{'latitude': '40.62702039594853', 'longitude': '-74.0111857887567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11228,7007 10 AVENUE,10 AVENUE,70 STREET,71 STREET,70 STREET,71 STREET,ADDRESS,BROOKLYN,10 AVENUE,3058980008,,,
58907905,2023-09-23T21:25:42.000,2023-09-23T21:57:22.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:57:25.000,08 MANHATTAN,MANHATTAN,996319,220917,ONLINE,Unspecified,MANHATTAN,,,40.77303422968557,-73.95642599348551,"{'latitude': '40.77303422968557', 'longitude': '-73.95642599348551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10075,265 EAST   78 STREET,EAST   78 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   78 STREET,1014330022,,,
58906323,2023-09-23T21:25:21.000,2023-09-23T21:56:34.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T21:56:37.000,02 BRONX,BRONX,1016273,234580,ONLINE,Unspecified,BRONX,,,40.81048568411761,-73.8843188385326,"{'latitude': '40.81048568411761', 'longitude': '-73.8843188385326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10474,1320 OAK POINT AVENUE,OAK POINT AVENUE,BRYANT AVENUE,LONGFELLOW AVENUE,BRYANT AVENUE,LONGFELLOW AVENUE,ADDRESS,BRONX,OAK POINT AVENUE,2027720121,,,
58909446,2023-09-23T21:25:16.000,2023-09-23T22:38:11.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T22:38:16.000,08 BRONX,BRONX,1011548,270994,ONLINE,Unspecified,BRONX,,,40.910446943461,-73.90123929381487,"{'latitude': '40.910446943461', 'longitude': '-73.90123929381487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10471,6137 LIEBIG AVENUE,LIEBIG AVENUE,WEST  261 STREET,WEST  263 STREET,WEST  261 STREET,WEST  263 STREET,ADDRESS,BRONX,LIEBIG AVENUE,2058861295,,,
58906201,2023-09-23T21:25:11.000,2023-09-24T00:24:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T00:24:35.000,03 STATEN ISLAND,STATEN ISLAND,915406,126486,MOBILE,Unspecified,STATEN ISLAND,,,40.51358285443266,-74.24759060384228,"{'latitude': '40.51358285443266', 'longitude': '-74.24759060384228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10307,5363 ARTHUR KILL ROAD,ARTHUR KILL ROAD,GIRARD STREET,JOHNSON AVENUE,GIRARD STREET,JOHNSON AVENUE,ADDRESS,STATEN ISLAND,ARTHUR KILL ROAD,5079990018,,,
58908946,2023-09-23T21:25:07.000,2023-09-23T23:38:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T23:38:36.000,02 BROOKLYN,BROOKLYN,988307,195168,MOBILE,Unspecified,BROOKLYN,,,40.70236691217163,-73.98536810464347,"{'latitude': '40.70236691217163', 'longitude': '-73.98536810464347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11201,180 FRONT STREET,FRONT STREET,JAY STREET,BRIDGE STREET,JAY STREET,BRIDGE STREET,ADDRESS,BROOKLYN,FRONT STREET,3000547501,,,
58908575,2023-09-23T21:24:51.000,2023-09-23T21:48:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:48:42.000,09 QUEENS,QUEENS,1025091,187361,MOBILE,Unspecified,QUEENS,,,40.680845210736464,-73.85275113113121,"{'latitude': '40.680845210736464', 'longitude': '-73.85275113113121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11416,86-11 102 ROAD,102 ROAD,86 STREET,88 STREET,86 STREET,88 STREET,ADDRESS,OZONE PARK,102 ROAD,4090880034,,,
58908031,2023-09-23T21:24:19.000,2023-09-23T21:46:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T21:46:30.000,10 MANHATTAN,MANHATTAN,1001592,238365,ONLINE,Unspecified,MANHATTAN,,,40.82091546264375,-73.93734326218535,"{'latitude': '40.82091546264375', 'longitude': '-73.93734326218535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10039,137 WEST  145 STREET,WEST  145 STREET,ESPLANADE GARDENS PLAZA,ADAM CLAYTON POWELL JR BOULEVARD,ESPLANADE GARDENS PLAZA,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  145 STREET,1020140018,,,
58905710,2023-09-23T21:24:12.000,2023-09-24T00:33:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:33:37.000,07 QUEENS,QUEENS,1036540,208713,ONLINE,Unspecified,QUEENS,,,40.73939101758732,-73.81130698780312,"{'latitude': '40.73939101758732', 'longitude': '-73.81130698780312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11355,59-46 157 STREET,157 STREET,59 AVENUE,HORACE HARDING EXPRESSWAY,59 AVENUE,HORACE HARDING EXPRESSWAY,ADDRESS,FLUSHING,157 STREET,4067340061,,,
58905739,2023-09-23T21:24:00.000,2023-09-23T21:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-23T21:30:00.000,03 BROOKLYN,BROOKLYN,996939,188861,UNKNOWN,Unspecified,BROOKLYN,,,40.68504749172531,-73.95424798978414,"{'latitude': '40.68504749172531', 'longitude': '-73.95424798978414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11216,,,,,BEDFORD AVENUE,MONROE STREET,INTERSECTION,BROOKLYN,,,N/A,,
58908590,2023-09-23T21:23:57.000,2023-09-23T21:58:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:58:16.000,08 MANHATTAN,MANHATTAN,999518,223748,ONLINE,Unspecified,MANHATTAN,,,40.780799631416215,-73.94486987032776,"{'latitude': '40.780799631416215', 'longitude': '-73.94486987032776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10128,419 EAST   93 STREET,EAST   93 STREET,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,ADDRESS,NEW YORK,EAST   93 STREET,1015730001,,,
58908365,2023-09-23T21:23:54.000,2023-09-24T01:08:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T01:08:47.000,08 QUEENS,QUEENS,1046434,200003,ONLINE,Unspecified,QUEENS,,,40.715420235975216,-73.77568425876014,"{'latitude': '40.715420235975216', 'longitude': '-73.77568425876014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11432,187-03 WEXFORD TERRACE,WEXFORD TERRACE,CHELSEA STREET,87 DRIVE,CHELSEA STREET,87 DRIVE,ADDRESS,JAMAICA,WEXFORD TERRACE,4099610026,,,
58908287,2023-09-23T21:23:51.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-24T01:06:07.000,06 MANHATTAN,MANHATTAN,989889,207913,PHONE,Unspecified,MANHATTAN,,,40.73734799961051,-73.97965181761771,"{'latitude': '40.73734799961051', 'longitude': '-73.97965181761771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10010,348 EAST   23 STREET,EAST   23 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   23 STREET,1009287505,,,
58905804,2023-09-23T21:23:21.000,2023-09-23T21:50:01.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T21:50:05.000,03 BRONX,BRONX,1010561,243449,ONLINE,Unspecified,BRONX,,,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,2029010001,,,
58914230,2023-09-23T21:23:04.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-02T00:00:00.000,08 MANHATTAN,MANHATTAN,994504,218860,UNKNOWN,Unspecified,MANHATTAN,,,40.767390592683334,-73.96298202044028,"{'latitude': '40.767390592683334', 'longitude': '-73.96298202044028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10065,168 EAST   68 STREET,EAST   68 STREET,,,,,ADDRESS,NEW YORK,,1014020041,N/A,,
58906187,2023-09-23T21:23:00.000,2023-09-28T09:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-28T09:00:00.000,01 QUEENS,QUEENS,1005511,215374,ONLINE,Unspecified,QUEENS,,,40.757802804027996,-73.92325667507731,"{'latitude': '40.757802804027996', 'longitude': '-73.92325667507731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11106,,,,,34 AVENUE,36 STREET,INTERSECTION,QUEENS,,,,,
58908385,2023-09-23T21:23:00.000,2023-09-23T21:54:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:54:27.000,01 QUEENS,QUEENS,1007282,215765,ONLINE,Unspecified,QUEENS,,,40.75887156258716,-73.91686276939042,"{'latitude': '40.75887156258716', 'longitude': '-73.91686276939042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11103,31-81 42 STREET,42 STREET,31 AVENUE,BROADWAY,31 AVENUE,BROADWAY,ADDRESS,ASTORIA,42 STREET,4006920009,,,
58908505,2023-09-23T21:22:49.000,2023-09-23T21:38:52.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:38:55.000,09 BROOKLYN,BROOKLYN,1003904,182546,ONLINE,Unspecified,BROOKLYN,,,40.66770152165978,-73.92915310753094,"{'latitude': '40.66770152165978', 'longitude': '-73.92915310753094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11213,1776 UNION STREET,UNION STREET,UTICA AVENUE,ROCHESTER AVENUE,UTICA AVENUE,ROCHESTER AVENUE,ADDRESS,BROOKLYN,UNION STREET,3014030040,,,
58906220,2023-09-23T21:22:47.000,2023-09-23T22:01:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:01:30.000,12 MANHATTAN,MANHATTAN,1001018,248745,MOBILE,Unspecified,MANHATTAN,,,40.849406665166946,-73.93939117810561,"{'latitude': '40.849406665166946', 'longitude': '-73.93939117810561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10033,801 WEST  179 STREET,WEST  179 STREET,FORT WASHINGTON AVENUE,PINEHURST AVENUE,FORT WASHINGTON AVENUE,PINEHURST AVENUE,ADDRESS,NEW YORK,WEST  179 STREET,1021770156,,,
58907350,2023-09-23T21:21:38.000,2023-09-23T21:33:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:33:32.000,12 BROOKLYN,BROOKLYN,990490,169742,MOBILE,Unspecified,BROOKLYN,,,40.63257693995511,-73.97751847534747,"{'latitude': '40.63257693995511', 'longitude': '-73.97751847534747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11218,870 MCDONALD AVENUE,MCDONALD AVENUE,AVENUE F,18 AVENUE,AVENUE F,18 AVENUE,ADDRESS,BROOKLYN,MCDONALD AVENUE,3054070015,,,
58906905,2023-09-23T21:21:29.000,2023-09-23T21:45:29.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:45:32.000,10 BROOKLYN,BROOKLYN,976143,163892,ONLINE,Unspecified,BROOKLYN,,,40.61651840438095,-74.02920094164018,"{'latitude': '40.61651840438095', 'longitude': '-74.02920094164018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11209,208 GELSTON AVENUE,GELSTON AVENUE,92 STREET,94 STREET,92 STREET,94 STREET,ADDRESS,BROOKLYN,GELSTON AVENUE,3061090049,,,
58906630,2023-09-23T21:21:23.000,2023-10-03T18:09:15.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,Closed,"The Department of Transportation has inspected the location within the last six months and has either notified or will notify the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-03T18:09:19.000,13 BROOKLYN,BROOKLYN,989603,148964,MOBILE,Unspecified,BROOKLYN,,,40.5755461470636,-73.98073063360383,"{'latitude': '40.5755461470636', 'longitude': '-73.98073063360383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11224,1232 SURF AVENUE,SURF AVENUE,HENDERSON WALK,STILLWELL AVENUE,HENDERSON WALK,STILLWELL AVENUE,ADDRESS,BROOKLYN,SURF AVENUE,3086940414,,,
58908294,2023-09-23T21:21:22.000,2023-10-14T13:18:53.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,Closed,The Department of Sanitation cleaned the location.,2023-09-25T20:47:09.000,06 MANHATTAN,MANHATTAN,989889,207913,PHONE,Unspecified,MANHATTAN,,,40.73734799961051,-73.97965181761771,"{'latitude': '40.73734799961051', 'longitude': '-73.97965181761771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10010,348 EAST   23 STREET,EAST   23 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   23 STREET,1009287505,,,
58907915,2023-09-23T21:21:16.000,2023-09-23T21:41:40.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T21:41:45.000,03 MANHATTAN,MANHATTAN,990083,205174,ONLINE,Unspecified,MANHATTAN,,,40.72982999272403,-73.97895414838099,"{'latitude': '40.72982999272403', 'longitude': '-73.97895414838099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10009,524 EAST   14 STREET,EAST   14 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST   14 STREET,1004077504,,,
58909111,2023-09-23T21:20:26.000,2023-09-23T21:47:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T21:47:37.000,08 MANHATTAN,MANHATTAN,994346,221402,ONLINE,Unspecified,MANHATTAN,,,40.77436790116628,-73.96354859766356,"{'latitude': '40.77436790116628', 'longitude': '-73.96354859766356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10021,EAST   76 STREET,EAST   76 STREET,EAST   76 STREET,MADISON AVENUE,EAST   76 STREET,MADISON AVENUE,INTERSECTION,,,,,,
