unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough
58846687,2023-09-18T14:22:21.000,2023-09-18T15:07:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11210,685 EAST   22 STREET,EAST   22 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T15:07:37.000,14 BROOKLYN,3052220002,BROOKLYN,996382,170919,MOBILE,Unspecified,BROOKLYN,40.63580144456758,-73.95628861466949,"{'latitude': '40.63580144456758', 'longitude': '-73.95628861466949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,EAST   22 STREET,,,,,,
58848781,2023-09-18T14:22:09.000,2023-09-18T15:10:31.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,11205,2 PARK AVENUE,PARK AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T15:10:35.000,02 BROOKLYN,,BROOKLYN,989818,192917,MOBILE,Unspecified,BROOKLYN,40.69618762099756,-73.97992042327036,"{'latitude': '40.69618762099756', 'longitude': '-73.97992042327036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,NAVY STREET,MONUMENT WALK,NAVY STREET,MONUMENT WALK,PARK AVENUE,,,,,,
58848838,2023-09-18T14:22:00.000,2023-10-25T00:01:21.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Locksmith,11101,11-50 44 DRIVE,44 DRIVE,ADDRESS,LONG ISLAND CITY,,Closed,The Department of Consumer and Worker Protection (DCWP) finished reviewing your complaint. DCWP will contact you directly to report its status.,2023-10-25T00:01:28.000,02 QUEENS,,QUEENS,998303,211967,ONLINE,Unspecified,QUEENS,40.74846584910902,-73.94928165590004,"{'latitude': '40.74846584910902', 'longitude': '-73.94928165590004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Business,11 STREET,21 STREET,11 STREET,21 STREET,44 DRIVE,,,,,,
58857687,2023-09-18T14:21:58.000,2023-09-19T11:25:00.000,DOT,Department of Transportation,Street Condition,Pothole,11207,1803 BROADWAY,BROADWAY,ADDRESS,BROOKLYN,N/A,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-19T11:25:00.000,04 BROOKLYN,3034560001,BROOKLYN,1009611,187702,UNKNOWN,Unspecified,BROOKLYN,40.68183906508623,-73.90856166259142,"{'latitude': '40.68183906508623', 'longitude': '-73.90856166259142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,GRANITE STREET,MOTHER GASTON BOULEVARD,,,,,,,,,
58852937,2023-09-18T14:21:52.000,2023-09-18T14:37:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11215,579 5 STREET,5 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T14:37:27.000,06 BROOKLYN,3010830061,BROOKLYN,990926,182489,ONLINE,Unspecified,BROOKLYN,40.66756436749075,-73.975935034296,"{'latitude': '40.66756436749075', 'longitude': '-73.975935034296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,8 AVENUE,PROSPECT PARK WEST,8 AVENUE,PROSPECT PARK WEST,5 STREET,,,,,,
58846183,2023-09-18T14:21:27.000,2023-10-23T11:11:04.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,11233,338 HOWARD AVENUE,HOWARD AVENUE,ADDRESS,BROOKLYN,,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-23T11:11:08.000,16 BROOKLYN,3014380024,BROOKLYN,1006627,185554,PHONE,Unspecified,BROOKLYN,40.67595134052661,-73.91932751240661,"{'latitude': '40.67595134052661', 'longitude': '-73.91932751240661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,PACIFIC STREET,DEAN STREET,PACIFIC STREET,DEAN STREET,HOWARD AVENUE,,,,,,
58851164,2023-09-18T14:21:14.000,2023-09-29T11:33:22.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,11416,80-05 101 AVENUE,101 AVENUE,ADDRESS,OZONE PARK,,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T07:31:14.000,09 QUEENS,4090510040,QUEENS,1023479,187306,UNKNOWN,Unspecified,QUEENS,40.68070153924068,-73.85856337451224,"{'latitude': '40.68070153924068', 'longitude': '-73.85856337451224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,80 STREET,81 STREET,80 STREET,81 STREET,101 AVENUE,,,,,,
58854904,2023-09-18T14:21:11.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Affecting Sewer or Foundation,10312,351 STAFFORD AVENUE,STAFFORD AVENUE,ADDRESS,STATEN ISLAND,,In Progress,,,03 STATEN ISLAND,5063040050,STATEN ISLAND,931367,137675,PHONE,Unspecified,STATEN ISLAND,40.544403982713504,-74.19027606961772,"{'latitude': '40.544403982713504', 'longitude': '-74.19027606961772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,HEENAN AVENUE,DELMAR AVENUE,HEENAN AVENUE,DELMAR AVENUE,STAFFORD AVENUE,,,,,,
58849382,2023-09-18T14:21:10.000,2023-09-18T14:21:10.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,11236,1659 RALPH AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-18T00:00:00.000,18 BROOKLYN,3079817501,BROOKLYN,1006717,171157,UNKNOWN,Unspecified,BROOKLYN,40.63643451882578,-73.91905101302935,"{'latitude': '40.63643451882578', 'longitude': '-73.91905101302935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58847533,2023-09-18T14:21:07.000,2023-09-18T15:43:01.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Sewage Odor,11231,273 SACKETT STREET,SACKETT STREET,ADDRESS,BROOKLYN,,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-18T15:43:01.000,06 BROOKLYN,3003330051,BROOKLYN,985206,188242,ONLINE,Unspecified,BROOKLYN,40.683357521797156,-73.99655309233798,"{'latitude': '40.683357521797156', 'longitude': '-73.99655309233798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1-2 Family Dwelling,CLINTON STREET,COURT STREET,CLINTON STREET,COURT STREET,SACKETT STREET,,,,,,
58865413,2023-09-18T14:21:04.000,2023-09-19T11:19:00.000,DOT,Department of Transportation,Street Condition,Pothole,11207,1751 BROADWAY,BROADWAY,ADDRESS,BROOKLYN,N/A,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-19T11:19:00.000,04 BROOKLYN,3034440005,BROOKLYN,1009097,188087,UNKNOWN,Unspecified,BROOKLYN,40.682897259663314,-73.91041345349474,"{'latitude': '40.682897259663314', 'longitude': '-73.91041345349474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,CHAUNCEY STREET,MOFFAT STREET,,,,,,,,,
58846746,2023-09-18T14:21:04.000,2023-11-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Posted Notice Or Order Removed/Tampered With,11217,716 SACKETT STREET,SACKETT STREET,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-11-21T00:00:00.000,06 BROOKLYN,3009520025,BROOKLYN,989528,186072,UNKNOWN,Unspecified,BROOKLYN,40.67739984238101,-73.98097159669663,"{'latitude': '40.67739984238101', 'longitude': '-73.98097159669663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58852698,2023-09-18T14:21:00.000,2023-09-30T06:45:09.000,DSNY,Department of Sanitation,Dead Animal,Other,10464,1 CITY ISLAND ROAD,CITY ISLAND ROAD,ADDRESS,BRONX,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T05:45:32.000,28 BRONX,2056500001,BRONX,1036651,253918,PHONE,Unspecified,BRONX,40.863465400210515,-73.81055364379239,"{'latitude': '40.863465400210515', 'longitude': '-73.81055364379239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,CITY ISLAND CIRCLE,SHORE ROAD,CITY ISLAND CIRCLE,SHORE ROAD,CITY ISLAND ROAD,,,,,,
58848877,2023-09-18T14:20:57.000,2023-09-28T16:28:13.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,10455,737 MELROSE AVENUE,MELROSE AVENUE,ADDRESS,BRONX,,Closed,The Department of Sanitation cleaned the location.,2023-09-19T09:48:07.000,01 BRONX,2024020017,BRONX,1007592,238302,ONLINE,Unspecified,BRONX,40.820728728287364,-73.91566546123438,"{'latitude': '40.820728728287364', 'longitude': '-73.91566546123438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,EAST  155 STREET,EAST  156 STREET,EAST  155 STREET,EAST  156 STREET,MELROSE AVENUE,,,,,,
58853670,2023-09-18T14:20:56.000,2023-09-29T12:34:23.000,DOHMH,Department of Health and Mental Hygiene,Indoor Sewage,Sewage Leak,11226,18 FAIRVIEW PLACE,FAIRVIEW PLACE,ADDRESS,BROOKLYN,,Closed,The Department of Health and Mental Hygiene has investigated the complaint and issued a violation. The agency will continue to monitor.,2023-09-29T12:34:31.000,17 BROOKLYN,3048690022,BROOKLYN,998503,176529,ONLINE,Unspecified,BROOKLYN,40.65119652614386,-73.94863483780388,"{'latitude': '40.65119652614386', 'longitude': '-73.94863483780388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apt. Building,MARTENSE STREET,CHURCH AVENUE,MARTENSE STREET,CHURCH AVENUE,FAIRVIEW PLACE,,,,,,
58855265,2023-09-18T14:20:54.000,2023-09-21T10:56:38.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,"Smoking, Cigar, or Vape Store",11221,668 BUSHWICK AVENUE,BUSHWICK AVENUE,ADDRESS,BROOKLYN,,Closed,"The Department of Consumer and Worker Protection (DCWP) closed your NYC311 Service Request.   DCWP couldn't take action on your complaint because it didn't include important details, such as your contact information or the business's name or location.  If you would like to pursue this complaint, you can file a new NYC311 Service Request. Please provide more information about the complaint so DCWP can help you.",2023-09-21T10:55:42.000,04 BROOKLYN,3031940024,BROOKLYN,1003075,193299,PHONE,Unspecified,BROOKLYN,40.69721785134117,-73.93211136718696,"{'latitude': '40.69721785134117', 'longitude': '-73.93211136718696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Business,MYRTLE AVENUE,WILLOUGHBY AVENUE,MYRTLE AVENUE,WILLOUGHBY AVENUE,BUSHWICK AVENUE,,,,,,
58853115,2023-09-18T14:20:49.000,2023-09-18T15:21:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11214,2772 BATH AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T15:21:25.000,13 BROOKLYN,3069020044,BROOKLYN,988491,154439,MOBILE,Unspecified,BROOKLYN,40.59057453838484,-73.98473010012343,"{'latitude': '40.59057453838484', 'longitude': '-73.98473010012343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BAY   47 STREET,28 AVENUE,BAY   47 STREET,28 AVENUE,BATH AVENUE,,,,,,
58854788,2023-09-18T14:20:44.000,2023-09-18T14:20:44.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,10452,1027 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-18T00:00:00.000,04 BRONX,2024770021,BRONX,1005828,241946,UNKNOWN,Unspecified,BRONX,40.83073495266584,-73.92202706239397,"{'latitude': '40.83073495266584', 'longitude': '-73.92202706239397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58850384,2023-09-18T14:20:44.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Adult Establishment,10001,5 WEST   30 STREET,WEST   30 STREET,ADDRESS,NEW YORK,,Closed,The Department of Buildings reviewed this complaint and referred it to the New York Police Department for further action.,2023-09-25T00:00:00.000,05 MANHATTAN,1008320036,MANHATTAN,987892,211111,UNKNOWN,Unspecified,MANHATTAN,40.74612676069968,-73.98685620763216,"{'latitude': '40.74612676069968', 'longitude': '-73.98685620763216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58846371,2023-09-18T14:20:43.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,11221,215 LEWIS AVENUE,LEWIS AVENUE,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T00:00:00.000,03 BROOKLYN,3016250006,BROOKLYN,1001931,190314,UNKNOWN,Unspecified,BROOKLYN,40.689027078454,-73.9362448098935,"{'latitude': '40.689027078454', 'longitude': '-73.9362448098935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58852329,2023-09-18T14:20:42.000,2023-09-18T15:08:18.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11434,153-20 120 AVENUE,120 AVENUE,ADDRESS,JAMAICA,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-18T15:08:22.000,12 QUEENS,4122150015,QUEENS,1042882,186505,PHONE,Unspecified,QUEENS,40.67839572688424,-73.78861480161805,"{'latitude': '40.67839572688424', 'longitude': '-73.78861480161805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,153 STREET,155 STREET,153 STREET,155 STREET,120 AVENUE,,,,,,
58867397,2023-09-18T14:20:23.000,2023-09-19T11:13:00.000,DOT,Department of Transportation,Street Condition,Pothole,11237,1034 WYCKOFF AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,N/A,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-19T11:13:00.000,04 BROOKLYN,,BROOKLYN,1010727,192803,UNKNOWN,Unspecified,BROOKLYN,40.695836861728544,-73.90451791366552,"{'latitude': '40.695836861728544', 'longitude': '-73.90451791366552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,ELDERT STREET,GEORGE STREET,,,,,,,,,
58848063,2023-09-18T14:20:19.000,2023-09-18T14:44:39.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,10306,2800 AMBOY ROAD,AMBOY ROAD,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T14:44:44.000,02 STATEN ISLAND,5043390023,STATEN ISLAND,949582,146609,PHONE,Unspecified,STATEN ISLAND,40.56901597240399,-74.12478335693385,"{'latitude': '40.56901597240399', 'longitude': '-74.12478335693385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,MOBILE AVENUE,TYSENS LANE,MOBILE AVENUE,TYSENS LANE,AMBOY ROAD,,,,,,
58850498,2023-09-18T14:20:16.000,2023-09-18T16:08:51.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11354,37-22 UNION STREET,UNION STREET,ADDRESS,FLUSHING,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T16:08:56.000,07 QUEENS,4049780046,QUEENS,1032061,217007,MOBILE,Unspecified,QUEENS,40.76218125564436,-73.82741083602468,"{'latitude': '40.76218125564436', 'longitude': '-73.82741083602468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,37 AVENUE,38 AVENUE,37 AVENUE,38 AVENUE,UNION STREET,,,,,,
58855157,2023-09-18T14:20:07.000,2023-09-18T14:55:20.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,10033,565 WEST  186 STREET,WEST  186 STREET,ADDRESS,NEW YORK,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T14:55:25.000,12 MANHATTAN,,MANHATTAN,1003409,249719,PHONE,Unspecified,MANHATTAN,40.852075141394614,-73.93074600230901,"{'latitude': '40.852075141394614', 'longitude': '-73.93074600230901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,WEST  186 STREET,,,,,,
58850818,2023-09-18T14:20:06.000,2023-09-22T00:11:32.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,10456,1261 FINDLAY AVENUE,FINDLAY AVENUE,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,04 BRONX,2024360031,BRONX,1008708,243151,PHONE,Unspecified,BRONX,40.83403482359001,-73.91161568420941,"{'latitude': '40.83403482359001', 'longitude': '-73.91161568420941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,
58854721,2023-09-18T14:20:05.000,2023-10-14T14:29:18.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,10039,2541 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-14T00:00:00.000,10 MANHATTAN,1020160050,MANHATTAN,1001396,239133,ONLINE,Unspecified,MANHATTAN,40.82302378752941,-73.93804944859909,"{'latitude': '40.82302378752941', 'longitude': '-73.93804944859909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,
58851387,2023-09-18T14:20:02.000,2023-09-19T08:43:33.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,10014,19 GREENWICH AVENUE,GREENWICH AVENUE,ADDRESS,NEW YORK,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer.""",2023-09-19T08:43:30.000,02 MANHATTAN,1006100054,MANHATTAN,984277,206886,ONLINE,Unspecified,MANHATTAN,40.734530935772995,-73.9999025753339,"{'latitude': '40.734530935772995', 'longitude': '-73.9999025753339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,CHRISTOPHER STREET,WEST   10 STREET,CHRISTOPHER STREET,WEST   10 STREET,GREENWICH AVENUE,,,,,,
58845267,2023-09-18T14:20:00.000,2023-09-18T16:50:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11237,341 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-18T16:50:00.000,04 BROOKLYN,3032470006,BROOKLYN,1005831,194676,ONLINE,Unspecified,BROOKLYN,40.700991101756806,-73.9221679918267,"{'latitude': '40.700991101756806', 'longitude': '-73.9221679918267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,DE KALB AVE,STOCKHOLM ST,,,,,,,,,
58850335,2023-09-18T14:20:00.000,2023-09-19T11:16:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),10014,130 BARROW STREET,BARROW STREET,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-19T11:16:00.000,02 MANHATTAN,1006047501,MANHATTAN,981679,205937,ONLINE,Unspecified,MANHATTAN,40.73192579045049,-74.00927663053442,"{'latitude': '40.73192579045049', 'longitude': '-74.00927663053442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,WASHINGTON ST,WEST ST,,,,,,,,,
58850360,2023-09-18T14:20:00.000,2023-09-18T17:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11206,204 JEFFERSON STREET,JEFFERSON STREET,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-18T17:30:00.000,04 BROOKLYN,3031730028,BROOKLYN,1003994,194938,PHONE,Unspecified,BROOKLYN,40.70171451954295,-73.92879237236949,"{'latitude': '40.70171451954295', 'longitude': '-73.92879237236949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,CENTRAL AVE,WILSON AVE,,,,,,,,,
58846143,2023-09-18T14:19:39.000,2023-09-18T16:56:35.000,NYPD,New York City Police Department,Animal-Abuse,No Shelter,11105,21-68 37 STREET,37 STREET,ADDRESS,ASTORIA,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T16:56:38.000,01 QUEENS,4008230060,QUEENS,1010057,221432,ONLINE,Unspecified,QUEENS,40.77441833670442,-73.9068242667592,"{'latitude': '40.77441833670442', 'longitude': '-73.9068242667592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",House and Store,21 AVENUE,DITMARS BOULEVARD,21 AVENUE,DITMARS BOULEVARD,37 STREET,,,,,,
58853628,2023-09-18T14:19:35.000,2023-09-18T14:31:12.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,10023,319 WEST   76 STREET,WEST   76 STREET,ADDRESS,NEW YORK,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-18T14:31:17.000,07 MANHATTAN,1011850058,MANHATTAN,988819,224470,PHONE,Unspecified,MANHATTAN,40.782793336073865,-73.9835016315452,"{'latitude': '40.782793336073865', 'longitude': '-73.9835016315452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,WEST   76 STREET,,,,,,
58852636,2023-09-18T14:18:57.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,11106,23 STREET,23 STREET,INTERSECTION,QUEENS,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-18T15:19:24.000,01 QUEENS,,QUEENS,1003540,217809,ONLINE,Unspecified,QUEENS,40.76449077157255,-73.93036417111693,"{'latitude': '40.76449077157255', 'longitude': '-73.93036417111693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Other,23 STREET,BROADWAY,23 STREET,BROADWAY,,,,,,,
58846322,2023-09-18T14:18:44.000,2023-09-28T12:06:54.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11235,111 WEST END AVENUE,WEST END AVENUE,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-28T12:07:00.000,15 BROOKLYN,3087320061,BROOKLYN,997233,150189,ONLINE,Unspecified,BROOKLYN,40.578900640367635,-73.95326232791014,"{'latitude': '40.578900640367635', 'longitude': '-73.95326232791014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,HAMPTON AVENUE,NEPTUNE COURT,HAMPTON AVENUE,NEPTUNE COURT,WEST END AVENUE,,,,,,
58848901,2023-09-18T14:18:27.000,2023-09-30T12:39:00.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,11219,1315 51 STREET,51 STREET,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-30T12:39:04.000,12 BROOKLYN,3056490072,BROOKLYN,986269,170106,PHONE,Unspecified,BROOKLYN,40.633578010555226,-73.99272582071879,"{'latitude': '40.633578010555226', 'longitude': '-73.99272582071879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,51 STREET,,,,,,
58850472,2023-09-18T14:18:26.000,2023-09-18T15:22:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11222,300 MCGUINNESS BOULEVARD,MCGUINNESS BOULEVARD,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T15:22:05.000,01 BROOKLYN,3025420007,BROOKLYN,997558,206137,MOBILE,Unspecified,BROOKLYN,40.73246510349123,-73.95198195088305,"{'latitude': '40.73246510349123', 'longitude': '-73.95198195088305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,JAVA STREET,INDIA STREET,JAVA STREET,INDIA STREET,MCGUINNESS BOULEVARD,,,,,,
58845362,2023-09-18T14:18:23.000,2023-09-18T18:28:11.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,10467,800 EAST GUN HILL ROAD,EAST GUN HILL ROAD,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T18:28:15.000,12 BRONX,2046330040,BRONX,1022422,258441,MOBILE,Unspecified,BRONX,40.87595263329612,-73.86197015720067,"{'latitude': '40.87595263329612', 'longitude': '-73.86197015720067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,EAST GUN HILL ROAD,,,,,,
