unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date,vehicle_type
58958405,2023-09-29T21:16:56.000,2023-10-23T09:52:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,11224,2970 WEST   27 STREET,WEST   27 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-23T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,986240,148216,PHONE,Unspecified,BROOKLYN,40.573494426424446,-73.99283675303543,"{'latitude': '40.573494426424446', 'longitude': '-73.99283675303543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58964454,2023-09-29T21:16:56.000,2023-10-23T09:52:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11224,2970 WEST   27 STREET,WEST   27 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-23T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,986240,148216,PHONE,Unspecified,BROOKLYN,40.573494426424446,-73.99283675303543,"{'latitude': '40.573494426424446', 'longitude': '-73.99283675303543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958232,2023-09-29T21:16:29.000,2023-10-02T02:02:34.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10032,76 ST NICHOLAS PLACE,ST NICHOLAS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-02T00:00:00.000,09 MANHATTAN,1020540079,MANHATTAN,1000634,241478,MOBILE,Unspecified,MANHATTAN,40.829461589531974,-73.94079691863257,"{'latitude': '40.829461589531974', 'longitude': '-73.94079691863257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958884,2023-09-29T21:16:23.000,2023-09-29T23:01:30.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10025,601 WEST  115 STREET,WEST  115 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  115 STREET,Closed,N/A,2023-09-29T23:01:34.000,09 MANHATTAN,1018960065,MANHATTAN,994058,233445,ONLINE,Unspecified,MANHATTAN,40.80742301620198,-73.96457082955617,"{'latitude': '40.80742301620198', 'longitude': '-73.96457082955617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58960859,2023-09-29T21:16:20.000,2023-09-29T21:53:18.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,11222,255 NASSAU AVENUE,NASSAU AVENUE,KINGSLAND AVENUE,SUTTON STREET,KINGSLAND AVENUE,SUTTON STREET,ADDRESS,BROOKLYN,NASSAU AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T21:53:22.000,01 BROOKLYN,3026580043,BROOKLYN,1000452,203748,ONLINE,Unspecified,BROOKLYN,40.725903055867676,-73.94154554825985,"{'latitude': '40.725903055867676', 'longitude': '-73.94154554825985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58962330,2023-09-29T21:16:18.000,2023-09-30T00:06:19.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11379,66-41 GRAY STREET,GRAY STREET,JUNIPER VALLEY ROAD,66 ROAD,JUNIPER VALLEY ROAD,66 ROAD,ADDRESS,MIDDLE VILLAGE,GRAY STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T00:06:22.000,05 QUEENS,4030610012,QUEENS,1018199,199672,MOBILE,Unspecified,QUEENS,40.71466512106486,-73.87753758228774,"{'latitude': '40.71466512106486', 'longitude': '-73.87753758228774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958042,2023-09-29T21:16:11.000,2023-09-29T21:40:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,105 POST AVENUE,POST AVENUE,WEST  204 STREET,WEST  207 STREET,WEST  204 STREET,WEST  207 STREET,ADDRESS,NEW YORK,POST AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T21:40:22.000,12 MANHATTAN,1022190001,MANHATTAN,1006189,254180,ONLINE,Unspecified,MANHATTAN,40.86431277376922,-73.92068254620325,"{'latitude': '40.86431277376922', 'longitude': '-73.92068254620325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59459774,2023-09-29T21:16:03.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11379,60-16 86 STREET,86 STREET,60 AVENUE,60 ROAD,60 AVENUE,60 ROAD,ADDRESS,MIDDLE VILLAGE,86 STREET,Closed,,2023-10-04T00:00:00.000,05 QUEENS,4028860019,QUEENS,1019241,205225,ONLINE,Unspecified,QUEENS,40.72990268815094,-73.87374996653058,"{'latitude': '40.72990268815094', 'longitude': '-73.87374996653058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59451958,2023-09-29T21:16:03.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,11379,60-16 86 STREET,86 STREET,60 AVENUE,60 ROAD,60 AVENUE,60 ROAD,ADDRESS,MIDDLE VILLAGE,86 STREET,Closed,,2023-10-04T00:00:00.000,05 QUEENS,4028860019,QUEENS,1019241,205225,ONLINE,Unspecified,QUEENS,40.72990268815094,-73.87374996653058,"{'latitude': '40.72990268815094', 'longitude': '-73.87374996653058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59456903,2023-09-29T21:16:02.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,Apartment,11379,60-16 86 STREET,86 STREET,60 AVENUE,60 ROAD,60 AVENUE,60 ROAD,ADDRESS,MIDDLE VILLAGE,86 STREET,Closed,,2023-10-04T00:00:00.000,05 QUEENS,4028860019,QUEENS,1019241,205225,ONLINE,Unspecified,QUEENS,40.72990268815094,-73.87374996653058,"{'latitude': '40.72990268815094', 'longitude': '-73.87374996653058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59459987,2023-09-29T21:16:01.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11379,60-16 86 STREET,86 STREET,60 AVENUE,60 ROAD,60 AVENUE,60 ROAD,ADDRESS,MIDDLE VILLAGE,86 STREET,Closed,,2023-10-04T00:00:00.000,05 QUEENS,4028860019,QUEENS,1019241,205225,ONLINE,Unspecified,QUEENS,40.72990268815094,-73.87374996653058,"{'latitude': '40.72990268815094', 'longitude': '-73.87374996653058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58967978,2023-09-29T21:15:50.000,2023-10-02T09:18:59.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11213,ROCHESTER AVENUE,ROCHESTER AVENUE,ROCHESTER AVENUE,STERLING PLACE,ROCHESTER AVENUE,STERLING PLACE,INTERSECTION,,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-10-02T05:18:54.000,08 BROOKLYN,,BROOKLYN,1004196,183865,ONLINE,Unspecified,BROOKLYN,40.67132122784468,-73.92809663106306,"{'latitude': '40.67132122784468', 'longitude': '-73.92809663106306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958031,2023-09-29T21:15:50.000,2023-09-29T22:40:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,105 CENTRAL AVENUE,CENTRAL AVENUE,JEFFERSON STREET,TROUTMAN STREET,JEFFERSON STREET,TROUTMAN STREET,ADDRESS,BROOKLYN,CENTRAL AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T22:40:33.000,04 BROOKLYN,3031730001,BROOKLYN,1003897,194445,ONLINE,Unspecified,BROOKLYN,40.70036156626237,-73.92914364532132,"{'latitude': '40.70036156626237', 'longitude': '-73.92914364532132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58962418,2023-09-29T21:15:42.000,2023-09-29T22:50:08.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11420,126-18 149 AVENUE,149 AVENUE,126 STREET,127 STREET,126 STREET,127 STREET,ADDRESS,SOUTH OZONE PARK,149 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T22:50:10.000,10 QUEENS,4118690034,QUEENS,1035887,182463,PHONE,Unspecified,QUEENS,40.667344937036646,-73.81386466963266,"{'latitude': '40.667344937036646', 'longitude': '-73.81386466963266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58959584,2023-09-29T21:15:16.000,2023-09-29T21:59:44.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,498 WEST  168 STREET,WEST  168 STREET,JUMEL PLACE,AMSTERDAM AVENUE,JUMEL PLACE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  168 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T21:59:51.000,12 MANHATTAN,,MANHATTAN,1001741,245246,ONLINE,Unspecified,MANHATTAN,40.83980153634632,-73.93678698401334,"{'latitude': '40.83980153634632', 'longitude': '-73.93678698401334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58956668,2023-09-29T21:15:08.000,2023-10-01T12:44:24.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11213,1507 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water. Heat was not required at the time of the inspection. No violations were issued. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,08 BROOKLYN,3013800001,BROOKLYN,1004305,183534,ONLINE,Unspecified,BROOKLYN,40.67041246097023,-73.92770468174204,"{'latitude': '40.67041246097023', 'longitude': '-73.92770468174204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58967791,2023-09-29T21:15:08.000,2023-10-01T12:44:25.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11213,1507 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,08 BROOKLYN,3013800001,BROOKLYN,1004305,183534,ONLINE,Unspecified,BROOKLYN,40.67041246097023,-73.92770468174204,"{'latitude': '40.67041246097023', 'longitude': '-73.92770468174204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59452433,2023-09-29T21:14:58.000,2023-09-29T21:25:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11234,2015 EAST   71 STREET,EAST   71 STREET,AVENUE T,VETERANS AVENUE,AVENUE T,VETERANS AVENUE,ADDRESS,BROOKLYN,EAST   71 STREET,Closed,,2023-09-29T21:25:00.000,18 BROOKLYN,3084120034,BROOKLYN,1009588,165536,ONLINE,Unspecified,BROOKLYN,40.620998319026086,-73.90872785996598,"{'latitude': '40.620998319026086', 'longitude': '-73.90872785996598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58961558,2023-09-29T21:14:55.000,2023-10-01T10:58:41.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10457,440 EAST TREMONT AVENUE,EAST TREMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-01T00:00:00.000,06 BRONX,2029090012,BRONX,1012158,247964,PHONE,Unspecified,BRONX,40.84723486891208,-73.89912833879987,"{'latitude': '40.84723486891208', 'longitude': '-73.89912833879987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58967495,2023-09-29T21:14:55.000,2023-10-01T10:58:42.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10457,440 EAST TREMONT AVENUE,EAST TREMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,06 BRONX,2029090012,BRONX,1012158,247964,PHONE,Unspecified,BRONX,40.84723486891208,-73.89912833879987,"{'latitude': '40.84723486891208', 'longitude': '-73.89912833879987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58966058,2023-09-29T21:14:54.000,2023-10-05T10:24:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11214,8790 24 AVENUE,24 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,11 BROOKLYN,3068900042,BROOKLYN,986053,156166,PHONE,Unspecified,BROOKLYN,40.59531563789901,-73.99350776133171,"{'latitude': '40.59531563789901', 'longitude': '-73.99350776133171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58961067,2023-09-29T21:14:26.000,2023-09-29T21:57:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11238,365 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T21:57:48.000,08 BROOKLYN,3011760054,BROOKLYN,994226,184487,ONLINE,Unspecified,BROOKLYN,40.67304532692255,-73.96403657420483,"{'latitude': '40.67304532692255', 'longitude': '-73.96403657420483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58963983,2023-09-29T21:14:25.000,2023-09-29T22:23:14.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11368,96-29 CORONA AVENUE,CORONA AVENUE,JUNCTION BOULEVARD,97 STREET,JUNCTION BOULEVARD,97 STREET,ADDRESS,CORONA,CORONA AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T22:23:18.000,04 QUEENS,4016210027,QUEENS,1021181,209832,ONLINE,Unspecified,QUEENS,40.74253986351512,-73.86672502799553,"{'latitude': '40.74253986351512', 'longitude': '-73.86672502799553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58960925,2023-09-29T21:14:14.000,2023-09-29T21:41:20.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,649 BANNER AVENUE,BANNER AVENUE,BRIGHTON    7 STREET,BRIGHTON    8 STREET,BRIGHTON    7 STREET,BRIGHTON    8 STREET,ADDRESS,BROOKLYN,BANNER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T21:41:24.000,13 BROOKLYN,3072450030,BROOKLYN,994824,151763,ONLINE,Unspecified,BROOKLYN,40.58322415946661,-73.96193205496915,"{'latitude': '40.58322415946661', 'longitude': '-73.96193205496915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59443515,2023-09-29T21:14:02.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10032,76 ST NICHOLAS PLACE,ST NICHOLAS PLACE,WEST  153 STREET,EDGECOMBE AVENUE,WEST  153 STREET,EDGECOMBE AVENUE,ADDRESS,NEW YORK,ST NICHOLAS PLACE,Closed,,2023-10-02T00:00:00.000,09 MANHATTAN,1020540079,MANHATTAN,1000634,241478,MOBILE,Unspecified,MANHATTAN,40.829461589531974,-73.94079691863257,"{'latitude': '40.829461589531974', 'longitude': '-73.94079691863257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58956536,2023-09-29T21:14:01.000,2023-09-30T00:46:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10452,1170 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,WEST  167 STREET,ANDERSON AVENUE,WEST  167 STREET,ANDERSON AVENUE,ADDRESS,BRONX,SHAKESPEARE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T00:46:29.000,04 BRONX,2025060005,BRONX,1005430,243836,ONLINE,Unspecified,BRONX,40.83592341970594,-73.92345928249244,"{'latitude': '40.83592341970594', 'longitude': '-73.92345928249244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58960518,2023-09-29T21:14:00.000,2023-09-29T22:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10466,4213 BRUNER AVENUE,BRUNER AVENUE,BUSSING AVE,PITMAN AVE,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T22:05:00.000,12 BRONX,2050120019,BRONX,1026217,265308,ONLINE,Unspecified,BRONX,40.894783139803685,-73.84820444506957,"{'latitude': '40.894783139803685', 'longitude': '-73.84820444506957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58965212,2023-09-29T21:14:00.000,2023-09-30T13:15:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11413,146-31 232 STREET,232 STREET,146 AVE,147 AVE,,,ADDRESS,SPRINGFIELD GARDENS,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-30T13:15:00.000,13 QUEENS,4135380160,QUEENS,1053925,179046,ONLINE,Unspecified,QUEENS,40.657842486590674,-73.74887890860828,"{'latitude': '40.657842486590674', 'longitude': '-73.74887890860828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58962065,2023-09-29T21:14:00.000,2023-09-30T09:45:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11377,34-06 60 STREET,60 STREET,34 AVE,BROADWAY,,,ADDRESS,WOODSIDE,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T09:45:00.000,02 QUEENS,4011870003,QUEENS,1011367,213160,ONLINE,Unspecified,QUEENS,40.75170991970548,-73.90212790702302,"{'latitude': '40.75170991970548', 'longitude': '-73.90212790702302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58965213,2023-09-29T21:14:00.000,2023-09-30T13:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10469,1055 EAST  221 STREET,EAST  221 STREET,PAULDING AVE,LACONIA AVE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T13:00:00.000,12 BRONX,2047040002,BRONX,1025093,260611,ONLINE,Unspecified,BRONX,40.8818966461096,-73.85229861588529,"{'latitude': '40.8818966461096', 'longitude': '-73.85229861588529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58966524,2023-09-29T21:13:51.000,2023-09-29T21:46:33.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10003,25 UNION SQUARE WEST,UNION SQUARE WEST,EAST   15 STREET,EAST   16 STREET,EAST   15 STREET,EAST   16 STREET,ADDRESS,NEW YORK,UNION SQUARE WEST,Closed,The Police Department visited the location and no Encampment was found.,2023-09-29T21:46:37.000,05 MANHATTAN,1008430022,MANHATTAN,986762,207527,MOBILE,Unspecified,MANHATTAN,40.73628996597361,-73.99093565842742,"{'latitude': '40.73628996597361', 'longitude': '-73.99093565842742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59438951,2023-09-29T21:13:49.000,2023-10-23T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11224,2970 WEST   27 STREET,WEST   27 STREET,DEAD END,SURF AVENUE,DEAD END,SURF AVENUE,ADDRESS,BROOKLYN,WEST   27 STREET,Closed,,2023-10-23T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,986240,148216,PHONE,Unspecified,BROOKLYN,40.573494426424446,-73.99283675303543,"{'latitude': '40.573494426424446', 'longitude': '-73.99283675303543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58960330,2023-09-29T21:13:45.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11211,BEDFORD AVENUE,BEDFORD AVENUE,BEDFORD AVENUE,NORTH    6 STREET,BEDFORD AVENUE,NORTH 6 STREET,INTERSECTION,BROOKLYN,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-30T10:29:16.000,01 BROOKLYN,,BROOKLYN,995804,200604,PHONE,Unspecified,BROOKLYN,40.717280828183625,-73.95832024813635,"{'latitude': '40.717280828183625', 'longitude': '-73.95832024813635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968166,2023-09-29T21:13:23.000,2023-09-29T23:01:29.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10025,601 WEST  115 STREET,WEST  115 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  115 STREET,Closed,N/A,2023-09-29T23:01:34.000,09 MANHATTAN,1018960065,MANHATTAN,994058,233445,ONLINE,Unspecified,MANHATTAN,40.80742301620198,-73.96457082955617,"{'latitude': '40.80742301620198', 'longitude': '-73.96457082955617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58963968,2023-09-29T21:13:22.000,2023-09-29T21:46:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,33-56 101 STREET,101 STREET,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,ADDRESS,CORONA,101 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T21:46:32.000,03 QUEENS,4017150138,QUEENS,1021016,214902,ONLINE,Unspecified,QUEENS,40.756456406753834,-73.86729275336036,"{'latitude': '40.756456406753834', 'longitude': '-73.86729275336036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59452988,2023-09-29T21:13:13.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11213,1507 ST JOHNS PLACE,ST JOHNS PLACE,ROCHESTER AVENUE,BUFFALO AVENUE,ROCHESTER AVENUE,BUFFALO AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,Closed,,2023-10-01T00:00:00.000,08 BROOKLYN,3013800001,BROOKLYN,1004305,183534,ONLINE,Unspecified,BROOKLYN,40.67041246097023,-73.92770468174204,"{'latitude': '40.67041246097023', 'longitude': '-73.92770468174204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59441954,2023-09-29T21:13:13.000,2023-09-29T22:05:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10466,4213 BRUNER AVENUE,BRUNER AVENUE,BUSSING AVENUE,PITMAN AVENUE,BUSSING AVENUE,PITMAN AVENUE,ADDRESS,BRONX,BRUNER AVENUE,Closed,,2023-09-29T22:05:00.000,12 BRONX,2050120019,BRONX,1026217,265308,ONLINE,Unspecified,BRONX,40.894783139803685,-73.84820444506957,"{'latitude': '40.894783139803685', 'longitude': '-73.84820444506957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59453875,2023-09-29T21:13:11.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Apartment,11213,1507 ST JOHNS PLACE,ST JOHNS PLACE,ROCHESTER AVENUE,BUFFALO AVENUE,ROCHESTER AVENUE,BUFFALO AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,Closed,,2023-10-01T00:00:00.000,08 BROOKLYN,3013800001,BROOKLYN,1004305,183534,ONLINE,Unspecified,BROOKLYN,40.67041246097023,-73.92770468174204,"{'latitude': '40.67041246097023', 'longitude': '-73.92770468174204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58967224,2023-09-29T21:13:09.000,2023-09-29T21:44:51.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10010,323 3 AVENUE,3 AVENUE,EAST   24 STREET,EAST   25 STREET,EAST   24 STREET,EAST   25 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T21:44:55.000,06 MANHATTAN,1009050001,MANHATTAN,989084,208746,ONLINE,Unspecified,MANHATTAN,40.73963485473281,-73.98255604016569,"{'latitude': '40.73963485473281', 'longitude': '-73.98255604016569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58966587,2023-09-29T21:12:49.000,2023-09-29T21:51:00.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11203,934 NEW YORK AVENUE,NEW YORK AVENUE,CHURCH AVENUE,SNYDER AVENUE,CHURCH AVENUE,SNYDER AVENUE,ADDRESS,BROOKLYN,NEW YORK AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T21:51:03.000,17 BROOKLYN,3048860013,BROOKLYN,999060,176241,ONLINE,Unspecified,BROOKLYN,40.65040511489029,-73.94662814622228,"{'latitude': '40.65040511489029', 'longitude': '-73.94662814622228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
