unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_pick_up_location
58839530,2023-09-17T23:32:51.000,2023-09-17T23:54:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,56 AVENUE,56 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:54:14.000,04 QUEENS,,QUEENS,1025674,209467,MOBILE,Unspecified,QUEENS,40.7415181268146,-73.85051316437838,"{'latitude': '40.7415181268146', 'longitude': '-73.85051316437838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",56 AVENUE,111 STREET,56 AVENUE,111 STREET,,,,,,,,
58842956,2023-09-17T23:32:48.000,2023-09-18T02:18:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2769 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-18T02:18:51.000,08 BRONX,2032490108,BRONX,1012046,256502,MOBILE,Unspecified,BRONX,40.870669453664846,-73.8994977487959,"{'latitude': '40.870669453664846', 'longitude': '-73.8994977487959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  195 STREET,STRONG STREET,WEST  195 STREET,STRONG STREET,UNIVERSITY AVENUE,,,,,,,
58840434,2023-09-17T23:32:35.000,2023-09-18T00:10:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,946 EAST  231 STREET,EAST  231 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T00:10:44.000,12 BRONX,2048660068,BRONX,1025448,263479,MOBILE,Unspecified,BRONX,40.88976674550592,-73.85099718244248,"{'latitude': '40.88976674550592', 'longitude': '-73.85099718244248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONXWOOD AVENUE,PAULDING AVENUE,BRONXWOOD AVENUE,PAULDING AVENUE,EAST  231 STREET,,,,,,,
58842269,2023-09-17T23:32:34.000,2023-09-18T00:29:34.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11214,1669 79 STREET,79 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T00:29:44.000,11 BROOKLYN,3062590048,BROOKLYN,983780,162660,ONLINE,Unspecified,BROOKLYN,40.61314051548358,-74.00169282692063,"{'latitude': '40.61314051548358', 'longitude': '-74.00169282692063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16 AVENUE,NEW UTRECHT AVENUE,16 AVENUE,NEW UTRECHT AVENUE,79 STREET,,,,,,,
58840328,2023-09-17T23:32:30.000,2023-09-17T23:57:09.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,352 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:57:18.000,01 BROOKLYN,3024300022,BROOKLYN,994585,198779,ONLINE,Unspecified,BROOKLYN,40.712273147769785,-73.96272045437884,"{'latitude': '40.712273147769785', 'longitude': '-73.96272045437884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH    3 STREET,SOUTH    4 STREET,SOUTH    3 STREET,SOUTH    4 STREET,BEDFORD AVENUE,,,,,,,
58842690,2023-09-17T23:32:15.000,2023-09-18T00:09:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1731 HARRISON AVENUE,HARRISON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T00:09:44.000,05 BRONX,2028660110,BRONX,1007859,248685,ONLINE,Unspecified,BRONX,40.849226341299804,-73.91466424683102,"{'latitude': '40.849226341299804', 'longitude': '-73.91466424683102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  176 STREET,WEST TREMONT AVENUE,WEST  176 STREET,WEST TREMONT AVENUE,HARRISON AVENUE,,,,,,,
58842701,2023-09-17T23:32:12.000,2023-09-17T23:54:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,56 AVENUE,56 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:54:19.000,04 QUEENS,,QUEENS,1025674,209467,MOBILE,Unspecified,QUEENS,40.7415181268146,-73.85051316437838,"{'latitude': '40.7415181268146', 'longitude': '-73.85051316437838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",56 AVENUE,111 STREET,56 AVENUE,111 STREET,,,,,,,,
58843269,2023-09-17T23:31:45.000,2023-09-18T02:08:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,41-57 76 STREET,76 STREET,ADDRESS,ELMHURST,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T02:08:16.000,04 QUEENS,4014960048,QUEENS,1014998,210466,MOBILE,Unspecified,QUEENS,40.744303692599175,-73.88903504248059,"{'latitude': '40.744303692599175', 'longitude': '-73.88903504248059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41 AVENUE,WOODSIDE AVENUE,41 AVENUE,WOODSIDE AVENUE,76 STREET,,,,,,,
58841992,2023-09-17T23:31:37.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-20T21:11:13.000,Unspecified BROOKLYN,,BROOKLYN,992281,185284,MOBILE,Unspecified,BROOKLYN,40.675234890719224,-73.9710473384197,"{'latitude': '40.675234890719224', 'longitude': '-73.9710473384197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,3,Platform,2 3 platform,,
58840282,2023-09-17T23:31:29.000,2023-09-18T00:04:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,2447 WEST STREET,WEST STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T00:04:59.000,15 BROOKLYN,3071960059,BROOKLYN,992576,154060,MOBILE,Unspecified,BROOKLYN,40.589531363353345,-73.97002235270885,"{'latitude': '40.589531363353345', 'longitude': '-73.97002235270885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE X,AVENUE Y,AVENUE X,AVENUE Y,WEST STREET,,,,,,,
58838645,2023-09-17T23:31:27.000,2023-09-18T04:07:19.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11415,84-03 122 STREET,122 STREET,ADDRESS,KEW GARDENS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T04:07:29.000,09 QUEENS,4092380050,QUEENS,1031406,196006,MOBILE,Unspecified,QUEENS,40.70454230349624,-73.82992245411904,"{'latitude': '40.70454230349624', 'longitude': '-73.82992245411904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",84 AVENUE,85 AVENUE,84 AVENUE,85 AVENUE,122 STREET,,,,,,,
58838035,2023-09-17T23:31:27.000,2023-09-18T01:55:51.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11378,53-87 69 STREET,69 STREET,ADDRESS,MASPETH,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T01:56:01.000,05 QUEENS,4024980001,QUEENS,1013190,204914,ONLINE,Unspecified,QUEENS,40.72907093716496,-73.89558372251842,"{'latitude': '40.72907093716496', 'longitude': '-73.89558372251842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAY AVENUE,54 AVENUE,JAY AVENUE,54 AVENUE,69 STREET,,,,,,,
58844732,2023-09-17T23:31:06.000,2023-09-17T23:54:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,56 AVENUE,56 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:54:19.000,04 QUEENS,,QUEENS,1025674,209467,MOBILE,Unspecified,QUEENS,40.7415181268146,-73.85051316437838,"{'latitude': '40.7415181268146', 'longitude': '-73.85051316437838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",56 AVENUE,111 STREET,56 AVENUE,111 STREET,,,,,,,,
58840614,2023-09-17T23:31:03.000,2023-09-18T00:00:21.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11368,55-20 111 STREET,111 STREET,ADDRESS,CORONA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T00:00:29.000,04 QUEENS,4020110023,QUEENS,1025601,209636,MOBILE,Unspecified,QUEENS,40.741982330673174,-73.85077556011962,"{'latitude': '40.741982330673174', 'longitude': '-73.85077556011962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",55 AVENUE,CAROUSEL LOOP,55 AVENUE,CAROUSEL LOOP,111 STREET,,,,,,,
58837680,2023-09-17T23:30:57.000,2023-09-18T02:18:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10468,2724 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T02:18:16.000,08 BRONX,2032480022,BRONX,1011885,256082,MOBILE,Unspecified,BRONX,40.86951718830944,-73.90008160965915,"{'latitude': '40.86951718830944', 'longitude': '-73.90008160965915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAMES PLACE,WEST  195 STREET,EAMES PLACE,WEST  195 STREET,UNIVERSITY AVENUE,,,,,,,
58842389,2023-09-17T23:30:36.000,2023-09-18T00:04:26.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10023,251 WEST   62 STREET,WEST   62 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T00:04:39.000,07 MANHATTAN,,MANHATTAN,987361,221133,MOBILE,Unspecified,MANHATTAN,40.77363478479724,-73.98876792182051,"{'latitude': '40.77363478479724', 'longitude': '-73.98876792182051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEAD END,WEST END AVENUE,DEAD END,WEST END AVENUE,WEST   62 STREET,,,,,,,
58839274,2023-09-17T23:30:21.000,2023-09-17T23:36:39.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10458,2330 ARTHUR AVENUE,ARTHUR AVENUE,ADDRESS,BRONX,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T23:36:48.000,06 BRONX,2030730008,BRONX,1014993,250442,MOBILE,Unspecified,BRONX,40.85402682399926,-73.88887006240707,"{'latitude': '40.85402682399926', 'longitude': '-73.88887006240707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CRESCENT AVENUE,EAST  186 STREET,CRESCENT AVENUE,EAST  186 STREET,ARTHUR AVENUE,,,,,,,
58842551,2023-09-17T23:30:20.000,2023-09-17T23:56:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,178 HOOPER STREET,HOOPER STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:56:23.000,01 BROOKLYN,3022060007,BROOKLYN,995970,195957,ONLINE,Unspecified,BROOKLYN,40.704525700287,-73.95772951127644,"{'latitude': '40.704525700287', 'longitude': '-73.95772951127644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEE AVENUE,MARCY AVENUE,LEE AVENUE,MARCY AVENUE,HOOPER STREET,,,,,,,
58842663,2023-09-17T23:30:15.000,2023-09-17T23:54:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,56 AVENUE,56 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:54:24.000,04 QUEENS,,QUEENS,1025674,209467,MOBILE,Unspecified,QUEENS,40.7415181268146,-73.85051316437838,"{'latitude': '40.7415181268146', 'longitude': '-73.85051316437838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",56 AVENUE,111 STREET,56 AVENUE,111 STREET,,,,,,,,
58841309,2023-09-17T23:29:49.000,2023-09-18T00:45:42.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11433,164-43 O DONNELL ROAD,O DONNELL ROAD,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T00:45:49.000,12 QUEENS,4123200102,QUEENS,1044029,190695,MOBILE,Unspecified,QUEENS,40.68988861441653,-73.78444238088142,"{'latitude': '40.68988861441653', 'longitude': '-73.78444238088142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LINDEN BOULEVARD,DEAD END,LINDEN BOULEVARD,DEAD END,ODONNELL ROAD,,,,,,,
58841252,2023-09-17T23:29:49.000,2023-09-18T00:03:51.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10023,251 WEST   62 STREET,WEST   62 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T00:03:59.000,07 MANHATTAN,,MANHATTAN,987361,221133,MOBILE,Unspecified,MANHATTAN,40.77363478479724,-73.98876792182051,"{'latitude': '40.77363478479724', 'longitude': '-73.98876792182051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEAD END,WEST END AVENUE,DEAD END,WEST END AVENUE,WEST   62 STREET,,,,,,,
58837416,2023-09-17T23:29:42.000,2023-09-17T23:54:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,56 AVENUE,56 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:54:28.000,04 QUEENS,,QUEENS,1025674,209467,MOBILE,Unspecified,QUEENS,40.7415181268146,-73.85051316437838,"{'latitude': '40.7415181268146', 'longitude': '-73.85051316437838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",56 AVENUE,111 STREET,56 AVENUE,111 STREET,,,,,,,,
58842562,2023-09-17T23:29:28.000,2023-09-18T00:27:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,83-08 GRAND AVENUE,GRAND AVENUE,ADDRESS,ELMHURST,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T00:27:24.000,04 QUEENS,4029020004,QUEENS,1016406,206455,ONLINE,Unspecified,QUEENS,40.733289494211135,-73.88397295877432,"{'latitude': '40.733289494211135', 'longitude': '-73.88397295877432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",83 STREET,84 STREET,83 STREET,84 STREET,GRAND AVENUE,,,,,,,
58838284,2023-09-17T23:29:27.000,2023-09-18T00:15:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,309 PATCHEN AVENUE,PATCHEN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T00:15:34.000,03 BROOKLYN,3016880001,BROOKLYN,1004902,187203,ONLINE,Unspecified,BROOKLYN,40.68048166326352,-73.92554134335683,"{'latitude': '40.68048166326352', 'longitude': '-73.92554134335683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHAUNCEY STREET,MARION STREET,CHAUNCEY STREET,MARION STREET,PATCHEN AVENUE,,,,,,,
58837404,2023-09-17T23:29:12.000,2023-09-18T00:12:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11212,82 JUNIUS STREET,JUNIUS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T00:12:19.000,16 BROOKLYN,3036950019,BROOKLYN,1010930,184442,ONLINE,Unspecified,BROOKLYN,40.672887229587765,-73.90381895633553,"{'latitude': '40.672887229587765', 'longitude': '-73.90381895633553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,JUNIUS STREET,,,,,,,
58841535,2023-09-17T23:29:11.000,2023-09-18T00:15:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10461,2703 WATERBURY AVENUE,WATERBURY AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T00:15:19.000,10 BRONX,2053480066,BRONX,1029572,243862,MOBILE,Unspecified,BRONX,40.83590388488537,-73.83621440225966,"{'latitude': '40.83590388488537', 'longitude': '-73.83621440225966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BALCOM AVENUE,ELLISON AVENUE,BALCOM AVENUE,ELLISON AVENUE,WATERBURY AVENUE,,,,,,,
58840211,2023-09-17T23:29:04.000,2023-09-17T23:57:13.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10069,101 WEST END AVENUE,WEST END AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T23:57:24.000,07 MANHATTAN,1011710062,MANHATTAN,987398,221654,MOBILE,Unspecified,MANHATTAN,40.77506478010212,-73.98863409148143,"{'latitude': '40.77506478010212', 'longitude': '-73.98863409148143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST END AVENUE,FREEDOM PLACE SOUTH,WEST END AVENUE,FREEDOM PLACE SOUTH,WEST END AVENUE,,,,,,,
58841610,2023-09-17T23:28:50.000,2023-09-17T23:54:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,56 AVENUE,56 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:54:28.000,04 QUEENS,,QUEENS,1025674,209467,MOBILE,Unspecified,QUEENS,40.7415181268146,-73.85051316437838,"{'latitude': '40.7415181268146', 'longitude': '-73.85051316437838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",56 AVENUE,111 STREET,56 AVENUE,111 STREET,,,,,,,,
58842936,2023-09-17T23:28:49.000,2023-09-21T11:17:46.000,DOT,Department of Transportation,Highway Condition,Litter,Highway,,,,,,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction. It has been referred to the Department of Sanitation.,2023-09-21T11:17:52.000,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,,Long Island Expwy,Borden Ave Pulaski Br (Exit 13),East/Long Island Bound,Ramp,
58840526,2023-09-17T23:28:14.000,2023-09-18T00:07:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11418,116 STREET,116 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T00:07:44.000,09 QUEENS,,QUEENS,1030470,194024,MOBILE,Unspecified,QUEENS,40.699107126383595,-73.83331191986888,"{'latitude': '40.699107126383595', 'longitude': '-73.83331191986888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",116 STREET,JAMAICA AVENUE,116 STREET,JAMAICA AVENUE,,,,,,,,
58841630,2023-09-17T23:28:06.000,2023-09-17T23:54:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,56 AVENUE,56 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:54:19.000,04 QUEENS,,QUEENS,1025674,209467,MOBILE,Unspecified,QUEENS,40.7415181268146,-73.85051316437838,"{'latitude': '40.7415181268146', 'longitude': '-73.85051316437838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",56 AVENUE,111 STREET,56 AVENUE,111 STREET,,,,,,,,
58841606,2023-09-17T23:27:34.000,2023-09-17T23:54:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,56 AVENUE,56 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:54:24.000,04 QUEENS,,QUEENS,1025674,209467,MOBILE,Unspecified,QUEENS,40.7415181268146,-73.85051316437838,"{'latitude': '40.7415181268146', 'longitude': '-73.85051316437838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",56 AVENUE,111 STREET,56 AVENUE,111 STREET,,,,,,,,
58841200,2023-09-17T23:27:33.000,2023-09-18T00:37:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11433,MARNE PLACE,MARNE PLACE,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T00:37:39.000,12 QUEENS,,QUEENS,1045857,192315,PHONE,Unspecified,QUEENS,40.69432259044752,-73.777835992175,"{'latitude': '40.69432259044752', 'longitude': '-73.777835992175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MARNE PLACE,SAYRES AVENUE,MARNE PLACE,SAYRES AVENUE,,,,,,,,
58841010,2023-09-17T23:27:29.000,2023-09-18T02:07:51.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11378,66-34 HULL AVENUE,HULL AVENUE,ADDRESS,MASPETH,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T02:08:01.000,05 QUEENS,4023960053,QUEENS,1012440,204116,ONLINE,Unspecified,QUEENS,40.72688304525742,-73.89829308265477,"{'latitude': '40.72688304525742', 'longitude': '-73.89829308265477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",66 STREET,68 STREET,66 STREET,68 STREET,HULL AVENUE,,,,,,,
58845114,2023-09-17T23:27:16.000,2023-09-18T15:37:41.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11218,517 STRATFORD ROAD,STRATFORD ROAD,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-18T05:14:36.000,14 BROOKLYN,3051750048,BROOKLYN,993351,170977,ONLINE,Unspecified,BROOKLYN,40.63596427506617,-73.9672091756206,"{'latitude': '40.63596427506617', 'longitude': '-73.9672091756206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DORCHESTER ROAD,DITMAS AVENUE,DORCHESTER ROAD,DITMAS AVENUE,STRATFORD ROAD,,,,,,,
58844712,2023-09-17T23:27:14.000,2023-09-17T23:30:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10024,560 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:30:48.000,07 MANHATTAN,1012350029,MANHATTAN,991321,226534,MOBILE,Unspecified,MANHATTAN,40.78845681743678,-73.974464896485,"{'latitude': '40.78845681743678', 'longitude': '-73.974464896485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   87 STREET,WEST   88 STREET,WEST   87 STREET,WEST   88 STREET,AMSTERDAM AVENUE,,,,,,,
58844658,2023-09-17T23:26:59.000,2023-09-18T00:12:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10466,630 EAST  236 STREET,EAST  236 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T00:12:34.000,12 BRONX,2049960054,BRONX,1023362,265865,ONLINE,Unspecified,BRONX,40.89632504249033,-73.8585277699989,"{'latitude': '40.89632504249033', 'longitude': '-73.8585277699989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CARPENTER AVENUE,MATILDA AVENUE,CARPENTER AVENUE,MATILDA AVENUE,EAST  236 STREET,,,,,,,
58841651,2023-09-17T23:26:53.000,2023-09-17T23:54:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,56 AVENUE,56 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:54:14.000,04 QUEENS,,QUEENS,1025674,209467,MOBILE,Unspecified,QUEENS,40.7415181268146,-73.85051316437838,"{'latitude': '40.7415181268146', 'longitude': '-73.85051316437838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",56 AVENUE,111 STREET,56 AVENUE,111 STREET,,,,,,,,
58841311,2023-09-17T23:26:51.000,2023-09-18T01:28:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,1278 EAST   70 STREET,EAST   70 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T01:28:40.000,18 BROOKLYN,3083560086,BROOKLYN,1008195,166919,PHONE,Unspecified,BROOKLYN,40.62479823752749,-73.9137407933182,"{'latitude': '40.62479823752749', 'longitude': '-73.9137407933182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE L,AVENUE M,AVENUE L,AVENUE M,EAST   70 STREET,,,,,,,
58839382,2023-09-17T23:26:21.000,2023-09-18T00:07:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,691 FRANKLIN D ROOSEVELT DRIVE,FRANKLIN D ROOSEVELT DRIVE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T00:07:44.000,03 MANHATTAN,1003560001,MANHATTAN,991180,201527,ONLINE,Unspecified,MANHATTAN,40.719819071722334,-73.97499985513412,"{'latitude': '40.719819071722334', 'longitude': '-73.97499985513412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST HOUSTON STREET,EAST    4 WALK,EAST HOUSTON STREET,EAST    4 WALK,FRANKLIN D ROOSEVELT DRIVE,,,,,,,
58840242,2023-09-17T23:26:16.000,2023-09-18T01:22:08.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11106,13 STREET,13 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T01:22:15.000,01 QUEENS,,QUEENS,1001908,217590,ONLINE,Unspecified,QUEENS,40.76389308353342,-73.9362561736181,"{'latitude': '40.76389308353342', 'longitude': '-73.9362561736181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13 STREET,34 AVENUE,13 STREET,34 AVENUE,,,,,,,,
