unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,taxi_company_borough
58883291,2023-09-21T11:17:06.000,2023-09-25T07:38:29.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10460,1554 BRYANT AVENUE,BRYANT AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,03 BRONX,2030010019,BRONX,1015594,243052,ONLINE,Unspecified,BRONX,40.833741342950304,-73.88673210908541,"{'latitude': '40.833741342950304', 'longitude': '-73.88673210908541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58889907,2023-09-21T11:17:06.000,2023-10-04T18:09:00.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,10460,1554 BRYANT AVENUE,BRYANT AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,03 BRONX,2030010019,BRONX,1015594,243052,ONLINE,Unspecified,BRONX,40.833741342950304,-73.88673210908541,"{'latitude': '40.833741342950304', 'longitude': '-73.88673210908541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58884569,2023-09-21T11:17:06.000,2023-09-27T17:00:39.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10463,2588 HEATH AVENUE,HEATH AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,07 BRONX,2032370060,BRONX,1009965,255891,PHONE,Unspecified,BRONX,40.868998754135795,-73.9070243784727,"{'latitude': '40.868998754135795', 'longitude': '-73.9070243784727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58889400,2023-09-21T11:17:05.000,2023-09-21T11:24:31.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,11355,144-87 41 AVENUE,41 AVENUE,ADDRESS,FLUSHING,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T11:24:29.000,07 QUEENS,4050250050,QUEENS,1033855,216474,ONLINE,Unspecified,QUEENS,40.7607084269214,-73.82093876740518,"{'latitude': '40.7607084269214', 'longitude': '-73.82093876740518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,PARSONS BOULEVARD,147 STREET,PARSONS BOULEVARD,147 STREET,41 AVENUE,,,,,,,
58881392,2023-09-21T11:17:03.000,2023-09-21T11:18:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11104,41-21 39 STREET,39 STREET,ADDRESS,SUNNYSIDE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T11:18:10.000,02 QUEENS,4001870012,QUEENS,1004890,211496,MOBILE,Unspecified,QUEENS,40.74716015167127,-73.92551012787364,"{'latitude': '40.74716015167127', 'longitude': '-73.92551012787364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,SKILLMAN AVENUE,43 AVENUE,SKILLMAN AVENUE,43 AVENUE,39 STREET,,,,,,,
58882677,2023-09-21T11:17:00.000,2023-09-21T13:20:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11220,758 61 STREET,61 STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-21T13:20:00.000,07 BROOKLYN,3057940030,BROOKLYN,981162,170801,ONLINE,Unspecified,BROOKLYN,40.63548532975673,-74.01112595724155,"{'latitude': '40.63548532975673', 'longitude': '-74.01112595724155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,7 AVE,8 AVE,,,,,,,,,,
58889242,2023-09-21T11:17:00.000,2023-09-21T11:25:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),11231,147 SUMMIT STREET,SUMMIT STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T11:25:00.000,06 BROOKLYN,3003540035,BROOKLYN,983930,187601,PHONE,Unspecified,BROOKLYN,40.68159816855,-74.00115374618345,"{'latitude': '40.68159816855', 'longitude': '-74.00115374618345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,HICKS ST,HENRY ST,,,,,,,,,,
58887508,2023-09-21T11:16:55.000,2023-10-03T10:49:36.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,11225,458 MIDWOOD STREET,MIDWOOD STREET,ADDRESS,BROOKLYN,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-03T10:49:41.000,09 BROOKLYN,3048020026,BROOKLYN,999379,179892,PHONE,Unspecified,BROOKLYN,40.66042576986865,-73.9454703529366,"{'latitude': '40.66042576986865', 'longitude': '-73.9454703529366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sidewalk,TAMPA COURT,BROOKLYN AVENUE,TAMPA COURT,BROOKLYN AVENUE,MIDWOOD STREET,,,,,,,
58889041,2023-09-21T11:16:50.000,2023-09-25T13:32:59.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11225,90 SULLIVAN PLACE,SULLIVAN PLACE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T14:00:18.000,09 BROOKLYN,3013060042,BROOKLYN,995751,181273,MOBILE,Unspecified,BROOKLYN,40.66422176491573,-73.95854444156814,"{'latitude': '40.66422176491573', 'longitude': '-73.95854444156814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,MC KEEVER PLACE,BEDFORD AVENUE,MC KEEVER PLACE,BEDFORD AVENUE,SULLIVAN PLACE,,,,,,,
58882076,2023-09-21T11:16:48.000,2023-09-21T11:24:36.000,NYPD,New York City Police Department,Drug Activity,Use Outside,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T11:24:31.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,
58889022,2023-09-21T11:16:35.000,2023-09-22T03:44:35.000,DSNY,Department of Sanitation,Dirty Condition,Trash,10454,411 WALES AVENUE,WALES AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T03:44:42.000,01 BRONX,2025747501,BRONX,1009547,234050,ONLINE,Unspecified,BRONX,40.809052801249244,-73.90861808633672,"{'latitude': '40.809052801249244', 'longitude': '-73.90861808633672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sidewalk,ST MARYS STREET,EAST  144 STREET,ST MARYS STREET,EAST  144 STREET,WALES AVENUE,,,,,,,
58891298,2023-09-21T11:16:27.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,11427,235-04 UNION TURNPIKE,UNION TURNPIKE,ADDRESS,QUEENS VILLAGE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-22T09:26:45.000,13 QUEENS,4079210001,QUEENS,1057237,208226,PHONE,Unspecified,QUEENS,40.73790774154662,-73.73662573358511,"{'latitude': '40.73790774154662', 'longitude': '-73.73662573358511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,235 STREET,236 STREET,235 STREET,236 STREET,UNION TURNPIKE,,,,,,,
58887504,2023-09-21T11:15:45.000,2023-09-26T14:31:17.000,DOE,Department of Education,School Maintenance,Rodents/Mice,11375,67-09 108 STREET,108 STREET,ADDRESS,FOREST HILLS,Closed,The Department of Education determined that this issue is not within its jurisdiction. Your complaint has been referred.,2023-09-26T14:31:22.000,06 QUEENS,4021760001,QUEENS,1026541,204799,PHONE,Unspecified,QUEENS,40.72870153365678,-73.84741376988386,"{'latitude': '40.72870153365678', 'longitude': '-73.84741376988386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,School,67 AVENUE,67 ROAD,67 AVENUE,67 ROAD,108 STREET,,,,,,,
58888760,2023-09-21T11:15:43.000,2023-10-02T12:59:45.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,11367,153-53 77 AVENUE,77 AVENUE,ADDRESS,FLUSHING,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-02T12:59:50.000,08 QUEENS,4068117502,QUEENS,1036623,202982,UNKNOWN,Unspecified,QUEENS,40.72366037328126,-73.81105208461874,"{'latitude': '40.72366037328126', 'longitude': '-73.81105208461874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,153 STREET,PARSONS BOULEVARD,153 STREET,PARSONS BOULEVARD,77 AVENUE,,,,,,,
58886375,2023-09-21T11:15:41.000,2023-09-26T13:54:54.000,DSNY,Department of Sanitation,Missed Collection,Trash,10039,250 BRADHURST AVENUE,BRADHURST AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation collected the requested items.,2023-09-22T07:15:51.000,10 MANHATTAN,1020470044,MANHATTAN,1001197,241465,ONLINE,Unspecified,MANHATTAN,40.829424845935925,-73.93876256889556,"{'latitude': '40.829424845935925', 'longitude': '-73.93876256889556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,WEST  154 STREET,WEST  155 STREET,WEST  154 STREET,WEST  155 STREET,BRADHURST AVENUE,,,,,,,
58889325,2023-09-21T11:15:36.000,2023-09-21T13:59:45.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,10466,4040 DURYEA AVENUE,DURYEA AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T13:59:50.000,12 BRONX,2049900011,BRONX,1029596,264592,PHONE,Unspecified,BRONX,40.89280123242731,-73.83598740480443,"{'latitude': '40.89280123242731', 'longitude': '-73.83598740480443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,STRANG AVENUE,NUVERN AVENUE,STRANG AVENUE,NUVERN AVENUE,DURYEA AVENUE,,,,,,,
58891338,2023-09-21T11:15:32.000,2023-09-21T15:19:12.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10002,50 PITT STREET,PITT STREET,ADDRESS,NEW YORK,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-21T11:15:32.000,03 MANHATTAN,1003380001,MANHATTAN,988986,200677,ONLINE,Unspecified,MANHATTAN,40.71748747270527,-73.98291536172394,"{'latitude': '40.71748747270527', 'longitude': '-73.98291536172394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Parking Lot/Garage,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,PITT STREET,,,,,,,
58888428,2023-09-21T11:15:32.000,2023-10-01T09:04:34.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,10031,620 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,09 MANHATTAN,1020880043,MANHATTAN,997264,239545,PHONE,Unspecified,MANHATTAN,40.82416166479311,-73.95297805704422,"{'latitude': '40.82416166479311', 'longitude': '-73.95297805704422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58886696,2023-09-21T11:15:17.000,2023-09-21T12:27:52.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11234,3724 AVENUE M,AVENUE M,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T12:27:58.000,18 BROOKLYN,3076730030,BROOKLYN,1001298,165296,MOBILE,Unspecified,BROOKLYN,40.620359399612454,-73.93859055983428,"{'latitude': '40.620359399612454', 'longitude': '-73.93859055983428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,EAST   37 STREET,EAST   38 STREET,EAST   37 STREET,EAST   38 STREET,AVENUE M,,,,,,,
58889423,2023-09-21T11:15:08.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,11354,134-02 32 AVENUE,32 AVENUE,ADDRESS,FLUSHING,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:42:06.000,07 QUEENS,4049480001,QUEENS,1030264,218864,UNKNOWN,Unspecified,QUEENS,40.767287767251105,-73.83388495691163,"{'latitude': '40.767287767251105', 'longitude': '-73.83388495691163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,Comercial,,,,,,2023-11-14T07:42:06.000,,,,,,
58890108,2023-09-21T11:15:02.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,10001,WEST   34 STREET,WEST   34 STREET,INTERSECTION,,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:07:25.000,04 MANHATTAN,,MANHATTAN,982885,215080,MOBILE,Unspecified,MANHATTAN,40.75702130636213,-74.00492702112555,"{'latitude': '40.75702130636213', 'longitude': '-74.00492702112555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,12 AVENUE,WEST   34 STREET,12 AVENUE,WEST   34 STREET,,,,,,,"12 AVENUE AND WEST   34 STREET, MANHATTAN, NY, 10001",
58884245,2023-09-21T11:15:00.000,2023-09-21T12:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Post,11367,,,INTERSECTION,QUEENS,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T12:15:00.000,08 QUEENS,,QUEENS,1034514,201894,UNKNOWN,Unspecified,QUEENS,40.72068631748213,-73.81866890135416,"{'latitude': '40.72068631748213', 'longitude': '-73.81866890135416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,MAIN STREET,77 ROAD,,,,,,,,
58885444,2023-09-21T11:15:00.000,2023-09-21T12:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,,,INTERSECTION,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T12:00:00.000,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,N/A,,,,PARK AVE,23 ST E,,,,,,,,
58884933,2023-09-21T11:14:51.000,2023-09-26T07:45:41.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,11420,114-59 131 STREET,131 STREET,ADDRESS,SOUTH OZONE PARK,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-26T07:45:46.000,10 QUEENS,4116570030,QUEENS,1036900,187280,UNKNOWN,Unspecified,QUEENS,40.68056052205307,-73.8101755033816,"{'latitude': '40.68056052205307', 'longitude': '-73.8101755033816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,LINDEN BOULEVARD,115 AVENUE,LINDEN BOULEVARD,115 AVENUE,131 STREET,,,,,,,
58881446,2023-09-21T11:14:49.000,2023-09-21T11:27:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11206,175 MOORE STREET,MOORE STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T11:25:55.000,01 BROOKLYN,3031000078,BROOKLYN,1001558,195819,PHONE,Unspecified,BROOKLYN,40.704137757093974,-73.9375756489107,"{'latitude': '40.704137757093974', 'longitude': '-73.9375756489107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,BUSHWICK AVENUE,WHITE STREET,BUSHWICK AVENUE,WHITE STREET,MOORE STREET,,,,,,,
58887746,2023-09-21T11:14:46.000,2023-09-22T15:20:59.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,11102,11-45 WELLING COURT,WELLING COURT,ADDRESS,ASTORIA,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-22T06:11:29.000,01 QUEENS,4005070012,QUEENS,1002949,220339,ONLINE,Unspecified,QUEENS,40.7714362326723,-73.93249060870478,"{'latitude': '40.7714362326723', 'longitude': '-73.93249060870478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,BEND,12 STREET,BEND,12 STREET,WELLING COURT,,,,,,,
58884744,2023-09-21T11:14:29.000,2023-09-21T12:43:48.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11226,284 EAST   32 STREET,EAST   32 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T12:43:54.000,17 BROOKLYN,,BROOKLYN,998983,173825,ONLINE,Unspecified,BROOKLYN,40.64377384690397,-73.9469109133285,"{'latitude': '40.64377384690397', 'longitude': '-73.9469109133285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,CORTELYOU ROAD,CLARENDON ROAD,CORTELYOU ROAD,CLARENDON ROAD,EAST   32 STREET,,,,,,,
58887345,2023-09-21T11:14:28.000,2023-09-21T13:03:31.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11226,249 EAST   26 STREET,EAST   26 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T13:03:34.000,17 BROOKLYN,3051700050,BROOKLYN,997378,173832,PHONE,Unspecified,BROOKLYN,40.64379558488515,-73.95269437669907,"{'latitude': '40.64379558488515', 'longitude': '-73.95269437669907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,CORTELYOU ROAD,CLARENDON ROAD,CORTELYOU ROAD,CLARENDON ROAD,EAST   26 STREET,,,,,,,
58884248,2023-09-21T11:14:21.000,2023-09-21T11:14:21.000,DOB,Department of Buildings,General Construction/Plumbing,Adjacent Buildings Not Protected,11368,102-08 37 AVENUE,37 AVENUE,ADDRESS,CORONA,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-21T00:00:00.000,03 QUEENS,4017680004,QUEENS,1021598,213663,UNKNOWN,Unspecified,QUEENS,40.7530532315059,-73.86519890392032,"{'latitude': '40.7530532315059', 'longitude': '-73.86519890392032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,,,,,,
58886653,2023-09-21T11:14:17.000,2023-09-21T11:18:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11104,41-21 39 STREET,39 STREET,ADDRESS,SUNNYSIDE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T11:18:29.000,02 QUEENS,4001870012,QUEENS,1004890,211496,MOBILE,Unspecified,QUEENS,40.74716015167127,-73.92551012787364,"{'latitude': '40.74716015167127', 'longitude': '-73.92551012787364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,SKILLMAN AVENUE,43 AVENUE,SKILLMAN AVENUE,43 AVENUE,39 STREET,,,,,,,
58889828,2023-09-21T11:14:11.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,10460,1526 BEACH AVENUE,BEACH AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,09 BRONX,2039200042,BRONX,1020964,244740,PHONE,Unspecified,BRONX,40.838353718282725,-73.86731731471302,"{'latitude': '40.838353718282725', 'longitude': '-73.86731731471302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58884512,2023-09-21T11:14:11.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,10460,1526 BEACH AVENUE,BEACH AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,09 BRONX,2039200042,BRONX,1020964,244740,PHONE,Unspecified,BRONX,40.838353718282725,-73.86731731471302,"{'latitude': '40.838353718282725', 'longitude': '-73.86731731471302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58884527,2023-09-21T11:14:11.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,10460,1526 BEACH AVENUE,BEACH AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,09 BRONX,2039200042,BRONX,1020964,244740,PHONE,Unspecified,BRONX,40.838353718282725,-73.86731731471302,"{'latitude': '40.838353718282725', 'longitude': '-73.86731731471302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58882047,2023-09-21T11:14:11.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,10460,1526 BEACH AVENUE,BEACH AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,09 BRONX,2039200042,BRONX,1020964,244740,PHONE,Unspecified,BRONX,40.838353718282725,-73.86731731471302,"{'latitude': '40.838353718282725', 'longitude': '-73.86731731471302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58891017,2023-09-21T11:14:11.000,,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,10460,1526 BEACH AVENUE,BEACH AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,09 BRONX,2039200042,BRONX,1020964,244740,PHONE,Unspecified,BRONX,40.838353718282725,-73.86731731471302,"{'latitude': '40.838353718282725', 'longitude': '-73.86731731471302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58882059,2023-09-21T11:14:03.000,2023-09-22T09:51:00.000,DOT,Department of Transportation,Street Condition,Pothole,11372,,,INTERSECTION,QUEENS,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-22T09:51:00.000,03 QUEENS,,QUEENS,1014591,211427,UNKNOWN,Unspecified,QUEENS,40.74694280045893,-73.8904995081027,"{'latitude': '40.74694280045893', 'longitude': '-73.8904995081027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,75 STREET,ROOSEVELT AVENUE,,,,,,,,
58881316,2023-09-21T11:14:00.000,2023-09-21T17:20:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),10312,,,INTERSECTION,STATEN ISLAND,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-21T17:20:00.000,03 STATEN ISLAND,,STATEN ISLAND,929576,136747,ONLINE,Unspecified,STATEN ISLAND,40.54184594512465,-74.19671267091007,"{'latitude': '40.54184594512465', 'longitude': '-74.19671267091007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,HUGUENOT AVENUE,SINCLAIR AVENUE,,,,,,,,
58885275,2023-09-21T11:14:00.000,2023-09-21T11:54:00.000,DEP,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Private Residence (CMR),11413,142-35 231 STREET,231 STREET,ADDRESS,SPRINGFIELD GARDENS,Closed,The Department of Environmental Protection scheduled an inspection.,2023-09-21T11:54:00.000,13 QUEENS,4135160065,QUEENS,1054889,181530,PHONE,Unspecified,QUEENS,40.66465285184608,-73.74537847736298,"{'latitude': '40.66465285184608', 'longitude': '-73.74537847736298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,S CONDUIT AVE,LANSING AVE,,,,,,,,,,
58890289,2023-09-21T11:13:58.000,2023-09-27T10:50:32.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,11354,33-01 PRINCE STREET,PRINCE STREET,ADDRESS,FLUSHING,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-21T16:04:27.000,07 QUEENS,4049490001,QUEENS,1030399,218540,ONLINE,Unspecified,QUEENS,40.766397769094596,-73.83339981945632,"{'latitude': '40.766397769094596', 'longitude': '-73.83339981945632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sidewalk,33 AVENUE,LINNEAUS PLACE,33 AVENUE,LINNEAUS PLACE,PRINCE STREET,,,,,,,
58885909,2023-09-21T11:13:55.000,2023-09-22T19:20:47.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,11233,2153 PACIFIC STREET,PACIFIC STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,16 BROOKLYN,3014330060,BROOKLYN,1007775,185490,PHONE,Unspecified,BROOKLYN,40.6757726986901,-73.91518902375847,"{'latitude': '40.6757726986901', 'longitude': '-73.91518902375847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
