unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp
58801357,2023-09-13T12:17:00.000,2023-09-14T10:20:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11220,4523 5 AVENUE,5 AVENUE,45 ST,46 ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-14T10:20:00.000,07 BROOKLYN,3007480001,BROOKLYN,982148,175262,ONLINE,Unspecified,BROOKLYN,40.64773010653096,-74.00757482322227,"{'latitude': '40.64773010653096', 'longitude': '-74.00757482322227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801337,2023-09-13T12:17:00.000,2023-09-21T10:45:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Other (Use Comments) (AE5)",,10464,132 HORTON STREET,HORTON STREET,DEAD END,CITY ISLAND AVE,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T10:45:00.000,10 BRONX,2056250027,BRONX,1044035,245182,ONLINE,Unspecified,BRONX,40.83944082487297,-73.78393612864507,"{'latitude': '40.83944082487297', 'longitude': '-73.78393612864507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58809952,2023-09-13T12:16:57.000,2023-09-13T12:43:32.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11354,25-33 120 STREET,120 STREET,25 AVENUE,25 ROAD,25 AVENUE,25 ROAD,ADDRESS,FLUSHING,120 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T12:43:37.000,07 QUEENS,4042530041,QUEENS,1026345,222217,MOBILE,Unspecified,QUEENS,40.77651039244557,-73.84801189821056,"{'latitude': '40.77651039244557', 'longitude': '-73.84801189821056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804575,2023-09-13T12:16:48.000,2023-09-24T10:16:12.000,HPD,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,RESIDENTIAL BUILDING,11211,268 UNION AVENUE,UNION AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,01 BROOKLYN,3030310004,BROOKLYN,997919,197394,ONLINE,Unspecified,BROOKLYN,40.7084671294694,-73.9506971431431,"{'latitude': '40.7084671294694', 'longitude': '-73.9506971431431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804563,2023-09-13T12:16:48.000,2023-09-24T10:16:12.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11211,268 UNION AVENUE,UNION AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,01 BROOKLYN,3030310004,BROOKLYN,997919,197394,ONLINE,Unspecified,BROOKLYN,40.7084671294694,-73.9506971431431,"{'latitude': '40.7084671294694', 'longitude': '-73.9506971431431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803739,2023-09-13T12:16:48.000,2023-09-15T21:58:36.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11211,400 SOUTH    2 STREET,SOUTH    2 STREET,HOOPER STREET,HEWES STREET,HOOPER STREET,HEWES STREET,ADDRESS,BROOKLYN,SOUTH    2 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T21:58:40.000,01 BROOKLYN,3024250017,BROOKLYN,997699,197727,ONLINE,Unspecified,BROOKLYN,40.70938147259127,-73.95148999809369,"{'latitude': '40.70938147259127', 'longitude': '-73.95148999809369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803340,2023-09-13T12:16:48.000,2023-09-24T10:16:11.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11211,268 UNION AVENUE,UNION AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,01 BROOKLYN,3030310004,BROOKLYN,997919,197394,ONLINE,Unspecified,BROOKLYN,40.7084671294694,-73.9506971431431,"{'latitude': '40.7084671294694', 'longitude': '-73.9506971431431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809674,2023-09-13T12:16:48.000,2023-10-07T13:16:54.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11211,268 UNION AVENUE,UNION AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-07T00:00:00.000,01 BROOKLYN,3030310004,BROOKLYN,997919,197394,ONLINE,Unspecified,BROOKLYN,40.7084671294694,-73.9506971431431,"{'latitude': '40.7084671294694', 'longitude': '-73.9506971431431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809949,2023-09-13T12:16:47.000,2023-09-13T13:47:07.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11234,1872 EAST   37 STREET,EAST   37 STREET,AVENUE R,FILLMORE AVENUE,AVENUE R,FILLMORE AVENUE,ADDRESS,BROOKLYN,EAST   37 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T13:47:10.000,18 BROOKLYN,3084800081,BROOKLYN,1002856,162381,PHONE,Unspecified,BROOKLYN,40.61235519583209,-73.93298644632539,"{'latitude': '40.61235519583209', 'longitude': '-73.93298644632539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805933,2023-09-13T12:16:46.000,2023-10-02T08:18:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11372,87-07 NORTHERN BOULEVARD,NORTHERN BOULEVARD,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,03 QUEENS,4014170044,QUEENS,1017345,214758,PHONE,Unspecified,QUEENS,40.756075666517184,-73.8805439562365,"{'latitude': '40.756075666517184', 'longitude': '-73.8805439562365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803408,2023-09-13T12:16:46.000,2023-09-13T18:21:41.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11208,410 GRANT AVENUE,GRANT AVENUE,ATLANTIC AVENUE,MC KINLEY AVENUE,ATLANTIC AVENUE,MC KINLEY AVENUE,ADDRESS,BROOKLYN,GRANT AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-13T18:21:46.000,05 BROOKLYN,3041740077,BROOKLYN,1021206,187410,ONLINE,Unspecified,BROOKLYN,40.68099677688392,-73.86675788786941,"{'latitude': '40.68099677688392', 'longitude': '-73.86675788786941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803278,2023-09-13T12:16:46.000,2023-10-02T02:02:14.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11372,87-07 NORTHERN BOULEVARD,NORTHERN BOULEVARD,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,03 QUEENS,4014170044,QUEENS,1017345,214758,PHONE,Unspecified,QUEENS,40.756075666517184,-73.8805439562365,"{'latitude': '40.756075666517184', 'longitude': '-73.8805439562365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801851,2023-09-13T12:16:40.000,2023-09-13T12:52:51.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Store/Commercial,10011,8 AVENUE,8 AVENUE,8 AVENUE,WEST   23 STREET,8 AVENUE,WEST   23 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T12:52:54.000,04 MANHATTAN,,MANHATTAN,984669,210807,PHONE,Unspecified,MANHATTAN,40.74529309693587,-73.998487869284,"{'latitude': '40.74529309693587', 'longitude': '-73.998487869284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802920,2023-09-13T12:16:33.000,2023-09-13T13:04:52.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11239,598 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T13:04:55.000,05 BROOKLYN,3045860945,BROOKLYN,1020207,178299,ONLINE,Unspecified,BROOKLYN,40.65599325559804,-73.87040829977123,"{'latitude': '40.65599325559804', 'longitude': '-73.87040829977123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806515,2023-09-13T12:16:28.000,2023-09-13T12:37:19.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10003,3 EAST   17 STREET,EAST   17 STREET,5 AVENUE,BROADWAY,5 AVENUE,BROADWAY,ADDRESS,NEW YORK,EAST   17 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-13T12:37:24.000,05 MANHATTAN,1008460005,MANHATTAN,986516,208063,ONLINE,Unspecified,MANHATTAN,40.73776121987249,-73.99182314827328,"{'latitude': '40.73776121987249', 'longitude': '-73.99182314827328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800901,2023-09-13T12:16:17.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10065,333 EAST   66 STREET,EAST   66 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   66 STREET,In Progress,,,08 MANHATTAN,1014410017,MANHATTAN,995262,217850,ONLINE,Unspecified,MANHATTAN,40.76461749257886,-73.9602472186511,"{'latitude': '40.76461749257886', 'longitude': '-73.9602472186511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802266,2023-09-13T12:16:12.000,2023-09-26T08:35:42.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11377,72-02 51 AVENUE,51 AVENUE,72 STREET,72 PLACE,72 STREET,72 PLACE,ADDRESS,WOODSIDE,51 AVENUE,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-26T08:35:47.000,02 QUEENS,4024610016,QUEENS,1014130,207407,MOBILE,Unspecified,QUEENS,40.73591047941605,-73.89218111004702,"{'latitude': '40.73591047941605', 'longitude': '-73.89218111004702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800916,2023-09-13T12:16:11.000,2023-11-16T10:54:05.000,DOE,Department of Education,School Maintenance,Air Conditioning Problem,School,11432,160-05 HIGHLAND AVENUE,HIGHLAND AVENUE,PARSONS BOULEVARD,162 STREET,PARSONS BOULEVARD,162 STREET,ADDRESS,JAMAICA,HIGHLAND AVENUE,Closed,The Department of Education completed the work and corrected the condition.,2023-11-16T10:54:08.000,08 QUEENS,4097740001,QUEENS,1039184,197675,PHONE,Hillcrest High School,QUEENS,40.70907843384917,-73.80185601410973,"{'latitude': '40.70907843384917', 'longitude': '-73.80185601410973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810056,2023-09-13T12:16:03.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10032,859 RIVERSIDE DRIVE,RIVERSIDE DRIVE,EDWARD M MORGAN PLACE,WEST  160 STREET,EDWARD M MORGAN PLACE,WEST  160 STREET,ADDRESS,NEW YORK,RIVERSIDE DRIVE,In Progress,,,12 MANHATTAN,1021350025,MANHATTAN,998961,244123,PHONE,Unspecified,MANHATTAN,40.836724296643084,-73.94683645063016,"{'latitude': '40.836724296643084', 'longitude': '-73.94683645063016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805726,2023-09-13T12:16:00.000,2023-09-13T12:21:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,518 EAST   11 STREET,EAST   11 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST   11 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T12:22:06.000,03 MANHATTAN,1004040013,MANHATTAN,989475,204568,MOBILE,Unspecified,MANHATTAN,40.728167050815614,-73.98114832326365,"{'latitude': '40.728167050815614', 'longitude': '-73.98114832326365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809460,2023-09-13T12:16:00.000,2023-09-14T00:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Post,,,,,,,37 AVE,69 ST,INTERSECTION,,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-14T00:30:00.000,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,N/A,,,,,,
58803816,2023-09-13T12:15:43.000,2023-09-13T18:40:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11205,195 ADELPHI STREET,ADELPHI STREET,MYRTLE AVENUE,WILLOUGHBY AVENUE,MYRTLE AVENUE,WILLOUGHBY AVENUE,ADDRESS,BROOKLYN,ADELPHI STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T18:40:11.000,02 BROOKLYN,3020740002,BROOKLYN,992124,191365,ONLINE,Unspecified,BROOKLYN,40.69192598934209,-73.97160623508198,"{'latitude': '40.69192598934209', 'longitude': '-73.97160623508198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809486,2023-09-13T12:15:27.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Adult Establishment,,10019,454 WEST   58 STREET,WEST   58 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-18T00:00:00.000,04 MANHATTAN,1010670055,MANHATTAN,987921,219528,UNKNOWN,Unspecified,MANHATTAN,40.769229263851095,-73.98674695228713,"{'latitude': '40.769229263851095', 'longitude': '-73.98674695228713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809318,2023-09-13T12:15:26.000,2023-09-13T20:19:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11364,57-00 223 STREET,223 STREET,57 AVENUE,58 AVENUE,57 AVENUE,58 AVENUE,ADDRESS,OAKLAND GARDENS,223 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T20:19:37.000,11 QUEENS,4075290001,QUEENS,1051856,213466,ONLINE,Unspecified,QUEENS,40.75233294329559,-73.75599034619906,"{'latitude': '40.75233294329559', 'longitude': '-73.75599034619906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800959,2023-09-13T12:15:25.000,2023-10-11T07:37:06.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,11102,8-51 ASTORIA BOULEVARD,ASTORIA BOULEVARD,8 STREET,MAIN AVENUE,8 STREET,MAIN AVENUE,ADDRESS,ASTORIA,ASTORIA BOULEVARD,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets DOT standards and/or there is a valid permit to conduct work.,2023-10-11T07:37:12.000,01 QUEENS,4005090008,QUEENS,1003385,220603,ONLINE,Unspecified,QUEENS,40.77215991048669,-73.9309157577302,"{'latitude': '40.77215991048669', 'longitude': '-73.9309157577302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807985,2023-09-13T12:15:09.000,2023-09-13T12:26:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11103,30-10 38 STREET,38 STREET,30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,ADDRESS,ASTORIA,38 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T12:26:39.000,01 QUEENS,4006590047,QUEENS,1007446,217525,PHONE,Unspecified,QUEENS,40.763701879638475,-73.91626471589652,"{'latitude': '40.763701879638475', 'longitude': '-73.91626471589652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804487,2023-09-13T12:14:58.000,2023-09-19T10:42:00.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10032,3926 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 MANHATTAN,1021220077,MANHATTAN,1000446,244848,PHONE,Unspecified,MANHATTAN,40.83871161234358,-73.94146811381088,"{'latitude': '40.83871161234358', 'longitude': '-73.94146811381088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807211,2023-09-13T12:14:58.000,2023-09-19T10:42:00.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10032,3926 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 MANHATTAN,1021220077,MANHATTAN,1000446,244848,PHONE,Unspecified,MANHATTAN,40.83871161234358,-73.94146811381088,"{'latitude': '40.83871161234358', 'longitude': '-73.94146811381088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800736,2023-09-13T12:14:58.000,2023-09-19T10:42:00.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10032,3926 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 MANHATTAN,1021220077,MANHATTAN,1000446,244848,PHONE,Unspecified,MANHATTAN,40.83871161234358,-73.94146811381088,"{'latitude': '40.83871161234358', 'longitude': '-73.94146811381088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805325,2023-09-13T12:14:36.000,2023-09-13T12:25:37.000,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11374,63 AVENUE,63 AVENUE,63 AVENUE,SAUNDERS STREET,63 AVENUE,SAUNDERS STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T12:25:41.000,06 QUEENS,,QUEENS,1021643,205305,PHONE,Unspecified,QUEENS,40.7301124401251,-73.86508294723414,"{'latitude': '40.7301124401251', 'longitude': '-73.86508294723414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810118,2023-09-13T12:14:36.000,2023-11-14T10:12:03.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11210,AMERSFORT PLACE,AMERSFORT PLACE,AMERSFORT PLACE,GLENWOOD ROAD,AMERSFORT PLACE,GLENWOOD ROAD,INTERSECTION,,,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-14T10:12:07.000,14 BROOKLYN,,BROOKLYN,997834,170131,PHONE,Unspecified,BROOKLYN,40.63363644456642,-73.95105867117132,"{'latitude': '40.63363644456642', 'longitude': '-73.95105867117132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804956,2023-09-13T12:14:27.000,2023-10-27T13:04:55.000,DOT,Department of Transportation,Street Sign - Missing,Other/Unknown,Street,10473,735 CASTLE HILL AVENUE,CASTLE HILL AVENUE,HOMER AVENUE,VIRGIL PLACE,HOMER AVENUE,VIRGIL PLACE,ADDRESS,BRONX,CASTLE HILL AVENUE,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-27T13:04:58.000,09 BRONX,2036110001,BRONX,1026119,238772,MOBILE,Unspecified,BRONX,40.821950357074016,-73.8487246664574,"{'latitude': '40.821950357074016', 'longitude': '-73.8487246664574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805942,2023-09-13T12:14:21.000,2023-09-22T15:37:47.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10034,115 VERMILYEA AVENUE,VERMILYEA AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,12 MANHATTAN,1022260009,MANHATTAN,1005931,254933,PHONE,Unspecified,MANHATTAN,40.866380166986495,-73.92161287328047,"{'latitude': '40.866380166986495', 'longitude': '-73.92161287328047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808466,2023-09-13T12:14:21.000,2023-09-25T16:58:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10034,115 VERMILYEA AVENUE,VERMILYEA AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,12 MANHATTAN,1022260009,MANHATTAN,1005931,254933,PHONE,Unspecified,MANHATTAN,40.866380166986495,-73.92161287328047,"{'latitude': '40.866380166986495', 'longitude': '-73.92161287328047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808423,2023-09-13T12:14:21.000,2023-09-22T15:37:47.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10034,115 VERMILYEA AVENUE,VERMILYEA AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,12 MANHATTAN,1022260009,MANHATTAN,1005931,254933,PHONE,Unspecified,MANHATTAN,40.866380166986495,-73.92161287328047,"{'latitude': '40.866380166986495', 'longitude': '-73.92161287328047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805880,2023-09-13T12:14:21.000,2023-09-22T15:37:47.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10034,115 VERMILYEA AVENUE,VERMILYEA AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,12 MANHATTAN,1022260009,MANHATTAN,1005931,254933,PHONE,Unspecified,MANHATTAN,40.866380166986495,-73.92161287328047,"{'latitude': '40.866380166986495', 'longitude': '-73.92161287328047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801964,2023-09-13T12:14:21.000,2023-09-22T15:37:47.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10034,115 VERMILYEA AVENUE,VERMILYEA AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,12 MANHATTAN,1022260009,MANHATTAN,1005931,254933,PHONE,Unspecified,MANHATTAN,40.866380166986495,-73.92161287328047,"{'latitude': '40.866380166986495', 'longitude': '-73.92161287328047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801978,2023-09-13T12:14:19.000,2023-09-15T19:42:23.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11235,2970 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,15 BROOKLYN,3074400041,BROOKLYN,998289,153873,PHONE,Unspecified,BROOKLYN,40.58901087829991,-73.94945316775475,"{'latitude': '40.58901087829991', 'longitude': '-73.94945316775475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810228,2023-09-13T12:14:06.000,2023-09-13T12:32:11.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10014,505 WEST STREET,WEST STREET,JANE STREET,HORATIO STREET,JANE STREET,HORATIO STREET,ADDRESS,NEW YORK,WEST STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-13T12:32:14.000,02 MANHATTAN,1006420001,MANHATTAN,981582,208254,MOBILE,Unspecified,MANHATTAN,40.738285355432446,-74.00962754282115,"{'latitude': '40.738285355432446', 'longitude': '-74.00962754282115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802424,2023-09-13T12:14:06.000,2023-09-14T09:45:26.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10014,505 WEST STREET,WEST STREET,JANE STREET,HORATIO STREET,JANE STREET,HORATIO STREET,ADDRESS,NEW YORK,WEST STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-14T09:45:36.000,02 MANHATTAN,1006420001,MANHATTAN,981582,208254,MOBILE,Unspecified,MANHATTAN,40.738285355432446,-74.00962754282115,"{'latitude': '40.738285355432446', 'longitude': '-74.00962754282115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
