unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58951065,2023-09-28T13:23:55.000,2023-09-28T13:32:01.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11215,4 AVENUE,4 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T13:32:07.000,07 BROOKLYN,,BROOKLYN,986256,181739,ONLINE,Unspecified,BROOKLYN,40.665508074036524,-73.99276919825392,"{'latitude': '40.665508074036524', 'longitude': '-73.99276919825392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,PROSPECT AVENUE,4 AVENUE,PROSPECT AVENUE,,,,,,,,
58948321,2023-09-28T13:23:45.000,2023-10-21T11:39:05.000,DSNY,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,10021,730 PARK AVENUE,PARK AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T12:38:18.000,08 MANHATTAN,,MANHATTAN,993973,220012,PHONE,Unspecified,MANHATTAN,40.77055313293987,-73.96489731749953,"{'latitude': '40.77055313293987', 'longitude': '-73.96489731749953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,PARK AVENUE,,,,,,,
58947507,2023-09-28T13:23:33.000,2023-09-28T14:02:28.000,NYPD,New York City Police Department,Panhandling,N/A,Store/Commercial,10017,575 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T14:02:31.000,05 MANHATTAN,1012827501,MANHATTAN,990288,214851,MOBILE,Unspecified,MANHATTAN,40.756390803465315,-73.97820580787139,"{'latitude': '40.756390803465315', 'longitude': '-73.97820580787139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,5 AVENUE,,,,,,,
58952890,2023-09-28T13:23:22.000,2023-11-08T10:18:29.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),11220,5824 8 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-28T13:23:22.000,07 BROOKLYN,3008580047,BROOKLYN,981871,171156,PHONE,Unspecified,BROOKLYN,40.63645994799436,-74.00857157992995,"{'latitude': '40.63645994799436', 'longitude': '-74.00857157992995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,59 STREET,8 AVENUE,59 STREET,,,,,,,,
58950352,2023-09-28T13:23:03.000,2023-10-10T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10012,149 SPRING STREET,SPRING STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-10T00:00:00.000,02 MANHATTAN,1005010035,MANHATTAN,983847,203170,UNKNOWN,Unspecified,MANHATTAN,40.724331414824086,-74.00145393079606,"{'latitude': '40.724331414824086', 'longitude': '-74.00145393079606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58948473,2023-09-28T13:23:00.000,2023-09-28T14:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,,,,,INTERSECTION,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-28T14:30:00.000,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,LONG ISL EXPY S/R S,80 ST,,,N/A,,,,,
58950310,2023-09-28T13:23:00.000,2023-10-02T08:45:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,10460,415 DEVOE AVENUE,DEVOE AVENUE,ADDRESS,BRONX,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-02T08:45:00.000,06 BRONX,2040030032,BRONX,1018275,245547,ONLINE,Unspecified,BRONX,40.840579466160186,-73.87703112802573,"{'latitude': '40.840579466160186', 'longitude': '-73.87703112802573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",E TREMONT AVE,E 179 ST,,,,,N/A,,,,,
58948255,2023-09-28T13:22:59.000,2023-09-29T14:30:38.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11203,4616 FARRAGUT ROAD,FARRAGUT ROAD,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-29T13:20:57.000,17 BROOKLYN,,BROOKLYN,1003072,171448,ONLINE,Unspecified,BROOKLYN,40.637241747027936,-73.93218319317278,"{'latitude': '40.637241747027936', 'longitude': '-73.93218319317278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   46 STREET,SCHENECTADY AVENUE,EAST   46 STREET,SCHENECTADY AVENUE,FARRAGUT ROAD,,,,,,,
58955753,2023-09-28T13:22:58.000,2023-10-03T05:49:01.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,10003,818 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-03T05:49:05.000,02 MANHATTAN,1005570017,MANHATTAN,986698,206299,ONLINE,Unspecified,MANHATTAN,40.732919426462196,-73.99116704388265,"{'latitude': '40.732919426462196', 'longitude': '-73.99116704388265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   11 STREET,EAST   12 STREET,EAST   11 STREET,EAST   12 STREET,BROADWAY,,,,,,,
58946693,2023-09-28T13:22:58.000,2023-09-28T15:04:53.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11206,115 FORREST STREET,FORREST STREET,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-28T15:04:57.000,04 BROOKLYN,,BROOKLYN,1003103,195505,ONLINE,Unspecified,BROOKLYN,40.70327274423803,-73.93200421546,"{'latitude': '40.70327274423803', 'longitude': '-73.93200421546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CENTRAL AVENUE,FLUSHING AVENUE,CENTRAL AVENUE,FLUSHING AVENUE,FORREST STREET,,,,,,,
58954778,2023-09-28T13:22:54.000,2023-10-13T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11414,159-31 81 STREET,81 STREET,ADDRESS,HOWARD BEACH,Closed,The Department of Buildings has made an attempt execute an access warrant at this property and was denied access. Another attempt will be made.,2023-10-13T00:00:00.000,10 QUEENS,4140020132,QUEENS,1025599,178656,UNKNOWN,Unspecified,QUEENS,40.65694960434022,-73.85097297715241,"{'latitude': '40.65694960434022', 'longitude': '-73.85097297715241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58953523,2023-09-28T13:22:54.000,2023-09-29T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10304,529 ODER AVENUE,ODER AVENUE,ADDRESS,STATEN ISLAND,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T00:00:00.000,02 STATEN ISLAND,5031700010,STATEN ISLAND,959132,159605,UNKNOWN,Unspecified,STATEN ISLAND,40.604719581893555,-74.09045759792787,"{'latitude': '40.604719581893555', 'longitude': '-74.09045759792787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58954905,2023-09-28T13:22:53.000,2023-10-26T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11221,50 VAN BUREN STREET,VAN BUREN STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-26T00:00:00.000,03 BROOKLYN,3017950029,BROOKLYN,999904,190674,UNKNOWN,Unspecified,BROOKLYN,40.690019012670135,-73.94355304711182,"{'latitude': '40.690019012670135', 'longitude': '-73.94355304711182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,,,
58946869,2023-09-28T13:22:52.000,2023-10-10T12:11:58.000,DOT,Department of Transportation,Street Sign - Missing,Other/Unknown,Street,10011,320 WEST   23 STREET,WEST   23 STREET,ADDRESS,NEW YORK,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-10T12:12:02.000,04 MANHATTAN,,MANHATTAN,984437,210932,PHONE,Unspecified,MANHATTAN,40.745636198567134,-73.99932513150324,"{'latitude': '40.745636198567134', 'longitude': '-73.99932513150324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   23 STREET,,,,,,,
58950325,2023-09-28T13:22:47.000,2023-09-28T13:51:47.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T13:51:53.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,164 STREET,,,,,,,
58950471,2023-09-28T13:22:41.000,2023-10-30T10:33:33.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11429,208-16 111 AVENUE,111 AVENUE,ADDRESS,QUEENS VILLAGE,Closed,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",2023-10-30T10:33:39.000,13 QUEENS,4109670142,QUEENS,1054000,196650,PHONE,Unspecified,QUEENS,40.70616067121698,-73.74842637882529,"{'latitude': '40.70616067121698', 'longitude': '-73.74842637882529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",208 STREET,COLFAX STREET,208 STREET,COLFAX STREET,111 AVENUE,,,,,,,
58954641,2023-09-28T13:22:38.000,2023-09-28T13:44:33.000,TLC,Taxi and Limousine Commission,Lost Property,Electronics/Phones,Taxi,10016,2 AVENUE,2 AVENUE,INTERSECTION,,Closed,See notes for information.,2023-09-28T16:02:30.000,06 MANHATTAN,,MANHATTAN,991442,211538,UNKNOWN,Unspecified,MANHATTAN,40.747296593854514,-73.97404398251848,"{'latitude': '40.747296593854514', 'longitude': '-73.97404398251848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVENUE,EAST   38 STREET,2 AVENUE,EAST   38 STREET,,"2 AVENUE AND EAST   38 STREET, MANHATTAN, NY, 10016",,,,,,
58947973,2023-09-28T13:22:33.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11378,68-23 60 ROAD,60 ROAD,ADDRESS,MASPETH,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T08:55:49.000,05 QUEENS,,QUEENS,1013930,201801,ONLINE,Unspecified,QUEENS,40.7205240618989,-73.89292751468724,"{'latitude': '40.7205240618989', 'longitude': '-73.89292751468724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",68 STREET,69 STREET,68 STREET,69 STREET,60 ROAD,,,,,,,
58949911,2023-09-28T13:22:28.000,2023-09-28T13:22:28.000,DOT,Department of Transportation,Street Condition,Pothole,,10014,,,INTERSECTION,MANHATTAN,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T13:22:28.000,02 MANHATTAN,,MANHATTAN,983427,206785,UNKNOWN,Unspecified,MANHATTAN,40.73425367739796,-74.00296963579956,"{'latitude': '40.73425367739796', 'longitude': '-74.00296963579956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,WEST 4 STREET,WEST 10 STREET,,,N/A,,,,,
58962459,2023-09-28T13:22:24.000,2023-09-29T12:20:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10028,1185 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Department of Transportation inspected this complaint and found that the problem was fixed.,2023-09-29T12:20:00.000,08 MANHATTAN,1015090020,MANHATTAN,995827,221961,UNKNOWN,Unspecified,MANHATTAN,40.77590039366726,-73.95820051502388,"{'latitude': '40.77590039366726', 'longitude': '-73.95820051502388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   80 STREET,EAST   81 STREET,,,,,N/A,,,,,
58949453,2023-09-28T13:22:16.000,2023-09-29T03:38:43.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10032,900 RIVERSIDE DRIVE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-29T03:38:49.000,12 MANHATTAN,,MANHATTAN,999049,244634,MOBILE,Unspecified,MANHATTAN,40.83812669619484,-73.94651730320311,"{'latitude': '40.83812669619484', 'longitude': '-73.94651730320311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  161 STREET,WEST  162 STREET,WEST  161 STREET,WEST  162 STREET,RIVERSIDE DRIVE,,,,,,,
58955694,2023-09-28T13:22:09.000,2023-10-19T08:00:54.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,10452,70 EAST  162 STREET,EAST  162 STREET,ADDRESS,BRONX,Closed,The Department of Sanitation cleaned the location.,2023-10-02T12:36:29.000,04 BRONX,,BRONX,1005119,241158,PHONE,Unspecified,BRONX,40.82857382283792,-73.92459151128584,"{'latitude': '40.82857382283792', 'longitude': '-73.92459151128584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIVER AVENUE,GERARD AVENUE,RIVER AVENUE,GERARD AVENUE,EAST  162 STREET,,,,,,,
58952244,2023-09-28T13:22:02.000,2023-09-28T14:03:28.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11369,95-03 23 AVENUE,23 AVENUE,ADDRESS,EAST ELMHURST,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T14:03:31.000,03 QUEENS,,QUEENS,1018861,219199,ONLINE,Unspecified,QUEENS,40.76825925264185,-73.87504911271814,"{'latitude': '40.76825925264185', 'longitude': '-73.87504911271814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",95 STREET,96 STREET,95 STREET,96 STREET,23 AVENUE,,,,,,,
58954330,2023-09-28T13:21:57.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10017,777 1 AVENUE,1 AVENUE,ADDRESS,NEW YORK,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:15:53.000,06 MANHATTAN,1013360030,MANHATTAN,992816,212478,ONLINE,Unspecified,MANHATTAN,40.74987543281847,-73.96908400248529,"{'latitude': '40.74987543281847', 'longitude': '-73.96908400248529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SHARANSKY STEPS,EAST   44 STREET,SHARANSKY STEPS,EAST   44 STREET,1 AVENUE,"777 1 AVENUE, MANHATTAN (NEW YORK), NY, 10017",,,,,,
58950721,2023-09-28T13:21:56.000,2023-10-11T08:20:21.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11001,255-19 85 AVENUE,85 AVENUE,ADDRESS,FLORAL PARK,Closed,The Department of Sanitation collected the requested items.,2023-09-29T12:23:21.000,13 QUEENS,4087840070,QUEENS,1064045,206936,ONLINE,Unspecified,QUEENS,40.73430822592401,-73.71207447235409,"{'latitude': '40.73430822592401', 'longitude': '-73.71207447235409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LITTLE NECK PARKWAY,256 STREET,LITTLE NECK PARKWAY,256 STREET,85 AVENUE,,,,,,,
58947898,2023-09-28T13:21:49.000,2023-09-28T15:33:59.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11221,222 PALMETTO STREET,PALMETTO STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T15:34:02.000,04 BROOKLYN,,BROOKLYN,1007728,192546,ONLINE,Unspecified,BROOKLYN,40.69513992105825,-73.91533387865302,"{'latitude': '40.69513992105825', 'longitude': '-73.91533387865302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,PALMETTO STREET,,,,,,,
58949866,2023-09-28T13:21:48.000,2023-09-28T15:04:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,102-54 47 AVENUE,47 AVENUE,ADDRESS,CORONA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T15:04:23.000,04 QUEENS,,QUEENS,1022664,210795,MOBILE,Unspecified,QUEENS,40.74517673717835,-73.86136775151114,"{'latitude': '40.74517673717835', 'longitude': '-73.86136775151114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",102 STREET,104 STREET,102 STREET,104 STREET,47 AVENUE,,,,,,,
58963155,2023-09-28T13:21:23.000,2023-10-02T11:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10028,,,INTERSECTION,MANHATTAN,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-10-02T11:15:00.000,08 MANHATTAN,,MANHATTAN,996285,222792,UNKNOWN,Unspecified,MANHATTAN,40.778180657884434,-73.95654538914386,"{'latitude': '40.778180657884434', 'longitude': '-73.95654538914386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,EAST 84 STREET,LEXINGTON AVENUE,,,N/A,,,,,
58949565,2023-09-28T13:20:57.000,,DSNY,Department of Sanitation,Lot Condition,Trash,Lot,11216,517 NOSTRAND AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,In Progress,,,03 BROOKLYN,,BROOKLYN,998234,186853,ONLINE,Unspecified,BROOKLYN,40.67953403835486,-73.9495828495553,"{'latitude': '40.67953403835486', 'longitude': '-73.9495828495553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HERKIMER STREET,HERKIMER PLACE,HERKIMER STREET,HERKIMER PLACE,NOSTRAND AVENUE,,,,,,,
58964001,2023-09-28T13:20:45.000,2023-09-29T10:40:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10128,1330 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-29T10:40:00.000,08 MANHATTAN,1015170058,MANHATTAN,996880,223872,UNKNOWN,Unspecified,MANHATTAN,40.781144141792154,-73.95439500092854,"{'latitude': '40.781144141792154', 'longitude': '-73.95439500092854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   88 STREET,EAST   89 STREET,,,,,N/A,,,,,
58945988,2023-09-28T13:20:41.000,2023-09-28T14:11:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11361,200-03 36 AVENUE,36 AVENUE,ADDRESS,BAYSIDE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T14:11:13.000,11 QUEENS,,QUEENS,1043470,217720,PHONE,Unspecified,QUEENS,40.764069191651195,-73.78622025179513,"{'latitude': '40.764069191651195', 'longitude': '-73.78622025179513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",200 STREET,201 STREET,200 STREET,201 STREET,36 AVENUE,,,,,,,
58954501,2023-09-28T13:20:20.000,2023-09-30T13:07:09.000,DSNY,Department of Sanitation,Dirty Condition,Dirt or Gravel,Street,10305,QUINTARD STREET,QUINTARD STREET,INTERSECTION,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T12:18:55.000,02 STATEN ISLAND,,STATEN ISLAND,961367,155403,PHONE,Unspecified,STATEN ISLAND,40.593192000362635,-74.08239445066128,"{'latitude': '40.593192000362635', 'longitude': '-74.08239445066128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUINTARD STREET,REID AVENUE,QUINTARD STREET,REID AVENUE,,,,,,,,
58948451,2023-09-28T13:20:00.000,2023-09-28T14:45:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11356,130-11 20 AVENUE,20 AVENUE,ADDRESS,COLLEGE POINT,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-28T14:45:00.000,07 QUEENS,4041360044,QUEENS,1028978,224105,ONLINE,Unspecified,QUEENS,40.78167951358286,-73.8384926474279,"{'latitude': '40.78167951358286', 'longitude': '-73.8384926474279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",130 ST,131 ST,,,,,,,,,,
58949651,2023-09-28T13:20:00.000,2023-10-02T05:30:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,10026,,,INTERSECTION,MANHATTAN,Closed,The Department of Environmental Protection has investigated this complaint and has performed repair work.,2023-10-02T05:30:00.000,10 MANHATTAN,,MANHATTAN,995821,232160,PHONE,Unspecified,MANHATTAN,40.80389391262466,-73.95820460844894,"{'latitude': '40.80389391262466', 'longitude': '-73.95820460844894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,MORNINGSIDE AVENUE,WEST 114 STREET,,,,,,,,
58952123,2023-09-28T13:20:00.000,2023-09-28T21:00:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11364,58-11 202 STREET,202 STREET,ADDRESS,OAKLAND GARDENS,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-28T21:00:00.000,11 QUEENS,4074530062,QUEENS,1046660,211023,ONLINE,Unspecified,QUEENS,40.74566574645411,-73.77476680229131,"{'latitude': '40.74566574645411', 'longitude': '-73.77476680229131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",58 AVE,HORACE HARDING EXPY SR N,,,,,,,,,,
58954054,2023-09-28T13:19:52.000,2023-09-28T13:19:52.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10470,4510 WHITE PLAINS ROAD,WHITE PLAINS ROAD,ADDRESS,BRONX,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-28T00:00:00.000,12 BRONX,2050840009,BRONX,1024991,267392,UNKNOWN,Unspecified,BRONX,40.90050879166553,-73.85262622361081,"{'latitude': '40.90050879166553', 'longitude': '-73.85262622361081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58949774,2023-09-28T13:19:38.000,2023-09-28T13:30:13.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11236,1500 EAST   92 STREET,EAST   92 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T13:30:17.000,18 BROOKLYN,3082560001,BROOKLYN,1012765,170646,PHONE,Unspecified,BROOKLYN,40.63501452814368,-73.89726214236298,"{'latitude': '40.63501452814368', 'longitude': '-73.89726214236298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE L,AVENUE M,AVENUE L,AVENUE M,EAST   92 STREET,,,,,,,
58949247,2023-09-28T13:19:31.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11429,208-16 111 AVENUE,111 AVENUE,ADDRESS,QUEENS VILLAGE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-06T12:21:26.000,13 QUEENS,4109670142,QUEENS,1054000,196650,PHONE,Unspecified,QUEENS,40.70616067121698,-73.74842637882529,"{'latitude': '40.70616067121698', 'longitude': '-73.74842637882529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",208 STREET,COLFAX STREET,208 STREET,COLFAX STREET,111 AVENUE,,,,,,,
58950067,2023-09-28T13:19:29.000,2023-09-28T13:54:31.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10019,306 WEST   54 STREET,WEST   54 STREET,ADDRESS,NEW YORK,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-28T13:54:34.000,04 MANHATTAN,1010440038,MANHATTAN,988451,217993,ONLINE,Unspecified,MANHATTAN,40.76501585078629,-73.98483450522959,"{'latitude': '40.76501585078629', 'longitude': '-73.98483450522959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   54 STREET,,,,,,,
