unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,taxi_pick_up_location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction,due_date
58947269,2023-09-28T04:54:55.000,2023-09-28T06:41:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10463,3 ARMAND PLACE,ARMAND PLACE,DEAD END,PEROT STREET,DEAD END,PEROT STREET,ADDRESS,BRONX,ARMAND PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T06:41:15.000,08 BRONX,BRONX,1011682,258642,MOBILE,Unspecified,BRONX,40.87654423086191,-73.9008051037336,"{'latitude': '40.87654423086191', 'longitude': '-73.9008051037336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032530204,,,,,,,
58950945,2023-09-28T04:54:35.000,2023-09-28T09:35:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11355,149-27 HOLLYWOOD AVENUE,HOLLYWOOD AVENUE,149 STREET,156 STREET,149 STREET,156 STREET,ADDRESS,FLUSHING,HOLLYWOOD AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T09:35:16.000,07 QUEENS,QUEENS,1036301,214325,ONLINE,Unspecified,QUEENS,40.75479592235159,-73.81212600337203,"{'latitude': '40.75479592235159', 'longitude': '-73.81212600337203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58952521,2023-09-28T04:54:09.000,2023-09-28T05:17:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,181 PRINCE STREET,PRINCE STREET,THOMPSON STREET,SULLIVAN STREET,THOMPSON STREET,SULLIVAN STREET,ADDRESS,NEW YORK,PRINCE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T05:17:22.000,02 MANHATTAN,MANHATTAN,983680,203908,ONLINE,Unspecified,MANHATTAN,40.72635703640558,-74.0020564906803,"{'latitude': '40.72635703640558', 'longitude': '-74.0020564906803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1005170042,,,,,,,
58955523,2023-09-28T04:53:44.000,2023-09-28T05:21:31.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10458,2885 MARION AVENUE,MARION AVENUE,EAST  199 STREET,BEDFORD PARK BOULEVARD,EAST  199 STREET,BEDFORD PARK BOULEVARD,ADDRESS,BRONX,MARION AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T05:21:37.000,07 BRONX,BRONX,1016040,255710,MOBILE,Unspecified,BRONX,40.86848217648301,-73.8850603795227,"{'latitude': '40.86848217648301', 'longitude': '-73.8850603795227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032917501,,,,,,,
58953511,2023-09-28T04:53:27.000,2023-09-28T05:33:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11226,2415 NEWKIRK AVENUE,NEWKIRK AVENUE,BEDFORD AVENUE,EAST   25 STREET,BEDFORD AVENUE,EAST   25 STREET,ADDRESS,BROOKLYN,NEWKIRK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T05:33:38.000,17 BROOKLYN,BROOKLYN,997034,172323,ONLINE,Unspecified,BROOKLYN,40.63965420746309,-73.95393681034449,"{'latitude': '40.63965420746309', 'longitude': '-73.95393681034449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58953711,2023-09-28T04:53:16.000,2023-09-28T05:50:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10451,180 EAST  163 STREET,EAST  163 STREET,GRAND CONCOURSE,SHERIDAN AVENUE,GRAND CONCOURSE,SHERIDAN AVENUE,ADDRESS,BRONX,EAST  163 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T05:50:31.000,04 BRONX,BRONX,1006181,241049,MOBILE,Unspecified,BRONX,40.82827207596835,-73.92075441623977,"{'latitude': '40.82827207596835', 'longitude': '-73.92075441623977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58950049,2023-09-28T04:53:14.000,2023-09-28T06:40:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10463,3 ARMAND PLACE,ARMAND PLACE,DEAD END,PEROT STREET,DEAD END,PEROT STREET,ADDRESS,BRONX,ARMAND PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T06:41:00.000,08 BRONX,BRONX,1011682,258642,MOBILE,Unspecified,BRONX,40.87654423086191,-73.9008051037336,"{'latitude': '40.87654423086191', 'longitude': '-73.9008051037336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945905,2023-09-28T04:53:00.000,2023-09-28T17:37:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10022,347 EAST   60 STREET,EAST   60 STREET,ED KOCH QUEENSBORO BRIDGE EXIT,1 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T17:37:00.000,08 MANHATTAN,MANHATTAN,994711,216370,ONLINE,Unspecified,MANHATTAN,40.760555942980325,-73.9622386045878,"{'latitude': '40.760555942980325', 'longitude': '-73.9622386045878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1014350021,,N/A,,,,,
58954927,2023-09-28T04:52:48.000,2023-09-28T05:22:50.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11229,3330 NOSTRAND AVENUE,NOSTRAND AVENUE,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T05:22:53.000,15 BROOKLYN,BROOKLYN,1000237,159051,PHONE,Unspecified,BROOKLYN,40.60322014198755,-73.94242722402028,"{'latitude': '40.60322014198755', 'longitude': '-73.94242722402028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58951911,2023-09-28T04:51:32.000,2023-09-28T12:40:46.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10458,2885 MARION AVENUE,MARION AVENUE,EAST  199 STREET,BEDFORD PARK BOULEVARD,EAST  199 STREET,BEDFORD PARK BOULEVARD,ADDRESS,BRONX,MARION AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-28T12:40:51.000,07 BRONX,BRONX,1016040,255710,MOBILE,Unspecified,BRONX,40.86848217648301,-73.8850603795227,"{'latitude': '40.86848217648301', 'longitude': '-73.8850603795227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032917501,,,,,,,
58953685,2023-09-28T04:49:37.000,2023-09-28T05:30:33.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11218,227 EAST    7 STREET,EAST    7 STREET,FRIEL PLACE,CHURCH AVENUE,FRIEL PLACE,CHURCH AVENUE,ADDRESS,BROOKLYN,EAST    7 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T05:30:38.000,12 BROOKLYN,BROOKLYN,991672,174757,MOBILE,Unspecified,BROOKLYN,40.64634113016205,-73.97325443939286,"{'latitude': '40.64634113016205', 'longitude': '-73.97325443939286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58947261,2023-09-28T04:49:36.000,2023-09-28T07:31:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,71-31 67 PLACE,67 PLACE,CENTRAL AVENUE,MYRTLE AVENUE,CENTRAL AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,67 PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T07:31:39.000,05 QUEENS,QUEENS,1015849,195315,ONLINE,Unspecified,QUEENS,40.70271490316216,-73.88603504975691,"{'latitude': '40.70271490316216', 'longitude': '-73.88603504975691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58953744,2023-09-28T04:49:31.000,2023-09-28T05:38:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11355,41-31 HAIGHT STREET,HAIGHT STREET,41 AVENUE,SANFORD AVENUE,41 AVENUE,SANFORD AVENUE,ADDRESS,FLUSHING,HAIGHT STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-28T05:38:59.000,07 QUEENS,QUEENS,1030152,214516,PHONE,Unspecified,QUEENS,40.7553542275785,-73.83431897555259,"{'latitude': '40.7553542275785', 'longitude': '-73.83431897555259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58946764,2023-09-28T04:48:37.000,2023-10-04T16:44:42.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11101,41-03 21 STREET,21 STREET,41 AVENUE,ED KOCH BR UPPER RDWY EN   21 ST,41 AVENUE,ED KOCH BR UPPER RDWY EN   21 ST,ADDRESS,LONG ISLAND CITY,21 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-28T04:48:37.000,01 QUEENS,QUEENS,1000149,213907,MOBILE,Unspecified,QUEENS,40.75378753126671,-73.94261471674199,"{'latitude': '40.75378753126671', 'longitude': '-73.94261471674199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4004110025,,,,,,,
58951125,2023-09-28T04:48:28.000,2023-09-28T06:04:16.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,306 GRAVESEND NECK ROAD,GRAVESEND NECK ROAD,EAST    3 STREET,EAST    4 STREET,EAST    3 STREET,EAST    4 STREET,ADDRESS,BROOKLYN,GRAVESEND NECK ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T06:04:18.000,15 BROOKLYN,BROOKLYN,993137,155950,MOBILE,Unspecified,BROOKLYN,40.594718489281725,-73.96799999428525,"{'latitude': '40.594718489281725', 'longitude': '-73.96799999428525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58951236,2023-09-28T04:47:43.000,2023-09-28T04:56:03.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,65-35 YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD,65 ROAD,66 AVENUE,65 ROAD,66 AVENUE,ADDRESS,FOREST HILLS,YELLOWSTONE BOULEVARD,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-28T04:56:10.000,06 QUEENS,QUEENS,1025629,205319,ONLINE,Unspecified,QUEENS,40.73013311785442,-73.85070106826441,"{'latitude': '40.73013311785442', 'longitude': '-73.85070106826441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58951046,2023-09-28T04:47:36.000,2023-09-28T05:16:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,10-19 41 AVENUE,41 AVENUE,10 STREET,12 STREET,10 STREET,12 STREET,ADDRESS,LONG ISLAND CITY,41 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T05:16:47.000,01 QUEENS,QUEENS,999366,214548,MOBILE,Unspecified,QUEENS,40.75554828624253,-73.94543940720696,"{'latitude': '40.75554828624253', 'longitude': '-73.94543940720696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58950963,2023-09-28T04:46:59.000,2023-09-28T04:58:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,757 EAST  222 STREET,EAST  222 STREET,WHITE PLAINS ROAD,BARNES AVENUE,WHITE PLAINS ROAD,BARNES AVENUE,ADDRESS,BRONX,EAST  222 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T04:59:05.000,12 BRONX,BRONX,1022971,261800,ONLINE,Unspecified,BRONX,40.88516964091542,-73.85996556112616,"{'latitude': '40.88516964091542', 'longitude': '-73.85996556112616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58951256,2023-09-28T04:46:54.000,2023-09-28T05:14:31.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10466,711 EAST  231 STREET,EAST  231 STREET,WHITE PLAINS ROAD,BARNES AVENUE,WHITE PLAINS ROAD,BARNES AVENUE,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-28T05:14:37.000,12 BRONX,BRONX,1023652,264235,ONLINE,Unspecified,BRONX,40.891849926049524,-73.85748840322964,"{'latitude': '40.891849926049524', 'longitude': '-73.85748840322964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2048450031,,,,,,,
58952537,2023-09-28T04:46:49.000,2023-09-28T05:05:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10003,64 COOPER SQUARE,COOPER SQUARE,EAST    7 STREET,ASTOR PLACE,EAST    7 STREET,ASTOR PLACE,ADDRESS,NEW YORK,COOPER SQUARE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T05:05:38.000,02 MANHATTAN,MANHATTAN,986768,204956,ONLINE,Unspecified,MANHATTAN,40.72923320088955,-73.99091497010656,"{'latitude': '40.72923320088955', 'longitude': '-73.99091497010656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58948105,2023-09-28T04:45:10.000,2023-11-02T06:04:53.000,DOT,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",Street,11238,666 DEAN STREET,DEAN STREET,CARLTON AVENUE,VANDERBILT AVENUE,CARLTON AVENUE,VANDERBILT AVENUE,ADDRESS,BROOKLYN,DEAN STREET,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-11-02T06:04:56.000,08 BROOKLYN,BROOKLYN,992980,187129,ONLINE,Unspecified,BROOKLYN,40.68029833659925,-73.96852497475955,"{'latitude': '40.68029833659925', 'longitude': '-73.96852497475955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3011370047,,,,,,,
58951105,2023-09-28T04:44:35.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10017,633 3 AVENUE,3 AVENUE,,,,,ADDRESS,NEW YORK,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:49:19.000,06 MANHATTAN,MANHATTAN,991160,212490,UNKNOWN,Unspecified,MANHATTAN,40.74990981891633,-73.97506074579181,"{'latitude': '40.74990981891633', 'longitude': '-73.97506074579181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1013147502,,N/A,,,,,2023-11-14T07:49:19.000
58954074,2023-09-28T04:44:21.000,2023-09-28T05:00:22.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11420,115-14 149 AVENUE,149 AVENUE,115 STREET,116 STREET,115 STREET,116 STREET,ADDRESS,SOUTH OZONE PARK,149 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T05:00:28.000,10 QUEENS,QUEENS,1032824,183184,MOBILE,Unspecified,QUEENS,40.66934125205435,-73.82490060683338,"{'latitude': '40.66934125205435', 'longitude': '-73.82490060683338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4118160040,,,,,,,
58949079,2023-09-28T04:42:13.000,2023-10-19T19:37:31.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11209,8201 4 AVENUE,4 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-19T00:00:00.000,10 BROOKLYN,BROOKLYN,976704,167208,ONLINE,Unspecified,BROOKLYN,40.625620628184855,-74.027183959043,"{'latitude': '40.625620628184855', 'longitude': '-74.027183959043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3060080006,,,,,,,
58947785,2023-09-28T04:42:13.000,2023-10-19T19:37:31.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11209,8201 4 AVENUE,4 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-19T00:00:00.000,10 BROOKLYN,BROOKLYN,976704,167208,ONLINE,Unspecified,BROOKLYN,40.625620628184855,-74.027183959043,"{'latitude': '40.625620628184855', 'longitude': '-74.027183959043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3060080006,,,,,,,
58952981,2023-09-28T04:41:59.000,2023-10-20T11:27:20.000,DOT,Department of Transportation,Street Condition,Line/Marking - Faded,Vehicle Lane,11238,666 DEAN STREET,DEAN STREET,CARLTON AVENUE,VANDERBILT AVENUE,CARLTON AVENUE,VANDERBILT AVENUE,ADDRESS,BROOKLYN,DEAN STREET,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-20T11:27:24.000,08 BROOKLYN,BROOKLYN,992980,187129,ONLINE,Unspecified,BROOKLYN,40.68029833659925,-73.96852497475955,"{'latitude': '40.68029833659925', 'longitude': '-73.96852497475955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3011370047,,,,,,,
58947429,2023-09-28T04:41:43.000,2023-09-28T05:26:30.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,4816 AVENUE I,AVENUE I,EAST   48 STREET,EAST   49 STREET,EAST   48 STREET,EAST   49 STREET,ADDRESS,BROOKLYN,AVENUE I,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T05:26:38.000,18 BROOKLYN,BROOKLYN,1003734,168955,MOBILE,Unspecified,BROOKLYN,40.63039756174606,-73.92980516599704,"{'latitude': '40.63039756174606', 'longitude': '-73.92980516599704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58950119,2023-09-28T04:36:18.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11230,2011 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,14 BROOKLYN,BROOKLYN,997044,162504,PHONE,Unspecified,BROOKLYN,40.61270310347266,-73.95391938998439,"{'latitude': '40.61270310347266', 'longitude': '-73.95391938998439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3067670080,,,,,,,
58954996,2023-09-28T04:35:58.000,2023-09-28T04:52:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11214,1869 83 STREET,83 STREET,18 AVENUE,19 AVENUE,18 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,83 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-28T04:52:17.000,11 BROOKLYN,BROOKLYN,984421,160824,ONLINE,Unspecified,BROOKLYN,40.60810108364675,-73.99938414563323,"{'latitude': '40.60810108364675', 'longitude': '-73.99938414563323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58954744,2023-09-28T04:35:27.000,2023-09-28T05:35:04.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11377,47-12 LAUREL HILL BOULEVARD,LAUREL HILL BOULEVARD,47 STREET,48 STREET,47 STREET,48 STREET,ADDRESS,WOODSIDE,LAUREL HILL BOULEVARD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T05:35:08.000,02 QUEENS,QUEENS,1006729,207098,MOBILE,Unspecified,QUEENS,40.73508425780763,-73.91888786784016,"{'latitude': '40.73508425780763', 'longitude': '-73.91888786784016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58953587,2023-09-28T04:35:26.000,2023-09-28T05:54:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,274 AVENUE W,AVENUE W,MCDONALD AVENUE,STRYKER STREET,MCDONALD AVENUE,STRYKER STREET,ADDRESS,BROOKLYN,AVENUE W,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T05:54:14.000,15 BROOKLYN,BROOKLYN,991734,155101,PHONE,Unspecified,BROOKLYN,40.592389450703614,-73.97305280879024,"{'latitude': '40.592389450703614', 'longitude': '-73.97305280879024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58949978,2023-09-28T04:35:26.000,2023-09-28T04:58:34.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10035,50 PALADINO AVENUE,PALADINO AVENUE,1 AVENUE,EAST  120 STREET,1 AVENUE,EAST  120 STREET,ADDRESS,NEW YORK,PALADINO AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T04:58:38.000,11 MANHATTAN,MANHATTAN,1003628,230443,ONLINE,Unspecified,MANHATTAN,40.7991675460131,-73.93001005544936,"{'latitude': '40.7991675460131', 'longitude': '-73.93001005544936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018080001,,,,,,,
58953372,2023-09-28T04:35:01.000,2023-09-28T05:28:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,1933 84 STREET,84 STREET,19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,84 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T05:28:08.000,11 BROOKLYN,BROOKLYN,984692,160277,ONLINE,Unspecified,BROOKLYN,40.606599671202105,-73.99840817831333,"{'latitude': '40.606599671202105', 'longitude': '-73.99840817831333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3063280064,,,,,,,
58945906,2023-09-28T04:35:00.000,2023-09-28T17:37:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10022,,,,,1 AVENUE,EAST 56 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T17:37:00.000,06 MANHATTAN,MANHATTAN,994387,215307,ONLINE,Unspecified,MANHATTAN,40.757638657717955,-73.96340976008901,"{'latitude': '40.757638657717955', 'longitude': '-73.96340976008901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,,,,,
58949717,2023-09-28T04:34:36.000,2023-09-28T04:52:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10459,865 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,INTERVALE AVENUE,TIFFANY STREET,INTERVALE AVENUE,TIFFANY STREET,ADDRESS,BRONX,SOUTHERN BOULEVARD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T04:52:37.000,02 BRONX,BRONX,1013480,237348,ONLINE,Unspecified,BRONX,40.81809274757228,-73.89439631813887,"{'latitude': '40.81809274757228', 'longitude': '-73.89439631813887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58953761,2023-09-28T04:34:26.000,2023-09-28T06:32:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11372,37-71 79 STREET,79 STREET,37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,79 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T06:32:09.000,03 QUEENS,QUEENS,1015554,212210,PHONE,Unspecified,QUEENS,40.74908858017093,-73.887020405856,"{'latitude': '40.74908858017093', 'longitude': '-73.887020405856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58953624,2023-09-28T04:34:00.000,2023-10-02T11:42:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10465,4033 EAST TREMONT AVENUE,EAST TREMONT AVENUE,GERBER PL,MILES AVE,EAST TREMONT AVENUE,GERBER PLACE,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-02T11:42:00.000,10 BRONX,BRONX,1034722,237984,UNKNOWN,Unspecified,BRONX,40.81974255690798,-73.8176474946955,"{'latitude': '40.81974255690798', 'longitude': '-73.8176474946955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2054450005,,,,,,,
58948732,2023-09-28T04:34:00.000,2023-10-11T13:53:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10461,1464 GEORGE STREET,GEORGE STREET,DUDLEY AVE,UNNAMED ST,GEORGE STREET,DUDLEY AVENUE,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-11T13:53:00.000,10 BRONX,BRONX,1030328,245540,UNKNOWN,Unspecified,BRONX,40.840505587329254,-73.83347083196469,"{'latitude': '40.840505587329254', 'longitude': '-73.83347083196469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2053780054,,,,,,,
58946215,2023-09-28T04:32:00.000,2023-09-29T09:57:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,10461,2885 DUDLEY AVENUE,DUDLEY AVENUE,EDISON AVE,GEORGE ST,DUDLEY AVENUE,GEORGE STREET,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T09:57:00.000,10 BRONX,BRONX,1030328,245540,UNKNOWN,Unspecified,BRONX,40.840505587329254,-73.83347083196469,"{'latitude': '40.840505587329254', 'longitude': '-73.83347083196469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2053780048,,,,,,,
