unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58890617,2023-09-21T18:04:46.000,2023-09-21T20:15:05.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11211,14 SKILLMAN AVENUE,SKILLMAN AVENUE,MEEKER AVENUE,LORIMER STREET,MEEKER AVENUE,LORIMER STREET,ADDRESS,BROOKLYN,SKILLMAN AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T20:15:10.000,01 BROOKLYN,3027510011,BROOKLYN,997879,199896,MOBILE,Unspecified,BROOKLYN,40.71533458480857,-73.95083635456135,"{'latitude': '40.71533458480857', 'longitude': '-73.95083635456135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881326,2023-09-21T18:04:42.000,2023-09-21T22:25:04.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,11218,1117 37 STREET,37 STREET,FORT HAMILTON PARKWAY,12 AVENUE,FORT HAMILTON PARKWAY,12 AVENUE,ADDRESS,BROOKLYN,37 STREET,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-21T22:25:08.000,12 BROOKLYN,3052920020,BROOKLYN,987415,173849,ONLINE,Unspecified,BROOKLYN,40.6438514104003,-73.98859518463138,"{'latitude': '40.6438514104003', 'longitude': '-73.98859518463138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58888069,2023-09-21T18:04:10.000,2023-09-21T18:08:51.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T18:08:57.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58883503,2023-09-21T18:04:06.000,2023-09-22T07:32:59.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10035,2400 2 AVENUE,2 AVENUE,EAST 123 STREET,EAST 124 STREET,EAST  123 STREET,EAST  124 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-21T18:04:06.000,11 MANHATTAN,1017970001,MANHATTAN,1002403,231268,MOBILE,Unspecified,MANHATTAN,40.80143454654757,-73.93443230896085,"{'latitude': '40.80143454654757', 'longitude': '-73.93443230896085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58889622,2023-09-21T18:04:01.000,2023-09-21T19:29:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,234 SKILLMAN AVENUE,SKILLMAN AVENUE,WOODPOINT ROAD,KINGSLAND AVENUE,WOODPOINT ROAD,KINGSLAND AVENUE,ADDRESS,BROOKLYN,SKILLMAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T19:30:01.000,01 BROOKLYN,3028937502,BROOKLYN,1000492,200225,ONLINE,Unspecified,BROOKLYN,40.7162331997006,-73.94140973566067,"{'latitude': '40.7162331997006', 'longitude': '-73.94140973566067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58882400,2023-09-21T18:03:40.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10003,65 EAST   13 STREET,EAST   13 STREET,BROADWAY,4 AVENUE,BROADWAY,4 AVENUE,ADDRESS,NEW YORK,EAST   13 STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-21T21:35:11.000,02 MANHATTAN,1005650021,MANHATTAN,986806,206663,MOBILE,Unspecified,MANHATTAN,40.73391848639673,-73.99077721636236,"{'latitude': '40.73391848639673', 'longitude': '-73.99077721636236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58891657,2023-09-21T18:03:39.000,2023-09-21T20:01:40.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10470,742 EAST  241 STREET,EAST  241 STREET,FURMAN AVENUE,BARNES AVENUE,FURMAN AVENUE,BARNES AVENUE,ADDRESS,BRONX,EAST  241 STREET,Closed,N/A,2023-09-21T20:01:44.000,12 BRONX,,BRONX,1025967,268237,PHONE,Unspecified,BRONX,40.90282348061957,-73.84909044732117,"{'latitude': '40.90282348061957', 'longitude': '-73.84909044732117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58882128,2023-09-21T18:03:15.000,2023-09-21T18:08:48.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,507 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-21T18:08:52.000,05 BROOKLYN,3044520451,BROOKLYN,1019433,177859,ONLINE,Unspecified,BROOKLYN,40.654788662239774,-73.87320014483838,"{'latitude': '40.654788662239774', 'longitude': '-73.87320014483838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58887011,2023-09-21T18:03:01.000,2023-09-21T18:20:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,523 GATES AVENUE,GATES AVENUE,MARCY AVENUE,TOMPKINS AVENUE,MARCY AVENUE,TOMPKINS AVENUE,ADDRESS,BROOKLYN,GATES AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T18:20:32.000,03 BROOKLYN,3018090060,BROOKLYN,999295,189495,ONLINE,Unspecified,BROOKLYN,40.68678398523136,-73.94575168003978,"{'latitude': '40.68678398523136', 'longitude': '-73.94575168003978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58888191,2023-09-21T18:02:50.000,2023-09-21T18:39:46.000,NYPD,New York City Police Department,Urinating in Public,N/A,Street/Sidewalk,10019,9 AVENUE,9 AVENUE,9 AVENUE,WEST   50 STREET,9 AVENUE,WEST   50 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T18:39:50.000,04 MANHATTAN,,MANHATTAN,987312,217435,PHONE,Unspecified,MANHATTAN,40.763484752641574,-73.98894651811928,"{'latitude': '40.763484752641574', 'longitude': '-73.98894651811928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58886710,2023-09-21T18:02:47.000,2023-09-21T19:15:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11421,89-02 91 STREET,91 STREET,89 AVENUE,91 AVENUE,89 AVENUE,91 AVENUE,ADDRESS,WOODHAVEN,91 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T19:15:18.000,09 QUEENS,4089720004,QUEENS,1025031,190862,ONLINE,Unspecified,QUEENS,40.69045491812314,-73.85294626569423,"{'latitude': '40.69045491812314', 'longitude': '-73.85294626569423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58891659,2023-09-21T18:02:46.000,2023-09-21T20:01:42.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11235,BRIGHTON    4 STREET,BRIGHTON    4 STREET,BRIGHTON    4 STREET,BRIGHTON BEACH AVENUE,BRIGHTON    4 STREET,BRIGHTON BEACH AVENUE,INTERSECTION,,,Closed,N/A,2023-09-21T20:01:47.000,13 BROOKLYN,,BROOKLYN,994451,149573,PHONE,Unspecified,BROOKLYN,40.57721347953438,-73.96327821450936,"{'latitude': '40.57721347953438', 'longitude': '-73.96327821450936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58888035,2023-09-21T18:02:22.000,2023-09-21T18:37:49.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10016,3 AVENUE,3 AVENUE,3 AVENUE,EAST   34 STREET,3 AVENUE,EAST   34 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T18:37:53.000,06 MANHATTAN,,MANHATTAN,990312,210966,PHONE,Unspecified,MANHATTAN,40.74572744427753,-73.97812268196289,"{'latitude': '40.74572744427753', 'longitude': '-73.97812268196289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58883198,2023-09-21T18:02:09.000,,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10456,1055 SHERMAN AVENUE,SHERMAN AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,04 BRONX,2024560055,BRONX,1006950,241774,PHONE,Unspecified,BRONX,40.83026004970529,-73.91797325631235,"{'latitude': '40.83026004970529', 'longitude': '-73.91797325631235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881298,2023-09-21T18:02:00.000,2023-09-22T10:00:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11367,147-03 70 ROAD,70 ROAD,147 ST,,,,ADDRESS,FLUSHING,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-22T10:00:00.000,08 QUEENS,,QUEENS,1033935,205097,PHONE,Unspecified,QUEENS,40.72948102729681,-73.82073403366138,"{'latitude': '40.72948102729681', 'longitude': '-73.82073403366138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58891383,2023-09-21T18:01:56.000,2023-11-02T15:53:48.000,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,,,,,,,,,,,Closed,"Upon inspection, the reported condition was not found, therefore no action was taken.",2023-11-02T15:53:51.000,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,Henry Hudson Pkwy/Rt 9A,South/Downtown,W 95 St,Ramp
58887106,2023-09-21T18:01:49.000,2023-10-10T13:35:37.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10462,2036 CRUGER AVENUE,CRUGER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,11 BRONX,2042850010,BRONX,1021106,249508,PHONE,Unspecified,BRONX,40.851439872463665,-73.86677792790597,"{'latitude': '40.851439872463665', 'longitude': '-73.86677792790597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58884539,2023-09-21T18:01:44.000,2023-11-02T17:31:46.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10452,1060 NELSON AVENUE,NELSON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-02T00:00:00.000,04 BRONX,2025130001,BRONX,1004269,243258,PHONE,Unspecified,BRONX,40.8343396852955,-73.92765665114582,"{'latitude': '40.8343396852955', 'longitude': '-73.92765665114582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881860,2023-09-21T18:01:44.000,2023-11-02T17:31:45.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10452,1060 NELSON AVENUE,NELSON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-02T00:00:00.000,04 BRONX,2025130001,BRONX,1004269,243258,PHONE,Unspecified,BRONX,40.8343396852955,-73.92765665114582,"{'latitude': '40.8343396852955', 'longitude': '-73.92765665114582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58890968,2023-09-21T18:01:44.000,2023-11-02T17:31:45.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10452,1060 NELSON AVENUE,NELSON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-02T00:00:00.000,04 BRONX,2025130001,BRONX,1004269,243258,PHONE,Unspecified,BRONX,40.8343396852955,-73.92765665114582,"{'latitude': '40.8343396852955', 'longitude': '-73.92765665114582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58889812,2023-09-21T18:01:44.000,2023-11-02T17:31:45.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10452,1060 NELSON AVENUE,NELSON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-11-02T00:00:00.000,04 BRONX,2025130001,BRONX,1004269,243258,PHONE,Unspecified,BRONX,40.8343396852955,-73.92765665114582,"{'latitude': '40.8343396852955', 'longitude': '-73.92765665114582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58884510,2023-09-21T18:01:44.000,2023-11-02T17:31:45.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10452,1060 NELSON AVENUE,NELSON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-02T00:00:00.000,04 BRONX,2025130001,BRONX,1004269,243258,PHONE,Unspecified,BRONX,40.8343396852955,-73.92765665114582,"{'latitude': '40.8343396852955', 'longitude': '-73.92765665114582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881823,2023-09-21T18:01:44.000,2023-11-02T17:31:45.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10452,1060 NELSON AVENUE,NELSON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-02T00:00:00.000,04 BRONX,2025130001,BRONX,1004269,243258,PHONE,Unspecified,BRONX,40.8343396852955,-73.92765665114582,"{'latitude': '40.8343396852955', 'longitude': '-73.92765665114582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58889934,2023-09-21T18:01:44.000,2023-11-02T17:31:45.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10452,1060 NELSON AVENUE,NELSON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-02T00:00:00.000,04 BRONX,2025130001,BRONX,1004269,243258,PHONE,Unspecified,BRONX,40.8343396852955,-73.92765665114582,"{'latitude': '40.8343396852955', 'longitude': '-73.92765665114582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58884650,2023-09-21T18:01:43.000,2023-11-02T17:31:44.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10452,1060 NELSON AVENUE,NELSON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-02T00:00:00.000,04 BRONX,2025130001,BRONX,1004269,243258,PHONE,Unspecified,BRONX,40.8343396852955,-73.92765665114582,"{'latitude': '40.8343396852955', 'longitude': '-73.92765665114582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58883134,2023-09-21T18:01:41.000,2023-09-21T19:51:52.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10456,1051 COLLEGE AVENUE,COLLEGE AVENUE,EAST  165 STREET,EAST  166 STREET,EAST  165 STREET,EAST  166 STREET,ADDRESS,BRONX,COLLEGE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T19:51:56.000,04 BRONX,2024370024,BRONX,1007734,241596,ONLINE,Unspecified,BRONX,40.82976944112112,-73.91514088701179,"{'latitude': '40.82976944112112', 'longitude': '-73.91514088701179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58882260,2023-09-21T18:01:40.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,11207,819 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,LINDEN BOULEVARD,STANLEY AVENUE,LINDEN BOULEVARD,STANLEY AVENUE,ADDRESS,BROOKLYN,PENNSYLVANIA AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-22T12:07:11.000,05 BROOKLYN,3043470018,BROOKLYN,1014789,178905,PHONE,Unspecified,BROOKLYN,40.65767693444203,-73.88993240772379,"{'latitude': '40.65767693444203', 'longitude': '-73.88993240772379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58882151,2023-09-21T18:01:24.000,2023-11-20T05:20:14.000,DOT,Department of Transportation,Broken Parking Meter,No Receipt,Street,11368,NORTHERN BOULEVARD,NORTHERN BOULEVARD,109 STREET,110 STREET,109 STREET,110 STREET,BLOCKFACE,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-11-20T05:20:20.000,Unspecified QUEENS,,QUEENS,1023059,215385,PHONE,Unspecified,QUEENS,40.75777338557904,-73.8599157485541,"{'latitude': '40.75777338557904', 'longitude': '-73.8599157485541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58890554,2023-09-21T18:01:22.000,2023-09-21T22:42:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11411,114-54 211 STREET,211 STREET,MURDOCK AVENUE,115 AVENUE,MURDOCK AVENUE,115 AVENUE,ADDRESS,CAMBRIA HEIGHTS,211 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T22:43:03.000,13 QUEENS,4110290169,QUEENS,1055327,195013,MOBILE,Unspecified,QUEENS,40.70165695029151,-73.74365747341646,"{'latitude': '40.70165695029151', 'longitude': '-73.74365747341646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881538,2023-09-21T18:01:07.000,2023-09-21T18:28:43.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10314,36 TILLMAN STREET,TILLMAN STREET,AREA PLACE,LA GUARDIA AVENUE,AREA PLACE,LA GUARDIA AVENUE,ADDRESS,STATEN ISLAND,TILLMAN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T18:28:48.000,02 STATEN ISLAND,5007000023,STATEN ISLAND,951133,159554,PHONE,Unspecified,STATEN ISLAND,40.60455331476036,-74.1192641612905,"{'latitude': '40.60455331476036', 'longitude': '-74.1192641612905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58884873,2023-09-21T18:01:05.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Toilet Facility,Restaurant/Bar/Deli/Bakery,11220,5816 8 AVENUE,8 AVENUE,58 STREET,59 STREET,58 STREET,59 STREET,ADDRESS,BROOKLYN,8 AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-22T12:07:11.000,07 BROOKLYN,3008580044,BROOKLYN,981880,171168,PHONE,Unspecified,BROOKLYN,40.63649288785106,-74.0085391569825,"{'latitude': '40.63649288785106', 'longitude': '-74.0085391569825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58891560,2023-09-21T18:01:00.000,2023-09-23T09:36:57.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11201,179 ATLANTIC AVENUE,ATLANTIC AVENUE,CLINTON STREET,COURT STREET,CLINTON STREET,COURT STREET,ADDRESS,BROOKLYN,ATLANTIC AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T03:43:33.000,02 BROOKLYN,3002760013,BROOKLYN,985995,190687,PHONE,Unspecified,BROOKLYN,40.6900683663276,-73.9937076786147,"{'latitude': '40.6900683663276', 'longitude': '-73.9937076786147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58884832,2023-09-21T18:00:42.000,2023-09-21T18:00:42.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11208,87 PINE STREET,PINE STREET,RIDGEWOOD AVENUE,FULTON STREET,RIDGEWOOD AVENUE,FULTON STREET,ADDRESS,BROOKLYN,PINE STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-21T18:00:42.000,05 BROOKLYN,3041300020,BROOKLYN,1019346,188661,MOBILE,Unspecified,BROOKLYN,40.684438053530464,-73.87345745441293,"{'latitude': '40.684438053530464', 'longitude': '-73.87345745441293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58890930,2023-09-21T18:00:41.000,2023-09-21T19:48:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11223,AVENUE U,AVENUE U,AVENUE U,EAST    4 STREET,AVENUE U,EAST    4 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T19:48:06.000,15 BROOKLYN,,BROOKLYN,993199,156993,ONLINE,Unspecified,BROOKLYN,40.597581251439834,-73.96777536524297,"{'latitude': '40.597581251439834', 'longitude': '-73.96777536524297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58882454,2023-09-21T18:00:27.000,2023-09-22T09:42:58.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11215,239 9 STREET,9 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,9 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T09:43:01.000,06 BROOKLYN,3010030040,BROOKLYN,987273,183577,MOBILE,Unspecified,BROOKLYN,40.67055268558441,-73.9891025089841,"{'latitude': '40.67055268558441', 'longitude': '-73.9891025089841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58890071,2023-09-21T18:00:19.000,2023-09-21T18:00:19.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Other Animal,Commercial Building,11238,622 CLASSON AVENUE,CLASSON AVENUE,PACIFIC STREET,DEAN STREET,PACIFIC STREET,DEAN STREET,ADDRESS,BROOKLYN,CLASSON AVENUE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-21T18:00:19.000,08 BROOKLYN,3011330053,BROOKLYN,995704,186547,ONLINE,Unspecified,BROOKLYN,40.67869777302553,-73.95870489207135,"{'latitude': '40.67869777302553', 'longitude': '-73.95870489207135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58886313,2023-09-21T18:00:13.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10040,4500 BROADWAY,BROADWAY,WEST 192 STREET,WEST 193 STREET,WEST  192 STREET,WEST  193 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T19:18:48.000,12 MANHATTAN,1021700083,MANHATTAN,1003080,251889,MOBILE,Unspecified,MANHATTAN,40.85803185007194,-73.93192914204178,"{'latitude': '40.85803185007194', 'longitude': '-73.93192914204178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58890350,2023-09-21T18:00:12.000,2023-09-23T13:22:03.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11207,661 WARWICK STREET,WARWICK STREET,DUMONT AVENUE,LIVONIA AVENUE,DUMONT AVENUE,LIVONIA AVENUE,ADDRESS,BROOKLYN,WARWICK STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-22T12:47:53.000,05 BROOKLYN,3040790009,BROOKLYN,1016393,182216,PHONE,Unspecified,BROOKLYN,40.66675921261864,-73.88413554954656,"{'latitude': '40.66675921261864', 'longitude': '-73.88413554954656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58884282,2023-09-21T18:00:06.000,2023-09-21T18:13:45.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11216,1235 BEDFORD AVENUE,BEDFORD AVENUE,HALSEY STREET,FULTON STREET,HALSEY STREET,FULTON STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-21T18:13:52.000,03 BROOKLYN,3018420005,BROOKLYN,997168,187381,ONLINE,Unspecified,BROOKLYN,40.680984898205644,-73.95342513488252,"{'latitude': '40.680984898205644', 'longitude': '-73.95342513488252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58887754,2023-09-21T18:00:05.000,2023-09-22T11:15:10.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11423,90-12 202 STREET,202 STREET,90 AVENUE,93 AVENUE,90 AVENUE,93 AVENUE,ADDRESS,HOLLIS,202 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T11:15:13.000,12 QUEENS,4104830041,QUEENS,1050901,200504,ONLINE,Unspecified,QUEENS,40.71676283104882,-73.7595656106372,"{'latitude': '40.71676283104882', 'longitude': '-73.7595656106372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
