unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_company_borough
58879671,2023-09-20T09:08:07.000,2023-09-20T09:12:13.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10014,15 GREENWICH AVENUE,GREENWICH AVENUE,CHRISTOPHER STREET,WEST   10 STREET,CHRISTOPHER STREET,WEST   10 STREET,ADDRESS,NEW YORK,GREENWICH AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-20T09:12:21.000,02 MANHATTAN,1006100056,MANHATTAN,984295,206841,PHONE,Unspecified,MANHATTAN,40.73440742178346,-73.99983762585748,"{'latitude': '40.73440742178346', 'longitude': '-73.99983762585748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879974,2023-09-20T09:08:04.000,2023-09-20T09:20:17.000,DOT,Department of Transportation,Street Sign - Missing,Other/Unknown,Street,11365,71-01 PARSONS BOULEVARD,PARSONS BOULEVARD,71 AVENUE,72 AVENUE,71 AVENUE,72 AVENUE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,This request required re-assignment to a new DOT unit.,2023-09-20T09:20:26.000,08 QUEENS,4067970040,QUEENS,1036658,205328,ONLINE,Unspecified,QUEENS,40.73009934988612,-73.81090754397326,"{'latitude': '40.73009934988612', 'longitude': '-73.81090754397326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871740,2023-09-20T09:07:58.000,2023-09-20T09:39:37.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11365,71-01 PARSONS BOULEVARD,PARSONS BOULEVARD,71 AVENUE,72 AVENUE,71 AVENUE,72 AVENUE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T09:39:42.000,08 QUEENS,4067970040,QUEENS,1036658,205328,ONLINE,Unspecified,QUEENS,40.73009934988612,-73.81090754397326,"{'latitude': '40.73009934988612', 'longitude': '-73.81090754397326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876884,2023-09-20T09:07:57.000,,DOHMH,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,Public/Unfenced Area,11204,2014 64 STREET,64 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,64 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",2023-09-21T13:27:20.000,11 BROOKLYN,3055490012,BROOKLYN,988488,163997,ONLINE,Unspecified,BROOKLYN,40.61680930297186,-73.98473490461146,"{'latitude': '40.61680930297186', 'longitude': '-73.98473490461146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879314,2023-09-20T09:07:49.000,2023-09-20T09:40:03.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11365,71-01 PARSONS BOULEVARD,PARSONS BOULEVARD,71 AVENUE,72 AVENUE,71 AVENUE,72 AVENUE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T09:40:06.000,08 QUEENS,4067970040,QUEENS,1036658,205328,ONLINE,Unspecified,QUEENS,40.73009934988612,-73.81090754397326,"{'latitude': '40.73009934988612', 'longitude': '-73.81090754397326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871854,2023-09-20T09:07:46.000,2023-09-23T09:34:40.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11219,1223 48 STREET,48 STREET,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,ADDRESS,BROOKLYN,48 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-21T13:57:40.000,12 BROOKLYN,3056287511,BROOKLYN,986177,171174,ONLINE,Unspecified,BROOKLYN,40.63650946402742,-73.99305697907855,"{'latitude': '40.63650946402742', 'longitude': '-73.99305697907855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873522,2023-09-20T09:07:42.000,2023-09-20T09:47:58.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11421,78-14 90 AVENUE,90 AVENUE,78 STREET,80 STREET,78 STREET,80 STREET,ADDRESS,WOODHAVEN,90 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T09:48:02.000,09 QUEENS,4089580002,QUEENS,1022345,189899,PHONE,Unspecified,QUEENS,40.687823676670995,-73.86263724250294,"{'latitude': '40.687823676670995', 'longitude': '-73.86263724250294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876868,2023-09-20T09:07:37.000,2023-09-20T10:28:15.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10029,155 EAST  104 STREET,EAST  104 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST  104 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-20T09:07:37.000,11 MANHATTAN,1016320023,MANHATTAN,998961,227390,ONLINE,Unspecified,MANHATTAN,40.79079689194689,-73.94687312557105,"{'latitude': '40.79079689194689', 'longitude': '-73.94687312557105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873114,2023-09-20T09:07:23.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-29T17:53:33.000,Unspecified MANHATTAN,,MANHATTAN,984112,206087,MOBILE,Unspecified,MANHATTAN,40.732337876220505,-74.00049793190519,"{'latitude': '40.732337876220505', 'longitude': '-74.00049793190519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,B,Platform,A C E Uptown - Queens upper level,,
58878070,2023-09-20T09:07:23.000,2023-09-20T09:13:37.000,NYPD,New York City Police Department,Animal-Abuse,Chained,Street/Sidewalk,10011,104 WEST   14 STREET,WEST   14 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   14 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T09:13:41.000,02 MANHATTAN,1006090039,MANHATTAN,984984,207992,ONLINE,Unspecified,MANHATTAN,40.73756660227674,-73.99735137174359,"{'latitude': '40.73756660227674', 'longitude': '-73.99735137174359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874319,2023-09-20T09:07:13.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11217,40 LINCOLN PLACE,LINCOLN PLACE,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,In Progress,,,06 BROOKLYN,3009500019,BROOKLYN,990236,186003,ONLINE,Unspecified,BROOKLYN,40.67721000252503,-73.97841915532503,"{'latitude': '40.67721000252503', 'longitude': '-73.97841915532503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875638,2023-09-20T09:07:10.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Park,11415,EIGHT OAKS TRIANGLE,EIGHT OAKS TRIANGLE,84 DRIVE,125 STREET,84 DRIVE,125 STREET,UNRECOGNIZED,KEW GARDENS,EIGHT OAKS TRIANGLE,In Progress,,,09 QUEENS,4092460251,QUEENS,1032177,196995,ONLINE,Unspecified,QUEENS,40.707252727644644,-73.827134656369,"{'latitude': '40.707252727644644', 'longitude': '-73.827134656369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874133,2023-09-20T09:07:05.000,2023-09-20T10:17:32.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11433,93-14 175 STREET,175 STREET,93 AVENUE,DEAD END,93 AVENUE,DEAD END,ADDRESS,JAMAICA,175 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T10:17:37.000,12 QUEENS,4102190048,QUEENS,1043831,196650,ONLINE,Unspecified,QUEENS,40.706234987858814,-73.78510366934164,"{'latitude': '40.706234987858814', 'longitude': '-73.78510366934164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880775,2023-09-20T09:07:02.000,2023-09-20T14:16:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11378,59-12 55 STREET,55 STREET,GRAND AVENUE,LIRR BUSHWICK LINE,GRAND AVENUE,LIRR BUSHWICK LINE,ADDRESS,MASPETH,55 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T14:16:04.000,05 QUEENS,4026290016,QUEENS,1008295,200486,PHONE,Unspecified,QUEENS,40.71693181552883,-73.91326081775954,"{'latitude': '40.71693181552883', 'longitude': '-73.91326081775954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879105,2023-09-20T09:06:56.000,2023-09-29T20:27:42.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10455,535 EAST  148 STREET,EAST  148 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,01 BRONX,2022750035,BRONX,1008020,235807,ONLINE,Unspecified,BRONX,40.81387951561455,-73.91412793707035,"{'latitude': '40.81387951561455', 'longitude': '-73.91412793707035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871206,2023-09-20T09:06:56.000,2023-09-29T20:27:42.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10455,535 EAST  148 STREET,EAST  148 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,01 BRONX,2022750035,BRONX,1008020,235807,ONLINE,Unspecified,BRONX,40.81387951561455,-73.91412793707035,"{'latitude': '40.81387951561455', 'longitude': '-73.91412793707035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871389,2023-09-20T09:06:56.000,2023-09-29T20:27:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10455,535 EAST  148 STREET,EAST  148 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,01 BRONX,2022750035,BRONX,1008020,235807,ONLINE,Unspecified,BRONX,40.81387951561455,-73.91412793707035,"{'latitude': '40.81387951561455', 'longitude': '-73.91412793707035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875814,2023-09-20T09:06:55.000,2023-09-21T12:53:34.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11230,1442 EAST   15 STREET,EAST   15 STREET,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,EAST   15 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-21T05:57:42.000,14 BROOKLYN,3067520025,BROOKLYN,995531,163135,ONLINE,Unspecified,BROOKLYN,40.614437123527765,-73.95936776147825,"{'latitude': '40.614437123527765', 'longitude': '-73.95936776147825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879613,2023-09-20T09:06:54.000,2023-10-27T13:28:15.000,DOT,Department of Transportation,Street Sign - Missing,Street Cleaning - ASP,Street,11207,2581 ATLANTIC AVENUE,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-27T13:28:18.000,05 BROOKLYN,3036670028,BROOKLYN,1012254,185634,PHONE,Unspecified,BROOKLYN,40.67615491005147,-73.89904100553272,"{'latitude': '40.67615491005147', 'longitude': '-73.89904100553272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879199,2023-09-20T09:06:49.000,2023-10-10T08:44:37.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10463,3605 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,08 BRONX,2032580190,BRONX,1012875,260464,PHONE,Unspecified,BRONX,40.88154126381984,-73.89648339982303,"{'latitude': '40.88154126381984', 'longitude': '-73.89648339982303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876527,2023-09-20T09:06:49.000,2023-10-10T08:44:37.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10463,3605 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,08 BRONX,2032580190,BRONX,1012875,260464,PHONE,Unspecified,BRONX,40.88154126381984,-73.89648339982303,"{'latitude': '40.88154126381984', 'longitude': '-73.89648339982303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871364,2023-09-20T09:06:49.000,2023-10-10T08:44:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10463,3605 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,08 BRONX,2032580190,BRONX,1012875,260464,PHONE,Unspecified,BRONX,40.88154126381984,-73.89648339982303,"{'latitude': '40.88154126381984', 'longitude': '-73.89648339982303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880557,2023-09-20T09:06:49.000,2023-10-10T08:44:37.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10463,3605 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,08 BRONX,2032580190,BRONX,1012875,260464,PHONE,Unspecified,BRONX,40.88154126381984,-73.89648339982303,"{'latitude': '40.88154126381984', 'longitude': '-73.89648339982303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871348,2023-09-20T09:06:49.000,2023-09-25T12:01:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10452,40 FEATHERBED LANE,FEATHERBED LANE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following conditions were reported. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,05 BRONX,2028650110,BRONX,1007609,247490,PHONE,Unspecified,BRONX,40.84594708494274,-73.91557204520007,"{'latitude': '40.84594708494274', 'longitude': '-73.91557204520007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871825,2023-09-20T09:06:47.000,2023-09-22T15:48:00.000,DSNY,Department of Sanitation,Abandoned Bike,Chained to Public Property,Street,11239,400 SCHROEDERS AVENUE,SCHROEDERS AVENUE,GATEWAY DRIVE,JEROME STREET,GATEWAY DRIVE,JEROME STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-22T10:11:21.000,05 BROOKLYN,3044520160,BROOKLYN,1018441,177295,ONLINE,Unspecified,BROOKLYN,40.653244492736974,-73.87677817647999,"{'latitude': '40.653244492736974', 'longitude': '-73.87677817647999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871595,2023-09-20T09:06:44.000,2023-09-20T09:06:44.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11224,3019 MERMAID AVENUE,MERMAID AVENUE,WEST 30 STREET,WEST 31 STREET,WEST   30 STREET,WEST   31 STREET,ADDRESS,BROOKLYN,MERMAID AVENUE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-20T09:06:44.000,13 BROOKLYN,3070090042,BROOKLYN,985157,148878,MOBILE,Unspecified,BROOKLYN,40.575311663600495,-73.99673505439401,"{'latitude': '40.575311663600495', 'longitude': '-73.99673505439401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878906,2023-09-20T09:06:11.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,11204,5403 19 AVENUE,19 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-21T00:00:00.000,12 BROOKLYN,3054950036,BROOKLYN,989337,166607,UNKNOWN,Unspecified,BROOKLYN,40.62397276243216,-73.98167487618652,"{'latitude': '40.62397276243216', 'longitude': '-73.98167487618652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871796,2023-09-20T09:06:05.000,2023-09-20T10:37:05.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10019,500 WEST   54 STREET,WEST   54 STREET,10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-20T10:37:09.000,04 MANHATTAN,1010820025,MANHATTAN,986981,218808,ONLINE,Unspecified,MANHATTAN,40.767253391180084,-73.99014083371219,"{'latitude': '40.767253391180084', 'longitude': '-73.99014083371219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873513,2023-09-20T09:06:04.000,2023-09-20T09:48:56.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11232,183 27 STREET,27 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,27 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T09:48:58.000,07 BROOKLYN,3006570049,BROOKLYN,984329,179617,MOBILE,Unspecified,BROOKLYN,40.65968388007574,-73.99971526248062,"{'latitude': '40.65968388007574', 'longitude': '-73.99971526248062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880759,2023-09-20T09:06:02.000,2023-09-21T01:58:22.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11420,149-05 121 STREET,121 STREET,149 AVENUE,150 AVENUE,149 AVENUE,150 AVENUE,ADDRESS,SOUTH OZONE PARK,121 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T01:58:33.000,10 QUEENS,4118220033,QUEENS,1034275,182722,MOBILE,Unspecified,QUEENS,40.66806508787454,-73.81967348983574,"{'latitude': '40.66806508787454', 'longitude': '-73.81967348983574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873181,2023-09-20T09:05:39.000,2023-09-22T04:09:08.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11249,45 SOUTH    3 STREET,SOUTH    3 STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,SOUTH    3 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T04:09:17.000,01 BROOKLYN,3024157503,BROOKLYN,993676,199272,ONLINE,Unspecified,BROOKLYN,40.71362733030471,-73.96599863237199,"{'latitude': '40.71362733030471', 'longitude': '-73.96599863237199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871749,2023-09-20T09:05:38.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,11230,1547 EAST   16 STREET,EAST   16 STREET,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,EAST   16 STREET,In Progress,,,14 BROOKLYN,3067630074,BROOKLYN,995937,162188,UNKNOWN,Unspecified,BROOKLYN,40.61183727791255,-73.95790705797415,"{'latitude': '40.61183727791255', 'longitude': '-73.95790705797415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871556,2023-09-20T09:05:38.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10019,793 11 AVENUE,11 AVENUE,WEST   55 STREET,WEST   56 STREET,WEST   55 STREET,WEST   56 STREET,ADDRESS,NEW YORK,11 AVENUE,In Progress,,,04 MANHATTAN,1011030036,MANHATTAN,986399,219507,UNKNOWN,Unspecified,MANHATTAN,40.76917212532607,-73.99224168481936,"{'latitude': '40.76917212532607', 'longitude': '-73.99224168481936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878048,2023-09-20T09:05:38.000,2023-09-20T10:20:55.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11420,117-19 135 STREET,135 STREET,FOCH BOULEVARD,120 AVENUE,FOCH BOULEVARD,120 AVENUE,ADDRESS,SOUTH OZONE PARK,135 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T10:20:59.000,10 QUEENS,4116990056,QUEENS,1038500,186000,PHONE,Unspecified,QUEENS,40.67703755925495,-73.80441718054371,"{'latitude': '40.67703755925495', 'longitude': '-73.80441718054371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879077,2023-09-20T09:04:31.000,2023-09-20T10:15:46.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11222,5 COMMERCIAL STREET,COMMERCIAL STREET,DUPONT STREET,BLUE SLIP,DUPONT STREET,BLUE SLIP,ADDRESS,BROOKLYN,COMMERCIAL STREET,Closed,NYC Parks couldn't respond to your complaint because they had to devote resources to other critical services at the time. The agency will use your complaint for future planning.,2023-09-20T10:15:52.000,01 BROOKLYN,3024720075,BROOKLYN,995368,207264,ONLINE,Unspecified,BROOKLYN,40.73556146470334,-73.95988206563493,"{'latitude': '40.73556146470334', 'longitude': '-73.95988206563493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874407,2023-09-20T09:04:24.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10001,113 WEST   32 STREET,WEST   32 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   32 STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-20T12:20:52.000,05 MANHATTAN,1008080040,MANHATTAN,987192,212085,ONLINE,Unspecified,MANHATTAN,40.7488004064761,-73.98938204584654,"{'latitude': '40.7488004064761', 'longitude': '-73.98938204584654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881023,2023-09-20T09:04:24.000,2023-09-20T09:39:18.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10001,113 WEST   32 STREET,WEST   32 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   32 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-20T09:39:22.000,05 MANHATTAN,1008080040,MANHATTAN,987192,212085,ONLINE,Unspecified,MANHATTAN,40.7488004064761,-73.98938204584654,"{'latitude': '40.7488004064761', 'longitude': '-73.98938204584654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874925,2023-09-20T09:04:22.000,2023-09-20T09:55:12.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11101,21-44 44 ROAD,44 ROAD,21 STREET,23 STREET,21 STREET,23 STREET,ADDRESS,LONG ISLAND CITY,44 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T09:55:17.000,02 QUEENS,4004380045,QUEENS,999415,211975,PHONE,Unspecified,QUEENS,40.74848596998835,-73.94526834642778,"{'latitude': '40.74848596998835', 'longitude': '-73.94526834642778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876811,2023-09-20T09:04:20.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11228,1433 81 STREET,81 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,81 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-26T10:21:53.000,11 BROOKLYN,3062810057,BROOKLYN,982069,163352,PHONE,Unspecified,BROOKLYN,40.615039656626514,-74.00785566076185,"{'latitude': '40.615039656626514', 'longitude': '-74.00785566076185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
